Id,UserId,DepartmentId,DepartmentName,YearId,YearLevelName,SquadronId,AdmissionYear,EnrolledCourseCount,TotalCreditLoad,RiskScore
4333,9607.0,1,Computer Science,2,Second Year,2,2024,0,0,1.0
3088,1124.0,2,Artificial Intelligence,2,Second Year,5,2022,0,0,1.0
1391,328.0,1,Computer Science,2,Second Year,2,2023,0,0,1.0
4966,1568.0,1,Computer Science,1,First Year,2,2024,0,0,1.0
4437,1857.0,3,Cyber Security,2,Second Year,5,2026,0,0,1.0
2713,790.0,1,Computer Science,1,First Year,5,2022,0,0,1.0
2381,1863.0,2,Artificial Intelligence,4,Fourth Year,4,2023,0,0,1.0
1984,240.0,1,Computer Science,1,First Year,4,2026,0,0,1.0
3770,542.0,3,Cyber Security,4,Fourth Year,3,2023,0,0,1.0
1886,,1,Computer Science,1,First Year,3,2023,0,0,1.0
3709,1757.0,1,Computer Science,3,Third Year,4,2024,0,0,1.0
2623,1396.0,1,Computer Science,1,First Year,5,2024,0,0,1.0
1679,201.0,1,Computer Science,1,First Year,5,2021,0,0,1.0
1936,555.0,1,Computer Science,4,Fourth Year,1,2025,0,0,1.0
243,1338.0,1,Computer Science,3,Third Year,4,2024,0,0,1.0
4954,1996.0,2,Artificial Intelligence,2,Second Year,4,2025,0,0,1.0
52,,2,Artificial Intelligence,1,First Year,5,2021,0,0,1.0
4394,,1,Computer Science,2,Second Year,2,2024,0,0,1.0
1919,1598.0,1,Computer Science,3,Third Year,4,2023,0,0,1.0
226,1121.0,2,Artificial Intelligence,2,Second Year,4,2024,0,0,1.0
4324,1529.0,1,Computer Science,1,First Year,4,2025,0,0,1.0
4282,1599.0,1,Computer Science,3,Third Year,4,2024,0,0,1.0
3987,881.0,1,Computer Science,2,Second Year,5,2022,0,0,1.0
3444,2026.0,1,Computer Science,3,Third Year,2,2025,0,0,1.0
1075,451.0,1,Computer Science,2,Second Year,5,2023,0,0,1.0
2800,144.0,1,Computer Science,1,First Year,5,2025,0,0,1.0
4436,,2,Artificial Intelligence,1,First Year,1,2024,0,0,1.0
2702,1996.0,1,Computer Science,4,Fourth Year,2,2022,0,0,1.0
1152,800.0,2,Artificial Intelligence,4,Fourth Year,4,2022,0,0,1.0
2315,1654.0,1,Computer Science,4,Fourth Year,1,2026,0,0,1.0
3069,1702.0,1,Computer Science,2,Second Year,3,2021,0,0,1.0
3775,,1,Computer Science,4,Fourth Year,4,2022,0,0,1.0
4015,,1,Computer Science,1,First Year,5,2024,0,0,1.0
3132,98.0,1,Computer Science,1,First Year,5,2025,0,0,1.0
732,1329.0,3,Cyber Security,4,Fourth Year,2,2025,0,0,1.0
893,1435.0,2,Artificial Intelligence,1,First Year,2,2021,0,0,1.0
3154,1551.0,1,Computer Science,2,Second Year,5,2022,0,0,1.0
1053,827.0,2,Artificial Intelligence,3,Third Year,5,2024,0,0,1.0
2977,300.0,1,Computer Science,2,Second Year,5,2024,0,0,1.0
1278,1850.0,3,Cyber Security,1,First Year,3,2026,0,0,1.0
3491,419.0,1,Computer Science,4,Fourth Year,4,2026,0,0,1.0
790,711.0,1,Computer Science,2,Second Year,1,2022,0,0,1.0
1635,1155.0,1,Computer Science,4,Fourth Year,5,2026,0,0,1.0
2916,705.0,1,Computer Science,1,First Year,3,2023,0,0,1.0
3950,955.0,1,Computer Science,3,Third Year,1,2025,0,0,1.0
1909,1419.0,2,Artificial Intelligence,2,Second Year,3,2024,0,0,1.0
2705,386.0,1,Computer Science,1,First Year,4,2025,0,0,1.0
1260,229.0,1,Computer Science,1,First Year,3,2022,0,0,1.0
2408,299.0,2,Artificial Intelligence,1,First Year,3,2024,0,0,1.0
4809,837.0,1,Computer Science,3,Third Year,1,2024,0,0,1.0
3873,2031.0,1,Computer Science,1,First Year,4,2023,0,0,1.0
3236,253.0,2,Artificial Intelligence,4,Fourth Year,2,2023,0,0,1.0
2558,89.0,1,Computer Science,2,Second Year,3,2024,0,0,1.0
3172,847.0,1,Computer Science,3,Third Year,2,2024,0,0,1.0
4983,881.0,2,Artificial Intelligence,4,Fourth Year,1,2022,0,0,1.0
317,1820.0,1,Computer Science,3,Third Year,4,2024,0,0,1.0
1647,151.0,1,Computer Science,1,First Year,4,2023,0,0,1.0
2561,1287.0,2,Artificial Intelligence,2,Second Year,3,2024,0,0,1.0
1794,1628.0,1,Computer Science,1,First Year,4,2024,0,0,1.0
3085,1074.0,1,Computer Science,1,First Year,4,2025,0,0,1.0
1129,1612.0,3,Cyber Security,2,Second Year,5,2023,0,0,1.0
431,1712.0,1,Computer Science,1,First Year,4,2023,0,0,1.0
5,1620.0,1,Computer Science,4,Fourth Year,2,2022,0,0,1.0
1803,1590.0,1,Computer Science,1,First Year,4,2025,0,0,1.0
1149,1757.0,1,Computer Science,1,First Year,1,2022,0,0,1.0
4493,606.0,1,Computer Science,1,First Year,2,2023,0,0,1.0
1022,446.0,1,Computer Science,1,First Year,3,2023,0,0,1.0
69,,1,Computer Science,2,Second Year,2,2024,0,0,1.0
1838,126.0,3,Cyber Security,1,First Year,5,2024,0,0,1.0
792,1668.0,1,Computer Science,1,First Year,5,2025,0,0,1.0
1440,1739.0,3,Cyber Security,2,Second Year,3,2025,0,0,1.0
4907,316.0,2,Artificial Intelligence,4,Fourth Year,3,2025,0,0,1.0
4506,1234.0,2,Artificial Intelligence,1,First Year,2,2024,0,0,1.0
3368,2003.0,1,Computer Science,2,Second Year,2,2022,0,0,1.0
4791,1531.0,1,Computer Science,2,Second Year,3,2023,0,0,1.0
2858,1486.0,1,Computer Science,2,Second Year,5,2024,0,0,1.0
3104,267.0,1,Computer Science,2,Second Year,5,2024,0,0,1.0
1415,1510.0,1,Computer Science,1,First Year,2,2022,0,0,1.0
912,307.0,2,Artificial Intelligence,4,Fourth Year,3,2021,0,0,1.0
2521,1539.0,1,Computer Science,2,Second Year,1,2024,0,0,1.0
800,1746.0,3,Cyber Security,1,First Year,2,2022,0,0,1.0
217,310.0,2,Artificial Intelligence,3,Third Year,5,2026,0,0,1.0
1108,1039.0,1,Computer Science,1,First Year,5,2023,0,0,1.0
2138,1062.0,1,Computer Science,3,Third Year,5,2026,0,0,1.0
1427,603.0,2,Artificial Intelligence,2,Second Year,1,2021,0,0,1.0
133,1831.0,1,Computer Science,4,Fourth Year,1,2023,0,0,1.0
2476,1068.0,1,Computer Science,1,First Year,2,2023,0,0,1.0
1532,1515.0,2,Artificial Intelligence,1,First Year,4,2025,0,0,1.0
1117,1964.0,1,Computer Science,2,Second Year,2,2022,0,0,1.0
3611,1700.0,2,Artificial Intelligence,1,First Year,4,2024,0,0,1.0
3703,1126.0,2,Artificial Intelligence,1,First Year,4,2025,0,0,1.0
4678,1471.0,1,Computer Science,2,Second Year,3,2022,0,0,1.0
4940,942.0,1,Computer Science,3,Third Year,1,2022,0,0,1.0
2072,1921.0,2,Artificial Intelligence,2,Second Year,3,2024,0,0,1.0
2509,380.0,1,Computer Science,2,Second Year,4,2022,0,0,1.0
3747,1453.0,2,Artificial Intelligence,1,First Year,4,2022,0,0,1.0
3136,1631.0,1,Computer Science,3,Third Year,5,2023,0,0,1.0
3749,9234.0,3,Cyber Security,1,First Year,5,2023,0,0,1.0
4145,51.0,3,Cyber Security,2,Second Year,4,2022,0,0,1.0
4636,715.0,1,Computer Science,1,First Year,4,2024,0,0,1.0
4650,1020.0,2,Artificial Intelligence,1,First Year,3,2023,0,0,1.0
2700,776.0,1,Computer Science,2,Second Year,3,2022,0,0,1.0
2555,908.0,2,Artificial Intelligence,2,Second Year,5,2023,0,0,1.0
195,1386.0,1,Computer Science,2,Second Year,5,2023,0,0,1.0
179,585.0,1,Computer Science,4,Fourth Year,1,2025,0,0,1.0
3883,927.0,1,Computer Science,4,Fourth Year,3,2023,0,0,1.0
4509,9830.0,1,Computer Science,1,First Year,5,2023,0,0,1.0
4914,1515.0,1,Computer Science,2,Second Year,4,2022,0,0,1.0
4778,697.0,1,Computer Science,4,Fourth Year,5,2026,0,0,1.0
770,578.0,2,Artificial Intelligence,1,First Year,2,2026,0,0,1.0
4335,1848.0,2,Artificial Intelligence,4,Fourth Year,5,2025,0,0,1.0
2472,330.0,1,Computer Science,1,First Year,4,2025,0,0,1.0
3893,465.0,3,Cyber Security,3,Third Year,4,2024,0,0,1.0
4192,620.0,1,Computer Science,3,Third Year,4,2025,0,0,1.0
4995,628.0,1,Computer Science,2,Second Year,5,2023,0,0,1.0
4884,1092.0,2,Artificial Intelligence,3,Third Year,3,2023,0,0,1.0
1638,782.0,1,Computer Science,2,Second Year,5,2023,0,0,1.0
3656,2007.0,1,Computer Science,2,Second Year,4,2021,0,0,1.0
2944,1458.0,1,Computer Science,4,Fourth Year,3,2023,0,0,1.0
4868,1783.0,2,Artificial Intelligence,3,Third Year,1,2025,0,0,1.0
1485,1450.0,1,Computer Science,3,Third Year,1,2026,0,0,1.0
3871,1978.0,1,Computer Science,2,Second Year,5,2025,0,0,1.0
4676,,2,Artificial Intelligence,3,Third Year,4,2024,0,0,1.0
856,32.0,2,Artificial Intelligence,3,Third Year,5,2022,0,0,1.0
1201,246.0,1,Computer Science,2,Second Year,1,2024,0,0,1.0
3075,2021.0,1,Computer Science,1,First Year,1,2024,0,0,1.0
1236,944.0,1,Computer Science,3,Third Year,5,2022,0,0,1.0
88,533.0,2,Artificial Intelligence,1,First Year,4,2024,0,0,1.0
1082,344.0,3,Cyber Security,1,First Year,1,2023,0,0,1.0
2728,2060.0,1,Computer Science,2,Second Year,1,2023,0,0,1.0
1722,,1,Computer Science,1,First Year,5,2022,0,0,1.0
3223,877.0,1,Computer Science,1,First Year,2,2024,0,0,1.0
1776,606.0,3,Cyber Security,3,Third Year,4,2025,0,0,1.0
2921,1682.0,1,Computer Science,3,Third Year,3,2026,0,0,1.0
1543,93.0,1,Computer Science,1,First Year,3,2022,0,0,1.0
2238,1195.0,1,Computer Science,1,First Year,4,2022,0,0,1.0
4297,,2,Artificial Intelligence,2,Second Year,5,2023,0,0,1.0
3814,850.0,2,Artificial Intelligence,1,First Year,5,2024,0,0,1.0
4886,,1,Computer Science,2,Second Year,3,2023,0,0,1.0
696,773.0,1,Computer Science,2,Second Year,3,2026,0,0,1.0
4498,357.0,3,Cyber Security,3,Third Year,1,2024,0,0,1.0
4101,202.0,1,Computer Science,1,First Year,1,2021,0,0,1.0
1244,466.0,1,Computer Science,1,First Year,2,2025,0,0,1.0
515,775.0,1,Computer Science,2,Second Year,3,2022,0,0,1.0
2767,601.0,1,Computer Science,3,Third Year,4,2024,0,0,1.0
954,374.0,1,Computer Science,3,Third Year,4,2023,0,0,1.0
4738,9120.0,2,Artificial Intelligence,3,Third Year,1,2024,0,0,1.0
1194,1264.0,2,Artificial Intelligence,2,Second Year,5,2024,0,0,1.0
2245,517.0,1,Computer Science,1,First Year,2,2022,0,0,1.0
4712,1323.0,3,Cyber Security,4,Fourth Year,3,2023,0,0,1.0
4424,9302.0,2,Artificial Intelligence,4,Fourth Year,4,2022,0,0,1.0
4410,676.0,2,Artificial Intelligence,4,Fourth Year,5,2025,0,0,1.0
2047,1452.0,1,Computer Science,1,First Year,3,2026,0,0,1.0
4360,923.0,1,Computer Science,1,First Year,1,2023,0,0,1.0
2965,1489.0,1,Computer Science,2,Second Year,4,2023,0,0,1.0
1139,1717.0,2,Artificial Intelligence,2,Second Year,2,2022,0,0,1.0
4225,,1,Computer Science,1,First Year,2,2024,0,0,1.0
837,1978.0,1,Computer Science,4,Fourth Year,2,2025,0,0,1.0
840,614.0,3,Cyber Security,1,First Year,1,2023,0,0,1.0
2627,831.0,1,Computer Science,2,Second Year,3,2025,0,0,1.0
1328,24.0,1,Computer Science,3,Third Year,3,2021,0,0,1.0
1973,1406.0,3,Cyber Security,3,Third Year,4,2026,0,0,1.0
808,1443.0,1,Computer Science,2,Second Year,1,2025,0,0,1.0
3582,1496.0,1,Computer Science,2,Second Year,1,2025,0,0,1.0
4535,1108.0,3,Cyber Security,3,Third Year,5,2025,0,0,1.0
3947,448.0,2,Artificial Intelligence,3,Third Year,4,2026,0,0,1.0
4989,2044.0,2,Artificial Intelligence,2,Second Year,1,2023,0,0,1.0
1472,1448.0,1,Computer Science,2,Second Year,4,2025,0,0,1.0
2293,,1,Computer Science,3,Third Year,2,2025,0,0,1.0
3506,887.0,1,Computer Science,1,First Year,4,2026,0,0,1.0
1352,983.0,1,Computer Science,2,Second Year,2,2021,0,0,1.0
2881,375.0,1,Computer Science,2,Second Year,1,2023,0,0,1.0
4467,1562.0,2,Artificial Intelligence,1,First Year,1,2026,0,0,1.0
289,1766.0,2,Artificial Intelligence,4,Fourth Year,2,2024,0,0,1.0
3198,208.0,2,Artificial Intelligence,1,First Year,1,2026,0,0,1.0
1687,537.0,1,Computer Science,1,First Year,4,2025,0,0,1.0
1124,1741.0,1,Computer Science,1,First Year,3,2022,0,0,1.0
302,230.0,1,Computer Science,3,Third Year,1,2023,0,0,1.0
416,400.0,1,Computer Science,1,First Year,5,2024,0,0,1.0
2617,1618.0,1,Computer Science,1,First Year,2,2023,0,0,1.0
4173,1156.0,3,Cyber Security,3,Third Year,5,2022,0,0,1.0
1603,,1,Computer Science,3,Third Year,4,2025,0,0,1.0
693,1912.0,2,Artificial Intelligence,4,Fourth Year,1,2024,0,0,1.0
2689,911.0,2,Artificial Intelligence,2,Second Year,1,2024,0,0,1.0
3783,51.0,1,Computer Science,1,First Year,3,2024,0,0,1.0
4129,1602.0,1,Computer Science,1,First Year,5,2023,0,0,1.0
507,1159.0,1,Computer Science,1,First Year,3,2024,0,0,1.0
2316,1339.0,2,Artificial Intelligence,1,First Year,3,2024,0,0,1.0
4614,9021.0,1,Computer Science,1,First Year,1,2024,0,0,1.0
2094,120.0,2,Artificial Intelligence,3,Third Year,1,2025,0,0,1.0
567,456.0,1,Computer Science,1,First Year,4,2024,0,0,1.0
2044,885.0,1,Computer Science,1,First Year,4,2025,0,0,1.0
943,1069.0,2,Artificial Intelligence,3,Third Year,2,2023,0,0,1.0
571,2015.0,2,Artificial Intelligence,4,Fourth Year,3,2023,0,0,1.0
3727,1620.0,3,Cyber Security,1,First Year,5,2021,0,0,1.0
3683,558.0,3,Cyber Security,4,Fourth Year,5,2024,0,0,1.0
4357,1619.0,1,Computer Science,1,First Year,5,2025,0,0,1.0
1166,,1,Computer Science,3,Third Year,2,2025,0,0,1.0
119,267.0,2,Artificial Intelligence,2,Second Year,5,2025,0,0,1.0
3791,612.0,1,Computer Science,1,First Year,1,2022,0,0,1.0
2367,1163.0,1,Computer Science,1,First Year,4,2024,0,0,1.0
3439,1633.0,1,Computer Science,2,Second Year,5,2024,0,0,1.0
757,1261.0,1,Computer Science,3,Third Year,4,2023,0,0,1.0
572,484.0,2,Artificial Intelligence,1,First Year,3,2025,0,0,1.0
1023,372.0,1,Computer Science,2,Second Year,2,2026,0,0,1.0
3888,1455.0,2,Artificial Intelligence,2,Second Year,5,2025,0,0,1.0
3214,1851.0,1,Computer Science,2,Second Year,4,2021,0,0,1.0
1829,9595.0,3,Cyber Security,4,Fourth Year,4,2024,0,0,1.0
3919,1150.0,1,Computer Science,1,First Year,2,2025,0,0,1.0
2620,518.0,1,Computer Science,3,Third Year,2,2021,0,0,1.0
3679,733.0,1,Computer Science,1,First Year,5,2022,0,0,1.0
3205,628.0,1,Computer Science,2,Second Year,4,2024,0,0,1.0
560,431.0,2,Artificial Intelligence,1,First Year,5,2023,0,0,1.0
925,583.0,1,Computer Science,2,Second Year,3,2024,0,0,1.0
7,1224.0,1,Computer Science,1,First Year,4,2022,0,0,1.0
3472,1415.0,1,Computer Science,3,Third Year,1,2023,0,0,1.0
2865,564.0,1,Computer Science,1,First Year,1,2023,0,0,1.0
135,,1,Computer Science,1,First Year,4,2026,0,0,1.0
2470,1265.0,1,Computer Science,1,First Year,1,2024,0,0,1.0
121,1138.0,3,Cyber Security,1,First Year,1,2021,0,0,1.0
3550,65.0,1,Computer Science,2,Second Year,1,2023,0,0,1.0
2283,593.0,1,Computer Science,4,Fourth Year,3,2024,0,0,1.0
4921,727.0,1,Computer Science,1,First Year,5,2026,0,0,1.0
3648,830.0,3,Cyber Security,1,First Year,1,2026,0,0,1.0
4239,819.0,1,Computer Science,3,Third Year,5,2025,0,0,1.0
2709,1.0,2,Artificial Intelligence,2,Second Year,2,2022,0,0,1.0
1870,2021.0,1,Computer Science,4,Fourth Year,2,2024,0,0,1.0
4730,83.0,2,Artificial Intelligence,2,Second Year,3,2024,0,0,1.0
4331,882.0,1,Computer Science,3,Third Year,2,2025,0,0,1.0
620,552.0,1,Computer Science,1,First Year,5,2021,0,0,1.0
4411,,3,Cyber Security,3,Third Year,1,2021,0,0,1.0
2940,426.0,1,Computer Science,1,First Year,4,2025,0,0,1.0
3456,,2,Artificial Intelligence,3,Third Year,5,2024,0,0,1.0
1187,1709.0,2,Artificial Intelligence,2,Second Year,2,2022,0,0,1.0
340,2011.0,1,Computer Science,3,Third Year,3,2022,0,0,1.0
1033,1288.0,2,Artificial Intelligence,1,First Year,4,2024,0,0,1.0
797,1384.0,2,Artificial Intelligence,4,Fourth Year,4,2025,0,0,1.0
1506,1961.0,2,Artificial Intelligence,1,First Year,2,2023,0,0,1.0
1663,1380.0,1,Computer Science,4,Fourth Year,2,2022,0,0,1.0
1213,839.0,2,Artificial Intelligence,1,First Year,5,2022,0,0,1.0
2378,662.0,1,Computer Science,2,Second Year,1,2024,0,0,1.0
2535,1912.0,1,Computer Science,2,Second Year,1,2024,0,0,1.0
4067,1023.0,1,Computer Science,1,First Year,5,2024,0,0,1.0
4611,1813.0,3,Cyber Security,2,Second Year,1,2024,0,0,1.0
2399,,1,Computer Science,1,First Year,4,2025,0,0,1.0
1718,1054.0,1,Computer Science,2,Second Year,2,2025,0,0,1.0
630,464.0,3,Cyber Security,3,Third Year,1,2023,0,0,1.0
2172,546.0,1,Computer Science,1,First Year,1,2022,0,0,1.0
4491,1908.0,1,Computer Science,2,Second Year,5,2025,0,0,1.0
161,1692.0,1,Computer Science,4,Fourth Year,1,2024,0,0,1.0
1157,147.0,1,Computer Science,1,First Year,5,2026,0,0,1.0
2220,1358.0,2,Artificial Intelligence,1,First Year,3,2025,0,0,1.0
1766,1616.0,1,Computer Science,1,First Year,5,2021,0,0,1.0
238,351.0,1,Computer Science,2,Second Year,1,2023,0,0,1.0
2830,9251.0,2,Artificial Intelligence,2,Second Year,4,2026,0,0,1.0
3553,983.0,1,Computer Science,1,First Year,1,2024,0,0,1.0
2882,1605.0,1,Computer Science,2,Second Year,3,2024,0,0,1.0
2424,1089.0,1,Computer Science,4,Fourth Year,3,2024,0,0,1.0
3063,,2,Artificial Intelligence,1,First Year,4,2024,0,0,1.0
4648,390.0,2,Artificial Intelligence,2,Second Year,5,2025,0,0,1.0
1671,752.0,2,Artificial Intelligence,2,Second Year,4,2024,0,0,1.0
1436,519.0,2,Artificial Intelligence,1,First Year,4,2023,0,0,1.0
3872,1610.0,1,Computer Science,3,Third Year,3,2026,0,0,1.0
2938,435.0,1,Computer Science,3,Third Year,3,2025,0,0,1.0
4943,628.0,1,Computer Science,1,First Year,5,2026,0,0,1.0
1290,319.0,2,Artificial Intelligence,3,Third Year,2,2022,0,0,1.0
2759,812.0,3,Cyber Security,1,First Year,2,2025,0,0,1.0
4208,573.0,1,Computer Science,1,First Year,1,2022,0,0,1.0
2953,,1,Computer Science,1,First Year,5,2023,0,0,1.0
303,270.0,2,Artificial Intelligence,1,First Year,2,2023,0,0,1.0
1140,1901.0,1,Computer Science,2,Second Year,4,2022,0,0,1.0
4299,1506.0,1,Computer Science,3,Third Year,2,2025,0,0,1.0
4237,299.0,2,Artificial Intelligence,3,Third Year,4,2023,0,0,1.0
3455,560.0,2,Artificial Intelligence,2,Second Year,4,2024,0,0,1.0
1979,51.0,1,Computer Science,1,First Year,4,2025,0,0,1.0
4550,311.0,1,Computer Science,1,First Year,3,2025,0,0,1.0
3706,,1,Computer Science,2,Second Year,3,2025,0,0,1.0
4272,1584.0,1,Computer Science,3,Third Year,5,2024,0,0,1.0
3260,634.0,1,Computer Science,4,Fourth Year,3,2024,0,0,1.0
2707,740.0,3,Cyber Security,1,First Year,1,2023,0,0,1.0
1877,1039.0,1,Computer Science,4,Fourth Year,3,2024,0,0,1.0
936,1525.0,1,Computer Science,2,Second Year,5,2022,0,0,1.0
1250,624.0,2,Artificial Intelligence,1,First Year,1,2025,0,0,1.0
1906,1393.0,1,Computer Science,1,First Year,1,2025,0,0,1.0
906,287.0,1,Computer Science,1,First Year,2,2023,0,0,1.0
402,737.0,1,Computer Science,2,Second Year,4,2023,0,0,1.0
1872,1723.0,1,Computer Science,1,First Year,4,2025,0,0,1.0
752,956.0,2,Artificial Intelligence,4,Fourth Year,2,2022,0,0,1.0
4036,1473.0,3,Cyber Security,1,First Year,4,2024,0,0,1.0
4142,386.0,1,Computer Science,3,Third Year,5,2023,0,0,1.0
3982,1196.0,2,Artificial Intelligence,4,Fourth Year,1,2023,0,0,1.0
975,,1,Computer Science,1,First Year,5,2024,0,0,1.0
1083,1366.0,1,Computer Science,4,Fourth Year,4,2021,0,0,1.0
532,1945.0,2,Artificial Intelligence,2,Second Year,4,2026,0,0,1.0
4590,790.0,1,Computer Science,1,First Year,1,2025,0,0,1.0
4276,1569.0,2,Artificial Intelligence,2,Second Year,4,2023,0,0,1.0
569,1228.0,1,Computer Science,4,Fourth Year,5,2024,0,0,1.0
1499,1787.0,1,Computer Science,1,First Year,2,2023,0,0,1.0
4811,1876.0,1,Computer Science,1,First Year,3,2026,0,0,1.0
2646,536.0,1,Computer Science,2,Second Year,3,2025,0,0,1.0
1000,1140.0,1,Computer Science,1,First Year,5,2024,0,0,1.0
4170,1184.0,1,Computer Science,1,First Year,4,2024,0,0,1.0
2523,899.0,3,Cyber Security,1,First Year,5,2023,0,0,1.0
82,1259.0,1,Computer Science,1,First Year,4,2023,0,0,1.0
1939,901.0,3,Cyber Security,2,Second Year,5,2026,0,0,1.0
1770,244.0,3,Cyber Security,2,Second Year,5,2025,0,0,1.0
3054,1779.0,1,Computer Science,1,First Year,1,2024,0,0,1.0
183,,1,Computer Science,3,Third Year,2,2023,0,0,1.0
513,1034.0,1,Computer Science,1,First Year,1,2022,0,0,1.0
43,577.0,2,Artificial Intelligence,1,First Year,3,2023,0,0,1.0
2890,400.0,1,Computer Science,2,Second Year,4,2024,0,0,1.0
2677,1759.0,1,Computer Science,2,Second Year,4,2024,0,0,1.0
4234,149.0,1,Computer Science,1,First Year,2,2023,0,0,1.0
1315,1058.0,3,Cyber Security,1,First Year,5,2025,0,0,1.0
2934,283.0,1,Computer Science,4,Fourth Year,3,2024,0,0,1.0
457,1169.0,1,Computer Science,2,Second Year,4,2023,0,0,1.0
3462,867.0,2,Artificial Intelligence,3,Third Year,4,2025,0,0,1.0
4634,1268.0,1,Computer Science,1,First Year,2,2023,0,0,1.0
450,915.0,1,Computer Science,1,First Year,2,2022,0,0,1.0
2261,688.0,3,Cyber Security,2,Second Year,5,2025,0,0,1.0
242,1252.0,1,Computer Science,2,Second Year,1,2023,0,0,1.0
1711,,1,Computer Science,1,First Year,1,2022,0,0,1.0
2090,1529.0,1,Computer Science,1,First Year,5,2023,0,0,1.0
3653,1875.0,3,Cyber Security,1,First Year,5,2023,0,0,1.0
2066,302.0,3,Cyber Security,1,First Year,2,2024,0,0,1.0
380,117.0,1,Computer Science,2,Second Year,2,2021,0,0,1.0
3457,1754.0,2,Artificial Intelligence,3,Third Year,5,2024,0,0,1.0
300,1533.0,1,Computer Science,4,Fourth Year,4,2024,0,0,1.0
2639,1663.0,1,Computer Science,3,Third Year,4,2026,0,0,1.0
4514,552.0,3,Cyber Security,2,Second Year,3,2025,0,0,1.0
3221,1576.0,1,Computer Science,1,First Year,2,2024,0,0,1.0
527,972.0,1,Computer Science,4,Fourth Year,5,2025,0,0,1.0
2819,1074.0,1,Computer Science,1,First Year,4,2022,0,0,1.0
852,29.0,3,Cyber Security,1,First Year,5,2025,0,0,1.0
574,419.0,3,Cyber Security,3,Third Year,5,2026,0,0,1.0
4667,1081.0,1,Computer Science,2,Second Year,1,2026,0,0,1.0
1283,560.0,1,Computer Science,3,Third Year,5,2022,0,0,1.0
53,283.0,1,Computer Science,1,First Year,4,2024,0,0,1.0
1238,1561.0,2,Artificial Intelligence,1,First Year,2,2022,0,0,1.0
2460,129.0,1,Computer Science,1,First Year,5,2022,0,0,1.0
2159,9898.0,1,Computer Science,4,Fourth Year,1,2024,0,0,1.0
2290,1261.0,1,Computer Science,1,First Year,4,2021,0,0,1.0
523,1803.0,2,Artificial Intelligence,2,Second Year,1,2024,0,0,1.0
2667,665.0,1,Computer Science,1,First Year,4,2025,0,0,1.0
3440,285.0,1,Computer Science,1,First Year,2,2023,0,0,1.0
3536,1543.0,1,Computer Science,2,Second Year,3,2024,0,0,1.0
1878,,1,Computer Science,2,Second Year,5,2026,0,0,1.0
3208,867.0,2,Artificial Intelligence,2,Second Year,4,2023,0,0,1.0
123,1189.0,1,Computer Science,1,First Year,5,2024,0,0,1.0
3772,,1,Computer Science,1,First Year,3,2024,0,0,1.0
854,1433.0,2,Artificial Intelligence,1,First Year,2,2024,0,0,1.0
3664,1740.0,1,Computer Science,3,Third Year,5,2023,0,0,1.0
709,1111.0,1,Computer Science,3,Third Year,5,2025,0,0,1.0
4177,1482.0,1,Computer Science,4,Fourth Year,4,2023,0,0,1.0
2097,1613.0,1,Computer Science,1,First Year,5,2025,0,0,1.0
2318,484.0,1,Computer Science,4,Fourth Year,3,2025,0,0,1.0
658,2019.0,2,Artificial Intelligence,3,Third Year,5,2023,0,0,1.0
739,526.0,1,Computer Science,1,First Year,5,2022,0,0,1.0
1141,494.0,1,Computer Science,1,First Year,5,2022,0,0,1.0
1774,1454.0,2,Artificial Intelligence,4,Fourth Year,5,2022,0,0,1.0
4891,1056.0,1,Computer Science,1,First Year,5,2026,0,0,1.0
4409,636.0,1,Computer Science,1,First Year,4,2024,0,0,1.0
3417,1502.0,2,Artificial Intelligence,2,Second Year,1,2024,0,0,1.0
974,1177.0,1,Computer Science,1,First Year,5,2022,0,0,1.0
830,1868.0,1,Computer Science,1,First Year,4,2023,0,0,1.0
2931,1690.0,1,Computer Science,2,Second Year,5,2021,0,0,1.0
