Id,UserId,DepartmentId,YearId,SquadronId,AdmissionYear,CreatedAt,UpdatedAt
4123,1791.0,,,1.0,2024.0,2025-06-25 15:34:09,2025-10-26 15:34:09
3915,1349.0,2.0,,1.0,2023.0,2024-05-23 13:04:00,2024-06-05 13:04:00
3815,381.0,2.0,3.0,4.0,2024.0,2022-08-20 17:05:02,2022-11-29 17:05:02
415,922.0,1.0,2.0,1.0,2024.0,2024-11-05 16:04:39,2024-11-30 16:04:39
669,855.0,1.0,2.0,3.0,2025.0,2021-03-03 15:36:03,2021-05-26 15:36:03
3740,1381.0,2.0,1.0,1.0,2024.0,2024-01-06 03:31:14,2024-05-04 03:31:14
2268,1919.0,,2.0,4.0,2023.0,2022-10-14 17:37:39,2023-05-13 17:37:39
2015,1058.0,1.0,3.0,4.0,2023.0,2022-03-22 16:00:06,2022-07-31 16:00:06
19,1765.0,1.0,1.0,3.0,2023.0,2023-11-19 16:53:39,2024-05-29 16:53:39
1806,1429.0,1.0,2.0,2.0,2023.0,2022-04-30 19:50:18,2022-08-22 19:50:18
2791,1465.0,1.0,1.0,1.0,2023.0,2021-04-30 16:44:47,2022-01-07 16:44:47
469,7.0,,3.0,3.0,2021.0,2021-05-23 18:23:38,2021-09-11 18:23:38
3744,163.0,1.0,,2.0,2023.0,2023-08-30 23:12:29,2023-10-09 23:12:29
1070,203.0,3.0,2.0,3.0,2025.0,2025-05-21 07:05:09,2025-11-25 07:05:09
364,221.0,2.0,1.0,1.0,2023.0,2023-05-19 12:17:32,2023-11-05 12:17:32
4561,1632.0,,1.0,1.0,2026.0,2023-07-30 16:06:48,2024-03-05 16:06:48
2004,1137.0,1.0,,1.0,2024.0,2025-12-02 14:59:10,2026-04-11 14:59:10
1507,1837.0,3.0,1.0,3.0,2021.0,2023-07-18 01:12:13,2023-07-31 01:12:13
2618,1991.0,1.0,4.0,4.0,2024.0,2021-05-02 01:08:25,2021-11-11 01:08:25
4306,295.0,1.0,4.0,1.0,2023.0,2021-02-26 07:26:04,2021-04-24 07:26:04
2235,2020.0,1.0,1.0,5.0,2023.0,2023-07-13 17:44:24,2023-10-25 17:44:24
4280,1730.0,1.0,3.0,,2023.0,2025-06-23 02:35:20,2026-01-11 02:35:20
4620,1374.0,2.0,1.0,1.0,2025.0,2022-02-11 08:19:24,2022-04-27 08:19:24
279,953.0,3.0,4.0,3.0,2025.0,2024-10-06 08:40:49,2025-04-07 08:40:49
1168,222.0,1.0,4.0,2.0,2023.0,2023-03-21 18:12:56,2023-12-10 18:12:56
2820,1114.0,3.0,2.0,2.0,2024.0,2024-10-11 05:09:06,2025-06-27 05:09:06
2011,775.0,1.0,4.0,3.0,2023.0,2022-03-25 01:02:06,2022-09-27 01:02:06
4066,1924.0,1.0,3.0,1.0,2022.0,2024-12-17 14:06:19,2025-07-04 14:06:19
4933,514.0,3.0,3.0,3.0,2025.0,2022-09-27 03:07:26,2023-03-18 03:07:26
1798,1972.0,1.0,3.0,5.0,2026.0,2021-04-27 07:00:18,2021-09-11 07:00:18
2657,384.0,1.0,2.0,3.0,2022.0,2021-07-22 08:30:49,2022-04-10 08:30:49
638,1176.0,2.0,1.0,,2022.0,2023-07-24 14:13:19,2024-05-09 14:13:19
311,352.0,1.0,1.0,4.0,2025.0,2021-08-24 16:50:04,2021-12-24 16:50:04
3771,433.0,1.0,1.0,,2024.0,2025-08-17 22:37:12,2025-09-20 22:37:12
2932,116.0,1.0,4.0,3.0,2026.0,2021-03-27 01:24:03,2021-11-21 01:24:03
2300,1667.0,1.0,3.0,2.0,2024.0,2025-09-17 07:24:01,2026-02-02 07:24:01
3412,1298.0,1.0,2.0,5.0,2024.0,2021-01-16 04:56:05,2021-09-09 04:56:05
3645,860.0,2.0,,5.0,2026.0,2023-09-07 20:36:15,2024-06-14 20:36:15
3358,1215.0,1.0,4.0,5.0,2023.0,2024-10-22 02:39:47,2025-03-10 02:39:47
748,1471.0,,2.0,5.0,2024.0,2025-09-12 00:14:12,2025-10-05 00:14:12
1692,255.0,2.0,2.0,3.0,2024.0,2024-12-22 00:20:17,2025-10-10 00:20:17
1195,1234.0,2.0,1.0,4.0,2025.0,2022-03-24 11:03:57,2023-01-05 11:03:57
4761,1699.0,1.0,4.0,5.0,2024.0,2024-10-02 15:58:19,2025-06-07 15:58:19
2459,506.0,2.0,4.0,,2023.0,2025-02-07 05:29:15,2025-11-20 05:29:15
1335,1577.0,3.0,2.0,5.0,2024.0,2021-03-16 22:33:57,2021-08-01 22:33:57
4888,700.0,2.0,1.0,3.0,2024.0,2025-08-30 09:01:46,2026-04-29 09:01:46
2191,55.0,3.0,2.0,5.0,2023.0,2025-05-26 07:41:49,2025-09-13 07:41:49
3535,891.0,1.0,3.0,2.0,2025.0,2023-03-28 07:25:25,2023-06-05 07:25:25
420,1968.0,3.0,1.0,,2024.0,2024-09-08 05:56:34,2025-05-08 05:56:34
354,816.0,,1.0,1.0,2022.0,2021-05-19 21:01:21,2021-09-20 21:01:21
3874,1107.0,2.0,3.0,2.0,2023.0,2023-08-06 05:49:46,2024-04-04 05:49:46
3288,1402.0,1.0,1.0,3.0,2025.0,2025-02-06 05:52:03,2025-04-08 05:52:03
2067,1576.0,3.0,1.0,3.0,2023.0,2024-05-08 08:43:54,2024-06-11 08:43:54
3859,1378.0,1.0,3.0,5.0,2021.0,2021-04-11 21:48:01,2021-05-04 21:48:01
1952,545.0,2.0,2.0,,2022.0,2025-06-29 17:29:06,2025-08-01 17:29:06
1288,2043.0,1.0,1.0,5.0,2023.0,2024-04-30 06:07:01,2024-12-28 06:07:01
1705,1038.0,1.0,3.0,4.0,2022.0,2025-08-09 23:59:56,2025-11-03 23:59:56
4727,1050.0,,2.0,1.0,2023.0,2024-02-05 02:41:23,2024-05-06 02:41:23
1768,2047.0,2.0,4.0,1.0,2025.0,2022-06-09 23:15:24,2022-10-01 23:15:24
3165,176.0,2.0,2.0,5.0,2025.0,2024-10-25 15:31:23,2025-05-14 15:31:23
2599,466.0,1.0,1.0,2.0,2025.0,2022-10-03 11:06:39,2023-06-29 11:06:39
2516,907.0,1.0,2.0,3.0,2026.0,2022-05-05 13:49:05,2022-10-10 13:49:05
4127,68.0,1.0,3.0,1.0,2023.0,2025-04-28 23:21:13,2025-07-18 23:21:13
809,2032.0,,1.0,3.0,2023.0,2021-02-19 22:23:27,2021-08-07 22:23:27
3359,1488.0,3.0,3.0,5.0,2022.0,2022-05-26 16:57:06,2022-06-01 16:57:06
4526,1657.0,2.0,3.0,5.0,2024.0,2022-11-06 22:03:31,2023-03-05 22:03:31
1879,171.0,1.0,1.0,5.0,2025.0,2022-09-02 14:21:23,2023-04-17 14:21:23
4968,569.0,1.0,2.0,5.0,2022.0,2023-06-25 11:29:31,2024-04-11 11:29:31
3728,487.0,1.0,,1.0,2021.0,2022-07-17 00:16:33,2023-02-06 00:16:33
1209,1953.0,3.0,1.0,1.0,2025.0,2024-10-23 06:00:28,2025-08-10 06:00:28
4296,339.0,1.0,3.0,5.0,2023.0,2025-05-22 19:00:53,2025-09-26 19:00:53
4428,226.0,1.0,4.0,1.0,2022.0,2025-01-08 10:50:11,2025-09-27 10:50:11
4735,1718.0,1.0,2.0,5.0,2022.0,2025-04-05 08:09:10,2025-06-09 08:09:10
3958,9883.0,3.0,1.0,3.0,2024.0,2023-09-27 05:31:35,2023-10-08 05:31:35
901,1491.0,1.0,2.0,4.0,2022.0,2025-10-22 00:09:23,2026-06-06 00:09:23
2023,151.0,2.0,1.0,2.0,2023.0,2025-05-02 05:44:43,2025-07-12 05:44:43
2540,987.0,1.0,2.0,,2024.0,2024-03-04 17:38:07,2024-06-27 17:38:07
4741,965.0,1.0,3.0,3.0,2025.0,2022-10-07 05:02:12,2023-03-14 05:02:12
4037,1918.0,1.0,2.0,4.0,2021.0,2023-06-12 10:16:39,2023-10-24 10:16:39
3350,633.0,1.0,4.0,5.0,2022.0,2022-08-11 11:53:21,2023-01-03 11:53:21
2567,875.0,1.0,2.0,3.0,2025.0,2024-03-07 13:08:04,2024-05-27 13:08:04
2218,2021.0,1.0,1.0,2.0,2024.0,2022-05-01 02:54:06,2022-11-18 02:54:06
4397,386.0,2.0,1.0,3.0,2025.0,2024-10-05 19:35:53,2025-03-23 19:35:53
659,1388.0,1.0,4.0,1.0,2023.0,2024-07-13 10:15:05,2025-04-16 10:15:05
4511,1308.0,3.0,3.0,2.0,2026.0,2022-10-31 17:41:18,2023-01-24 17:41:18
4687,493.0,1.0,2.0,,2021.0,2021-02-01 01:16:51,2021-03-22 01:16:51
1615,612.0,2.0,2.0,4.0,2025.0,2021-09-05 16:25:12,2022-03-17 16:25:12
4842,1825.0,,1.0,1.0,2022.0,2021-12-15 18:44:05,2022-09-29 18:44:05
998,9071.0,1.0,1.0,4.0,2026.0,2024-01-29 15:49:10,2024-02-15 15:49:10
2732,372.0,1.0,1.0,2.0,2022.0,2021-12-25 08:28:45,2022-03-22 08:28:45
1607,296.0,1.0,4.0,3.0,2023.0,2021-03-14 01:02:03,2021-05-19 01:02:03
1211,1531.0,1.0,4.0,1.0,2022.0,2023-09-13 05:04:14,2023-12-13 05:04:14
2036,9114.0,1.0,2.0,4.0,2025.0,2021-12-15 05:16:38,2022-08-03 05:16:38
926,227.0,2.0,3.0,2.0,2023.0,2022-02-23 13:46:48,2022-05-20 13:46:48
1231,192.0,3.0,1.0,4.0,2023.0,2022-12-18 10:49:26,2023-03-02 10:49:26
2243,1514.0,1.0,4.0,5.0,2025.0,2024-03-11 17:23:52,2024-10-04 17:23:52
4215,1280.0,1.0,,2.0,2025.0,2023-08-03 12:33:56,2023-11-29 12:33:56
2961,1911.0,3.0,,5.0,2023.0,2022-06-14 14:29:24,2022-11-14 14:29:24
223,838.0,1.0,1.0,5.0,2023.0,2022-03-17 17:52:04,2022-08-21 17:52:04
3906,1593.0,1.0,4.0,5.0,2025.0,2022-07-21 23:30:38,2022-12-28 23:30:38
1401,867.0,,2.0,4.0,2023.0,2023-07-03 22:10:56,2023-10-31 22:10:56
2065,1234.0,2.0,1.0,5.0,2022.0,2021-10-24 04:38:56,2022-05-06 04:38:56
4430,1776.0,1.0,4.0,2.0,2023.0,2024-03-09 11:59:26,2024-07-03 11:59:26
1571,1536.0,2.0,4.0,5.0,2024.0,2021-09-04 00:42:15,2021-10-09 00:42:15
3558,347.0,1.0,1.0,4.0,2023.0,2025-09-20 23:04:49,2026-03-03 23:04:49
1929,472.0,1.0,3.0,4.0,2024.0,2023-09-20 17:42:15,2024-06-12 17:42:15
2260,,2.0,3.0,2.0,2022.0,2024-04-17 06:07:53,2024-10-27 06:07:53
930,976.0,1.0,1.0,4.0,2025.0,2025-03-15 20:19:09,2025-04-17 20:19:09
191,897.0,2.0,3.0,,2024.0,2021-09-13 02:52:12,2021-12-12 02:52:12
3432,9412.0,3.0,1.0,,2024.0,2021-03-04 23:54:08,2021-06-07 23:54:08
4186,750.0,2.0,3.0,1.0,2023.0,2023-03-26 17:03:47,2023-05-11 17:03:47
3844,743.0,1.0,2.0,4.0,2025.0,2024-06-05 21:50:05,2024-09-12 21:50:05
2518,1649.0,1.0,4.0,4.0,2025.0,2021-10-26 01:01:01,2022-02-22 01:01:01
2332,1970.0,,2.0,5.0,2023.0,2021-08-11 20:05:46,2021-08-31 20:05:46
3416,289.0,1.0,1.0,2.0,2024.0,2022-04-02 02:50:17,2022-08-09 02:50:17
4604,931.0,1.0,3.0,3.0,2025.0,2022-07-17 19:27:45,2023-02-02 19:27:45
1876,,1.0,3.0,5.0,2025.0,2025-01-09 01:57:49,2025-09-03 01:57:49
1355,1403.0,1.0,2.0,2.0,2024.0,2022-11-17 22:52:57,2023-06-27 22:52:57
2765,956.0,1.0,2.0,2.0,2025.0,2025-02-10 21:44:25,2025-03-24 21:44:25
2645,1757.0,1.0,1.0,2.0,2025.0,2025-02-01 13:54:17,2025-08-10 13:54:17
3758,364.0,2.0,1.0,5.0,2021.0,2025-03-04 13:04:51,2025-09-30 13:04:51
3209,9033.0,1.0,1.0,4.0,2022.0,2023-06-13 03:42:34,2024-03-22 03:42:34
701,780.0,2.0,3.0,3.0,2024.0,2025-04-19 00:42:08,2025-06-07 00:42:08
1241,1819.0,3.0,1.0,5.0,2025.0,2021-07-06 13:19:46,2022-04-30 13:19:46
2968,1611.0,1.0,1.0,2.0,2023.0,2025-05-09 22:32:49,2025-05-21 22:32:49
2124,1882.0,1.0,2.0,4.0,2024.0,2025-11-02 14:30:39,2026-01-15 14:30:39
54,,3.0,3.0,3.0,2026.0,2024-07-25 02:46:27,2025-04-29 02:46:27
1608,1249.0,1.0,4.0,1.0,2023.0,2022-06-11 04:00:17,2022-11-01 04:00:17
1364,30.0,2.0,4.0,2.0,2024.0,2025-12-13 13:44:29,2026-07-18 13:44:29
3150,9462.0,2.0,,1.0,2025.0,2021-10-26 06:36:53,2022-01-02 06:36:53
1035,107.0,,2.0,2.0,2022.0,2024-09-19 12:51:46,2024-12-18 12:51:46
3098,1022.0,2.0,1.0,4.0,2025.0,2025-02-13 03:58:45,2025-10-20 03:58:45
4414,1597.0,1.0,1.0,1.0,2025.0,2024-12-09 11:54:54,2025-09-29 11:54:54
2119,664.0,1.0,1.0,3.0,2023.0,2024-04-04 07:42:37,2024-08-17 07:42:37
1781,1463.0,2.0,,,2024.0,2022-12-04 13:23:50,2023-03-25 13:23:50
2019,1965.0,2.0,2.0,5.0,2022.0,2022-03-11 15:51:54,2022-07-17 15:51:54
858,1129.0,1.0,2.0,,2023.0,2025-03-21 19:28:37,2025-11-01 19:28:37
3680,301.0,1.0,1.0,,2025.0,2025-08-29 08:16:33,2025-09-15 08:16:33
1378,211.0,3.0,3.0,3.0,2024.0,2025-09-18 14:21:18,2026-05-09 14:21:18
835,,,3.0,5.0,2025.0,2022-09-01 10:05:58,2022-11-26 10:05:58
4903,1177.0,1.0,2.0,2.0,2022.0,2022-04-30 20:43:10,2022-12-17 20:43:10
3875,1746.0,1.0,2.0,1.0,2023.0,2022-09-12 00:27:23,2022-11-01 00:27:23
557,1363.0,2.0,3.0,4.0,2026.0,2022-05-25 22:30:36,2022-09-12 22:30:36
4061,513.0,3.0,,3.0,2024.0,2021-09-27 01:51:16,2022-03-06 01:51:16
1728,483.0,1.0,3.0,5.0,2024.0,2023-03-07 22:53:56,2024-01-01 22:53:56
1943,745.0,2.0,3.0,2.0,2023.0,2024-04-17 07:55:32,2024-04-26 07:55:32
4062,1568.0,2.0,4.0,,2022.0,2023-08-11 04:27:28,2024-04-19 04:27:28
1526,1347.0,2.0,1.0,5.0,2026.0,2023-03-03 17:57:08,2023-10-20 17:57:08
2753,1393.0,1.0,3.0,1.0,2024.0,2024-07-21 22:38:55,2024-08-10 22:38:55
3092,1496.0,3.0,2.0,1.0,2024.0,2024-05-25 00:22:57,2024-08-23 00:22:57
1519,1238.0,1.0,2.0,1.0,2023.0,2025-12-01 12:15:32,2026-05-19 12:15:32
3597,1082.0,2.0,4.0,3.0,2024.0,2023-10-16 14:44:59,2024-06-24 14:44:59
3848,,1.0,3.0,5.0,2022.0,2024-07-17 10:33:24,2025-01-01 10:33:24
1155,282.0,1.0,3.0,3.0,2024.0,2022-09-20 05:01:02,2023-06-28 05:01:02
2920,1492.0,2.0,1.0,2.0,2023.0,2025-10-28 12:38:54,2026-04-07 12:38:54
4492,915.0,3.0,2.0,5.0,2025.0,2022-01-28 11:56:54,2022-08-09 11:56:54
1875,1960.0,1.0,4.0,3.0,2024.0,2022-04-25 18:40:31,2022-11-21 18:40:31
2010,150.0,1.0,,5.0,2024.0,2021-11-11 04:34:41,2022-05-12 04:34:41
3363,195.0,1.0,3.0,5.0,2025.0,2022-01-18 10:18:20,2022-07-06 10:18:20
4292,1795.0,1.0,1.0,2.0,2021.0,2022-09-18 10:31:48,2022-11-27 10:31:48
1581,302.0,1.0,1.0,3.0,2025.0,2022-05-13 13:50:07,2022-08-16 13:50:07
1197,1892.0,2.0,3.0,1.0,2023.0,2024-08-25 04:05:58,2025-02-26 04:05:58
3948,898.0,1.0,2.0,2.0,2023.0,2021-09-27 17:55:08,2022-04-24 17:55:08
2658,1137.0,1.0,3.0,3.0,2026.0,2025-10-20 19:20:21,2026-07-23 19:20:21
550,1436.0,2.0,,5.0,2024.0,2021-08-21 06:53:06,2022-01-05 06:53:06
2672,,1.0,1.0,5.0,2024.0,2025-01-08 16:59:28,2025-05-23 16:59:28
3718,273.0,1.0,1.0,4.0,2024.0,2022-09-20 20:06:04,2023-06-15 20:06:04
3520,,,1.0,4.0,2025.0,2025-03-14 12:52:43,2025-12-15 12:52:43
1126,1662.0,3.0,4.0,2.0,2023.0,2021-04-01 12:08:29,2021-09-26 12:08:29
86,2046.0,1.0,3.0,3.0,2024.0,2024-01-03 20:55:28,2024-01-30 20:55:28
4699,1885.0,1.0,1.0,1.0,2024.0,2023-04-04 07:44:46,2023-08-26 07:44:46
625,2020.0,,3.0,5.0,2024.0,2021-08-01 20:58:05,2021-11-26 20:58:05
1496,628.0,1.0,1.0,2.0,2025.0,2025-01-09 11:28:15,2025-09-01 11:28:15
4400,194.0,1.0,1.0,5.0,2025.0,2022-01-05 00:44:31,2022-09-17 00:44:31
1098,852.0,1.0,4.0,,2023.0,2025-06-20 23:12:23,2025-12-21 23:12:23
21,498.0,1.0,,5.0,2022.0,2024-03-11 21:02:08,2024-05-22 21:02:08
4072,1798.0,3.0,3.0,,2022.0,2025-01-20 17:31:46,2025-01-24 17:31:46
39,1045.0,,1.0,5.0,2022.0,2022-08-13 23:12:02,2023-02-26 23:12:02
3272,,3.0,2.0,4.0,2022.0,2023-01-31 06:05:11,2023-09-26 06:05:11
1709,1524.0,3.0,1.0,,2026.0,2025-04-25 09:25:31,2025-12-18 09:25:31
1762,778.0,2.0,3.0,4.0,2024.0,2023-05-29 04:48:30,2024-02-13 04:48:30
3056,1687.0,2.0,4.0,5.0,2024.0,2022-01-15 08:54:49,2022-02-20 08:54:49
1573,,1.0,1.0,1.0,2023.0,2025-11-04 01:20:36,2026-05-30 01:20:36
4174,1784.0,1.0,1.0,3.0,2025.0,2023-05-07 13:50:28,2023-12-26 13:50:28
1629,1637.0,1.0,1.0,3.0,2024.0,2024-07-15 14:18:46,2024-12-18 14:18:46
2455,45.0,1.0,2.0,1.0,2025.0,2024-05-08 16:02:14,2024-12-29 16:02:14
4122,9009.0,1.0,3.0,4.0,2025.0,2025-10-09 15:27:23,2026-07-05 15:27:23
4549,1343.0,1.0,4.0,1.0,2025.0,2023-03-14 10:24:18,2023-03-14 10:24:18
2240,1382.0,1.0,4.0,1.0,2025.0,2022-04-01 01:14:07,2022-06-06 01:14:07
2542,518.0,1.0,2.0,4.0,2024.0,2021-11-25 09:18:44,2022-05-30 09:18:44
1780,1164.0,2.0,1.0,2.0,2023.0,2023-05-20 09:22:58,2023-07-20 09:22:58
4713,4.0,2.0,,2.0,2023.0,2024-08-01 12:08:57,2024-11-11 12:08:57
474,705.0,2.0,1.0,2.0,2025.0,2023-11-08 06:49:56,2023-11-14 06:49:56
1161,1268.0,2.0,3.0,1.0,2022.0,2021-08-11 17:46:31,2022-05-29 17:46:31
895,1631.0,2.0,1.0,1.0,2024.0,2025-10-11 20:41:31,2026-06-04 20:41:31
2133,698.0,1.0,1.0,,2024.0,2025-12-15 06:06:27,2026-02-04 06:06:27
1036,1260.0,1.0,4.0,2.0,2025.0,2022-06-07 15:11:52,2022-11-27 15:11:52
490,1289.0,2.0,4.0,1.0,2023.0,2022-10-12 17:50:00,2023-02-06 17:50:00
3580,393.0,3.0,3.0,5.0,2025.0,2023-04-22 11:20:00,2023-05-22 11:20:00
3118,1093.0,1.0,1.0,2.0,2023.0,2021-07-31 14:05:50,2021-11-13 14:05:50
44,573.0,3.0,4.0,3.0,2025.0,2022-05-01 04:29:09,2022-12-13 04:29:09
2633,132.0,2.0,2.0,2.0,2022.0,2021-07-01 14:47:28,2022-02-17 14:47:28
1087,1681.0,1.0,3.0,4.0,2025.0,2024-09-12 20:28:42,2025-03-28 20:28:42
918,114.0,2.0,1.0,2.0,2022.0,2024-03-13 01:01:50,2024-04-16 01:01:50
3914,180.0,1.0,4.0,2.0,2023.0,2025-07-24 01:34:42,2025-08-01 01:34:42
2860,1811.0,1.0,2.0,3.0,2026.0,2025-09-25 02:22:09,2026-03-05 02:22:09
1682,920.0,2.0,2.0,3.0,2025.0,2021-11-21 19:09:37,2022-07-17 19:09:37
2275,1209.0,1.0,3.0,3.0,2024.0,2025-03-12 14:09:36,2025-10-19 14:09:36
2479,49.0,,4.0,3.0,2026.0,2023-05-29 10:39:54,2023-08-27 10:39:54
3094,1273.0,1.0,3.0,1.0,2024.0,2021-03-11 21:40:38,2021-03-15 21:40:38
4029,594.0,3.0,4.0,1.0,2023.0,2025-02-12 22:28:49,2025-04-20 22:28:49
3420,251.0,2.0,3.0,2.0,2023.0,2022-02-20 19:07:04,2022-09-20 19:07:04
985,228.0,1.0,1.0,3.0,2022.0,2024-12-16 15:38:24,2025-01-26 15:38:24
993,9895.0,1.0,3.0,2.0,2025.0,2022-11-12 18:37:11,2023-06-19 18:37:11
2982,59.0,2.0,,2.0,2026.0,2022-09-13 12:36:51,2023-05-30 12:36:51
4984,,2.0,3.0,4.0,2025.0,2021-07-11 13:28:38,2022-01-14 13:28:38
4939,1328.0,1.0,4.0,,2022.0,2022-11-26 20:56:05,2023-09-15 20:56:05
2788,452.0,1.0,,1.0,2023.0,2022-05-24 13:52:50,2022-06-09 13:52:50
2756,717.0,1.0,1.0,4.0,2023.0,2021-03-27 12:24:46,2021-11-28 12:24:46
3082,1832.0,1.0,3.0,1.0,2022.0,2024-10-31 10:04:08,2024-11-29 10:04:08
3306,1981.0,1.0,1.0,5.0,2022.0,2024-07-17 06:17:21,2024-11-14 06:17:21
2341,1502.0,1.0,4.0,,2025.0,2024-05-01 18:28:34,2024-11-20 18:28:34
1004,1235.0,1.0,4.0,4.0,2024.0,2025-05-24 16:56:50,2025-06-27 16:56:50
2724,1718.0,2.0,2.0,2.0,2024.0,2022-01-27 10:52:32,2022-11-06 10:52:32
451,1578.0,2.0,3.0,5.0,2023.0,2022-10-17 22:40:01,2022-12-12 22:40:01
1901,511.0,1.0,2.0,5.0,2026.0,2021-12-08 12:10:30,2022-07-30 12:10:30
143,1587.0,2.0,2.0,4.0,2022.0,2025-12-08 00:37:11,2026-09-11 00:37:11
1183,1948.0,2.0,4.0,4.0,2025.0,2023-04-04 18:29:44,2023-06-04 18:29:44
813,1686.0,1.0,4.0,4.0,2025.0,2025-08-29 02:19:43,2025-10-04 02:19:43
4004,660.0,2.0,2.0,4.0,2025.0,2022-02-16 19:19:13,2022-07-26 19:19:13
1610,9902.0,2.0,,5.0,2022.0,2023-03-13 00:49:27,2023-11-27 00:49:27
2942,1990.0,1.0,1.0,3.0,2026.0,2025-03-05 12:38:51,2025-11-24 12:38:51
2489,1711.0,2.0,4.0,4.0,2024.0,2025-08-28 05:56:50,2026-03-05 05:56:50
3280,1587.0,1.0,2.0,19.0,2022.0,2022-01-19 02:18:01,2022-05-01 02:18:01
4300,1178.0,2.0,3.0,2.0,2022.0,2021-07-07 12:25:00,2021-11-28 12:25:00
1491,629.0,1.0,1.0,,2025.0,2024-09-07 16:04:56,2025-05-06 16:04:56
1789,1145.0,1.0,3.0,3.0,2022.0,2025-01-11 17:47:22,2025-06-04 17:47:22
4879,1213.0,3.0,3.0,,2024.0,2021-05-24 03:12:49,2021-12-29 03:12:49
3291,621.0,1.0,1.0,,2025.0,2023-08-15 23:31:27,2024-02-24 23:31:27
3485,1362.0,1.0,4.0,5.0,2022.0,2023-01-02 21:15:46,2023-06-28 21:15:46
2592,939.0,2.0,2.0,2.0,2024.0,2025-02-03 14:12:09,2025-04-13 14:12:09
2531,1909.0,1.0,1.0,,2025.0,2025-03-22 16:59:56,2025-12-28 16:59:56
4193,1142.0,1.0,3.0,2.0,2023.0,2021-10-08 18:22:14,2022-07-22 18:22:14
3078,1126.0,,2.0,2.0,2024.0,2025-06-02 23:22:33,2025-09-15 23:22:33
2952,568.0,1.0,1.0,3.0,2024.0,2023-12-19 16:03:15,2024-08-25 16:03:15
3241,960.0,1.0,2.0,3.0,2024.0,2021-07-13 14:17:08,2021-10-01 14:17:08
2142,1499.0,1.0,2.0,1.0,2021.0,2021-12-18 03:54:18,2022-07-11 03:54:18
1968,1989.0,1.0,1.0,,2023.0,2024-02-11 11:10:57,2024-10-30 11:10:57
349,1661.0,,1.0,4.0,2024.0,2025-03-26 15:59:52,2025-07-25 15:59:52
227,153.0,2.0,3.0,2.0,2023.0,2023-07-11 15:03:26,2023-11-05 15:03:26
2541,1175.0,1.0,1.0,2.0,2023.0,2022-04-19 19:13:13,2022-09-08 19:13:13
4348,925.0,1.0,1.0,5.0,2024.0,2025-10-07 10:13:49,2026-06-15 10:13:49
45,146.0,2.0,1.0,2.0,2022.0,2025-08-10 18:26:12,2025-11-17 18:26:12
448,1167.0,1.0,1.0,3.0,2025.0,2022-03-21 03:51:43,2022-07-15 03:51:43
1535,442.0,1.0,2.0,4.0,2026.0,2022-10-14 11:16:36,2023-05-13 11:16:36
4266,1492.0,2.0,1.0,5.0,2021.0,2023-11-03 03:04:04,2024-06-21 03:04:04
4916,138.0,3.0,2.0,5.0,2023.0,2025-03-30 05:55:05,2025-12-22 05:55:05
1336,348.0,1.0,1.0,3.0,2023.0,2023-05-21 03:44:18,2024-02-18 03:44:18
1284,9892.0,2.0,3.0,1.0,2024.0,2022-10-21 04:06:17,2022-11-19 04:06:17
2945,1874.0,1.0,1.0,2.0,2024.0,2025-08-06 21:56:04,2026-01-28 21:56:04
4227,747.0,1.0,2.0,5.0,2024.0,2021-09-10 17:18:26,2022-01-13 17:18:26
3190,700.0,2.0,,5.0,2026.0,2022-01-03 18:52:44,2022-09-28 18:52:44
821,1077.0,3.0,3.0,2.0,2025.0,2023-12-03 06:01:54,2024-01-20 06:01:54
2176,1828.0,3.0,2.0,2.0,2021.0,2022-04-07 09:59:53,2022-12-20 09:59:53
636,1010.0,,3.0,4.0,2024.0,2021-03-29 10:53:46,2021-05-12 10:53:46
1104,667.0,2.0,,2.0,2024.0,2023-08-28 22:18:53,2024-01-05 22:18:53
4399,9865.0,,1.0,2.0,2025.0,2022-06-07 10:15:04,2022-07-28 10:15:04
2532,1256.0,,4.0,2.0,2024.0,2022-09-21 13:33:23,2023-07-11 13:33:23
565,1115.0,1.0,1.0,4.0,2023.0,2025-12-10 20:15:12,2026-02-01 20:15:12
3400,1720.0,1.0,2.0,4.0,2024.0,2024-04-19 21:53:41,2024-10-01 21:53:41
2190,1474.0,1.0,2.0,3.0,2022.0,2021-08-12 10:38:54,2022-04-24 10:38:54
3391,1221.0,1.0,1.0,4.0,2021.0,2023-01-02 20:16:12,2023-09-01 20:16:12
2123,880.0,2.0,3.0,4.0,2023.0,2021-04-19 01:31:54,2021-10-10 01:31:54
3131,1991.0,1.0,4.0,3.0,2024.0,2022-06-14 13:25:42,2022-08-23 13:25:42
3279,1787.0,1.0,1.0,2.0,2025.0,2024-01-11 22:55:50,2024-07-05 22:55:50
1031,1337.0,,,4.0,2024.0,2024-03-07 01:38:21,2024-08-08 01:38:21
1510,997.0,1.0,,1.0,2024.0,2025-07-05 10:14:08,2025-09-08 10:14:08
4591,197.0,2.0,3.0,4.0,2026.0,2021-11-23 12:01:30,2022-06-13 12:01:30
3895,1760.0,1.0,3.0,1.0,2025.0,2023-11-11 16:48:05,2024-04-22 16:48:05
4870,40.0,1.0,,3.0,2023.0,2021-08-06 19:40:29,2022-04-14 19:40:29
859,33.0,,2.0,2.0,2023.0,2025-11-27 06:53:37,2026-04-12 06:53:37
