Id;CourseId;Title;Description;SortOrder;IsVisible;DueDate;TargetSquadronId;CreatedById;CreatedAt;UpdatedAt;ActivityType;AdditionalFileUrls;AiPromptUsed;AiSummary;ContentType;DifficultyLevel;FileUrl;GradingMode;Instructions;MaxGrade;PassingScore;QuizScope;SourceLectureIds;ThumbnailUrl;TotalMarks;Transcript;AllowLateSubmission;TranscriptGeneratedAt;SummaryGeneratedAt;TimeLimitMinutes;MaxAttempts;ShuffleQuestions;ShowCorrectAnswers;ShowExplanations;IsAiGenerated;EstimatedCompletionMinutes;SummaryStatus;AssignmentFileUrls
363;34;Web Development Basics;Description for Web Development Basics;16;1;;25.0;2;2024-08-16 03:22:44;2024-10-03 03:22:44;Lecture;;;;Video;;/uploads/lectures/34/43814859-e79f-4694-ae7e-157a19627092.pdf;;;;;;;;;Auto-generated transcript...;;;;;;;;;0;5.0;Pending;
92;9;Machine Learning Basics;Description for Machine Learning Basics;17;1;2023-09-19 05:58:52;;12;2023-09-04 05:58:52;2023-09-19 05:58:52;Lecture;;Summarize this lecture;AI summary for Machine Learning Basics;;;/uploads/lectures/9/1c1f7d4e-3b07-49ca-8c08-bf88e7ac798f.pdf;;;;;;;/uploads/thumbnails/db657ac3-0e0b-4b8d-b246-bbd8b97ea945.jpg;;;;2023-09-05 05:58:52;;;;;;;1;30.0;Failed;
1110;107;Database Normalization;Description for Database Normalization;35;1;;;10;2026-04-02 09:52:57;2026-05-20 09:52:57;Lecture;;;AI summary for Database Normalization;Pdf;;/uploads/lectures/107/21590d57-4680-44c6-a8d0-09db830b5e80.pdf;;;;;;;;;;;;;;;;;;0;10.0;Done;
2132;200;Linked Lists;;9;0;2025-04-24 05:45:14;35.0;6;2025-03-25 05:45:14;2025-05-17 05:45:14;Lecture;;Summarize this lecture;AI summary for Linked Lists;Video;;/uploads/lectures/200/6e14793c-e2ef-4023-a604-ef8dae328bd5.pdf;;;;;;;/uploads/thumbnails/0aba56b0-92b0-46a8-a991-ef63d5ee1d32.jpg;;;;;;;;;;;0;;Done;
960;92;Trees and Graphs;Description for Trees and Graphs;9;1;;4.0;14;2024-04-19 11:48:51;2024-06-17 11:48:51;Quiz;;Summarize this lecture;;;;;;Please complete the quiz carefully.;10.0;5.8;MultiLecture;;;10.0;Auto-generated transcript...;;2024-04-20 11:48:51;;45.0;1.0;1.0;1.0;0.0;0;60.0;;
2187;67;Encryption Methods;Description for Encryption Methods;1;0;;49.0;10;2022-11-28 04:52:35;2022-11-30 04:52:35;Lecture;;;;Video;;/uploads/lectures/67/be04ba83-74c2-423b-a41f-388f2bf76b09.pdf;;;;;;;/uploads/thumbnails/253ddbe1-7a12-45d1-aad6-f5cbbe11e7a1.jpg;;;;;;;;;;;0;60.0;Failed;
1168;112;Trees and Graphs;Description for Trees and Graphs;30;1;2023-10-05 20:48:23;;8;2023-09-19 20:48:23;2023-12-05 20:48:23;Lecture;;;;Pdf;;/uploads/lectures/112/1ef23511-d6df-4adc-8128-a4cf50de4ae3.pdf;;;;;;;;;;;;;;;;;;0;5.0;Done;
1343;128;Web Development Basics;Description for Web Development Basics;2;1;;73.0;11;2025-03-25 09:50:50;2025-05-29 09:50:50;Lecture;;;;Video;;/uploads/lectures/128/9a8d1c13-fdfb-418e-8588-77968acf9693.pdf;;;;;;;/uploads/thumbnails/2fd3cc44-955f-4321-8653-35d6b4367e08.jpg;;;;;;;;;;;1;;Failed;
2198;77;Network Protocols;Description for Network Protocols;23;1;2025-05-05 05:22:28;;11;2025-03-13 05:22:28;2025-04-24 05:22:28;Quiz;;Summarize this lecture;AI summary for Network Protocols;;Easy;;;Please complete the quiz carefully.;50.0;22.9;MultiLecture;;;50.0;Auto-generated transcript...;;;;30.0;;1.0;1.0;1.0;0;5.0;Failed;
1207;115;Network Protocols;Description for Network Protocols;15;0;2022-12-03 19:48:39;;9;2022-10-29 19:48:39;2023-01-19 19:48:39;Lecture;/uploads/extra/6b3ffff2-164f-4a15-896b-6a08f8d58c7f.pdf;;;Pdf;;/uploads/lectures/115/1869baca-245d-4218-98e5-670ce4010cff.pdf;;;;;;;;;;;2022-10-30 19:48:39;2022-10-31 19:48:39;;;;;;0;60.0;Pending;
528;49;Big Data Overview;Description for Big Data Overview;16;0;2024-07-18 23:09:27;37.0;11;2024-07-10 23:09:27;2024-08-27 23:09:27;Lecture;;;AI summary for Big Data Overview;Video;;/uploads/lectures/49/ef2ee5ee-f19d-4455-968a-d1f7839701cf.pdf;;;;;;;;;Auto-generated transcript...;;;;;;;;;1;30.0;Failed;
1296;121;Trees and Graphs;Description for Trees and Graphs;11;1;2025-11-07 11:59:22;;2;2025-09-30 11:59:22;2025-11-26 11:59:22;Lecture;;;;Pdf;;/uploads/lectures/121/5d0da96e-85ba-40d6-9b5a-383c28e7f53d.pdf;;;;;;;;;;;;2025-10-02 11:59:22;;;;;;0;60.0;Failed;
121;13;Python for Data Science;Description for Python for Data Science;7;1;;;1;2023-11-07 10:08:15;2023-12-17 10:08:15;Lecture;;;AI summary for Python for Data Science;;;/uploads/lectures/13/3ad1ca9f-e50e-4dda-b027-60b47f960fda.pdf;;;;;;;;;;;;;;;;;;0;10.0;;
78;7;OS Scheduling;Description for OS Scheduling;18;1;;54.0;13;2023-10-18 19:09:23;2024-01-05 19:09:23;Lecture;;;;;;/uploads/lectures/7/6ade59cb-2c96-4706-a8fb-ad3b8ea616db.pdf;;;;;;;;;;;;;;;;;;0;30.0;Failed;
743;73;OOP Concepts;Description for OOP Concepts;32;1;2023-11-26 21:04:04;46.0;5;2023-11-06 21:04:04;2023-12-08 21:04:04;Quiz;;Summarize this lecture;;;;;;Please complete the quiz carefully.;20.0;9.3;SingleLecture;[490, 490, 490];;20.0;;;;;30.0;1.0;0.0;0.0;1.0;1;45.0;Pending;
1033;99;Linked Lists;Description for Linked Lists;11;0;2025-09-17 05:18:08;27.0;7;2025-08-09 05:18:08;2025-10-18 05:18:08;Assignment;;;;;;;Auto;;10.0;5.7;;;;;;1.0;;2025-08-11 05:18:08;;;;;;1;60.0;;
524;49;Search Algorithms;Description for Search Algorithms;7;1;2024-02-25 07:08:33;46.0;2;2024-01-13 07:08:33;2024-02-19 07:08:33;Quiz;;;AI summary for Search Algorithms;;Hard;;;Please complete the quiz carefully.;10.0;5.5;SingleLecture;;;10.0;Auto-generated transcript...;;;;;1.0;1.0;1.0;1.0;0;;;
918;88;Concurrency;Description for Concurrency;13;1;2026-03-24 14:55:41;1.0;6;2026-02-03 14:55:41;2026-04-25 14:55:41;Lecture;;;;;;/uploads/lectures/88/a502ba5e-4671-49c6-8796-3f3dfcf923dc.pdf;;;;;;;;;;;;;;;;;;0;45.0;Failed;
1216;116;SQL Joins;Description for SQL Joins;16;1;;;8;2025-05-14 03:04:24;2025-06-12 03:04:24;Lecture;;;;Video;;/uploads/lectures/116/10b4611f-1f7f-4166-903c-d2bd367dd54e.pdf;;;;;;;;;;;;;;;;;;0;10.0;Pending;
639;63;Big Data Overview;Description for Big Data Overview;8;1;2023-11-09 21:58:56;;13;2023-09-21 21:58:56;2023-12-09 21:58:56;Assignment;;Summarize this lecture;;;;;Manual;;20.0;11.5;;;;;;0.0;;;;;;;;0;10.0;Failed;
171;19;OOP Concepts;Description for OOP Concepts;14;0;2023-01-09 06:17:39;;2;2022-11-14 06:17:39;2023-01-15 06:17:39;Lecture;;;;Pdf;;/uploads/lectures/19/09e41648-5e40-48db-a864-0accf68a4e13.pdf;;;;;;;;;;;2022-11-15 06:17:39;;;;;;;0;60.0;Failed;
234;24;Data Structures Overview;;16;1;2025-09-22 01:36:26;;10;2025-08-04 01:36:26;2025-10-09 01:36:26;Lecture;/uploads/extra/4bf992bd-12a1-4e05-8a7d-f3f0b0c0bcdb.pdf;Summarize this lecture;;Pdf;;/uploads/lectures/24/eebb026c-99c0-48a5-8685-651f6e9acca4.pdf;;;;;;;;;;;;;;;;;;0;15.0;Pending;
151;17;Ethics in AI;;16;0;2025-10-08 16:31:07;39.0;9;2025-09-27 16:31:07;2025-11-28 16:31:07;Quiz;;;AI summary for Ethics in AI;;Hard;;;Please complete the quiz carefully.;20.0;11.9;MultiLecture;;/uploads/thumbnails/c7b6eaa9-7776-46de-9c05-b4e680aeb169.jpg;20.0;;;2025-09-28 16:31:07;;90.0;;0.0;1.0;1.0;1;;Pending;
244;25;Design Patterns;;4;1;2023-10-04 03:04:48;;12;2023-09-16 03:04:48;2023-10-07 03:04:48;Assignment;;;;;;;Auto;Please complete the assignment carefully.;20.0;10.8;;;;;;0.0;;;;;;;;0;45.0;Done;/uploads/assignments/13c4aaf2-e545-464f-b37f-ef258346b57d.pdf
1680;157;Data Structures Overview;Description for Data Structures Overview;5;1;2023-02-10 12:20:42;;15;2023-01-27 12:20:42;2023-04-17 12:20:42;Lecture;;;AI summary for Data Structures Overview;Pdf;;/uploads/lectures/157/8bd47a2e-11a6-4ccc-bfd9-e15ce9ca1ba1.pdf;;;;;;;;;;;;;;;;;;0;60.0;;
1003;96;Computer Vision Intro;Description for Computer Vision Intro;4;1;2025-07-26 21:33:01;;14;2025-07-19 21:33:01;2025-10-13 21:33:01;Lecture;;;AI summary for Computer Vision Intro;Video;;/uploads/lectures/96/fb2a2b9d-7907-4602-acd8-c04c4f472455.pdf;;;;;;;/uploads/thumbnails/def86750-557e-4105-b5df-200d2bfb25cf.jpg;;;;;;;;;;;0;15.0;Failed;
1763;164;Memory Management;Description for Memory Management;8;1;2026-02-07 05:32:51;;4;2025-12-31 05:32:51;2026-01-12 05:32:51;Lecture;;;;;;/uploads/lectures/164/ba6b8c0b-e1a7-4e46-a071-f0efc7239c2c.pdf;;;;;;;;;;;;;;;;;;0;15.0;;
1385;130;Memory Management;Description for Memory Management;23;0;2023-06-28 00:00:32;;15;2023-05-23 00:00:32;2023-06-18 00:00:32;Assignment;/uploads/extra/14e10955-06f7-48ea-bc52-ead50fc91d1a.pdf;;;;;;Manual;Please complete the assignment carefully.;25.0;14.1;;;;;;0.0;;;;;;;;0;60.0;Pending;
1345;128;Data Structures Overview;;8;1;2025-07-04 09:32:52;1.0;1;2025-06-02 09:32:52;2025-07-22 09:32:52;Quiz;;;;;Hard;;;Please complete the quiz carefully.;25.0;11.3;MultiLecture;[311, 311, 311];/uploads/thumbnails/5f361df3-ffa8-454c-8b08-0ee3bc51432c.jpg;25.0;;;;;;3.0;1.0;0.0;1.0;0;45.0;Failed;
1467;140;Database Normalization;Description for Database Normalization;8;0;2023-05-16 09:46:41;42.0;4;2023-05-07 09:46:41;2023-05-16 09:46:41;Quiz;;Summarize this lecture;AI summary for Database Normalization;;Medium;;;Please complete the quiz carefully.;50.0;27.8;FullCourse;;;50.0;;;2023-05-08 09:46:41;;20.0;1.0;0.0;0.0;0.0;0;15.0;Failed;
865;84;Dynamic Programming;Description for Dynamic Programming;18;0;;;7;2024-07-07 08:58:47;2024-07-25 08:58:47;Lecture;/uploads/extra/e9fccbbd-99f0-4a6b-8f72-d3e4ff056f8c.pdf;;AI summary for Dynamic Programming;Pdf;;/uploads/lectures/84/2da96a05-2725-4a24-a1f0-314c21db2ea6.pdf;;;;;;;;;;;;;;;;;;0;30.0;;
1600;150;Concurrency;Description for Concurrency;7;1;2025-06-26 12:46:30;;5;2025-04-30 12:46:30;2025-05-19 12:46:30;Quiz;;;AI summary for Concurrency;;;;;Please complete the quiz carefully.;25.0;13.5;MultiLecture;;/uploads/thumbnails/16853b42-423a-4625-bc46-2833b1738123.jpg;25.0;;;;;15.0;1.0;1.0;0.0;1.0;0;15.0;Failed;
2077;193;;Description for Data Structures Overview;16;0;2025-11-17 03:10:05;31.0;15;2025-10-10 03:10:05;2025-11-04 03:10:05;Assignment;;;AI summary for Data Structures Overview;;;;Manual;Please complete the assignment carefully.;20.0;11.0;;;;;;;;;;;;;;1;10.0;Pending;
338;32;Design Patterns;Description for Design Patterns;20;1;2025-02-20 16:35:26;;9;2024-12-26 16:35:26;2025-03-14 16:35:26;Lecture;/uploads/extra/15c310e1-7c04-49d2-9a47-82d43105fa70.pdf;Summarize this lecture;;;;/uploads/lectures/32/2cc0317a-4b5f-4234-8993-d795e3687bd9.pdf;;;;;;;/uploads/thumbnails/a2845689-b323-4db7-a880-2a045409d6a5.jpg;;;;;;;;;;;1;15.0;Done;
614;60;Neural Networks;Description for Neural Networks;21;1;;;3;2022-02-03 05:21:54;2022-03-26 05:21:54;Lecture;;Summarize this lecture;AI summary for Neural Networks;;;/uploads/lectures/60/d18de351-40e4-4664-a422-0f599eb366b3.pdf;;;;;;;;;;;;;;;;;;0;60.0;;
2073;193;Web Development Basics;;12;1;2026-04-04 04:09:01;73.0;15;2026-02-23 04:09:01;;Lecture;;;;Pdf;;/uploads/lectures/193/1ba62fb0-33fc-489c-9ff9-8c0c254871af.pdf;;;;;;;;;;;;;;;;;;0;10.0;Failed;
203;22;Memory Management;Description for Memory Management;4;1;2024-07-23 13:27:18;;11;2024-07-12 13:27:18;2024-07-22 13:27:18;Assignment;/uploads/extra/586a24bc-ec34-4434-be07-c6a5499d2bef.pdf;Summarize this lecture;;;;;;;10.0;6.1;;;;;;0.0;;2024-07-14 13:27:18;;;;;;0;10.0;;/uploads/assignments/a30a9a0c-caf5-4caa-8c8d-46630237e33e.pdf
324;31;Data Structures Overview;;16;1;2023-05-11 17:06:45;;2;2023-04-26 17:06:45;2023-05-15 17:06:45;Assignment;;;AI summary for Data Structures Overview;;;;;Please complete the assignment carefully.;10.0;5.5;;;;;;1.0;;;;;;;;0;5.0;Done;
786;77;Python for Data Science;Description for Python for Data Science;19;0;;67.0;5;2025-08-26 12:36:06;;Lecture;;Summarize this lecture;AI summary for Python for Data Science;Pdf;;/uploads/lectures/77/84c5e64f-40c9-460e-b0b2-208cd027fa10.pdf;;;;;;;/uploads/thumbnails/b12b213e-aca1-4ffe-b2d2-c46cbc02f458.jpg;;;;;;;;;;;0;15.0;Failed;
980;93;Dynamic Programming;Description for Dynamic Programming;25;1;;;1;2024-06-06 00:41:19;2024-08-18 00:41:19;Lecture;;;;Pdf;;/uploads/lectures/93/ca28b18e-7d02-4654-85dc-26c165c9889d.pdf;;;;;;;;;;;;;;;;;;0;60.0;Failed;
779;77;Encryption Methods;;2;1;2025-09-20 11:55:44;;13;2025-08-02 11:55:44;;Assignment;;;;;;;Manual;Please complete the assignment carefully.;25.0;16.1;;;/uploads/thumbnails/12f549e4-e465-4726-9230-0a9eab446174.jpg;;;1.0;;;;;;;;0;10.0;Pending;
1502;143;Introduction to the Course;Description for Introduction to the Course;3;1;2025-07-02 05:13:51;;4;2025-05-07 05:13:51;2025-05-15 05:13:51;Lecture;/uploads/extra/f131f62f-fbb8-4754-9f75-f2cef23a3782.pdf;;;Pdf;;/uploads/lectures/143/6de84c1e-cf7c-44db-af8e-c9063d04e24d.pdf;;;;;;;/uploads/thumbnails/714ca8df-4850-4f30-b7d3-1d9498b69687.jpg;;Auto-generated transcript...;;;;;;;;;0;10.0;;
2170;151;Ethics in AI;Description for Ethics in AI;8;1;2024-08-06 04:06:52;8.0;8;2024-07-20 04:06:52;;Quiz;;Summarize this lecture;;;;;;Please complete the quiz carefully.;100.0;51.4;SingleLecture;[1491, 1491, 1491];;100.0;;;;2024-07-22 04:06:52;15.0;3.0;0.0;1.0;0.0;0;;;
231;24;Concurrency;;13;1;2025-07-20 01:11:45;;2;2025-07-05 01:11:45;2025-09-08 01:11:45;Assignment;;Summarize this lecture;AI summary for Concurrency;;;;Auto;;25.0;12.0;;;;;;0.0;;;;;;;;0;30.0;Pending;
1702;159;Indexing & Performance;Description for Indexing & Performance;23;0;2026-06-12 07:19:46;67.0;5;2026-04-18 07:19:46;2026-06-26 07:19:46;Assignment;;;;;;;;;20.0;12.6;;;;;;1.0;2026-04-19 07:19:46;;;;;;;1;20.0;;
1020;98;Dynamic Programming;Description for Dynamic Programming;4;1;2022-06-21 06:24:53;;14;2022-06-07 06:24:53;2022-09-02 06:24:53;Lecture;/uploads/extra/755af669-4750-45c2-afdc-e4365d1a2ccd.pdf;Summarize this lecture;AI summary for Dynamic Programming;Pdf;;/uploads/lectures/98/9d5c7ad6-ceb4-4956-a8ec-65dfb2705ed2.pdf;;;;;;;;;;;;;;;;;;1;;Pending;
1617;151;Cybersecurity Fundamentals;;24;1;2024-09-13 16:51:25;56.0;7;2024-08-29 16:51:25;2024-11-02 16:51:25;Quiz;;Summarize this lecture;AI summary for Cybersecurity Fundamentals;;Easy;;;Please complete the quiz carefully.;25.0;12.3;SingleLecture;[240];;25.0;;;;;60.0;;1.0;0.0;1.0;1;30.0;Done;
585;56;Concurrency;Description for Concurrency;6;1;2023-09-05 12:14:31;;10;2023-08-20 12:14:31;2023-10-09 12:14:31;Quiz;/uploads/extra/07dfdd4c-c187-442a-9e66-63d826478137.pdf;;;;;;;;20.0;9.3;;;/uploads/thumbnails/cedd5750-f1af-4a97-ba78-783063c1dd2a.jpg;20.0;;;;;45.0;1.0;0.0;0.0;1.0;0;20.0;Failed;
1071;104;SQL Joins;Description for SQL Joins;1;1;;;10;2022-08-03 09:47:13;;Assignment;;;;;;;Manual;Please complete the assignment carefully.;20.0;9.1;;;;;;0.0;;;;;;;;0;;Failed;
336;32;SQL Joins;Description for SQL Joins;17;1;2024-03-26 23:39:15;;6;2024-03-01 23:39:15;2024-05-23 23:39:15;Assignment;;;AI summary for SQL Joins;;;;Manual;Please complete the assignment carefully.;20.0;10.3;;;;;Auto-generated transcript...;1.0;;;;;;;;1;10.0;Done;
1888;176;Introduction to the Course;Description for Introduction to the Course;8;1;;55.0;12;2025-12-30 06:53:01;2026-01-20 06:53:01;Quiz;/uploads/extra/9ecb0011-c4fb-40eb-968f-6b2fd25d67af.pdf;;;;Hard;;;;25.0;14.9;SingleLecture;;;25.0;;;;;15.0;1.0;1.0;1.0;0.0;0;5.0;Pending;
1474;140;OOP Concepts;Description for OOP Concepts;23;0;2023-10-05 02:14:27;1.0;3;2023-09-03 02:14:27;2023-10-18 02:14:27;Lecture;;;;Pdf;;/uploads/lectures/140/ad597009-a07b-4819-8c54-2c2b2ea836cb.pdf;;;;;;;;;;;;;;;;;;0;45.0;Done;
2164;181;Network Protocols;;22;1;;;3;2024-08-09 01:04:49;2024-10-13 01:04:49;Quiz;;;AI summary for Network Protocols;;Hard;;;Please complete the quiz carefully.;50.0;29.5;FullCourse;;/uploads/thumbnails/a14a983a-0e7b-4c18-ad56-2c0e6bbafa27.jpg;50.0;;;2024-08-10 01:04:49;2024-08-11 01:04:49;15.0;2.0;0.0;1.0;0.0;0;;Done;
943;90;Big Data Overview;;15;1;;;3;2025-04-05 12:07:27;;Assignment;/uploads/extra/d6887226-1a99-4782-b3bf-9b3f9b952657.pdf;;;;;;Manual;;50.0;23.9;;;;;;0.0;2025-04-06 12:07:27;;;;;;;0;45.0;Done;
390;38;Computer Vision Intro;Description for Computer Vision Intro;3;1;2023-05-19 19:49:12;72.0;11;2023-05-12 19:49:12;2023-06-15 19:49:12;Quiz;;;;;Hard;;;;10.0;4.6;;;;10.0;;;;;45.0;3.0;1.0;1.0;1.0;0;5.0;;
1124;109;Data Structures Overview;Description for Data Structures Overview;8;0;2026-02-08 06:47:02;;12;2026-01-16 06:47:02;2026-02-15 06:47:02;Lecture;/uploads/extra/114ba93f-e801-4eec-b47a-e815709e9a8a.pdf;;AI summary for Data Structures Overview;Pdf;;/uploads/lectures/109/c1bb1de0-8da5-4463-821c-41f7853d42f0.pdf;;;;;;;;;;;;;;;;;;0;5.0;Done;
1459;139;SQL Joins;Description for SQL Joins;8;1;2026-01-31 00:05:34;;3;2026-01-06 00:05:34;2026-03-28 00:05:34;Lecture;;;AI summary for SQL Joins;Pdf;;/uploads/lectures/139/56f8debe-f297-40ee-afa5-48fb35ac8fff.pdf;;;;;;;/uploads/thumbnails/e314e66b-45e7-4ad6-8da0-d51a02e7f260.jpg;;Auto-generated transcript...;;;;;;;;;0;15.0;Pending;
1791;166;;;17;1;2024-01-22 21:01:29;;4;2023-12-22 21:01:29;2024-01-11 21:01:29;Assignment;;;;;;;Manual;Please complete the assignment carefully.;100.0;51.7;;;/uploads/thumbnails/827f5008-0706-414a-84e9-8a3c3b92e199.jpg;;;1.0;;2023-12-24 21:01:29;;;;;;1;;Pending;/uploads/assignments/45ba145a-1e65-4b6e-be31-4b9f36008a18.pdf
886;86;REST APIs;;5;0;2025-11-01 08:03:08;14.0;9;2025-09-29 08:03:08;2025-12-20 08:03:08;Quiz;;;AI summary for REST APIs;;Hard;;;Please complete the quiz carefully.;-5.0;5.3;MultiLecture;;;-5.0;;;;;60.0;;1.0;1.0;1.0;0;10.0;Done;
156;17;Python for Data Science;;26;1;2026-02-14 07:00:56;;8;2025-12-25 07:00:56;2026-03-05 07:00:56;Assignment;;Summarize this lecture;;;;;Auto;Please complete the assignment carefully.;100.0;47.6;;;;;Auto-generated transcript...;1.0;;;;;;;;1;5.0;Pending;
950;90;Concurrency;;29;1;2025-11-08 04:03:13;;5;2025-09-28 04:03:13;2025-10-03 04:03:13;Lecture;;;;;;/uploads/lectures/90/453ed904-2a6d-4991-8d71-529fd2b48f17.pdf;;;;;;;;;;;;2025-09-30 04:03:13;;;;;;0;60.0;Pending;
1434;137;Dynamic Programming;Description for Dynamic Programming;3;1;2025-03-30 21:15:00;66.0;15;2025-03-14 21:15:00;2025-04-01 21:15:00;Quiz;;;;;;;;;100.0;45.9;SingleLecture;[1368];;100.0;;;;;60.0;;0.0;0.0;1.0;0;60.0;Pending;
428;41;;Description for Data Structures Overview;14;1;2026-02-11 11:17:09;15.0;1;2025-12-29 11:17:09;;Lecture;;;;Pdf;;/uploads/lectures/41/174387ba-9c44-4a0a-a6e6-7384dda06ed3.pdf;;;;;;;/uploads/thumbnails/a9213b82-c574-4c82-a5a3-fa6cc982179e.jpg;;;;;;;;;;;0;10.0;Done;
1450;138;Computer Vision Intro;Description for Computer Vision Intro;21;0;;;11;2025-11-06 16:54:03;2026-01-11 16:54:03;Lecture;;;;Pdf;;/uploads/lectures/138/65bc7f5c-ebb8-419c-a417-3f69e013ae02.pdf;;;;;;;;;Auto-generated transcript...;;;;;;;;;1;30.0;Pending;
1299;121;Network Protocols;;19;1;2025-08-02 03:04:23;;7;2025-07-04 03:04:23;2025-08-20 03:04:23;Lecture;;;AI summary for Network Protocols;Pdf;;/uploads/lectures/121/649c2791-9eee-46fa-87a8-9eb72521cc6a.pdf;;;;;;;/uploads/thumbnails/21b6861c-9ccc-4277-909d-cfbe87ab3b66.jpg;;;;2025-07-05 03:04:23;;;;;;;0;30.0;;
1189;114;Sorting Algorithms;;8;1;;;7;2024-06-18 15:01:00;;Quiz;;;AI summary for Sorting Algorithms;;Easy;;;Please complete the quiz carefully.;25.0;13.0;;[975, 975, 975];;25.0;;;;;15.0;3.0;1.0;1.0;1.0;0;30.0;Failed;
1615;151;Dynamic Programming;Description for Dynamic Programming;22;1;2025-06-15 05:05:14;;5;2025-05-10 05:05:14;2025-07-29 05:05:14;Lecture;;;AI summary for Dynamic Programming;;;/uploads/lectures/151/8335ae99-8059-4362-b251-46a35a77e56a.pdf;;;;;;;/uploads/thumbnails/1f90e554-5626-4948-a43e-0dcd90f05be8.jpg;;;;;;;;;;;0;60.0;Failed;
799;79;SQL Joins;Description for SQL Joins;7;1;;7.0;5;2025-05-13 15:57:42;2025-06-17 15:57:42;Assignment;;;;;;;Manual;Please complete the assignment carefully.;10.0;6.3;;;;;;1.0;;;;;;;;0;20.0;;/uploads/assignments/d2cf379c-d3b5-4a56-a32e-087686c60612.pdf
948;90;Neural Networks;Description for Neural Networks;25;1;2025-07-12 11:41:41;;10;2025-06-24 11:41:41;2025-06-26 11:41:41;Quiz;;;;;;;;Please complete the quiz carefully.;25.0;16.2;MultiLecture;;;25.0;;;;;20.0;2.0;0.0;0.0;1.0;1;15.0;Done;
975;93;Database Normalization;Description for Database Normalization;17;0;2024-06-28 05:50:51;;10;2024-06-01 05:50:51;2024-07-04 05:50:51;Assignment;;;;;;;Auto;Please complete the assignment carefully.;100.0;45.8;;;;;;1.0;;;;;;;;0;5.0;;
1023;604;Big Data Overview;Description for Big Data Overview;11;1;2022-12-17 13:40:37;27.0;15;2022-11-18 13:40:37;2023-02-08 13:40:37;Assignment;;;;;;;Manual;;10.0;5.1;;;;;;;;;;;;;;0;45.0;Pending;
1026;98;OOP Concepts;;16;1;2023-01-23 15:44:41;;10;2022-12-04 15:44:41;2023-02-23 15:44:41;Lecture;;;AI summary for OOP Concepts;Pdf;;/uploads/lectures/98/bb5fe39a-7237-46f3-8a65-199ed9ac6cca.pdf;;;;;;;;;Auto-generated transcript...;;2022-12-05 15:44:41;;;;;;;0;5.0;Pending;
967;93;;Description for Neural Networks;1;1;2024-12-31 15:27:39;;5;2024-11-23 15:27:39;2025-02-21 15:27:39;Lecture;/uploads/extra/1e718d12-dd3f-4aa5-9ef0-bc7e7c982cc2.pdf;;;Pdf;;/uploads/lectures/93/b444b24d-896a-434b-8520-068c6798840f.pdf;;;;;;;;;;;2024-11-24 15:27:39;;;;;;;1;20.0;;
2158;103;Computer Vision Intro;Description for Computer Vision Intro;2;1;2023-04-15 22:56:47;;3;2023-03-02 22:56:47;2023-05-10 22:56:47;Quiz;;;;;Easy;;;Please complete the quiz carefully.;25.0;12.5;;;;25.0;;;2023-03-03 22:56:47;2023-03-04 22:56:47;20.0;1.0;1.0;1.0;1.0;1;10.0;Failed;
1418;133;REST APIs;Description for REST APIs;8;1;2025-01-31 15:40:50;67.0;13;2024-12-25 15:40:50;;Assignment;;;;;;;;;20.0;9.6;;;;;;;;;;;;;;0;45.0;Failed;
620;61;Sorting Algorithms;Description for Sorting Algorithms;10;1;2023-03-09 15:41:49;;9;2023-01-26 15:41:49;2023-04-24 15:41:49;Quiz;;;;;Medium;;;Please complete the quiz carefully.;100.0;63.4;;[104, 104];/uploads/thumbnails/2d5d5fa1-2167-47f8-86cf-8e3c9d28d2f5.jpg;100.0;;;;;90.0;3.0;0.0;0.0;1.0;0;15.0;Done;
2110;198;Cloud Architecture;;8;1;;71.0;5;2025-08-04 08:45:05;2025-09-21 08:45:05;Assignment;;Summarize this lecture;AI summary for Cloud Architecture;;;;Auto;Please complete the assignment carefully.;100.0;59.7;;;;;;0.0;;;;;;;;0;10.0;Failed;/uploads/assignments/6f624cc0-2fc1-42f9-b705-7a3b5086acea.pdf
43;4;Data Structures Overview;Description for Data Structures Overview;30;1;;;6;2024-02-24 09:20:48;2024-02-27 09:20:48;Quiz;;;AI summary for Data Structures Overview;;Easy;;;;100.0;58.5;SingleLecture;[17];/uploads/thumbnails/236f38cb-f6d4-474c-86e4-dcb06288171e.jpg;100.0;;;;;20.0;;1.0;0.0;1.0;0;60.0;Done;
1771;165;Data Structures Overview;Description for Data Structures Overview;7;1;2023-06-22 18:32:44;41.0;5;2023-05-08 18:32:44;;Lecture;;;AI summary for Data Structures Overview;;;/uploads/lectures/165/19bfd6b2-2c89-42e6-b6de-1be06b1553ed.pdf;;;;;;;;;;;;;;;;;;0;30.0;Pending;
1212;116;OS Scheduling;Description for OS Scheduling;7;0;;22.0;12;2026-01-11 17:06:51;2026-01-12 17:06:51;Lecture;;;;Pdf;;/uploads/lectures/116/5d96f2bf-a423-4def-ba7e-7d4427a3aca7.pdf;;;;;;;;;;;;;;;;;;0;15.0;Done;
1285;120;Database Normalization;;28;0;2024-08-28 22:08:02;56.0;10;2024-07-07 22:08:02;2024-09-06 22:08:02;Assignment;;;AI summary for Database Normalization;;;;Manual;Please complete the assignment carefully.;10.0;5.0;;;/uploads/thumbnails/afce1097-7c0d-4d7e-b49c-e40ff4fcc801.jpg;;;1.0;2024-07-08 22:08:02;;;;;;;0;10.0;Pending;
