Id;UserId;Title;Body;Type;IsRead;ReadAt;EmailSent;EmailSentAt;ReferenceActivityId;CreatedAt
8440;377.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;;1;2022-08-27 22:58:31;475.0;2022-08-27 22:33:31
673;1039.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;;;2022-07-07 14:06:15
13119;597.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;2022-11-09 18:29:19;;2022-11-09 18:08:19
4063;601.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2025-03-09 22:30:18;1;;1190.0;2025-03-06 23:30:18
763;428.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;2026-01-26 18:14:07;;2026-01-26 18:10:07
1902;1221.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2023-11-05 05:34:27;;2023-11-05 05:18:27
6970;2045.0;Notification: Reminder;You have a new reminder available.;Reminder;1;2023-01-16 07:35:04;1;;;2023-01-13 22:35:04
1596;480.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;1;2022-04-22 04:45:21;766.0;2022-04-22 04:33:21
7617;1735.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2022-05-26 16:09:55;0;2022-05-23 19:16:55;2017.0;2022-05-23 19:09:55
14005;1268.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;1;;;2024-11-18 05:12:03
11120;2054.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;;1;2023-09-13 03:08:05;2070.0;2023-09-13 03:07:05
11921;1579.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2025-06-18 09:15:40;1734.0;2025-06-18 08:58:40
9114;1578.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;0;;1659.0;2024-12-02 11:48:33
533;1223.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2025-08-27 22:24:50;585.0;2025-08-27 22:23:50
10674;21.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;2022-10-06 04:16:34;1;2022-10-03 11:42:34;;2022-10-03 11:16:34
1172;1974.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2023-10-23 20:52:13;;2023-10-23 20:24:13
8143;1959.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2026-01-07 11:21:05;1;2026-01-05 09:47:05;2070.0;2026-01-05 09:21:05
11911;90.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2023-06-28 14:23:46;1;2023-06-28 02:44:46;;2023-06-28 02:23:46
4278;153.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2022-08-04 21:56:03;1;;242.0;2022-08-02 23:56:03
12104;18.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;2022-10-19 19:12:47;;2022-10-19 19:06:47
3515;1938.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;;0;;608.0;2022-03-25 07:34:56
3862;460.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;0;;184.0;2025-04-05 01:22:45
1660;919.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2024-12-29 11:24:15;1;2024-12-29 02:46:15;;2024-12-29 02:24:15
4559;108.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2024-09-13 20:52:00;2059.0;2024-09-13 20:43:00
12250;1079.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;1;2022-09-02 13:36:13;787.0;2022-09-02 13:28:13
14034;1408.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;1;2026-02-14 20:32:06;649.0;2026-02-14 20:08:06
10708;807.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2023-04-07 09:49:30;1;2023-04-05 12:17:30;1318.0;2023-04-05 11:49:30
9122;1687.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;1;2023-03-24 10:06:15;;2023-03-24 09:50:15
1052;171.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;0;2022-11-06 19:03:33;802.0;2022-11-06 18:33:33
13898;1061.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2025-06-15 03:21:47;;2025-06-15 03:02:47
10702;811.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;1;2023-08-03 10:50:55;;2023-08-03 10:32:55
869;291.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2023-03-24 15:48:28;2167.0;2023-03-24 15:46:28
5923;475.0;Notification: CourseEnrollment;;CourseEnrollment;1;;1;2024-08-09 12:44:50;;2024-08-09 12:24:50
13224;558.0;Notification: SystemAlert;You have a new systemalert available.;SystemAlert;0;;1;;;2022-08-27 21:14:59
10750;1622.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;;;2025-01-17 07:01:48
12607;1050.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2022-02-02 00:30:09;1;2022-02-01 04:36:09;1812.0;2022-02-01 04:30:09
12559;2020.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2024-09-16 12:43:06;1464.0;2024-09-16 12:26:06
9192;376.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;0;;1;2022-12-06 07:05:16;1652.0;2022-12-06 06:49:16
11420;63.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2025-09-14 21:09:58;0;2025-09-12 17:13:58;1087.0;2025-09-12 17:09:58
11584;780.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2022-08-01 01:53:12;1;;881.0;2022-07-31 02:53:12
10537;768.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2022-01-05 09:23:40;1;2022-01-05 08:32:40;;2022-01-05 08:23:40
12931;1121.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;0;2022-06-26 12:57:27;148.0;2022-06-26 12:39:27
4887;1200.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;;2189.0;2023-01-12 08:48:07
6440;180.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;1;2024-08-02 06:27:41;1501.0;2024-08-02 06:07:41
1403;674.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2022-02-13 18:06:53;;2022-02-13 17:46:53
2148;1571.0;Notification: SystemAlert;You have a new systemalert available.;SystemAlert;1;;1;;2114.0;2024-04-02 07:32:29
5810;976.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2022-09-13 15:26:11;;2022-09-13 15:16:11
14243;716.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;2024-09-12 00:41:16;1;2024-09-09 16:04:16;1160.0;2024-09-09 15:41:16
13173;204.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;2025-10-03 09:11:11;1379.0;2025-10-03 09:09:11
6372;818.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;2022-07-07 11:29:58;1;2022-07-05 08:48:58;;2022-07-05 08:29:58
9581;881.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;0;2025-06-27 02:58:17;882.0;2025-06-27 02:49:17
9816;1978.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;;;2023-03-21 02:36:53
3104;604.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;1;2023-07-23 02:15:11;;2023-07-23 01:54:11
10204;1651.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;0;2024-04-21 10:10:24;564.0;2024-04-21 09:48:24
5172;1047.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;;910.0;2024-07-30 02:31:17
3373;1333.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2025-09-12 05:55:24;2020.0;2025-09-12 05:49:24
5398;362.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2022-01-31 22:59:35;;2022-01-31 22:45:35
757;1454.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2024-01-08 20:42:19;;2024-01-08 20:27:19
12214;244.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2025-10-07 19:12:26;0;2025-10-05 10:16:26;1875.0;2025-10-05 10:12:26
12614;719.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;0;2025-03-11 21:59:42;;2025-03-11 21:34:42
5179;723.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;;1;;1137.0;2024-11-23 20:38:15
3753;1031.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2025-02-17 10:57:24;;2025-02-17 10:39:24
3040;609.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2025-02-01 10:34:14;0;2025-01-30 20:53:14;2215.0;2025-01-30 20:34:14
1194;842.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;0;2024-02-15 01:55:08;1684.0;2024-02-15 01:51:08
3453;468.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2022-07-03 20:23:21;1799.0;2022-07-03 20:02:21
2776;1989.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;1;2025-11-12 14:46:37;1454.0;2025-11-12 14:23:37
9060;801.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2024-12-07 07:48:35;1;;297.0;2024-12-04 12:48:35
3313;337.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2023-05-13 18:42:37;1;;;2023-05-12 12:42:37
203;678.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;2024-01-24 01:11:32;245.0;2024-01-24 00:57:32
5708;1449.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2022-08-21 01:52:40;0;2022-08-20 18:22:40;1929.0;2022-08-20 17:52:40
10664;1820.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2025-11-10 05:55:27;1;2025-11-07 12:17:27;1604.0;2025-11-07 11:55:27
10235;885.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2023-06-19 14:53:08;1496.0;2023-06-19 14:35:08
4673;1852.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;2024-07-08 02:28:57;708.0;2024-07-08 02:16:57
14061;363.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;;;2023-05-16 16:49:26
12682;1416.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;0;;1;;988.0;2023-02-01 18:18:40
5602;864.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;0;2025-10-28 10:05:28;;2025-10-28 09:57:28
3266;1401.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2024-03-09 23:05:25;1;2024-03-07 09:31:25;;2024-03-07 09:05:25
13321;78.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2024-07-13 08:39:27;1;;1818.0;2024-07-12 14:39:27
1235;594.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2023-04-24 18:36:55;0;2023-04-22 01:58:55;1374.0;2023-04-22 01:36:55
4894;1200.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;0;2024-01-04 00:50:09;;2024-01-04 00:46:09
3853;38.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;2025-07-08 14:57:08;1306.0;2025-07-08 14:43:08
13523;161.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;;1;2022-02-07 08:09:27;882.0;2022-02-07 08:04:27
3440;1610.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;1;2022-06-04 03:38:01;663.0;2022-06-04 03:30:01
7532;138.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2024-04-11 02:59:26;1217.0;2024-04-11 02:41:26
1148;2031.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;0;2022-09-30 16:33:06;461.0;2022-09-30 16:19:06
12494;1606.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;0;2024-12-22 02:38:37;;2024-12-22 02:16:37
908;1548.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;0;2025-12-14 23:50:23;;2025-12-14 23:46:23
7634;917.0;Notification: QuizAvailable;;QuizAvailable;0;;1;2025-09-24 12:43:55;1236.0;2025-09-24 12:39:55
7592;73.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;2025-07-30 09:11:49;0;2025-07-29 12:20:49;1037.0;2025-07-29 12:11:49
12235;1285.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;0;;;2023-10-11 07:27:35
530;1821.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;2024-09-12 14:41:54;111.0;2024-09-12 14:15:54
10061;1063.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2022-02-25 08:22:06;1240.0;2022-02-25 08:21:06
12726;1780.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2025-03-21 10:27:01;1;2025-03-19 04:54:01;2136.0;2025-03-19 04:27:01
9251;46.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2025-10-11 05:09:20;1;2025-10-09 02:32:20;690.0;2025-10-09 02:09:20
2542;1515.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2025-11-15 02:13:05;1721.0;2025-11-15 02:05:05
3546;793.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2024-10-04 12:27:13;1;;;2024-10-01 15:27:13
8127;1240.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2023-08-19 10:30:50;0;2023-08-19 06:37:50;;2023-08-19 06:30:50
8074;1902.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2022-07-01 10:30:41;944.0;2022-07-01 10:22:41
11516;1529.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;0;;;2024-08-12 04:47:39
1982;65.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2025-03-08 19:03:52;1569.0;2025-03-08 18:38:52
11174;70.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2024-07-16 14:27:27;1;;;2024-07-14 03:27:27
11164;191.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;;1;2026-02-22 06:33:47;592.0;2026-02-22 06:25:47
1476;1299.0;Notification: NewLecture;;NewLecture;1;;0;;483.0;2022-03-09 01:27:33
4689;195.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;0;2025-08-01 08:13:39;1113.0;2025-08-01 08:07:39
3554;2028.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2023-12-10 19:29:29;1;2023-12-10 12:30:29;;2023-12-10 12:29:29
10706;807.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;1;2024-02-04 17:59:29;635.0;2024-02-04 17:57:29
2204;1065.0;Notification: SystemAlert;You have a new systemalert available.;SystemAlert;0;;1;;2053.0;2022-03-05 15:09:05
8301;385.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2022-06-01 00:51:15;0;2022-05-30 14:05:15;1775.0;2022-05-30 13:51:15
11304;792.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2022-07-10 19:51:56;1;;;2022-07-09 13:51:56
3065;1709.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2026-01-11 12:55:19;405.0;2026-01-11 12:27:19
2581;708.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;0;2024-11-07 22:03:41;;2024-11-07 21:37:41
543;1850.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2025-05-24 15:38:50;1;;;2025-05-22 16:38:50
261;232.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;0;;1398.0;2023-04-16 01:16:06
12045;481.0;Notification: AssignmentDue;;AssignmentDue;1;2025-09-17 20:25:10;1;2025-09-17 14:26:10;566.0;2025-09-17 14:25:10
7553;1010.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;;1;2022-01-13 16:31:36;;2022-01-13 16:30:36
11793;1020.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2023-07-21 23:51:23;;2023-07-21 23:24:23
13718;1560.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;1;2025-03-15 20:41:12;;2025-03-15 20:19:12
4831;1684.0;Notification: Reminder;You have a new reminder available.;Reminder;0;;0;2025-12-25 16:16:05;;2025-12-25 16:14:05
467;241.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2025-05-29 07:52:56;246.0;2025-05-29 07:51:56
11011;1828.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;1;2022-11-08 10:20:12;178.0;2022-11-08 09:56:12
12734;790.0;Notification: Reminder;You have a new reminder available.;Reminder;0;;1;2022-11-10 02:50:42;;2022-11-10 02:35:42
8030;602.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2024-05-12 00:39:04;1;;42.0;2024-05-10 17:39:04
4042;1510.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;2025-05-09 01:28:51;639.0;2025-05-09 01:04:51
13157;574.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2024-06-06 08:42:22;;2024-06-06 08:30:22
11498;902.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;1;2025-03-27 22:22:29;1672.0;2025-03-27 22:15:29
13758;12.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;1;2022-05-03 21:42:24;546.0;2022-05-03 21:12:24
432;1226.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;0;;1;2025-04-23 00:25:34;1072.0;2025-04-23 00:08:34
8512;284.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;2023-03-21 04:19:04;;2023-03-21 04:02:04
14245;645.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2023-10-17 14:27:53;1;;444.0;2023-10-15 04:27:53
4654;104.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2024-09-14 18:39:46;1;2024-09-13 22:52:46;;2024-09-13 22:39:46
5325;812.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2025-01-26 04:20:39;1;2025-01-26 01:37:39;294.0;2025-01-26 01:20:39
12869;201.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2024-07-27 02:02:59;427.0;2024-07-27 01:47:59
6009;150.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;;;2023-10-25 19:25:38
13465;1225.0;Notification: CourseEnrollment;;CourseEnrollment;1;;0;;68.0;2022-08-11 19:27:02
7205;43.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;0;2022-06-06 12:37:46;1587.0;2022-06-06 12:11:46
337;535.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;1;;1787.0;2025-12-15 02:56:05
6229;1481.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2024-04-28 14:38:25;0;2024-04-26 05:39:25;399.0;2024-04-26 05:38:25
6772;1910.0;Notification: Reminder;You have a new reminder available.;Reminder;0;;0;2024-07-24 12:23:45;958.0;2024-07-24 12:13:45
5526;1725.0;Notification: Reminder;You have a new reminder available.;Reminder;1;2022-12-16 15:25:47;1;2022-12-16 08:55:47;;2022-12-16 08:25:47
3803;540.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2023-04-28 09:47:40;;2023-04-28 09:36:40
1742;1678.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;1;2025-11-29 14:22:41;;2025-11-29 13:55:41
1847;776.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;;;2022-09-13 01:58:09
9159;554.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2025-02-09 21:50:05;0;2025-02-07 15:54:05;564.0;2025-02-07 15:50:05
6017;1144.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;1;2023-04-05 03:08:01;1220.0;2023-04-05 03:02:01
1121;1753.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2023-01-11 19:58:55;1;2023-01-10 17:03:55;2004.0;2023-01-10 16:58:55
5036;1591.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2022-05-13 06:45:55;1;2022-05-11 16:47:55;1494.0;2022-05-11 16:45:55
8585;1455.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2023-10-01 18:53:13;0;2023-09-28 21:18:13;1527.0;2023-09-28 20:53:13
5217;1521.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;0;2024-10-24 18:24:30;1994.0;2024-10-24 18:21:30
6171;1991.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;0;;1;2022-04-05 10:04:15;1588.0;2022-04-05 09:51:15
845;932.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2022-04-15 15:49:11;1;2022-04-15 08:19:11;951.0;2022-04-15 07:49:11
9394;890.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2024-11-05 02:19:20;0;2024-11-02 18:33:20;289.0;2024-11-02 18:19:20
33;1361.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;;0;2024-08-07 20:36:14;1060.0;2024-08-07 20:08:14
3849;38.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;0;2022-08-13 10:42:22;1241.0;2022-08-13 10:18:22
3574;1746.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;0;2025-02-12 04:05:41;1957.0;2025-02-12 03:37:41
13329;78.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2025-11-25 06:42:05;1;2025-11-23 01:08:05;542.0;2025-11-23 00:42:05
1932;1185.0;Notification: Reminder;You have a new reminder available.;Reminder;1;2023-12-19 00:19:36;1;;1435.0;2023-12-16 13:19:36
6021;1144.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2024-12-08 13:19:45;579.0;2024-12-08 13:08:45
10152;608.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;1;;;2023-09-23 20:59:39
4055;601.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2022-11-20 16:41:06;1;2022-11-18 17:03:06;1912.0;2022-11-18 16:41:06
5052;1303.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2022-08-01 20:31:29;;2022-08-01 20:10:29
12208;244.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;2023-01-05 12:38:32;1;2023-01-04 02:40:32;909.0;2023-01-04 02:38:32
2546;1515.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2026-03-04 01:53:47;915.0;2026-03-04 01:47:47
160;1485.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2023-10-30 21:47:27;;2023-10-30 21:23:27
11250;848.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2022-05-25 01:51:19;;2022-05-25 01:32:19
425;1226.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2024-11-16 03:47:04;1;2024-11-13 12:02:04;194.0;2024-11-13 11:47:04
6890;576.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;;1;2022-11-02 04:08:22;912.0;2022-11-02 03:46:22
13132;980.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2023-06-09 06:45:40;1;2023-06-06 07:03:40;;2023-06-06 06:45:40
3392;1373.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;;0;2026-01-24 04:07:19;;2026-01-24 04:01:19
2280;1060.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;2023-04-04 08:06:47;1;;;2023-04-02 18:06:47
8936;2010.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;0;;;2022-04-08 15:06:46
12782;163.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2025-12-03 04:14:12;0;2025-12-01 20:17:12;1570.0;2025-12-01 20:14:12
9126;168.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2026-03-04 17:11:50;1;;;2026-03-03 19:11:50
8870;858.0;Notification: Reminder;You have a new reminder available.;Reminder;1;;1;;1813.0;2022-12-16 07:57:30
14137;;;;SystemAlert;0;;0;;;2024-01-01 00:00:00
13622;197.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2024-02-25 23:54:55;1;2024-02-24 05:19:55;1758.0;2024-02-24 04:54:55
13918;1097.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2023-08-01 10:32:29;1964.0;2023-08-01 10:13:29
4066;601.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2023-04-27 21:14:00;1;;184.0;2023-04-25 12:14:00
7939;637.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2023-10-19 16:18:26;2151.0;2023-10-19 16:00:26
8914;1580.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;0;2024-06-11 03:39:18;2162.0;2024-06-11 03:14:18
7489;1320.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;;1511.0;2024-05-19 06:09:52
7308;1908.0;Notification: NewLecture;;NewLecture;1;;1;2022-08-18 05:51:46;1758.0;2022-08-18 05:34:46
2358;373.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;0;;133.0;2023-07-24 12:33:57
5591;1013.0;Notification: NewLecture;;NewLecture;1;;0;2024-11-18 09:30:49;193.0;2024-11-18 09:18:49
4291;865.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;1;2025-02-26 08:07:13;969.0;2025-02-26 07:42:13
5771;309.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;0;2023-02-24 11:07:14;2082.0;2023-02-24 10:42:14
127;1282.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;2025-07-03 01:14:48;1;2025-07-02 07:24:48;1059.0;2025-07-02 07:14:48
4184;837.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;1;2023-03-28 20:45:12;1564.0;2023-03-28 20:20:12
3718;1036.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;0;;1767.0;2022-09-09 22:37:32
468;241.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2023-06-22 18:39:44;1;2023-06-20 23:04:44;1519.0;2023-06-20 22:39:44
9673;733.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2022-08-14 15:00:50;0;2022-08-13 01:15:50;812.0;2022-08-13 01:00:50
2124;1931.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;0;;1;2025-04-12 17:27:37;693.0;2025-04-12 17:17:37
13138;980.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2024-03-28 05:23:43;1;2024-03-26 20:47:43;706.0;2024-03-26 20:23:43
