Id;CommentId;UserId;CreatedAt
1641;1482;413;2025-06-06 18:29:37
10494;1385;428;2023-09-08 16:56:16
6943;1302;453;2023-09-20 11:22:10
1291;3157;850;2022-11-26 07:18:06
2294;3663;207;2024-05-22 13:39:16
1810;3466;1060;2024-10-18 09:46:26
5639;235;1171;2024-07-04 07:47:13
1073;2159;465;2025-11-16 02:15:13
8517;786;790;2024-06-23 09:30:01
3774;995;1054;2023-04-04 12:55:29
2277;2604;601;2022-07-09 07:37:36
10244;3304;412;2025-09-10 15:27:54
9431;2132;946;2024-08-04 13:50:30
183;2685;1443;2024-09-15 21:13:36
9657;1025;1105;2025-09-15 08:13:57
6;4151;1645;2025-06-15 17:40:51
9489;183;155;2022-07-02 10:03:35
4376;2852;1557;2023-09-21 02:00:27
2382;3589;1480;2023-02-13 13:53:12
2336;2485;2007;2025-11-09 21:25:50
4563;1266;698;2022-10-26 09:02:51
1277;629;1717;2024-12-11 03:08:47
5828;3817;42;2022-09-05 23:05:12
5555;300;121;2024-03-10 16:38:59
10048;1242;690;2024-05-01 05:55:02
8797;2524;132;2022-10-24 12:10:25
7346;3146;1973;2025-02-04 06:00:01
7015;791;444;2022-08-31 16:59:14
10787;1909;318;2022-06-17 21:40:39
3471;595;850;2024-08-23 09:41:25
4558;1915;721;2023-01-01 04:38:11
6096;1578;685;2024-10-02 02:32:03
8710;2138;371;2023-08-15 09:47:49
1334;146;1867;2024-12-26 20:12:47
10266;1429;81;2023-10-12 08:16:19
199;2364;1999;2025-10-26 20:31:28
1640;1482;1473;2025-07-30 22:39:05
771;227;1694;2024-05-18 15:58:45
2556;3390;596;2025-06-12 13:42:52
1954;2118;1849;2024-09-27 23:53:43
6177;4257;927;2023-10-29 08:42:21
7285;724;1152;2023-07-15 06:38:18
8364;278;1404;2024-03-27 21:49:30
2340;4376;670;2025-09-26 19:16:38
10811;2648;638;2024-02-20 18:41:46
3582;3469;1099;2024-12-19 20:16:46
3873;3994;732;2022-08-08 18:12:52
578;3722;422;2025-09-04 06:52:22
3700;3431;710;2023-10-06 08:09:23
3252;505;1831;2022-06-09 11:21:38
4261;1750;235;2024-12-25 07:55:48
2975;1271;311;2025-03-09 10:10:01
9264;2098;512;2023-10-17 03:41:21
8171;3317;879;2025-10-25 01:17:13
282;3495;1593;2023-09-01 12:10:33
2216;1337;901;2026-02-08 06:45:36
10798;2843;1741;2025-07-05 23:37:49
8519;3520;930;2022-06-12 18:19:40
8131;163;897;2025-03-21 21:39:52
10511;1845;1718;2022-10-08 09:43:06
10847;1668;678;2025-09-11 08:18:32
9491;3253;648;2025-10-15 01:34:36
6941;1302;1688;2024-04-11 04:20:50
7963;709;1377;2024-02-12 05:58:56
8276;3937;650;2022-11-10 21:42:03
7912;94;1707;2024-01-26 09:24:37
9559;1743;1536;2023-09-04 21:45:40
3768;995;1868;2022-12-18 07:15:10
1611;805;599;2023-07-06 12:17:05
2638;2117;1469;2023-08-22 12:14:22
2948;1973;910;2022-12-15 07:44:23
2599;4166;99;2023-05-06 11:26:00
8290;729;584;2023-11-17 21:59:49
2247;3108;407;2023-05-04 13:46:45
6857;4233;1954;2023-02-10 10:47:09
3358;1563;1504;2022-08-25 06:00:43
3482;2418;665;2025-11-21 11:58:16
6040;3208;1677;2022-12-05 07:47:34
3536;1198;298;2023-08-09 14:49:28
1112;691;338;2024-03-18 18:19:04
9985;5;678;2022-09-21 21:31:39
5168;4218;269;2024-02-24 21:12:18
3877;678;775;2024-05-13 01:05:55
7603;1520;2051;2025-11-15 10:57:49
2763;877;981;2024-02-28 21:11:03
9779;4102;1652;2024-01-24 03:12:03
6422;3694;1378;2024-04-07 19:16:28
3450;436;1613;2022-08-09 20:30:42
7890;4361;1706;2025-07-25 23:57:12
613;1400;1256;2025-05-29 21:53:42
3494;471;1747;2023-03-30 10:28:25
5978;2362;1483;2023-06-23 21:12:27
7891;4361;1533;2025-12-01 06:39:56
7240;1619;1992;2022-12-24 11:36:33
2610;1917;651;2023-11-28 08:21:53
6820;3486;1614;2025-06-26 22:39:53
10853;4272;1195;2023-09-24 07:13:57
5069;4171;41;2022-11-11 08:43:39
4997;3783;781;2023-11-26 15:10:45
10693;4337;1933;2024-08-14 10:05:50
2048;2415;1114;2024-02-12 11:19:03
5667;1574;466;2026-01-10 11:13:16
789;3560;1947;2025-04-12 12:13:08
306;2102;826;2024-02-08 09:04:51
310;1592;1723;2022-12-06 23:33:17
701;4279;1565;2023-09-08 18:13:39
4966;247;1824;2023-12-26 06:07:09
683;605;1955;2024-07-14 07:21:25
7994;1646;1624;2024-09-28 02:20:03
7514;2348;1103;2023-10-25 09:12:57
8864;4319;1120;2023-03-19 00:22:48
3730;273;514;2023-03-20 19:11:20
8348;3341;1941;2022-11-14 16:31:33
4685;3768;795;2024-09-03 00:39:55
777;2767;970;2023-01-24 07:25:21
3955;223;327;2023-07-21 01:45:08
9571;2662;1514;2025-06-30 23:29:18
9029;2333;11;2025-01-27 16:43:32
8207;2938;1277;2026-02-22 14:45:30
2293;3081;1272;2025-11-07 22:28:36
4581;393;947;2023-04-30 19:50:05
2637;2117;422;2023-07-07 09:25:53
6948;1767;287;2025-12-24 10:04:31
1129;1810;1906;2022-06-14 08:00:27
10876;311;1180;2024-05-28 05:58:38
31;2565;856;2025-04-05 00:50:41
4900;3797;1223;2025-04-19 23:07:59
8388;343;1760;2023-10-17 07:06:52
5954;4125;1306;2024-04-28 19:30:54
9479;2401;1155;2025-06-18 23:00:18
10710;835;33;2023-03-27 04:08:45
2044;891;1814;2023-05-31 08:03:23
4587;393;1548;2023-11-20 08:25:53
3007;2222;32;2025-01-23 11:33:19
8102;2844;553;2023-04-18 09:20:14
8744;3876;64;2025-01-10 14:40:43
1493;3915;1081;2023-09-08 15:52:17
5523;3042;39;2022-06-18 18:57:39
10199;4334;93;2025-11-30 16:48:31
5222;2863;592;2023-06-16 17:32:13
3166;2996;1078;2024-05-18 11:31:39
7926;1786;2010;2022-09-04 05:45:16
9557;1743;1724;2025-03-13 02:28:49
8781;1599;623;2023-08-12 17:05:50
10357;2570;982;2022-06-07 04:31:48
3219;793;299;2024-12-02 13:29:36
6744;3091;486;2025-08-25 01:19:02
10473;1215;665;2025-05-13 02:59:22
946;3296;810;2024-01-13 11:34:47
9309;510;1232;2025-06-26 00:54:33
10610;3105;627;2024-09-27 16:27:51
6918;1998;122;2024-02-23 10:36:53
10260;482;492;2022-11-18 14:31:19
3914;562;1747;2023-01-27 03:20:02
4802;4041;1828;2025-06-14 05:17:44
9144;4029;1483;2026-01-10 00:52:04
2601;4166;116;2022-10-15 02:32:54
2564;508;484;2025-11-21 04:41:20
5627;903;1876;2024-05-05 03:38:24
1903;2511;296;2025-03-09 03:04:13
9598;2953;1998;2024-03-29 18:04:17
4844;688;540;2026-01-04 10:41:12
5734;3103;536;2024-05-04 04:45:24
1021;143;1405;2024-06-15 07:40:36
8484;745;17;2022-12-30 01:07:25
4431;3619;1423;2024-05-07 10:28:48
10342;2864;1776;2022-09-06 11:16:37
4776;2476;193;2023-11-02 19:56:20
2776;997;1213;2024-08-15 22:05:58
3230;3536;66;2023-04-29 16:07:18
7723;3227;495;2023-09-19 14:40:57
4195;229;1970;2025-02-12 19:21:13
6959;4221;1405;2022-12-10 23:26:38
6366;4298;257;2024-09-16 12:41:51
3866;646;1875;2024-07-03 20:43:17
5881;788;1867;2026-03-04 23:12:03
1859;1633;287;2025-12-27 12:17:20
2271;2604;548;2023-10-24 06:06:06
7124;2327;479;2025-04-09 23:08:17
196;2364;1178;2024-06-26 21:55:16
3147;2770;428;2026-01-25 13:04:38
6399;674;675;2023-01-30 20:57:11
2221;1054;1993;2023-11-05 01:25:06
7656;2200;862;2025-10-13 05:38:35
10363;4023;1080;2024-11-17 05:39:14
571;2895;1972;2023-12-02 17:12:49
1728;1443;1854;2024-10-13 19:29:58
9688;863;467;2024-11-12 12:44:48
3629;2880;811;2025-06-03 05:10:06
3326;2826;229;2023-10-25 10:45:49
1546;3849;2003;2025-04-10 11:18:26
5509;2810;1722;2023-09-07 22:51:04
4741;2847;823;2025-01-05 23:10:04
6873;1798;352;2025-07-19 18:55:19
6940;1302;1402;2025-06-18 18:16:08
10813;917;1401;2025-02-06 13:19:33
705;4279;295;2025-12-03 23:00:25
9348;896;916;2024-05-27 11:20:12
1850;1552;933;2023-08-07 03:42:57
10951;2488;30;2022-09-08 09:55:48
9669;3409;134;2023-06-10 22:52:45
8190;3097;821;2025-08-13 04:03:21
6027;262;1194;2025-05-07 07:23:16
5178;3230;227;2022-09-12 08:01:48
8652;2803;1415;2023-08-29 12:49:58
128;3976;960;2023-08-04 08:00:36
2677;2357;893;2023-07-25 11:15:57
4635;1151;458;2022-09-03 10:26:17
8270;4203;426;2025-12-16 03:05:02
7320;3213;1808;2025-02-21 09:05:47
8055;972;1363;2025-06-09 18:48:08
2555;3390;1630;2025-10-19 00:32:32
4799;4041;1733;2024-08-14 09:09:07
1074;2159;1938;2026-01-24 02:00:49
4328;4369;93;2022-07-31 17:10:24
1319;3984;827;2025-05-20 07:41:22
2672;2357;1200;2025-11-05 00:27:13
1953;2118;202;2025-04-22 20:43:12
4697;2082;1919;2025-11-23 21:55:27
1308;1764;2054;2024-09-02 16:51:34
5993;3705;1383;2025-01-15 11:35:28
5371;20;1910;2024-08-06 12:23:16
9438;1790;1506;2025-04-13 17:20:18
5758;2771;1629;2024-02-05 23:07:24
1724;201;1988;2025-06-14 20:47:30
2356;2701;369;2026-02-14 16:34:19
3496;1229;1144;2024-05-28 02:53:35
8294;729;1321;2025-09-03 16:39:04
2485;234;1333;2023-12-19 17:52:37
5950;4125;158;2022-07-28 13:17:04
745;3439;1676;2023-06-01 16:19:43
9936;1252;1028;2022-07-11 11:48:18
2554;3390;987;2024-12-03 00:32:18
2698;1879;431;2025-05-24 19:53:44
218;2008;2008;2025-03-15 14:43:27
7095;1799;713;2024-01-16 02:43:34
2774;997;1900;2024-05-15 03:34:07
8883;2824;116;2025-03-08 13:57:52
6891;2328;1087;2024-08-24 17:23:16
2877;2961;2053;2025-02-05 22:02:01
1344;2812;1814;2025-08-31 03:46:22
2262;3109;1115;2025-07-29 10:22:02
6478;3251;1504;2023-04-09 23:45:32
4136;153;1245;2025-01-10 19:02:08
6297;4173;846;2025-11-03 23:09:32
9398;2236;903;2023-09-01 20:20:42
6869;819;1346;2023-02-01 11:30:27
7201;164;1833;2024-08-08 14:00:08
4075;1832;343;2023-12-27 03:50:06
2867;3771;1045;2022-08-15 06:41:08
5010;828;4;2023-11-01 06:54:52
7689;2171;196;2024-04-05 06:01:46
10272;1664;545;2025-10-04 01:46:07
10404;1706;1383;2024-07-25 01:31:13
4676;132;2060;2025-01-01 06:16:05
8376;2290;1187;2024-02-20 13:44:33
4793;2066;1806;2024-08-07 20:44:09
1633;214;488;2025-08-12 20:05:14
4304;3452;1094;2023-03-30 00:02:34
5304;2397;1758;2023-08-08 02:13:01
6851;3056;535;2025-01-10 12:28:35
7692;2171;1426;2023-05-10 16:42:33
2457;701;819;2022-11-11 07:20:00
4224;2245;1234;2023-05-27 11:10:12
8721;3541;1784;2025-11-23 08:01:47
10576;2762;1063;2023-02-15 07:00:31
1643;1482;1637;2024-08-04 07:05:25
2316;1789;2010;2022-11-17 19:11:33
9771;875;1533;2024-12-03 01:50:28
6110;3354;1965;2023-02-20 12:28:12
741;1926;1260;2022-08-18 08:07:04
2042;891;1997;2022-12-05 07:09:40
8915;979;1415;2024-07-20 19:26:23
7595;1912;806;2022-11-15 01:42:06
7928;1786;1521;2023-02-11 14:55:49
10594;312;1491;2025-08-06 01:46:24
3403;3623;45;2026-02-09 10:30:23
7960;709;203;2024-07-16 20:28:50
1070;2159;509;2026-01-10 03:18:40
8703;1422;1189;2026-02-10 06:43:23
3308;4126;1511;2024-04-27 13:28:12
6656;1136;758;2023-08-06 20:34:22
5247;4204;1130;2023-07-15 22:47:15
4925;2210;1087;2023-10-09 21:33:37
1522;3102;1532;2023-05-31 14:08:00
7237;2431;1140;2025-05-07 07:35:41
8879;2088;177;2025-02-18 06:54:45
6343;4112;695;2023-06-05 14:03:47
8082;3283;1358;2022-10-12 22:03:46
8829;4277;148;2024-05-14 09:53:15
3974;4098;79;2025-08-31 02:25:15
4058;4065;1478;2024-08-03 01:34:33
883;2268;868;2024-01-08 17:24:46
8674;2456;19;2025-01-21 04:23:53
7461;7;274;2026-02-11 12:08:35
955;3296;840;2023-04-08 19:33:03
490;2846;1123;2024-03-06 12:34:41
2105;3167;1900;2023-03-25 02:53:37
1107;4099;1178;2024-07-09 01:31:25
5227;1472;2057;2022-11-14 07:22:34
4621;946;1861;2026-01-17 00:11:49
3397;3623;1362;2025-09-29 18:48:44
2385;3589;994;2022-08-28 11:35:47
10193;1566;942;2024-05-06 05:51:18
8306;3998;1451;2024-06-16 08:43:14
278;3495;1592;2023-05-26 03:41:07
1769;484;1859;2025-11-08 10:26:31
5851;2449;427;2023-12-08 05:23:28
6810;2914;1821;2025-10-20 01:59:11
4025;1684;806;2023-08-18 20:41:09
9482;4092;1209;2024-09-16 02:21:22
9292;1137;1050;2025-04-28 09:26:57
8532;3905;1039;2022-07-11 04:03:00
5539;1427;1025;2022-10-19 00:55:33
5413;533;1309;2025-05-28 12:30:59
3920;1112;2027;2023-10-06 00:56:08
5575;98;805;2023-07-03 00:26:54
9265;2098;935;2025-05-05 02:51:12
4121;476;1811;2024-01-09 09:14:47
2659;1531;2057;2025-02-01 01:10:29
1947;2631;1882;2023-12-18 16:51:15
4933;3970;1388;2022-09-03 19:59:44
7750;2301;1048;2023-04-15 09:04:40
348;3961;1420;2023-04-21 01:46:39
3135;2902;897;2022-10-07 10:48:46
7869;3404;1140;2024-11-23 19:37:34
3198;1959;260;2024-01-09 06:57:07
1312;1764;1298;2022-09-22 19:11:28
2707;2572;1534;2024-11-13 04:27:00
9984;5;644;2026-01-11 20:24:58
10406;1706;748;2024-11-12 17:57:54
9976;1319;1356;2025-01-13 08:23:58
8742;3876;265;2023-06-27 11:26:54
1414;666;1850;2022-08-13 10:39:57
744;3439;1531;2023-01-28 03:29:39
7187;1207;58;2022-08-17 01:39:41
1037;890;1647;2023-08-15 04:58:37
9360;1431;1278;2023-03-27 18:27:01
2058;3075;655;2024-02-15 23:19:45
5417;3691;1874;2023-04-25 21:00:56
4282;4193;1141;2023-04-28 17:14:37
7544;385;1632;2024-03-02 09:46:58
4852;435;1547;2024-04-05 18:04:07
9896;1882;1792;2025-09-18 11:41:48
6122;1461;716;2025-09-10 13:22:30
5337;29;968;2024-09-23 16:02:53
4573;1;1729;2024-05-12 11:44:27
6481;1570;1117;2025-04-16 13:51:27
5970;1735;1774;2023-03-31 09:25:32
7043;3981;508;2025-02-16 08:36:07
5504;2810;850;2024-09-23 20:46:10
7485;506;1557;2026-01-14 03:45:30
416;109;1502;2023-02-25 09:15:54
9381;672;1538;2023-11-02 10:37:52
9805;1572;1442;2025-09-08 22:40:51
6488;492;787;2024-10-21 13:15:47
10741;411;907;2022-06-24 04:45:47
1665;2478;2051;2025-11-07 12:21:04
5633;69;904;2022-11-29 02:19:25
10491;726;1520;2024-11-21 00:49:48
5530;2611;358;2026-02-06 13:36:24
9415;3794;886;2023-02-21 23:08:12
3138;2770;1037;2022-11-16 19:00:01
3907;2053;336;2024-11-20 01:28:41
9499;2717;1641;2024-07-05 20:36:05
2400;967;50;2025-10-09 17:46:49
5890;2962;68;2022-06-05 17:56:46
893;4177;912;2024-12-02 07:15:16
8557;336;1179;2023-10-20 00:49:15
3096;2055;1374;2024-01-24 19:21:39
8688;4374;1736;2023-07-07 12:44:26
2590;4107;1425;2025-01-07 07:19:10
4004;1250;689;2022-07-09 02:20:50
9333;2094;1488;2024-01-12 05:17:34
9206;2061;940;2024-09-19 13:18:21
2732;1377;1414;2025-08-25 03:44:03
10821;1736;991;2025-04-24 20:35:56
101;2414;1681;2023-04-29 15:18:50
4583;393;820;2025-12-06 20:25:45
9461;473;1872;2025-08-22 02:34:58
6294;4173;1076;2023-12-07 00:14:52
8511;3706;1489;2022-09-01 05:58:54
648;3472;852;2025-01-06 16:05:04
9449;4404;634;2022-12-09 13:02:32
6876;1798;110;2022-10-25 20:55:11
9459;473;1259;2023-01-18 13:31:56
10226;2561;1746;2025-11-28 14:09:21
6305;3708;1815;2025-07-15 00:06:38
9284;100;531;2024-08-27 22:26:53
5990;2195;2034;2026-01-05 14:07:51
5680;4067;896;2022-09-26 21:43:33
10799;2843;570;2024-11-01 21:24:16
2313;1789;644;2024-01-08 07:10:31
732;2384;813;2023-11-16 09:40:24
7127;2327;1509;2025-02-02 23:20:18
6215;3201;554;2025-06-10 15:08:06
8736;3876;1337;2024-11-02 02:07:49
6485;492;1;2025-05-02 09:47:27
5396;2354;427;2025-11-13 17:05:49
10867;4312;1351;2025-12-08 19:52:11
10684;2154;2000;2024-06-07 19:21:50
482;518;119;2023-12-20 13:57:22
3869;646;702;2025-02-23 09:24:10
1615;805;284;2025-10-20 04:32:57
10020;854;817;2022-06-16 09:29:27
4880;1808;1244;2023-11-03 18:26:23
4015;3859;1326;2024-06-19 23:39:58
3315;1938;1191;2024-10-28 20:18:33
9876;1189;1837;2023-11-03 19:13:55
1259;281;390;2022-07-20 16:08:30
1040;890;399;2023-06-26 10:15:49
2106;3167;1464;2023-05-17 04:38:12
7681;3924;1484;2025-05-01 18:46:39
2722;2115;246;2025-08-14 14:17:22
10154;260;506;2024-01-05 05:00:13
10458;4355;1483;2023-12-12 14:15:38
10595;312;1562;2023-04-02 14:55:30
9391;4260;925;2022-12-11 13:13:44
4831;406;1053;2022-09-05 17:10:54
10043;3542;1508;2024-12-13 09:15:12
10909;2960;1397;2025-11-24 14:02:16
3048;669;1354;2022-09-05 01:45:42
8541;4325;733;2022-11-20 08:06:21
4253;147;870;2023-05-26 07:03:34
485;518;1854;2024-11-03 06:58:37
9320;2264;1650;2024-07-12 18:25:17
5254;3278;999;2026-02-23 12:03:03
6856;771;1186;2022-06-15 03:56:31
3598;40;1493;2024-03-08 13:05:19
1549;3849;184;2022-12-24 14:28:39
8921;486;885;2023-11-07 07:19:23
3337;1855;937;2025-04-09 15:12:24
3259;3049;2031;2022-07-26 09:52:50
4689;1627;1116;2023-03-29 07:00:50
8520;3520;501;2024-08-27 20:23:56
5369;20;1926;2024-05-14 20:21:01
3915;1112;699;2024-08-29 10:54:41
5400;1350;905;2022-07-09 13:27:31
2169;2806;237;2025-12-01 13:54:21
1738;3363;1265;2022-09-23 01:23:35
5483;176;35;2024-04-08 13:53:33
4473;2598;902;2024-08-04 05:59:45
9664;1025;2036;2022-11-24 19:55:18
1788;2483;600;2022-12-10 07:14:17
6286;3681;1361;2022-07-07 06:24:37
1198;1598;1784;2023-07-16 09:08:25
1940;3316;1833;2023-04-06 10:08:54
5547;2769;343;2023-01-23 18:01:47
10126;504;1628;2024-01-19 04:03:50
7456;880;2031;2024-04-07 13:49:43
3236;4284;1852;2025-04-09 13:49:21
1168;1656;2039;2024-11-28 10:10:26
9636;4122;997;2023-10-22 21:02:41
1687;2696;554;2023-06-30 16:02:12
12;4132;997;2023-09-04 01:48:22
8687;4374;794;2023-05-01 20:59:12
786;630;1012;2023-10-11 12:56:35
1697;3038;248;2022-07-31 22:56:19
1507;2903;678;2022-12-28 13:23:26
8569;2167;876;2023-05-22 12:32:14
2786;1339;623;2024-07-09 09:44:15
719;3002;1921;2022-07-07 14:12:25
2326;1942;1701;2025-04-30 06:43:47
6436;347;2049;2022-11-26 05:38:47
1763;3221;329;2023-04-01 04:51:04
8959;4175;747;2022-11-10 22:09:14
7952;2215;872;2025-12-01 17:52:16
10008;373;1146;2023-02-25 03:41:45
6548;1307;1322;2022-07-11 18:56:53
206;1328;1249;2025-08-21 22:22:04
4469;3512;477;2025-07-20 19:50:48
6051;1948;1497;2022-07-27 23:16:26
2997;2815;157;2024-12-30 23:39:33
5144;3095;1217;2022-10-01 11:37:56
392;1171;1611;2025-03-16 16:54:54
5283;2612;1029;2023-01-11 20:07:44
52;3684;651;2024-10-18 17:35:40
10929;3098;307;2025-07-05 19:10:01
6711;3634;509;2023-09-08 10:42:01
9323;1098;432;2023-02-02 13:07:28
8392;2998;728;2022-06-10 11:57:29
5277;2298;1307;2025-02-22 21:13:32
9399;2236;65;2025-08-20 15:40:10
5005;376;2049;2025-11-02 10:48:45
9416;3794;1272;2025-07-11 19:34:25
6216;1831;1154;2024-07-31 00:33:17
3001;2815;739;2023-06-17 23:55:43
10456;4355;667;2025-01-27 09:49:54
2252;3108;1118;2025-01-07 22:14:21
10369;4268;724;2022-07-04 21:07:58
7781;1792;1854;2025-01-02 20:58:07
3447;813;1464;2022-08-09 02:01:22
179;706;1879;2024-06-30 20:24:22
8933;249;258;2025-11-24 12:10:02
4832;406;360;2024-08-11 19:19:48
4260;1750;855;2023-12-08 07:43:36
4662;1353;1323;2023-08-21 13:58:30
2597;4166;966;2025-09-19 09:20:47
10596;312;1054;2023-09-11 11:28:03
1446;186;1055;2024-08-16 06:30:13
6694;3194;1300;2022-07-29 17:10:23
2004;2342;1664;2023-06-12 12:01:11
6582;853;650;2024-12-20 11:26:22
5023;2920;1614;2022-06-01 23:43:20
7186;1207;1112;2022-08-15 11:34:46
10250;405;1904;2025-12-14 11:27:57
8291;729;218;2022-09-07 08:55:22
5586;3539;1144;2023-07-30 03:13:29
8633;1245;308;2025-01-31 18:50:44
5045;1741;1048;2024-01-27 16:51:48
354;228;1661;2025-07-11 13:42:46
1294;1000;1644;2025-06-09 12:55:14
9903;2791;1552;2023-04-12 22:36:03
3383;1516;1649;2022-07-17 07:23:34
9152;2518;1090;2023-03-31 04:22:37
3980;4098;1881;2022-12-12 21:46:41
4688;1627;90;2025-11-16 07:38:01
10738;4367;1950;2023-10-16 21:50:56
8284;148;1013;2023-04-12 16:27:05
2875;2961;1590;2025-07-14 16:04:04
6069;2371;1858;2023-01-19 20:13:16
4577;1;877;2023-08-16 17:12:12
10062;3264;1329;2023-05-30 18:40:27
4865;287;1993;2023-10-21 07:01:25
9856;3676;1894;2025-04-12 06:41:05
818;2312;1849;2023-03-27 14:31:01
5132;4178;134;2024-11-13 15:26:52
487;2846;1282;2025-01-14 01:21:53
7105;4036;1926;2023-06-13 06:39:22
7823;3493;962;2025-05-04 13:48:38
7433;1058;216;2025-06-20 11:31:45
9738;1609;255;2023-02-17 09:14:56
8193;3097;1420;2024-09-21 03:51:27
3946;4307;550;2023-11-11 13:57:43
10402;2819;1836;2025-03-21 04:59:02
8398;2998;553;2026-02-20 11:09:15
1271;3244;479;2023-08-20 11:49:42
6193;3366;620;2023-02-16 18:22:34
10479;254;23;2025-06-03 02:09:33
6945;1767;1465;2025-07-29 07:18:51
5358;2759;2054;2024-03-27 14:19:14
8624;608;1357;2025-12-28 11:42:05
10093;3173;305;2024-01-15 18:18:01
1651;3748;433;2023-07-21 16:35:04
992;2796;35;2024-08-24 08:58:49
1357;2616;1436;2023-08-26 22:41:23
2974;1271;897;2026-03-02 20:18:51
10096;3173;1780;2025-10-24 16:28:55
4087;2500;1987;2024-08-20 14:03:00
6264;1972;1056;2025-10-21 13:49:27
8361;4123;954;2022-06-13 15:46:00
1922;662;924;2023-07-17 10:15:29
7396;4415;1412;2024-12-09 15:41:06
4171;4332;1486;2023-08-05 22:18:30
6317;864;1180;2025-06-10 14:15:24
6536;1591;782;2024-10-22 02:30:19
10395;2819;1624;2026-01-11 18:48:11
7408;3054;1290;2022-09-01 05:14:33
4749;2501;816;2022-08-06 16:06:10
1610;805;1708;2023-11-29 16:30:54
9148;4029;1346;2023-01-17 05:33:59
2596;3585;781;2025-02-13 09:19:58
4715;4417;1579;2024-04-12 01:09:54
5054;2997;1244;2023-10-13 21:37:07
3325;2826;1009;2025-05-02 04:55:21
5273;117;1634;2022-06-07 18:43:10
6219;1831;1839;2025-12-17 12:58:49
2285;4236;53;2022-07-04 21:57:04
2741;1987;782;2024-08-24 21:01:46
8559;1953;1637;2025-03-25 20:31:30
7511;2348;840;2023-05-29 19:51:04
8542;4325;599;2023-12-18 09:56:40
181;706;1073;2024-01-08 20:16:48
6827;3486;889;2024-01-26 02:38:07
2298;3663;1156;2024-05-04 21:27:32
3804;2034;1393;2023-03-28 11:41:15
315;3709;1074;2022-06-09 23:38:35
5198;116;1364;2023-09-19 01:08:48
9685;2758;1317;2025-06-02 09:29:23
1474;4075;1981;2024-06-28 15:55:08
3858;2608;452;2024-07-08 13:15:44
1292;3157;1740;2025-03-15 15:35:49
2589;4107;70;2022-12-25 20:06:02
10528;3908;1683;2022-11-14 06:52:01
6759;3898;1081;2022-09-17 14:16:32
988;2796;1400;2025-04-03 13:13:55
9955;1394;1862;2024-12-11 16:58:09
518;495;454;2023-02-10 13:06:50
6771;707;593;2025-02-21 08:12:04
2130;129;1944;2022-06-04 21:44:16
9714;3407;641;2022-10-27 15:52:11
2379;3589;14;2022-10-04 13:15:38
6631;1718;848;2026-03-03 22:53:14
1338;3627;799;2025-10-03 14:41:24
5129;4178;1091;2024-08-17 05:35:27
9146;4029;358;2023-05-19 22:56:45
6530;2929;1474;2022-08-19 09:35:34
2743;1987;1035;2023-08-12 11:05:42
9050;3720;998;2024-10-16 09:51:30
3857;3739;1333;2024-05-21 05:53:34
10232;1178;1750;2024-11-28 03:51:25
962;2892;1177;2025-12-01 19:53:19
7643;425;1862;2024-11-22 12:44:22
10352;3813;157;2025-10-27 19:09:23
5871;2000;212;2024-01-22 02:38:58
7600;1520;1170;2022-09-27 09:23:37
5502;1760;135;2022-07-21 04:26:50
8452;3990;1634;2025-08-04 05:40:30
1215;881;2033;2022-08-03 15:18:17
4702;3888;427;2024-10-12 05:39:05
10057;913;38;2025-04-21 15:12:24
9437;1790;1998;2025-09-07 08:21:53
867;4282;2051;2024-12-10 06:54:01
4425;36;1725;2022-10-08 02:01:52
8036;3581;1750;2023-04-29 04:51:58
5837;243;178;2023-09-11 04:20:55
7077;2137;576;2023-07-22 20:39:31
10535;3016;744;2024-03-24 18:53:26
9968;2848;1750;2024-08-25 16:31:39
4072;1726;1160;2024-12-27 20:37:59
7847;2944;529;2025-09-04 12:14:35
4729;1091;1014;2022-12-11 07:35:59
4401;1478;1497;2024-01-18 20:30:37
10899;884;853;2025-08-22 20:31:31
10108;1530;1851;2024-07-14 10:48:40
3651;2003;1112;2024-04-24 14:11:28
5864;2000;2029;2022-07-08 22:10:09
6878;204;803;2026-02-06 19:31:36
9551;3672;75;2023-05-18 08:00:42
8676;2456;1235;2023-08-21 21:39:49
5701;2936;192;2026-02-16 09:09:26
266;2990;228;2022-10-11 08:50:51
9584;1711;409;2023-01-23 08:32:28
6791;1869;492;2025-08-29 14:19:59
8332;2153;346;2023-08-04 05:19:56
6152;1607;1754;2026-01-28 01:05:08
153;3766;1569;2023-11-18 07:53:47
774;2840;1836;2025-02-22 19:05:33
10662;1462;1876;2024-10-17 10:04:19
8410;694;342;2023-12-03 14:28:14
1748;1632;31;2026-01-02 06:41:36
6442;892;964;2022-08-17 15:58:55
4110;302;1065;2025-05-25 15:25:36
3874;3994;1179;2023-07-13 14:10:04
6497;1733;882;2024-11-08 14:43:26
5345;78;532;2022-08-27 16:22:23
5065;4171;872;2025-04-26 07:55:37
860;4044;898;2024-12-22 17:57:23
6275;4281;1335;2024-11-25 06:38:08
10863;1614;1095;2025-02-16 07:04:10
1015;723;399;2023-10-09 00:14:52
1122;1061;1620;2025-07-13 10:06:25
3984;58;877;2025-04-03 07:04:12
6595;2181;593;2022-10-31 22:50:33
3626;2880;694;2023-08-25 12:52:19
9155;2518;1637;2025-12-24 23:37:43
4632;3647;494;2025-12-04 05:04:05
5055;2997;1237;2025-01-02 07:47:27
9021;1521;804;2025-08-14 10:59:54
