Id;ActivityId;StudentId;Status;ProgressPercent;FirstAccessedAt;LastAccessedAt;TotalTimeSpentSeconds;CompletedAt
23814;1185;4323.0;InProgress;999;2025-05-18 06:50:19;2025-09-10 06:50:19;1508.0;
18277;1212;1958.0;InProgress;77;2023-08-09 10:01:59;2023-10-22 10:01:59;160.0;
8546;1647;2234.0;NotStarted;0;;;;
12544;1913;1926.0;Completed;100;2024-06-14 17:09:12;2024-07-10 17:09:12;354.0;2024-07-10 17:09:12
403;1892;3326.0;Completed;100;2023-02-04 07:17:55;2023-03-26 07:17:55;;2023-03-26 07:17:55
9716;1432;3129.0;Completed;100;2023-05-05 20:41:28;;3140.0;2023-05-26 20:41:28
1709;1302;1672.0;InProgress;77;2025-08-07 19:23:10;2025-09-06 19:23:10;677.0;
11757;1597;1459.0;Completed;100;2022-12-10 19:45:13;2023-03-23 19:45:13;6416.0;2023-03-23 19:45:13
25121;452;;InProgress;48;2024-07-27 12:11:47;2024-09-27 12:11:47;267.0;
14616;1596;2348.0;InProgress;7;2024-07-28 04:05:17;2024-10-30 04:05:17;1141.0;
10011;71;1391.0;Completed;100;2023-03-10 05:43:32;2023-05-08 05:43:32;4513.0;2023-05-08 05:43:32
7950;2194;1430.0;InProgress;10;2022-07-12 21:42:11;2022-10-13 21:42:11;2101.0;
2926;1388;4582.0;Completed;100;2024-08-18 04:26:35;2024-11-26 04:26:35;6021.0;2024-11-26 04:26:35
2073;928;3142.0;InProgress;78;2025-10-22 18:21:40;2025-12-10 18:21:40;2254.0;
24904;1047;3815.0;InProgress;53;2022-10-11 10:00:31;2022-12-15 10:00:31;3087.0;
614;968;2432.0;Completed;97;2024-04-21 06:30:56;2024-07-17 06:30:56;5103.0;2024-07-17 06:30:56
17344;1434;4105.0;Completed;100;2025-03-18 07:58:01;2025-05-02 07:58:01;;2025-05-02 07:58:01
14275;1388;277.0;Completed;100;2025-01-07 17:32:16;;2456.0;2025-02-03 17:32:16
1639;378;;InProgress;63;2023-02-16 07:04:32;2023-03-12 07:04:32;2633.0;
26449;215;3498.0;Completed;100;2025-06-05 12:41:35;2025-09-16 12:41:35;1219.0;2025-09-16 12:41:35
15345;1361;2705.0;Completed;100;2022-09-13 21:08:39;2023-01-06 21:08:39;958.0;2023-01-06 21:08:39
4666;1788;1571.0;Completed;100;2025-07-12 15:38:45;2025-09-27 15:38:45;;2025-09-27 15:38:45
5063;654;4414.0;InProgress;52;2024-01-11 05:18:11;2024-05-07 05:18:11;2053.0;
21119;1984;1824.0;NotStarted;0;;;;
16973;637;4606.0;Completed;100;2024-03-13 05:03:53;2024-05-06 05:03:53;1048.0;2024-05-06 05:03:53
16693;108;2401.0;Completed;100;2026-01-12 20:14:35;2026-03-16 20:14:35;;2026-03-16 20:14:35
7319;1343;569.0;InProgress;67;2024-07-15 06:14:46;2024-09-28 06:14:46;1929.0;
3781;210;3712.0;Completed;100;2023-04-12 00:18:14;2023-07-13 00:18:14;706.0;2023-07-13 00:18:14
18195;9;1196.0;Completed;100;2024-05-24 00:39:08;2024-09-04 00:39:08;720.0;2024-09-04 00:39:08
8158;1822;4782.0;NotStarted;0;;;;
25849;506;4034.0;InProgress;73;2024-05-09 21:20:04;2024-06-30 21:20:04;260.0;
26029;1053;;InProgress;95;2022-11-09 06:45:06;2022-11-19 06:45:06;2985.0;
13292;1303;1673.0;Completed;100;2025-11-23 20:47:02;2026-02-06 20:47:02;5043.0;2026-02-06 20:47:02
16822;2061;71.0;NotStarted;0;;;;
21738;505;1239.0;Completed;150;2024-01-16 21:26:38;2024-03-21 21:26:38;786.0;2024-03-21 21:26:38
19422;1046;4811.0;Completed;100;2022-08-02 01:46:12;;;2022-08-25 01:46:12
19632;1096;1859.0;Completed;100;2024-07-06 21:10:46;2024-10-17 21:10:46;2520.0;2024-10-17 21:10:46
8611;379;106.0;NotStarted;0;;;;
5524;105;2990.0;Completed;100;2022-06-24 20:18:10;2022-07-09 20:18:10;4594.0;2022-07-09 20:18:10
4087;2083;2808.0;Completed;100;2025-07-04 19:41:37;2025-10-30 19:41:37;5767.0;2025-10-30 19:41:37
11540;147;1161.0;InProgress;66;2023-05-24 06:23:03;2023-08-04 06:23:03;3072.0;
11770;36;1005.0;InProgress;92;2023-07-27 10:18:35;;232.0;
21538;9373;2980.0;Completed;100;2023-06-07 04:50:40;2023-09-16 04:50:40;1742.0;2023-09-16 04:50:40
12733;2184;2799.0;Completed;100;2022-10-15 11:02:22;2023-01-16 11:02:22;872.0;2023-01-16 11:02:22
8917;1259;2237.0;InProgress;81;2023-06-22 07:57:15;2023-09-17 07:57:15;418.0;
27154;349;266.0;Completed;100;2024-04-09 21:45:21;;4633.0;2024-04-25 21:45:21
16501;411;3598.0;Completed;65;2024-10-28 09:01:16;2024-11-25 09:01:16;2989.0;2024-11-25 09:01:16
15860;404;1944.0;InProgress;93;2022-08-02 10:36:22;2022-09-21 10:36:22;1281.0;
19222;1958;536.0;Completed;100;2025-10-30 05:02:38;2026-02-05 05:02:38;4237.0;2026-02-05 05:02:38
23228;2163;2785.0;InProgress;35;2022-10-27 15:49:40;2023-02-03 15:49:40;1241.0;
23281;1070;80.0;Completed;999;2022-08-17 08:14:00;2022-10-10 08:14:00;3345.0;2022-10-10 08:14:00
7559;1465;158.0;InProgress;28;2024-05-01 05:32:12;2024-08-11 05:32:12;3424.0;
23688;663;4883.0;Completed;100;2024-12-01 00:22:51;2025-02-15 00:22:51;4501.0;2025-02-15 00:22:51
6795;1030;2826.0;Completed;100;2025-10-12 04:28:15;2026-02-04 04:28:15;2281.0;2026-02-04 04:28:15
14680;959;3602.0;InProgress;17;2025-01-11 13:17:45;2025-02-22 13:17:45;3281.0;
8899;381;4260.0;InProgress;37;2024-12-07 08:16:59;2025-02-11 08:16:59;796.0;
2072;2092;3142.0;InProgress;44;2022-10-14 14:49:53;2022-11-23 14:49:53;;
24774;30;826.0;Completed;100;2024-09-17 01:34:19;2024-12-25 01:34:19;7184.0;2024-12-25 01:34:19
7161;279;3006.0;Completed;100;2024-12-10 22:17:37;;3752.0;2024-12-11 22:17:37
15499;1958;2882.0;InProgress;9;2024-04-28 20:41:06;;;
21078;281;4240.0;NotStarted;0;;;;
10163;696;2749.0;Completed;100;2024-03-09 05:59:53;2024-04-15 05:59:53;3667.0;2024-04-15 05:59:53
24328;1303;4893.0;InProgress;29;2022-07-29 05:25:27;2022-10-31 05:25:27;3183.0;
9380;1311;3305.0;NotStarted;0;;;;
2121;906;369.0;NotStarted;0;;;;
8924;1153;2528.0;InProgress;38;2022-06-09 19:56:12;2022-10-06 19:56:12;847.0;
5975;1873;870.0;Completed;100;2022-11-14 22:20:41;2023-01-20 22:20:41;3053.0;2023-01-20 22:20:41
11838;1471;275.0;Completed;100;2025-02-04 04:04:40;2025-05-26 04:04:40;1431.0;2025-05-26 04:04:40
11473;323;1762.0;Completed;100;2025-11-12 07:01:56;2025-12-27 07:01:56;4891.0;2025-12-27 07:01:56
6423;786;4175.0;Completed;100;2022-08-27 18:32:16;2022-12-04 18:32:16;6038.0;2022-12-04 18:32:16
9568;1465;329.0;Completed;100;2023-07-05 20:36:19;2023-09-07 20:36:19;4489.0;2023-09-07 20:36:19
20711;471;579.0;Completed;100;2024-09-07 08:50:00;2024-12-16 08:50:00;;2024-12-16 08:50:00
24893;654;3815.0;InProgress;35;2022-11-25 02:40:34;2022-12-13 02:40:34;3169.0;
25228;1434;4738.0;NotStarted;0;;;;
10043;1141;1905.0;Completed;100;2024-12-07 16:35:26;2024-12-27 16:35:26;2907.0;2024-12-27 16:35:26
3958;880;396.0;InProgress;63;2026-01-20 13:10:12;2026-03-25 13:10:12;1013.0;
17688;1388;3558.0;Completed;100;2022-07-28 23:24:09;2022-07-31 23:24:09;3216.0;2022-07-31 23:24:09
7057;9261;3614.0;Completed;100;2025-01-30 22:29:58;2025-02-07 22:29:58;2397.0;2025-02-07 22:29:58
15285;966;4730.0;InProgress;13;2025-09-29 20:53:26;;341.0;
19820;2077;2478.0;Completed;100;2025-12-11 14:36:17;2026-03-02 14:36:17;5295.0;2026-03-02 14:36:17
26165;524;1455.0;Completed;100;2025-11-26 08:20:28;2026-03-11 08:20:28;4145.0;2026-03-11 08:20:28
25841;352;4268.0;NotStarted;0;;;;
25565;737;1132.0;Completed;100;2023-12-29 12:43:13;2024-02-26 12:43:13;5134.0;2024-02-26 12:43:13
21022;537;397.0;InProgress;150;2022-09-15 11:54:57;2022-11-24 11:54:57;1738.0;
16487;2028;606.0;Completed;100;2024-05-07 18:44:09;2024-06-02 18:44:09;3954.0;2024-06-02 18:44:09
5420;1027;4182.0;Completed;85;2025-02-13 15:45:23;2025-04-07 15:45:23;4786.0;2025-04-07 15:45:23
27165;1677;4322.0;Completed;100;2025-06-24 17:45:38;2025-09-30 17:45:38;6963.0;2025-09-30 17:45:38
21644;677;3166.0;InProgress;49;2023-08-20 06:01:08;2023-10-29 06:01:08;2431.0;
22005;143;1246.0;Completed;100;2023-02-15 09:28:19;;652.0;2023-03-05 09:28:19
2503;27;1074.0;Completed;100;2023-04-09 15:29:55;2023-06-20 15:29:55;5450.0;2023-06-20 15:29:55
13301;1689;1291.0;Completed;100;2025-06-05 17:43:54;2025-09-14 17:43:54;1008.0;2025-09-14 17:43:54
17455;993;;InProgress;30;2022-11-09 14:35:41;2023-02-12 14:35:41;376.0;
7513;1017;;Completed;100;2023-05-05 22:44:22;2023-06-27 22:44:22;3517.0;2023-06-27 22:44:22
9841;1058;2334.0;NotStarted;0;;;;
11783;1831;4269.0;Completed;100;2025-05-31 21:07:46;2025-07-26 21:07:46;5265.0;2025-07-26 21:07:46
8504;1017;4866.0;InProgress;10;2024-03-21 08:11:14;;364.0;
19409;1583;4811.0;InProgress;38;2024-12-12 22:41:54;2025-02-18 22:41:54;1663.0;
9322;1661;3071.0;Completed;64;2024-05-21 07:29:56;2024-06-19 07:29:56;536.0;2024-06-19 07:29:56
17469;1469;2336.0;NotStarted;0;;;;
4894;1395;3299.0;InProgress;67;2023-12-20 01:51:49;2024-01-15 01:51:49;1248.0;
20129;1751;3410.0;InProgress;79;2025-10-24 15:59:29;2025-10-28 15:59:29;1829.0;
25333;1633;1769.0;Completed;100;2023-07-26 05:47:26;2023-09-19 05:47:26;;2023-09-19 05:47:26
14704;1548;2178.0;InProgress;30;2023-06-29 08:22:40;2023-08-02 08:22:40;1506.0;
24970;1382;1289.0;Completed;100;2023-08-06 01:44:55;2023-11-14 01:44:55;3173.0;2023-11-14 01:44:55
10207;174;4445.0;NotStarted;0;;;;
14906;904;1688.0;InProgress;83;2023-02-02 08:33:05;2023-03-28 08:33:05;;
5943;385;4956.0;NotStarted;0;;;;
9168;9522;3036.0;InProgress;21;2022-11-09 08:05:07;2023-02-19 08:05:07;1306.0;
17383;1030;636.0;InProgress;42;2022-09-14 10:19:56;2022-10-06 10:19:56;2483.0;
3748;280;3787.0;Completed;-5;2023-10-21 14:01:40;2023-11-27 14:01:40;6343.0;2023-11-27 14:01:40
23118;307;4114.0;Completed;100;2022-11-10 21:35:16;2022-12-24 21:35:16;820.0;2022-12-24 21:35:16
390;690;;Completed;100;2022-12-15 11:25:54;2023-04-12 11:25:54;3504.0;2023-04-12 11:25:54
2100;345;2173.0;Completed;100;2024-02-14 15:54:20;2024-04-16 15:54:20;2245.0;2024-04-16 15:54:20
25056;506;3948.0;Completed;101;2023-01-27 08:27:20;;3832.0;2023-02-11 08:27:20
11681;547;4325.0;InProgress;34;2024-07-31 20:38:37;2024-08-12 20:38:37;855.0;
22693;1633;3752.0;Completed;100;2025-01-19 23:49:06;2025-04-04 23:49:06;6618.0;2025-04-04 23:49:06
2408;2120;2255.0;Completed;150;2025-04-02 08:17:08;2025-07-13 08:17:08;3085.0;2025-07-13 08:17:08
3115;1490;3637.0;Completed;100;2023-06-03 01:26:04;;2378.0;2023-06-04 01:26:04
7613;1311;4783.0;Completed;100;2025-06-07 22:14:28;2025-09-22 22:14:28;;2025-09-22 22:14:28
15131;2083;3865.0;Completed;100;2025-09-28 18:27:35;2026-01-09 18:27:35;3376.0;2026-01-09 18:27:35
7866;39;3051.0;Completed;999;2026-01-24 16:51:02;;3679.0;2026-02-09 16:51:02
3647;1348;4338.0;Completed;100;2024-07-05 07:04:11;2024-10-09 07:04:11;3499.0;2024-10-09 07:04:11
19245;177;2256.0;Completed;-5;2025-09-28 11:29:55;;5720.0;2025-10-15 11:29:55
1914;1085;4298.0;InProgress;30;2024-01-09 08:53:01;;1620.0;
21215;279;3445.0;Completed;100;2025-09-24 13:21:25;;6089.0;2025-10-24 13:21:25
12328;505;3165.0;InProgress;31;2025-06-02 15:01:01;2025-09-23 15:01:01;3381.0;
3099;862;3998.0;Completed;100;2023-08-18 04:02:00;2023-09-13 04:02:00;853.0;2023-09-13 04:02:00
6027;775;3960.0;Completed;100;2023-02-04 21:15:42;2023-04-25 21:15:42;2157.0;2023-04-25 21:15:42
19612;1583;433.0;Completed;100;2025-09-16 12:37:50;2025-12-11 12:37:50;4354.0;2025-12-11 12:37:50
5788;437;3438.0;InProgress;50;2024-02-02 20:49:26;2024-02-17 20:49:26;;
1938;345;2455.0;InProgress;24;2024-05-11 04:38:34;2024-08-08 04:38:34;632.0;
15542;1375;779.0;Completed;100;2024-01-11 23:23:25;2024-02-19 23:23:25;6463.0;2024-02-19 23:23:25
19144;352;4712.0;InProgress;50;2024-01-21 12:08:27;2024-04-18 12:08:27;1624.0;
4918;169;1868.0;InProgress;58;2025-12-08 01:06:27;2026-01-17 01:06:27;2202.0;
2310;1524;1171.0;Completed;100;2023-06-22 18:18:45;;3675.0;2023-07-07 18:18:45
2692;300;3851.0;Completed;100;2024-05-17 20:45:30;2024-08-15 20:45:30;4712.0;2024-08-15 20:45:30
17752;79;347.0;NotStarted;0;;;;
15651;2070;1370.0;Completed;100;2025-10-19 17:30:07;2025-11-23 17:30:07;5184.0;2025-11-23 17:30:07
19730;879;732.0;Completed;100;2025-11-12 08:16:37;2026-02-04 08:16:37;3249.0;2026-02-04 08:16:37
9832;1862;3655.0;Completed;150;2023-02-04 00:22:41;2023-03-20 00:22:41;1773.0;2023-03-20 00:22:41
22699;1647;4330.0;InProgress;53;2025-09-09 20:40:17;2025-11-19 20:40:17;713.0;
5073;675;1084.0;Completed;100;2024-05-08 19:38:09;2024-08-01 19:38:09;6689.0;2024-08-01 19:38:09
23005;2120;3211.0;InProgress;56;2023-07-22 01:36:22;2023-09-10 01:36:22;1258.0;
13317;1141;4864.0;InProgress;90;2023-07-03 14:47:01;2023-08-07 14:47:01;189.0;
2431;2106;960.0;InProgress;94;2022-12-22 15:27:36;2023-04-16 15:27:36;2982.0;
17856;1867;1497.0;Completed;100;2025-06-14 00:35:25;;5288.0;2025-06-18 00:35:25
7112;3;1079.0;NotStarted;0;;;;
27147;355;2064.0;InProgress;41;2025-04-25 12:12:54;2025-08-20 12:12:54;577.0;
15180;327;4949.0;Completed;100;2024-09-27 05:39:56;;4276.0;2024-10-23 05:39:56
1527;9763;1402.0;NotStarted;0;;;;
25906;1555;2550.0;InProgress;59;2024-03-19 18:19:31;2024-05-17 18:19:31;1862.0;
12096;637;;InProgress;38;2024-05-21 23:36:43;2024-06-14 23:36:43;3292.0;
27176;1918;2864.0;InProgress;25;2025-02-06 02:03:38;2025-03-16 02:03:38;736.0;
14397;1055;3971.0;InProgress;46;2024-08-02 21:36:20;2024-09-10 21:36:20;1896.0;
11360;193;1730.0;NotStarted;0;;;;
15639;99;3236.0;InProgress;9;2022-08-24 11:44:04;2022-11-29 11:44:04;3548.0;
19705;506;3769.0;Completed;100;2025-11-06 02:01:36;2026-02-22 02:01:36;7156.0;2026-02-22 02:01:36
18300;1633;4895.0;Completed;100;2023-04-06 20:13:01;;1333.0;2023-04-22 20:13:01
7821;1199;4832.0;InProgress;43;2025-01-18 13:42:16;2025-04-11 13:42:16;2690.0;
25453;1696;2041.0;Completed;100;2024-06-20 07:33:47;2024-07-21 07:33:47;;2024-07-21 07:33:47
17440;479;664.0;NotStarted;0;;;;
5012;1371;2171.0;Completed;100;2025-04-19 01:25:25;2025-07-16 01:25:25;5688.0;2025-07-16 01:25:25
20581;1788;4202.0;NotStarted;0;;;;
14192;1302;1328.0;Completed;100;2023-08-22 15:09:11;2023-11-15 15:09:11;1009.0;2023-11-15 15:09:11
3696;435;4482.0;InProgress;47;2025-03-06 15:17:52;2025-03-14 15:17:52;565.0;
25104;1079;3346.0;InProgress;21;2023-08-06 14:15:18;2023-08-10 14:15:18;2317.0;
16262;445;2241.0;Completed;100;2023-03-22 13:35:12;2023-03-28 13:35:12;6819.0;2023-03-28 13:35:12
21125;9685;4171.0;InProgress;85;2024-06-25 15:23:08;2024-09-03 15:23:08;2847.0;
3236;1436;1655.0;Completed;100;2022-07-28 14:13:40;2022-07-30 14:13:40;6875.0;2022-07-30 14:13:40
7140;379;2460.0;Completed;55;2023-01-08 13:50:07;2023-03-09 13:50:07;3491.0;2023-03-09 13:50:07
15224;492;3274.0;Completed;100;2024-11-01 20:22:05;2025-01-08 20:22:05;4015.0;2025-01-08 20:22:05
20856;1661;3280.0;Completed;100;2023-06-19 03:11:48;2023-10-02 03:11:48;7060.0;2023-10-02 03:11:48
3326;948;3188.0;InProgress;73;2025-01-14 06:39:04;2025-04-27 06:39:04;879.0;
12178;1405;105.0;Completed;100;2023-11-06 23:18:42;2024-02-20 23:18:42;1443.0;2024-02-20 23:18:42
18934;1873;3613.0;InProgress;999;2024-02-02 04:51:33;2024-05-10 04:51:33;2249.0;
25310;379;2624.0;NotStarted;0;;;;
4257;1388;1850.0;Completed;100;2023-07-13 21:09:05;2023-08-27 21:09:05;5101.0;2023-08-27 21:09:05
23673;764;712.0;NotStarted;0;;;;
9377;27;3305.0;Completed;100;2023-09-09 22:31:27;2023-11-28 22:31:27;4932.0;2023-11-28 22:31:27
26103;2103;889.0;Completed;100;2025-02-04 10:06:51;2025-05-15 10:06:51;3733.0;2025-05-15 10:06:51
12305;836;496.0;Completed;100;2023-12-13 01:27:31;2024-01-04 01:27:31;2318.0;2024-01-04 01:27:31
5721;2153;1696.0;Completed;100;2023-05-10 08:59:01;2023-05-15 08:59:01;5588.0;2023-05-15 08:59:01
15013;505;1181.0;Completed;100;2025-02-11 18:36:20;2025-03-13 18:36:20;7176.0;2025-03-13 18:36:20
16568;306;2647.0;NotStarted;101;;;;
5861;1914;171.0;Completed;94;2025-03-09 21:29:27;2025-05-16 21:29:27;7125.0;2025-05-16 21:29:27
13881;492;1293.0;Completed;100;2023-04-19 11:28:08;2023-07-16 11:28:08;4988.0;2023-07-16 11:28:08
17998;1186;3228.0;InProgress;44;2026-01-14 07:42:50;2026-02-21 07:42:50;2475.0;
1193;1107;2310.0;InProgress;7;2025-07-05 20:37:38;2025-08-08 20:37:38;;
9988;246;978.0;NotStarted;0;;;;
12849;477;4973.0;Completed;999;2024-08-14 02:54:06;2024-08-23 02:54:06;1017.0;2024-08-23 02:54:06
1028;9418;2558.0;Completed;100;2023-02-21 08:58:18;2023-06-17 08:58:18;2048.0;2023-06-17 08:58:18
19276;966;3122.0;Completed;100;2024-05-02 00:41:36;2024-05-07 00:41:36;6707.0;2024-05-07 00:41:36
15609;1666;2778.0;InProgress;38;2024-09-14 03:03:24;2024-11-11 03:03:24;3397.0;
6918;1459;370.0;InProgress;87;2025-01-01 04:18:30;;1029.0;
5337;336;;Completed;100;2024-02-05 17:15:21;2024-02-22 17:15:21;1862.0;2024-02-22 17:15:21
22545;495;2413.0;Completed;100;2022-08-08 10:35:39;2022-08-31 10:35:39;4848.0;2022-08-31 10:35:39
15255;1160;3766.0;InProgress;56;2025-07-30 21:56:49;2025-09-04 21:56:49;2330.0;
2907;460;49.0;Completed;100;2025-10-11 19:38:24;2026-02-04 19:38:24;3317.0;2026-02-04 19:38:24
15696;1583;729.0;Completed;100;2024-07-09 16:37:27;2024-08-29 16:37:27;4766.0;2024-08-29 16:37:27
9344;1230;2797.0;InProgress;65;2023-09-11 11:34:25;2023-11-04 11:34:25;1861.0;
18793;2209;2617.0;NotStarted;0;;;;
24502;2028;299.0;Completed;100;2023-03-27 09:22:52;2023-04-21 09:22:52;5562.0;2023-04-21 09:22:52
4849;9115;3328.0;Completed;100;2024-06-06 06:35:11;2024-09-17 06:35:11;1772.0;2024-09-17 06:35:11
11727;1809;;InProgress;59;2024-08-30 00:24:19;2024-09-08 00:24:19;281.0;
19993;1677;890.0;Completed;100;2025-12-14 22:39:25;2026-03-08 22:39:25;3553.0;2026-03-08 22:39:25
3349;381;4200.0;InProgress;45;2025-04-02 19:00:22;2025-04-02 19:00:22;544.0;
13821;778;3695.0;Completed;100;2025-05-26 16:51:28;2025-05-29 16:51:28;6654.0;2025-05-29 16:51:28
26581;1230;;Completed;100;2025-11-03 21:29:23;2025-12-20 21:29:23;3824.0;2025-12-20 21:29:23
19033;2154;2245.0;Completed;100;2022-12-26 03:06:55;2023-01-06 03:06:55;4783.0;2023-01-06 03:06:55
2455;1107;4187.0;Completed;100;2024-03-15 23:58:15;2024-07-09 23:58:15;1268.0;2024-07-09 23:58:15
26236;1951;4736.0;Completed;100;2024-07-16 03:11:44;2024-10-28 03:11:44;2500.0;2024-10-28 03:11:44
10379;1544;2166.0;Completed;100;2022-08-25 17:11:56;2022-10-21 17:11:56;6420.0;2022-10-21 17:11:56
7910;718;4379.0;InProgress;16;2024-12-23 04:07:22;2025-02-02 04:07:22;129.0;
392;174;2843.0;Completed;100;2023-03-12 19:57:37;2023-05-25 19:57:37;5089.0;2023-05-25 19:57:37
14435;1229;3409.0;NotStarted;0;;;;
25540;1498;57.0;Completed;101;2023-06-03 01:03:00;2023-09-22 01:03:00;;2023-09-22 01:03:00
25551;9620;1464.0;NotStarted;0;;;;
22078;1052;795.0;NotStarted;0;;;;
13464;689;1954.0;Completed;100;2024-02-23 13:23:28;2024-06-22 13:23:28;3858.0;2024-06-22 13:23:28
8146;1293;1149.0;Completed;100;2025-02-20 09:30:06;2025-05-27 09:30:06;3978.0;2025-05-27 09:30:06
12236;240;1910.0;Completed;100;2023-02-15 00:39:10;2023-05-17 00:39:10;2824.0;2023-05-17 00:39:10
6477;654;2436.0;Completed;100;2025-07-14 00:45:59;2025-10-19 00:45:59;4013.0;2025-10-19 00:45:59
18790;2074;2617.0;InProgress;35;2025-04-17 02:31:25;2025-08-01 02:31:25;2121.0;
18258;99;4635.0;InProgress;85;2023-06-25 11:17:40;2023-07-19 11:17:40;1245.0;
3093;1229;3998.0;Completed;100;2024-02-26 05:50:34;2024-06-21 05:50:34;2212.0;2024-06-21 05:50:34
25951;1043;19.0;InProgress;56;2023-05-16 06:38:17;2023-05-17 06:38:17;1375.0;
7311;1132;4253.0;InProgress;13;2022-08-25 11:42:04;2022-12-15 11:42:04;924.0;
2733;1505;1484.0;InProgress;28;2023-04-26 03:09:31;2023-07-09 03:09:31;337.0;
19601;1964;433.0;InProgress;32;2023-04-05 01:42:08;2023-07-25 01:42:08;273.0;
1697;1296;998.0;NotStarted;0;;;;
24427;2103;;NotStarted;0;;;;
3331;1765;3441.0;Completed;100;2025-09-19 22:17:32;2025-11-18 22:17:32;;2025-11-18 22:17:32
24206;2097;3070.0;NotStarted;0;;;;
14125;27;102.0;Completed;100;2023-11-16 07:32:27;2024-02-03 07:32:27;5358.0;2024-02-03 07:32:27
4632;1689;141.0;InProgress;63;2024-06-06 12:45:18;2024-08-20 12:45:18;2489.0;
10987;539;1967.0;Completed;999;2023-01-02 17:16:28;2023-03-05 17:16:28;2576.0;2023-03-05 17:16:28
21446;685;564.0;Completed;100;2024-05-08 22:19:16;2024-05-08 22:19:16;1776.0;2024-05-08 22:19:16
26343;1033;3949.0;Completed;100;2025-04-23 16:36:40;2025-08-01 16:36:40;2831.0;2025-08-01 16:36:40
11283;448;4475.0;InProgress;17;2025-03-31 18:03:20;;686.0;
17477;314;1387.0;InProgress;72;2023-07-10 20:23:14;2023-08-13 20:23:14;3477.0;
1593;1788;4120.0;NotStarted;0;;;;
6812;142;3056.0;Completed;100;2024-03-02 21:54:24;2024-05-01 21:54:24;348.0;2024-05-01 21:54:24
8539;280;2234.0;InProgress;7;2023-03-14 10:55:47;2023-05-05 10:55:47;1978.0;
12468;648;4404.0;NotStarted;0;;;;
22437;1037;;Completed;100;2022-06-03 01:43:45;2022-09-26 01:43:45;;2022-09-26 01:43:45
5285;2061;1008.0;InProgress;76;2024-03-30 10:05:59;2024-07-21 10:05:59;3473.0;
7939;1552;;Completed;100;2023-12-22 15:03:22;2024-03-23 15:03:22;2499.0;2024-03-23 15:03:22
23261;1931;3248.0;Completed;100;2023-07-30 22:53:37;2023-11-20 22:53:37;416.0;2023-11-20 22:53:37
23419;1229;3310.0;Completed;100;2025-06-25 17:04:54;2025-10-19 17:04:54;6596.0;2025-10-19 17:04:54
17044;432;3040.0;Completed;100;2025-04-24 10:09:29;2025-05-02 10:09:29;909.0;2025-05-02 10:09:29
17678;496;2958.0;InProgress;95;2024-09-16 18:50:14;2024-10-11 18:50:14;457.0;
3879;1017;1327.0;NotStarted;0;;;;
11001;824;764.0;Completed;100;2025-02-07 01:39:43;2025-02-26 01:39:43;2425.0;2025-02-26 01:39:43
2993;1314;4829.0;Completed;100;2022-12-17 09:46:51;2023-02-02 09:46:51;474.0;2023-02-02 09:46:51
8219;1306;3296.0;Completed;150;2023-12-12 08:49:33;2024-04-01 08:49:33;2233.0;2024-04-01 08:49:33
11859;2028;3680.0;NotStarted;0;;;;
26215;490;4383.0;InProgress;76;2022-12-26 07:14:23;2023-01-31 07:14:23;951.0;
18623;2179;3751.0;Completed;100;2023-07-12 23:07:51;2023-10-26 23:07:51;5991.0;2023-10-26 23:07:51
9938;539;3120.0;Completed;100;2024-05-08 11:43:07;2024-07-30 11:43:07;3605.0;2024-07-30 11:43:07
6630;409;2197.0;InProgress;12;2025-10-01 09:14:05;2025-11-03 09:14:05;1324.0;
16910;2092;916.0;Completed;100;2025-04-05 10:35:13;2025-04-12 10:35:13;6205.0;2025-04-12 10:35:13
8036;1029;2247.0;InProgress;89;2023-03-25 10:56:50;2023-07-05 10:56:50;276.0;
23180;9647;3069.0;Completed;100;2024-05-29 05:48:58;2024-08-07 05:48:58;;2024-08-07 05:48:58
16704;2181;3213.0;NotStarted;0;;;;
17104;2065;2946.0;Completed;100;2024-09-23 16:01:10;2024-12-08 16:01:10;3283.0;2024-12-08 16:01:10
5769;105;2175.0;Completed;100;2024-06-01 00:27:47;2024-08-07 00:27:47;7101.0;2024-08-07 00:27:47
4907;1311;4351.0;Completed;100;2024-10-18 21:06:19;2025-01-06 21:06:19;6628.0;2025-01-06 21:06:19
27120;177;2763.0;Completed;100;2024-05-15 07:46:20;2024-08-23 07:46:20;3084.0;2024-08-23 07:46:20
14323;506;1091.0;Completed;100;2025-06-18 00:07:19;2025-10-11 00:07:19;1642.0;2025-10-11 00:07:19
10368;663;3554.0;Completed;100;2023-04-01 08:58:11;2023-06-11 08:58:11;4651.0;2023-06-11 08:58:11
389;1601;2843.0;Completed;100;2023-04-30 08:47:59;2023-08-02 08:47:59;6123.0;2023-08-02 08:47:59
26368;1274;4021.0;InProgress;34;2025-05-31 07:14:41;2025-08-08 07:14:41;641.0;
12022;9640;930.0;Completed;100;2025-10-20 20:12:44;2025-11-09 20:12:44;5924.0;2025-11-09 20:12:44
19663;177;1384.0;Completed;100;2023-02-13 12:52:50;2023-06-06 12:52:50;3234.0;2023-06-06 12:52:50
18507;2189;1916.0;Completed;100;2025-05-27 17:27:51;2025-05-31 17:27:51;1203.0;2025-05-31 17:27:51
13911;1563;4449.0;Completed;100;2024-09-22 13:27:24;2024-10-03 13:27:24;1628.0;2024-10-03 13:27:24
