Id,StudentProfileId,CourseId,EnrolledById,EnrollmentDate
4589,1331.0,52,1.0,2026-04-17 02:39:38
9224,2500.0,53,2.0,2025-11-30 05:37:46
4519,261.0,198,3.0,2025-11-23 04:52:13
9248,958.0,119,3.0,2024-03-15 19:04:47
351,2195.0,171,1.0,2022-09-18 13:14:32
4692,3746.0,72,3.0,2022-05-07 23:41:19
5553,763.0,160,1.0,2025-09-06 07:24:19
5372,419.0,94,1.0,2022-11-04 01:44:41
3809,4945.0,123,2.0,2026-02-04 19:32:35
7324,2335.0,2,,2025-12-31 02:47:50
9562,4074.0,25,3.0,2023-08-18 06:23:32
7874,1740.0,138,2.0,2025-10-11 05:28:20
3343,2108.0,76,2.0,2022-09-05 17:26:44
1590,1302.0,169,2.0,2023-05-30 14:03:33
9148,42.0,164,2.0,2025-07-22 18:43:00
2535,326.0,160,1.0,2025-04-09 19:03:58
5873,4178.0,99,3.0,2025-09-01 20:15:54
4282,2349.0,115,2.0,2023-01-05 14:49:58
7180,4446.0,31,1.0,2023-11-29 03:14:20
5645,2512.0,129,2.0,2026-03-10 03:40:51
584,2292.0,100,1.0,2025-01-22 19:26:09
866,4087.0,131,3.0,2025-11-19 22:48:22
688,2346.0,14,3.0,2023-06-13 04:15:26
4995,983.0,157,1.0,2022-07-13 20:29:37
1564,758.0,47,3.0,2022-12-15 11:59:34
2459,3962.0,162,3.0,2025-04-02 03:52:23
5672,3486.0,1,1.0,2025-02-11 03:46:36
3880,798.0,130,2.0,2023-10-02 13:26:26
9928,3809.0,191,1.0,2024-06-21 03:54:20
1826,3616.0,123,1.0,2025-11-22 15:16:20
2108,4584.0,171,1.0,2022-04-17 10:57:59
5796,143.0,26,2.0,2022-10-25 23:43:21
3816,1191.0,150,,2026-01-21 12:49:44
6044,2692.0,8,3.0,2024-11-30 11:39:50
4564,712.0,72,3.0,2022-08-19 18:41:55
4536,2041.0,37,1.0,2023-03-17 06:28:57
6125,520.0,46,2.0,2022-08-12 19:50:39
1694,4593.0,150,3.0,2025-07-18 04:53:48
5754,1855.0,57,2.0,2025-09-27 05:29:00
7081,543.0,64,1.0,2025-08-20 20:07:34
4991,901.0,20,3.0,2023-09-22 13:11:33
8386,2244.0,106,3.0,2024-12-29 04:00:06
8415,3945.0,188,2.0,2024-01-30 03:00:56
9258,4955.0,118,2.0,2024-01-24 20:38:52
6621,1778.0,93,1.0,2025-04-23 07:16:23
3686,4045.0,179,3.0,2024-03-04 21:58:04
4175,4079.0,3,1.0,2024-02-24 14:35:10
662,1078.0,171,2.0,2022-07-03 22:18:36
2810,3630.0,109,2.0,2025-06-27 15:00:22
3763,1060.0,141,1.0,2025-01-22 22:31:01
3553,656.0,107,2.0,2026-06-14 06:04:32
6462,4931.0,92,2.0,2023-08-01 02:22:55
3211,1489.0,156,2.0,2024-02-29 00:15:40
7737,791.0,70,2.0,2023-09-09 05:16:42
2090,4323.0,129,,2026-01-15 15:30:45
5254,4367.0,135,2.0,2024-10-26 09:51:14
3188,870.0,50,2.0,2025-09-05 22:14:17
2350,1822.0,81,3.0,2022-11-19 08:35:44
126,796.0,28,3.0,2022-07-07 10:44:43
3411,2859.0,61,2.0,2022-09-16 19:12:44
7282,2028.0,157,1.0,2022-07-21 04:36:52
8186,325.0,121,,2025-10-10 20:26:40
7026,3355.0,71,3.0,2025-05-19 04:33:33
6714,2248.0,34,1.0,2025-03-16 17:48:05
4701,4801.0,52,2.0,2025-07-10 06:17:32
10036,142.0,98,1.0,2023-01-18 16:58:47
6587,3503.0,173,,2022-10-14 06:57:30
1900,1999.0,95,1.0,2025-07-23 06:14:32
1033,4323.0,169,1.0,2022-12-21 02:22:49
4882,1933.0,4,3.0,2024-08-20 00:13:50
6244,591.0,189,3.0,2024-02-15 21:27:06
205,3133.0,151,3.0,2025-01-11 02:58:57
3654,4095.0,63,1.0,2023-09-27 07:46:38
5846,2737.0,187,3.0,2023-08-16 18:51:48
1392,913.0,118,2.0,2023-08-27 05:44:30
7288,2903.0,6,1.0,2025-09-22 21:18:47
3520,85.0,50,,2025-07-29 01:53:37
4644,2797.0,53,1.0,2025-03-14 08:10:05
10114,796.0,28,3.0,2022-07-07 10:44:43
4367,1963.0,69,1.0,2023-09-30 15:11:25
4517,3187.0,79,,2025-06-15 10:51:39
1216,4156.0,9,3.0,2023-09-30 23:05:51
6116,2831.0,164,1.0,2025-11-05 19:22:38
2274,1451.0,99,2.0,2025-03-15 01:33:58
7926,533.0,85,3.0,2026-01-08 06:03:54
51,3080.0,4,2.0,2024-07-22 14:47:53
8581,4045.0,24,1.0,2025-10-25 17:44:05
401,2698.0,157,3.0,2022-10-30 00:46:25
6644,3078.0,85,2.0,2025-05-02 21:55:12
30,3802.0,3,2.0,2024-02-11 02:41:45
3998,1704.0,86,1.0,2025-06-13 21:27:29
378,892.0,23,3.0,2024-12-18 21:37:26
1505,1466.0,52,3.0,2026-06-18 02:12:09
5453,3766.0,124,2.0,2023-12-01 02:15:12
1595,573.0,33,3.0,2023-06-03 06:50:38
6641,599.0,6,2.0,2025-01-06 20:27:20
3617,3131.0,73,2.0,2024-04-26 22:51:31
1379,981.0,192,3.0,2025-08-05 19:35:51
2692,813.0,30,2.0,2022-08-11 12:56:30
1256,2570.0,50,1.0,2025-08-24 23:41:57
6265,4207.0,74,2.0,2022-10-01 20:27:51
429,4060.0,71,1.0,2025-04-03 21:00:35
5047,3308.0,191,1.0,2024-01-14 18:06:11
9080,1005.0,119,2.0,2024-06-11 23:06:34
9050,423.0,189,1.0,2024-11-26 03:18:27
1293,265.0,123,1.0,2025-04-29 10:55:55
389,1519.0,128,2.0,2025-09-01 14:12:24
6836,1028.0,76,1.0,2022-08-29 13:21:48
8883,1487.0,146,3.0,2023-01-01 17:30:30
7106,3815.0,96,3.0,2025-11-20 08:44:43
3158,3900.0,22,3.0,2024-07-03 00:41:46
3815,2360.0,56,3.0,2024-01-30 02:02:44
6820,4217.0,72,1.0,2022-07-22 00:14:12
3452,3273.0,74,3.0,2022-11-16 18:54:59
1240,3.0,183,2.0,2023-05-21 13:34:16
2778,2464.0,73,3.0,2023-10-31 23:28:16
9336,2433.0,74,3.0,2023-03-19 02:34:23
303,1641.0,192,1.0,2025-02-07 01:17:44
3879,863.0,8,1.0,2024-12-25 01:15:39
7409,2696.0,198,2.0,2025-07-12 05:40:26
6269,2477.0,171,3.0,2022-02-16 17:13:08
8379,3952.0,67,3.0,2023-02-17 04:00:22
5573,4689.0,51,,2026-03-06 02:56:43
3234,1458.0,77,2.0,2025-09-02 04:50:39
1517,4362.0,16,3.0,2024-08-01 16:02:29
7954,3445.0,33,1.0,2023-09-10 02:53:11
3075,3507.0,87,1.0,2024-07-03 04:45:20
9452,1013.0,118,2.0,2024-05-25 15:56:26
5488,4323.0,84,2.0,2023-10-23 12:19:30
4001,2052.0,8,1.0,2025-05-25 11:03:36
40,1374.0,43,2.0,2025-05-24 02:35:33
8641,3118.0,57,3.0,2025-07-19 08:11:20
2639,2924.0,49,,2024-01-27 10:10:34
7918,4955.0,171,,2022-08-10 20:11:22
6692,2267.0,160,2.0,2025-09-24 09:44:40
637,3545.0,43,2.0,2026-03-18 17:16:37
2788,2427.0,74,1.0,2022-08-19 01:27:05
3161,4523.0,147,1.0,2026-02-09 05:10:34
9308,1597.0,170,1.0,2025-05-26 00:36:22
1682,3984.0,12,3.0,2023-11-25 06:01:12
6770,4800.0,136,,2026-03-08 01:43:17
8445,2099.0,118,1.0,2023-10-24 10:03:03
1066,4390.0,2,3.0,2026-01-24 20:08:29
3194,4470.0,4,3.0,2024-04-13 05:36:22
9612,2878.0,141,1.0,2024-09-04 01:10:40
2128,2005.0,194,2.0,2024-09-27 04:07:50
4067,3929.0,50,1.0,2025-04-06 07:52:19
3392,547.0,88,1.0,2026-02-08 03:27:30
7082,4694.0,12,2.0,2023-05-21 19:49:33
5768,2935.0,135,3.0,2024-11-09 16:29:25
7214,1382.0,9,2.0,2023-06-29 03:27:16
5154,4732.0,61,,2022-06-28 18:15:47
9582,72.0,101,3.0,2026-05-05 00:28:06
1712,2030.0,24,3.0,2025-11-29 03:21:48
6137,201.0,147,3.0,2025-07-24 14:11:54
2891,3112.0,101,2.0,2025-05-26 11:45:14
5466,1227.0,179,3.0,2024-07-20 21:49:45
2478,2418.0,198,3.0,2025-06-10 18:30:52
6987,2073.0,2,2.0,2025-02-28 10:31:42
6165,3961.0,62,2.0,2026-01-22 19:19:18
5739,3708.0,36,3.0,2025-02-05 04:08:49
7156,64.0,101,3.0,2025-07-11 22:10:39
7294,2500.0,16,2.0,2024-08-26 00:12:47
3245,4203.0,157,2.0,2022-12-20 06:22:12
4855,1072.0,127,3.0,2023-08-25 03:40:07
5734,2279.0,160,,2026-01-19 10:43:56
5955,4122.0,69,,2024-01-10 17:48:29
4925,2246.0,2,1.0,2025-07-14 11:20:32
9647,2083.0,119,1.0,2024-08-25 21:59:34
2866,3322.0,101,2.0,2025-07-14 19:35:45
3608,6.0,124,3.0,2023-09-09 10:05:48
9728,3882.0,92,1.0,2023-08-09 00:53:20
81,142.0,62,2.0,2025-06-13 05:02:06
3514,294.0,77,3.0,2025-12-08 14:23:37
5947,3297.0,141,2.0,2024-08-13 02:05:44
2997,2540.0,5,3.0,2023-03-28 21:36:44
8786,2962.0,25,1.0,2023-07-08 01:38:38
6722,1605.0,186,1.0,2025-07-11 04:01:22
3037,2199.0,52,2.0,2026-06-02 14:17:22
5052,4780.0,92,3.0,2024-02-26 15:43:14
8606,1692.0,192,2.0,2025-05-17 00:10:40
8721,3704.0,59,3.0,2023-01-03 14:09:23
4233,2461.0,143,1.0,2025-07-27 03:46:46
930,1726.0,92,1.0,2023-06-25 05:19:05
5045,1642.0,166,3.0,2023-09-28 02:06:09
6296,2302.0,127,1.0,2023-07-22 08:34:27
9675,3935.0,84,2.0,2024-06-17 19:38:01
6133,3558.0,168,3.0,2023-08-13 04:24:18
7298,3113.0,182,1.0,2025-02-12 15:22:41
6574,1490.0,156,1.0,2024-10-01 04:22:55
4778,2650.0,69,3.0,2023-08-29 20:29:28
2426,1645.0,89,2.0,2023-09-02 04:11:56
6405,4212.0,67,3.0,2022-12-23 12:26:50
1602,1917.0,65,3.0,2024-11-29 19:28:31
2833,3127.0,58,2.0,2025-01-08 05:58:25
4104,3944.0,173,1.0,2022-04-29 15:18:24
7654,767.0,69,1.0,2024-04-01 22:26:30
8311,897.0,26,1.0,2022-09-08 07:08:03
9369,2581.0,200,3.0,2025-03-14 20:50:34
6937,544.0,56,3.0,2024-05-30 13:21:26
1380,1104.0,168,,2023-11-22 05:48:55
6493,2117.0,99,3.0,2025-05-22 19:51:22
9639,2125.0,178,2.0,2024-06-21 00:59:11
7299,3147.0,75,1.0,2023-09-02 19:29:50
8195,2026.0,98,,2023-01-18 14:04:12
3742,4161.0,110,1.0,2025-07-01 04:56:53
9536,2431.0,180,3.0,2025-11-16 08:45:54
1972,4658.0,167,2.0,2022-08-15 20:11:46
6333,1760.0,48,2.0,2022-12-06 02:41:14
7972,564.0,136,3.0,2026-02-26 23:43:57
2437,721.0,93,3.0,2024-12-22 10:11:31
1518,4553.0,26,1.0,2022-11-02 12:55:49
5736,1158.0,188,3.0,2024-08-29 17:46:59
9574,1335.0,6,3.0,2025-06-02 11:55:54
3812,2141.0,8,2.0,2025-03-28 07:54:21
958,2782.0,56,2.0,2024-02-20 05:03:01
7421,4633.0,20,2.0,2023-08-08 15:32:29
1403,2510.0,67,2.0,2023-05-28 02:34:25
1231,4028.0,35,1.0,2026-03-26 15:42:38
9854,3461.0,85,,2025-04-05 07:13:13
9396,1520.0,141,3.0,2024-10-16 20:51:45
8612,2127.0,29,2.0,2025-09-07 07:36:23
306,1641.0,34,2.0,2025-03-07 07:15:25
6634,3308.0,84,3.0,2024-08-22 04:08:28
4458,4917.0,30,2.0,2023-04-11 23:00:42
5720,3815.0,4,3.0,2024-07-09 15:22:58
2004,1430.0,127,1.0,2024-04-20 09:03:30
3324,1030.0,76,2.0,2022-11-11 04:06:47
3765,4772.0,20,3.0,2023-09-05 19:34:18
9720,2673.0,119,1.0,2024-07-10 13:50:20
7840,120.0,5,1.0,2022-11-21 23:14:36
1478,4197.0,95,1.0,2025-09-24 01:50:34
3437,2570.0,1,2.0,2025-01-22 23:52:03
3136,3933.0,189,3.0,2024-05-08 16:35:00
3349,3925.0,96,2.0,2025-08-13 03:05:44
1102,2957.0,115,2.0,2023-06-26 00:16:03
10082,3684.0,133,1.0,2025-02-26 23:46:25
9244,4456.0,108,2.0,2025-12-24 04:47:19
1948,50.0,189,1.0,2024-10-28 22:32:05
9653,4147.0,92,2.0,2023-10-02 01:22:18
3850,3785.0,92,2.0,2024-04-16 22:03:58
3344,2431.0,162,3.0,2025-12-03 20:04:49
9813,4469.0,118,3.0,2023-11-02 21:40:54
1791,4327.0,159,2.0,2025-10-07 14:32:19
2112,1281.0,100,1.0,2025-05-13 19:42:12
5837,2366.0,190,3.0,2024-07-02 13:55:34
5888,1620.0,52,2.0,2026-06-18 06:37:27
4911,2121.0,118,2.0,2024-05-29 09:14:55
1832,246.0,3,,2024-09-02 18:48:12
1327,4936.0,117,3.0,2022-04-25 18:23:49
9799,3861.0,11,,2023-09-12 01:14:24
1233,805.0,140,2.0,2022-09-30 03:06:45
7704,2107.0,32,1.0,2024-09-03 03:07:50
6061,4429.0,32,1.0,2024-04-18 13:48:29
8309,20.0,154,2.0,2025-02-21 09:15:07
4468,4486.0,147,1.0,2025-10-18 17:32:29
1942,2103.0,194,2.0,2025-02-01 16:11:54
4403,2624.0,89,3.0,2023-08-13 12:44:49
914,4224.0,79,3.0,2025-02-14 20:24:09
5291,194.0,57,2.0,2025-04-18 20:14:30
865,4630.0,168,1.0,2023-01-12 00:39:48
8661,1706.0,111,2.0,2025-04-04 06:59:20
643,1168.0,64,,2025-10-08 22:37:33
9384,4516.0,71,3.0,2025-01-03 10:51:13
6705,2123.0,21,3.0,2026-01-04 13:49:17
9846,2100.0,64,2.0,2026-02-24 04:48:07
4392,509.0,120,2.0,2023-12-24 02:33:01
6307,2766.0,160,,2025-07-25 23:20:09
4580,1245.0,48,,2022-11-14 09:52:24
6682,500.0,65,3.0,2025-09-10 06:49:03
5203,3032.0,129,,2025-12-17 15:55:51
950,1001.0,41,1.0,2025-07-17 09:13:58
4337,1001.0,171,1.0,2022-10-19 13:03:20
4276,836.0,129,2.0,2025-10-06 20:23:53
9446,4305.0,121,1.0,2025-04-07 02:42:50
1784,3634.0,146,2.0,2022-08-05 06:09:31
1471,1511.0,187,2.0,2023-10-15 08:51:14
4799,4572.0,164,2.0,2026-01-14 23:31:18
4978,2694.0,29,,2025-08-04 13:23:06
9497,3360.0,169,2.0,2023-05-13 12:59:25
7088,2968.0,30,1.0,2022-07-12 15:47:09
4826,1959.0,26,2.0,2022-05-15 10:02:57
5815,747.0,71,3.0,2025-08-25 06:54:43
4941,4615.0,48,2.0,2023-06-22 11:32:51
7699,2061.0,9,3.0,2023-08-01 11:20:10
1083,4248.0,123,1.0,2025-03-28 07:20:22
1044,4029.0,167,2.0,2022-07-12 18:45:57
3455,437.0,197,2.0,2025-02-16 00:19:46
8131,1992.0,88,2.0,2025-08-22 13:42:00
2613,1219.0,157,3.0,2023-03-24 16:08:30
541,1256.0,59,2.0,2022-11-06 02:56:28
6400,4860.0,118,2.0,2024-02-05 10:52:14
8616,2069.0,29,2.0,2025-11-07 16:46:15
2060,1779.0,101,2.0,2025-12-09 07:18:56
5869,2243.0,28,1.0,2023-01-28 05:21:12
3773,976.0,119,2.0,2024-02-17 10:14:52
2381,2855.0,160,1.0,2025-09-16 20:02:12
7833,2777.0,168,1.0,2023-10-25 04:33:41
5982,4169.0,128,2.0,2025-12-22 07:03:54
8735,2386.0,70,3.0,2023-04-16 00:45:36
3165,4105.0,138,1.0,2025-08-08 04:16:39
2041,4732.0,180,3.0,2026-02-01 13:07:40
2592,2789.0,92,2.0,2023-11-12 02:49:29
8953,4764.0,130,2.0,2023-06-07 16:29:00
7929,4638.0,41,1.0,2025-08-27 17:16:47
8660,2984.0,117,2.0,2022-10-03 07:56:20
2106,960.0,92,1.0,2024-05-07 17:34:56
1843,4182.0,166,3.0,2023-10-24 16:00:05
1754,3864.0,84,1.0,2024-03-15 18:45:12
5468,1790.0,50,2.0,2025-11-27 04:28:59
7454,2641.0,43,,2025-07-06 18:33:52
2669,4221.0,84,2.0,2024-02-14 22:18:41
5827,24.0,179,2.0,2024-01-16 16:07:31
9609,1762.0,70,2.0,2023-07-01 18:33:51
5113,2630.0,180,3.0,2025-10-21 03:22:28
7189,759.0,47,,2023-06-19 18:51:57
6522,1879.0,187,1.0,2023-08-01 18:50:26
9321,2120.0,21,2.0,2025-12-13 13:09:28
347,2195.0,137,3.0,2025-04-30 08:24:09
6530,2019.0,16,2.0,2024-10-02 14:45:07
7308,783.0,117,2.0,2022-09-15 00:57:15
5621,2721.0,64,3.0,2025-06-29 16:50:13
4201,2030.0,127,1.0,2024-06-18 19:50:29
3426,4815.0,38,,2023-06-12 14:40:12
3450,3609.0,183,1.0,2023-01-27 02:07:22
408,2292.0,58,2.0,2025-09-04 23:53:30
5704,127.0,145,2.0,2023-03-21 00:26:15
1569,468.0,106,2.0,2024-11-13 21:52:16
175,4849.0,117,1.0,2022-02-02 21:42:45
4232,1869.0,74,,2022-09-27 15:10:49
83,142.0,24,3.0,2025-01-09 20:22:07
5289,2973.0,76,1.0,2022-07-07 09:01:53
2391,3052.0,166,2.0,2023-10-18 07:01:34
7334,1662.0,76,3.0,2022-04-29 13:52:47
3562,3643.0,23,2.0,2024-06-02 10:24:39
6496,698.0,143,2.0,2025-03-30 03:33:49
2959,2075.0,200,1.0,2025-08-14 16:25:29
3074,2396.0,110,2.0,2025-02-14 04:18:50
6696,2512.0,59,2.0,2022-12-26 01:31:05
8059,1220.0,106,1.0,2025-01-09 00:11:11
2588,2539.0,170,3.0,2025-09-12 03:11:08
9916,3777.0,123,2.0,2025-11-29 10:08:55
5878,4869.0,6,3.0,2025-05-25 12:07:54
892,250.0,7,2.0,2023-11-09 07:44:32
9925,3018.0,73,3.0,2024-06-04 07:33:10
5883,3367.0,178,2.0,2024-04-11 10:15:42
5265,3914.0,26,1.0,2022-07-19 14:21:14
4348,3702.0,77,1.0,2025-07-31 14:18:42
7681,1171.0,145,1.0,2023-08-09 04:52:20
1770,3059.0,37,2.0,2023-05-03 15:34:09
2961,2129.0,147,2.0,2025-07-19 02:41:10
2115,4777.0,189,3.0,2024-08-04 00:09:42
4141,2388.0,67,1.0,2023-09-08 18:42:02
2190,4960.0,179,2.0,2024-04-11 20:32:17
278,4342.0,84,2.0,2024-01-06 00:03:24
6793,3509.0,6,,2025-09-30 05:34:47
1301,1842.0,40,1.0,2025-05-30 05:00:46
4898,4217.0,194,2.0,2025-04-29 10:37:58
5035,74.0,162,2.0,2025-11-24 10:26:11
1641,66.0,80,1.0,2026-01-01 04:23:01
9142,4460.0,192,,2024-11-13 16:26:41
10191,991.0,8888,1.0,2024-06-01 00:00:00
1217,3264.0,78,2.0,2023-03-15 17:06:44
9578,1741.0,51,1.0,2026-03-21 08:36:14
744,2041.0,187,1.0,2023-08-24 15:32:52
5715,666.0,59,2.0,2023-03-05 23:08:46
8435,1255.0,63,2.0,2023-02-01 13:23:57
3216,4350.0,141,3.0,2024-11-14 18:20:01
8976,4745.0,92,2.0,2024-06-03 10:22:15
5337,3849.0,95,2.0,2025-11-12 04:29:49
9187,379.0,181,1.0,2024-02-24 10:46:55
9355,2464.0,92,2.0,2024-01-18 11:09:13
4111,1114.0,63,3.0,2023-03-30 17:17:11
3589,1683.0,115,1.0,2023-06-01 09:49:16
7761,3065.0,38,1.0,2023-03-17 13:15:43
7695,3973.0,16,3.0,2024-11-29 04:00:26
5924,1274.0,34,,2025-03-01 14:54:49
2969,1159.0,11,2.0,2024-02-06 05:52:38
6834,4889.0,121,1.0,2025-08-27 00:09:11
8886,519.0,131,,2025-07-15 09:33:49
4604,3862.0,178,3.0,2025-03-28 05:08:07
898,2101.0,121,3.0,2025-08-14 10:43:15
5457,4963.0,64,2.0,2026-03-20 21:29:29
516,2538.0,58,3.0,2025-06-22 07:16:01
8033,2732.0,8,3.0,2024-11-21 21:04:43
3648,3865.0,198,3.0,2025-07-30 10:12:46
4871,518.0,69,3.0,2023-06-20 02:21:29
8827,3505.0,89,3.0,2024-04-13 13:52:19
9543,1738.0,14,3.0,2023-03-12 06:12:04
5745,1285.0,182,1.0,2025-05-08 18:05:48
2010,4248.0,12,,2023-12-29 16:42:26
1336,2671.0,57,3.0,2024-12-04 19:24:21
1897,1447.0,141,3.0,2024-11-13 06:56:57
8937,700.0,171,1.0,2022-08-22 10:41:33
8540,3297.0,190,3.0,2024-07-10 14:23:02
5364,1218.0,64,3.0,2025-09-04 02:29:10
6364,4059.0,166,,2023-12-28 09:47:11
6258,1419.0,31,2.0,2023-07-25 04:50:24
8132,1206.0,173,3.0,2022-12-27 02:00:29
2448,1339.0,56,,2023-08-07 12:43:28
1113,3705.0,120,2.0,2024-01-06 00:48:51
8940,4847.0,34,3.0,2025-04-18 19:51:55
3976,2989.0,31,3.0,2023-11-01 10:31:55
3251,1779.0,12,2.0,2023-03-11 01:12:38
784,2723.0,164,,2025-11-18 20:42:54
8058,76.0,191,2.0,2024-10-20 09:09:41
203,3081.0,129,3.0,2026-03-18 07:08:30
9113,157.0,129,3.0,2025-07-12 06:43:09
6166,3402.0,154,2.0,2025-06-30 11:59:07
4347,4594.0,76,3.0,2022-07-21 20:32:30
2455,3366.0,32,1.0,2024-04-18 13:03:34
4942,2907.0,190,2.0,2024-09-03 20:53:38
4335,4781.0,59,3.0,2023-03-05 01:39:32
7821,479.0,73,1.0,2024-09-04 11:57:36
7779,79.0,12,1.0,2023-12-19 12:24:43
2458,3991.0,120,2.0,2024-08-06 20:56:37
4590,3924.0,200,2.0,2026-01-12 13:58:46
2684,1734.0,137,1.0,2025-08-25 10:50:42
9090,3186.0,80,1.0,2026-02-20 22:24:15
948,4203.0,84,3.0,2024-04-17 01:39:49
6444,4464.0,65,,2024-11-23 17:38:48
3356,694.0,96,3.0,2025-07-03 12:53:23
2167,3842.0,76,2.0,2022-09-02 16:08:35
8387,4775.0,93,2.0,2025-02-02 17:18:07
3360,103.0,150,3.0,2025-03-23 11:01:36
7243,4889.0,121,1.0,2026-01-09 06:34:30
2583,2205.0,137,,2025-12-17 16:42:35
5656,3546.0,152,3.0,2024-05-28 09:23:07
9806,4378.0,46,2.0,2022-08-31 04:04:36
6406,3488.0,29,1.0,2025-06-21 09:00:28
7703,3076.0,193,1.0,2025-12-25 07:14:14
4225,459.0,133,2.0,2024-08-10 22:27:36
636,746.0,88,,2026-04-04 07:58:53
2835,868.0,111,3.0,2025-01-18 22:36:18
8071,2179.0,100,1.0,2025-09-08 22:30:12
3354,3463.0,171,1.0,2022-07-01 20:08:23
6882,4981.0,137,2.0,2025-11-27 17:21:12
10141,892.0,11,2.0,2024-03-27 00:23:58
9919,2310.0,9,1.0,2023-08-21 09:34:02
8898,4490.0,129,2.0,2025-10-18 07:11:35
9995,1634.0,49,,2024-01-22 22:33:55
3226,4742.0,95,2.0,2025-12-23 06:08:03
7793,3931.0,3,1.0,2023-11-23 15:47:48
1575,629.0,1,3.0,2024-05-23 23:53:08
6279,1836.0,101,1.0,2026-04-19 15:07:42
1374,3688.0,146,,2022-06-07 21:26:40
3419,3556.0,72,3.0,2022-10-26 11:19:08
9942,432.0,53,1.0,2025-08-28 08:15:42
3081,1575.0,31,3.0,2023-11-28 01:55:55
8839,3184.0,157,2.0,2023-04-14 17:51:17
7032,2983.0,143,1.0,2025-04-10 00:23:50
9186,3547.0,168,2.0,2023-02-01 16:24:03
3889,4821.0,140,1.0,2023-09-02 20:31:50
1563,2884.0,180,1.0,2025-05-18 00:02:01
2469,3756.0,71,,2025-01-25 03:20:42
10084,1577.0,72,3.0,2022-12-11 16:13:11
1794,4459.0,23,1.0,2025-03-30 22:40:41
4937,1163.0,110,3.0,2025-01-29 12:55:04
1624,2510.0,117,3.0,2023-01-12 08:29:00
2878,2156.0,93,3.0,2024-06-08 21:04:43
6663,3303.0,50,,2025-09-11 17:30:33
6896,1690.0,94,2.0,2022-05-14 01:31:07
3697,4796.0,182,2.0,2025-04-11 03:20:48
10067,3802.0,61,2.0,2022-10-31 14:56:47
789,2389.0,194,3.0,2024-07-29 18:11:06
6479,4034.0,16,3.0,2024-11-20 14:45:59
8628,172.0,108,3.0,2025-05-21 01:23:05
705,263.0,124,3.0,2024-05-11 19:50:30
5312,1168.0,72,1.0,2023-03-01 01:25:13
6502,4758.0,157,2.0,2022-06-16 03:58:01
213,3133.0,157,3.0,2022-12-10 13:31:11
2300,4596.0,73,3.0,2024-04-03 06:19:16
3173,1508.0,106,3.0,2024-10-03 11:26:05
6870,3546.0,191,,2024-03-31 08:36:49
6308,1212.0,135,2.0,2024-02-09 19:15:07
214,3133.0,50,2.0,2025-09-16 14:31:16
3509,1941.0,94,2.0,2022-10-03 09:12:16
3024,1876.0,3,1.0,2024-09-08 02:16:59
5583,4767.0,158,1.0,2023-05-31 02:43:09
6278,1656.0,164,,2026-01-08 18:02:31
6263,3860.0,34,3.0,2025-02-14 15:50:54
7208,2898.0,69,3.0,2023-09-02 20:59:10
732,1486.0,151,1.0,2024-07-02 17:23:52
5248,653.0,135,2.0,2024-07-21 11:42:08
8119,2779.0,133,2.0,2024-07-09 13:46:18
1036,2967.0,53,3.0,2026-01-07 03:36:10
10045,4342.0,126,1.0,2025-06-28 12:02:43
8083,1279.0,59,1.0,2022-12-15 14:24:34
10091,3436.0,28,1.0,2022-10-24 15:49:23
730,272.0,64,2.0,2025-04-21 08:26:23
8931,1887.0,43,1.0,2025-08-01 04:55:50
453,2873.0,14,1.0,2023-04-19 10:47:09
9958,1557.0,33,1.0,2023-02-13 13:38:47
44,1374.0,71,3.0,2025-05-13 15:18:40
7333,841.0,149,1.0,2025-08-23 08:39:07
5893,91.0,18,3.0,2025-02-12 16:02:21
8638,610.0,32,1.0,2024-08-10 18:34:00
6031,4052.0,20,2.0,2023-02-28 19:07:09
2582,1940.0,169,1.0,2022-11-01 19:08:56
1346,1076.0,100,2.0,2024-09-18 23:54:45
6360,539.0,41,1.0,2026-03-16 16:39:16
1343,3252.0,168,,2023-05-03 00:19:25
8893,3894.0,101,2.0,2025-11-08 10:32:44
6960,4545.0,154,2.0,2024-11-08 09:27:51
5156,1683.0,130,1.0,2023-10-13 01:55:53
7321,1340.0,136,3.0,2026-05-16 15:39:52
217,3133.0,8,2.0,2025-02-21 09:13:42
9262,1812.0,74,1.0,2022-09-22 00:03:56
8564,3347.0,26,3.0,2022-07-30 00:44:35
6304,3057.0,53,1.0,2025-10-08 02:25:40
10072,4060.0,59,2.0,2022-08-05 03:08:06
117,3684.0,166,1.0,2023-10-25 12:42:26
9540,2989.0,9,2.0,2023-01-28 04:12:40
7906,4825.0,62,2.0,2026-01-14 23:48:28
3183,4892.0,6,2.0,2024-12-17 22:09:39
2272,362.0,40,3.0,2025-12-23 05:04:10
268,4171.0,24,1.0,2025-01-22 00:15:36
5200,622.0,180,2.0,2026-02-01 13:56:01
8259,4365.0,48,1.0,2023-01-20 23:47:04
1556,3571.0,143,3.0,2025-12-20 05:39:08
10079,1374.0,43,2.0,2025-05-24 02:35:33
821,591.0,133,2.0,2024-06-29 00:40:09
4655,4398.0,128,2.0,2025-08-24 13:11:05
9214,2191.0,110,1.0,2025-03-11 16:18:28
3133,4265.0,73,1.0,2023-12-08 14:12:18
2914,3751.0,127,1.0,2024-02-16 12:33:39
6686,2314.0,73,1.0,2024-02-08 13:50:12
