Id;QuizId;StudentId;AttemptNumber;StartedAt;SubmittedAt;Score;MaxScore;ScorePercent;Status;IsGraded;GradedById;GradedAt;TimeSpentSeconds
710;1916;1375;1;2024-03-16 01:23:25;2024-03-16 01:26:29;;20;;InProgress;0;;;184.0
296;1508;59;2;2023-07-26 05:07:59;2023-07-26 05:33:33;3.6;50;7.2;Completed;0;;;1534.0
4794;1665;4941;2;2024-11-30 22:52:15;2024-11-30 23:43:13;;10;;InProgress;0;9.0;2024-12-01 18:43:13;
1888;1732;2943;3;2025-11-03 17:24:46;2025-11-03 17:38:11;-4.3;-5;86.0;Completed;1;4.0;;
1289;1189;1587;1;2024-03-24 23:13:52;2024-03-24 23:33:31;21.3;25;85.2;Completed;1;15.0;;
9899;1656;666;2;2024-08-06 03:50:08;2024-08-06 04:53:25;2.8;10;28.0;Completed;1;5.0;;3797.0
9230;1201;2743;1;2024-02-25 13:06:16;2024-02-25 13:28:13;;100;;InProgress;0;2.0;2024-02-25 22:28:13;1317.0
3976;1564;259;1;2024-03-17 07:44:49;2024-03-17 08:01:36;6.7;10;67.0;Completed;0;15.0;2024-03-18 12:01:36;1007.0
8338;1675;1380;1;2022-06-22 22:25:04;2022-06-22 22:27:13;;25;;InProgress;0;;2022-06-24 12:27:13;129.0
10717;726;1786;2;2022-12-19 14:55:29;2022-12-19 15:08:52;7.7;20;38.5;Completed;1;13.0;2022-12-21 11:08:52;803.0
7107;1685;2116;1;2024-02-11 06:50:42;;;10;;InProgress;0;;;1897.0
8600;909;1809;1;2024-04-01 13:36:00;2024-04-01 13:53:03;70.6;100;70.6;Completed;1;;;1023.0
10731;510;3870;2;2025-09-07 18:30:23;2025-09-07 18:44:15;13.7;50;27.4;Completed;1;10.0;2025-09-08 12:44:15;832.0
735;1095;1264;1;2024-09-28 13:07:59;2024-09-28 13:14:47;46.9;50;93.8;Completed;0;7.0;2024-09-29 00:14:47;408.0
10695;1869;788;1;2022-11-29 05:35:32;2022-11-29 05:54:53;;100;;InProgress;0;;2022-11-30 22:54:53;1161.0
11011;1858;2769;1;2025-05-24 21:11:41;2025-05-24 21:19:48;18.3;50;36.6;Completed;0;5.0;2025-05-25 16:19:48;487.0
9028;176;78;1;2022-07-03 21:59:05;2022-07-03 22:08:34;9.9;10;99.0;Completed;1;7.0;;569.0
9683;2056;3918;1;2024-11-28 04:17:06;;;100;;InProgress;0;;;358.0
1291;595;2405;1;2023-12-10 12:09:52;;;100;;InProgress;0;10.0;;2096.0
9658;595;110;1;2025-09-14 08:08:55;2025-09-14 08:30:44;73.3;100;73.3;Completed;1;10.0;;1309.0
7632;1042;3980;3;2024-10-05 15:05:15;2024-10-05 15:18:49;;20;;InProgress;0;1.0;;814.0
3747;410;664;2;2023-09-23 23:25:44;2023-09-23 23:53:11;;20;;InProgress;0;15.0;2023-09-24 11:53:11;1647.0
2013;1912;3239;1;2023-06-16 18:34:15;2023-06-16 19:02:25;6.1;100;6.1;Completed;1;;;1690.0
5343;1503;877;1;2024-09-27 23:56:54;2024-09-28 00:41:53;3.4;10;34.0;Completed;1;5.0;2024-09-29 03:41:53;2699.0
2304;887;2015;2;2025-10-27 17:19:49;2025-10-27 18:00:38;12.4;20;62.0;Completed;1;15.0;;2449.0
8667;1151;4105;2;2023-04-13 22:44:41;2023-04-13 22:53:57;5.2;25;20.8;Completed;1;;2023-04-15 15:53:57;556.0
6320;518;441;2;2023-10-05 08:08:07;2023-10-05 08:09:48;17.4;25;69.6;Completed;1;15.0;2023-10-05 16:09:48;101.0
2174;1999;952;2;2023-09-27 22:24:36;2023-09-27 22:28:33;9.1;10;91.0;Completed;0;7.0;2023-09-28 13:28:33;237.0
10488;222;907;1;2023-03-22 14:32:29;2023-03-22 14:45:37;1.6;50;3.2;Completed;1;;2023-03-23 20:45:37;788.0
9570;1505;2625;1;2022-10-19 15:03:58;2022-10-19 15:12:22;94.2;100;94.2;Completed;1;;;504.0
6200;122;1506;1;2022-07-17 10:36:29;2022-07-17 10:51:48;1.0;25;4.0;Completed;1;2.0;2022-07-19 10:51:48;919.0
3700;1570;1561;2;2024-04-21 19:31:08;2024-04-21 19:52:30;94.8;100;94.8;Completed;0;;;1282.0
2825;53;1562;1;2024-12-15 08:07:57;2024-12-15 09:22:30;;20;;Abandoned;0;1.0;2024-12-16 05:22:30;
11017;789;2769;1;2023-07-29 04:55:20;2023-07-29 05:50:08;;50;;InProgress;0;;;3288.0
2204;2141;3156;1;2024-07-24 12:28:57;2024-07-24 13:03:25;7.3;10;73.0;Completed;0;10.0;2024-07-25 07:03:25;2068.0
5253;986;1971;1;2024-05-02 02:51:42;2024-05-02 02:54:39;13.2;25;52.8;Completed;0;;;177.0
3066;43;2981;2;2024-08-21 15:19:21;2024-08-21 15:23:00;;100;;InProgress;0;11.0;2024-08-22 10:23:00;219.0
1820;1739;2740;1;2024-01-03 23:29:21;2024-01-03 23:58:16;23.6;25;94.4;Completed;1;10.0;2024-01-04 21:58:16;1735.0
6802;817;4413;1;2023-03-06 19:06:15;2023-03-06 19:40:17;;50;;InProgress;0;3.0;;2042.0
5574;682;4707;1;2025-11-16 18:07:40;2025-11-16 18:26:04;;20;;InProgress;0;3.0;2025-11-17 15:26:04;1104.0
9415;1890;3940;2;2025-11-23 10:41:54;2025-11-23 10:55:17;8.8;50;17.6;Completed;1;5.0;2025-11-25 06:55:17;803.0
6887;1659;1581;1;2022-09-03 12:36:53;2022-09-03 12:42:26;;25;;InProgress;0;;2022-09-04 11:42:26;333.0
8085;1151;2369;1;2024-06-28 17:18:32;2024-06-28 17:35:03;12.0;25;48.0;Completed;1;10.0;;991.0
5669;1188;591;1;2025-12-03 08:58:20;2025-12-03 09:22:34;;20;;InProgress;0;;2025-12-04 13:22:34;1454.0
4033;1732;923;3;2023-08-18 17:28:30;2023-08-18 17:42:43;;-5;;Abandoned;0;7.0;2023-08-19 14:42:43;853.0
7179;1675;4053;1;2022-08-01 00:55:58;2022-08-01 01:34:47;;25;;InProgress;0;9.0;2022-08-02 09:34:47;2329.0
2693;1916;719;3;2023-10-20 06:40:18;2023-10-20 06:49:48;4.4;20;22.0;Completed;1;;2023-10-20 08:49:48;570.0
500;1008;3836;1;2023-11-10 08:21:06;2023-11-10 08:45:11;;10;;InProgress;0;;2023-11-12 07:45:11;1445.0
7606;328;3963;1;2022-07-13 17:32:00;2022-07-13 17:42:52;;20;;InProgress;0;12.0;2022-07-15 05:42:52;652.0
7904;350;361;2;2022-09-01 18:17:20;2022-09-01 18:36:03;8.2;10;82.0;Completed;0;12.0;;1123.0
10039;863;4373;3;2025-02-11 10:24:34;2025-02-11 10:37:29;8.3;25;33.2;Completed;1;3.0;;775.0
1028;773;2365;3;2023-11-12 18:46:36;2023-11-12 19:07:14;265.3;999;26.6;Completed;1;9.0;;1238.0
7451;32;2064;2;2022-10-28 10:26:27;2022-10-28 11:12:00;10.3;50;20.6;Completed;0;5.0;;
6304;549;224;1;2023-07-09 15:38:19;2023-07-09 16:00:49;3.9;10;39.0;Completed;1;;;1350.0
3355;576;32;1;2023-06-14 22:31:59;2023-06-14 22:57:10;9.2;25;36.8;Completed;0;;2023-06-16 13:57:10;1511.0
5267;745;3955;1;2024-08-02 23:35:07;2024-08-02 23:39:14;;10;;InProgress;0;;2024-08-03 07:39:14;247.0
10483;1675;907;1;2024-12-03 20:56:03;2024-12-03 21:31:16;19.4;25;77.6;Completed;1;14.0;;2113.0
8102;1118;4093;2;2022-09-11 17:37:32;2022-09-11 17:41:01;;100;;InProgress;0;12.0;2022-09-13 10:41:01;209.0
2344;1115;2005;1;2025-10-07 22:44:07;2025-10-07 23:07:20;;10;;Abandoned;0;7.0;;1393.0
5133;999;1307;1;2026-01-13 00:28:05;;;10;;InProgress;0;;;653.0
5265;389;3955;2;2025-05-07 20:39:06;2025-05-07 21:24:22;5.6;100;5.6;Completed;0;;2025-05-09 00:24:22;
10485;1503;907;1;2022-09-27 03:57:57;2022-09-27 04:06:35;4.8;10;48.0;Completed;1;11.0;;518.0
6485;1705;2126;1;2025-07-27 05:20:48;2025-07-27 05:29:00;;50;;Abandoned;0;;2025-07-27 10:29:00;492.0
2882;518;3108;1;2023-03-10 07:49:16;2023-03-10 08:14:53;;25;;Abandoned;0;;2023-03-11 17:14:53;1537.0
901;1772;3068;1;2022-06-18 17:00:41;2022-06-18 17:15:34;15.3;20;76.5;Completed;1;;;893.0
8760;1021;1533;1;2024-04-26 23:31:39;2024-04-27 00:36:57;;20;;Abandoned;0;10.0;;3918.0
2688;1151;1728;2;2023-11-12 16:34:49;2023-11-12 16:42:32;19.0;25;76.0;Completed;1;;2023-11-13 12:42:32;463.0
5915;32;3055;1;2023-02-09 13:58:39;2023-02-09 15:02:17;42.7;50;85.4;Completed;1;6.0;2023-02-11 14:02:17;3818.0
622;909;4926;1;2025-03-07 01:40:23;2025-03-07 01:45:13;4.9;100;4.9;Completed;1;5.0;2025-03-07 08:45:13;290.0
3561;1925;3161;2;2023-09-21 22:35:50;2023-09-21 22:54:28;;10;;Abandoned;0;6.0;2023-09-23 13:54:28;1118.0
6139;2155;2658;2;2022-12-17 14:48:19;2022-12-17 14:55:45;;100;;InProgress;0;;;446.0
4247;435;4103;2;2022-07-11 12:18:22;2022-07-11 13:14:27;;10;;Abandoned;0;4.0;2022-07-13 12:14:27;3365.0
7349;1677;1888;1;2024-01-19 03:03:56;2024-01-19 03:26:27;5.1;10;51.0;Completed;1;15.0;2024-01-20 04:26:27;1351.0
1661;1659;2880;1;2023-07-04 14:00:16;2023-07-04 14:15:03;;25;;Abandoned;0;7.0;;887.0
350;1789;2849;1;2025-08-10 10:44:28;2025-08-10 11:14:22;;10;;Abandoned;0;12.0;2025-08-11 02:14:22;1794.0
9800;32;806;1;2022-07-29 14:47:40;2022-07-29 16:05:48;;50;;Abandoned;0;14.0;;
3608;1912;4888;1;2024-01-01 21:56:55;2024-01-01 22:06:34;80.6;100;80.6;Completed;1;;2024-01-03 18:06:34;579.0
6827;1175;3415;1;2022-10-20 05:18:00;2022-10-20 05:42:05;;20;;Abandoned;0;;;1445.0
6278;524;2497;1;2024-06-15 06:14:20;2024-06-15 06:16:50;6.4;10;64.0;Completed;1;4.0;;150.0
1862;1719;519;1;2023-08-28 18:39:44;2023-08-28 19:06:52;;50;;InProgress;0;12.0;;1628.0
65;518;3841;2;2022-11-06 11:02:44;2022-11-06 11:06:35;;25;;Abandoned;0;6.0;2022-11-07 13:06:35;231.0
2851;1732;744;2;2025-11-17 20:11:50;2025-11-17 20:45:39;-1.2;-5;24.0;Completed;0;13.0;;2029.0
2997;1938;407;2;2022-12-01 16:52:42;2022-12-01 17:08:21;9.3;10;93.0;Completed;0;2.0;;939.0
4975;1984;2931;1;2024-06-09 07:56:59;2024-06-09 08:21:45;17.1;25;68.4;Completed;1;11.0;;1486.0
3676;87;730;2;2023-01-18 12:38:32;2023-01-18 12:49:05;;25;;Abandoned;0;7.0;;633.0
1281;1932;1587;1;2024-07-15 06:05:25;2024-07-15 06:13:59;42.3;50;84.6;Completed;1;;2024-07-15 09:13:59;514.0
6737;1828;1256;1;2023-06-20 02:25:43;2023-06-20 03:27:21;;100;;Abandoned;0;;2023-06-20 12:27:21;3698.0
4246;435;4103;1;2024-04-19 05:12:50;2024-04-19 05:51:22;;10;;Abandoned;0;2.0;2024-04-19 10:51:22;2312.0
2910;595;1942;3;2024-12-01 10:37:28;2024-12-01 10:45:36;;100;;Abandoned;0;;;488.0
4713;1890;4167;1;2023-06-11 03:05:31;2023-06-11 03:07:50;;50;;Abandoned;0;;;139.0
7681;726;4440;1;2023-01-27 17:20:07;2023-01-27 17:38:46;5.9;20;29.5;Completed;1;10.0;2023-01-28 16:38:46;1119.0
4363;1885;1222;2;2022-11-01 20:24:20;2022-11-01 20:32:14;87.5;100;87.5;Completed;0;9.0;2022-11-03 19:32:14;474.0
780;2212;3948;1;2025-04-28 22:19:21;2025-04-28 22:34:46;-0.3;-5;6.0;Completed;0;5.0;;925.0
8156;1546;4377;1;2023-04-07 21:31:31;2023-04-07 22:07:56;7.7;10;77.0;Completed;0;11.0;;2185.0
2967;296;4464;2;2024-12-22 22:37:35;2024-12-22 22:39:25;44.7;100;44.7;Completed;1;11.0;2024-12-23 21:39:25;110.0
7110;1999;2466;1;2024-07-09 00:25:18;;;10;;InProgress;0;13.0;;795.0
6095;871;2814;1;2024-03-10 22:51:54;2024-03-10 23:56:16;58.2;100;58.2;Completed;1;2.0;2024-03-12 09:56:16;3862.0
6854;181;4051;1;2024-03-26 18:03:24;2024-03-26 18:11:35;143.4;999;14.4;Completed;1;13.0;2024-03-27 16:11:35;491.0
2384;286;1557;1;2022-06-04 21:05:15;2022-06-04 21:25:41;77.1;100;77.1;Completed;1;;2022-06-05 23:25:41;1226.0
1398;1811;4333;2;2023-03-20 15:43:03;2023-03-20 15:51:16;6.0;20;30.0;Completed;1;11.0;;493.0
5508;176;4761;1;2024-04-11 11:21:52;2024-04-11 11:54:11;8.7;10;87.0;Completed;1;7.0;;1939.0
8803;2212;3504;2;2023-06-04 10:43:23;2023-06-04 10:53:22;-4.2;-5;84.0;Completed;1;13.0;;599.0
3232;1656;4639;2;2022-11-27 13:38:46;2022-11-27 14:19:31;2.9;10;29.0;Completed;0;4.0;2022-11-28 06:19:31;2445.0
3306;1142;2289;1;2024-01-31 05:52:10;2024-01-31 06:08:08;17.6;20;88.0;Completed;0;;2024-02-01 23:08:08;958.0
3985;181;2055;1;2022-07-21 11:40:24;2022-07-21 12:12:36;;999;;Abandoned;0;12.0;;1932.0
4257;789;3477;2;2025-06-08 04:54:08;2025-06-08 05:23:55;5.0;50;10.0;Completed;1;;;1787.0
95;939;4763;2;2025-02-12 06:40:54;2025-02-12 07:14:24;;10;;Abandoned;0;11.0;;2010.0
10223;1089;614;1;2023-07-29 20:46:07;2023-07-29 21:01:54;13.3;25;53.2;Completed;0;12.0;;947.0
7974;1499;3703;2;2023-01-30 22:32:11;2023-01-30 22:35:50;;25;;InProgress;0;15.0;2023-01-31 01:35:50;219.0
6135;11;2658;2;2024-05-02 01:31:28;2024-05-02 01:39:09;;50;;Abandoned;0;;;461.0
459;888;913;1;2023-01-11 04:36:53;2023-01-11 04:50:00;9.4;10;94.0;Completed;0;11.0;;787.0
10774;1118;2345;1;2024-08-25 18:17:18;2024-08-25 18:36:11;;100;;Abandoned;0;7.0;2024-08-26 00:36:11;1133.0
2892;1936;3936;1;2025-01-25 09:25:37;2025-01-25 09:48:04;;25;;Abandoned;0;1.0;2025-01-26 07:48:04;1347.0
5564;411;3724;1;2024-10-24 17:25:50;2024-10-24 17:45:46;;20;;Abandoned;0;;2024-10-26 00:45:46;1196.0
680;1070;1034;3;2022-07-27 03:57:51;2022-07-27 04:12:29;1.8;25;7.2;Completed;1;10.0;;878.0
7158;1201;758;2;2022-10-16 14:37:54;2022-10-16 14:48:04;;100;;Abandoned;0;10.0;2022-10-17 04:48:04;610.0
8494;1239;2686;1;2023-07-01 10:15:20;2023-07-01 10:33:12;98.1;100;98.1;Completed;1;;;1072.0
4132;286;2010;2;2025-09-06 20:22:50;2025-09-06 21:30:53;;100;;InProgress;0;15.0;;4083.0
7688;887;4440;1;2022-12-12 00:32:12;2022-12-12 00:57:21;10.9;20;54.5;Completed;0;;2022-12-13 13:57:21;1509.0
3276;632;1852;1;2024-01-27 13:05:25;2024-01-27 13:11:10;;10;;Abandoned;0;13.0;2024-01-29 08:11:10;345.0
9736;934;2313;1;2023-11-17 22:37:48;2023-11-17 22:54:06;;50;;Abandoned;0;;2023-11-18 17:54:06;978.0
10520;1151;3658;2;2024-09-02 10:48:33;2024-09-02 11:00:49;;25;;Abandoned;0;;2024-09-04 06:00:49;736.0
3592;1564;2414;1;2023-11-06 07:02:27;2023-11-06 07:04:50;4.6;10;46.0;Completed;1;;;143.0
4434;636;935;2;2022-06-11 14:37:41;;;10;;InProgress;0;8.0;;2376.0
6258;1659;2274;2;2023-04-11 21:17:11;2023-04-11 21:36:18;;25;;InProgress;0;8.0;;1147.0
9596;802;3211;1;2023-12-17 05:39:00;2023-12-17 05:40:03;;25;;Abandoned;0;;2023-12-18 16:40:03;63.0
76;535;902;1;2024-11-17 17:01:28;2024-11-17 17:04:21;;25;;Abandoned;0;;2024-11-19 11:04:21;173.0
11180;878;1471;2;2025-04-10 20:44:48;2025-04-10 21:45:38;;50;;InProgress;0;10.0;;3650.0
10476;1008;1850;1;2022-09-30 14:41:28;2022-09-30 14:44:36;6.6;10;66.0;Completed;1;12.0;;188.0
7088;1570;4199;1;2024-05-16 02:11:41;2024-05-16 02:20:12;63.5;100;63.5;Completed;1;;2024-05-16 12:20:12;511.0
219;1189;3571;1;2025-01-21 14:00:22;2025-01-21 14:04:08;2.7;25;10.8;Completed;1;5.0;2025-01-22 16:04:08;226.0
5123;327;4790;1;2023-01-18 03:02:13;2023-01-18 03:33:46;10.6;25;42.4;Completed;1;11.0;2023-01-19 12:33:46;1893.0
10803;682;369;1;2023-08-17 16:09:28;2023-08-17 16:27:54;;20;;InProgress;0;;2023-08-19 04:27:54;1106.0
2387;518;1557;1;2022-07-21 00:38:12;2022-07-21 01:06:49;5.2;25;20.8;Completed;1;14.0;2022-07-21 20:06:49;
2742;1667;763;1;2025-11-12 08:24:31;2025-11-12 08:37:59;6.4;50;12.8;Completed;0;7.0;;808.0
3484;1912;4812;3;2024-01-14 10:59:27;2024-01-14 11:21:51;23.9;100;23.9;Completed;1;;2024-01-14 21:21:51;1344.0
883;1150;4261;2;2022-09-08 05:16:43;2022-09-08 05:31:54;48.4;50;96.8;Completed;0;13.0;;911.0
3421;1225;1695;1;2026-01-21 02:39:16;2026-01-21 02:47:59;;100;;InProgress;0;;;523.0
8068;143;4809;1;2024-05-17 13:29:56;2024-05-17 13:56:03;;50;;Abandoned;0;13.0;2024-05-18 21:56:03;1567.0
3977;43;259;1;2025-10-03 04:54:05;;;100;;InProgress;0;14.0;;1399.0
3075;1685;1361;1;2024-01-10 18:08:12;2024-01-10 18:54:48;0.4;10;4.0;Completed;0;4.0;2024-01-12 07:54:48;2796.0
189;1042;3882;2;2024-12-24 00:48:40;2024-12-24 01:20:14;1.8;20;9.0;Completed;0;;;1894.0
4057;1264;1493;2;2022-09-25 22:47:57;2022-09-25 23:25:50;8.2;10;82.0;Completed;0;11.0;;2273.0
3530;1590;4972;2;2023-05-17 18:49:39;2023-05-17 19:31:25;7.6;20;38.0;Completed;1;13.0;;2506.0
1607;1841;2067;2;2024-12-31 10:38:56;2024-12-31 10:53:25;;50;;Abandoned;0;2.0;2025-01-01 02:53:25;869.0
1303;1858;541;1;2023-07-15 11:16:22;2023-07-15 11:30:05;47.5;50;95.0;Completed;0;8.0;2023-07-16 17:30:05;823.0
1190;1225;1362;1;2024-05-22 18:15:48;;;100;;InProgress;0;5.0;;2631.0
10824;1925;3568;1;2025-08-13 08:13:28;;;10;;InProgress;0;2.0;;632.0
7838;1546;3717;2;2024-04-10 10:34:23;2024-04-10 11:09:09;7.5;10;75.0;Completed;1;;2024-04-10 13:09:09;2086.0
9551;32;4830;1;2023-03-26 15:49:06;2023-03-26 16:00:32;24.7;50;49.4;Completed;1;4.0;2023-03-28 12:00:32;686.0
5173;84;1206;1;2024-02-29 14:32:17;2024-02-29 15:06:58;;50;;Abandoned;0;2.0;;
11009;1999;2769;2;2025-12-26 22:38:10;2025-12-26 23:01:22;;10;;InProgress;0;3.0;2025-12-28 02:01:22;1392.0
9295;1289;4842;3;2025-07-28 08:39:51;2025-07-28 09:46:53;31.0;25;124.0;Completed;1;;;4022.0
8777;1503;1574;2;2023-05-11 17:18:09;2023-05-11 17:40:49;;10;;InProgress;0;11.0;2023-05-12 16:40:49;1360.0
9914;623;3509;1;2023-02-23 01:01:27;2023-02-23 01:17:50;0.5;25;2.0;Completed;1;8.0;2023-02-23 06:17:50;983.0
390;773;1494;2;2025-09-30 20:11:16;2025-09-30 20:30:05;608.7;999;60.9;Completed;0;;;1129.0
8374;1264;328;3;2023-03-08 05:52:06;2023-03-08 06:29:45;5.1;10;51.0;Completed;1;1.0;;2259.0
10872;1638;906;1;2023-06-05 20:12:21;2023-06-05 21:08:48;;-5;;Abandoned;0;;2023-06-06 05:08:48;3387.0
9891;905;2484;1;2023-11-12 02:48:36;2023-11-12 02:50:27;;10;;Abandoned;0;2.0;2023-11-12 20:50:27;111.0
6133;623;2958;1;2023-02-03 20:54:56;2023-02-03 21:10:57;;25;;InProgress;0;15.0;2023-02-05 03:10:57;961.0
2526;2140;4101;2;2023-04-21 14:25:15;2023-04-21 14:41:58;;10;;Abandoned;0;;;1003.0
6307;141;1234;1;2022-10-27 13:43:56;2022-10-27 14:40:35;;25;;InProgress;0;;;3399.0
1895;982;1659;2;2025-07-17 23:18:10;2025-07-17 23:40:53;79.6;100;79.6;Completed;1;8.0;2025-07-18 02:40:53;1363.0
2465;2212;757;3;2023-12-05 09:37:19;2023-12-05 09:38:32;-1.7;-5;34.0;Completed;0;;2023-12-07 05:38:32;73.0
3024;1150;4038;2;2025-04-15 14:47:19;2025-04-15 15:03:14;16.8;50;33.6;Completed;1;;2025-04-17 15:03:14;955.0
5590;727;3448;1;2023-11-13 19:09:42;;;25;;InProgress;0;13.0;;2677.0
8042;1590;4999;2;2025-09-16 01:45:36;2025-09-16 02:33:04;18.1;20;90.5;Completed;1;7.0;2025-09-17 23:33:04;2848.0
3991;939;2055;3;2025-11-20 22:54:11;2025-11-21 00:19:08;;10;;InProgress;0;12.0;2025-11-22 06:19:08;5097.0
4373;1314;2052;1;2025-05-29 18:56:18;2025-05-29 19:31:31;3.0;50;6.0;Completed;1;12.0;2025-05-30 08:31:31;2113.0
9447;296;2900;2;2023-04-09 06:58:28;2023-04-09 07:01:01;19.9;100;19.9;Completed;1;;2023-04-10 16:01:01;153.0
4915;1858;227;1;2023-06-13 11:00:26;2023-06-13 11:10:49;;50;;InProgress;0;8.0;2023-06-13 13:10:49;623.0
4959;802;4502;1;2023-08-28 09:48:17;2023-08-28 10:02:18;6.6;25;26.4;Completed;0;11.0;;841.0
4449;745;4679;1;2025-08-16 01:23:26;2025-08-16 01:35:48;;10;;Abandoned;0;10.0;;742.0
725;934;211;1;2025-03-19 12:36:44;;;50;;InProgress;0;;;184.0
2958;143;1398;1;2024-02-13 04:26:14;2024-02-13 05:08:00;;50;;InProgress;0;;2024-02-14 21:08:00;2506.0
6952;1891;553;2;2024-09-01 06:34:13;2024-09-01 06:41:33;15.0;25;60.0;Completed;1;;;440.0
3762;1079;2413;2;2023-10-04 22:16:55;2023-10-04 22:50:41;;10;;Abandoned;0;;;2026.0
3614;1916;3237;2;2025-10-08 10:44:46;2025-10-08 10:59:55;12.7;20;63.5;Completed;1;;2025-10-09 06:59:55;909.0
9218;773;2779;3;2022-10-30 11:28:31;2022-10-30 11:33:28;846.1;999;84.7;Completed;1;;;297.0
5043;1217;1950;1;2023-03-21 00:21:47;2023-03-21 01:55:30;;25;;Abandoned;0;;;5623.0
7313;311;236;2;2023-09-03 02:29:36;2023-09-03 02:55:35;3.9;10;39.0;Completed;0;15.0;;1559.0
9371;419;837;1;2025-05-11 02:39:19;2025-05-11 03:56:02;;25;;Abandoned;0;8.0;;
6543;296;2389;2;2022-08-29 01:53:51;2022-08-29 02:18:43;39.0;100;39.0;Completed;1;;;1492.0
6087;1021;2796;1;2025-05-05 20:21:25;2025-05-05 21:52:48;;20;;InProgress;0;;2025-05-07 02:52:48;5483.0
7615;560;2130;1;2025-04-30 04:33:24;2025-04-30 05:51:20;;100;;InProgress;0;5.0;2025-04-30 17:51:20;4676.0
6529;1015;2389;1;2024-05-01 15:54:53;2024-05-01 16:22:32;;25;;Abandoned;0;11.0;2024-05-03 15:22:32;1659.0
9097;1890;461;1;2023-03-07 01:38:24;2023-03-07 01:44:45;36.6;50;73.2;Completed;1;;2023-03-08 16:44:45;381.0
9790;1667;1456;1;2025-08-29 13:13:55;2025-08-29 13:31:28;;50;;Abandoned;0;10.0;;1053.0
1016;1514;3682;1;2024-11-20 19:05:42;2024-11-20 19:07:43;14.2;25;56.8;Completed;0;5.0;;121.0
5348;1978;342;1;2024-02-01 03:03:53;2024-02-01 03:12:50;;20;;InProgress;0;;2024-02-02 18:12:50;537.0
10343;1719;3777;1;2023-09-18 11:32:38;2023-09-18 12:02:28;;50;;Abandoned;0;8.0;;1790.0
8915;1656;2716;3;2025-09-03 16:38:58;2025-09-03 16:52:58;0.2;10;2.0;Completed;0;;2025-09-04 14:52:58;840.0
4046;1079;3899;2;2024-05-16 15:38:33;2024-05-16 15:43:22;;10;;InProgress;0;5.0;2024-05-18 08:43:22;289.0
3522;1190;3220;2;2026-01-02 04:10:45;2026-01-02 04:15:21;0.1;10;1.0;Completed;0;7.0;;276.0
2505;286;1373;3;2023-09-21 11:18:43;2023-09-21 12:02:17;112.0;100;112.0;Completed;1;;;2614.0
2601;817;2539;1;2024-03-12 11:02:55;2024-03-12 11:14:12;;50;;Abandoned;0;3.0;;677.0
8396;1732;4596;1;2023-04-01 11:38:51;2023-04-01 12:05:01;;-5;;Abandoned;0;9.0;2023-04-02 17:05:01;1570.0
7353;518;1888;1;2026-01-16 14:29:03;2026-01-16 14:38:25;15.4;25;61.6;Completed;1;;2026-01-17 01:38:25;562.0
10414;1499;2675;2;2024-04-30 18:44:59;2024-04-30 18:46:24;1.2;25;4.8;Completed;0;5.0;2024-04-30 20:46:24;85.0
7247;32;4787;2;2023-09-14 06:53:48;2023-09-14 08:28:09;27.2;50;54.4;Completed;1;;;5661.0
9303;21;4405;1;2023-12-07 11:48:35;2023-12-07 11:54:40;90.0;100;90.0;Completed;0;;2023-12-08 15:54:40;365.0
4486;773;3552;1;2024-01-26 20:35:08;2024-01-26 20:48:05;658.7;999;65.9;Completed;1;;;777.0
11108;893;9342;1;2024-05-01 00:00:00;;;20;;InProgress;0;;;
1383;1189;4292;1;2022-09-10 14:55:40;2022-09-10 15:15:12;17.3;25;69.2;Completed;1;;2022-09-11 01:15:12;1172.0
8449;122;2108;1;2025-07-11 03:02:22;;;25;;InProgress;0;;;1199.0
8901;1070;4353;1;2025-01-03 14:38:09;2025-01-03 14:41:03;18.9;25;75.6;Completed;1;;;174.0
1995;726;4904;3;2025-07-21 16:22:30;2025-07-21 16:34:58;;20;;InProgress;0;;2025-07-22 04:34:58;
10057;1500;2347;1;2023-01-03 09:43:12;2023-01-03 10:09:29;16.2;50;32.4;Completed;1;4.0;2023-01-04 16:09:29;1577.0
2944;1570;121;2;2025-08-25 13:04:49;2025-08-25 13:09:00;;100;;InProgress;0;15.0;2025-08-26 17:09:00;251.0
3634;632;1633;2;2023-08-02 05:23:08;2023-08-02 05:30:47;5.4;10;54.0;Completed;1;6.0;;459.0
5507;1667;4761;1;2024-10-03 21:38:16;2024-10-03 21:49:42;48.6;50;97.2;Completed;0;;2024-10-05 06:49:42;686.0
10906;1925;2176;1;2023-02-25 19:53:35;2023-02-25 20:09:07;2.7;10;27.0;Completed;0;;;932.0
6972;888;1622;2;2024-10-19 04:15:58;2024-10-19 04:40:37;1.1;10;11.0;Completed;1;;;1479.0
10333;1118;1677;2;2023-04-27 15:31:48;2023-04-27 15:51:54;;100;;InProgress;0;9.0;2023-04-27 18:51:54;1206.0
7622;1264;4089;2;2024-01-24 07:14:27;2024-01-24 07:54:05;4.5;10;45.0;Completed;0;13.0;2024-01-26 01:54:05;2378.0
9875;1080;2607;1;2024-12-13 10:05:34;2024-12-13 10:36:55;4.1;100;4.1;Completed;1;;2024-12-13 15:36:55;1881.0
9831;1675;813;1;2023-06-27 04:18:48;2023-06-27 04:59:40;3.1;25;12.4;Completed;1;13.0;;2452.0
