Id,StudentProfileId,CourseId,EnrolledById,EnrollmentDate,EnrollmentDate_Year,EnrollmentDate_Month,EnrollmentDate_Weekday,DaysSinceEnrollment,CreditHours,DepartmentId,IsArchived,TotalCreditLoad,DepartmentName
4367,1963,69,1,2023-09-30 15:11:25,2023,9,5,896,3,1,True,8,Computer Science
4517,3187,79,-1,2025-06-15 10:51:39,2025,6,6,272,3,1,False,11,Computer Science
1216,4156,9,3,2023-09-30 23:05:51,2023,9,5,896,6,2,False,10,Artificial Intelligence
6116,2831,164,1,2025-11-05 19:22:38,2025,11,2,129,4,2,False,4,Artificial Intelligence
2274,1451,99,2,2025-03-15 01:33:58,2025,3,5,364,3,3,True,7,Cyber Security
7926,533,85,3,2026-01-08 06:03:54,2026,1,3,65,1,2,False,4,Artificial Intelligence
51,3080,4,2,2024-07-22 14:47:53,2024,7,0,600,2,2,True,49,Artificial Intelligence
8581,4045,24,1,2025-10-25 17:44:05,2025,10,5,140,3,2,True,7,Artificial Intelligence
401,2698,157,3,2022-10-30 00:46:25,2022,10,6,1231,2,3,True,37,Cyber Security
6644,3078,85,2,2025-05-02 21:55:12,2025,5,4,316,1,2,False,6,Artificial Intelligence
30,3802,3,2,2024-02-11 02:41:45,2024,2,6,762,2,3,True,41,Cyber Security
3998,1704,86,1,2025-06-13 21:27:29,2025,6,4,274,3,3,False,13,Cyber Security
378,892,23,3,2024-12-18 21:37:26,2024,12,2,451,4,1,True,29,Computer Science
1505,1466,52,3,2026-06-18 02:12:09,2026,6,3,0,3,1,False,4,Computer Science
5453,3766,124,2,2023-12-01 02:15:12,2023,12,4,834,3,2,False,11,Artificial Intelligence
1595,573,33,3,2023-06-03 06:50:38,2023,6,5,1015,4,1,True,4,Computer Science
6641,599,6,2,2025-01-06 20:27:20,2025,1,0,432,3,1,True,6,Computer Science
3617,3131,73,2,2024-04-26 22:51:31,2024,4,4,687,4,2,False,5,Artificial Intelligence
1379,981,192,3,2025-08-05 19:35:51,2025,8,1,221,3,2,False,19,Artificial Intelligence
2692,813,30,2,2022-08-11 12:56:30,2022,8,3,1311,4,2,False,4,Artificial Intelligence
1256,2570,50,1,2025-08-24 23:41:57,2025,8,6,201,2,2,False,10,Artificial Intelligence
6265,4207,74,2,2022-10-01 20:27:51,2022,10,5,1260,2,3,False,15,Cyber Security
429,4060,71,1,2025-04-03 21:00:35,2025,4,3,345,2,2,True,43,Artificial Intelligence
5047,3308,191,1,2024-01-14 18:06:11,2024,1,6,790,3,2,False,10,Artificial Intelligence
9080,1005,119,2,2024-06-11 23:06:34,2024,6,1,641,3,1,True,4,Computer Science
9050,423,189,1,2024-11-26 03:18:27,2024,11,1,473,3,2,False,11,Artificial Intelligence
1293,265,123,1,2025-04-29 10:55:55,2025,4,1,319,3,1,False,6,Computer Science
389,1519,128,2,2025-09-01 14:12:24,2025,9,0,194,4,2,False,39,Artificial Intelligence
6836,1028,76,1,2022-08-29 13:21:48,2022,8,0,1293,3,3,False,9,Cyber Security
8883,1487,146,3,2023-01-01 17:30:30,2023,1,6,1168,3,3,True,11,Cyber Security
7106,3815,96,3,2025-11-20 08:44:43,2025,11,3,114,4,1,False,11,Computer Science
3158,3900,22,3,2024-07-03 00:41:46,2024,7,2,619,4,1,True,12,Computer Science
3815,2360,56,3,2024-01-30 02:02:44,2024,1,1,774,4,1,False,14,Computer Science
6820,4217,72,1,2022-07-22 00:14:12,2022,7,4,1331,2,2,False,7,Artificial Intelligence
3452,3273,74,3,2022-11-16 18:54:59,2022,11,2,1214,2,3,False,6,Cyber Security
1240,3,183,2,2023-05-21 13:34:16,2023,5,6,1028,1,3,True,7,Cyber Security
2778,2464,73,3,2023-10-31 23:28:16,2023,10,1,864,4,2,False,13,Artificial Intelligence
9336,2433,74,3,2023-03-19 02:34:23,2023,3,6,1091,2,3,False,10,Cyber Security
3879,863,8,1,2024-12-25 01:15:39,2024,12,2,444,3,1,True,7,Computer Science
7409,2696,198,2,2025-07-12 05:40:26,2025,7,5,245,4,3,True,10,Cyber Security
6269,2477,171,3,2022-02-16 17:13:08,2022,2,2,1487,2,2,True,8,Artificial Intelligence
8379,3952,67,3,2023-02-17 04:00:22,2023,2,4,1121,3,1,False,13,Computer Science
5573,4689,51,-1,2026-03-06 02:56:43,2026,3,4,8,4,3,False,10,Cyber Security
3234,1458,77,2,2025-09-02 04:50:39,2025,9,1,193,2,1,True,7,Computer Science
1517,4362,16,3,2024-08-01 16:02:29,2024,8,3,590,3,2,True,10,Artificial Intelligence
7954,3445,33,1,2023-09-10 02:53:11,2023,9,6,916,4,1,True,9,Computer Science
3075,3507,87,1,2024-07-03 04:45:20,2024,7,2,619,2,1,False,8,Computer Science
9452,1013,118,2,2024-05-25 15:56:26,2024,5,5,658,2,1,False,2,Computer Science
5488,4323,84,2,2023-10-23 12:19:30,2023,10,0,873,1,2,True,12,Artificial Intelligence
4001,2052,8,1,2025-05-25 11:03:36,2025,5,6,293,3,1,True,7,Computer Science
40,1374,43,2,2025-05-24 02:35:33,2025,5,5,294,2,3,False,39,Cyber Security
8641,3118,57,3,2025-07-19 08:11:20,2025,7,5,238,3,1,True,6,Computer Science
2639,2924,49,-1,2024-01-27 10:10:34,2024,1,5,777,3,2,True,6,Artificial Intelligence
7918,4955,171,-1,2022-08-10 20:11:22,2022,8,2,1312,2,2,True,6,Artificial Intelligence
6692,2267,160,2,2025-09-24 09:44:40,2025,9,2,171,4,1,False,10,Computer Science
637,3545,43,2,2026-03-18 17:16:37,2026,3,2,0,2,3,False,9,Cyber Security
2788,2427,74,1,2022-08-19 01:27:05,2022,8,4,1303,2,3,False,4,Cyber Security
3161,4523,147,1,2026-02-09 05:10:34,2026,2,0,33,2,3,True,3,Cyber Security
9308,1597,170,1,2025-05-26 00:36:22,2025,5,0,292,4,1,True,12,Computer Science
1682,3984,12,3,2023-11-25 06:01:12,2023,11,5,840,4,1,True,4,Computer Science
6770,4800,136,-1,2026-03-08 01:43:17,2026,3,6,6,1,2,True,7,Artificial Intelligence
8445,2099,118,1,2023-10-24 10:03:03,2023,10,1,872,2,1,False,9,Computer Science
1066,4390,2,3,2026-01-24 20:08:29,2026,1,5,49,3,1,True,5,Computer Science
3194,4470,4,3,2024-04-13 05:36:22,2024,4,5,700,2,2,True,14,Artificial Intelligence
9612,2878,141,1,2024-09-04 01:10:40,2024,9,2,556,4,3,True,11,Cyber Security
2128,2005,194,2,2024-09-27 04:07:50,2024,9,4,533,2,3,False,13,Cyber Security
4067,3929,50,1,2025-04-06 07:52:19,2025,4,6,342,2,2,False,14,Artificial Intelligence
3392,547,88,1,2026-02-08 03:27:30,2026,2,6,34,4,2,True,4,Artificial Intelligence
7082,4694,12,2,2023-05-21 19:49:33,2023,5,6,1028,4,1,True,4,Computer Science
5768,2935,135,3,2024-11-09 16:29:25,2024,11,5,490,4,2,True,10,Artificial Intelligence
7214,1382,9,2,2023-06-29 03:27:16,2023,6,3,989,6,2,False,14,Artificial Intelligence
5154,4732,61,-1,2022-06-28 18:15:47,2022,6,1,1355,2,3,False,7,Cyber Security
9582,72,101,3,2026-05-05 00:28:06,2026,5,1,0,3,3,False,6,Cyber Security
1712,2030,24,3,2025-11-29 03:21:48,2025,11,5,105,3,2,True,13,Artificial Intelligence
6137,201,147,3,2025-07-24 14:11:54,2025,7,3,233,2,3,True,6,Cyber Security
2891,3112,101,2,2025-05-26 11:45:14,2025,5,0,292,3,3,False,11,Cyber Security
5466,1227,179,3,2024-07-20 21:49:45,2024,7,5,602,2,1,False,5,Computer Science
6987,2073,2,2,2025-02-28 10:31:42,2025,2,4,379,3,1,True,3,Computer Science
6165,3961,62,2,2026-01-22 19:19:18,2026,1,3,51,4,1,False,6,Computer Science
5739,3708,36,3,2025-02-05 04:08:49,2025,2,2,402,3,3,False,6,Cyber Security
7156,64,101,3,2025-07-11 22:10:39,2025,7,4,246,3,3,False,5,Cyber Security
7294,2500,16,2,2024-08-26 00:12:47,2024,8,0,565,3,2,True,9,Artificial Intelligence
3245,4203,157,2,2022-12-20 06:22:12,2022,12,1,1180,2,3,True,9,Cyber Security
4855,1072,127,3,2023-08-25 03:40:07,2023,8,4,932,2,1,False,11,Computer Science
5734,2279,160,-1,2026-01-19 10:43:56,2026,1,0,54,4,1,False,6,Computer Science
5955,4122,69,-1,2024-01-10 17:48:29,2024,1,2,794,3,1,True,7,Computer Science
4925,2246,2,1,2025-07-14 11:20:32,2025,7,0,243,3,1,True,10,Computer Science
9647,2083,119,1,2024-08-25 21:59:34,2024,8,6,566,3,1,True,8,Computer Science
2866,3322,101,2,2025-07-14 19:35:45,2025,7,0,243,3,3,False,39,Cyber Security
3608,6,124,3,2023-09-09 10:05:48,2023,9,5,917,3,2,False,3,Artificial Intelligence
9728,3882,92,1,2023-08-09 00:53:20,2023,8,2,948,4,2,False,7,Artificial Intelligence
81,142,62,2,2025-06-13 05:02:06,2025,6,4,274,4,1,False,29,Computer Science
3514,294,77,3,2025-12-08 14:23:37,2025,12,0,96,2,1,True,2,Computer Science
5947,3297,141,2,2024-08-13 02:05:44,2024,8,1,578,4,3,True,15,Cyber Security
2997,2540,5,3,2023-03-28 21:36:44,2023,3,1,1082,4,2,True,8,Artificial Intelligence
8786,2962,25,1,2023-07-08 01:38:38,2023,7,5,980,3,2,False,12,Artificial Intelligence
6722,1605,186,1,2025-07-11 04:01:22,2025,7,4,246,2,3,True,8,Cyber Security
3037,2199,52,2,2026-06-02 14:17:22,2026,6,1,0,3,1,False,10,Computer Science
5052,4780,92,3,2024-02-26 15:43:14,2024,2,0,747,4,2,False,9,Artificial Intelligence
8606,1692,192,2,2025-05-17 00:10:40,2025,5,5,301,3,2,False,13,Artificial Intelligence
8721,3704,59,3,2023-01-03 14:09:23,2023,1,1,1166,1,1,True,3,Computer Science
4233,2461,143,1,2025-07-27 03:46:46,2025,7,6,230,3,1,True,13,Computer Science
930,1726,92,1,2023-06-25 05:19:05,2023,6,6,993,4,2,False,6,Artificial Intelligence
5045,1642,166,3,2023-09-28 02:06:09,2023,9,3,898,1,2,True,26,Artificial Intelligence
6296,2302,127,1,2023-07-22 08:34:27,2023,7,5,966,2,1,False,9,Computer Science
9675,3935,84,2,2024-06-17 19:38:01,2024,6,0,635,1,2,True,5,Artificial Intelligence
6133,3558,168,3,2023-08-13 04:24:18,2023,8,6,944,2,3,True,9,Cyber Security
7298,3113,182,1,2025-02-12 15:22:41,2025,2,2,395,1,3,False,4,Cyber Security
6574,1490,156,1,2024-10-01 04:22:55,2024,10,1,529,4,3,True,4,Cyber Security
4778,2650,69,3,2023-08-29 20:29:28,2023,8,1,928,3,1,True,11,Computer Science
2426,1645,89,2,2023-09-02 04:11:56,2023,9,5,924,4,1,False,7,Computer Science
6405,4212,67,3,2022-12-23 12:26:50,2022,12,4,1177,3,1,False,19,Computer Science
1602,1917,65,3,2024-11-29 19:28:31,2024,11,4,470,4,2,True,4,Artificial Intelligence
2833,3127,58,2,2025-01-08 05:58:25,2025,1,2,430,2,3,True,10,Cyber Security
4104,3944,173,1,2022-04-29 15:18:24,2022,4,4,1415,1,3,False,1,Cyber Security
7654,767,69,1,2024-04-01 22:26:30,2024,4,0,712,3,1,True,4,Computer Science
8311,897,26,1,2022-09-08 07:08:03,2022,9,3,1283,6,1,False,12,Computer Science
9369,2581,200,3,2025-03-14 20:50:34,2025,3,4,365,4,3,True,5,Cyber Security
6937,544,56,3,2024-05-30 13:21:26,2024,5,3,653,4,1,False,6,Computer Science
1380,1104,168,-1,2023-11-22 05:48:55,2023,11,2,843,2,3,True,11,Cyber Security
6493,2117,99,3,2025-05-22 19:51:22,2025,5,3,296,3,3,True,15,Cyber Security
9639,2125,178,2,2024-06-21 00:59:11,2024,6,4,631,2,3,False,6,Cyber Security
7299,3147,75,1,2023-09-02 19:29:50,2023,9,5,924,1,3,False,14,Cyber Security
8195,2026,98,-1,2023-01-18 14:04:12,2023,1,2,1151,2,3,True,6,Cyber Security
3742,4161,110,1,2025-07-01 04:56:53,2025,7,1,256,2,2,True,2,Artificial Intelligence
9536,2431,180,3,2025-11-16 08:45:54,2025,11,6,118,2,2,True,3,Artificial Intelligence
1972,4658,167,2,2022-08-15 20:11:46,2022,8,0,1307,1,3,True,5,Cyber Security
6333,1760,48,2,2022-12-06 02:41:14,2022,12,1,1194,4,3,True,14,Cyber Security
7972,564,136,3,2026-02-26 23:43:57,2026,2,3,15,1,2,True,6,Artificial Intelligence
2437,721,93,3,2024-12-22 10:11:31,2024,12,6,447,3,1,False,10,Computer Science
1518,4553,26,1,2022-11-02 12:55:49,2022,11,2,1228,6,1,False,13,Computer Science
5736,1158,188,3,2024-08-29 17:46:59,2024,8,3,562,3,2,False,9,Artificial Intelligence
9574,1335,6,3,2025-06-02 11:55:54,2025,6,0,285,3,1,True,16,Computer Science
3812,2141,8,2,2025-03-28 07:54:21,2025,3,4,351,3,1,True,10,Computer Science
958,2782,56,2,2024-02-20 05:03:01,2024,2,1,753,4,1,False,10,Computer Science
7421,4633,20,2,2023-08-08 15:32:29,2023,8,1,949,6,1,True,10,Computer Science
1403,2510,67,2,2023-05-28 02:34:25,2023,5,6,1021,3,1,False,15,Computer Science
1231,4028,35,1,2026-03-26 15:42:38,2026,3,3,0,2,2,False,8,Artificial Intelligence
9854,3461,85,-1,2025-04-05 07:13:13,2025,4,5,343,1,2,False,8,Artificial Intelligence
9396,1520,141,3,2024-10-16 20:51:45,2024,10,2,514,4,3,True,12,Cyber Security
8612,2127,29,2,2025-09-07 07:36:23,2025,9,6,188,2,3,True,13,Cyber Security
306,1641,34,2,2025-03-07 07:15:25,2025,3,4,372,2,3,True,48,Cyber Security
6634,3308,84,3,2024-08-22 04:08:28,2024,8,3,569,1,2,True,10,Artificial Intelligence
4458,4917,30,2,2023-04-11 23:00:42,2023,4,1,1068,4,2,False,4,Artificial Intelligence
5720,3815,4,3,2024-07-09 15:22:58,2024,7,1,613,2,2,True,11,Artificial Intelligence
2004,1430,127,1,2024-04-20 09:03:30,2024,4,5,693,2,1,False,9,Computer Science
3324,1030,76,2,2022-11-11 04:06:47,2022,11,4,1219,3,3,False,9,Cyber Security
3765,4772,20,3,2023-09-05 19:34:18,2023,9,1,921,6,1,True,9,Computer Science
9720,2673,119,1,2024-07-10 13:50:20,2024,7,2,612,3,1,True,6,Computer Science
7840,120,5,1,2022-11-21 23:14:36,2022,11,0,1209,4,2,True,9,Artificial Intelligence
1478,4197,95,1,2025-09-24 01:50:34,2025,9,2,171,2,1,True,12,Computer Science
3437,2570,1,2,2025-01-22 23:52:03,2025,1,2,415,4,1,False,10,Computer Science
3136,3933,189,3,2024-05-08 16:35:00,2024,5,2,675,3,2,False,10,Artificial Intelligence
3349,3925,96,2,2025-08-13 03:05:44,2025,8,2,213,4,1,False,11,Computer Science
1102,2957,115,2,2023-06-26 00:16:03,2023,6,0,992,3,3,True,17,Cyber Security
10082,3684,133,1,2025-02-26 23:46:25,2025,2,2,380,4,2,False,50,Artificial Intelligence
9244,4456,108,2,2025-12-24 04:47:19,2025,12,2,80,2,1,True,5,Computer Science
1948,50,189,1,2024-10-28 22:32:05,2024,10,0,502,3,2,False,3,Artificial Intelligence
9653,4147,92,2,2023-10-02 01:22:18,2023,10,0,894,4,2,False,4,Artificial Intelligence
3850,3785,92,2,2024-04-16 22:03:58,2024,4,1,697,4,2,False,9,Artificial Intelligence
3344,2431,162,3,2025-12-03 20:04:49,2025,12,2,101,1,1,True,3,Computer Science
9813,4469,118,3,2023-11-02 21:40:54,2023,11,3,863,2,1,False,6,Computer Science
1791,4327,159,2,2025-10-07 14:32:19,2025,10,1,158,6,1,True,14,Computer Science
2112,1281,100,1,2025-05-13 19:42:12,2025,5,1,305,3,1,False,8,Computer Science
5837,2366,190,3,2024-07-02 13:55:34,2024,7,1,620,4,3,True,16,Cyber Security
5888,1620,52,2,2026-06-18 06:37:27,2026,6,3,0,3,1,False,7,Computer Science
4911,2121,118,2,2024-05-29 09:14:55,2024,5,2,654,2,1,False,16,Computer Science
1832,246,3,-1,2024-09-02 18:48:12,2024,9,0,558,2,3,True,9,Cyber Security
1327,4936,117,3,2022-04-25 18:23:49,2022,4,0,1419,2,2,True,6,Artificial Intelligence
9799,3861,11,-1,2023-09-12 01:14:24,2023,9,1,914,3,2,True,6,Artificial Intelligence
1233,805,140,2,2022-09-30 03:06:45,2022,9,4,1261,3,3,True,10,Cyber Security
7704,2107,32,1,2024-09-03 03:07:50,2024,9,1,557,3,2,False,9,Artificial Intelligence
6061,4429,32,1,2024-04-18 13:48:29,2024,4,3,695,3,2,False,13,Artificial Intelligence
8309,20,154,2,2025-02-21 09:15:07,2025,2,4,386,4,3,False,7,Cyber Security
4468,4486,147,1,2025-10-18 17:32:29,2025,10,5,147,2,3,True,2,Cyber Security
1942,2103,194,2,2025-02-01 16:11:54,2025,2,5,406,2,3,False,19,Cyber Security
4403,2624,89,3,2023-08-13 12:44:49,2023,8,6,944,4,1,False,9,Computer Science
914,4224,79,3,2025-02-14 20:24:09,2025,2,4,393,3,1,False,6,Computer Science
5291,194,57,2,2025-04-18 20:14:30,2025,4,4,330,3,1,True,3,Computer Science
865,4630,168,1,2023-01-12 00:39:48,2023,1,3,1157,2,3,True,8,Cyber Security
8661,1706,111,2,2025-04-04 06:59:20,2025,4,4,344,3,2,False,10,Artificial Intelligence
643,1168,64,-1,2025-10-08 22:37:33,2025,10,2,157,3,2,True,12,Artificial Intelligence
9384,4516,71,3,2025-01-03 10:51:13,2025,1,4,435,2,2,True,8,Artificial Intelligence
6705,2123,21,3,2026-01-04 13:49:17,2026,1,6,69,3,3,False,3,Cyber Security
9846,2100,64,2,2026-02-24 04:48:07,2026,2,1,18,3,2,True,9,Artificial Intelligence
4392,509,120,2,2023-12-24 02:33:01,2023,12,6,811,2,3,True,8,Cyber Security
6307,2766,160,-1,2025-07-25 23:20:09,2025,7,4,232,4,1,False,20,Computer Science
4580,1245,48,-1,2022-11-14 09:52:24,2022,11,0,1216,4,3,True,4,Cyber Security
6682,500,65,3,2025-09-10 06:49:03,2025,9,2,185,4,2,True,11,Artificial Intelligence
5203,3032,129,-1,2025-12-17 15:55:51,2025,12,2,87,4,1,False,14,Computer Science
950,1001,41,1,2025-07-17 09:13:58,2025,7,3,240,4,1,False,9,Computer Science
4337,1001,171,1,2022-10-19 13:03:20,2022,10,2,1242,2,2,True,9,Artificial Intelligence
4276,836,129,2,2025-10-06 20:23:53,2025,10,0,159,4,1,False,10,Computer Science
9446,4305,121,1,2025-04-07 02:42:50,2025,4,0,341,4,1,False,7,Computer Science
1784,3634,146,2,2022-08-05 06:09:31,2022,8,4,1317,3,3,True,6,Cyber Security
1471,1511,187,2,2023-10-15 08:51:14,2023,10,6,881,2,3,False,5,Cyber Security
4799,4572,164,2,2026-01-14 23:31:18,2026,1,2,58,4,2,False,7,Artificial Intelligence
4978,2694,29,-1,2025-08-04 13:23:06,2025,8,0,222,2,3,True,6,Cyber Security
9497,3360,169,2,2023-05-13 12:59:25,2023,5,5,1036,3,1,True,6,Computer Science
7088,2968,30,1,2022-07-12 15:47:09,2022,7,1,1341,4,2,False,20,Artificial Intelligence
4826,1959,26,2,2022-05-15 10:02:57,2022,5,6,1399,6,1,False,6,Computer Science
5815,747,71,3,2025-08-25 06:54:43,2025,8,0,201,2,2,True,8,Artificial Intelligence
4941,4615,48,2,2023-06-22 11:32:51,2023,6,3,996,4,3,True,8,Cyber Security
7699,2061,9,3,2023-08-01 11:20:10,2023,8,1,956,6,2,False,11,Artificial Intelligence
1083,4248,123,1,2025-03-28 07:20:22,2025,3,4,351,3,1,False,9,Computer Science
1044,4029,167,2,2022-07-12 18:45:57,2022,7,1,1341,1,3,True,19,Cyber Security
3455,437,197,2,2025-02-16 00:19:46,2025,2,6,391,2,2,False,3,Artificial Intelligence
8131,1992,88,2,2025-08-22 13:42:00,2025,8,4,204,4,2,True,10,Artificial Intelligence
2613,1219,157,3,2023-03-24 16:08:30,2023,3,4,1086,2,3,True,5,Cyber Security
541,1256,59,2,2022-11-06 02:56:28,2022,11,6,1224,1,1,True,48,Computer Science
6400,4860,118,2,2024-02-05 10:52:14,2024,2,0,768,2,1,False,12,Computer Science
8616,2069,29,2,2025-11-07 16:46:15,2025,11,4,127,2,3,True,18,Cyber Security
2060,1779,101,2,2025-12-09 07:18:56,2025,12,1,95,3,3,False,7,Cyber Security
5869,2243,28,1,2023-01-28 05:21:12,2023,1,5,1141,4,1,False,7,Computer Science
3773,976,119,2,2024-02-17 10:14:52,2024,2,5,756,3,1,True,9,Computer Science
2381,2855,160,1,2025-09-16 20:02:12,2025,9,1,179,4,1,False,12,Computer Science
7833,2777,168,1,2023-10-25 04:33:41,2023,10,2,871,2,3,True,10,Cyber Security
5982,4169,128,2,2025-12-22 07:03:54,2025,12,0,82,4,2,False,4,Artificial Intelligence
8735,2386,70,3,2023-04-16 00:45:36,2023,4,6,1063,2,3,True,8,Cyber Security
3165,4105,138,1,2025-08-08 04:16:39,2025,8,4,218,4,1,False,4,Computer Science
2041,4732,180,3,2026-02-01 13:07:40,2026,2,6,41,2,2,True,7,Artificial Intelligence
2592,2789,92,2,2023-11-12 02:49:29,2023,11,6,853,4,2,False,6,Artificial Intelligence
8953,4764,130,2,2023-06-07 16:29:00,2023,6,2,1011,3,2,False,10,Artificial Intelligence
7929,4638,41,1,2025-08-27 17:16:47,2025,8,2,199,4,1,False,8,Computer Science
8660,2984,117,2,2022-10-03 07:56:20,2022,10,0,1258,2,2,True,12,Artificial Intelligence
2106,960,92,1,2024-05-07 17:34:56,2024,5,1,676,4,2,False,6,Artificial Intelligence
1843,4182,166,3,2023-10-24 16:00:05,2023,10,1,872,1,2,True,3,Artificial Intelligence
1754,3864,84,1,2024-03-15 18:45:12,2024,3,4,729,1,2,True,6,Artificial Intelligence
5468,1790,50,2,2025-11-27 04:28:59,2025,11,3,107,2,2,False,12,Artificial Intelligence
7454,2641,43,-1,2025-07-06 18:33:52,2025,7,6,251,2,3,False,2,Cyber Security
2669,4221,84,2,2024-02-14 22:18:41,2024,2,2,759,1,2,True,2,Artificial Intelligence
5827,24,179,2,2024-01-16 16:07:31,2024,1,1,788,2,1,False,11,Computer Science
9609,1762,70,2,2023-07-01 18:33:51,2023,7,5,987,2,3,True,11,Cyber Security
5113,2630,180,3,2025-10-21 03:22:28,2025,10,1,144,2,2,True,5,Artificial Intelligence
7189,759,47,-1,2023-06-19 18:51:57,2023,6,0,999,2,1,True,10,Computer Science
6522,1879,187,1,2023-08-01 18:50:26,2023,8,1,956,2,3,False,10,Cyber Security
9321,2120,21,2,2025-12-13 13:09:28,2025,12,5,91,3,3,False,8,Cyber Security
347,2195,137,3,2025-04-30 08:24:09,2025,4,2,318,4,1,False,48,Computer Science
6530,2019,16,2,2024-10-02 14:45:07,2024,10,2,528,3,2,True,18,Artificial Intelligence
7308,783,117,2,2022-09-15 00:57:15,2022,9,3,1276,2,2,True,37,Artificial Intelligence
5621,2721,64,3,2025-06-29 16:50:13,2025,6,6,258,3,2,True,13,Artificial Intelligence
4201,2030,127,1,2024-06-18 19:50:29,2024,6,1,634,2,1,False,13,Computer Science
3426,4815,38,-1,2023-06-12 14:40:12,2023,6,0,1006,2,2,False,2,Artificial Intelligence
3450,3609,183,1,2023-01-27 02:07:22,2023,1,4,1142,1,3,True,7,Cyber Security
5704,127,145,2,2023-03-21 00:26:15,2023,3,1,1089,1,2,True,1,Artificial Intelligence
1569,468,106,2,2024-11-13 21:52:16,2024,11,2,486,4,2,False,10,Artificial Intelligence
175,4849,117,1,2022-02-02 21:42:45,2022,2,2,1501,2,2,True,29,Artificial Intelligence
4232,1869,74,-1,2022-09-27 15:10:49,2022,9,1,1264,2,3,False,10,Cyber Security
83,142,24,3,2025-01-09 20:22:07,2025,1,3,429,3,2,True,29,Artificial Intelligence
5289,2973,76,1,2022-07-07 09:01:53,2022,7,3,1346,3,3,False,3,Cyber Security
2391,3052,166,2,2023-10-18 07:01:34,2023,10,2,878,1,2,True,5,Artificial Intelligence
7334,1662,76,3,2022-04-29 13:52:47,2022,4,4,1415,3,3,False,3,Cyber Security
3562,3643,23,2,2024-06-02 10:24:39,2024,6,6,650,4,1,True,7,Computer Science
6496,698,143,2,2025-03-30 03:33:49,2025,3,6,349,3,1,True,9,Computer Science
2959,2075,200,1,2025-08-14 16:25:29,2025,8,3,212,4,3,True,8,Cyber Security
3074,2396,110,2,2025-02-14 04:18:50,2025,2,4,393,2,2,True,7,Artificial Intelligence
6696,2512,59,2,2022-12-26 01:31:05,2022,12,0,1174,1,1,True,7,Computer Science
8059,1220,106,1,2025-01-09 00:11:11,2025,1,3,429,4,2,False,8,Artificial Intelligence
2588,2539,170,3,2025-09-12 03:11:08,2025,9,4,183,4,1,True,26,Computer Science
9916,3777,123,2,2025-11-29 10:08:55,2025,11,5,105,3,1,False,13,Computer Science
5878,4869,6,3,2025-05-25 12:07:54,2025,5,6,293,3,1,True,11,Computer Science
892,250,7,2,2023-11-09 07:44:32,2023,11,3,856,2,3,False,4,Cyber Security
9925,3018,73,3,2024-06-04 07:33:10,2024,6,1,648,4,2,False,6,Artificial Intelligence
5883,3367,178,2,2024-04-11 10:15:42,2024,4,3,702,2,3,False,8,Cyber Security
5265,3914,26,1,2022-07-19 14:21:14,2022,7,1,1334,6,1,False,6,Computer Science
4348,3702,77,1,2025-07-31 14:18:42,2025,7,3,226,2,1,True,2,Computer Science
7681,1171,145,1,2023-08-09 04:52:20,2023,8,2,948,1,2,True,11,Artificial Intelligence
1770,3059,37,2,2023-05-03 15:34:09,2023,5,2,1046,6,3,True,9,Cyber Security
2961,2129,147,2,2025-07-19 02:41:10,2025,7,5,238,2,3,True,16,Cyber Security
2115,4777,189,3,2024-08-04 00:09:42,2024,8,6,587,3,2,False,8,Artificial Intelligence
4141,2388,67,1,2023-09-08 18:42:02,2023,9,4,918,3,1,False,3,Computer Science
2190,4960,179,2,2024-04-11 20:32:17,2024,4,3,702,2,1,False,6,Computer Science
278,4342,84,2,2024-01-06 00:03:24,2024,1,5,798,1,2,True,42,Artificial Intelligence
6793,3509,6,-1,2025-09-30 05:34:47,2025,9,1,165,3,1,True,7,Computer Science
1301,1842,40,1,2025-05-30 05:00:46,2025,5,4,288,3,1,False,13,Computer Science
4898,4217,194,2,2025-04-29 10:37:58,2025,4,1,319,2,3,False,7,Cyber Security
5035,74,162,2,2025-11-24 10:26:11,2025,11,0,110,1,1,True,8,Computer Science
1641,66,80,1,2026-01-01 04:23:01,2026,1,3,72,4,1,True,15,Computer Science
9142,4460,192,-1,2024-11-13 16:26:41,2024,11,2,486,3,2,False,3,Artificial Intelligence
1217,3264,78,2,2023-03-15 17:06:44,2023,3,2,1095,2,2,False,12,Artificial Intelligence
9578,1741,51,1,2026-03-21 08:36:14,2026,3,5,0,4,3,False,22,Cyber Security
744,2041,187,1,2023-08-24 15:32:52,2023,8,3,933,2,3,False,13,Cyber Security
5715,666,59,2,2023-03-05 23:08:46,2023,3,6,1105,1,1,True,1,Computer Science
8435,1255,63,2,2023-02-01 13:23:57,2023,2,2,1137,2,1,False,8,Computer Science
3216,4350,141,3,2024-11-14 18:20:01,2024,11,3,485,4,3,True,4,Cyber Security
8976,4745,92,2,2024-06-03 10:22:15,2024,6,0,649,4,2,False,5,Artificial Intelligence
5337,3849,95,2,2025-11-12 04:29:49,2025,11,2,122,2,1,True,3,Computer Science
9187,379,181,1,2024-02-24 10:46:55,2024,2,5,749,3,2,False,3,Artificial Intelligence
9355,2464,92,2,2024-01-18 11:09:13,2024,1,3,786,4,2,False,13,Artificial Intelligence
4111,1114,63,3,2023-03-30 17:17:11,2023,3,3,1080,2,1,False,12,Computer Science
