StudentId,QuestionType,Answered,CorrectCount,CorrectRate
838,TrueFalse,3,1.0,0.333
840,MCQ,61,18.0,0.295
840,ShortAnswer,24,10.0,0.417
840,TrueFalse,32,13.0,0.406
847,MCQ,31,7.0,0.226
847,ShortAnswer,6,2.0,0.333
847,TrueFalse,17,6.0,0.353
848,MCQ,53,14.0,0.264
848,ShortAnswer,6,3.0,0.5
848,TrueFalse,14,5.0,0.357
849,MCQ,49,17.0,0.347
849,ShortAnswer,5,1.0,0.2
849,TrueFalse,7,3.0,0.429
854,MCQ,25,8.0,0.32
854,ShortAnswer,16,10.0,0.625
854,TrueFalse,18,10.0,0.556
858,MCQ,9,2.0,0.222
858,ShortAnswer,1,0.0,0.0
858,TrueFalse,1,0.0,0.0
863,MCQ,44,6.0,0.136
863,ShortAnswer,21,8.0,0.381
863,TrueFalse,23,10.0,0.435
869,MCQ,49,17.0,0.347
869,ShortAnswer,18,9.0,0.5
869,TrueFalse,19,11.0,0.579
871,MCQ,50,21.0,0.42
871,ShortAnswer,15,9.0,0.6
871,TrueFalse,14,7.0,0.5
872,MCQ,31,10.0,0.323
872,ShortAnswer,3,2.0,0.667
872,TrueFalse,8,4.0,0.5
873,MCQ,10,1.0,0.1
873,ShortAnswer,2,1.0,0.5
873,TrueFalse,2,0.0,0.0
875,MCQ,48,16.0,0.333
875,ShortAnswer,14,9.0,0.643
875,TrueFalse,5,1.0,0.2
877,MCQ,92,24.0,0.261
877,ShortAnswer,13,4.0,0.308
877,TrueFalse,17,8.0,0.471
880,MCQ,42,12.0,0.286
880,ShortAnswer,10,7.0,0.7
880,TrueFalse,12,8.0,0.667
887,MCQ,26,3.0,0.115
887,ShortAnswer,5,3.0,0.6
887,TrueFalse,3,0.0,0.0
888,MCQ,39,7.0,0.179
888,ShortAnswer,4,2.0,0.5
888,TrueFalse,11,7.0,0.636
894,MCQ,25,6.0,0.24
894,ShortAnswer,8,3.0,0.375
894,TrueFalse,10,5.0,0.5
898,MCQ,23,5.0,0.217
898,ShortAnswer,11,6.0,0.545
898,TrueFalse,7,4.0,0.571
902,MCQ,15,2.0,0.133
902,ShortAnswer,1,1.0,1.0
902,TrueFalse,3,2.0,0.667
905,MCQ,5,0.0,0.0
905,ShortAnswer,1,1.0,1.0
905,TrueFalse,4,3.0,0.75
906,MCQ,10,4.0,0.4
906,ShortAnswer,2,1.0,0.5
906,TrueFalse,2,1.0,0.5
907,MCQ,40,9.0,0.225
907,ShortAnswer,19,8.0,0.421
907,TrueFalse,18,10.0,0.556
909,MCQ,29,3.0,0.103
909,ShortAnswer,11,4.0,0.364
909,TrueFalse,9,5.0,0.556
911,MCQ,54,12.0,0.222
911,ShortAnswer,10,7.0,0.7
911,TrueFalse,9,4.0,0.444
912,MCQ,57,14.0,0.246
912,ShortAnswer,7,5.0,0.714
912,TrueFalse,13,7.0,0.538
913,MCQ,41,13.0,0.317
913,ShortAnswer,18,9.0,0.5
913,TrueFalse,10,4.0,0.4
915,MCQ,2,0.0,0.0
915,TrueFalse,2,1.0,0.5
917,MCQ,19,4.0,0.211
917,ShortAnswer,2,1.0,0.5
917,TrueFalse,8,7.0,0.875
921,MCQ,53,5.0,0.094
921,ShortAnswer,18,9.0,0.5
921,TrueFalse,22,14.0,0.636
923,MCQ,49,13.0,0.265
923,ShortAnswer,18,11.0,0.611
923,TrueFalse,25,14.0,0.56
927,MCQ,39,11.0,0.282
927,ShortAnswer,7,3.0,0.429
927,TrueFalse,3,2.0,0.667
929,MCQ,29,5.0,0.172
929,TrueFalse,10,5.0,0.5
935,MCQ,45,11.0,0.244
935,ShortAnswer,14,7.0,0.5
935,TrueFalse,12,7.0,0.583
936,MCQ,5,0.0,0.0
936,ShortAnswer,2,2.0,1.0
937,MCQ,2,0.0,0.0
937,TrueFalse,1,0.0,0.0
948,MCQ,48,11.0,0.229
948,ShortAnswer,11,3.0,0.273
948,TrueFalse,31,15.0,0.484
951,MCQ,37,11.0,0.297
951,ShortAnswer,17,6.0,0.353
951,TrueFalse,18,7.0,0.389
952,MCQ,64,15.0,0.234
952,ShortAnswer,11,3.0,0.273
952,TrueFalse,29,12.0,0.414
953,MCQ,2,1.0,0.5
953,TrueFalse,2,2.0,1.0
957,MCQ,63,21.0,0.333
957,ShortAnswer,17,8.0,0.471
957,TrueFalse,23,12.0,0.522
958,MCQ,4,1.0,0.25
958,ShortAnswer,3,1.0,0.333
958,TrueFalse,1,1.0,1.0
961,MCQ,15,4.0,0.267
961,ShortAnswer,4,2.0,0.5
961,TrueFalse,4,2.0,0.5
966,MCQ,14,6.0,0.429
966,ShortAnswer,3,2.0,0.667
966,TrueFalse,1,0.0,0.0
978,MCQ,50,12.0,0.24
978,ShortAnswer,15,9.0,0.6
978,TrueFalse,10,3.0,0.3
982,MCQ,21,3.0,0.143
983,MCQ,69,15.0,0.217
983,ShortAnswer,16,7.0,0.438
983,TrueFalse,22,10.0,0.455
984,MCQ,65,16.0,0.246
984,ShortAnswer,24,18.0,0.75
984,TrueFalse,27,15.0,0.556
987,MCQ,70,15.0,0.214
987,ShortAnswer,9,2.0,0.222
987,TrueFalse,10,4.0,0.4
988,MCQ,36,7.0,0.194
988,ShortAnswer,7,3.0,0.429
988,TrueFalse,14,7.0,0.5
1005,MCQ,40,6.0,0.15
1005,ShortAnswer,6,5.0,0.833
1005,TrueFalse,11,3.0,0.273
1009,MCQ,43,13.0,0.302
1009,ShortAnswer,12,8.0,0.667
1009,TrueFalse,8,4.0,0.5
1011,MCQ,65,14.0,0.215
1011,ShortAnswer,13,6.0,0.462
1011,TrueFalse,13,6.0,0.462
1012,MCQ,59,14.0,0.237
1012,ShortAnswer,10,7.0,0.7
1012,TrueFalse,17,7.0,0.412
1030,MCQ,15,3.0,0.2
1030,ShortAnswer,3,1.0,0.333
1030,TrueFalse,6,3.0,0.5
1033,MCQ,5,1.0,0.2
1033,ShortAnswer,1,0.0,0.0
1033,TrueFalse,5,1.0,0.2
1034,MCQ,32,6.0,0.188
1034,ShortAnswer,3,3.0,1.0
1034,TrueFalse,5,1.0,0.2
1036,MCQ,41,10.0,0.244
1036,ShortAnswer,11,6.0,0.545
1036,TrueFalse,15,10.0,0.667
1046,MCQ,8,5.0,0.625
1046,ShortAnswer,2,0.0,0.0
1046,TrueFalse,3,3.0,1.0
1048,MCQ,54,18.0,0.333
1048,ShortAnswer,6,4.0,0.667
1048,TrueFalse,12,7.0,0.583
1049,MCQ,40,10.0,0.25
1049,ShortAnswer,11,7.0,0.636
1049,TrueFalse,23,13.0,0.565
1052,MCQ,32,9.0,0.281
1052,ShortAnswer,5,3.0,0.6
1052,TrueFalse,2,1.0,0.5
1055,MCQ,54,14.0,0.259
1055,ShortAnswer,20,10.0,0.5
1055,TrueFalse,25,12.0,0.48
1057,MCQ,57,9.0,0.158
1057,ShortAnswer,10,7.0,0.7
1057,TrueFalse,11,4.0,0.364
1063,MCQ,43,12.0,0.279
1063,ShortAnswer,11,6.0,0.545
1063,TrueFalse,19,12.0,0.632
1069,MCQ,2,0.0,0.0
1069,ShortAnswer,1,0.0,0.0
1069,TrueFalse,6,4.0,0.667
1075,MCQ,7,0.0,0.0
1075,TrueFalse,2,2.0,1.0
1076,MCQ,14,5.0,0.357
1076,ShortAnswer,3,2.0,0.667
1076,TrueFalse,4,3.0,0.75
1079,MCQ,14,4.0,0.286
1079,ShortAnswer,2,1.0,0.5
1079,TrueFalse,8,5.0,0.625
1082,MCQ,17,6.0,0.353
1082,ShortAnswer,5,4.0,0.8
1082,TrueFalse,7,4.0,0.571
1086,MCQ,15,3.0,0.2
1086,ShortAnswer,7,3.0,0.429
1086,TrueFalse,6,5.0,0.833
1091,MCQ,35,5.0,0.143
1091,ShortAnswer,7,5.0,0.714
1091,TrueFalse,13,8.0,0.615
1092,MCQ,31,5.0,0.161
1092,ShortAnswer,7,3.0,0.429
1092,TrueFalse,3,1.0,0.333
1093,MCQ,29,7.0,0.241
1093,ShortAnswer,4,3.0,0.75
1093,TrueFalse,6,1.0,0.167
1094,MCQ,58,14.0,0.241
1094,ShortAnswer,14,6.0,0.429
1094,TrueFalse,14,7.0,0.5
1098,MCQ,22,8.0,0.364
1098,ShortAnswer,4,2.0,0.5
1098,TrueFalse,9,3.0,0.333
1104,MCQ,59,16.0,0.271
1104,ShortAnswer,7,4.0,0.571
1104,TrueFalse,16,9.0,0.562
1107,MCQ,39,7.0,0.179
1107,ShortAnswer,16,7.0,0.438
1107,TrueFalse,20,9.0,0.45
1110,MCQ,85,23.0,0.271
1110,ShortAnswer,20,8.0,0.4
1110,TrueFalse,20,14.0,0.7
1115,MCQ,21,5.0,0.238
1115,ShortAnswer,1,1.0,1.0
1115,TrueFalse,2,1.0,0.5
1131,MCQ,55,13.0,0.236
1131,ShortAnswer,14,9.0,0.643
1131,TrueFalse,8,4.0,0.5
1133,MCQ,17,1.0,0.059
1133,ShortAnswer,7,3.0,0.429
1133,TrueFalse,21,6.0,0.286
1134,MCQ,56,9.0,0.161
1134,ShortAnswer,9,3.0,0.333
1134,TrueFalse,19,9.0,0.474
1135,MCQ,64,14.0,0.219
1135,ShortAnswer,8,6.0,0.75
1135,TrueFalse,11,4.0,0.364
1136,MCQ,43,11.0,0.256
1136,ShortAnswer,19,7.0,0.368
1136,TrueFalse,15,11.0,0.733
1137,MCQ,16,4.0,0.25
1137,ShortAnswer,3,1.0,0.333
1137,TrueFalse,5,3.0,0.6
1142,MCQ,43,15.0,0.349
1142,ShortAnswer,5,2.0,0.4
1142,TrueFalse,10,6.0,0.6
1150,MCQ,41,13.0,0.317
1150,ShortAnswer,11,8.0,0.727
1150,TrueFalse,24,11.0,0.458
1151,MCQ,4,2.0,0.5
1153,MCQ,51,13.0,0.255
1153,ShortAnswer,22,8.0,0.364
1153,TrueFalse,27,13.0,0.481
1154,MCQ,43,16.0,0.372
1154,ShortAnswer,15,8.0,0.533
1154,TrueFalse,12,5.0,0.417
1155,MCQ,42,11.0,0.262
1155,ShortAnswer,9,6.0,0.667
1155,TrueFalse,14,9.0,0.643
1159,MCQ,23,5.0,0.217
1159,ShortAnswer,5,3.0,0.6
1159,TrueFalse,7,4.0,0.571
1162,MCQ,28,8.0,0.286
1162,ShortAnswer,10,8.0,0.8
1162,TrueFalse,6,3.0,0.5
1164,MCQ,35,8.0,0.229
1164,ShortAnswer,7,5.0,0.714
1164,TrueFalse,13,9.0,0.692
1169,MCQ,32,11.0,0.344
1169,ShortAnswer,7,3.0,0.429
1169,TrueFalse,6,1.0,0.167
1172,MCQ,31,8.0,0.258
1172,ShortAnswer,6,4.0,0.667
1172,TrueFalse,8,3.0,0.375
1174,MCQ,23,8.0,0.348
1174,ShortAnswer,7,2.0,0.286
1174,TrueFalse,5,4.0,0.8
1175,MCQ,65,16.0,0.246
1175,ShortAnswer,18,8.0,0.444
1175,TrueFalse,11,5.0,0.455
1176,MCQ,102,20.0,0.196
1176,ShortAnswer,25,11.0,0.44
1176,TrueFalse,30,15.0,0.5
1178,MCQ,30,7.0,0.233
1178,ShortAnswer,16,11.0,0.688
1178,TrueFalse,10,2.0,0.2
1179,MCQ,14,4.0,0.286
1179,ShortAnswer,8,4.0,0.5
1179,TrueFalse,7,5.0,0.714
1180,MCQ,29,6.0,0.207
1180,ShortAnswer,7,3.0,0.429
1180,TrueFalse,5,0.0,0.0
1182,MCQ,7,3.0,0.429
1182,ShortAnswer,2,1.0,0.5
1182,TrueFalse,2,1.0,0.5
1185,MCQ,32,6.0,0.188
1185,ShortAnswer,8,5.0,0.625
1185,TrueFalse,17,9.0,0.529
1193,MCQ,59,16.0,0.271
1193,ShortAnswer,14,6.0,0.429
1193,TrueFalse,18,7.0,0.389
1194,MCQ,8,4.0,0.5
1194,ShortAnswer,1,0.0,0.0
1194,TrueFalse,8,2.0,0.25
1196,MCQ,98,27.0,0.276
1196,ShortAnswer,18,7.0,0.389
1196,TrueFalse,17,6.0,0.353
1199,MCQ,57,11.0,0.193
1199,ShortAnswer,15,9.0,0.6
1199,TrueFalse,16,7.0,0.438
1200,MCQ,5,2.0,0.4
1200,ShortAnswer,1,1.0,1.0
1200,TrueFalse,3,2.0,0.667
1201,MCQ,28,9.0,0.321
1201,ShortAnswer,7,4.0,0.571
1201,TrueFalse,8,3.0,0.375
1202,MCQ,76,16.0,0.211
1202,ShortAnswer,16,7.0,0.438
1202,TrueFalse,21,12.0,0.571
1206,MCQ,47,5.0,0.106
1206,ShortAnswer,9,3.0,0.333
1206,TrueFalse,9,3.0,0.333
1208,MCQ,55,13.0,0.236
1208,ShortAnswer,18,12.0,0.667
1208,TrueFalse,17,5.0,0.294
1213,MCQ,48,15.0,0.312
1213,ShortAnswer,10,6.0,0.6
1213,TrueFalse,15,5.0,0.333
1218,MCQ,80,20.0,0.25
1218,ShortAnswer,18,10.0,0.556
1218,TrueFalse,16,8.0,0.5
1222,MCQ,21,7.0,0.333
1222,ShortAnswer,7,2.0,0.286
1222,TrueFalse,11,7.0,0.636
1229,MCQ,28,5.0,0.179
1229,ShortAnswer,6,1.0,0.167
1229,TrueFalse,14,8.0,0.571
1231,MCQ,6,2.0,0.333
1231,ShortAnswer,2,1.0,0.5
1231,TrueFalse,12,7.0,0.583
1233,MCQ,46,10.0,0.217
1233,ShortAnswer,5,2.0,0.4
1233,TrueFalse,13,8.0,0.615
1234,MCQ,32,11.0,0.344
1234,ShortAnswer,4,3.0,0.75
1234,TrueFalse,13,5.0,0.385
1237,MCQ,49,14.0,0.286
1237,ShortAnswer,10,7.0,0.7
1237,TrueFalse,24,11.0,0.458
1240,MCQ,65,15.0,0.231
1240,ShortAnswer,19,7.0,0.368
1240,TrueFalse,18,12.0,0.667
1243,MCQ,33,4.0,0.121
1243,ShortAnswer,12,8.0,0.667
1243,TrueFalse,21,8.0,0.381
1253,MCQ,28,9.0,0.321
1253,ShortAnswer,4,0.0,0.0
1253,TrueFalse,11,6.0,0.545
1255,MCQ,53,20.0,0.377
1255,ShortAnswer,9,4.0,0.444
1255,TrueFalse,9,3.0,0.333
1256,MCQ,11,5.0,0.455
1256,ShortAnswer,5,1.0,0.2
1256,TrueFalse,1,1.0,1.0
1259,MCQ,60,15.0,0.25
1259,ShortAnswer,11,6.0,0.545
1259,TrueFalse,8,3.0,0.375
1261,MCQ,50,18.0,0.36
1261,ShortAnswer,15,7.0,0.467
1261,TrueFalse,16,11.0,0.688
1264,MCQ,59,13.0,0.22
1264,ShortAnswer,5,1.0,0.2
1264,TrueFalse,13,6.0,0.462
1265,MCQ,23,5.0,0.217
1265,ShortAnswer,5,2.0,0.4
1265,TrueFalse,7,2.0,0.286
1268,MCQ,34,6.0,0.176
1268,ShortAnswer,9,4.0,0.444
1268,TrueFalse,16,8.0,0.5
1270,MCQ,34,14.0,0.412
1270,ShortAnswer,14,4.0,0.286
1270,TrueFalse,17,13.0,0.765
1271,MCQ,64,13.0,0.203
1271,ShortAnswer,5,4.0,0.8
1271,TrueFalse,2,2.0,1.0
1275,MCQ,24,6.0,0.25
1275,ShortAnswer,7,3.0,0.429
1275,TrueFalse,10,6.0,0.6
1276,MCQ,19,3.0,0.158
1276,ShortAnswer,3,0.0,0.0
1276,TrueFalse,4,2.0,0.5
1279,MCQ,32,10.0,0.312
1279,ShortAnswer,6,4.0,0.667
1279,TrueFalse,11,4.0,0.364
1285,MCQ,46,16.0,0.348
1285,ShortAnswer,10,2.0,0.2
1285,TrueFalse,15,10.0,0.667
1288,MCQ,63,10.0,0.159
1288,ShortAnswer,12,4.0,0.333
1288,TrueFalse,15,4.0,0.267
1291,MCQ,22,5.0,0.227
1291,ShortAnswer,4,2.0,0.5
1291,TrueFalse,2,1.0,0.5
1292,MCQ,24,8.0,0.333
1292,ShortAnswer,5,2.0,0.4
1292,TrueFalse,5,2.0,0.4
1297,MCQ,58,14.0,0.241
1297,ShortAnswer,9,5.0,0.556
1297,TrueFalse,16,8.0,0.5
1299,MCQ,16,2.0,0.125
1299,ShortAnswer,9,4.0,0.444
1299,TrueFalse,14,10.0,0.714
1302,MCQ,51,10.0,0.196
1302,ShortAnswer,15,7.0,0.467
1302,TrueFalse,16,9.0,0.562
1307,MCQ,20,4.0,0.2
1307,ShortAnswer,10,0.0,0.0
1307,TrueFalse,5,4.0,0.8
1311,MCQ,54,9.0,0.167
1311,ShortAnswer,11,4.0,0.364
1311,TrueFalse,5,3.0,0.6
1316,MCQ,8,4.0,0.5
1316,ShortAnswer,3,1.0,0.333
1316,TrueFalse,4,1.0,0.25
1317,MCQ,26,7.0,0.269
1317,ShortAnswer,6,1.0,0.167
1317,TrueFalse,6,2.0,0.333
1319,MCQ,27,10.0,0.37
1319,ShortAnswer,7,4.0,0.571
1319,TrueFalse,18,11.0,0.611
1321,MCQ,56,11.0,0.196
1321,ShortAnswer,6,1.0,0.167
1321,TrueFalse,17,9.0,0.529
1322,MCQ,9,2.0,0.222
1322,TrueFalse,10,4.0,0.4
1323,MCQ,10,4.0,0.4
1323,ShortAnswer,2,1.0,0.5
1323,TrueFalse,2,0.0,0.0
1324,MCQ,17,7.0,0.412
1324,ShortAnswer,5,1.0,0.2
1324,TrueFalse,8,1.0,0.125
1328,MCQ,62,23.0,0.371
1328,ShortAnswer,10,5.0,0.5
1328,TrueFalse,17,9.0,0.529
1329,MCQ,50,9.0,0.18
1329,ShortAnswer,7,5.0,0.714
1329,TrueFalse,12,6.0,0.5
1334,MCQ,25,10.0,0.4
1334,ShortAnswer,2,1.0,0.5
1334,TrueFalse,17,6.0,0.353
1336,MCQ,12,2.0,0.167
1336,ShortAnswer,1,1.0,1.0
1336,TrueFalse,1,1.0,1.0
1338,MCQ,54,11.0,0.204
1338,ShortAnswer,8,6.0,0.75
1338,TrueFalse,7,5.0,0.714
1339,MCQ,52,14.0,0.269
1339,ShortAnswer,20,7.0,0.35
1339,TrueFalse,20,9.0,0.45
1343,MCQ,57,16.0,0.281
1343,ShortAnswer,15,7.0,0.467
1343,TrueFalse,24,11.0,0.458
1344,MCQ,14,3.0,0.214
1344,ShortAnswer,6,3.0,0.5
1344,TrueFalse,8,3.0,0.375
1347,MCQ,20,4.0,0.2
1347,ShortAnswer,5,1.0,0.2
1347,TrueFalse,6,4.0,0.667
1350,MCQ,79,28.0,0.354
1350,ShortAnswer,9,6.0,0.667
1350,TrueFalse,23,14.0,0.609
1352,MCQ,24,7.0,0.292
1352,ShortAnswer,6,4.0,0.667
1352,TrueFalse,6,3.0,0.5
1354,MCQ,48,17.0,0.354
1354,ShortAnswer,4,2.0,0.5
1354,TrueFalse,21,11.0,0.524
1359,MCQ,4,0.0,0.0
1359,ShortAnswer,2,1.0,0.5
1359,TrueFalse,1,0.0,0.0
1360,MCQ,45,11.0,0.244
1360,ShortAnswer,7,3.0,0.429
1360,TrueFalse,18,10.0,0.556
1361,MCQ,52,15.0,0.288
1361,ShortAnswer,11,4.0,0.364
1361,TrueFalse,12,7.0,0.583
1362,MCQ,82,20.0,0.244
1362,ShortAnswer,31,24.0,0.774
1362,TrueFalse,25,13.0,0.52
1365,MCQ,21,7.0,0.333
1365,ShortAnswer,8,6.0,0.75
1365,TrueFalse,4,2.0,0.5
1366,MCQ,53,9.0,0.17
1366,ShortAnswer,18,7.0,0.389
1366,TrueFalse,26,8.0,0.308
1368,MCQ,53,15.0,0.283
1368,ShortAnswer,22,10.0,0.455
1368,TrueFalse,10,6.0,0.6
1373,MCQ,87,20.0,0.23
1373,ShortAnswer,25,14.0,0.56
1373,TrueFalse,35,20.0,0.571
1374,MCQ,25,7.0,0.28
1374,ShortAnswer,1,1.0,1.0
1374,TrueFalse,8,5.0,0.625
1375,MCQ,38,10.0,0.263
1375,ShortAnswer,11,8.0,0.727
1375,TrueFalse,5,3.0,0.6
1376,MCQ,32,7.0,0.219
1376,ShortAnswer,4,2.0,0.5
1376,TrueFalse,11,4.0,0.364
1377,MCQ,3,0.0,0.0
1377,ShortAnswer,1,0.0,0.0
1378,MCQ,2,2.0,1.0
1378,TrueFalse,1,0.0,0.0
1380,MCQ,48,16.0,0.333
1380,ShortAnswer,9,7.0,0.778
1380,TrueFalse,18,12.0,0.667
1381,MCQ,32,6.0,0.188
1381,ShortAnswer,4,3.0,0.75
1381,TrueFalse,2,1.0,0.5
1382,MCQ,59,19.0,0.322
1382,ShortAnswer,24,10.0,0.417
1382,TrueFalse,21,8.0,0.381
1387,MCQ,76,19.0,0.25
1387,ShortAnswer,21,11.0,0.524
1387,TrueFalse,26,8.0,0.308
1389,MCQ,38,9.0,0.237
1389,ShortAnswer,2,0.0,0.0
1389,TrueFalse,12,8.0,0.667
1390,MCQ,11,2.0,0.182
1390,ShortAnswer,1,0.0,0.0
1390,TrueFalse,6,2.0,0.333
1396,MCQ,63,14.0,0.222
1396,ShortAnswer,10,7.0,0.7
1396,TrueFalse,25,14.0,0.56
1398,MCQ,14,5.0,0.357
1398,ShortAnswer,2,0.0,0.0
1398,TrueFalse,8,2.0,0.25
1400,MCQ,107,26.0,0.243
1400,ShortAnswer,12,6.0,0.5
1400,TrueFalse,26,14.0,0.538
1403,MCQ,33,5.0,0.152
1403,ShortAnswer,13,7.0,0.538
1403,TrueFalse,14,7.0,0.5
1409,MCQ,77,20.0,0.26
1409,ShortAnswer,15,7.0,0.467
1409,TrueFalse,19,7.0,0.368
1411,MCQ,15,3.0,0.2
1411,ShortAnswer,2,2.0,1.0
1411,TrueFalse,5,0.0,0.0
1412,MCQ,31,6.0,0.194
1412,ShortAnswer,3,1.0,0.333
1412,TrueFalse,6,2.0,0.333
1416,MCQ,76,21.0,0.276
1416,ShortAnswer,17,10.0,0.588
1416,TrueFalse,19,10.0,0.526
1427,MCQ,53,13.0,0.245
1427,ShortAnswer,10,7.0,0.7
1427,TrueFalse,11,5.0,0.455
1430,MCQ,6,1.0,0.167
1430,TrueFalse,2,1.0,0.5
1434,MCQ,28,10.0,0.357
1434,ShortAnswer,7,2.0,0.286
1434,TrueFalse,5,0.0,0.0
1435,MCQ,56,17.0,0.304
1435,ShortAnswer,16,8.0,0.5
1435,TrueFalse,18,10.0,0.556
1437,MCQ,23,7.0,0.304
1437,ShortAnswer,9,2.0,0.222
1437,TrueFalse,14,7.0,0.5
1440,MCQ,7,3.0,0.429
1440,ShortAnswer,9,4.0,0.444
1440,TrueFalse,7,6.0,0.857
1442,MCQ,44,11.0,0.25
1442,ShortAnswer,15,7.0,0.467
1442,TrueFalse,10,6.0,0.6
1444,MCQ,6,1.0,0.167
1444,TrueFalse,3,2.0,0.667
1451,MCQ,5,0.0,0.0
1451,TrueFalse,2,1.0,0.5
1456,MCQ,35,10.0,0.286
1456,ShortAnswer,3,1.0,0.333
1456,TrueFalse,4,3.0,0.75
1458,MCQ,26,10.0,0.385
1458,ShortAnswer,3,0.0,0.0
1458,TrueFalse,11,5.0,0.455
1460,MCQ,5,1.0,0.2
1460,ShortAnswer,1,1.0,1.0
1460,TrueFalse,1,1.0,1.0
1467,MCQ,35,8.0,0.229
1467,ShortAnswer,9,5.0,0.556
1467,TrueFalse,12,3.0,0.25
1468,MCQ,59,12.0,0.203
1468,ShortAnswer,14,6.0,0.429
1468,TrueFalse,16,8.0,0.5
1469,MCQ,28,9.0,0.321
1469,ShortAnswer,8,4.0,0.5
1469,TrueFalse,9,6.0,0.667
1470,MCQ,43,13.0,0.302
1470,ShortAnswer,20,7.0,0.35
1470,TrueFalse,16,8.0,0.5
1471,MCQ,6,3.0,0.5
1472,MCQ,32,8.0,0.25
1472,ShortAnswer,10,5.0,0.5
1472,TrueFalse,17,8.0,0.471
1475,MCQ,70,16.0,0.229
1475,ShortAnswer,17,7.0,0.412
1475,TrueFalse,18,8.0,0.444
1476,MCQ,48,19.0,0.396
1476,ShortAnswer,8,7.0,0.875
1476,TrueFalse,35,19.0,0.543
1478,MCQ,20,7.0,0.35
1478,ShortAnswer,6,4.0,0.667
1478,TrueFalse,7,5.0,0.714
1479,MCQ,27,4.0,0.148
1479,ShortAnswer,3,2.0,0.667
1479,TrueFalse,5,3.0,0.6
1484,MCQ,53,12.0,0.226
1484,ShortAnswer,9,6.0,0.667
1484,TrueFalse,17,11.0,0.647
1486,MCQ,9,3.0,0.333
1486,ShortAnswer,1,0.0,0.0
1486,TrueFalse,2,2.0,1.0
1493,MCQ,55,10.0,0.182
1493,ShortAnswer,17,3.0,0.176
1493,TrueFalse,29,20.0,0.69
1494,MCQ,117,30.0,0.256
1494,ShortAnswer,20,3.0,0.15
1494,TrueFalse,36,19.0,0.528
1497,MCQ,2,0.0,0.0
1497,TrueFalse,2,0.0,0.0
1498,MCQ,1,0.0,0.0
1498,TrueFalse,3,2.0,0.667
1500,MCQ,21,4.0,0.19
1500,ShortAnswer,7,2.0,0.286
1500,TrueFalse,18,6.0,0.333
1501,MCQ,44,8.0,0.182
1501,ShortAnswer,13,3.0,0.231
1501,TrueFalse,8,3.0,0.375
1504,MCQ,4,1.0,0.25
1504,TrueFalse,1,0.0,0.0
1505,MCQ,64,11.0,0.172
1505,ShortAnswer,14,4.0,0.286
1505,TrueFalse,15,6.0,0.4
1506,MCQ,51,15.0,0.294
1506,ShortAnswer,12,3.0,0.25
1506,TrueFalse,13,4.0,0.308
1508,MCQ,5,0.0,0.0
1508,ShortAnswer,1,1.0,1.0
1510,MCQ,88,19.0,0.216
1510,ShortAnswer,15,7.0,0.467
1510,TrueFalse,21,7.0,0.333
1516,MCQ,31,13.0,0.419
1516,ShortAnswer,2,0.0,0.0
1516,TrueFalse,9,3.0,0.333
1521,MCQ,11,3.0,0.273
1521,ShortAnswer,2,1.0,0.5
1521,TrueFalse,4,2.0,0.5
1527,MCQ,8,3.0,0.375
1527,ShortAnswer,1,0.0,0.0
1527,TrueFalse,6,3.0,0.5
1533,MCQ,82,30.0,0.366
1533,ShortAnswer,15,9.0,0.6
1533,TrueFalse,28,21.0,0.75
1535,MCQ,66,11.0,0.167
1535,ShortAnswer,15,3.0,0.2
1535,TrueFalse,29,12.0,0.414
1542,MCQ,52,9.0,0.173
1542,ShortAnswer,7,3.0,0.429
1542,TrueFalse,11,6.0,0.545
1550,MCQ,39,9.0,0.231
1550,ShortAnswer,17,11.0,0.647
1550,TrueFalse,9,3.0,0.333
1551,MCQ,10,3.0,0.3
1551,TrueFalse,3,1.0,0.333
1552,MCQ,56,19.0,0.339
1552,ShortAnswer,10,6.0,0.6
1552,TrueFalse,13,6.0,0.462
1555,MCQ,31,8.0,0.258
1555,ShortAnswer,7,1.0,0.143
1555,TrueFalse,8,3.0,0.375
1557,MCQ,82,20.0,0.244
1557,ShortAnswer,17,10.0,0.588
1557,TrueFalse,31,17.0,0.548
1558,MCQ,45,12.0,0.267
1558,ShortAnswer,5,3.0,0.6
1558,TrueFalse,12,6.0,0.5
1559,MCQ,40,13.0,0.325
1559,ShortAnswer,8,6.0,0.75
1559,TrueFalse,11,5.0,0.455
1560,MCQ,17,3.0,0.176
1560,ShortAnswer,2,2.0,1.0
1560,TrueFalse,11,6.0,0.545
1561,MCQ,60,18.0,0.3
1561,ShortAnswer,13,8.0,0.615
1561,TrueFalse,15,5.0,0.333
1562,MCQ,57,12.0,0.211
1562,ShortAnswer,15,5.0,0.333
1562,TrueFalse,12,8.0,0.667
1565,MCQ,44,10.0,0.227
1565,ShortAnswer,8,3.0,0.375
1565,TrueFalse,11,2.0,0.182
1568,MCQ,82,24.0,0.293
1568,ShortAnswer,12,6.0,0.5
1568,TrueFalse,26,15.0,0.577
1569,MCQ,69,16.0,0.232
1569,ShortAnswer,10,3.0,0.3
1569,TrueFalse,17,10.0,0.588
1574,MCQ,46,10.0,0.217
1574,ShortAnswer,7,4.0,0.571
1574,TrueFalse,11,5.0,0.455
1576,MCQ,72,17.0,0.236
1576,ShortAnswer,12,5.0,0.417
