StudentId,Segment
2920,Average Learner
4492,Passive Learner
1875,Passive Learner
2010,Passive Learner
3363,Passive Learner
4292,Passive Learner
1581,Passive Learner
1197,Passive Learner
3948,Average Learner
2658,Passive Learner
550,Passive Learner
2672,Passive Learner
3718,Passive Learner
1126,Passive Learner
86,Passive Learner
4699,Passive Learner
625,Passive Learner
1496,Passive Learner
4400,Passive Learner
1098,Average Learner
21,Passive Learner
4072,Passive Learner
39,Passive Learner
3272,Passive Learner
1709,Passive Learner
1762,Passive Learner
3056,Average Learner
1573,Passive Learner
4174,Passive Learner
1629,Passive Learner
2455,Passive Learner
4122,Passive Learner
4549,Passive Learner
2240,Average Learner
2542,Passive Learner
1780,Passive Learner
4713,Passive Learner
474,Passive Learner
1161,Passive Learner
895,Passive Learner
2133,Passive Learner
1036,Passive Learner
490,Passive Learner
3580,Passive Learner
3118,Average Learner
44,Passive Learner
2633,Passive Learner
1087,Passive Learner
918,Passive Learner
3914,Passive Learner
2860,Passive Learner
1682,Passive Learner
2275,Passive Learner
2479,Passive Learner
3094,Passive Learner
4029,Passive Learner
3420,Passive Learner
985,Passive Learner
993,Passive Learner
2982,Passive Learner
4984,Passive Learner
4939,Passive Learner
2788,Average Learner
2756,Passive Learner
3082,Passive Learner
3306,Passive Learner
2341,Passive Learner
1004,Passive Learner
2724,Passive Learner
451,Passive Learner
1901,Passive Learner
143,Passive Learner
1183,Passive Learner
813,Passive Learner
4004,Passive Learner
1610,Passive Learner
2942,Passive Learner
2489,Passive Learner
3280,Passive Learner
4300,Passive Learner
1491,Passive Learner
1789,Passive Learner
4879,Passive Learner
3291,Passive Learner
3485,Passive Learner
2592,Average Learner
2531,Passive Learner
4193,Passive Learner
3078,Passive Learner
2952,Passive Learner
3241,Passive Learner
2142,Passive Learner
1968,Passive Learner
349,Passive Learner
227,Average Learner
2541,Passive Learner
4348,Passive Learner
45,Passive Learner
448,Passive Learner
1535,Average Learner
4266,Passive Learner
4916,Passive Learner
1336,High Achiever
1284,Passive Learner
2945,Passive Learner
4227,Passive Learner
3190,Passive Learner
821,Passive Learner
2176,Passive Learner
636,Passive Learner
1104,Passive Learner
4399,Passive Learner
2532,Average Learner
565,Passive Learner
3400,Average Learner
2190,Passive Learner
3391,Passive Learner
2123,Passive Learner
3131,Passive Learner
3279,Passive Learner
1031,Passive Learner
1510,Passive Learner
4591,Passive Learner
3895,Passive Learner
4870,Passive Learner
859,Passive Learner
1536,Passive Learner
640,High Achiever
2380,Passive Learner
884,Passive Learner
401,Passive Learner
2344,Passive Learner
2868,Passive Learner
1153,Passive Learner
3843,Passive Learner
4251,Passive Learner
942,Passive Learner
426,Passive Learner
2204,Passive Learner
1868,Passive Learner
193,Average Learner
4806,Passive Learner
1235,Passive Learner
2711,Passive Learner
2544,Passive Learner
3494,Passive Learner
2683,Passive Learner
2271,Passive Learner
2339,Passive Learner
3805,Passive Learner
4027,Passive Learner
3372,Passive Learner
580,Passive Learner
2735,Passive Learner
2305,Passive Learner
995,Passive Learner
3062,Passive Learner
4793,Passive Learner
2827,Passive Learner
1737,Passive Learner
1795,Passive Learner
4278,Average Learner
2269,Passive Learner
1713,Passive Learner
1030,Passive Learner
4298,Passive Learner
3053,High Achiever
2694,Passive Learner
2734,Passive Learner
4825,Passive Learner
1350,Passive Learner
2420,Passive Learner
4717,Passive Learner
4750,Passive Learner
4672,Average Learner
2722,Passive Learner
2550,Passive Learner
1477,Passive Learner
1015,Passive Learner
4214,Passive Learner
4136,Passive Learner
2132,Passive Learner
4259,Passive Learner
4431,Passive Learner
3926,Passive Learner
4562,Passive Learner
634,Passive Learner
2253,Passive Learner
1911,Passive Learner
3518,Passive Learner
4784,Passive Learner
260,Passive Learner
4588,Passive Learner
3922,Passive Learner
1814,Passive Learner
2836,Passive Learner
4023,Passive Learner
2149,Passive Learner
3435,Passive Learner
1273,Passive Learner
1605,Passive Learner
3081,Passive Learner
1513,Passive Learner
2695,Passive Learner
4330,Passive Learner
4665,Passive Learner
3538,Passive Learner
2770,Passive Learner
3637,Passive Learner
4012,Passive Learner
746,Passive Learner
810,Passive Learner
946,Passive Learner
4077,High Achiever
2406,Passive Learner
3971,Passive Learner
434,Passive Learner
4362,Passive Learner
4998,Passive Learner
3946,Passive Learner
2992,Passive Learner
271,Passive Learner
583,Passive Learner
762,Passive Learner
4011,Passive Learner
3610,Passive Learner
1027,Passive Learner
3992,Passive Learner
2799,Passive Learner
1019,Passive Learner
870,Passive Learner
2227,Passive Learner
3248,Average Learner
1299,Passive Learner
1037,Passive Learner
3031,Passive Learner
4454,Passive Learner
3854,Passive Learner
1016,Passive Learner
4217,Passive Learner
3820,Passive Learner
1444,Average Learner
4082,Passive Learner
2591,Passive Learner
159,Passive Learner
2415,Passive Learner
3080,Average Learner
4689,Passive Learner
2487,Passive Learner
1567,Passive Learner
2497,Passive Learner
1338,Passive Learner
1986,Passive Learner
4855,Passive Learner
2781,Passive Learner
824,Passive Learner
4146,Passive Learner
3117,Passive Learner
3942,Passive Learner
2131,Passive Learner
961,Average Learner
711,Average Learner
552,Passive Learner
2471,Passive Learner
1930,Passive Learner
1259,Average Learner
1492,Passive Learner
2906,Passive Learner
4922,Passive Learner
2188,Passive Learner
1205,Passive Learner
2443,Passive Learner
4680,Passive Learner
3386,Passive Learner
4929,Passive Learner
1420,Passive Learner
1399,Passive Learner
2873,Passive Learner
2328,Passive Learner
529,Passive Learner
131,Passive Learner
1494,Passive Learner
4787,Average Learner
2263,Passive Learner
373,Passive Learner
3127,Passive Learner
361,Passive Learner
2691,Passive Learner
3039,Passive Learner
3608,Passive Learner
3566,Passive Learner
3927,Passive Learner
604,Passive Learner
1836,Passive Learner
932,Passive Learner
1666,Passive Learner
2662,Passive Learner
678,Passive Learner
2084,Passive Learner
4269,Passive Learner
708,Passive Learner
1540,Passive Learner
4046,Passive Learner
577,Passive Learner
3325,Passive Learner
1314,Passive Learner
208,Passive Learner
1242,Passive Learner
2783,Passive Learner
3247,Passive Learner
2635,Passive Learner
1899,Passive Learner
3001,Passive Learner
2017,Passive Learner
3615,Passive Learner
1994,Passive Learner
2880,Passive Learner
3997,Passive Learner
4130,Passive Learner
4592,Passive Learner
4597,Passive Learner
3438,Average Learner
151,Passive Learner
421,Passive Learner
2413,Passive Learner
4419,Passive Learner
1710,Passive Learner
1701,Passive Learner
3366,Passive Learner
1307,Passive Learner
1101,Passive Learner
1459,Passive Learner
3038,Passive Learner
3443,Passive Learner
2082,Passive Learner
585,Passive Learner
4048,Passive Learner
212,Passive Learner
3234,Passive Learner
2768,Passive Learner
878,Passive Learner
2641,Passive Learner
4990,Passive Learner
3748,Passive Learner
342,Passive Learner
491,Passive Learner
1869,Passive Learner
2871,Passive Learner
3559,Passive Learner
4872,Passive Learner
505,Passive Learner
4099,Passive Learner
2519,Passive Learner
834,Passive Learner
2105,Passive Learner
3261,Passive Learner
3287,Passive Learner
3658,Passive Learner
4613,Passive Learner
3940,Passive Learner
3508,Passive Learner
100,Passive Learner
2729,Passive Learner
597,Passive Learner
1551,Passive Learner
503,Passive Learner
4607,Passive Learner
2803,Passive Learner
1804,Passive Learner
37,Passive Learner
4691,Passive Learner
4962,Passive Learner
2757,Passive Learner
608,Passive Learner
3642,Average Learner
404,Passive Learner
487,Passive Learner
833,Passive Learner
106,Passive Learner
1017,Passive Learner
3009,Passive Learner
1763,Average Learner
181,Passive Learner
774,Passive Learner
3551,Passive Learner
4673,Passive Learner
4771,Passive Learner
4194,Passive Learner
213,Passive Learner
1946,Passive Learner
806,Passive Learner
4003,Passive Learner
2634,Passive Learner
4499,Passive Learner
1951,Passive Learner
2244,Passive Learner
843,Passive Learner
2287,Passive Learner
4758,Passive Learner
2774,Passive Learner
2571,Passive Learner
4035,Passive Learner
1466,Passive Learner
2622,Passive Learner
999,Passive Learner
2014,Passive Learner
2861,Average Learner
787,Passive Learner
2962,Passive Learner
4418,Passive Learner
4900,Average Learner
989,Passive Learner
1371,Passive Learner
4574,Passive Learner
3436,Passive Learner
3681,Passive Learner
3784,Passive Learner
3373,Passive Learner
3968,Passive Learner
1291,Passive Learner
146,Passive Learner
2280,Passive Learner
3598,Passive Learner
3824,Passive Learner
3338,Passive Learner
1116,Passive Learner
2114,Passive Learner
2821,Passive Learner
2229,Passive Learner
4840,Passive Learner
296,Passive Learner
4157,Passive Learner
2974,Average Learner
4970,Passive Learner
3563,Passive Learner
3933,Passive Learner
1227,Passive Learner
3557,Passive Learner
418,Passive Learner
743,Passive Learner
1270,Passive Learner
3175,Passive Learner
3463,Passive Learner
4880,Passive Learner
2481,Passive Learner
2991,Passive Learner
4850,Passive Learner
1484,Passive Learner
647,Passive Learner
4552,Passive Learner
1747,Passive Learner
3502,Passive Learner
4438,Average Learner
4340,Passive Learner
4859,Passive Learner
2265,Passive Learner
2914,Passive Learner
3855,Passive Learner
3029,Passive Learner
2080,Passive Learner
1971,Passive Learner
1758,Passive Learner
1469,Passive Learner
4103,Average Learner
4930,Passive Learner
3477,Passive Learner
2168,Passive Learner
1575,Passive Learner
747,Passive Learner
4746,Passive Learner
3955,Passive Learner
1192,Passive Learner
1691,Passive Learner
1393,Passive Learner
3856,Passive Learner
4833,Passive Learner
4935,Passive Learner
4969,Passive Learner
4814,Passive Learner
1918,Average Learner
782,Passive Learner
1257,Passive Learner
2545,Average Learner
2998,Passive Learner
3326,Passive Learner
247,Passive Learner
3944,Passive Learner
2976,Passive Learner
1486,Passive Learner
592,Passive Learner
599,Passive Learner
2607,Passive Learner
1724,Passive Learner
27,Passive Learner
3936,Passive Learner
929,Passive Learner
4149,Passive Learner
1430,Passive Learner
3505,Passive Learner
2285,Passive Learner
2817,Passive Learner
4200,Passive Learner
2183,Passive Learner
2003,Passive Learner
2147,Passive Learner
3589,Passive Learner
4756,Average Learner
4469,Passive Learner
125,Passive Learner
3522,Passive Learner
1426,Passive Learner
4026,Passive Learner
3206,Passive Learner
1271,Average Learner
1775,Passive Learner
698,Average Learner
2586,Passive Learner
4780,Passive Learner
2030,Passive Learner
3250,Passive Learner
1942,Passive Learner
1256,Average Learner
3810,Passive Learner
1697,Passive Learner
1175,Passive Learner
3842,Passive Learner
3962,Passive Learner
1760,Passive Learner
4290,Passive Learner
207,Passive Learner
2625,Average Learner
1409,Passive Learner
172,Passive Learner
720,Passive Learner
237,Passive Learner
3821,Passive Learner
516,Passive Learner
1313,Passive Learner
467,Passive Learner
1147,Passive Learner
3929,Passive Learner
2140,Passive Learner
2215,Passive Learner
382,Passive Learner
1769,Passive Learner
60,Passive Learner
3594,Passive Learner
166,Passive Learner
4762,Passive Learner
3813,Passive Learner
2520,Passive Learner
164,Passive Learner
2336,Passive Learner
2055,Passive Learner
3423,Passive Learner
4545,Passive Learner
903,Passive Learner
633,Passive Learner
4353,Passive Learner
3626,Passive Learner
3970,Passive Learner
1934,Passive Learner
4807,Passive Learner
1125,Passive Learner
4605,Passive Learner
771,Passive Learner
2572,Passive Learner
1717,Passive Learner
362,Passive Learner
4548,Passive Learner
4283,Passive Learner
4189,Passive Learner
2025,Passive Learner
963,Passive Learner
576,Passive Learner
4848,Passive Learner
626,Passive Learner
4050,Passive Learner
3483,Passive Learner
150,Passive Learner
2981,Passive Learner
3802,Passive Learner
78,Passive Learner
3114,Passive Learner
4593,Passive Learner
1772,Passive Learner
4294,Passive Learner
329,Passive Learner
1026,Passive Learner
4169,Passive Learner
2042,Passive Learner
433,Passive Learner
2978,Passive Learner
4734,Passive Learner
281,Passive Learner
908,Passive Learner
4313,Passive Learner
2832,Passive Learner
3788,Passive Learner
1843,Passive Learner
4406,Passive Learner
601,Passive Learner
3034,Passive Learner
4188,Passive Learner
2410,Passive Learner
2495,Passive Learner
4517,Passive Learner
3196,Passive Learner
776,Passive Learner
4698,Passive Learner
1071,Passive Learner
1637,Passive Learner
558,Passive Learner
153,Passive Learner
3493,Passive Learner
3139,Passive Learner
3356,Passive Learner
3795,Passive Learner
2517,Passive Learner
3647,Passive Learner
1884,Average Learner
4752,Passive Learner
1178,Passive Learner
1818,Passive Learner
3996,Passive Learner
70,Passive Learner
447,Passive Learner
973,Passive Learner
972,Passive Learner
2499,Passive Learner
1546,Passive Learner
1451,Passive Learner
3298,Passive Learner
1454,Passive Learner
4031,Passive Learner
2120,Passive Learner
3296,Passive Learner
4264,Passive Learner
4440,Passive Learner
3382,Passive Learner
3789,Passive Learner
3292,Passive Learner
2317,Passive Learner
3182,Passive Learner
2326,Passive Learner
1556,Passive Learner
3993,Passive Learner
1395,Passive Learner
375,Passive Learner
3048,Passive Learner
388,Passive Learner
4861,Passive Learner
1343,Passive Learner
4640,Passive Learner
2676,Passive Learner
725,Passive Learner
3340,Passive Learner
3126,Passive Learner
563,Passive Learner
4448,Passive Learner
162,Passive Learner
1614,Passive Learner
4332,Passive Learner
819,Passive Learner
4751,Passive Learner
2640,Passive Learner
142,Passive Learner
2173,Passive Learner
103,Passive Learner
4645,Passive Learner
80,Passive Learner
4203,Passive Learner
3023,Passive Learner
3741,Passive Learner
4743,Passive Learner
304,Passive Learner
321,Passive Learner
4247,Passive Learner
605,Passive Learner
697,Passive Learner
1385,Passive Learner
4135,Passive Learner
310,Passive Learner
1842,Passive Learner
4447,Passive Learner
823,Passive Learner
3058,Passive Learner
3937,Passive Learner
2746,Passive Learner
1345,Passive Learner
417,Passive Learner
3934,High Achiever
1965,Average Learner
2723,Passive Learner
2892,Passive Learner
1303,Passive Learner
2445,Passive Learner
1851,Average Learner
2199,Passive Learner
3351,Passive Learner
4150,Passive Learner
4639,Passive Learner
3964,Passive Learner
3204,Passive Learner
1014,Passive Learner
2475,Passive Learner
680,Passive Learner
3938,Passive Learner
1880,Passive Learner
1334,Passive Learner
3283,Passive Learner
3318,Passive Learner
4873,Passive Learner
2739,Passive Learner
2241,Passive Learner
4946,Passive Learner
4631,Passive Learner
875,Passive Learner
656,Passive Learner
1130,Passive Learner
4658,Passive Learner
2221,Passive Learner
1429,Passive Learner
3197,Passive Learner
3923,Passive Learner
4508,Passive Learner
729,Passive Learner
3324,Average Learner
4786,Passive Learner
4212,Passive Learner
1384,Passive Learner
2526,Passive Learner
4754,Passive Learner
3,At Risk
3487,Average Learner
1873,Passive Learner
3519,Passive Learner
363,Passive Learner
4154,Passive Learner
224,Passive Learner
1136,Passive Learner
3981,Passive Learner
461,Passive Learner
4731,Passive Learner
3370,Passive Learner
864,Passive Learner
220,Passive Learner
3217,Passive Learner
3975,Passive Learner
671,Passive Learner
3766,Passive Learner
1325,Passive Learner
848,Passive Learner
2703,Passive Learner
42,Passive Learner
3555,Passive Learner
1645,Passive Learner
521,Passive Learner
2155,Passive Learner
1092,Passive Learner
1005,Passive Learner
1292,Passive Learner
4798,Passive Learner
4305,Passive Learner
3174,Passive Learner
2357,Passive Learner
890,Passive Learner
3019,Passive Learner
2320,Passive Learner
4346,Passive Learner
1316,Passive Learner
1312,Passive Learner
2743,Average Learner
266,Passive Learner
2684,Passive Learner
4956,Passive Learner
3367,Average Learner
2568,Passive Learner
3159,Passive Learner
2784,Passive Learner
1148,Passive Learner
3328,Passive Learner
1862,Passive Learner
2135,Passive Learner
1398,Passive Learner
1950,Passive Learner
1655,Passive Learner
2292,Passive Learner
4343,Passive Learner
584,Passive Learner
492,Passive Learner
1661,Passive Learner
4133,Passive Learner
815,Passive Learner
4202,Passive Learner
4532,Passive Learner
3151,Passive Learner
3200,Passive Learner
1853,Passive Learner
1995,Passive Learner
1351,Passive Learner
2301,Passive Learner
40,Passive Learner
1656,Passive Learner
4608,Passive Learner
1085,Passive Learner
1084,Passive Learner
139,Passive Learner
141,Passive Learner
988,Passive Learner
4271,Passive Learner
2225,Average Learner
1976,Passive Learner
603,Passive Learner
4616,Passive Learner
2009,Passive Learner
578,Passive Learner
409,Passive Learner
938,Passive Learner
4063,Passive Learner
1895,Passive Learner
3850,Passive Learner
2493,Passive Learner
173,Passive Learner
665,Passive Learner
3188,Passive Learner
1588,Passive Learner
3528,Passive Learner
1044,Passive Learner
1414,Passive Learner
144,Passive Learner
3880,Passive Learner
3199,Passive Learner
4703,Passive Learner
3124,Passive Learner
282,Passive Learner
940,Passive Learner
3733,Passive Learner
2324,Passive Learner
2136,Passive Learner
326,Passive Learner
476,Passive Learner
3829,Passive Learner
3020,Passive Learner
2750,Passive Learner
2113,Passive Learner
4412,Passive Learner
1810,Passive Learner
766,Passive Learner
2000,Passive Learner
3410,Passive Learner
1913,Passive Learner
2990,Passive Learner
1370,Passive Learner
1285,Passive Learner
650,Passive Learner
3565,Passive Learner
3595,Average Learner
1658,Average Learner
3994,Passive Learner
77,Passive Learner
2331,Passive Learner
4049,Passive Learner
2867,Passive Learner
3980,Passive Learner
2409,Passive Learner
3673,Passive Learner
1253,Passive Learner
760,Passive Learner
1731,Passive Learner
3342,Passive Learner
3480,Passive Learner
3627,Passive Learner
2104,Passive Learner
2875,Passive Learner
4563,Passive Learner
4482,Average Learner
3046,Passive Learner
924,Passive Learner
1675,Average Learner
1501,Average Learner
3337,Passive Learner
773,Passive Learner
1640,Passive Learner
292,Passive Learner
320,Passive Learner
3071,Passive Learner
1702,Passive Learner
13,Passive Learner
4210,Passive Learner
3273,Passive Learner
1445,Passive Learner
4835,Passive Learner
3714,Passive Learner
4451,Passive Learner
155,Passive Learner
371,Passive Learner
687,Passive Learner
3543,Passive Learner
1959,Average Learner
3879,Passive Learner
4378,Passive Learner
2725,Passive Learner
1512,Passive Learner
3700,Passive Learner
1596,Passive Learner
991,Passive Learner
1018,Passive Learner
2980,Passive Learner
3606,Passive Learner
4860,Passive Learner
2289,Average Learner
2299,Passive Learner
3972,Passive Learner
2426,Passive Learner
3692,Passive Learner
2338,Passive Learner
3120,Passive Learner
2787,Passive Learner
1073,Passive Learner
2967,Passive Learner
4068,Passive Learner
600,Passive Learner
827,Passive Learner
4726,Passive Learner
130,Passive Learner
1832,Average Learner
1226,Passive Learner
2417,Passive Learner
4957,Passive Learner
1867,Passive Learner
2345,Passive Learner
4323,Passive Learner
4395,Passive Learner
3364,Passive Learner
2498,Passive Learner
4972,Average Learner
1699,Passive Learner
3389,Average Learner
1332,Passive Learner
4823,Passive Learner
2437,Passive Learner
2278,Passive Learner
3330,Average Learner
334,Passive Learner
9,Passive Learner
2582,Passive Learner
1841,Passive Learner
2077,Passive Learner
4643,Passive Learner
3138,Passive Learner
4263,Passive Learner
3051,Average Learner
1239,Passive Learner
3471,Passive Learner
241,Passive Learner
3133,Passive Learner
1021,Passive Learner
4086,Passive Learner
4575,Passive Learner
1600,Passive Learner
1627,Passive Learner
1442,Passive Learner
1677,Passive Learner
4250,Passive Learner
537,Passive Learner
1847,Passive Learner
2356,Passive Learner
4059,Passive Learner
2612,Passive Learner
3896,Passive Learner
1170,Passive Learner
4531,Passive Learner
314,Average Learner
4301,Passive Learner
1683,Passive Learner
399,Passive Learner
891,Passive Learner
1407,Passive Learner
4168,Passive Learner
3592,Passive Learner
3695,Passive Learner
206,Passive Learner
3336,Passive Learner
3473,Passive Learner
3636,Passive Learner
839,Passive Learner
1752,Passive Learner
462,Passive Learner
393,Passive Learner
2593,Passive Learner
4915,Passive Learner
4748,Passive Learner
2682,Passive Learner
783,Passive Learner
258,Passive Learner
2912,Passive Learner
3705,Passive Learner
2960,Passive Learner
551,Passive Learner
4024,Passive Learner
4384,Passive Learner
2353,Passive Learner
3685,Passive Learner
407,Passive Learner
793,Passive Learner
305,Passive Learner
2333,Passive Learner
1215,Passive Learner
2223,Passive Learner
3584,Passive Learner
1557,Average Learner
2115,Passive Learner
2329,Passive Learner
2884,Passive Learner
2896,Passive Learner
2989,Average Learner
4558,Passive Learner
1488,Passive Learner
4559,Passive Learner
1363,Passive Learner
4693,Passive Learner
1611,Passive Learner
714,Passive Learner
2588,Passive Learner
4697,Passive Learner
458,Passive Learner
4326,Passive Learner
1162,Passive Learner
2946,Passive Learner
149,Passive Learner
1028,Passive Learner
2412,Passive Learner
2917,Passive Learner
4803,Passive Learner
2758,Passive Learner
4443,Passive Learner
2049,Passive Learner
749,Passive Learner
2457,Passive Learner
1621,Passive Learner
1974,Passive Learner
1833,Passive Learner
3319,Passive Learner
4527,Passive Learner
1855,Average Learner
429,Passive Learner
4659,Passive Learner
3650,Passive Learner
2886,Passive Learner
1219,Passive Learner
2864,Passive Learner
3697,Passive Learner
17,Passive Learner
465,Passive Learner
1191,Passive Learner
1725,Passive Learner
4849,Passive Learner
4720,Passive Learner
4817,Passive Learner
12,Passive Learner
3512,Passive Learner
4113,Passive Learner
4286,Passive Learner
2958,Passive Learner
1218,Passive Learner
4216,Passive Learner
2071,Passive Learner
3164,Passive Learner
785,Passive Learner
1425,Passive Learner
3067,Passive Learner
1861,Passive Learner
3585,Average Learner
4876,Average Learner
4016,Passive Learner
6,Average Learner
1871,Passive Learner
3735,Passive Learner
4439,Passive Learner
2581,Passive Learner
1732,Passive Learner
2924,Passive Learner
4441,Passive Learner
4945,Passive Learner
1164,Passive Learner
3259,Passive Learner
967,Passive Learner
154,Passive Learner
4376,Passive Learner
3590,Passive Learner
177,Passive Learner
2777,Passive Learner
4586,Passive Learner
3768,Passive Learner
319,Passive Learner
874,Passive Learner
4459,Passive Learner
595,Passive Learner
2636,Passive Learner
1703,Passive Learner
4137,Passive Learner
3428,Passive Learner
1902,Passive Learner
2430,Passive Learner
2081,Passive Learner
4381,Passive Learner
3688,Passive Learner
174,Passive Learner
2295,Passive Learner
2543,Passive Learner
4523,Passive Learner
1620,Passive Learner
674,Passive Learner
3027,Passive Learner
829,Passive Learner
378,Passive Learner
368,Passive Learner
4182,Passive Learner
2604,Passive Learner
2603,Passive Learner
4329,Average Learner
4392,Passive Learner
2369,Passive Learner
734,Passive Learner
1008,Passive Learner
3415,Passive Learner
1009,Passive Learner
2947,Passive Learner
1447,Passive Learner
216,Passive Learner
3106,Passive Learner
2402,Passive Learner
2231,Passive Learner
47,Passive Learner
1755,Passive Learner
4757,Passive Learner
4905,Passive Learner
681,Passive Learner
804,Passive Learner
3141,Passive Learner
4367,Passive Learner
4426,Passive Learner
3570,Passive Learner
772,Passive Learner
1777,Passive Learner
1043,Passive Learner
4655,Passive Learner
4040,Passive Learner
2548,Average Learner
2160,Passive Learner
374,Passive Learner
639,Passive Learner
118,Passive Learner
2050,Passive Learner
4333,Passive Learner
4088,Passive Learner
3195,Passive Learner
927,Passive Learner
2796,Passive Learner
1254,Passive Learner
2212,Passive Learner
3088,Passive Learner
1391,Passive Learner
1190,Passive Learner
2665,Passive Learner
1797,Passive Learner
4664,Passive Learner
3924,Average Learner
3961,Passive Learner
4704,Passive Learner
1470,Passive Learner
3166,Passive Learner
1866,Passive Learner
4836,Passive Learner
4966,Passive Learner
955,Passive Learner
63,Passive Learner
3575,Passive Learner
4437,Passive Learner
2713,Passive Learner
2236,Passive Learner
2822,Passive Learner
553,Average Learner
3903,Passive Learner
4830,Average Learner
956,Passive Learner
3894,Passive Learner
3251,Passive Learner
3110,Passive Learner
2381,Passive Learner
2696,Passive Learner
4233,Passive Learner
4938,Passive Learner
298,Passive Learner
3242,Passive Learner
259,Average Learner
4909,Passive Learner
4420,Passive Learner
4587,Passive Learner
2272,Average Learner
3866,Passive Learner
4985,Passive Learner
1984,Passive Learner
814,Passive Learner
4808,Passive Learner
3770,Passive Learner
796,Average Learner
232,Passive Learner
1923,Passive Learner
356,Passive Learner
2403,Passive Learner
2385,Passive Learner
4633,Passive Learner
4777,Passive Learner
4670,Passive Learner
4646,Passive Learner
4488,Passive Learner
692,Passive Learner
3305,Passive Learner
188,Passive Learner
2502,Passive Learner
1910,Passive Learner
3965,Passive Learner
4484,Passive Learner
1886,Passive Learner
3572,High Achiever
3709,Passive Learner
2623,Passive Learner
1193,Passive Learner
1679,Passive Learner
2834,Passive Learner
1936,Passive Learner
243,Passive Learner
4427,Passive Learner
2456,Passive Learner
677,Passive Learner
1650,Passive Learner
2314,Passive Learner
3953,Passive Learner
221,Passive Learner
1439,Passive Learner
4692,Passive Learner
1174,Passive Learner
1684,Passive Learner
3057,Passive Learner
2565,Passive Learner
1824,Passive Learner
4954,Passive Learner
1783,Passive Learner
1428,Passive Learner
2184,Passive Learner
933,Passive Learner
52,Passive Learner
324,Average Learner
3490,Passive Learner
473,Passive Learner
2087,Passive Learner
2769,Passive Learner
4974,Passive Learner
2948,Passive Learner
2589,Passive Learner
4812,Passive Learner
1839,Passive Learner
3917,Passive Learner
611,Passive Learner
1173,Passive Learner
1066,Passive Learner
4124,Passive Learner
4229,Passive Learner
372,Passive Learner
3464,Passive Learner
1411,Passive Learner
92,Passive Learner
1956,Average Learner
1908,Passive Learner
1601,Passive Learner
2629,Passive Learner
152,Passive Learner
4394,Passive Learner
74,Passive Learner
1249,Passive Learner
4779,Passive Learner
1919,Passive Learner
25,Passive Learner
4120,Passive Learner
2210,Average Learner
3899,Passive Learner
1761,Passive Learner
2930,Passive Learner
2112,Passive Learner
3484,Passive Learner
4490,Passive Learner
4230,Passive Learner
4087,Passive Learner
4220,Passive Learner
2780,Average Learner
445,Passive Learner
226,Passive Learner
1318,Passive Learner
4324,Passive Learner
3785,Passive Learner
2310,Passive Learner
518,Passive Learner
2349,Passive Learner
4282,Passive Learner
1727,Passive Learner
3987,Passive Learner
1993,Passive Learner
3561,Passive Learner
3444,Passive Learner
4404,Passive Learner
51,Passive Learner
4851,Passive Learner
4183,Passive Learner
1075,Passive Learner
1006,Passive Learner
716,Passive Learner
2107,Passive Learner
966,Passive Learner
1095,Passive Learner
2382,Passive Learner
2606,Average Learner
297,Passive Learner
1279,Passive Learner
3383,Average Learner
2800,Average Learner
116,Passive Learner
1272,Passive Learner
4293,Passive Learner
4577,Passive Learner
440,Passive Learner
4436,Passive Learner
1940,Passive Learner
2847,Passive Learner
1928,Passive Learner
4166,Passive Learner
2950,Passive Learner
4894,Passive Learner
4890,Passive Learner
4595,Passive Learner
405,Passive Learner
1578,Passive Learner
1280,Passive Learner
710,Passive Learner
2364,Passive Learner
4226,Average Learner
3732,Passive Learner
34,Passive Learner
2702,Passive Learner
1342,Passive Learner
1152,Passive Learner
3275,Passive Learner
2315,Passive Learner
2213,Passive Learner
3069,Average Learner
4013,Passive Learner
1533,Average Learner
2091,Passive Learner
1785,Average Learner
3775,Passive Learner
4015,Passive Learner
1252,Passive Learner
3908,Passive Learner
3065,Passive Learner
4955,Passive Learner
1569,Passive Learner
2360,Passive Learner
3132,Passive Learner
157,Passive Learner
3033,Passive Learner
75,Passive Learner
2248,Passive Learner
124,Passive Learner
1917,Passive Learner
1962,Passive Learner
4958,Passive Learner
3112,Passive Learner
3171,Passive Learner
2247,Passive Learner
976,Passive Learner
1072,Passive Learner
2706,Passive Learner
4356,Passive Learner
1453,Passive Learner
1358,Passive Learner
1461,Passive Learner
568,Passive Learner
1598,Passive Learner
3169,Passive Learner
732,Average Learner
110,Passive Learner
4000,Passive Learner
2678,Passive Learner
2528,Passive Learner
643,Passive Learner
2234,Passive Learner
623,Passive Learner
4287,Passive Learner
1854,Average Learner
184,Passive Learner
3852,Average Learner
893,Passive Learner
4311,Passive Learner
3623,Passive Learner
4854,Passive Learner
4147,Passive Learner
3761,Passive Learner
2429,Passive Learner
3154,Passive Learner
1633,Average Learner
2446,Passive Learner
1778,Passive Learner
2319,Passive Learner
2366,Passive Learner
4555,Passive Learner
398,Passive Learner
1053,Passive Learner
2909,Passive Learner
4201,Passive Learner
485,Passive Learner
948,Passive Learner
114,Passive Learner
4359,Passive Learner
2977,Passive Learner
1278,Passive Learner
3491,Passive Learner
2547,Passive Learner
1514,Passive Learner
4747,Passive Learner
719,Passive Learner
694,Passive Learner
790,Passive Learner
2400,Passive Learner
3246,Passive Learner
257,Passive Learner
246,Passive Learner
3532,Passive Learner
