StudentId,OverallRank,DeptRank,SquadronRank,CompositeScore,AvgQuizScore,AvgGrade,QuizPassRate,CompletionRate,DepartmentName,SquadronId
4187,1382,796,362,0.2483,0.0,14.1667,0.0,0.7333,Computer Science,5
318,1383,797,262,0.2482,0.0,40.7667,0.0,0.5556,Computer Science,1
958,1384,798,363,0.248,4.6,0.0,0.0,0.75,Computer Science,5
3752,1385,799,263,0.2479,0.0,11.4333,0.0,0.75,Computer Science,1
1748,1386,800,239,0.2478,49.56,0.0,0.25,0.0,Computer Science,3
159,1386,800,278,0.2478,49.5625,0.0,0.3333,0.0,Computer Science,4
397,1388,802,245,0.2477,0.0,23.8333,0.0,0.6667,Computer Science,2
135,1389,803,279,0.2476,0.0,11.275,0.0,0.75,Computer Science,4
4860,1389,803,279,0.2476,0.0,28.325,0.0,0.6364,Computer Science,4
2293,1391,805,246,0.2475,0.0,13.7333,0.0,0.7333,Computer Science,2
1275,1391,805,240,0.2475,13.5,0.0,0.0,0.6,Computer Science,3
3202,1391,805,240,0.2475,0.0,38.05,0.0,0.5714,Computer Science,3
3464,1394,405,242,0.2474,0.0,23.7,0.0,0.6667,Artificial Intelligence,3
1226,1395,406,264,0.2473,0.0,15.32,0.0,0.7222,Artificial Intelligence,1
4770,1396,808,364,0.247,49.4,0.0,0.2857,0.0,Computer Science,5
3684,1396,808,364,0.247,0.0,0.0,0.0,0.8235,Computer Science,5
2703,1396,407,265,0.247,0.0,0.0,0.0,0.8235,Artificial Intelligence,1
2802,1399,810,366,0.2466,0.0,29.525,0.0,0.625,Computer Science,5
729,1399,810,366,0.2466,0.0,10.8,0.0,0.75,Computer Science,5
472,1401,812,243,0.2465,0.0,23.2667,0.0,0.6667,Computer Science,3
404,1402,408,244,0.2464,49.2875,0.0,0.3077,0.0,Artificial Intelligence,3
3875,1403,813,266,0.2459,43.5889,14.0,0.2857,0.0,Computer Science,1
601,1404,814,368,0.2457,16.8333,0.0,0.0,0.5385,Computer Science,5
4791,1405,815,245,0.2456,0.0,22.78,0.0,0.6667,Computer Science,3
80,1406,816,369,0.2455,0.0,0.0,0.0,0.8182,Computer Science,5
422,1406,409,247,0.2455,0.0,0.0,0.0,0.8182,Artificial Intelligence,2
2203,1406,816,247,0.2455,0.0,0.0,0.0,0.8182,Computer Science,2
2127,1406,183,281,0.2455,0.0,0.0,0.0,0.8182,Cyber Security,4
1142,1410,818,267,0.2454,49.075,0.0,0.2222,0.0,Computer Science,1
2185,1411,184,246,0.2453,32.5,41.4,0.0,0.0,Cyber Security,3
120,1412,819,370,0.2452,0.0,18.7667,0.0,0.6923,Computer Science,5
530,1413,185,247,0.245,49.0,0.0,0.0,0.0,Cyber Security,3
2217,1414,820,282,0.2449,0.0,9.96,0.0,0.75,Computer Science,4
628,1415,410,371,0.2448,0.0,22.42,0.0,0.6667,Artificial Intelligence,5
3050,1416,821,249,0.2443,48.8667,0.0,0.1429,0.0,Computer Science,2
776,1416,821,372,0.2443,44.8,10.1667,0.25,0.0,Computer Science,5
2648,1418,411,373,0.2442,48.84,0.0,0.2,0.0,Artificial Intelligence,5
911,1418,823,268,0.2442,48.8375,0.0,0.2308,0.0,Computer Science,1
1865,1420,824,374,0.244,48.8,0.0,0.25,0.0,Computer Science,5
4839,1420,824,269,0.244,48.8,0.0,0.1667,0.0,Computer Science,1
117,1422,412,248,0.2438,48.75,0.0,0.25,0.0,Artificial Intelligence,3
1916,1422,826,250,0.2438,0.0,0.0,0.0,0.8125,Computer Science,2
491,1424,413,283,0.243,48.6,0.0,0.5,0.0,Artificial Intelligence,4
4917,1424,827,249,0.243,48.6,0.0,0.5,0.0,Computer Science,3
428,1426,828,284,0.2428,0.0,37.05,0.0,0.5625,Computer Science,4
4273,1427,186,375,0.2426,0.0,35.6,0.0,0.5714,Cyber Security,5
4885,1428,414,285,0.2425,4.3,0.0,0.0,0.7368,Artificial Intelligence,4
4176,1429,187,251,0.2424,0.0,36.85,0.0,0.5625,Cyber Security,2
3869,1430,829,252,0.2423,0.0,14.0,0.0,0.7143,Computer Science,2
1270,1430,829,270,0.2423,48.4667,0.0,0.2857,0.0,Computer Science,1
4561,1430,829,270,0.2423,0.0,14.0,0.0,0.7143,Computer Science,1
4234,1433,832,253,0.2422,48.45,0.0,0.5,0.0,Computer Science,2
1839,1434,415,376,0.2421,0.0,17.2,0.0,0.6923,Artificial Intelligence,5
4722,1435,416,272,0.242,0.0,30.975,0.0,0.6,Artificial Intelligence,1
3224,1435,416,250,0.242,48.4,0.0,0.2,0.0,Artificial Intelligence,3
834,1437,833,286,0.2418,40.375,19.95,0.25,0.0,Computer Science,4
2171,1438,418,377,0.2417,0.0,17.7333,0.0,0.6875,Artificial Intelligence,5
2711,1439,419,254,0.2416,0.0,20.8,0.0,0.6667,Artificial Intelligence,2
3375,1440,420,255,0.2415,0.0,27.0,0.0,0.625,Artificial Intelligence,2
2194,1440,188,273,0.2415,48.3,0.0,0.2222,0.0,Cyber Security,1
315,1442,834,378,0.2414,0.0,16.84,0.0,0.6923,Computer Science,5
890,1442,834,378,0.2414,0.0,2.3,0.0,0.7895,Computer Science,5
2331,1444,421,256,0.2412,48.2333,0.0,0.2,0.0,Artificial Intelligence,2
804,1445,836,287,0.241,48.2,0.0,0.0,0.0,Computer Science,4
3920,1445,189,287,0.241,48.2,0.0,0.3333,0.0,Cyber Security,4
1910,1447,837,380,0.2409,0.0,20.46,0.0,0.6667,Computer Science,5
3423,1448,422,381,0.2406,48.12,0.0,0.1538,0.0,Artificial Intelligence,5
3156,1449,838,251,0.2404,39.3,21.9333,0.1111,0.0,Computer Science,3
2742,1450,839,382,0.2402,48.0455,0.0,0.4615,0.0,Computer Science,5
676,1451,840,257,0.24,0.0,0.0,0.0,0.8,Computer Science,2
1701,1451,423,257,0.24,0.0,0.0,0.0,0.8,Artificial Intelligence,2
3971,1451,840,383,0.24,0.0,0.0,0.0,0.8,Computer Science,5
2696,1451,423,257,0.24,0.0,0.0,0.0,0.8,Artificial Intelligence,2
1837,1451,840,383,0.24,48.0,0.0,0.2222,0.0,Computer Science,5
3478,1451,190,289,0.24,0.0,0.0,0.0,0.8,Cyber Security,4
651,1451,190,383,0.24,48.0,0.0,0.1,0.0,Cyber Security,5
2175,1451,840,289,0.24,0.0,0.0,0.0,0.8,Computer Science,4
3063,1451,423,289,0.24,0.0,0.0,0.0,0.8,Artificial Intelligence,4
4933,1451,190,252,0.24,0.0,0.0,0.0,0.8,Cyber Security,3
3048,1451,423,257,0.24,0.0,0.0,0.0,0.8,Artificial Intelligence,2
3525,1451,840,257,0.24,0.0,0.0,0.0,0.8,Computer Science,2
1483,1451,840,274,0.24,0.0,0.0,0.0,0.8,Computer Science,1
2480,1451,423,257,0.24,0.0,0.0,0.0,0.8,Artificial Intelligence,2
1147,1451,423,289,0.24,0.0,0.0,0.0,0.8,Artificial Intelligence,4
833,1451,423,383,0.24,0.0,0.0,0.0,0.8,Artificial Intelligence,5
954,1451,840,289,0.24,0.0,0.0,0.0,0.8,Computer Science,4
1998,1451,840,289,0.24,0.0,0.0,0.0,0.8,Computer Science,4
2353,1451,840,274,0.24,0.0,0.0,0.0,0.8,Computer Science,1
970,1451,423,383,0.24,0.0,0.0,0.0,0.8,Artificial Intelligence,5
303,1471,431,263,0.2398,47.95,0.0,0.3333,0.0,Artificial Intelligence,2
3722,1472,849,295,0.2392,0.0,12.4667,0.0,0.7143,Computer Science,4
4585,1473,850,296,0.239,7.8,0.0,0.0,0.6667,Computer Science,4
3817,1473,850,253,0.239,47.0,2.0,0.4286,0.0,Computer Science,3
855,1475,432,388,0.2388,0.0,19.4,0.0,0.6667,Artificial Intelligence,5
3932,1476,193,264,0.2386,0.0,19.3,0.0,0.6667,Cyber Security,2
1942,1477,433,254,0.2385,47.7,0.0,0.3158,0.0,Artificial Intelligence,3
1243,1478,434,265,0.2383,47.6667,0.0,0.3,0.0,Artificial Intelligence,2
3680,1478,852,389,0.2383,0.0,12.025,0.0,0.7143,Computer Science,5
2832,1480,853,390,0.238,0.0,27.3333,0.0,0.6111,Computer Science,5
1527,1480,853,276,0.238,27.6,0.0,0.0,0.3333,Computer Science,1
418,1480,853,390,0.238,0.0,18.9833,0.0,0.6667,Computer Science,5
2917,1483,856,392,0.2377,47.5333,0.0,0.3333,0.0,Computer Science,5
2952,1483,856,255,0.2377,0.0,10.5,0.0,0.7222,Computer Science,3
4790,1485,858,256,0.2376,47.5111,0.0,0.3571,0.0,Computer Science,3
1421,1485,858,393,0.2376,0.0,18.8,0.0,0.6667,Computer Science,5
2113,1485,858,266,0.2376,0.0,18.8167,0.0,0.6667,Computer Science,2
4377,1488,861,394,0.2375,47.5,0.0,0.2,0.0,Computer Science,5
295,1489,862,395,0.2374,41.25,15.6,0.2857,0.0,Computer Science,5
4118,1489,862,267,0.2374,0.0,13.68,0.0,0.7,Computer Science,2
4481,1489,862,277,0.2374,0.0,10.35,0.0,0.7222,Computer Science,1
1465,1492,865,396,0.2373,0.0,18.65,0.0,0.6667,Computer Science,5
2143,1493,866,297,0.2371,47.4167,0.0,0.2308,0.0,Computer Science,4
1976,1494,194,268,0.2368,47.3667,0.0,0.25,0.0,Cyber Security,2
4713,1494,435,268,0.2368,0.0,0.0,0.0,0.7895,Artificial Intelligence,2
3292,1496,867,397,0.2367,0.0,18.36,0.0,0.6667,Computer Science,5
2400,1497,195,398,0.2366,0.0,30.075,0.0,0.5882,Cyber Security,5
2596,1497,868,278,0.2366,0.0,14.4333,0.0,0.6923,Computer Science,1
3974,1499,436,298,0.2365,47.3,0.0,0.4,0.0,Artificial Intelligence,4
2659,1500,196,399,0.2362,47.2333,0.0,0.2727,0.0,Cyber Security,5
286,1501,869,279,0.236,35.2,0.0,0.1538,0.2,Computer Science,1
1101,1502,197,257,0.2359,0.0,9.62,0.0,0.7222,Cyber Security,3
870,1503,437,280,0.2357,0.0,0.0,0.0,0.7857,Artificial Intelligence,1
4322,1503,870,400,0.2357,0.0,0.0,0.0,0.7857,Computer Science,5
4173,1503,198,400,0.2357,0.0,0.0,0.0,0.7857,Cyber Security,5
3541,1503,870,299,0.2357,0.0,0.0,0.0,0.7857,Computer Science,4
2303,1507,872,402,0.2352,17.0333,0.0,0.0,0.5,Computer Science,5
2611,1508,873,258,0.235,27.0,0.0,0.0,0.3333,Computer Science,3
3509,1508,438,281,0.235,47.0,0.0,0.1429,0.0,Artificial Intelligence,1
1626,1508,873,258,0.235,44.68,5.8,0.4286,0.0,Computer Science,3
4379,1511,439,300,0.2347,0.0,23.6,0.0,0.625,Artificial Intelligence,4
4738,1511,439,282,0.2347,0.0,14.7,0.0,0.6842,Artificial Intelligence,1
1789,1513,875,260,0.2346,34.925,0.0,0.0,0.2,Computer Science,3
2247,1514,876,261,0.2344,0.0,17.2,0.0,0.6667,Computer Science,3
3870,1514,876,403,0.2344,46.88,0.0,0.2857,0.0,Computer Science,5
4165,1516,441,283,0.2342,46.8333,0.0,0.1,0.0,Artificial Intelligence,1
1582,1517,199,270,0.2341,0.0,17.0333,0.0,0.6667,Cyber Security,2
1705,1518,878,301,0.2339,0.0,13.1,0.0,0.6923,Computer Science,4
1182,1519,200,302,0.2338,46.75,0.0,0.5,0.0,Cyber Security,4
1572,1520,879,271,0.2335,0.0,36.7333,0.0,0.5333,Computer Science,2
1003,1521,880,404,0.2334,0.0,16.7,0.0,0.6667,Computer Science,5
4741,1521,880,262,0.2334,0.0,16.7,0.0,0.6667,Computer Science,3
1436,1521,442,303,0.2334,0.0,26.7,0.0,0.6,Artificial Intelligence,4
2804,1521,880,303,0.2334,0.0,29.1833,0.0,0.5833,Computer Science,4
3609,1525,883,263,0.2333,0.0,0.0,0.0,0.7778,Computer Science,3
2411,1525,443,272,0.2333,0.0,0.0,0.0,0.7778,Artificial Intelligence,2
2216,1525,883,272,0.2333,0.0,0.0,0.0,0.7778,Computer Science,2
1191,1525,883,405,0.2333,0.0,0.0,0.0,0.7778,Computer Science,5
3454,1525,443,405,0.2333,41.0667,14.0,0.3,0.0,Artificial Intelligence,5
2101,1525,443,305,0.2333,0.0,0.0,0.0,0.7778,Artificial Intelligence,4
3901,1525,201,305,0.2333,0.0,0.0,0.0,0.7778,Cyber Security,4
608,1532,886,264,0.2332,0.0,9.44,0.0,0.7143,Computer Science,3
1631,1533,446,265,0.2328,0.0,16.375,0.0,0.6667,Artificial Intelligence,3
4863,1534,447,266,0.2327,0.0,26.3333,0.0,0.6,Artificial Intelligence,3
596,1535,887,284,0.2326,0.0,16.3,0.0,0.6667,Computer Science,1
3323,1536,888,267,0.2324,43.84,6.6,0.3333,0.0,Computer Science,3
4711,1537,448,268,0.2323,0.0,26.16,0.0,0.6,Artificial Intelligence,3
4326,1538,889,307,0.232,46.4,0.0,0.3,0.0,Computer Science,4
2278,1539,890,269,0.2315,0.0,30.05,0.0,0.5714,Computer Science,3
298,1540,891,308,0.2313,46.26,0.0,0.25,0.0,Computer Science,4
1080,1541,892,274,0.2312,0.0,10.6,0.0,0.7,Computer Science,2
4618,1541,202,309,0.2312,46.2333,0.0,0.2727,0.0,Cyber Security,4
1434,1543,203,310,0.231,46.2,0.0,0.3333,0.0,Cyber Security,4
1657,1544,893,270,0.2309,0.0,40.44,0.0,0.5,Computer Science,3
857,1545,894,311,0.2308,0.0,0.0,0.0,0.7692,Computer Science,4
2222,1545,894,407,0.2308,0.0,0.0,0.0,0.7692,Computer Science,5
2445,1545,894,311,0.2308,0.0,0.0,0.0,0.7692,Computer Science,4
2430,1545,894,271,0.2308,0.0,0.0,0.0,0.7692,Computer Science,3
3386,1545,449,311,0.2308,0.0,0.0,0.0,0.7692,Artificial Intelligence,4
2673,1545,449,407,0.2308,0.0,0.0,0.0,0.7692,Artificial Intelligence,5
1608,1545,894,285,0.2308,0.0,0.0,0.0,0.7692,Computer Science,1
3836,1552,899,272,0.2306,46.125,0.0,0.2222,0.0,Computer Science,3
4159,1553,900,409,0.2305,46.1,0.0,0.3333,0.0,Computer Science,5
662,1553,900,286,0.2305,23.85,25.6333,0.0,0.2,Computer Science,1
844,1553,451,273,0.2305,0.0,25.26,0.0,0.6,Artificial Intelligence,3
416,1556,902,410,0.2302,46.0333,0.0,0.1429,0.0,Computer Science,5
4387,1556,452,274,0.2302,0.0,21.3667,0.0,0.625,Artificial Intelligence,3
1368,1558,903,275,0.2301,17.6,0.0,0.0,0.4737,Computer Science,3
412,1558,204,275,0.2301,0.0,15.04,0.0,0.6667,Cyber Security,2
1063,1558,903,411,0.2301,46.0286,0.0,0.2727,0.0,Computer Science,5
482,1561,453,412,0.23,46.0,0.0,0.4,0.0,Artificial Intelligence,5
2556,1561,905,276,0.23,46.0,0.0,0.25,0.0,Computer Science,3
907,1563,205,287,0.2299,45.9714,0.0,0.2727,0.0,Cyber Security,1
3030,1564,906,413,0.2298,45.96,0.0,0.3333,0.0,Computer Science,5
1169,1564,454,314,0.2298,45.9571,0.0,0.5714,0.0,Artificial Intelligence,4
4373,1566,206,414,0.2297,45.9333,0.0,0.3571,0.0,Cyber Security,5
42,1566,907,288,0.2297,40.3333,14.0,0.1429,0.0,Computer Science,1
2456,1568,908,415,0.2295,0.0,18.3333,0.0,0.6429,Computer Science,5
4217,1568,455,277,0.2295,39.8556,15.1,0.3333,0.0,Artificial Intelligence,3
224,1570,207,416,0.2294,45.875,0.0,0.1429,0.0,Cyber Security,5
1872,1570,909,315,0.2294,0.0,0.0,0.0,0.7647,Computer Science,4
1662,1570,909,278,0.2294,0.0,14.68,0.0,0.6667,Computer Science,3
3732,1570,909,289,0.2294,0.0,0.0,0.0,0.7647,Computer Science,1
2652,1570,909,416,0.2294,0.0,0.0,0.0,0.7647,Computer Science,5
951,1575,913,316,0.229,45.8,0.0,0.1,0.0,Computer Science,4
3589,1576,456,317,0.2289,45.78,0.0,0.2857,0.0,Artificial Intelligence,4
989,1577,457,279,0.2288,0.0,14.4,0.0,0.6667,Artificial Intelligence,3
1695,1578,208,418,0.2287,45.74,0.0,0.2,0.0,Cyber Security,5
3357,1579,209,290,0.2286,20.0,0.0,0.0,0.4286,Cyber Security,1
361,1580,914,419,0.2283,45.6667,0.0,0.1667,0.0,Computer Science,5
1267,1580,914,291,0.2283,0.0,14.1333,0.0,0.6667,Computer Science,1
4909,1582,916,280,0.2282,45.65,0.0,0.4,0.0,Computer Science,3
59,1583,917,420,0.2281,45.6167,0.0,0.2308,0.0,Computer Science,5
759,1583,458,420,0.2281,0.0,17.625,0.0,0.6429,Artificial Intelligence,5
2850,1585,918,422,0.228,0.0,14.0,0.0,0.6667,Computer Science,5
4375,1585,918,292,0.228,0.0,14.0,0.0,0.6667,Computer Science,1
339,1585,918,422,0.228,0.0,14.0,0.0,0.6667,Computer Science,5
901,1585,918,318,0.228,0.0,14.0,0.0,0.6667,Computer Science,4
4021,1585,918,318,0.228,0.0,14.0,0.0,0.6667,Computer Science,4
2521,1585,918,292,0.228,0.0,14.0,0.0,0.6667,Computer Science,1
1597,1585,918,292,0.228,0.0,14.0,0.0,0.6667,Computer Science,1
4070,1585,210,276,0.228,0.0,14.0,0.0,0.6667,Cyber Security,2
2242,1585,459,422,0.228,0.0,14.0,0.0,0.6667,Artificial Intelligence,5
1470,1594,460,320,0.2278,40.9,11.65,0.3,0.0,Artificial Intelligence,4
2359,1595,925,295,0.2277,0.0,18.38,0.0,0.6364,Computer Science,1
1268,1596,926,277,0.2275,36.35,22.86,0.2857,0.0,Computer Science,2
2055,1597,927,425,0.2274,45.4714,0.0,0.3636,0.0,Computer Science,5
4562,1598,211,278,0.2273,45.4667,0.0,0.0833,0.0,Cyber Security,2
434,1599,461,426,0.2271,0.0,38.5667,0.0,0.5,Artificial Intelligence,5
1292,1600,928,296,0.2267,45.3333,0.0,0.2,0.0,Computer Science,1
2513,1601,212,321,0.2265,0.0,27.55,0.0,0.5714,Cyber Security,4
915,1602,213,322,0.226,45.2,0.0,0.0,0.0,Cyber Security,4
2580,1603,462,427,0.2256,40.0571,12.66,0.3636,0.0,Artificial Intelligence,5
3165,1603,462,427,0.2256,0.0,32.78,0.0,0.5333,Artificial Intelligence,5
4901,1603,929,427,0.2256,0.0,3.7,0.0,0.7273,Computer Science,5
3597,1606,464,281,0.2254,0.0,7.7,0.0,0.7,Artificial Intelligence,3
365,1607,930,323,0.225,0.0,0.0,0.0,0.75,Computer Science,4
4898,1607,214,282,0.225,0.0,0.0,0.0,0.75,Cyber Security,3
2121,1607,930,430,0.225,0.0,0.0,0.0,0.75,Computer Science,5
4238,1607,465,323,0.225,0.0,0.0,0.0,0.75,Artificial Intelligence,4
4308,1607,930,297,0.225,0.0,0.0,0.0,0.75,Computer Science,1
3952,1607,930,430,0.225,0.0,0.0,0.0,0.75,Computer Science,5
1571,1607,465,430,0.225,0.0,0.0,0.0,0.75,Artificial Intelligence,5
1371,1607,930,279,0.225,0.0,0.0,0.0,0.75,Computer Science,2
2371,1607,930,297,0.225,0.0,0.0,0.0,0.75,Computer Science,1
1312,1607,930,323,0.225,0.0,0.0,0.0,0.75,Computer Science,4
2227,1607,214,282,0.225,0.0,0.0,0.0,0.75,Cyber Security,3
3820,1607,930,430,0.225,0.0,0.0,0.0,0.75,Computer Science,5
726,1607,930,430,0.225,0.0,0.0,0.0,0.75,Computer Science,5
1426,1607,930,282,0.225,0.0,0.0,0.0,0.75,Computer Science,3
1103,1607,465,279,0.225,0.0,0.0,0.0,0.75,Artificial Intelligence,2
2183,1607,930,279,0.225,0.0,0.0,0.0,0.75,Computer Science,2
3395,1607,930,282,0.225,0.0,0.0,0.0,0.75,Computer Science,3
3748,1607,214,323,0.225,0.0,0.0,0.0,0.75,Cyber Security,4
251,1607,930,279,0.225,0.0,0.0,0.0,0.75,Computer Science,2
1298,1607,465,279,0.225,0.0,0.0,0.0,0.75,Artificial Intelligence,2
2375,1607,930,282,0.225,0.0,0.0,0.0,0.75,Computer Science,3
815,1607,930,430,0.225,0.0,0.0,0.0,0.75,Computer Science,5
70,1607,465,282,0.225,0.0,0.0,0.0,0.75,Artificial Intelligence,3
1423,1607,214,282,0.225,0.0,0.0,0.0,0.75,Cyber Security,3
1711,1607,930,297,0.225,0.0,0.0,0.0,0.75,Computer Science,1
998,1607,930,323,0.225,0.0,0.0,0.0,0.75,Computer Science,4
513,1607,930,297,0.225,0.0,0.0,0.0,0.75,Computer Science,1
3306,1607,930,430,0.225,0.0,0.0,0.0,0.75,Computer Science,5
2316,1607,465,282,0.225,0.0,0.0,0.0,0.75,Artificial Intelligence,3
1961,1607,465,282,0.225,0.0,0.0,0.0,0.75,Artificial Intelligence,3
4716,1607,930,282,0.225,0.0,0.0,0.0,0.75,Computer Science,3
2630,1607,930,297,0.225,0.0,0.0,0.0,0.75,Computer Science,1
165,1607,930,279,0.225,0.0,0.0,0.0,0.75,Computer Science,2
4182,1607,214,282,0.225,0.0,0.0,0.0,0.75,Cyber Security,3
4005,1607,930,297,0.225,0.0,0.0,0.0,0.75,Computer Science,1
3424,1607,930,282,0.225,0.0,0.0,0.0,0.75,Computer Science,3
3296,1607,214,297,0.225,0.0,0.0,0.0,0.75,Cyber Security,1
2470,1644,954,304,0.2249,0.0,17.0,0.0,0.6364,Computer Science,1
2313,1645,955,294,0.2248,44.96,0.0,0.3333,0.0,Computer Science,3
3880,1646,956,437,0.2246,0.0,12.28,0.0,0.6667,Computer Science,5
2912,1646,472,437,0.2246,0.0,12.3,0.0,0.6667,Artificial Intelligence,5
1086,1646,956,295,0.2246,37.975,17.3667,0.2,0.0,Computer Science,3
1452,1649,473,439,0.2244,0.0,12.22,0.0,0.6667,Artificial Intelligence,5
2169,1650,474,296,0.2243,37.5167,18.375,0.3333,0.0,Artificial Intelligence,3
2562,1651,475,440,0.2242,44.8429,0.0,0.3333,0.0,Artificial Intelligence,5
1137,1652,958,285,0.2239,44.775,0.0,0.1667,0.0,Computer Science,2
1354,1653,476,286,0.2236,44.7111,0.0,0.2,0.0,Artificial Intelligence,2
1950,1653,959,305,0.2236,38.8375,14.7,0.3333,0.0,Computer Science,1
3998,1655,960,441,0.2234,0.0,11.675,0.0,0.6667,Computer Science,5
3477,1656,477,306,0.2229,44.5818,0.0,0.3077,0.0,Artificial Intelligence,1
175,1657,961,287,0.2223,0.0,11.1333,0.0,0.6667,Computer Science,2
4923,1658,962,442,0.2221,0.0,14.0,0.0,0.6471,Computer Science,5
4904,1659,478,297,0.222,44.4,0.0,0.1818,0.0,Artificial Intelligence,3
125,1659,220,297,0.222,44.4,0.0,0.1667,0.0,Cyber Security,3
3616,1659,963,297,0.222,0.0,6.0,0.0,0.7,Computer Science,3
1532,1662,479,328,0.2219,0.0,15.5,0.0,0.6364,Artificial Intelligence,4
823,1663,964,300,0.2218,0.0,10.9,0.0,0.6667,Computer Science,3
4976,1664,965,443,0.2212,38.64,14.0,0.2222,0.0,Computer Science,5
2307,1664,965,301,0.2212,0.0,20.575,0.0,0.6,Computer Science,3
138,1666,967,444,0.2211,0.0,15.0667,0.0,0.6364,Computer Science,5
1141,1667,968,445,0.221,0.0,10.5,0.0,0.6667,Computer Science,5
4479,1667,480,445,0.221,0.0,0.0,0.0,0.7368,Artificial Intelligence,5
4948,1667,480,329,0.221,0.0,24.8,0.0,0.5714,Artificial Intelligence,4
2826,1670,969,447,0.2209,0.0,13.4,0.0,0.6471,Computer Science,5
1317,1671,970,448,0.2206,44.12,0.0,0.2857,0.0,Computer Science,5
2048,1671,482,448,0.2206,44.1125,0.0,0.2727,0.0,Artificial Intelligence,5
1745,1671,970,448,0.2206,0.0,24.6,0.0,0.5714,Computer Science,5
822,1674,972,288,0.2205,36.0,20.2667,0.0,0.0,Computer Science,2
4891,1675,973,451,0.2202,0.0,17.8,0.0,0.6154,Computer Science,5
2658,1676,974,302,0.22,44.0,0.0,0.2857,0.0,Computer Science,3
4760,1676,974,289,0.22,0.0,0.0,0.0,0.7333,Computer Science,2
4965,1676,221,452,0.22,14.0,0.0,0.0,0.5,Cyber Security,5
3562,1676,483,302,0.22,0.0,0.0,0.0,0.7333,Artificial Intelligence,3
3770,1676,221,302,0.22,0.0,0.0,0.0,0.7333,Cyber Security,3
3730,1676,974,307,0.22,0.0,0.0,0.0,0.7333,Computer Science,1
700,1676,974,289,0.22,0.0,0.0,0.0,0.7333,Computer Science,2
3372,1683,978,308,0.2197,0.0,26.525,0.0,0.5556,Computer Science,1
840,1683,223,308,0.2197,43.9375,0.0,0.2727,0.0,Cyber Security,1
4232,1685,979,453,0.2195,43.9,0.0,0.1667,0.0,Computer Science,5
1342,1686,980,291,0.2194,0.0,24.0,0.0,0.5714,Computer Science,2
4041,1687,484,292,0.2192,43.84,0.0,0.2222,0.0,Artificial Intelligence,2
2914,1688,981,330,0.2185,0.0,19.25,0.0,0.6,Computer Science,4
4366,1689,224,331,0.2184,0.0,15.45,0.0,0.625,Cyber Security,4
3999,1690,982,332,0.2183,0.0,12.7,0.0,0.6429,Computer Science,4
44,1691,225,305,0.2182,0.0,0.0,0.0,0.7273,Cyber Security,3
4415,1691,983,293,0.2182,0.0,0.0,0.0,0.7273,Computer Science,2
554,1691,485,305,0.2182,0.0,0.0,0.0,0.7273,Artificial Intelligence,3
4291,1691,983,454,0.2182,0.0,0.0,0.0,0.7273,Computer Science,5
1689,1691,983,333,0.2182,0.0,0.0,0.0,0.7273,Computer Science,4
3016,1691,485,333,0.2182,0.0,0.0,0.0,0.7273,Artificial Intelligence,4
4586,1691,983,293,0.2182,0.0,0.0,0.0,0.7273,Computer Science,2
475,1698,487,455,0.2181,43.625,0.0,0.2857,0.0,Artificial Intelligence,5
4505,1698,987,455,0.2181,0.0,21.55,0.0,0.5833,Computer Science,5
3671,1700,988,457,0.218,43.6,0.0,0.3077,0.0,Computer Science,5
2286,1700,488,335,0.218,10.8667,0.0,0.0,0.5455,Artificial Intelligence,4
2859,1702,989,310,0.2173,31.4667,0.0,0.1111,0.2,Computer Science,1
3823,1703,226,311,0.2172,0.0,12.1667,0.0,0.6429,Cyber Security,1
3962,1704,990,312,0.217,0.0,39.275,0.0,0.4615,Computer Science,1
4567,1705,991,307,0.2168,0.0,12.925,0.0,0.6364,Computer Science,3
4883,1706,992,295,0.2167,0.0,0.0,0.0,0.7222,Computer Science,2
1181,1706,992,458,0.2167,0.0,0.0,0.0,0.7222,Computer Science,5
2763,1706,227,458,0.2167,0.0,0.0,0.0,0.7222,Cyber Security,5
1696,1706,992,458,0.2167,0.0,0.0,0.0,0.7222,Computer Science,5
734,1706,992,308,0.2167,0.0,0.0,0.0,0.7222,Computer Science,3
1880,1706,992,295,0.2167,0.0,0.0,0.0,0.7222,Computer Science,2
556,1706,992,295,0.2167,0.0,0.0,0.0,0.7222,Computer Science,2
343,1713,998,298,0.2166,0.0,33.2833,0.0,0.5,Computer Science,2
2719,1713,228,461,0.2166,34.0,23.275,0.0,0.0,Cyber Security,5
4661,1715,999,462,0.2165,39.825,8.7,0.2857,0.0,Computer Science,5
2951,1716,489,299,0.2164,0.0,14.46,0.0,0.625,Artificial Intelligence,2
433,1717,229,300,0.2162,0.0,29.1667,0.0,0.5263,Cyber Security,2
2559,1717,1000,313,0.2162,39.5667,9.1667,0.1667,0.0,Computer Science,1
1905,1719,490,463,0.2156,0.0,22.0667,0.0,0.5714,Artificial Intelligence,5
741,1720,1001,301,0.2155,0.0,14.0,0.0,0.625,Computer Science,2
2077,1720,1001,336,0.2155,0.0,14.0,0.0,0.625,Computer Science,4
4811,1720,1001,309,0.2155,0.0,14.0,0.0,0.625,Computer Science,3
3573,1723,230,310,0.2152,0.0,17.6,0.0,0.6,Cyber Security,3
4477,1724,1004,314,0.2148,0.0,7.42,0.0,0.6667,Computer Science,1
3476,1725,1005,315,0.2147,0.0,24.025,0.0,0.5556,Computer Science,1
