StudentId,CourseId,ActivitiesTotal,ActivitiesDone,AvgProgress,AvgTimeMinutes,CompletionRate,Title
1557,58,1,0,0.0,46.3,0.0,Software Engineering
1557,65,1,0,0.0,46.3,0.0,Algorithms
1557,84,1,1,100.0,29.9,1.0,Database Systems
1557,87,1,0,54.0,7.8,0.0,Web Development
1557,93,1,0,0.0,40.4,0.0,Machine Learning
1557,97,1,0,0.0,46.3,0.0,Computer Networks
1557,113,1,1,100.0,46.3,1.0,Database Systems
1557,116,1,1,100.0,90.0,1.0,Data Structures
1557,121,1,1,100.0,19.2,1.0,Mobile App Development
1557,147,1,1,100.0,20.1,1.0,Data Science
1557,152,1,1,100.0,8.2,1.0,Operating Systems
1557,181,1,1,100.0,105.2,1.0,Operating Systems
1557,196,1,1,100.0,112.0,1.0,Database Systems
1558,20,1,1,100.0,54.8,1.0,Computer Architecture
1558,118,1,1,100.0,110.2,1.0,Computer Networks
1558,120,1,1,100.0,50.0,1.0,Data Science
1558,143,1,1,100.0,11.9,1.0,Database Systems
1558,156,1,1,100.0,102.0,1.0,Algorithms
1558,174,1,0,30.0,52.6,0.0,Web Development
1562,4,1,1,100.0,116.4,1.0,Computer Networks
1562,22,1,1,100.0,14.6,1.0,Data Science
1562,33,1,0,0.0,46.3,0.0,Data Science
1562,36,1,0,26.0,32.9,0.0,Software Engineering
1562,43,1,1,100.0,27.0,1.0,Database Systems
1562,46,1,0,54.0,49.7,0.0,Mobile App Development
1562,92,1,1,100.0,97.8,1.0,Web Development
1562,117,1,1,100.0,10.0,1.0,Data Structures
1562,119,1,0,17.0,46.3,0.0,Cyber Security Fundamentals
1562,129,1,1,100.0,26.5,1.0,Discrete Mathematics
1562,135,1,1,100.0,46.3,1.0,Data Science
1562,146,1,1,100.0,102.3,1.0,Operating Systems
1562,169,1,0,86.0,53.8,0.0,Cyber Security Fundamentals
1562,174,1,1,100.0,75.6,1.0,Web Development
1562,175,1,0,0.0,46.3,0.0,Discrete Mathematics
1562,176,1,0,16.0,33.3,0.0,Cyber Security Fundamentals
1565,41,1,1,100.0,33.4,1.0,Database Systems
1565,45,1,0,31.0,25.5,0.0,Discrete Mathematics
1565,80,1,1,100.0,41.5,1.0,Computer Architecture
1565,91,1,0,91.0,57.2,0.0,Computer Architecture
1565,120,1,0,54.0,40.0,0.0,Data Science
1565,123,1,1,100.0,113.5,1.0,Cloud Computing
1565,124,1,0,0.0,46.3,0.0,Discrete Mathematics
1565,128,1,0,65.0,2.6,0.0,Artificial Intelligence
1565,129,1,0,47.0,59.4,0.0,Discrete Mathematics
1565,139,1,1,100.0,55.8,1.0,Artificial Intelligence
1565,140,1,0,29.0,3.2,0.0,Operating Systems
1565,154,1,1,100.0,103.2,1.0,Software Engineering
1565,174,1,1,100.0,27.8,1.0,Web Development
1565,180,1,1,100.0,80.4,1.0,Discrete Mathematics
1565,181,1,0,67.0,26.4,0.0,Operating Systems
1567,18,1,1,100.0,116.4,1.0,Computer Networks
1567,19,1,0,0.0,46.3,0.0,Machine Learning
1567,23,1,1,100.0,47.1,1.0,Data Structures
1567,37,1,0,40.0,10.1,0.0,Database Systems
1567,40,1,1,100.0,14.2,1.0,Discrete Mathematics
1567,101,1,1,100.0,26.0,1.0,Web Development
1567,105,1,1,100.0,77.0,1.0,Computer Networks
1567,116,1,1,100.0,43.1,1.0,Data Structures
1567,135,1,1,100.0,113.8,1.0,Data Science
1567,146,1,0,21.0,46.0,0.0,Operating Systems
1567,153,1,0,36.0,46.9,0.0,Algorithms
1567,193,1,1,100.0,52.9,1.0,Operating Systems
1568,10,1,1,100.0,51.7,1.0,Operating Systems
1568,24,1,0,0.0,46.3,0.0,Cloud Computing
1568,31,1,1,100.0,46.9,1.0,Computer Architecture
1568,34,1,0,0.0,46.3,0.0,Algorithms
1568,39,1,1,100.0,70.4,1.0,Computer Networks
1568,49,1,1,100.0,8.4,1.0,Data Structures
1568,70,1,1,100.0,105.2,1.0,Operating Systems
1568,110,1,1,100.0,96.5,1.0,Software Engineering
1568,111,1,0,79.0,21.7,0.0,Cyber Security Fundamentals
1568,138,1,1,100.0,48.5,1.0,Algorithms
1568,140,1,0,84.0,43.0,0.0,Operating Systems
1568,149,1,1,100.0,68.0,1.0,Web Development
1568,156,1,0,17.0,13.1,0.0,Algorithms
1568,170,1,1,100.0,82.4,1.0,Data Science
1568,181,1,0,0.0,46.3,0.0,Operating Systems
1570,27,1,0,72.0,50.6,0.0,Cloud Computing
1570,35,1,0,82.0,44.8,0.0,Data Structures
1570,38,1,1,100.0,21.5,1.0,Database Systems
1570,49,1,0,26.0,32.6,0.0,Data Structures
1570,52,1,0,47.0,2.7,0.0,Operating Systems
1570,89,1,0,0.0,46.3,0.0,Cyber Security Fundamentals
1570,100,1,0,0.0,46.3,0.0,Software Engineering
1570,120,1,0,24.0,26.7,0.0,Data Science
1570,143,1,0,60.0,49.6,0.0,Database Systems
1570,146,1,0,13.0,20.6,0.0,Operating Systems
1570,171,1,0,0.0,46.3,0.0,Mobile App Development
1571,43,1,1,100.0,46.3,1.0,Database Systems
1571,63,1,1,100.0,78.5,1.0,Computer Networks
1571,67,1,1,100.0,100.4,1.0,Operating Systems
1571,113,1,1,100.0,86.2,1.0,Database Systems
1571,120,1,0,22.0,30.2,0.0,Data Science
1571,158,1,0,0.0,46.3,0.0,Mobile App Development
1571,166,1,1,100.0,46.3,1.0,Discrete Mathematics
1571,193,1,1,100.0,8.2,1.0,Operating Systems
1572,7,1,0,26.0,11.8,0.0,Operating Systems
1572,21,1,0,41.0,51.3,0.0,Algorithms
1572,24,1,1,100.0,46.3,1.0,Cloud Computing
1572,27,1,1,100.0,29.5,1.0,Cloud Computing
1572,41,1,1,100.0,68.2,1.0,Database Systems
1572,47,1,0,19.0,2.8,0.0,Machine Learning
1572,63,1,1,100.0,46.3,1.0,Computer Networks
1572,77,1,0,65.0,39.8,0.0,Mobile App Development
1572,84,1,1,100.0,116.9,1.0,Database Systems
1572,117,1,0,38.0,17.6,0.0,Data Structures
1572,119,1,0,62.0,54.7,0.0,Cyber Security Fundamentals
1572,143,1,1,100.0,113.5,1.0,Database Systems
1572,146,1,0,0.0,46.3,0.0,Operating Systems
1572,153,1,1,100.0,20.3,1.0,Algorithms
1572,196,1,1,100.0,28.5,1.0,Database Systems
1573,17,1,0,16.0,46.3,0.0,Operating Systems
1573,110,1,0,12.0,24.0,0.0,Software Engineering
1574,87,1,1,100.0,43.4,1.0,Web Development
1574,174,1,1,100.0,115.6,1.0,Web Development
1575,4,1,0,94.0,8.0,0.0,Computer Networks
1575,32,1,0,54.0,46.3,0.0,Computer Architecture
1575,33,1,1,100.0,69.9,1.0,Data Science
1575,82,1,0,87.0,46.3,0.0,Data Science
1575,101,1,1,100.0,45.8,1.0,Web Development
1575,151,1,0,74.0,7.9,0.0,Software Engineering
1577,25,1,0,33.0,5.2,0.0,Cloud Computing
1577,120,1,0,0.0,46.3,0.0,Data Science
1577,138,1,1,100.0,7.5,1.0,Algorithms
1577,166,1,1,100.0,75.8,1.0,Discrete Mathematics
1577,180,1,0,0.0,46.3,0.0,Discrete Mathematics
1577,191,1,1,100.0,48.6,1.0,Data Structures
1580,22,1,0,68.0,35.0,0.0,Data Science
1580,24,1,0,0.0,46.3,0.0,Cloud Computing
1580,33,2,1,50.0,71.35,0.5,Data Science
1580,41,1,1,100.0,94.6,1.0,Database Systems
1580,43,1,0,22.0,50.5,0.0,Database Systems
1580,80,1,1,100.0,104.1,1.0,Computer Architecture
1580,89,1,1,100.0,69.9,1.0,Cyber Security Fundamentals
1580,110,1,1,100.0,91.3,1.0,Software Engineering
1580,132,1,0,0.0,46.3,0.0,Mobile App Development
1580,138,2,1,50.0,44.3,0.5,Algorithms
1580,140,1,0,0.0,46.3,0.0,Operating Systems
1580,143,1,0,0.0,46.3,0.0,Database Systems
1580,154,1,0,58.0,23.6,0.0,Software Engineering
1580,181,1,1,100.0,104.4,1.0,Operating Systems
1582,23,1,0,14.0,31.6,0.0,Data Structures
1582,27,1,1,100.0,87.6,1.0,Cloud Computing
1582,92,1,1,100.0,22.1,1.0,Web Development
1583,19,1,1,100.0,61.0,1.0,Machine Learning
1583,23,1,1,100.0,61.5,1.0,Data Structures
1583,25,1,1,100.0,19.8,1.0,Cloud Computing
1583,26,1,0,41.0,46.3,0.0,Mobile App Development
1583,81,1,0,0.0,46.3,0.0,Artificial Intelligence
1583,90,1,0,26.0,14.2,0.0,Discrete Mathematics
1583,91,1,1,100.0,90.7,1.0,Computer Architecture
1583,112,2,2,100.0,45.85,1.0,Operating Systems
1583,113,1,1,100.0,61.6,1.0,Database Systems
1583,114,1,0,71.0,31.7,0.0,Mobile App Development
1583,123,1,0,0.0,46.3,0.0,Cloud Computing
1583,164,1,1,100.0,119.6,1.0,Data Science
1584,20,1,1,100.0,34.3,1.0,Computer Architecture
1584,31,1,1,100.0,77.5,1.0,Computer Architecture
1584,34,1,0,73.0,19.5,0.0,Algorithms
1584,41,1,1,100.0,96.8,1.0,Database Systems
1584,43,1,0,80.0,50.1,0.0,Database Systems
1584,71,1,1,100.0,90.6,1.0,Algorithms
1584,132,1,0,0.0,46.3,0.0,Mobile App Development
1584,140,1,0,0.0,46.3,0.0,Operating Systems
1584,142,1,0,0.0,46.3,0.0,Algorithms
1584,146,2,1,96.5,64.0,0.5,Operating Systems
1584,149,1,1,100.0,88.7,1.0,Web Development
1584,154,1,0,0.0,50.9,0.0,Software Engineering
1584,155,1,0,42.0,2.3,0.0,Data Structures
1584,156,1,0,80.0,37.4,0.0,Algorithms
1584,174,1,1,100.0,113.0,1.0,Web Development
1584,180,1,1,100.0,7.4,1.0,Discrete Mathematics
1584,186,1,1,100.0,99.2,1.0,Algorithms
1584,197,1,1,100.0,81.9,1.0,Computer Networks
1586,4,1,0,0.0,46.3,0.0,Computer Networks
1586,34,1,0,19.0,21.4,0.0,Algorithms
1586,43,1,1,100.0,88.1,1.0,Database Systems
1586,56,1,1,100.0,23.5,1.0,Data Science
1586,63,1,0,36.0,47.4,0.0,Computer Networks
1586,73,1,1,100.0,24.2,1.0,Web Development
1586,74,1,0,65.0,38.7,0.0,Computer Architecture
1586,101,1,1,100.0,88.6,1.0,Web Development
1586,102,1,1,100.0,115.1,1.0,Discrete Mathematics
1586,138,1,1,100.0,34.6,1.0,Algorithms
1586,159,1,1,100.0,86.4,1.0,Data Science
1586,160,1,0,25.0,43.9,0.0,Computer Architecture
1586,178,1,0,14.0,57.7,0.0,Algorithms
1586,191,1,0,7.0,5.0,0.0,Data Structures
1588,7,1,1,100.0,78.9,1.0,Operating Systems
1588,19,1,0,24.0,6.0,0.0,Machine Learning
1588,62,1,0,0.0,46.3,0.0,Machine Learning
1588,89,1,1,100.0,61.6,1.0,Cyber Security Fundamentals
1588,123,1,1,100.0,6.4,1.0,Cloud Computing
1588,128,1,1,100.0,47.8,1.0,Artificial Intelligence
1588,139,1,1,100.0,87.6,1.0,Artificial Intelligence
1588,145,1,1,100.0,12.4,1.0,Web Development
1588,155,1,1,100.0,33.0,1.0,Data Structures
1588,193,1,0,0.0,46.3,0.0,Operating Systems
1588,194,1,1,100.0,61.2,1.0,Algorithms
1589,8,1,0,49.0,9.1,0.0,Data Science
1589,33,1,1,100.0,5.3,1.0,Data Science
1589,41,1,1,100.0,109.8,1.0,Database Systems
1589,43,1,0,0.0,46.3,0.0,Database Systems
1589,87,2,1,50.0,66.95,0.5,Web Development
1589,118,1,1,100.0,100.0,1.0,Computer Networks
1589,131,1,0,15.0,56.9,0.0,Machine Learning
1589,137,1,0,82.0,15.1,0.0,Computer Networks
1589,138,1,1,100.0,77.8,1.0,Algorithms
1589,161,1,0,72.0,32.8,0.0,Cyber Security Fundamentals
1589,169,1,0,25.0,55.4,0.0,Cyber Security Fundamentals
1589,194,1,1,100.0,110.3,1.0,Algorithms
1590,47,1,1,100.0,46.3,1.0,Machine Learning
1590,72,1,0,0.0,46.3,0.0,Artificial Intelligence
1590,77,1,1,100.0,43.7,1.0,Mobile App Development
1590,90,1,1,100.0,76.2,1.0,Discrete Mathematics
1590,128,1,0,0.0,46.3,0.0,Artificial Intelligence
1590,151,1,1,100.0,52.5,1.0,Software Engineering
1590,196,1,0,77.0,30.6,0.0,Database Systems
1591,4,1,1,100.0,97.8,1.0,Computer Networks
1591,19,1,1,100.0,56.7,1.0,Machine Learning
1591,31,1,0,66.0,16.1,0.0,Computer Architecture
1591,46,1,0,0.0,46.3,0.0,Mobile App Development
1591,75,1,1,100.0,69.6,1.0,Data Science
1591,105,1,1,100.0,28.6,1.0,Computer Networks
1591,160,1,0,0.0,46.3,0.0,Computer Architecture
1591,183,1,1,100.0,52.6,1.0,Computer Architecture
1592,4,1,1,100.0,19.9,1.0,Computer Networks
1592,33,1,0,100.0,46.3,0.0,Data Science
1592,46,1,1,100.0,45.1,1.0,Mobile App Development
1592,63,1,1,100.0,80.7,1.0,Computer Networks
1592,72,1,1,100.0,46.3,1.0,Artificial Intelligence
1592,113,1,1,100.0,63.3,1.0,Database Systems
1592,122,1,1,100.0,106.4,1.0,Mobile App Development
1592,140,1,0,0.0,46.3,0.0,Operating Systems
1592,141,1,1,100.0,104.2,1.0,Computer Networks
1593,7,1,0,88.0,22.5,0.0,Operating Systems
1593,11,1,1,100.0,13.9,1.0,Computer Networks
1593,38,1,0,100.0,46.3,0.0,Database Systems
1593,53,1,1,100.0,53.0,1.0,Discrete Mathematics
1593,54,1,0,79.0,42.6,0.0,Artificial Intelligence
1593,63,1,1,100.0,104.0,1.0,Computer Networks
1593,70,1,0,90.0,46.3,0.0,Operating Systems
1593,77,1,0,42.0,46.2,0.0,Mobile App Development
1593,97,1,0,20.0,40.5,0.0,Computer Networks
1593,116,1,1,100.0,68.4,1.0,Data Structures
1593,117,1,1,100.0,33.8,1.0,Data Structures
1593,121,1,0,32.0,4.1,0.0,Mobile App Development
1593,125,1,1,100.0,38.5,1.0,Operating Systems
1593,145,1,0,0.0,46.3,0.0,Web Development
1593,171,1,0,94.0,57.3,0.0,Mobile App Development
1593,176,1,1,100.0,99.4,1.0,Cyber Security Fundamentals
1593,181,1,1,100.0,60.1,1.0,Operating Systems
1594,28,1,1,100.0,53.6,1.0,Mobile App Development
1594,34,1,1,100.0,114.2,1.0,Algorithms
1594,38,1,0,100.0,14.1,0.0,Database Systems
1594,68,1,0,80.0,31.0,0.0,Computer Networks
1594,72,1,0,75.0,29.0,0.0,Artificial Intelligence
1594,77,2,2,100.0,97.0,1.0,Mobile App Development
1594,87,1,1,100.0,101.8,1.0,Web Development
1594,111,1,0,0.0,46.3,0.0,Cyber Security Fundamentals
1594,116,1,1,100.0,86.4,1.0,Data Structures
1594,119,1,0,9.0,46.3,0.0,Cyber Security Fundamentals
1594,146,1,1,100.0,46.3,1.0,Operating Systems
1596,107,1,0,0.0,46.3,0.0,Software Engineering
1597,23,1,1,100.0,95.2,1.0,Data Structures
1597,47,1,1,100.0,119.5,1.0,Machine Learning
1597,52,2,2,100.0,42.05,1.0,Operating Systems
1597,107,1,0,66.0,27.2,0.0,Software Engineering
1597,111,1,1,100.0,20.1,1.0,Cyber Security Fundamentals
1597,117,1,1,100.0,18.9,1.0,Data Structures
1597,120,1,1,100.0,102.6,1.0,Data Science
1597,125,1,1,100.0,5.6,1.0,Operating Systems
1597,129,1,0,47.0,53.2,0.0,Discrete Mathematics
1597,131,1,0,29.0,12.9,0.0,Machine Learning
1597,163,1,1,100.0,28.4,1.0,Data Science
1597,179,1,0,90.0,3.8,0.0,Data Science
1597,191,1,1,100.0,89.0,1.0,Data Structures
1597,197,1,0,46.0,27.4,0.0,Computer Networks
1600,4,1,0,67.0,27.0,0.0,Computer Networks
1600,131,1,1,100.0,17.3,1.0,Machine Learning
1602,7,1,0,55.0,47.8,0.0,Operating Systems
1602,30,1,0,0.0,46.3,0.0,Machine Learning
1602,99,1,0,13.0,10.0,0.0,Mobile App Development
1602,122,1,1,100.0,46.3,1.0,Mobile App Development
1602,151,1,0,0.0,46.3,0.0,Software Engineering
1602,166,1,1,100.0,107.0,1.0,Discrete Mathematics
1602,167,1,0,0.0,46.3,0.0,Operating Systems
1605,52,1,0,0.0,46.3,0.0,Operating Systems
1605,76,1,1,100.0,82.6,1.0,Computer Networks
1605,92,1,0,9.0,31.0,0.0,Web Development
1605,99,1,0,48.0,24.5,0.0,Mobile App Development
1605,156,1,1,100.0,118.6,1.0,Algorithms
1605,184,1,0,34.0,25.5,0.0,Algorithms
1606,80,1,1,100.0,118.0,1.0,Computer Architecture
1606,150,1,0,44.0,5.8,0.0,Cyber Security Fundamentals
1606,173,1,0,46.0,19.1,0.0,Mobile App Development
1606,180,1,1,100.0,46.3,1.0,Discrete Mathematics
1608,18,1,1,100.0,65.6,1.0,Computer Networks
1608,31,1,0,88.0,17.6,0.0,Computer Architecture
1608,36,1,0,16.0,3.9,0.0,Software Engineering
1608,47,1,1,100.0,46.3,1.0,Machine Learning
1608,52,1,1,100.0,61.3,1.0,Operating Systems
1608,66,1,1,100.0,84.4,1.0,Computer Architecture
1608,67,2,2,100.0,22.35,1.0,Operating Systems
1608,72,1,0,63.0,23.9,0.0,Artificial Intelligence
1608,74,1,1,100.0,50.0,1.0,Computer Architecture
1608,121,1,1,100.0,56.2,1.0,Mobile App Development
1608,122,1,1,100.0,61.3,1.0,Mobile App Development
1608,187,1,1,100.0,56.5,1.0,Operating Systems
1614,11,1,1,100.0,36.6,1.0,Computer Networks
1614,29,1,0,0.0,46.3,0.0,Algorithms
1614,31,1,0,27.0,13.9,0.0,Computer Architecture
1614,32,1,1,100.0,112.0,1.0,Computer Architecture
1614,62,1,0,8.0,11.3,0.0,Machine Learning
1614,67,1,1,100.0,7.6,1.0,Operating Systems
1614,116,1,0,0.0,46.3,0.0,Data Structures
1614,155,1,1,100.0,66.2,1.0,Data Structures
1614,178,1,1,100.0,115.4,1.0,Algorithms
1614,181,1,1,100.0,50.2,1.0,Operating Systems
1614,184,1,1,100.0,46.3,1.0,Algorithms
1614,188,1,1,100.0,72.2,1.0,Web Development
1615,43,1,1,100.0,54.9,1.0,Database Systems
1615,66,1,0,71.0,32.2,0.0,Computer Architecture
1615,90,1,1,100.0,7.3,1.0,Discrete Mathematics
1615,119,1,0,32.0,22.7,0.0,Cyber Security Fundamentals
1615,131,1,1,100.0,53.9,1.0,Machine Learning
1615,155,1,1,100.0,53.8,1.0,Data Structures
1618,7,1,1,100.0,71.3,1.0,Operating Systems
1618,17,1,0,0.0,46.3,0.0,Operating Systems
1618,24,1,0,61.0,53.9,0.0,Cloud Computing
1618,27,1,0,0.0,46.3,0.0,Cloud Computing
1618,41,1,0,68.0,42.3,0.0,Database Systems
1618,43,1,1,100.0,64.9,1.0,Database Systems
1618,63,1,1,100.0,115.0,1.0,Computer Networks
1618,89,1,0,78.0,51.9,0.0,Cyber Security Fundamentals
1618,91,1,1,100.0,78.1,1.0,Computer Architecture
1618,103,1,0,82.0,27.4,0.0,Web Development
1618,120,1,0,34.0,51.6,0.0,Data Science
1618,144,1,1,100.0,60.8,1.0,Software Engineering
1618,151,1,1,100.0,12.0,1.0,Software Engineering
1618,152,1,1,100.0,33.3,1.0,Operating Systems
1618,154,1,1,100.0,46.3,1.0,Software Engineering
1618,174,1,0,49.0,39.7,0.0,Web Development
1618,177,1,1,100.0,66.2,1.0,Data Science
1618,181,1,1,100.0,10.8,1.0,Operating Systems
1619,62,1,0,0.0,46.3,0.0,Machine Learning
1619,80,1,1,100.0,46.3,1.0,Computer Architecture
1619,119,1,1,100.0,97.7,1.0,Cyber Security Fundamentals
1619,144,1,1,100.0,118.7,1.0,Software Engineering
1619,174,1,0,69.0,25.9,0.0,Web Development
1620,1,1,1,100.0,23.5,1.0,Cyber Security Fundamentals
1620,31,1,1,100.0,16.4,1.0,Computer Architecture
1620,34,1,1,100.0,87.9,1.0,Algorithms
1620,42,1,0,10.0,37.2,0.0,Web Development
1620,65,1,0,0.0,46.3,0.0,Algorithms
1620,67,1,1,100.0,46.3,1.0,Operating Systems
1620,72,1,0,0.0,46.3,0.0,Artificial Intelligence
1620,77,1,0,0.0,46.3,0.0,Mobile App Development
1620,87,1,1,100.0,34.4,1.0,Web Development
1620,100,1,0,29.0,41.4,0.0,Software Engineering
1620,112,1,0,77.0,49.8,0.0,Operating Systems
1620,119,1,1,100.0,83.7,1.0,Cyber Security Fundamentals
1620,120,1,1,100.0,79.4,1.0,Data Science
1620,125,1,1,100.0,94.5,1.0,Operating Systems
1620,128,1,1,100.0,113.8,1.0,Artificial Intelligence
1620,160,1,1,100.0,17.0,1.0,Computer Architecture
1620,167,1,1,100.0,64.9,1.0,Operating Systems
1620,169,1,1,100.0,14.8,1.0,Cyber Security Fundamentals
1620,183,1,0,74.0,4.8,0.0,Computer Architecture
1620,188,1,0,60.0,34.4,0.0,Web Development
1621,32,1,1,100.0,15.4,1.0,Computer Architecture
1621,46,1,1,100.0,113.3,1.0,Mobile App Development
1621,49,1,1,100.0,114.2,1.0,Data Structures
1621,116,1,1,100.0,38.9,1.0,Data Structures
1621,146,2,2,100.0,34.55,1.0,Operating Systems
1621,155,1,1,100.0,39.0,1.0,Data Structures
1621,180,1,0,81.0,12.7,0.0,Discrete Mathematics
1623,9,1,1,100.0,84.7,1.0,Artificial Intelligence
1623,33,1,0,29.0,31.2,0.0,Data Science
1623,46,2,1,64.5,40.65,0.5,Mobile App Development
1623,54,1,1,100.0,111.2,1.0,Artificial Intelligence
1623,67,1,0,46.0,15.4,0.0,Operating Systems
1623,76,1,1,100.0,108.4,1.0,Computer Networks
1623,93,1,0,73.0,29.3,0.0,Machine Learning
1623,98,1,0,53.0,11.1,0.0,Machine Learning
1623,103,1,1,100.0,82.6,1.0,Web Development
1623,122,1,0,0.0,46.3,0.0,Mobile App Development
1623,128,1,1,100.0,24.0,1.0,Artificial Intelligence
1623,135,1,0,0.0,46.3,0.0,Data Science
1623,155,1,1,100.0,46.3,1.0,Data Structures
1623,160,2,1,97.0,27.0,0.5,Computer Architecture
1623,171,1,1,100.0,55.2,1.0,Mobile App Development
1623,193,1,0,81.0,55.0,0.0,Operating Systems
1623,196,1,0,78.0,18.5,0.0,Database Systems
1624,24,1,1,100.0,21.7,1.0,Cloud Computing
1624,136,1,0,0.0,46.3,0.0,Operating Systems
1624,165,1,0,0.0,46.3,0.0,Computer Networks
1624,175,1,1,100.0,119.8,1.0,Discrete Mathematics
1625,26,1,1,100.0,15.8,1.0,Mobile App Development
1625,30,1,1,100.0,49.7,1.0,Machine Learning
1625,47,1,1,100.0,95.8,1.0,Machine Learning
1625,66,1,1,100.0,92.7,1.0,Computer Architecture
1625,114,1,1,100.0,95.8,1.0,Mobile App Development
1625,121,1,1,100.0,13.8,1.0,Mobile App Development
1625,136,1,0,77.0,45.8,0.0,Operating Systems
1625,138,1,1,100.0,113.9,1.0,Algorithms
1625,183,1,0,0.0,46.3,0.0,Computer Architecture
1625,188,1,0,38.0,7.2,0.0,Web Development
1627,35,1,1,100.0,104.4,1.0,Data Structures
1627,56,1,0,80.0,51.3,0.0,Data Science
1627,76,1,1,100.0,111.9,1.0,Computer Networks
1627,146,1,1,100.0,79.3,1.0,Operating Systems
1627,150,2,0,31.5,34.85,0.0,Cyber Security Fundamentals
1627,177,1,1,100.0,102.7,1.0,Data Science
1629,30,1,0,64.0,34.4,0.0,Machine Learning
1629,45,1,1,100.0,13.9,1.0,Discrete Mathematics
1629,132,1,0,49.0,58.9,0.0,Mobile App Development
1629,163,1,0,0.0,46.3,0.0,Data Science
1631,4,1,1,100.0,6.7,1.0,Computer Networks
1631,11,1,1,100.0,93.7,1.0,Computer Networks
1631,32,1,1,100.0,78.5,1.0,Computer Architecture
1631,33,1,1,100.0,15.6,1.0,Data Science
1631,35,1,0,13.0,49.4,0.0,Data Structures
1631,76,1,0,15.0,3.3,0.0,Computer Networks
1631,90,1,1,100.0,11.9,1.0,Discrete Mathematics
1631,107,1,0,0.0,19.8,0.0,Software Engineering
1631,129,1,0,0.0,46.3,0.0,Discrete Mathematics
1631,139,2,2,100.0,80.95,1.0,Artificial Intelligence
1631,165,1,1,100.0,46.3,1.0,Computer Networks
1631,166,1,1,100.0,70.0,1.0,Discrete Mathematics
1631,171,1,0,17.0,7.0,0.0,Mobile App Development
1631,180,1,1,100.0,46.3,1.0,Discrete Mathematics
1633,74,1,1,100.0,46.3,1.0,Computer Architecture
1633,88,1,1,100.0,8.7,1.0,Cloud Computing
1633,136,1,1,100.0,96.0,1.0,Operating Systems
1633,160,1,1,100.0,20.6,1.0,Computer Architecture
1634,67,1,0,64.0,22.0,0.0,Operating Systems
1634,149,1,0,0.0,46.3,0.0,Web Development
1634,151,1,1,100.0,34.1,1.0,Software Engineering
1634,182,1,0,18.0,56.8,0.0,Data Structures
1635,11,1,0,87.0,58.8,0.0,Computer Networks
1635,23,1,0,0.0,46.3,0.0,Data Structures
1635,103,1,0,15.0,19.8,0.0,Web Development
1635,124,1,0,48.0,41.4,0.0,Discrete Mathematics
1635,171,1,1,100.0,75.0,1.0,Mobile App Development
1635,192,1,1,100.0,38.0,1.0,Computer Networks
1636,21,1,0,94.0,49.8,0.0,Algorithms
1636,45,1,1,100.0,82.4,1.0,Discrete Mathematics
1636,54,1,1,100.0,84.7,1.0,Artificial Intelligence
1636,74,1,1,100.0,98.7,1.0,Computer Architecture
1636,85,1,0,0.0,46.3,0.0,Artificial Intelligence
1636,107,1,0,0.0,46.3,0.0,Software Engineering
1636,117,1,0,0.0,46.3,0.0,Data Structures
1636,138,1,1,100.0,15.4,1.0,Algorithms
1636,160,1,1,100.0,26.2,1.0,Computer Architecture
1636,166,1,0,14.0,47.1,0.0,Discrete Mathematics
1636,183,1,1,100.0,67.2,1.0,Computer Architecture
1636,188,1,0,42.0,24.6,0.0,Web Development
1637,31,1,1,100.0,46.3,1.0,Computer Architecture
1637,142,1,1,100.0,37.3,1.0,Algorithms
1637,191,1,1,100.0,46.3,1.0,Data Structures
1646,2,1,1,100.0,104.2,1.0,Machine Learning
1646,171,1,1,100.0,80.1,1.0,Mobile App Development
1646,175,1,1,100.0,56.6,1.0,Discrete Mathematics
1649,4,1,1,100.0,111.8,1.0,Computer Networks
1649,19,1,1,100.0,19.4,1.0,Machine Learning
1649,30,1,1,100.0,28.1,1.0,Machine Learning
1649,41,1,0,73.0,8.2,0.0,Database Systems
1649,46,1,1,100.0,78.5,1.0,Mobile App Development
1649,54,1,0,100.0,17.8,0.0,Artificial Intelligence
1649,74,1,0,85.0,59.0,0.0,Computer Architecture
1649,99,1,1,100.0,57.4,1.0,Mobile App Development
1649,106,1,0,0.0,46.3,0.0,Software Engineering
1649,116,1,1,100.0,107.4,1.0,Data Structures
1649,137,1,0,78.0,51.9,0.0,Computer Networks
1649,140,1,1,100.0,86.3,1.0,Operating Systems
1649,146,1,1,100.0,98.6,1.0,Operating Systems
1649,148,1,1,100.0,72.6,1.0,Algorithms
1649,185,1,1,100.0,12.6,1.0,Data Science
1649,187,1,1,100.0,46.3,1.0,Operating Systems
1650,52,1,1,100.0,63.9,1.0,Operating Systems
1650,73,1,1,100.0,70.7,1.0,Web Development
1650,105,1,1,100.0,70.8,1.0,Computer Networks
1650,112,1,1,100.0,46.1,1.0,Operating Systems
1650,125,1,0,23.0,39.0,0.0,Operating Systems
1650,138,1,0,88.0,18.5,0.0,Algorithms
1653,16,1,1,100.0,20.2,1.0,Algorithms
1653,36,1,1,100.0,88.9,1.0,Software Engineering
1653,63,1,1,100.0,57.5,1.0,Computer Networks
1653,84,1,0,71.0,26.0,0.0,Database Systems
1653,87,1,1,100.0,44.9,1.0,Web Development
1653,107,1,1,100.0,57.3,1.0,Software Engineering
1653,112,1,1,100.0,59.7,1.0,Operating Systems
