StudentId,EngagementSegment
4062,Dropout Risk
1526,Social Learner
2753,Dropout Risk
3092,Dropout Risk
1519,Social Learner
3597,Passive Learner
3848,Dropout Risk
1155,Dropout Risk
2920,Passive Learner
4492,Dropout Risk
1875,Social Learner
2010,Social Learner
3363,Dropout Risk
4292,Passive Learner
1581,Social Learner
1197,Social Learner
3948,Passive Learner
2658,Dropout Risk
550,Social Learner
2672,Dropout Risk
3718,Dropout Risk
1126,Social Learner
86,Social Learner
4699,Dropout Risk
625,Social Learner
1496,Social Learner
4400,Dropout Risk
1098,Social Learner
21,Social Learner
4072,Passive Learner
39,Dropout Risk
3272,Dropout Risk
1709,Social Learner
1762,Social Learner
3056,Super Learner
1573,Social Learner
4174,Dropout Risk
1629,Social Learner
2455,Dropout Risk
4122,Dropout Risk
4549,Dropout Risk
2240,Passive Learner
2542,Dropout Risk
1780,Social Learner
4713,Passive Learner
474,Social Learner
1161,Social Learner
895,Social Learner
2133,Passive Learner
1036,Passive Learner
490,Social Learner
3580,Dropout Risk
3118,Passive Learner
44,Social Learner
2633,Dropout Risk
1087,Social Learner
918,Social Learner
3914,Dropout Risk
2860,Dropout Risk
1682,Dropout Risk
2275,Passive Learner
2479,Dropout Risk
3094,Dropout Risk
4029,Dropout Risk
3420,Passive Learner
985,Dropout Risk
993,Social Learner
2982,Passive Learner
4984,Passive Learner
4939,Dropout Risk
2788,Passive Learner
2756,Dropout Risk
3082,Passive Learner
3306,Passive Learner
2341,Passive Learner
1004,Social Learner
2724,Dropout Risk
451,Social Learner
1901,Social Learner
143,Social Learner
1183,Social Learner
813,Social Learner
4004,Dropout Risk
1610,Social Learner
2942,Dropout Risk
2489,Passive Learner
3280,Passive Learner
4300,Passive Learner
1491,Dropout Risk
1789,Dropout Risk
4879,Dropout Risk
3291,Passive Learner
3485,Dropout Risk
2592,Passive Learner
2531,Passive Learner
4193,Dropout Risk
3078,Dropout Risk
2952,Passive Learner
3241,Dropout Risk
2142,Passive Learner
1968,Social Learner
349,Social Learner
227,Social Learner
2541,Passive Learner
4348,Passive Learner
45,Dropout Risk
448,Social Learner
1535,Social Learner
4266,Passive Learner
4916,Passive Learner
1336,Super Learner
1284,Dropout Risk
2945,Dropout Risk
4227,Dropout Risk
3190,Dropout Risk
821,Social Learner
2176,Passive Learner
636,Passive Learner
1104,Social Learner
4399,Dropout Risk
2532,Passive Learner
565,Social Learner
3400,Passive Learner
2190,Dropout Risk
3391,Passive Learner
2123,Dropout Risk
3131,Passive Learner
3279,Dropout Risk
1031,Social Learner
1510,Dropout Risk
4591,Dropout Risk
3895,Passive Learner
4870,Dropout Risk
859,Passive Learner
1536,Social Learner
640,Super Learner
2380,Passive Learner
884,Social Learner
401,Social Learner
2344,Passive Learner
2868,Dropout Risk
1153,Social Learner
3843,Dropout Risk
4251,Passive Learner
942,Social Learner
426,Social Learner
2204,Passive Learner
1868,Social Learner
193,Social Learner
4806,Dropout Risk
1235,Social Learner
2711,Passive Learner
2544,Dropout Risk
3494,Dropout Risk
2683,Dropout Risk
2271,Passive Learner
2339,Dropout Risk
3805,Dropout Risk
4027,Dropout Risk
3372,Passive Learner
580,Social Learner
2735,Passive Learner
2305,Passive Learner
995,Social Learner
3062,Dropout Risk
4793,Dropout Risk
2827,Dropout Risk
1737,Social Learner
1795,Social Learner
4278,Super Learner
2269,Passive Learner
1713,Social Learner
1030,Social Learner
4298,Passive Learner
3053,Super Learner
2694,Dropout Risk
2734,Dropout Risk
4825,Passive Learner
1350,Social Learner
2420,Dropout Risk
4717,Dropout Risk
4750,Dropout Risk
4672,Passive Learner
2722,Passive Learner
2550,Dropout Risk
1477,Social Learner
1015,Social Learner
4214,Dropout Risk
4136,Dropout Risk
2132,Passive Learner
4259,Passive Learner
4431,Passive Learner
3926,Dropout Risk
4562,Dropout Risk
634,Social Learner
2253,Dropout Risk
1911,Social Learner
3518,Dropout Risk
4784,Passive Learner
260,Social Learner
4588,Passive Learner
3922,Dropout Risk
1814,Social Learner
2836,Passive Learner
4023,Dropout Risk
2149,Passive Learner
3435,Passive Learner
1273,Social Learner
1605,Social Learner
3081,Passive Learner
1513,Social Learner
2695,Dropout Risk
4330,Passive Learner
4665,Passive Learner
3538,Passive Learner
2770,Passive Learner
3637,Passive Learner
4012,Dropout Risk
746,Social Learner
810,Social Learner
946,Social Learner
4077,Super Learner
2406,Passive Learner
3971,Passive Learner
434,Social Learner
4362,Passive Learner
4998,Passive Learner
3946,Dropout Risk
2992,Dropout Risk
271,Social Learner
583,Dropout Risk
762,Social Learner
4011,Dropout Risk
3610,Dropout Risk
1027,Social Learner
3992,Dropout Risk
2799,Passive Learner
1019,Dropout Risk
870,Social Learner
2227,Passive Learner
3248,Passive Learner
1299,Social Learner
1037,Social Learner
3031,Dropout Risk
4454,Dropout Risk
3854,Passive Learner
1016,Social Learner
4217,Dropout Risk
3820,Passive Learner
1444,Social Learner
4082,Dropout Risk
2591,Dropout Risk
159,Social Learner
2415,Passive Learner
3080,Passive Learner
4689,Dropout Risk
2487,Passive Learner
1567,Passive Learner
2497,Dropout Risk
1338,Social Learner
1986,Social Learner
4855,Passive Learner
2781,Dropout Risk
824,Social Learner
4146,Passive Learner
3117,Passive Learner
3942,Dropout Risk
2131,Passive Learner
961,Social Learner
711,Social Learner
552,Social Learner
2471,Dropout Risk
1930,Social Learner
1259,Social Learner
1492,Social Learner
2906,Passive Learner
4922,Dropout Risk
2188,Passive Learner
1205,Social Learner
2443,Dropout Risk
4680,Dropout Risk
3386,Passive Learner
4929,Dropout Risk
1420,Dropout Risk
1399,Social Learner
2873,Dropout Risk
2328,Dropout Risk
529,Social Learner
131,Social Learner
1494,Social Learner
4787,Passive Learner
2263,Dropout Risk
373,Social Learner
3127,Passive Learner
361,Social Learner
2691,Dropout Risk
3039,Passive Learner
3608,Passive Learner
3566,Passive Learner
3927,Dropout Risk
604,Social Learner
1836,Social Learner
932,Social Learner
1666,Social Learner
2662,Dropout Risk
678,Social Learner
2084,Passive Learner
4269,Passive Learner
708,Social Learner
1540,Social Learner
4046,Dropout Risk
577,Social Learner
3325,Dropout Risk
1314,Social Learner
208,Social Learner
1242,Social Learner
2783,Dropout Risk
3247,Dropout Risk
2635,Dropout Risk
1899,Social Learner
3001,Passive Learner
2017,Dropout Risk
3615,Passive Learner
1994,Social Learner
2880,Passive Learner
3997,Dropout Risk
4130,Dropout Risk
4592,Passive Learner
4597,Dropout Risk
3438,Passive Learner
151,Social Learner
421,Social Learner
2413,Passive Learner
4419,Dropout Risk
1710,Social Learner
1701,Social Learner
3366,Passive Learner
1307,Social Learner
1101,Social Learner
1459,Social Learner
3038,Dropout Risk
3443,Passive Learner
2082,Dropout Risk
585,Social Learner
4048,Dropout Risk
212,Social Learner
3234,Passive Learner
2768,Passive Learner
878,Social Learner
2641,Passive Learner
4990,Dropout Risk
3748,Passive Learner
342,Social Learner
491,Social Learner
1869,Dropout Risk
2871,Dropout Risk
3559,Passive Learner
4872,Dropout Risk
505,Social Learner
4099,Passive Learner
2519,Passive Learner
834,Dropout Risk
2105,Passive Learner
3261,Dropout Risk
3287,Dropout Risk
3658,Dropout Risk
4613,Dropout Risk
3940,Passive Learner
3508,Passive Learner
100,Dropout Risk
2729,Dropout Risk
597,Social Learner
1551,Social Learner
503,Social Learner
4607,Passive Learner
2803,Passive Learner
1804,Social Learner
37,Social Learner
4691,Passive Learner
4962,Dropout Risk
2757,Passive Learner
608,Social Learner
3642,Passive Learner
404,Social Learner
487,Social Learner
833,Social Learner
106,Passive Learner
1017,Social Learner
3009,Dropout Risk
1763,Social Learner
181,Social Learner
774,Social Learner
3551,Dropout Risk
4673,Passive Learner
4771,Passive Learner
4194,Dropout Risk
213,Social Learner
1946,Social Learner
806,Social Learner
4003,Dropout Risk
2634,Dropout Risk
4499,Dropout Risk
1951,Social Learner
2244,Dropout Risk
843,Social Learner
2287,Dropout Risk
4758,Dropout Risk
2774,Passive Learner
2571,Dropout Risk
4035,Dropout Risk
1466,Social Learner
2622,Passive Learner
999,Passive Learner
2014,Social Learner
2861,Passive Learner
787,Social Learner
2962,Dropout Risk
4418,Dropout Risk
4900,Passive Learner
989,Social Learner
1371,Social Learner
4574,Dropout Risk
3436,Passive Learner
3681,Passive Learner
3784,Dropout Risk
3373,Dropout Risk
3968,Passive Learner
1291,Social Learner
146,Social Learner
2280,Dropout Risk
3598,Passive Learner
3824,Dropout Risk
3338,Dropout Risk
1116,Social Learner
2114,Passive Learner
2821,Passive Learner
2229,Dropout Risk
4840,Dropout Risk
296,Dropout Risk
4157,Dropout Risk
2974,Passive Learner
4970,Dropout Risk
3563,Dropout Risk
3933,Passive Learner
1227,Social Learner
3557,Dropout Risk
418,Social Learner
743,Social Learner
1270,Social Learner
3175,Passive Learner
3463,Dropout Risk
4880,Dropout Risk
2481,Dropout Risk
2991,Passive Learner
4850,Dropout Risk
1484,Social Learner
647,Social Learner
4552,Dropout Risk
1747,Social Learner
3502,Dropout Risk
4438,Passive Learner
4340,Dropout Risk
4859,Passive Learner
2265,Passive Learner
2914,Passive Learner
3855,Dropout Risk
3029,Dropout Risk
2080,Dropout Risk
1971,Social Learner
1758,Dropout Risk
1469,Social Learner
4103,Passive Learner
4930,Dropout Risk
3477,Dropout Risk
2168,Dropout Risk
1575,Social Learner
747,Social Learner
4746,Dropout Risk
3955,Passive Learner
1192,Social Learner
1691,Social Learner
1393,Social Learner
3856,Dropout Risk
4833,Passive Learner
4935,Passive Learner
4969,Passive Learner
4814,Dropout Risk
1918,Social Learner
782,Social Learner
1257,Passive Learner
2545,Passive Learner
2998,Dropout Risk
3326,Passive Learner
247,Social Learner
3944,Passive Learner
2976,Dropout Risk
1486,Social Learner
592,Social Learner
599,Social Learner
2607,Passive Learner
1724,Social Learner
27,Social Learner
3936,Dropout Risk
929,Social Learner
4149,Dropout Risk
1430,Social Learner
3505,Passive Learner
2285,Dropout Risk
2817,Dropout Risk
4200,Passive Learner
2183,Passive Learner
2003,Social Learner
2147,Dropout Risk
3589,Dropout Risk
4756,Passive Learner
4469,Dropout Risk
125,Social Learner
3522,Dropout Risk
1426,Passive Learner
4026,Dropout Risk
3206,Dropout Risk
1271,Social Learner
1775,Social Learner
698,Social Learner
2586,Passive Learner
4780,Passive Learner
2030,Social Learner
3250,Dropout Risk
1942,Social Learner
1256,Social Learner
3810,Dropout Risk
1697,Social Learner
1175,Social Learner
3842,Dropout Risk
3962,Passive Learner
1760,Social Learner
4290,Dropout Risk
207,Social Learner
2625,Passive Learner
1409,Social Learner
172,Social Learner
720,Social Learner
237,Social Learner
3821,Passive Learner
516,Social Learner
1313,Social Learner
467,Social Learner
1147,Social Learner
3929,Dropout Risk
2140,Passive Learner
2215,Dropout Risk
382,Social Learner
1769,Social Learner
60,Social Learner
3594,Dropout Risk
166,Social Learner
4762,Dropout Risk
3813,Passive Learner
2520,Dropout Risk
164,Social Learner
2336,Passive Learner
2055,Social Learner
3423,Dropout Risk
4545,Dropout Risk
903,Social Learner
633,Social Learner
4353,Dropout Risk
3626,Dropout Risk
3970,Passive Learner
1934,Social Learner
4807,Passive Learner
1125,Social Learner
4605,Dropout Risk
771,Dropout Risk
2572,Passive Learner
1717,Social Learner
362,Social Learner
4548,Passive Learner
4283,Dropout Risk
4189,Passive Learner
2025,Social Learner
963,Social Learner
576,Social Learner
4848,Dropout Risk
626,Social Learner
4050,Dropout Risk
3483,Dropout Risk
150,Dropout Risk
2981,Passive Learner
3802,Dropout Risk
78,Social Learner
3114,Dropout Risk
4593,Dropout Risk
1772,Social Learner
4294,Dropout Risk
329,Social Learner
1026,Social Learner
4169,Passive Learner
2042,Social Learner
433,Social Learner
2978,Dropout Risk
4734,Dropout Risk
281,Social Learner
908,Social Learner
4313,Passive Learner
2832,Passive Learner
3788,Dropout Risk
1843,Social Learner
4406,Passive Learner
601,Social Learner
3034,Dropout Risk
4188,Dropout Risk
2410,Dropout Risk
2495,Dropout Risk
4517,Dropout Risk
3196,Passive Learner
776,Social Learner
4698,Dropout Risk
1071,Social Learner
1637,Social Learner
558,Social Learner
153,Social Learner
3493,Dropout Risk
3139,Dropout Risk
3356,Passive Learner
3795,Passive Learner
2517,Passive Learner
3647,Passive Learner
1884,Passive Learner
4752,Dropout Risk
1178,Social Learner
1818,Social Learner
3996,Dropout Risk
70,Social Learner
447,Dropout Risk
973,Social Learner
972,Social Learner
2499,Passive Learner
1546,Social Learner
1451,Social Learner
3298,Dropout Risk
1454,Passive Learner
4031,Passive Learner
2120,Dropout Risk
3296,Passive Learner
4264,Dropout Risk
4440,Passive Learner
3382,Dropout Risk
3789,Passive Learner
3292,Passive Learner
2317,Passive Learner
3182,Dropout Risk
2326,Dropout Risk
1556,Social Learner
3993,Dropout Risk
1395,Social Learner
375,Social Learner
3048,Passive Learner
388,Social Learner
4861,Dropout Risk
1343,Social Learner
4640,Dropout Risk
2676,Passive Learner
725,Social Learner
3340,Dropout Risk
3126,Dropout Risk
563,Dropout Risk
4448,Dropout Risk
162,Social Learner
1614,Social Learner
4332,Passive Learner
819,Social Learner
4751,Dropout Risk
2640,Dropout Risk
142,Social Learner
2173,Passive Learner
103,Social Learner
4645,Passive Learner
80,Social Learner
4203,Dropout Risk
3023,Passive Learner
3741,Dropout Risk
4743,Passive Learner
304,Social Learner
321,Social Learner
4247,Dropout Risk
605,Social Learner
697,Social Learner
1385,Social Learner
4135,Passive Learner
310,Social Learner
1842,Social Learner
4447,Dropout Risk
823,Social Learner
3058,Dropout Risk
3937,Dropout Risk
2746,Passive Learner
1345,Social Learner
417,Social Learner
3934,Super Learner
1965,Social Learner
2723,Dropout Risk
2892,Passive Learner
1303,Social Learner
2445,Passive Learner
1851,Social Learner
2199,Dropout Risk
3351,Dropout Risk
4150,Passive Learner
4639,Dropout Risk
3964,Dropout Risk
3204,Dropout Risk
1014,Social Learner
2475,Dropout Risk
680,Social Learner
3938,Dropout Risk
1880,Social Learner
1334,Social Learner
3283,Dropout Risk
3318,Dropout Risk
4873,Dropout Risk
2739,Dropout Risk
2241,Passive Learner
4946,Passive Learner
4631,Dropout Risk
875,Social Learner
656,Social Learner
1130,Social Learner
4658,Dropout Risk
2221,Dropout Risk
1429,Social Learner
3197,Dropout Risk
3923,Dropout Risk
4508,Passive Learner
729,Social Learner
3324,Passive Learner
4786,Dropout Risk
4212,Passive Learner
1384,Social Learner
2526,Passive Learner
4754,Dropout Risk
3,Social Learner
3487,Passive Learner
1873,Social Learner
3519,Dropout Risk
363,Social Learner
4154,Dropout Risk
224,Social Learner
1136,Social Learner
3981,Dropout Risk
461,Social Learner
4731,Dropout Risk
3370,Dropout Risk
864,Social Learner
220,Social Learner
3217,Dropout Risk
3975,Passive Learner
671,Social Learner
3766,Passive Learner
1325,Social Learner
848,Social Learner
2703,Passive Learner
42,Social Learner
3555,Passive Learner
1645,Social Learner
521,Social Learner
2155,Dropout Risk
1092,Social Learner
1005,Social Learner
1292,Social Learner
4798,Dropout Risk
4305,Passive Learner
3174,Dropout Risk
2357,Dropout Risk
890,Social Learner
3019,Dropout Risk
2320,Passive Learner
4346,Passive Learner
1316,Social Learner
1312,Social Learner
2743,Passive Learner
266,Passive Learner
2684,Passive Learner
4956,Passive Learner
3367,Passive Learner
2568,Dropout Risk
3159,Passive Learner
2784,Dropout Risk
1148,Social Learner
3328,Passive Learner
1862,Social Learner
2135,Passive Learner
1398,Passive Learner
1950,Social Learner
1655,Social Learner
2292,Passive Learner
4343,Dropout Risk
584,Social Learner
492,Social Learner
1661,Social Learner
4133,Passive Learner
815,Social Learner
4202,Dropout Risk
4532,Dropout Risk
3151,Dropout Risk
3200,Dropout Risk
1853,Social Learner
1995,Social Learner
1351,Social Learner
2301,Dropout Risk
40,Social Learner
1656,Dropout Risk
4608,Passive Learner
1085,Social Learner
1084,Social Learner
139,Social Learner
141,Social Learner
988,Social Learner
4271,Dropout Risk
2225,Passive Learner
1976,Social Learner
603,Social Learner
4616,Dropout Risk
2009,Social Learner
578,Social Learner
409,Social Learner
938,Social Learner
4063,Dropout Risk
1895,Social Learner
3850,Passive Learner
2493,Dropout Risk
173,Social Learner
665,Passive Learner
3188,Passive Learner
1588,Passive Learner
3528,Dropout Risk
1044,Social Learner
1414,Social Learner
144,Social Learner
3880,Passive Learner
3199,Passive Learner
4703,Passive Learner
3124,Passive Learner
282,Social Learner
940,Social Learner
3733,Dropout Risk
2324,Dropout Risk
2136,Passive Learner
326,Social Learner
476,Social Learner
3829,Dropout Risk
3020,Passive Learner
2750,Dropout Risk
2113,Passive Learner
4412,Passive Learner
1810,Social Learner
766,Social Learner
2000,Social Learner
3410,Passive Learner
1913,Social Learner
2990,Passive Learner
1370,Social Learner
1285,Social Learner
650,Social Learner
3565,Dropout Risk
3595,Passive Learner
1658,Super Learner
3994,Dropout Risk
77,Social Learner
2331,Dropout Risk
4049,Dropout Risk
2867,Dropout Risk
3980,Dropout Risk
2409,Passive Learner
3673,Dropout Risk
1253,Social Learner
760,Social Learner
1731,Social Learner
3342,Passive Learner
3480,Dropout Risk
3627,Dropout Risk
2104,Dropout Risk
2875,Dropout Risk
4563,Passive Learner
4482,Passive Learner
3046,Passive Learner
924,Social Learner
1675,Social Learner
1501,Social Learner
3337,Dropout Risk
773,Social Learner
1640,Social Learner
292,Social Learner
320,Dropout Risk
3071,Passive Learner
1702,Social Learner
13,Social Learner
4210,Passive Learner
3273,Dropout Risk
1445,Social Learner
4835,Passive Learner
3714,Passive Learner
4451,Dropout Risk
155,Dropout Risk
371,Social Learner
687,Social Learner
3543,Dropout Risk
1959,Social Learner
3879,Dropout Risk
4378,Passive Learner
2725,Dropout Risk
1512,Social Learner
3700,Dropout Risk
1596,Social Learner
991,Passive Learner
1018,Social Learner
2980,Passive Learner
3606,Passive Learner
4860,Passive Learner
2289,Passive Learner
2299,Dropout Risk
3972,Dropout Risk
2426,Passive Learner
3692,Dropout Risk
2338,Passive Learner
3120,Passive Learner
2787,Dropout Risk
1073,Social Learner
2967,Dropout Risk
4068,Dropout Risk
600,Social Learner
827,Social Learner
4726,Passive Learner
130,Social Learner
1832,Social Learner
1226,Social Learner
2417,Dropout Risk
4957,Dropout Risk
1867,Social Learner
2345,Dropout Risk
4323,Passive Learner
4395,Dropout Risk
3364,Dropout Risk
2498,Dropout Risk
4972,Passive Learner
1699,Dropout Risk
3389,Passive Learner
1332,Dropout Risk
4823,Dropout Risk
2437,Passive Learner
2278,Passive Learner
3330,Passive Learner
334,Social Learner
9,Social Learner
2582,Passive Learner
1841,Social Learner
2077,Passive Learner
4643,Dropout Risk
3138,Dropout Risk
4263,Dropout Risk
3051,Super Learner
1239,Social Learner
3471,Passive Learner
241,Social Learner
3133,Dropout Risk
1021,Social Learner
4086,Dropout Risk
4575,Dropout Risk
1600,Social Learner
1627,Social Learner
1442,Social Learner
1677,Social Learner
4250,Passive Learner
537,Passive Learner
1847,Social Learner
2356,Dropout Risk
4059,Passive Learner
2612,Dropout Risk
3896,Passive Learner
1170,Dropout Risk
4531,Dropout Risk
314,Social Learner
4301,Passive Learner
1683,Social Learner
399,Social Learner
891,Social Learner
1407,Passive Learner
4168,Passive Learner
3592,Passive Learner
3695,Passive Learner
206,Social Learner
3336,Dropout Risk
3473,Passive Learner
3636,Passive Learner
839,Social Learner
1752,Social Learner
462,Social Learner
393,Passive Learner
2593,Dropout Risk
4915,Dropout Risk
4748,Dropout Risk
2682,Passive Learner
783,Social Learner
258,Social Learner
2912,Passive Learner
3705,Passive Learner
2960,Dropout Risk
551,Social Learner
4024,Passive Learner
4384,Dropout Risk
2353,Passive Learner
3685,Passive Learner
407,Social Learner
793,Social Learner
305,Social Learner
2333,Dropout Risk
1215,Social Learner
2223,Dropout Risk
3584,Dropout Risk
1557,Social Learner
2115,Dropout Risk
2329,Dropout Risk
2884,Dropout Risk
2896,Dropout Risk
2989,Passive Learner
4558,Passive Learner
1488,Social Learner
4559,Dropout Risk
1363,Social Learner
4693,Passive Learner
1611,Dropout Risk
714,Dropout Risk
2588,Passive Learner
4697,Dropout Risk
458,Social Learner
4326,Dropout Risk
1162,Social Learner
2946,Dropout Risk
149,Social Learner
1028,Social Learner
2412,Passive Learner
2917,Dropout Risk
4803,Passive Learner
2758,Dropout Risk
4443,Dropout Risk
2049,Passive Learner
749,Social Learner
2457,Dropout Risk
1621,Social Learner
1974,Social Learner
1833,Social Learner
3319,Passive Learner
4527,Dropout Risk
1855,Social Learner
429,Social Learner
4659,Dropout Risk
3650,Dropout Risk
2886,Passive Learner
1219,Dropout Risk
2864,Passive Learner
3697,Dropout Risk
17,Social Learner
465,Social Learner
1191,Social Learner
1725,Passive Learner
4849,Passive Learner
4720,Passive Learner
4817,Passive Learner
12,Social Learner
3512,Dropout Risk
4113,Passive Learner
4286,Dropout Risk
2958,Passive Learner
1218,Social Learner
4216,Dropout Risk
2071,Passive Learner
3164,Dropout Risk
785,Social Learner
1425,Dropout Risk
3067,Dropout Risk
1861,Social Learner
3585,Passive Learner
4876,Passive Learner
4016,Passive Learner
6,Active Learner
1871,Dropout Risk
3735,Dropout Risk
4439,Dropout Risk
2581,Dropout Risk
1732,Social Learner
2924,Passive Learner
4441,Passive Learner
4945,Passive Learner
1164,Social Learner
3259,Dropout Risk
967,Social Learner
154,Social Learner
4376,Dropout Risk
3590,Dropout Risk
177,Dropout Risk
2777,Dropout Risk
4586,Passive Learner
3768,Passive Learner
319,Dropout Risk
874,Social Learner
4459,Dropout Risk
595,Social Learner
2636,Dropout Risk
1703,Social Learner
4137,Dropout Risk
3428,Passive Learner
1902,Social Learner
2430,Passive Learner
2081,Passive Learner
4381,Passive Learner
3688,Dropout Risk
174,Social Learner
2295,Passive Learner
2543,Dropout Risk
4523,Passive Learner
1620,Social Learner
674,Social Learner
3027,Dropout Risk
829,Social Learner
378,Social Learner
368,Dropout Risk
4182,Passive Learner
2604,Dropout Risk
2603,Dropout Risk
4329,Passive Learner
4392,Dropout Risk
2369,Passive Learner
734,Social Learner
1008,Social Learner
3415,Dropout Risk
1009,Social Learner
2947,Dropout Risk
1447,Social Learner
216,Social Learner
3106,Passive Learner
2402,Dropout Risk
2231,Dropout Risk
47,Social Learner
1755,Social Learner
4757,Dropout Risk
4905,Dropout Risk
681,Social Learner
804,Dropout Risk
3141,Passive Learner
4367,Passive Learner
4426,Dropout Risk
3570,Passive Learner
772,Social Learner
1777,Social Learner
1043,Social Learner
4655,Dropout Risk
4040,Dropout Risk
2548,Passive Learner
2160,Passive Learner
374,Social Learner
639,Dropout Risk
118,Social Learner
2050,Social Learner
4333,Dropout Risk
4088,Dropout Risk
3195,Dropout Risk
927,Dropout Risk
2796,Dropout Risk
1254,Social Learner
2212,Dropout Risk
3088,Passive Learner
1391,Social Learner
1190,Social Learner
2665,Dropout Risk
1797,Dropout Risk
4664,Dropout Risk
3924,Passive Learner
3961,Passive Learner
4704,Dropout Risk
1470,Social Learner
3166,Passive Learner
1866,Social Learner
4836,Dropout Risk
4966,Dropout Risk
955,Social Learner
63,Passive Learner
3575,Dropout Risk
4437,Dropout Risk
2713,Dropout Risk
2236,Passive Learner
2822,Dropout Risk
553,Social Learner
3903,Dropout Risk
4830,Super Learner
956,Social Learner
3894,Dropout Risk
3251,Dropout Risk
3110,Dropout Risk
2381,Dropout Risk
2696,Passive Learner
4233,Dropout Risk
4938,Passive Learner
298,Social Learner
3242,Passive Learner
259,Social Learner
4909,Dropout Risk
4420,Passive Learner
4587,Dropout Risk
2272,Passive Learner
3866,Dropout Risk
4985,Passive Learner
1984,Social Learner
814,Social Learner
4808,Dropout Risk
3770,Passive Learner
796,Super Learner
232,Social Learner
1923,Social Learner
356,Social Learner
2403,Dropout Risk
2385,Dropout Risk
4633,Dropout Risk
4777,Passive Learner
4670,Dropout Risk
4646,Dropout Risk
4488,Passive Learner
692,Social Learner
3305,Passive Learner
188,Social Learner
2502,Dropout Risk
1910,Social Learner
3965,Passive Learner
4484,Passive Learner
1886,Social Learner
3572,Super Learner
3709,Passive Learner
2623,Passive Learner
1193,Social Learner
1679,Social Learner
2834,Dropout Risk
1936,Dropout Risk
243,Social Learner
4427,Passive Learner
2456,Passive Learner
677,Social Learner
1650,Social Learner
2314,Passive Learner
3953,Passive Learner
221,Social Learner
1439,Social Learner
4692,Dropout Risk
1174,Passive Learner
1684,Social Learner
3057,Dropout Risk
2565,Passive Learner
1824,Social Learner
4954,Dropout Risk
1783,Social Learner
1428,Social Learner
2184,Passive Learner
933,Social Learner
52,Social Learner
324,Passive Learner
3490,Passive Learner
473,Social Learner
2087,Dropout Risk
2769,Passive Learner
4974,Dropout Risk
2948,Dropout Risk
2589,Dropout Risk
4812,Passive Learner
1839,Passive Learner
3917,Passive Learner
611,Social Learner
1173,Social Learner
1066,Social Learner
4124,Dropout Risk
4229,Dropout Risk
372,Social Learner
3464,Passive Learner
1411,Social Learner
92,Dropout Risk
1956,Social Learner
1908,Social Learner
1601,Social Learner
2629,Passive Learner
152,Dropout Risk
4394,Dropout Risk
74,Social Learner
1249,Social Learner
4779,Passive Learner
1919,Social Learner
25,Social Learner
4120,Passive Learner
2210,Passive Learner
3899,Dropout Risk
1761,Social Learner
2930,Dropout Risk
2112,Dropout Risk
3484,Dropout Risk
4490,Passive Learner
4230,Passive Learner
4087,Dropout Risk
4220,Dropout Risk
2780,Passive Learner
445,Social Learner
226,Social Learner
1318,Social Learner
4324,Passive Learner
3785,Passive Learner
2310,Passive Learner
518,Social Learner
2349,Dropout Risk
4282,Passive Learner
1727,Social Learner
3987,Dropout Risk
1993,Social Learner
3561,Passive Learner
3444,Dropout Risk
4404,Passive Learner
51,Dropout Risk
4851,Dropout Risk
4183,Dropout Risk
1075,Social Learner
1006,Social Learner
716,Social Learner
2107,Dropout Risk
966,Social Learner
1095,Social Learner
2382,Passive Learner
2606,Passive Learner
297,Social Learner
1279,Social Learner
3383,Super Learner
2800,Passive Learner
116,Social Learner
1272,Social Learner
4293,Passive Learner
4577,Dropout Risk
440,Social Learner
4436,Passive Learner
1940,Social Learner
2847,Dropout Risk
1928,Social Learner
4166,Dropout Risk
2950,Dropout Risk
4894,Passive Learner
4890,Dropout Risk
4595,Dropout Risk
405,Social Learner
1578,Social Learner
1280,Social Learner
710,Social Learner
2364,Dropout Risk
4226,Passive Learner
3732,Passive Learner
34,Social Learner
2702,Dropout Risk
1342,Social Learner
1152,Social Learner
3275,Dropout Risk
2315,Passive Learner
2213,Dropout Risk
3069,Passive Learner
4013,Dropout Risk
1533,Social Learner
2091,Dropout Risk
1785,Social Learner
3775,Dropout Risk
4015,Dropout Risk
1252,Passive Learner
3908,Dropout Risk
3065,Dropout Risk
4955,Dropout Risk
1569,Social Learner
2360,Dropout Risk
3132,Passive Learner
157,Social Learner
3033,Dropout Risk
75,Social Learner
2248,Passive Learner
124,Passive Learner
1917,Dropout Risk
1962,Social Learner
4958,Passive Learner
3112,Dropout Risk
3171,Passive Learner
2247,Passive Learner
976,Dropout Risk
1072,Social Learner
2706,Dropout Risk
4356,Dropout Risk
1453,Social Learner
1358,Social Learner
1461,Social Learner
568,Social Learner
1598,Social Learner
3169,Dropout Risk
732,Social Learner
110,Social Learner
4000,Dropout Risk
2678,Dropout Risk
2528,Passive Learner
643,Passive Learner
2234,Passive Learner
623,Social Learner
4287,Dropout Risk
1854,Social Learner
184,Social Learner
3852,Passive Learner
893,Social Learner
4311,Dropout Risk
3623,Dropout Risk
4854,Dropout Risk
4147,Dropout Risk
3761,Passive Learner
2429,Dropout Risk
3154,Dropout Risk
1633,Social Learner
2446,Passive Learner
1778,Dropout Risk
2319,Dropout Risk
2366,Dropout Risk
4555,Passive Learner
398,Dropout Risk
1053,Passive Learner
2909,Dropout Risk
4201,Dropout Risk
485,Social Learner
948,Social Learner
