StudentId,QuizAttempts,AvgQuizScore,QuizPassRate,Submissions,AvgGrade,CompletionRate,ActionCount,LoginCount,CommentsCount,LikesGiven,LateRate,EnrolledCourseCount,TotalCreditLoad,AdmissionYear,DepartmentId,EngagementScore
2922,2.0,33.9,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.5,3,7,2022,1,0.0
3689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2024,1,0.0
1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,1,2,2023,2,0.0
4213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,2021,2,0.0
2929,0.0,0.0,0.0,3.0,9.4667,0.0,0.0,0.0,0.0,0.0,0.0,3,6,2023,1,0.0
805,10.0,45.06,0.2,3.0,16.1,0.0,0.0,0.0,2.0,6.0,0.333,3,10,2025,2,0.0
3834,3.0,78.75,0.6667,2.0,36.4,0.5,0.0,0.0,0.0,0.0,0.5,1,4,2024,2,0.0
392,5.0,38.2333,0.4,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1,2,2026,3,0.0
1347,8.0,11.9333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,3,11,2025,2,0.0
1041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,2,6,2022,1,0.0
3227,2.0,34.9,0.5,5.0,7.16,0.0,0.0,0.0,0.0,0.0,0.2,1,3,2022,3,0.0
2630,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,2,5,2025,1,0.0
3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2025,1,0.0
3694,7.0,61.875,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022,1,0.0
2983,5.0,26.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4,11,2022,1,0.0
3634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2022,1,0.0
3220,6.0,27.625,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2024,1,0.0
1592,6.0,68.0,0.1667,0.0,0.0,0.7778,0.0,0.0,3.0,10.0,0.0,1,2,2022,3,0.0
3764,2.0,93.6,0.5,6.0,18.85,0.375,0.0,0.0,0.0,0.0,0.5,2,3,2024,1,0.0
442,0.0,0.0,0.0,0.0,0.0,0.7143,0.0,0.0,4.0,8.0,0.0,2,7,2024,1,0.0
3911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,2024,2,0.0
4740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,2023,2,0.0
1932,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,3.0,0.5,5,11,2022,1,0.0
1423,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,5.0,0.0,3,6,2024,3,0.0
3224,5.0,48.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2025,2,0.0
4628,3.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12,2021,1,0.0
4397,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,3,7,2025,2,0.0
4883,0.0,0.0,0.0,0.0,0.0,0.7222,0.0,0.0,0.0,0.0,0.0,1,3,2025,1,0.0
4999,11.0,56.5286,0.4545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,2025,1,0.0
3995,0.0,0.0,0.0,0.0,0.0,0.6471,0.0,0.0,0.0,0.0,0.0,2,4,2025,3,0.0
4714,0.0,0.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,2024,2,0.0
427,0.0,0.0,0.0,2.0,11.3,0.0,0.0,0.0,2.0,4.0,0.0,1,2,2021,1,0.0
3007,0.0,0.0,0.0,6.0,13.4833,0.25,0.0,0.0,0.0,0.0,0.333,1,3,2023,3,0.0
2322,0.0,0.0,0.0,5.0,29.56,0.0,0.0,0.0,0.0,0.0,0.0,1,4,2024,1,0.0
2039,0.0,0.0,0.0,4.0,13.35,0.0,0.0,0.0,1.0,9.0,0.5,3,8,2021,1,0.0
905,2.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,2.0,8.0,0.0,1,4,2023,1,0.0
2196,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,2,2,2024,2,0.0
2904,0.0,0.0,0.0,4.0,12.35,0.0,0.0,0.0,0.0,0.0,0.25,0,0,2024,1,0.0
4677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2024,1,0.0
4393,0.0,0.0,0.0,1.0,14.0,0.75,0.0,0.0,0.0,0.0,1.0,2,10,2023,1,0.0
3268,5.0,16.625,0.0,3.0,28.7667,0.5556,0.0,0.0,0.0,0.0,0.0,2,6,2025,2,0.0
3032,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,4,14,2025,2,0.0
1674,0.0,0.0,0.0,4.0,35.75,0.0,0.0,0.0,0.0,3.0,0.0,2,5,2024,2,0.0
3684,0.0,0.0,0.0,0.0,0.0,0.8235,0.0,0.0,0.0,0.0,0.0,16,50,2022,1,0.0
4878,0.0,0.0,0.0,3.0,13.6667,0.0,0.0,0.0,0.0,0.0,0.0,3,7,2022,2,0.0
1517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0,0,2023,1,0.0
3481,14.0,77.45,0.2857,0.0,0.0,0.6923,0.0,0.0,0.0,0.0,0.0,2,7,2022,1,0.0
1011,11.0,58.0,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4,13,2023,1,0.0
267,10.0,40.1375,0.3,5.0,20.78,0.5294,0.0,0.0,1.0,4.0,0.4,2,5,2025,1,0.0
2208,0.0,0.0,0.0,1.0,96.1,0.0,0.0,0.0,0.0,0.0,1.0,2,3,2022,1,0.0
4723,0.0,0.0,0.0,5.0,11.38,0.0,0.0,0.0,0.0,0.0,0.4,0,0,2024,2,0.0
4565,0.0,0.0,0.0,5.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2021,1,0.0
1306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,4,13,2025,2,0.0
1659,8.0,62.0167,0.5,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0,0,2021,2,0.0
2063,12.0,47.75,0.25,2.0,11.9,0.2,0.0,0.0,0.0,0.0,0.0,5,20,2023,2,0.0
4114,12.0,42.0167,0.0833,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3,11,2023,1,0.0
3409,0.0,0.0,0.0,3.0,14.7333,0.5,0.0,0.0,0.0,0.0,0.333,0,0,2023,3,0.0
3516,1.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.25,1,1,2023,1,0.0
618,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,8.0,4.0,0.0,2,6,2024,1,0.0
3010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022,1,0.0
3478,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,3,10,2023,3,0.0
3341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,2026,3,0.0
4284,0.0,0.0,0.0,0.0,0.0,0.7143,0.0,0.0,0.0,0.0,0.0,1,3,2022,3,0.0
2826,0.0,0.0,0.0,1.0,13.4,0.6471,0.0,0.0,0.0,0.0,0.0,2,7,2024,1,0.0
935,10.0,35.1667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1,3,2024,3,0.0
2343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2025,2,0.0
2605,0.0,0.0,0.0,4.0,8.225,0.0,0.0,0.0,0.0,0.0,0.5,2,7,2023,1,0.0
3909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,13,2025,2,0.0
4328,2.0,54.9,0.5,6.0,11.9833,0.0,0.0,0.0,0.0,0.0,0.333,1,3,2022,1,0.0
2596,0.0,0.0,0.0,3.0,14.4333,0.6923,0.0,0.0,0.0,0.0,0.333,3,9,2022,1,0.0
1844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1,2,2023,1,0.0
3037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,2021,1,0.0
2419,0.0,0.0,0.0,4.0,35.3,0.6667,0.0,0.0,0.0,0.0,0.25,1,4,2024,2,0.0
857,0.0,0.0,0.0,0.0,0.0,0.7692,0.0,0.0,1.0,3.0,0.0,2,4,2025,1,0.0
4007,7.0,49.4667,0.5714,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.333,0,0,2024,2,0.0
1518,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,3.0,0.0,1,2,2022,1,0.0
59,13.0,45.6167,0.2308,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0,0,2025,1,0.0
2972,2.0,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2025,1,0.0
1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,16,48,2026,1,0.0
4944,7.0,66.3333,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,2024,3,0.0
4291,0.0,0.0,0.0,0.0,0.0,0.7273,0.0,0.0,0.0,0.0,0.0,1,3,2023,1,0.0
2358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2024,1,0.0
3380,9.0,62.1,0.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2023,2,0.0
352,0.0,0.0,0.0,3.0,62.9667,0.6,0.0,0.0,4.0,9.0,0.0,1,1,2024,1,0.0
3016,0.0,0.0,0.0,0.0,0.0,0.7273,0.0,0.0,0.0,0.0,0.0,3,12,2022,2,0.0
1493,13.0,63.9,0.3846,3.0,37.7667,0.7222,0.0,0.0,2.0,7.0,0.0,1,2,2022,2,0.0
4832,0.0,0.0,0.0,0.0,0.0,0.5882,0.0,0.0,0.0,0.0,0.0,2,5,2025,1,0.0
4228,0.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,4,11,2022,1,0.0
2902,0.0,0.0,0.0,4.0,23.0,0.4737,0.0,0.0,0.0,0.0,0.0,2,6,2024,1,0.0
49,0.0,0.0,0.0,6.0,26.7,0.5,0.0,0.0,5.0,5.0,0.167,1,2,2023,2,0.0
2792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,2023,1,0.0
2747,0.0,0.0,0.0,1.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2026,3,0.0
3547,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,3,8,2024,1,0.0
1311,11.0,44.1143,0.3636,0.0,0.0,0.5333,0.0,0.0,1.0,5.0,0.0,2,5,2022,1,0.0
4489,1.0,39.2,0.0,6.0,16.6833,0.6667,0.0,0.0,0.0,0.0,0.0,3,8,2026,3,0.0
3467,0.0,0.0,0.0,1.0,14.6,0.4286,0.0,0.0,0.0,0.0,1.0,3,6,2023,2,0.0
2910,13.0,53.3,0.2308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2023,3,0.0
3425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,2023,1,0.0
4464,10.0,48.62,0.2,0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,2,7,2025,1,0.0
1327,0.0,0.0,0.0,0.0,0.0,0.6471,0.0,0.0,1.0,4.0,0.0,0,0,2023,2,0.0
4071,0.0,0.0,0.0,1.0,14.0,0.2727,0.0,0.0,0.0,0.0,0.0,1,2,2024,3,0.0
4927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022,2,0.0
4770,7.0,49.4,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2023,1,0.0
2296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,2024,1,0.0
1383,0.0,0.0,0.0,0.0,0.0,0.4615,0.0,0.0,3.0,7.0,0.0,0,0,2024,1,0.0
66,0.0,0.0,0.0,2.0,15.75,0.0,0.0,0.0,2.0,6.0,0.5,5,15,2023,1,0.0
4568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2024,1,0.0
3715,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.667,1,2,2024,1,0.0
1802,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,2.0,1.0,2,5,2025,1,0.0
1889,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,3.0,5.0,0.0,2,5,2025,3,0.0
3497,0.0,0.0,0.0,1.0,45.8,0.0,0.0,0.0,0.0,0.0,0.0,3,9,2023,1,0.0
765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2,8,2025,1,0.0
4594,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,4,15,2025,2,0.0
348,0.0,0.0,0.0,6.0,26.75,0.5,0.0,0.0,3.0,3.0,0.333,2,5,2024,1,0.0
1159,5.0,59.9333,0.4,0.0,0.0,0.6667,0.0,0.0,2.0,5.0,0.0,3,8,2023,1,0.0
1388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,3,9,2024,2,0.0
4034,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,2,5,2023,1,0.0
1549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,1,4,2022,1,0.0
295,7.0,41.25,0.2857,1.0,15.6,0.0,0.0,0.0,0.0,6.0,0.0,5,14,2022,1,0.0
723,0.0,0.0,0.0,5.0,12.9,0.2857,0.0,0.0,4.0,7.0,0.2,2,4,2024,1,0.0
20,6.0,82.9,0.5,1.0,14.0,0.0,0.0,0.0,4.0,5.0,0.0,2,7,2025,1,0.0
3022,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2,6,2023,1,0.0
3148,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1,4,2026,1,0.0
1938,8.0,53.98,0.25,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,2,5,2025,3,0.0
3928,0.0,0.0,0.0,0.0,0.0,0.4444,0.0,0.0,0.0,0.0,0.0,1,3,2022,3,0.0
3787,11.0,17.5,0.0,4.0,14.0,0.5625,0.0,0.0,0.0,0.0,0.0,2,5,2023,1,0.0
3870,7.0,46.88,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,28,2022,1,0.0
3254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2024,1,0.0
1626,7.0,44.68,0.4286,1.0,5.8,0.0,0.0,0.0,1.0,6.0,0.0,1,3,2025,1,0.0
4242,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,0,2024,2,0.0
4385,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0,0,2022,1,0.0
2064,12.0,42.0,0.25,0.0,0.0,0.5789,0.0,0.0,0.0,0.0,0.0,3,8,2022,3,0.0
3354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2025,3,0.0
1034,4.0,46.9,0.5,2.0,11.0,0.0,0.0,0.0,4.0,2.0,0.0,0,0,2025,2,0.0
780,5.0,32.8,0.0,1.0,125.0,0.0,0.0,0.0,1.0,7.0,1.0,0,0,2024,1,0.0
2026,1.0,41.0,0.0,3.0,38.5,0.5263,0.0,0.0,5.0,3.0,0.333,2,6,2023,1,0.0
1577,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,7.0,0.0,16,45,2023,1,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,2,5,2024,3,0.0
2959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,2024,2,0.0
2458,2.0,19.75,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0,0,2023,1,0.0
2763,0.0,0.0,0.0,0.0,0.0,0.7222,0.0,0.0,0.0,0.0,0.0,1,4,2026,3,0.0
2473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,2023,1,0.0
3529,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2026,2,0.0
2885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,2023,3,0.0
715,0.0,0.0,0.0,0.0,0.0,0.2143,0.0,0.0,1.0,9.0,0.0,5,12,2024,3,0.0
1498,3.0,70.5,0.6667,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2,5,2023,3,0.0
3799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2024,1,0.0
2825,0.0,0.0,0.0,6.0,19.9833,0.0,0.0,0.0,0.0,0.0,0.167,2,7,2025,2,0.0
4463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,2021,2,0.0
863,10.0,55.54,0.2,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,2,7,2023,1,0.0
233,0.0,0.0,0.0,3.0,28.1667,0.75,0.0,0.0,2.0,5.0,0.0,0,0,2025,3,0.0
2754,4.0,53.1667,0.5,4.0,25.35,0.8,0.0,0.0,0.0,0.0,0.0,3,5,2024,1,0.0
3526,0.0,0.0,0.0,5.0,12.44,0.0,0.0,0.0,0.0,0.0,0.2,0,0,2023,1,0.0
3005,0.0,0.0,0.0,2.0,13.65,0.0,0.0,0.0,0.0,0.0,0.5,1,3,2026,2,0.0
2748,0.0,0.0,0.0,5.0,16.86,0.5,0.0,0.0,0.0,0.0,0.0,0,0,2026,2,0.0
1165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1,2,2023,1,0.0
649,0.0,0.0,0.0,3.0,9.5333,0.0,0.0,0.0,1.0,7.0,0.333,0,0,2026,1,0.0
1431,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,5.0,0.0,1,1,2024,1,0.0
1222,8.0,62.85,0.375,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0,0,2025,1,0.0
265,12.0,71.9833,0.4167,4.0,18.0,0.0,0.0,0.0,1.0,8.0,0.25,2,6,2024,1,0.0
4887,0.0,0.0,0.0,2.0,7.85,0.2222,0.0,0.0,0.0,0.0,0.5,3,9,2023,1,0.0
4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2022,2,0.0
229,16.0,56.3846,0.5,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,3,8,2025,2,0.0
493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2,5,2026,2,0.0
1333,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,5.0,0.0,1,1,2024,1,0.0
3329,0.0,0.0,0.0,5.0,11.88,0.0,0.0,0.0,0.0,0.0,0.4,2,7,2026,2,0.0
256,0.0,0.0,0.0,1.0,16.9,0.0,0.0,0.0,2.0,9.0,0.0,2,5,2023,1,0.0
2048,11.0,44.1125,0.2727,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0,0,2023,2,0.0
1077,0.0,0.0,0.0,1.0,14.0,0.5833,0.0,0.0,2.0,3.0,0.0,0,0,2024,1,0.0
684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0,0,2024,1,0.0
2237,0.0,0.0,0.0,1.0,12.2,0.2857,0.0,0.0,0.0,0.0,0.0,1,4,2024,3,0.0
4533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,2025,1,0.0
3539,0.0,0.0,0.0,4.0,14.35,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2024,1,0.0
4337,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.4,2,5,2025,1,0.0
2815,3.0,55.3,0.3333,4.0,13.925,0.55,0.0,0.0,0.0,0.0,0.0,2,6,2023,3,0.0
253,11.0,54.6667,0.3636,0.0,0.0,0.7143,0.0,0.0,0.0,3.0,0.0,1,3,2022,1,0.0
2054,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,1.0,6.0,0.0,3,9,2023,2,0.0
756,10.0,33.075,0.0,3.0,16.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0,2021,1,0.0
4942,8.0,61.74,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,2026,1,0.0
2448,0.0,0.0,0.0,6.0,31.9333,0.0,0.0,0.0,0.0,0.0,0.167,1,2,2024,1,0.0
619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1,3,2022,1,0.0
2911,0.0,0.0,0.0,6.0,12.1333,0.0,0.0,0.0,0.0,0.0,0.667,1,2,2023,1,0.0
3712,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,2024,1,0.0
2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2024,2,0.0
3215,0.0,0.0,0.0,4.0,12.025,0.3,0.0,0.0,0.0,0.0,0.0,2,7,2022,2,0.0
4156,0.0,0.0,0.0,5.0,28.52,0.4,0.0,0.0,0.0,0.0,0.2,2,10,2022,1,0.0
1599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,4,13,2024,1,0.0
3745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2024,1,0.0
3641,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.2,3,10,2023,1,0.0
1676,0.0,0.0,0.0,0.0,0.0,0.6429,0.0,0.0,2.0,8.0,0.0,1,3,2024,3,0.0
3111,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2,5,2024,2,0.0
202,0.0,0.0,0.0,4.0,7.925,0.0,0.0,0.0,1.0,7.0,0.0,1,2,2024,1,0.0
2717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2024,1,0.0
4623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2023,1,0.0
3278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2025,1,0.0
2058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,2,4,2023,2,0.0
1449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,1,2022,1,0.0
501,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,7.0,0.0,1,3,2022,1,0.0
2515,0.0,0.0,0.0,6.0,12.95,0.0,0.0,0.0,0.0,0.0,0.167,4,12,2026,1,0.0
1329,11.0,63.9429,0.3636,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0,0,2023,2,0.0
4483,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,2,5,2024,1,0.0
3249,18.0,45.81,0.2222,1.0,14.0,0.3125,0.0,0.0,0.0,0.0,0.0,3,9,2024,1,0.0
1121,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,2.0,5.0,0.0,4,8,2023,1,0.0
4452,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,2025,1,0.0
2086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2023,1,0.0
582,1.0,88.0,1.0,0.0,0.0,0.4286,0.0,0.0,2.0,5.0,0.0,0,0,2023,3,0.0
4500,0.0,0.0,0.0,2.0,52.85,0.0,0.0,0.0,0.0,0.0,0.5,0,0,2026,1,0.0
4112,4.0,42.5,0.0,1.0,14.0,0.5294,0.0,0.0,0.0,0.0,0.0,1,3,2024,1,0.0
1182,2.0,46.75,0.5,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1,2,2024,3,0.0
2388,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2023,2,0.0
3504,11.0,64.2667,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2024,1,0.0
2121,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,6,16,2023,1,0.0
722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1,2,2026,2,0.0
1267,0.0,0.0,0.0,3.0,14.1333,0.6667,0.0,0.0,0.0,4.0,0.333,7,14,2024,1,0.0
750,9.0,45.0167,0.2222,0.0,0.0,0.6,0.0,0.0,0.0,5.0,0.0,2,4,2024,2,0.0
1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1,2,2023,1,0.0
1229,7.0,82.4,0.2857,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1,2,2024,1,0.0
478,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,4.0,0.0,3,6,2025,1,0.0
1746,7.0,34.8,0.2857,5.0,9.5,0.0,0.0,0.0,1.0,6.0,0.0,2,8,2026,1,0.0
4702,2.0,18.0,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,1,1,2024,3,0.0
3885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2026,3,0.0
904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1,4,2021,1,0.0
1382,10.0,66.9,0.3,0.0,0.0,0.7273,0.0,0.0,1.0,3.0,0.0,4,14,2023,3,0.0
481,5.0,6.0,0.0,5.0,11.32,0.5,0.0,0.0,2.0,7.0,0.0,3,11,2025,1,0.0
4045,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,3,7,2022,3,0.0
4582,0.0,0.0,0.0,3.0,15.3333,0.5333,0.0,0.0,0.0,0.0,0.333,2,5,2022,2,0.0
3531,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14,2025,3,0.0
1568,14.0,46.55,0.2857,0.0,0.0,0.6,0.0,0.0,4.0,2.0,0.0,1,4,2023,1,0.0
1831,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0,7.0,0.0,1,4,2025,1,0.0
