StudentId,AvgEfficiency,AvgScore,AvgTimeMinutes,TotalAttempts,EfficiencyTier
2289,5.196,67.667,20.56,5,High
2292,2.56,51.0,30.936,11,Low
2295,1.04,25.8,20.167,3,Low
2298,1.951,37.243,21.775,8,Low
2303,0.456,17.033,25.7,5,Low
2305,0.968,21.0,21.7,1,Low
2310,,,25.8,1,
2313,3.996,44.96,13.75,6,Medium
2314,1.822,38.4,24.392,12,Low
2315,0.991,29.286,28.5,10,Low
2319,2.091,53.0,24.483,6,Low
2324,9.15,53.167,34.822,9,High
2325,1.74,45.229,21.373,11,Low
2326,5.587,65.867,31.467,3,High
2328,,,36.7,3,
2331,6.81,48.233,17.23,10,High
2332,8.719,46.48,19.262,8,High
2333,3.441,53.633,20.708,12,Medium
2342,3.182,35.0,10.5,3,Medium
2345,4.237,59.2,24.78,10,Medium
2347,0.88,33.85,26.92,10,Low
2348,5.197,63.12,15.671,7,High
2351,2.956,51.162,26.05,12,Medium
2352,2.765,65.72,38.362,8,Medium
2353,,,15.6,1,
2357,3.683,32.6,17.014,7,Medium
2361,0.392,9.2,23.5,1,Low
2362,2.62,42.41,22.136,11,Medium
2365,1.291,26.6,9.533,3,Low
2369,3.122,56.471,23.207,14,Medium
2378,1.446,40.02,32.507,14,Low
2385,1.35,66.4,49.2,1,Low
2387,5.914,77.8,16.84,5,High
2389,7.191,58.833,22.207,15,High
2391,6.272,63.86,27.225,8,High
2397,2.027,64.033,48.35,4,Low
2399,4.14,52.657,24.564,11,Medium
2401,0.62,14.0,17.175,4,Low
2405,40.364,88.8,24.743,7,High
2413,4.65,31.275,29.962,13,Medium
2414,6.283,50.657,39.17,10,High
2415,2.352,43.183,20.309,11,Low
2421,5.218,64.325,17.843,7,High
2422,6.147,35.05,21.017,6,High
2427,0.304,20.0,43.2,2,Low
2429,4.99,50.9,10.2,1,High
2431,62.5,100.0,1.6,1,High
2432,3.844,38.2,23.162,13,Medium
2438,1.451,42.133,37.425,4,Low
2440,1.89,40.233,20.65,10,Low
2458,0.712,19.75,29.3,2,Low
2462,2.028,40.42,21.233,6,Low
2465,2.057,40.14,26.075,8,Low
2466,13.038,44.186,22.45,12,High
2467,5.186,44.6,8.6,1,High
2468,1.929,36.933,30.9,3,Low
2470,,,11.6,1,
2481,1.155,69.0,61.75,2,Low
2484,1.373,41.933,19.533,6,Low
2491,3.327,61.243,28.379,14,Medium
2497,25.6,64.0,10.4,3,High
2498,2.906,40.567,16.967,9,Medium
2503,4.685,75.75,24.65,2,Medium
2505,,,29.8,1,
2506,16.806,60.5,6.35,2,High
2507,,,9.4,1,
2512,5.911,68.84,19.329,17,High
2514,5.886,56.5,25.986,14,High
2531,,,12.4,2,
2532,3.075,67.575,20.911,9,Medium
2533,3.816,65.1,25.975,12,Medium
2536,20.838,69.75,12.367,3,High
2539,3.967,46.99,16.658,12,Medium
2540,11.597,45.417,29.855,11,High
2542,2.145,74.0,27.875,4,Low
2545,4.505,61.633,32.888,8,Medium
2547,2.443,49.8,18.511,9,Low
2548,3.45,58.267,24.8,8,Medium
2554,5.533,72.129,24.983,12,High
2555,10.915,63.24,34.67,10,High
2556,8.189,46.0,8.65,4,High
2559,1.706,39.567,31.067,6,Low
2561,6.989,32.26,9.988,8,High
2562,3.088,44.843,21.411,9,Medium
2564,,,14.9,1,
2565,10.22,27.7,8.5,3,High
2570,1.214,14.0,14.8,3,Low
2573,1.439,62.0,43.9,2,Low
2574,6.091,60.04,28.5,7,High
2577,1.564,31.475,23.775,4,Low
2580,2.568,40.057,20.773,11,Low
2590,4.183,42.217,27.044,9,Medium
2592,6.832,54.8,18.033,6,High
2593,14.021,69.3,4.9,2,High
2599,8.858,39.85,16.8,6,High
2601,3.729,84.25,39.067,6,Medium
2602,6.058,63.0,20.133,3,High
2604,0.941,88.6,58.4,3,Low
2606,1.687,63.367,42.92,5,Low
2607,3.181,48.75,22.567,9,Medium
2608,6.79,26.65,10.6,4,High
2609,6.984,46.156,17.469,13,High
2611,1.01,27.0,38.725,4,Low
2617,1.271,48.28,47.478,9,Low
2620,6.126,61.6,19.025,12,High
2623,1.405,35.6,55.433,3,Low
2625,4.402,59.9,19.038,13,Medium
2629,1.662,41.267,34.923,13,Low
2633,2.926,58.367,26.37,10,Medium
2641,0.856,24.4,28.5,1,Low
2642,11.533,78.2,21.267,6,High
2647,,,29.5,1,
2648,3.131,48.84,22.07,10,Medium
2651,0.968,24.35,27.65,4,Low
2653,1.975,93.2,17.867,6,Low
2655,3.728,26.75,32.925,4,Medium
2656,26.786,88.2,28.92,5,High
2658,1.663,44.0,27.671,7,Low
2659,1.716,47.233,32.3,11,Low
2662,9.87,73.357,15.93,10,High
2663,1.988,35.95,21.477,13,Low
2667,22.141,70.48,12.12,5,High
2669,4.051,61.3,14.07,10,Medium
2675,1.791,15.1,17.0,6,Low
2686,3.449,82.85,44.25,6,Medium
2704,,,31.833,3,
2712,10.456,46.88,16.367,9,High
2716,3.918,57.84,21.69,10,Medium
2719,0.989,34.0,30.733,3,Low
2720,2.612,56.78,34.756,9,Medium
2730,3.779,32.65,15.256,9,Medium
2732,7.5,24.88,16.138,8,High
2737,2.831,56.638,27.064,14,Medium
2740,2.268,69.625,25.571,7,Low
2742,3.073,48.045,26.208,13,Medium
2743,4.794,66.871,26.892,13,Medium
2744,2.862,62.75,29.786,7,Medium
2749,3.905,50.875,23.02,5,Medium
2754,8.368,53.167,7.15,4,High
2756,11.31,65.6,36.1,6,High
2761,,,39.7,2,
2764,4.044,43.288,28.217,12,Medium
2767,5.7,55.883,27.02,10,High
2769,2.466,39.157,26.167,12,Low
2779,6.012,65.983,22.145,11,High
2780,2.831,56.46,20.312,8,Medium
2781,5.147,78.5,18.75,4,High
2788,15.148,61.1,15.3,4,High
2796,3.73,50.86,30.267,6,Medium
2798,1.29,52.0,71.8,3,Low
2800,2.111,57.44,38.3,7,Low
2801,1.188,44.25,28.138,8,Low
2807,8.881,67.125,16.417,12,High
2814,3.559,51.14,29.093,15,Medium
2815,2.394,55.3,15.433,3,Low
2820,20.257,55.5,22.88,10,High
2835,1.069,51.0,33.075,4,Low
2837,3.98,37.188,19.415,13,Medium
2840,0.459,5.0,20.35,2,Low
2843,1.634,55.8,24.05,6,Low
2844,3.887,14.833,18.4,8,Medium
2846,5.207,55.375,23.06,5,High
2849,1.949,55.267,44.867,6,Low
2852,2.178,98.0,18.6,3,Low
2854,1.835,45.88,27.317,12,Low
2855,5.993,49.567,21.883,6,High
2858,18.206,57.8,30.35,8,High
2859,3.546,31.467,27.889,9,Medium
2861,4.002,62.1,28.262,13,Medium
2862,2.103,33.125,27.088,8,Low
2864,0.077,3.0,21.28,5,Low
2871,3.97,76.167,21.233,3,Medium
2880,2.775,38.811,21.836,14,Medium
2881,3.17,55.1,41.06,5,Medium
2887,2.05,55.0,27.067,3,Low
2889,4.905,46.65,33.642,12,High
2895,5.096,64.767,14.28,5,High
2899,1.656,5.3,5.4,2,Low
2900,3.952,31.467,11.667,3,Medium
2905,11.907,53.6,17.95,4,High
2907,2.07,51.6,35.756,9,Low
2908,1.627,60.733,18.24,10,Low
2909,2.787,40.15,18.55,12,Medium
2910,4.611,53.3,16.538,13,Medium
2917,4.435,47.533,16.808,12,Medium
2920,9.05,87.333,18.45,4,High
2922,7.37,33.9,17.8,2,High
2923,2.269,49.35,27.643,7,Low
2931,1.71,41.329,20.033,12,Low
2940,5.164,67.8,24.355,11,High
2941,2.981,51.92,15.49,10,Medium
2942,5.21,46.357,22.133,12,High
2943,2.513,56.9,26.033,6,Low
2944,7.851,84.84,25.012,8,High
2945,0.551,31.6,42.767,3,Low
2947,3.254,65.3,19.56,5,Medium
2948,5.453,59.25,23.56,5,High
2950,1.648,51.34,33.571,7,Low
2953,0.326,2.8,8.6,1,Low
2954,3.784,71.533,27.35,10,Medium
2955,2.231,62.35,38.429,7,Low
2958,,,13.2,4,
2961,4.553,85.6,26.88,5,Medium
2965,4.465,53.525,15.757,7,Medium
2968,9.456,62.583,15.873,11,High
2969,4.459,66.533,18.956,9,Medium
2972,4.733,28.4,6.9,2,Medium
2973,3.214,53.4,21.988,8,Medium
2974,10.368,63.0,10.84,5,High
2975,4.138,57.929,15.54,10,Medium
2977,1.626,35.083,21.575,8,Low
2981,2.751,85.0,17.367,6,Medium
2983,0.819,26.0,32.24,5,Low
2989,9.454,75.3,18.823,13,High
2994,4.702,64.54,25.914,7,Medium
2995,4.205,56.775,30.125,8,Medium
3001,1.165,33.333,24.683,6,Low
3006,1.468,24.8,23.333,3,Low
3020,3.02,44.8,20.1,6,Medium
3021,1.639,49.28,34.886,7,Low
3026,3.665,51.133,15.573,11,Medium
3027,4.194,52.25,29.317,6,Medium
3030,2.054,45.96,23.156,9,Low
3039,3.299,32.783,18.688,8,Medium
3050,1.213,48.867,29.586,7,Low
3051,7.984,63.75,9.96,5,High
3052,1.246,68.8,25.555,11,Low
3053,8.303,70.05,24.875,4,High
3055,1.369,39.278,36.285,13,Low
3056,2.949,66.312,30.275,12,Medium
3060,3.169,67.5,29.533,3,Medium
3062,3.46,40.986,19.9,10,Medium
3064,2.57,47.5,18.6,8,Low
3068,2.919,58.038,28.529,14,Medium
3069,2.522,77.5,33.68,5,Low
3073,3.966,45.75,22.46,5,Medium
3074,2.836,51.85,20.417,12,Medium
3080,7.539,52.04,20.036,11,High
3081,13.369,45.286,17.845,11,High
3083,2.446,49.4,21.5,3,Low
3090,5.115,84.75,22.0,8,High
3096,3.77,42.878,20.012,16,Medium
3098,4.335,88.0,20.3,1,Medium
3099,3.343,23.4,7.05,4,Medium
3100,2.548,51.8,58.267,3,Low
3102,1.888,35.34,29.911,9,Low
3105,1.133,48.7,29.7,3,Low
3108,2.553,72.1,36.225,4,Low
3112,1.495,16.0,8.75,2,Low
3116,8.188,74.86,26.056,9,High
3118,3.599,69.0,16.7,6,Medium
3122,3.083,59.5,19.3,1,Medium
3123,3.415,50.733,24.13,10,Medium
3124,2.017,44.5,25.3,4,Low
3135,8.119,38.1,11.218,11,High
3146,1.437,86.8,39.6,2,Low
3152,5.208,62.2,11.233,3,High
3156,2.258,39.3,21.989,9,Low
3160,5.313,70.05,24.327,11,High
3161,2.339,66.9,30.686,7,Low
3163,1.869,40.917,39.214,7,Low
3164,7.799,64.2,18.49,10,High
3166,2.648,46.5,22.36,10,Medium
3167,3.179,51.0,30.5,4,Medium
3170,2.889,66.22,29.583,6,Medium
3176,6.311,67.8,17.42,15,High
3189,2.782,42.0,19.233,3,Medium
3192,4.544,58.6,19.567,9,Medium
3194,3.943,66.1,11.4,5,Medium
3195,4.367,77.84,26.864,11,Medium
3211,1.689,35.4,26.033,9,Low
3213,3.578,51.667,14.44,5,Medium
3220,1.59,27.625,26.483,6,Low
3224,3.828,48.4,35.28,5,Medium
3227,0.654,34.9,49.9,2,Low
3231,0.729,33.367,34.62,5,Low
3237,13.505,56.98,15.9,13,High
3239,6.81,58.2,18.1,7,High
3241,2.78,62.55,35.043,7,Medium
3243,47.619,100.0,2.1,1,High
3246,3.152,52.0,18.225,4,Medium
3247,7.013,33.225,16.975,8,High
3248,4.769,74.2,17.862,8,Medium
3249,6.145,45.81,24.983,18,High
3253,1.944,30.0,28.318,11,Low
3255,1.42,51.133,29.5,7,Low
3263,3.348,69.0,35.16,5,Medium
3268,1.465,16.625,24.34,5,Low
3272,7.842,79.7,9.3,3,High
3273,2.34,41.95,16.3,5,Low
3284,8.634,55.157,22.022,9,High
3299,8.893,46.475,17.4,10,High
3306,,,9.2,1,
3314,1.479,20.133,14.15,8,Low
3316,2.41,36.314,30.5,10,Low
3321,5.572,75.467,26.378,9,High
3323,2.417,43.84,25.783,6,Low
3324,4.162,55.289,26.485,13,Medium
3330,5.565,57.133,23.542,12,High
3333,1.198,60.133,50.333,9,Low
3336,4.007,72.3,16.5,5,Medium
3344,5.295,65.7,19.26,10,High
3357,1.01,20.0,19.8,1,Low
3364,2.177,68.3,23.65,10,Low
3365,,,25.9,1,
3367,3.732,51.0,19.878,9,Medium
3378,5.614,79.15,32.567,6,High
3380,4.697,62.1,29.9,9,Medium
3383,5.328,63.5,19.767,9,High
3385,13.362,62.8,4.7,1,High
3387,4.074,39.329,23.546,13,Medium
3389,11.495,53.462,22.353,15,High
3400,8.87,68.133,18.464,11,High
3413,2.789,29.133,16.15,4,Medium
3414,5.539,56.043,16.15,12,High
3415,2.321,29.3,19.12,10,Low
3418,0.703,29.8,22.117,6,Low
3421,15.208,80.1,13.5,4,High
3423,1.476,48.12,30.192,13,Low
3426,3.007,44.8,33.957,7,Medium
3427,2.722,55.2,20.7,3,Medium
3429,1.79,52.867,31.15,8,Low
3430,6.866,92.0,13.4,1,High
3431,11.981,62.6,15.28,5,High
3438,6.075,59.85,16.436,11,High
3441,14.344,52.167,35.178,9,High
3448,2.887,56.9,24.283,6,Medium
3449,2.306,46.457,20.425,8,Low
3451,3.217,53.3,16.7,10,Medium
3452,2.994,49.788,28.507,14,Medium
3454,3.612,41.067,17.21,10,Medium
3455,4.728,85.1,18.0,1,Medium
3456,50.0,55.0,29.6,2,High
3461,2.141,48.74,26.862,8,Low
3465,3.306,47.0,18.9,10,Medium
3468,3.754,47.388,20.918,11,Medium
3469,4.591,40.457,23.963,8,Medium
3477,3.904,44.582,19.4,13,Medium
3481,2.423,77.45,22.7,14,Low
3485,1.828,59.933,29.457,7,Low
3487,6.074,55.9,21.054,13,High
3492,4.232,70.94,22.72,5,Medium
3493,4.27,63.2,16.9,2,Medium
3496,8.85,61.6,15.55,4,High
3504,19.021,64.267,22.727,11,High
3509,8.587,47.0,19.9,14,High
3515,0.417,2.5,6.0,1,Low
3516,,,31.7,1,
3518,4.087,54.41,20.629,14,Medium
3519,1.76,50.133,23.122,9,Low
3528,4.332,50.25,22.1,3,Medium
3540,1.312,72.4,44.033,3,Low
3542,1.236,66.425,45.875,8,Low
3546,2.384,51.7,34.075,8,Low
3549,0.149,3.2,21.5,1,Low
3552,7.908,77.3,10.4,4,High
3565,5.615,47.0,22.3,5,High
3568,2.697,66.825,25.583,6,Medium
3571,7.055,39.4,17.243,7,High
3572,7.139,77.383,23.009,11,High
3575,5.986,59.625,15.683,6,High
3576,3.246,48.682,24.213,15,Medium
3577,8.379,37.9,12.15,6,High
3579,5.377,38.45,36.878,9,High
3580,,,65.7,2,
3585,1.265,52.6,41.1,2,Low
3589,2.0,45.78,24.757,7,Low
3590,3.749,47.5,18.408,12,Medium
3591,5.171,44.975,9.825,4,High
3593,15.577,73.8,14.15,4,High
3594,4.185,60.9,24.15,12,Medium
3595,8.986,62.35,17.75,2,High
3603,10.401,57.467,23.9,6,High
3605,5.868,79.75,20.586,7,High
3612,2.204,49.867,19.59,10,Low
3625,0.322,12.3,42.5,4,Low
3626,5.164,69.333,17.275,4,High
3639,2.855,82.5,42.7,3,Medium
3640,3.899,58.1,15.2,2,Medium
3642,3.274,74.0,13.5,2,Medium
3647,4.096,44.838,30.567,9,Medium
3652,3.284,65.133,20.8,3,Medium
3655,2.737,44.3,17.033,9,Medium
3657,20.908,24.2,11.92,5,High
3658,4.283,27.475,20.983,6,Medium
3660,2.316,53.225,17.643,7,Low
3661,0.186,3.5,18.8,1,Low
3671,7.017,43.6,20.438,13,High
3674,4.757,39.511,32.808,13,Medium
3675,5.058,52.362,15.833,12,High
3678,,,25.8,1,
3679,0.755,24.5,27.1,5,Low
3682,8.83,77.78,25.344,9,High
3683,1.017,42.267,38.175,4,Low
3688,4.585,46.112,19.964,14,Medium
3694,6.2,61.875,33.229,7,High
3696,3.874,69.75,31.317,6,Medium
3699,0.727,29.6,50.4,3,Low
3702,2.697,57.467,23.667,12,Medium
3703,3.13,40.19,24.469,13,Medium
3705,,,12.55,2,
3710,6.623,60.0,14.5,3,High
3717,2.028,49.0,25.72,5,Low
3720,18.38,67.08,11.77,10,High
3724,5.42,77.067,14.5,5,High
3725,5.672,54.167,14.973,11,High
3727,3.138,62.6,36.5,4,Medium
3728,2.477,63.1,20.838,8,Low
3730,,,24.8,1,
3731,3.448,74.6,18.443,7,Medium
3733,,,19.067,3,
3738,3.338,54.912,18.9,14,Medium
3739,4.529,85.95,22.46,5,Medium
3743,12.366,87.8,5.35,2,High
3746,6.314,64.84,27.388,8,High
3751,3.0,57.0,19.0,1,Medium
3756,4.672,31.75,12.88,5,Medium
3758,1.513,33.233,14.25,8,Low
3763,2.372,43.25,25.0,3,Low
3764,2.53,93.6,31.1,2,Low
3765,3.136,47.629,18.273,11,Medium
3767,6.239,53.68,22.53,10,High
3771,3.721,49.0,29.329,7,Medium
3773,2.169,40.943,16.989,9,Low
3777,0.869,47.683,32.308,13,Low
3779,6.256,53.667,26.478,9,High
3782,2.447,53.7,22.125,4,Low
3787,3.443,17.5,26.418,11,Medium
3788,3.41,55.6,20.23,10,Medium
3793,0.867,28.0,32.3,1,Low
3795,1.223,21.4,17.5,1,Low
3797,,,11.8,2,
3811,2.277,63.875,41.944,9,Low
3817,2.763,47.0,22.943,7,Medium
3825,2.648,87.0,32.014,7,Medium
3826,1.151,30.067,24.99,10,Low
3827,3.651,69.0,27.1,3,Medium
3828,4.496,54.283,23.1,8,Medium
3834,7.481,78.75,17.433,3,High
3835,2.96,47.96,32.1,10,Medium
3836,7.322,46.125,14.122,9,High
3839,4.864,46.133,20.092,12,High
3841,4.292,60.733,20.913,15,Medium
3847,4.897,38.66,34.727,11,High
3850,1.865,35.35,13.362,8,Low
3852,2.463,50.5,26.586,7,Low
3855,3.868,61.5,22.575,8,Medium
3859,1.848,71.533,42.25,4,Low
3863,1.861,70.8,29.975,4,Low
3870,9.202,46.88,25.114,7,High
3875,6.277,43.589,18.136,14,High
3877,3.955,58.083,19.862,8,Medium
3881,8.544,56.467,25.25,10,High
3882,2.465,37.3,24.592,13,Low
3886,,,15.75,4,
3895,3.122,45.183,20.756,9,Medium
3896,2.574,44.75,17.117,6,Medium
3899,1.912,31.75,19.3,10,Low
3905,2.589,47.88,38.825,8,Medium
3910,0.871,62.0,46.36,5,Low
3915,6.871,48.4,7.7,2,High
3918,3.531,31.167,13.0,6,Medium
3920,1.635,48.2,21.1,3,Low
3923,6.475,59.12,21.65,8,High
3924,8.45,52.133,18.233,6,High
3934,10.595,82.467,24.4,6,High
3936,3.384,46.833,30.31,10,Medium
3937,26.877,65.0,13.767,3,High
3940,1.623,36.171,27.069,13,Low
3942,1.802,50.075,29.757,7,Low
3948,7.304,55.733,18.411,9,High
3949,5.075,69.0,16.54,5,High
3950,20.743,54.467,22.986,7,High
3953,6.994,35.04,23.667,9,High
3955,2.925,32.35,21.333,9,Medium
3957,2.963,64.0,21.6,1,Medium
3961,5.264,33.24,10.888,8,High
3963,4.084,77.2,18.283,6,Medium
3972,2.829,55.175,26.22,5,Medium
3973,1.933,35.0,19.5,5,Low
3974,2.324,47.3,29.06,5,Low
3976,0.752,16.25,20.267,3,Low
3980,3.675,55.845,21.356,16,Medium
3983,,,3.3,1,
3985,13.727,68.6,25.025,4,High
3986,3.096,35.04,12.3,9,Medium
3996,,,28.0,1,
3998,,,14.9,1,
4000,2.832,54.9,28.76,5,Medium
4001,3.336,51.0,24.467,6,Medium
4003,,,28.45,6,
4004,1.14,46.5,45.92,5,Low
4007,2.925,49.467,21.157,7,Medium
4010,4.062,47.767,14.827,15,Medium
4012,1.118,31.3,46.5,3,Low
4014,51.294,87.2,1.7,1,High
4017,3.736,56.225,22.45,10,Medium
4026,,,3.0,1,
4038,4.867,36.529,14.831,13,High
4040,11.271,68.16,23.74,10,High
4041,5.353,43.84,13.644,9,High
4051,2.693,54.85,22.11,10,Medium
4052,1.664,21.667,18.533,6,Low
4053,7.74,67.84,28.557,7,High
4054,5.09,50.9,10.0,1,High
4056,2.81,70.275,38.357,7,Medium
4057,2.334,48.833,20.667,9,Low
4058,2.155,48.667,34.15,6,Low
4072,1.586,41.267,29.088,8,Low
4074,,,30.3,1,
4077,4.585,88.3,26.222,9,Medium
4080,69.286,97.0,5.1,3,High
4081,0.728,23.0,35.6,3,Low
4087,2.335,58.25,45.6,3,Low
4089,3.892,50.417,26.344,9,Medium
4091,4.866,72.575,29.075,8,High
4093,5.966,64.28,20.418,11,High
4098,4.091,56.488,19.564,11,Medium
4099,,,38.867,3,
4101,4.581,54.875,26.858,12,Medium
4103,21.931,69.375,30.286,7,High
4105,3.813,38.633,15.45,8,Medium
4109,,,17.95,4,
4110,14.379,50.0,11.527,11,High
4112,2.146,42.5,43.3,4,Low
4114,4.17,42.017,21.675,12,Medium
4117,2.219,60.233,37.055,11,Low
4120,7.12,40.3,29.57,10,High
4127,7.063,81.371,29.464,14,High
4136,3.667,51.271,29.692,13,Medium
4142,21.806,62.58,14.717,6,High
4145,2.377,81.54,27.644,9,Low
4149,6.58,53.0,7.25,2,High
4157,7.881,78.0,25.071,7,High
4158,1.137,54.9,33.4,4,Low
4159,1.897,46.1,27.567,6,Low
4165,1.816,46.833,15.14,10,Low
4166,3.853,54.35,23.5,9,Medium
4167,1.676,19.55,16.95,8,Low
4170,1.601,30.1,18.8,1,Low
4172,27.913,64.2,49.55,4,High
4184,2.128,48.633,24.075,12,Low
4186,2.425,26.233,35.04,5,Low
4189,,,29.4,1,
4191,8.283,57.933,17.15,4,High
4192,5.018,52.843,20.067,12,High
4194,3.409,51.35,29.408,13,Medium
4198,3.328,70.3,29.83,10,Medium
4199,2.707,51.617,30.5,11,Medium
4204,7.558,57.262,15.1,10,High
4206,5.927,63.26,29.65,10,High
4207,13.039,60.6,22.557,7,High
4210,1.636,33.4,30.45,4,Low
4214,,,38.8,2,
4215,9.108,92.0,13.7,2,High
4217,7.502,39.856,11.842,12,High
4220,1.51,31.7,30.333,6,Low
4222,4.395,59.0,24.411,9,Medium
4226,6.328,50.267,16.05,8,High
4232,0.645,43.9,38.417,6,Low
4234,1.951,48.45,19.45,2,Low
4235,0.89,30.0,28.962,8,Low
4247,8.289,43.0,10.825,4,High
4250,3.297,48.4,17.733,12,Medium
4251,,,12.1,1,
4254,4.649,59.9,32.475,4,Medium
4256,6.274,68.24,15.336,11,High
4260,2.681,46.667,15.425,4,Medium
4261,4.997,64.033,12.375,8,High
4265,0.461,33.433,54.083,6,Low
4266,4.216,32.9,19.28,5,Medium
4275,3.792,55.186,16.7,12,Medium
4278,3.186,61.175,21.186,7,Medium
4279,5.63,83.8,14.85,2,High
4282,1.491,27.1,26.64,10,Low
4289,11.665,51.067,22.05,4,High
4292,3.775,42.333,18.867,9,Medium
4296,4.031,59.371,22.909,11,Medium
4309,9.312,72.8,24.85,2,High
4311,3.629,51.956,22.5,12,Medium
4315,8.341,55.914,17.554,13,High
4318,3.6,55.2,19.371,7,Medium
4326,4.051,46.4,21.1,10,Medium
4328,49.909,54.9,7.45,2,High
4329,7.502,58.28,21.114,7,High
4331,,,18.1,3,
4333,8.555,46.933,18.108,12,High
4338,6.939,55.543,16.492,13,High
4343,6.627,67.24,21.788,8,High
4347,2.194,62.767,29.625,4,Low
4353,21.001,51.067,18.786,7,High
4360,2.846,17.5,10.167,3,Medium
4367,0.885,31.925,30.025,8,Low
4373,4.389,45.933,14.579,14,Medium
4377,1.263,47.5,32.32,5,Low
4378,3.421,37.471,14.189,9,Medium
4386,9.851,72.9,22.35,6,High
4389,5.087,53.733,21.109,11,High
4395,3.656,50.4,13.633,3,Medium
4396,1.812,24.1,13.3,1,Low
4398,3.353,37.727,30.165,17,Medium
4405,3.872,57.22,35.6,7,Medium
4407,7.336,75.217,25.99,10,High
4409,4.388,71.9,25.13,10,Medium
4413,7.223,39.388,20.04,10,High
4416,30.16,64.5,18.467,6,High
4426,4.556,16.4,35.1,5,Medium
4430,6.013,67.35,19.3,11,High
4433,,,18.0,1,
4435,11.371,42.883,27.98,10,High
4438,4.992,84.25,22.014,7,High
4440,2.505,61.58,21.817,12,Low
4442,4.927,54.6,17.16,5,High
4444,5.072,56.65,17.758,12,High
4445,1.923,48.588,28.331,13,Low
4450,7.114,69.767,15.0,3,High
4453,1.941,50.3,39.6,4,Low
4454,,,24.55,2,
4458,2.568,45.95,19.875,8,Low
4461,2.054,47.667,20.925,4,Low
4464,11.457,48.62,19.04,10,High
4475,,,7.2,1,
4482,4.618,59.533,18.25,4,Medium
4488,1.791,34.433,18.183,6,Low
4489,2.021,39.2,19.4,1,Low
4496,2.532,44.7,16.3,8,Low
4502,4.777,50.367,19.15,8,Medium
4503,1.397,50.7,24.9,6,Low
4506,1.916,26.243,24.733,15,Low
4512,,,20.167,3,
4513,23.111,73.9,12.417,6,High
4514,2.992,36.5,19.2,3,Medium
4515,4.991,54.9,13.467,6,High
4518,1.409,66.8,28.533,3,Low
4521,6.633,86.8,16.7,8,High
4523,1.997,38.2,32.118,11,Low
4528,2.515,48.133,18.431,13,Low
4530,2.376,71.067,26.36,5,Low
4535,4.412,50.8,21.945,11,Medium
4536,4.734,50.8,25.478,9,Medium
4541,3.459,52.044,26.188,16,Medium
4562,3.019,45.467,26.392,12,Medium
4564,2.403,45.92,22.245,11,Low
4569,1.565,29.3,30.638,8,Low
4572,5.38,54.4,21.875,8,High
4573,4.517,57.771,17.238,8,Medium
4583,24.039,78.6,14.871,7,High
4585,0.308,7.8,23.3,2,Low
4587,4.647,47.75,14.717,6,Medium
4591,14.821,60.743,11.855,11,High
4593,3.376,34.833,17.008,13,Medium
4596,7.398,89.0,19.4,6,High
4598,2.377,61.44,31.15,8,Low
4604,0.726,34.85,31.243,7,Low
4606,6.706,45.63,21.731,16,High
4613,9.884,50.65,13.38,5,High
4618,2.625,46.233,15.973,11,Medium
4619,28.077,73.0,11.567,3,High
4620,5.678,53.12,14.815,13,High
4621,1.486,46.8,23.033,3,Low
4628,1.299,22.6,14.6,3,Low
4629,5.075,44.857,16.875,8,High
4630,,,14.0,2,
4633,2.364,38.8,20.082,11,Low
4634,1.643,46.85,19.233,6,Low
4639,3.828,57.292,17.461,18,Medium
4648,1.582,50.0,26.667,3,Low
4651,4.104,38.8,17.717,6,Medium
4655,14.998,50.929,14.38,10,High
4656,0.909,4.0,26.75,4,Low
4660,3.411,69.229,21.444,9,Medium
4661,13.59,39.825,14.243,7,High
4665,,,17.4,1,
4668,,,18.6,1,
4672,4.936,92.8,15.9,2,High
4679,8.367,72.74,17.833,9,High
4686,1.388,34.0,13.45,2,Low
4688,4.413,59.711,23.014,14,Medium
4692,4.248,36.65,28.233,6,Medium
4693,15.339,35.217,23.158,12,High
4696,3.499,61.4,29.862,8,Medium
4701,2.493,41.925,31.888,8,Low
4702,1.259,18.0,29.5,2,Low
4707,4.371,54.033,29.66,10,Medium
4708,1.71,83.033,33.28,5,Low
4710,2.337,43.94,26.871,7,Low
4712,4.201,47.9,29.488,8,Medium
4715,1.816,28.47,19.714,14,Low
4719,6.804,54.5,15.84,5,High
4726,2.238,36.76,30.812,8,Low
4727,5.572,60.6,22.683,12,High
4729,4.796,32.55,15.84,15,Medium
4732,1.549,40.0,25.7,3,Low
4735,0.372,7.0,18.8,1,Low
4737,5.083,41.333,19.95,6,High
4745,3.876,53.729,31.1,11,Medium
4749,8.262,85.1,15.5,2,High
4755,7.234,48.04,18.312,8,High
4756,5.494,55.033,26.45,6,High
4759,6.308,50.333,9.857,7,High
4761,4.826,53.755,11.807,15,High
4762,1.112,40.25,22.3,6,Low
4763,21.972,64.72,20.112,8,High
4766,4.295,72.617,20.185,13,Medium
4770,6.681,49.4,26.086,7,High
4772,1.212,68.0,53.1,7,Low
4779,4.193,43.243,17.017,12,Medium
4785,2.207,64.25,30.5,7,Low
4787,10.589,54.314,42.344,9,High
4790,6.9,47.511,26.464,14,High
4795,5.493,67.811,31.373,11,High
4798,3.853,71.133,19.86,5,Medium
4803,1.833,22.067,19.467,3,Low
4804,8.239,59.675,9.925,4,High
