CreatedById,Id,Title,ActivityType,DifficultyLevel,TotalStudents,CompletionRate,AvgProgress,AvgTimeMinutes,TimeEfficiencyRatio
10,1457,Concurrency,Lecture,,,,,,
10,1573,Search Algorithms,Lecture,,,,,,
4,82,Linked Lists,Lecture,,,,,,
9,136,Sorting Algorithms,Lecture,,,,,,
4,2168,Big Data Overview,Lecture,,,,,,
4,1354,Introduction to the Course,Lecture,,,,,,
7,1389,OOP Concepts,Quiz,Easy,,,,,
13,1933,Encryption Methods,Lecture,,,,,,
7,797,SQL Joins,Lecture,,,,,,
4,99,Cloud Architecture,Assignment,,44.0,0.523,70.364,48.286,
14,971,Linked Lists,Lecture,,,,,,
3,1551,Design Patterns,Lecture,,,,,,
6,1565,Linked Lists,Lecture,,,,,,
12,76,Indexing & Performance,Assignment,,,,,,
6,714,Database Normalization,Quiz,,,,,,
13,1120,REST APIs,Lecture,,,,,,
6,1852,Sorting Algorithms,Lecture,,,,,,
12,540,Network Protocols,Quiz,Hard,,,,,
8,473,Cybersecurity Fundamentals,Quiz,Easy,,,,,
2,75,Data Structures Overview,Lecture,,,,,,
4,1860,Memory Management,Lecture,,,,,,
11,1639,Web Development Basics,Lecture,,,,,,
14,1332,Dynamic Programming,Assignment,,,,,,
15,1758,Sorting Algorithms,Lecture,,,,,,
9,26,Computer Vision Intro,Quiz,Easy,,,,,
14,768,Computer Vision Intro,Lecture,,,,,,
10,1136,Data Structures Overview,Assignment,,52.0,0.519,68.231,50.994,1.13
2,1280,OS Scheduling,Lecture,,,,,,
7,942,Sorting Algorithms,Lecture,,,,,,
3,194,Sorting Algorithms,Assignment,,,,,,
11,305,Design Patterns,Assignment,,,,,,
10,897,OS Scheduling,Quiz,Medium,,,,,
3,333,Untitled,Lecture,,,,,,
14,16,Untitled,Quiz,,,,,,
9,1709,REST APIs,Assignment,,,,,,
7,1435,Design Patterns,Lecture,,,,,,
1,2189,Dynamic Programming,Lecture,,67.0,0.627,72.97,49.663,3.31
5,819,Machine Learning Basics,Assignment,,,,,,
12,1899,Cybersecurity Fundamentals,Lecture,,46.0,0.522,70.217,45.854,0.76
1,395,Encryption Methods,Quiz,Hard,,,,,
9,153,Indexing & Performance,Quiz,,,,,,
1,250,Introduction to the Course,Lecture,,,,,,
11,1864,Sorting Algorithms,Quiz,,,,,,
8,191,Python for Data Science,Quiz,,,,,,
10,515,Web Development Basics,Lecture,,,,,,
12,1283,Web Development Basics,Assignment,,41.0,0.488,67.805,49.68,0.83
8,460,OOP Concepts,Lecture,,39.0,0.564,71.718,53.477,1.19
4,1069,OS Scheduling,Lecture,,,,,,
14,158,Cybersecurity Fundamentals,Quiz,Medium,,,,,
3,1827,REST APIs,Lecture,,,,,,
10,1218,OOP Concepts,Assignment,,,,,,
6,2101,Data Structures Overview,Lecture,,,,,,
8,1087,Linked Lists,Quiz,,,,,,
15,803,Machine Learning Basics,Lecture,,,,,,
4,1498,Ethics in AI,Lecture,,53.0,0.509,70.358,58.043,0.97
10,1183,Computer Vision Intro,Lecture,,,,,,
5,849,Trees and Graphs,Lecture,,,,,,
4,1369,Computer Vision Intro,Quiz,Hard,,,,,
3,1333,Indexing & Performance,Lecture,,,,,,
5,180,SQL Joins,Assignment,,,,,,
10,1240,OOP Concepts,Assignment,,,,,,
12,177,Big Data Overview,Lecture,,48.0,0.562,69.708,49.931,4.99
13,1317,Untitled,Quiz,,,,,,
6,902,Network Protocols,Quiz,Easy,53.0,0.623,76.792,50.172,0.84
11,8,Network Protocols,Lecture,,,,,,
3,348,Trees and Graphs,Lecture,,,,,,
8,1130,Database Normalization,Lecture,,,,,,
10,621,Cybersecurity Fundamentals,Lecture,,,,,,
10,1350,Computer Vision Intro,Lecture,,,,,,
1,2204,Untitled,Assignment,,,,,,
10,966,Linked Lists,Lecture,,60.0,0.583,70.967,52.598,
2,114,Dynamic Programming,Quiz,,,,,,
12,1677,Encryption Methods,Quiz,Medium,51.0,0.471,62.784,49.612,9.92
12,2148,Linked Lists,Quiz,Easy,,,,,
10,455,Memory Management,Quiz,,54.0,0.574,70.222,50.378,2.52
7,920,Network Protocols,Lecture,,,,,,
9,1998,Cloud Architecture,Assignment,,,,,,
15,365,Web Development Basics,Assignment,,,,,,
5,2202,Memory Management,Lecture,,53.0,0.717,84.491,56.215,1.25
2,1063,Sorting Algorithms,Quiz,,,,,,
5,1099,Linked Lists,Lecture,,50.0,0.56,64.68,49.948,4.99
6,1985,REST APIs,Lecture,,,,,,
4,753,REST APIs,Assignment,,,,,,
9,1190,Untitled,Quiz,Medium,,,,,
6,1484,Untitled,Assignment,,,,,,
1,736,Network Protocols,Lecture,,,,,,
12,582,Dynamic Programming,Lecture,,43.0,0.488,67.419,47.753,4.78
8,1019,SQL Joins,Lecture,,,,,,
1,37,Ethics in AI,Lecture,,,,,,
2,1222,Neural Networks,Lecture,,,,,,
2,13,Cloud Architecture,Lecture,,,,,,
13,780,Linked Lists,Lecture,,,,,,
1,1725,Linked Lists,Lecture,,,,,,
1,1535,OS Scheduling,Lecture,,,,,,
10,896,Big Data Overview,Assignment,,52.0,0.692,82.231,51.035,1.13
13,1153,Big Data Overview,Assignment,,50.0,0.6,75.4,54.582,
9,1930,Python for Data Science,Lecture,,37.0,0.568,73.757,50.268,10.05
5,1163,Cloud Architecture,Lecture,,,,,,
2,908,OOP Concepts,Lecture,,,,,,
2,1375,REST APIs,Quiz,Medium,46.0,0.457,65.413,45.022,1.5
13,1816,Ethics in AI,Lecture,,,,,,
14,1400,Dynamic Programming,Assignment,,,,,,
14,1058,Network Protocols,Lecture,,62.0,0.613,76.629,48.798,4.88
7,1007,Computer Vision Intro,Quiz,,,,,,
14,567,Cloud Architecture,Lecture,,,,,,
10,1515,Design Patterns,Assignment,,,,,,
15,982,Linked Lists,Quiz,Hard,,,,,
5,189,Indexing & Performance,Lecture,,,,,,
3,1150,Database Normalization,Quiz,Easy,,,,,
4,489,Big Data Overview,Lecture,,,,,,
12,1520,OS Scheduling,Lecture,,52.0,0.673,75.058,53.304,3.55
4,252,Web Development Basics,Quiz,,,,,,
11,1963,SQL Joins,Assignment,,,,,,
9,458,Machine Learning Basics,Lecture,,,,,,
7,2067,Search Algorithms,Assignment,,,,,,
6,1470,Ethics in AI,Lecture,,,,,,
7,765,Untitled,Lecture,,,,,,
11,818,Search Algorithms,Assignment,,,,,,
7,446,Indexing & Performance,Quiz,Hard,,,,,
14,1810,Linked Lists,Lecture,,,,,,
10,1125,Indexing & Performance,Assignment,,,,,,
6,79,REST APIs,Lecture,,47.0,0.532,68.745,46.351,1.55
7,1794,Web Development Basics,Lecture,,,,,,
9,1825,Database Normalization,Lecture,,,,,,
2,1464,Memory Management,Lecture,,,,,,
14,1803,Linked Lists,Lecture,,,,,,
10,467,Dynamic Programming,Lecture,,,,,,
12,1346,Machine Learning Basics,Lecture,,,,,,
15,1417,REST APIs,Lecture,,,,,,
4,1590,Web Development Basics,Quiz,,,,,,
11,249,Computer Vision Intro,Assignment,,,,,,
11,626,Machine Learning Basics,Quiz,,,,,,
1,1014,OS Scheduling,Quiz,,,,,,
9,1532,Ethics in AI,Lecture,,,,,,
1,1676,Machine Learning Basics,Assignment,,,,,,
3,1689,Trees and Graphs,Lecture,,43.0,0.628,80.047,46.807,0.78
12,798,Computer Vision Intro,Lecture,,,,,,
11,2021,Introduction to the Course,Lecture,,,,,,
1,1940,OS Scheduling,Lecture,,,,,,
15,1430,Computer Vision Intro,Assignment,,55.0,0.509,75.382,47.533,4.75
4,2154,REST APIs,Assignment,,42.0,0.5,70.357,50.895,10.18
2,2051,Memory Management,Lecture,,37.0,0.405,62.892,43.392,4.34
1,1185,Web Development Basics,Assignment,,49.0,0.551,76.776,53.308,2.67
4,430,Sorting Algorithms,Assignment,,,,,,
12,1329,Design Patterns,Lecture,,,,,,
7,986,Indexing & Performance,Quiz,Hard,,,,,
12,1903,Python for Data Science,Lecture,,,,,,
8,1722,Big Data Overview,Lecture,,,,,,
11,1703,Data Structures Overview,Lecture,,47.0,0.574,68.894,46.413,2.32
11,782,Computer Vision Intro,Quiz,Hard,,,,,
8,2174,Machine Learning Basics,Lecture,,,,,,
10,1121,Design Patterns,Lecture,,,,,,
14,1850,Web Development Basics,Quiz,Medium,48.0,0.5,64.688,52.377,10.48
1,67,Ethics in AI,Assignment,,,,,,
4,101,Search Algorithms,Quiz,Hard,,,,,
2,970,Database Normalization,Quiz,Easy,,,,,
12,542,Sorting Algorithms,Lecture,,,,,,
9,392,Neural Networks,Lecture,,,,,,
13,255,Neural Networks,Lecture,,,,,,
11,309,Web Development Basics,Quiz,,,,,,
13,323,Ethics in AI,Lecture,,42.0,0.571,77.667,50.329,5.03
6,1531,Introduction to the Course,Assignment,,,,,,
1,1492,Trees and Graphs,Quiz,,,,,,
14,39,Data Structures Overview,Lecture,,60.0,0.583,73.283,49.093,3.27
10,204,Network Protocols,Lecture,,,,,,
12,1776,Dynamic Programming,Lecture,,,,,,
12,497,Data Structures Overview,Lecture,,,,,,
12,360,Search Algorithms,Lecture,,,,,,
9,351,Memory Management,Quiz,Hard,,,,,
5,2098,Indexing & Performance,Lecture,,,,,,
15,1694,Data Structures Overview,Assignment,,,,,,
14,1452,Design Patterns,Assignment,,60.0,0.667,75.367,50.718,0.85
1,1752,Untitled,Lecture,,,,,,
4,172,Concurrency,Assignment,,47.0,0.468,65.085,45.685,3.05
9,965,Linked Lists,Lecture,,53.0,0.547,70.208,49.821,9.96
5,426,OS Scheduling,Lecture,,49.0,0.653,76.592,51.443,1.71
5,1750,OS Scheduling,Assignment,,,,,,
13,2192,Ethics in AI,Quiz,Medium,,,,,
3,1141,Concurrency,Lecture,,59.0,0.542,68.915,52.056,
13,371,Concurrency,Lecture,,,,,,
10,1214,Database Normalization,Lecture,,,,,,
2,1685,Neural Networks,Quiz,Medium,42.0,0.381,57.167,40.695,0.68
11,1313,Search Algorithms,Lecture,,,,,,
2,898,Indexing & Performance,Lecture,,,,,,
8,1048,Dynamic Programming,Quiz,,,,,,
13,1496,Cloud Architecture,Lecture,,,,,,
6,2082,Machine Learning Basics,Lecture,,,,,,
2,419,Data Structures Overview,Quiz,Easy,,,,,
3,1668,Database Normalization,Lecture,,,,,,
3,2013,Design Patterns,Quiz,Easy,,,,,
1,1996,REST APIs,Quiz,Hard,,,,,
6,1593,Introduction to the Course,Lecture,,,,,,
4,847,Database Normalization,Lecture,,,,,,
14,842,Machine Learning Basics,Lecture,,,,,,
11,560,OOP Concepts,Quiz,,,,,,
9,1358,Introduction to the Course,Quiz,Medium,,,,,
5,807,Indexing & Performance,Assignment,,,,,,
6,584,Neural Networks,Lecture,,,,,,
8,1609,Ethics in AI,Quiz,,,,,,
4,1080,SQL Joins,Quiz,,,,,,
6,538,Concurrency,Lecture,,,,,,
5,823,Web Development Basics,Quiz,Easy,,,,,
8,710,Encryption Methods,Lecture,,,,,,
15,827,Cybersecurity Fundamentals,Assignment,,,,,,
14,213,Linked Lists,Assignment,,45.0,0.422,60.289,48.536,3.24
14,1789,Python for Data Science,Quiz,Hard,,,,,
2,1046,Computer Vision Intro,Quiz,Hard,51.0,0.51,63.451,53.708,10.74
12,2018,OOP Concepts,Quiz,Easy,,,,,
1,219,Dynamic Programming,Lecture,,,,,,
8,796,Cybersecurity Fundamentals,Lecture,,,,,,
2,1842,Linked Lists,Lecture,,,,,,
9,905,Concurrency,Quiz,Medium,,,,,
13,2146,Database Normalization,Lecture,,,,,,
1,593,Cloud Architecture,Lecture,,,,,,
4,1013,Web Development Basics,Lecture,,,,,,
1,495,Trees and Graphs,Lecture,,51.0,0.569,69.922,56.333,0.94
15,407,Search Algorithms,Quiz,Medium,,,,,
2,737,Dynamic Programming,Lecture,,53.0,0.604,74.491,45.915,9.18
1,2153,OOP Concepts,Lecture,,46.0,0.391,61.783,45.789,1.53
3,635,Big Data Overview,Lecture,,53.0,0.585,71.094,50.828,2.54
10,1788,OS Scheduling,Lecture,,49.0,0.49,62.143,49.833,0.83
4,1585,Big Data Overview,Lecture,,,,,,
3,1428,Memory Management,Quiz,Hard,47.0,0.638,82.426,54.215,10.84
12,1469,Design Patterns,Lecture,,42.0,0.595,72.143,55.462,1.23
4,10,Linked Lists,Lecture,,,,,,
2,1637,Linked Lists,Quiz,Easy,,,,,
10,936,Network Protocols,Lecture,,,,,,
1,1380,Dynamic Programming,Quiz,Hard,,,,,
5,483,Neural Networks,Assignment,,,,,,
5,914,Neural Networks,Assignment,,41.0,0.488,67.463,46.822,9.36
7,1557,Python for Data Science,Lecture,,,,,,
2,947,Data Structures Overview,Lecture,,,,,,
15,1367,Neural Networks,Assignment,,,,,,
2,1922,Machine Learning Basics,Lecture,,40.0,0.625,76.85,44.772,4.48
15,931,Introduction to the Course,Lecture,,49.0,0.633,80.224,49.896,1.11
13,1795,Python for Data Science,Lecture,,,,,,
8,1857,Design Patterns,Lecture,,65.0,0.538,69.477,49.252,1.64
4,1359,Untitled,Lecture,,63.0,0.619,73.635,57.741,1.92
10,853,Ethics in AI,Assignment,,,,,,
7,1865,Search Algorithms,Lecture,,,,,,
9,64,Neural Networks,Lecture,,,,,,
12,1490,Indexing & Performance,Lecture,,57.0,0.544,71.175,52.954,1.18
7,991,OS Scheduling,Lecture,,51.0,0.549,65.216,57.296,3.82
5,992,Memory Management,Lecture,,,,,,
4,486,Indexing & Performance,Lecture,,,,,,
5,934,Untitled,Quiz,Medium,,,,,
14,1134,Sorting Algorithms,Lecture,,,,,,
15,166,Python for Data Science,Quiz,,57.0,0.579,71.947,51.874,1.73
11,788,Network Protocols,Quiz,Easy,,,,,
15,476,Untitled,Assignment,,,,,,
3,1043,Machine Learning Basics,Lecture,,53.0,0.434,61.962,39.8,2.65
15,1923,Network Protocols,Quiz,Easy,,,,,
13,1977,REST APIs,Quiz,,,,,,
2,45,Design Patterns,Assignment,,,,,,
7,2072,Design Patterns,Lecture,,,,,,
1,317,Introduction to the Course,Lecture,,,,,,
13,1706,Design Patterns,Lecture,,,,,,
7,838,Introduction to the Course,Lecture,,,,,,
11,1340,Trees and Graphs,Assignment,,,,,,
14,912,Web Development Basics,Lecture,,,,,,
4,222,OS Scheduling,Quiz,Easy,54.0,0.63,77.389,51.641,0.86
15,334,Database Normalization,Lecture,,,,,,
11,1760,Design Patterns,Lecture,,,,,,
10,1543,Design Patterns,Quiz,,,,,,
15,50,Machine Learning Basics,Lecture,,,,,,
13,498,SQL Joins,Quiz,Hard,,,,,
11,187,Big Data Overview,Lecture,,58.0,0.534,62.879,50.457,
2,1281,Search Algorithms,Lecture,,58.0,0.586,71.207,51.541,1.15
10,170,Big Data Overview,Lecture,,,,,,
15,2039,Database Normalization,Quiz,Medium,,,,,
15,543,OOP Concepts,Lecture,,,,,,
2,15,Cybersecurity Fundamentals,Lecture,,,,,,
4,1756,Memory Management,Lecture,,,,,,
1,2172,OOP Concepts,Lecture,,45.0,0.444,64.4,44.316,0.98
12,1480,Design Patterns,Lecture,,,,,,
6,1210,Neural Networks,Lecture,,53.0,0.509,70.547,47.058,
4,959,Linked Lists,Lecture,,48.0,0.458,65.958,44.75,1.49
7,2149,Cloud Architecture,Lecture,,,,,,
2,1890,Introduction to the Course,Quiz,Easy,,,,,
13,1986,Cybersecurity Fundamentals,Lecture,,,,,,
5,1655,Sorting Algorithms,Assignment,,,,,,
11,1636,Untitled,Assignment,,,,,,
6,911,Introduction to the Course,Lecture,,,,,,
10,990,Network Protocols,Lecture,,,,,,
14,303,Neural Networks,Lecture,,59.0,0.492,64.508,51.286,0.85
6,1678,SQL Joins,Assignment,,55.0,0.564,67.073,51.04,3.4
5,1039,Concurrency,Assignment,,,,,,
9,828,Search Algorithms,Lecture,,,,,,
14,1919,SQL Joins,Quiz,,,,,,
11,2155,Dynamic Programming,Quiz,,,,,,
6,537,Database Normalization,Quiz,Hard,50.0,0.56,70.54,49.262,2.46
4,2081,Ethics in AI,Assignment,,,,,,
4,1692,Dynamic Programming,Lecture,,,,,,
11,685,Machine Learning Basics,Assignment,,51.0,0.569,75.412,43.28,1.44
3,2006,Memory Management,Assignment,,,,,,
10,941,SQL Joins,Lecture,,,,,,
6,98,SQL Joins,Lecture,,,,,,
2,1562,Encryption Methods,Quiz,Medium,,,,,
15,1027,OS Scheduling,Lecture,,43.0,0.628,75.186,55.86,2.79
11,2145,Big Data Overview,Lecture,,,,,,
4,148,Encryption Methods,Quiz,Easy,,,,,
13,1682,Data Structures Overview,Assignment,,,,,,
5,1289,REST APIs,Quiz,Medium,,,,,
7,956,Python for Data Science,Lecture,,48.0,0.542,73.688,47.512,1.58
5,2190,Concurrency,Assignment,,,,,,
10,245,SQL Joins,Lecture,,,,,,
15,420,SQL Joins,Lecture,,,,,,
3,2117,Cybersecurity Fundamentals,Quiz,Hard,,,,,
15,1279,OOP Concepts,Lecture,,,,,,
9,928,REST APIs,Lecture,,41.0,0.537,69.39,54.598,3.64
15,1057,Trees and Graphs,Assignment,,,,,,
12,331,Database Normalization,Lecture,,57.0,0.596,73.632,50.121,3.34
15,813,Computer Vision Intro,Lecture,,,,,,
6,1031,Machine Learning Basics,Assignment,,,,,,
7,1159,SQL Joins,Lecture,,,,,,
11,1264,Neural Networks,Quiz,Hard,,,,,
3,932,Network Protocols,Lecture,,,,,,
8,127,SQL Joins,Lecture,,,,,,
13,246,Computer Vision Intro,Lecture,,55.0,0.618,75.364,45.565,
3,924,Sorting Algorithms,Quiz,Easy,,,,,
9,1390,Dynamic Programming,Lecture,,,,,,
9,1648,Introduction to the Course,Quiz,Easy,,,,,
8,1780,Encryption Methods,Lecture,,45.0,0.444,66.422,49.582,0.83
14,645,Memory Management,Lecture,,,,,,
6,687,Cybersecurity Fundamentals,Quiz,Medium,,,,,
2,1646,Indexing & Performance,Lecture,,,,,,
7,1318,Computer Vision Intro,Lecture,,,,,,
15,1421,Database Normalization,Lecture,,,,,,
14,2070,Cloud Architecture,Lecture,,56.0,0.625,69.75,46.609,2.33
7,129,Indexing & Performance,Lecture,,,,,,
6,1113,OS Scheduling,Lecture,,,,,,
4,339,Concurrency,Lecture,,,,,,
2,1408,Encryption Methods,Quiz,Hard,,,,,
13,1591,Search Algorithms,Lecture,,,,,,
4,575,REST APIs,Assignment,,,,,,
12,1647,Sorting Algorithms,Assignment,,61.0,0.525,69.246,44.693,2.23
15,1658,Neural Networks,Lecture,,,,,,
15,2,Trees and Graphs,Lecture,,,,,,
4,1765,Memory Management,Quiz,Easy,50.0,0.54,69.48,49.604,9.92
9,2118,Linked Lists,Quiz,Medium,,,,,
5,2215,Big Data Overview,Lecture,,,,,,
14,598,Computer Vision Intro,Assignment,,59.0,0.441,68.169,47.275,0.79
5,56,Big Data Overview,Assignment,,,,,,
4,298,Data Structures Overview,Assignment,,,,,,
7,783,Introduction to the Course,Lecture,,,,,,
1,100,Encryption Methods,Lecture,,,,,,
13,1897,Database Normalization,Lecture,,,,,,
6,994,Dynamic Programming,Assignment,,,,,,
7,1021,Memory Management,Quiz,Easy,,,,,
12,1444,Network Protocols,Lecture,,,,,,
15,387,Encryption Methods,Assignment,,,,,,
12,27,Neural Networks,Lecture,,52.0,0.558,71.212,52.956,
13,487,Neural Networks,Assignment,,,,,,
6,442,Concurrency,Quiz,Hard,,,,,
7,225,Ethics in AI,Lecture,,,,,,
2,694,REST APIs,Lecture,,,,,,
9,2026,Computer Vision Intro,Lecture,,59.0,0.441,67.305,43.495,1.45
8,1252,SQL Joins,Lecture,,,,,,
11,1974,Trees and Graphs,Lecture,,,,,,
2,1712,Cybersecurity Fundamentals,Assignment,,,,,,
10,573,Computer Vision Intro,Lecture,,,,,,
3,1674,OOP Concepts,Lecture,,,,,,
12,1503,Computer Vision Intro,Quiz,Medium,,,,,
12,874,Database Normalization,Quiz,,,,,,
5,282,Network Protocols,Quiz,Hard,,,,,
8,747,Dynamic Programming,Lecture,,,,,,
7,1018,Big Data Overview,Lecture,,47.0,0.447,62.064,51.232,2.56
9,352,SQL Joins,Assignment,,53.0,0.604,78.962,52.651,10.53
4,863,Encryption Methods,Quiz,,,,,,
7,2090,Neural Networks,Lecture,,,,,,
8,1462,Concurrency,Lecture,,44.0,0.455,67.955,45.618,
1,1967,Ethics in AI,Quiz,Hard,52.0,0.5,66.154,47.233,0.79
1,295,Computer Vision Intro,Assignment,,,,,,
13,595,Machine Learning Basics,Quiz,,,,,,
7,9,Cybersecurity Fundamentals,Assignment,,43.0,0.651,76.628,49.019,4.9
3,1301,Introduction to the Course,Lecture,,,,,,
6,2079,Cybersecurity Fundamentals,Quiz,Hard,,,,,
10,2116,Python for Data Science,Assignment,,,,,,
9,795,Python for Data Science,Quiz,Hard,,,,,
7,275,Sorting Algorithms,Lecture,,,,,,
4,1747,Ethics in AI,Lecture,,,,,,
13,1041,REST APIs,Lecture,,52.0,0.519,71.981,53.281,0.89
4,1927,Machine Learning Basics,Quiz,Hard,,,,,
3,1867,Ethics in AI,Lecture,,39.0,0.538,66.667,47.487,0.79
8,1029,Machine Learning Basics,Assignment,,40.0,0.425,65.075,45.64,1.01
13,1839,SQL Joins,Lecture,,,,,,
2,340,Cloud Architecture,Assignment,,,,,,
12,1634,Cybersecurity Fundamentals,Lecture,,,,,,
4,1287,Data Structures Overview,Assignment,,,,,,
11,46,Cybersecurity Fundamentals,Assignment,,,,,,
14,507,OOP Concepts,Assignment,,,,,,
4,2209,Cybersecurity Fundamentals,Quiz,,57.0,0.737,79.246,53.491,1.78
14,1953,OS Scheduling,Lecture,,,,,,
6,1608,Encryption Methods,Assignment,,,,,,
13,536,Network Protocols,Assignment,,,,,,
7,181,Introduction to the Course,Quiz,Easy,,,,,
7,545,Computer Vision Intro,Lecture,,,,,,
13,59,SQL Joins,Lecture,,,,,,
1,237,Linked Lists,Quiz,Easy,,,,,
14,190,OS Scheduling,Lecture,,,,,,
1,2143,Network Protocols,Quiz,,55.0,0.636,71.782,52.282,1.16
11,766,Cybersecurity Fundamentals,Assignment,,,,,,
15,1809,Ethics in AI,Quiz,Hard,49.0,0.469,60.041,53.978,10.8
3,216,Dynamic Programming,Assignment,,,,,,
6,1525,OS Scheduling,Lecture,,,,,,
6,1000,Design Patterns,Lecture,,,,,,
8,2128,Neural Networks,Assignment,,,,,,
12,102,Memory Management,Lecture,,48.0,0.604,74.75,55.223,3.68
13,557,Python for Data Science,Quiz,,,,,,
11,2104,Sorting Algorithms,Lecture,,46.0,0.587,76.478,43.657,1.46
7,1606,Ethics in AI,Quiz,Medium,,,,,
4,1485,Memory Management,Lecture,,,,,,
14,1786,Network Protocols,Assignment,,,,,,
1,570,Introduction to the Course,Lecture,,,,,,
3,2185,REST APIs,Lecture,,,,,,
15,930,Database Normalization,Quiz,,,,,,
2,2086,SQL Joins,Lecture,,,,,,
13,1123,OOP Concepts,Quiz,Easy,,,,,
6,354,SQL Joins,Quiz,Easy,,,,,
7,1156,Machine Learning Basics,Lecture,,,,,,
13,1696,Design Patterns,Quiz,Medium,60.0,0.617,72.267,54.577,1.82
6,1643,REST APIs,Lecture,,,,,,
11,2034,Web Development Basics,Lecture,,,,,,
4,2208,SQL Joins,Quiz,,,,,,
4,2171,Web Development Basics,Lecture,,,,,,
8,1399,Concurrency,Assignment,,53.0,0.566,72.736,49.091,0.82
15,746,Sorting Algorithms,Lecture,,,,,,
5,1106,Data Structures Overview,Lecture,,,,,,
8,347,Web Development Basics,Lecture,,,,,,
14,477,REST APIs,Quiz,,44.0,0.614,70.364,50.616,10.12
2,910,SQL Joins,Lecture,,,,,,
9,398,OS Scheduling,Lecture,,,,,,
4,379,Concurrency,Lecture,,47.0,0.489,61.489,54.915,1.83
6,1407,Dynamic Programming,Lecture,,53.0,0.472,65.283,47.175,0.79
4,680,Machine Learning Basics,Lecture,,,,,,
10,1920,Web Development Basics,Assignment,,47.0,0.596,65.426,48.662,0.81
13,1371,Search Algorithms,Quiz,Medium,56.0,0.554,65.696,51.636,3.44
15,1721,Big Data Overview,Lecture,,46.0,0.478,62.804,48.52,3.23
5,1004,Search Algorithms,Lecture,,,,,,
2,1891,Indexing & Performance,Quiz,Easy,,,,,
15,239,Neural Networks,Assignment,,,,,,
6,667,SQL Joins,Lecture,,57.0,0.509,69.877,50.06,10.01
15,731,Design Patterns,Lecture,,,,,,
6,695,Cloud Architecture,Lecture,,,,,,
11,332,Introduction to the Course,Quiz,Medium,,,,,
1,1440,OOP Concepts,Lecture,,,,,,
7,1315,Untitled,Lecture,,,,,,
13,1937,REST APIs,Lecture,,41.0,0.463,63.0,56.254,11.25
10,1717,Dynamic Programming,Lecture,,,,,,
12,2159,Design Patterns,Assignment,,,,,,
2,617,SQL Joins,Quiz,Hard,,,,,
10,327,Untitled,Quiz,Hard,68.0,0.5,68.574,47.574,9.51
2,633,Cybersecurity Fundamentals,Lecture,,,,,,
6,228,Python for Data Science,Lecture,,49.0,0.531,61.469,48.904,4.89
8,1426,Cybersecurity Fundamentals,Lecture,,,,,,
7,1416,Concurrency,Assignment,,,,,,
6,1173,Sorting Algorithms,Lecture,,53.0,0.509,71.245,46.2,2.31
15,1738,Network Protocols,Lecture,,,,,,
6,258,Machine Learning Basics,Lecture,,,,,,
5,699,OOP Concepts,Lecture,,,,,,
1,1316,Machine Learning Basics,Lecture,,,,,,
13,1382,SQL Joins,Assignment,,47.0,0.681,79.617,55.56,1.23
11,484,REST APIs,Lecture,,39.0,0.436,55.615,50.462,1.12
3,1495,REST APIs,Lecture,,,,,,
9,530,Design Patterns,Quiz,Medium,,,,,
5,1773,Neural Networks,Lecture,,,,,,
5,907,Neural Networks,Quiz,Hard,,,,,
1,1814,Cloud Architecture,Assignment,,,,,,
2,125,Untitled,Lecture,,,,,,
6,381,Big Data Overview,Lecture,,46.0,0.522,70.261,41.076,2.74
9,561,Sorting Algorithms,Lecture,,,,,,
12,448,Linked Lists,Quiz,Easy,50.0,0.54,69.86,48.498,4.85
10,1298,Memory Management,Assignment,,,,,,
4,1131,OOP Concepts,Assignment,,,,,,
8,278,Introduction to the Course,Lecture,,,,,,
2,116,Indexing & Performance,Lecture,,,,,,
5,1272,Search Algorithms,Assignment,,,,,,
13,1232,Cybersecurity Fundamentals,Quiz,,,,,,
5,357,Big Data Overview,Lecture,,,,,,
11,1893,Sorting Algorithms,Lecture,,,,,,
7,21,Trees and Graphs,Quiz,Easy,,,,,
8,923,Ethics in AI,Lecture,,,,,,
5,96,OS Scheduling,Lecture,,,,,,
3,1826,Concurrency,Lecture,,,,,,
6,144,Computer Vision Intro,Lecture,,,,,,
3,1045,Concurrency,Lecture,,,,,,
10,1853,Python for Data Science,Lecture,,,,,,
5,755,Trees and Graphs,Lecture,,53.0,0.566,69.151,57.142,5.71
7,209,Memory Management,Assignment,,,,,,
2,1575,Indexing & Performance,Quiz,Medium,64.0,0.516,69.578,51.28,0.85
7,2106,SQL Joins,Quiz,Easy,55.0,0.564,76.945,52.415,
15,2109,Indexing & Performance,Lecture,,,,,,
14,2004,Design Patterns,Lecture,,,,,,
3,2046,Ethics in AI,Lecture,,,,,,
6,1405,Introduction to the Course,Assignment,,65.0,0.6,73.954,54.454,
8,944,Linked Lists,Lecture,,,,,,
8,1550,Indexing & Performance,Lecture,,,,,,
9,1453,Search Algorithms,Quiz,Hard,,,,,
5,376,Indexing & Performance,Lecture,,,,,,
15,1744,Network Protocols,Quiz,Hard,,,,,
5,607,Encryption Methods,Lecture,,,,,,
4,1233,Untitled,Quiz,,,,,,
10,1376,Encryption Methods,Lecture,,,,,,
15,1620,Indexing & Performance,Lecture,,,,,,
13,883,Web Development Basics,Lecture,,,,,,
15,1660,Dynamic Programming,Quiz,Hard,,,,,
1,168,OOP Concepts,Lecture,,,,,,
3,1621,Web Development Basics,Lecture,,,,,,
7,1062,Design Patterns,Quiz,Easy,,,,,
