StudentId,DepartmentId,YearId,SquadronId,AdmissionYear,EnrolledCourseCount,QuizAttempts,AvgScore,MinScore,ScoreStd,PassRate,AvgAttemptsPerQuiz,AvgTimePerQuizMin,AvgAttemptsBeforeSuccess,NightActivityRatio,WeekendRatio,DaytimeActivityRatio,FailureRatio,DifficultyExposure,StudyConsistency,CompletionRate,ActivitiesCompleted,AvgTimePerActivity,AbandonRate,RemainingActivities,LearningVelocity,Submissions,AvgGrade,LateRate,AvgSubmitHour,CommentsCount,LikesGiven,SocialIsolationScore,Dropout,AtRisk,HighPerformer,CompositeScore,WorkloadPressure
1288,1,1,5,2023,2,11.0,62.04,29.1,21.9568,0.3636,1.5455,17.7909,2.0,0.4545,0.2727,0.5455,0.6364,0.4545,2.3094010767585034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.125,1,0,0,0.4342,0.0
1705,1,3,4,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923,9.0,57.8,0.2308,4.0,0.0067,4.0,13.100000000000001,0.25,6.75,4.0,3.0,0.125,0,0,0,0.4931,0.0
4727,1,2,1,2023,1,12.0,60.6,36.0,23.9533,0.3333,1.5833,22.6833,2.0,0.25,0.25,0.75,0.6667,0.4167,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.4245,0.0
1768,2,4,1,2025,1,13.0,41.725,6.0,37.2161,0.0769,1.7692,27.7308,2.0,0.3077,0.2308,0.6923,0.9231,0.5385,1.1547005383792515,0.75,3.0,50.6,0.25,1.0,0.0037,0.0,0.0,0.0,0.0,3.0,6.0,0.1,0,0,0,0.5947,202.4
3165,2,2,5,2025,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333,8.0,57.3267,0.3333,7.0,0.0057,5.0,32.78,0.4,16.0,0.0,0.0,1.0,0,0,0,0.4374,286.6333
2599,1,1,2,2025,0,6.0,39.85,6.0,30.4138,0.3333,1.1667,16.8,1.0,0.3333,0.3333,0.6667,0.6667,0.1667,2.8284271247461903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.3935,0.0
2516,1,2,3,2026,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
4127,1,3,1,2023,2,14.0,81.3714,48.0,19.7452,0.4286,1.7143,29.4643,1.5,0.2857,0.2857,0.7143,0.5714,0.5,0.5773502691896258,0.65,13.0,55.495,0.15,7.0,0.01,3.0,13.233333333333334,0.6667,13.0,0.0,0.0,1.0,0,0,1,0.7068,554.95
809,1,1,3,2023,4,11.0,44.9,13.0,25.4674,0.0909,1.4545,16.5364,2.0,0.1818,0.2727,0.8182,0.9091,0.3636,2.3094010767585034,0.6,3.0,38.3,0.2,2.0,0.0041,0.0,0.0,0.0,0.0,2.0,5.0,0.125,0,0,0,0.5505,47.875
3359,3,3,5,2022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,42.05,0.3333,6.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4257,504.6
4526,2,3,5,2024,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
1879,1,1,5,2025,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0,40.7,0.2,2.0,0.0035,1.0,14.0,1.0,0.0,4.0,4.0,0.1111,0,0,0,0.4607,40.7
4968,1,2,5,2022,1,7.0,71.3333,62.0,13.8121,0.4286,1.1429,10.8,1.3333333333333333,0.2857,0.1429,0.7143,0.5714,0.1429,2.1213203435596424,0.8889,8.0,45.9556,0.0,1.0,0.0067,2.0,10.0,0.0,20.0,0.0,0.0,1.0,0,0,1,0.7755,413.6
3728,1,1,1,2021,3,8.0,63.1,34.4,40.5879,0.125,1.5,20.8375,1.0,0.25,0.125,0.75,0.875,0.375,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.3762,0.0
1209,3,1,1,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.1667,0,0,0,0.2507,0.0
4296,1,3,5,2023,3,11.0,59.3714,19.2,20.4179,0.4545,1.7273,22.9091,1.4,0.1818,0.2727,0.8182,0.5455,0.5455,2.3094010767585034,0.4444,8.0,56.2833,0.3333,10.0,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.6085,337.7
4428,1,4,1,2022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
4735,1,2,5,2022,1,1.0,7.0,7.0,0.0,0.0,1.0,18.8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.2612,0.0
3958,3,1,3,2024,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.125,0.0,7.25,0.0,0.0,1.0,0,0,0,0.2507,0.0
901,1,2,4,2022,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,4.0,64.55,0.3333,2.0,0.0054,1.0,14.0,0.0,10.0,5.0,9.0,0.0667,0,0,0,0.4841,77.46
2023,2,1,2,2023,0,7.0,30.7333,10.8,17.6548,0.0,1.8571,23.7143,1.0,0.0,0.2857,1.0,1.0,0.5714,2.1213203435596424,0.6,3.0,67.24,0.4,2.0,0.0036,0.0,0.0,0.0,0.0,4.0,6.0,0.0909,0,0,0,0.5066,0.0
2540,1,2,5,2024,2,11.0,45.4167,15.8,37.1653,0.1818,1.4545,29.8545,1.0,0.3636,0.3636,0.6364,0.8182,0.3636,2.3094010767585034,1.0,3.0,71.5667,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.714,107.35
4741,1,3,3,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,6.0,57.3222,0.2222,3.0,0.0099,2.0,16.7,0.5,21.0,0.0,0.0,1.0,0,0,0,0.4841,257.95
4037,1,2,4,2021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6154,8.0,74.0385,0.3077,5.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4661,931.3090000000002
3350,1,4,5,2022,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
2567,1,2,3,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.8999999999999995,0.0,14.666666666666666,0.0,0.0,1.0,0,0,0,0.2507,0.0
2218,1,1,2,2024,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,42.35,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6007,0.0
659,1,4,1,2023,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,60.5,0.0,0.0,0.0227,0.0,0.0,0.0,0.0,1.0,6.0,0.125,0,0,0,0.6007,40.3333
4511,3,3,2,2026,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
4687,1,2,5,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,44.52,0.4,7.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.3557,111.3
1615,2,2,4,2025,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,4.0,37.4667,0.3333,2.0,0.0056,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0,0,0,0.4841,74.9333
4842,1,1,1,2022,2,13.0,66.4,11.0,30.207,0.5385,1.4615,40.1308,1.7142857142857142,0.0,0.3077,1.0,0.4615,0.3846,1.1547005383792515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.4845,0.0
998,1,1,4,2026,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,6.0,60.025,0.125,2.0,0.0043,0.0,0.0,0.0,0.0,2.0,5.0,0.125,0,0,0,0.5132,240.1
2732,1,1,2,2022,3,8.0,24.88,0.8,42.3737,0.125,1.5,16.1375,2.0,0.125,0.375,0.875,0.875,0.375,1.4142135623730951,0.6667,4.0,79.7667,0.1667,2.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5525,159.5333
1607,1,4,3,2023,2,5.0,87.0,87.0,0.0,0.2,1.8,17.54,2.0,0.2,0.0,0.8,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.533333333333333,0.1667,13.0,0.0,5.0,0.1667,1,0,0,0.4306,0.0
1211,1,4,1,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.125,0,0,0,0.2507,0.0
2036,1,2,4,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3,0.0,1.0,0.0,4.0,10.7,0.25,8.0,4.0,5.0,0.1,0,0,0,0.2507,23.15
926,2,3,2,2023,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.25,0,0,0,0.2507,0.0
1231,3,1,4,2023,0,3.0,86.05,81.6,6.2933,0.6667,1.3333,30.6333,1.0,0.3333,0.3333,0.6667,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.1429,1,0,1,0.5459,0.0
2243,1,4,5,2025,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.200000000000001,0.3333,13.0,0.0,0.0,1.0,0,0,0,0.2507,0.0
4215,1,1,2,2025,1,2.0,92.0,86.0,8.4853,1.0,1.5,13.7,1.5,0.0,0.5,1.0,0.0,0.5,0.0,0.6667,2.0,35.1667,0.0,1.0,0.0171,1.0,14.0,0.0,10.0,0.0,0.0,1.0,0,0,1,0.8714,105.5
2961,3,1,5,2023,1,5.0,85.6,85.6,0.0,0.2,1.4,26.88,2.0,0.2,0.0,0.8,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.4285,0.0
223,1,1,5,2023,4,1.0,25.0,25.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,0,0,0.2881,0.0
3906,1,4,5,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333,10.0,43.7333,0.0833,2.0,0.009,5.0,37.14,0.0,12.6,0.0,0.0,1.0,0,0,0,0.5424,524.8
1401,1,2,4,2023,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,12.0,6.0,6.0,0.0769,0,0,0,0.2507,0.0
2065,2,1,5,2022,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,4.0,42.9143,0.2857,3.0,0.0037,3.0,8.266666666666667,0.3333,9.0,0.0,0.0,1.0,0,0,0,0.4507,75.1
4430,1,4,2,2023,3,11.0,67.35,44.6,20.6148,0.2727,1.2727,19.3,1.3333333333333333,0.2727,0.0,0.7273,0.7273,0.2727,2.3094010767585034,0.6,3.0,45.16,0.4,2.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6294,75.2667
1571,2,4,5,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,6.0,55.3,0.125,2.0,0.005,0.0,0.0,0.0,0.0,1.0,2.0,0.25,0,0,0,0.5132,442.4
3558,1,1,4,2023,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,8.0,59.5214,0.2857,6.0,0.007,1.0,39.6,0.0,4.0,0.0,0.0,1.0,0,0,0,0.4507,277.7667
1929,1,3,4,2024,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,8.0,61.2929,0.2143,6.0,0.0063,2.0,13.3,0.5,14.0,3.0,6.0,0.1,0,0,0,0.4507,286.0333
2260,2,3,2,2022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,10.0,56.7312,0.25,6.0,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4695,907.7
930,1,1,4,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,10.0,45.6067,0.3333,5.0,0.008,0.0,0.0,0.0,0.0,3.0,5.0,0.1111,0,0,0,0.4841,342.05
191,2,3,5,2024,1,3.0,31.3333,20.0,10.2632,0.0,1.0,2.9333,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,3.0,66.6,0.0,3.0,0.0033,0.0,0.0,0.0,0.0,2.0,7.0,0.1,0,0,0,0.4725,399.6
3432,3,1,5,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,2.0,40.8667,0.0,1.0,0.0022,1.0,3.9,0.0,4.0,0.0,0.0,1.0,0,0,0,0.4841,122.6
4186,2,3,1,2023,1,5.0,26.2333,7.7,18.6511,0.0,1.8,35.04,1.0,0.4,0.4,0.6,1.0,0.6,0.0,0.4444,8.0,53.7944,0.2778,10.0,0.006,4.0,10.7,0.25,9.5,0.0,0.0,1.0,0,1,0,0.4454,931.3090000000002
3844,1,2,4,2025,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.133333333333336,0.3333,10.666666666666666,0.0,0.0,1.0,0,0,0,0.2507,0.0
2518,1,4,4,2025,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529,6.0,40.5,0.6471,11.0,0.0044,5.0,17.240000000000002,0.2,12.4,0.0,0.0,1.0,0,1,0,0.3743,229.5
2332,1,2,5,2023,0,8.0,46.48,17.2,28.8075,0.25,1.5,19.2625,2.0,0.375,0.5,0.625,0.75,0.375,1.4142135623730951,0.5333,8.0,39.3267,0.3333,7.0,0.0066,5.0,26.860000000000003,0.0,10.6,0.0,0.0,1.0,0,0,0,0.5693,0.0
3416,1,1,2,2024,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5455,6.0,55.0455,0.2727,5.0,0.0052,3.0,14.0,0.0,9.666666666666666,0.0,0.0,1.0,0,0,0,0.4417,302.75
4604,1,3,3,2025,4,7.0,34.85,7.2,39.103,0.1429,1.2857,31.2429,2.0,0.4286,0.1429,0.5714,0.8571,0.2857,2.1213203435596424,0.3846,5.0,56.9231,0.5385,8.0,0.0041,1.0,14.0,0.0,22.0,0.0,0.0,1.0,0,1,0,0.4731,185.0
1876,1,3,5,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,6.0,46.3929,0.4286,8.0,0.0055,0.0,0.0,0.0,0.0,0.0,5.0,0.1667,0,1,0,0.4008,324.75
1355,1,2,2,2024,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5556,5.0,58.9333,0.4444,4.0,0.004,4.0,23.175,0.25,13.5,2.0,8.0,0.0909,0,0,0,0.4452,176.8
2765,1,2,2,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,43.15,0.6,7.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.3557,215.75
2645,1,1,2,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
3758,2,1,5,2021,1,8.0,33.2333,6.4,39.994,0.125,1.5,14.25,1.0,0.125,0.375,0.875,0.875,0.375,1.4142135623730951,0.5,5.0,56.29,0.1,5.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5066,562.9
3209,1,1,4,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
701,2,3,3,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,0.0,16.5,5.0,3.0,0.1111,0,0,0,0.2507,0.0
1241,3,1,5,2025,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.466666666666665,0.3333,14.666666666666666,1.0,5.0,0.1429,0,0,0,0.2507,0.0
2968,1,1,2,2023,6,11.0,62.5833,23.0,27.6613,0.3636,1.7273,15.8727,1.75,0.1818,0.5455,0.8182,0.6364,0.5455,2.3094010767585034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.4351,0.0
2124,1,2,4,2024,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833,7.0,56.95,0.25,5.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4549,341.7
54,3,3,3,2026,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.1111,0,0,0,0.2507,0.0
1608,1,4,1,2023,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692,10.0,43.9769,0.2308,3.0,0.0076,0.0,0.0,0.0,0.0,2.0,5.0,0.125,0,0,0,0.52,190.5667
1364,2,4,2,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,2.0,5.0,5.0,0.0909,0,0,0,0.2507,0.0
3150,2,1,1,2025,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333,5.0,65.15,0.0,1.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5424,0.0
1035,1,2,2,2022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1429,0,0,0,0.2507,0.0
3098,2,1,4,2025,2,1.0,88.0,88.0,0.0,1.0,1.0,20.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.7,0.25,13.75,0.0,0.0,1.0,1,0,1,0.6321,0.0
4414,1,1,1,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5556,5.0,38.0111,0.3333,4.0,0.0038,5.0,7.840000000000001,0.4,12.6,0.0,0.0,1.0,0,0,0,0.4452,342.1
2119,1,1,3,2023,2,4.0,65.0333,53.0,12.5261,0.75,1.75,24.65,1.6666666666666667,0.5,0.25,0.5,0.25,0.5,0.0,0.5,2.0,41.2,0.5,2.0,0.0021,4.0,32.75,0.25,9.5,0.0,0.0,1.0,0,0,1,0.7103,82.4
1781,2,1,5,2024,1,12.0,71.1556,25.6,23.4518,0.6667,1.5,15.825,1.375,0.5833,0.4167,0.4167,0.3333,0.4167,1.7320508075688772,0.6667,2.0,70.3667,0.3333,1.0,0.0025,0.0,0.0,0.0,0.0,0.0,5.0,0.1667,0,0,1,0.757,211.1
2019,2,2,5,2022,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0909,0,0,0,0.2507,0.0
858,1,2,5,2023,3,2.0,50.0,42.0,11.3137,0.5,1.5,41.9,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.05,0.0,19.5,5.0,5.0,0.0909,1,0,0,0.4504,0.0
3680,1,1,5,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7143,10.0,60.2857,0.1429,4.0,0.0082,4.0,12.025,0.5,10.25,0.0,0.0,1.0,0,0,0,0.5008,844.0
1378,3,3,3,2024,0,1.0,84.0,84.0,0.0,1.0,1.0,25.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4615,6.0,54.4231,0.3077,7.0,0.0067,0.0,0.0,0.0,0.0,1.0,5.0,0.1429,0,1,1,0.7876,0.0
835,1,3,5,2025,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,61.65,0.25,3.0,0.0233169999999996,4.0,13.125,0.0,17.25,3.0,4.0,0.125,0,1,0,0.3382,82.2
4903,1,2,2,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
3875,1,2,1,2023,2,14.0,43.5889,6.0,28.5769,0.2857,1.6429,18.1357,1.25,0.2857,0.2143,0.7143,0.7143,0.4286,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,12.0,0.0,0.0,1.0,1,0,0,0.3872,0.0
557,2,3,4,2026,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.799999999999999,0.3333,11.166666666666666,1.0,6.0,0.125,0,0,0,0.2507,0.0
4061,3,1,3,2024,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,10.625
1728,1,3,5,2024,2,4.0,77.4,59.8,18.3401,0.75,1.5,5.925,1.6666666666666667,0.25,0.75,0.75,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.75,0.5,7.5,0.0,2.0,0.3333,1,0,1,0.5538,0.0
1943,2,3,2,2023,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.9,0.5,12.0,1.0,8.0,0.1,0,0,0,0.2507,0.0
4062,2,4,5,2022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
1526,2,1,5,2026,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,12.0,61.9429,0.0714,2.0,0.0122,0.0,0.0,0.0,0.0,2.0,7.0,0.1,0,0,0,0.5507,867.2
2753,1,3,1,2024,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
3092,3,2,1,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
1519,1,2,1,2023,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.233333333333333,0.0,12.333333333333334,3.0,2.0,0.1667,0,0,0,0.2507,0.0
3597,2,4,3,2024,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,14.0,67.19,0.15,6.0,0.0108,2.0,7.7,0.0,15.0,0.0,0.0,1.0,0,0,0,0.4957,268.76
