StudentId,RiskScore,RiskLevel,AvgQuizScore,QuizPassRate,CompletionRate,ActionCount
760,0.6257,High,23.2,0.0,0.0,0.0
3099,0.6256,High,23.4,0.0,0.0,0.0
4396,0.6254,High,24.1,0.0,0.0,0.0
2651,0.6251,High,24.35,0.0,0.0,0.0
3679,0.6247,High,24.5,0.0,0.0,0.0
1009,0.6242,High,25.0,0.0,0.0,0.0
769,0.6242,High,25.0,0.0,0.0,0.0
223,0.6242,High,25.0,0.0,0.0,0.0
717,0.6236,High,26.0,0.0,0.0,0.0
2365,0.6227,High,26.6,0.0,0.0,0.0
2655,0.6225,High,26.75,0.0,0.0,0.0
1654,0.6214,High,27.8,0.0,0.0,0.0
3793,0.6211,High,28.0,0.0,0.0,0.0
4995,0.6211,High,28.0,0.0,0.0,0.0
2972,0.6208,High,28.4,0.0,0.0,0.0
1185,0.6206,High,28.5,0.0,0.0,0.0
3413,0.6203,High,29.1333,0.0,0.0,0.0
3418,0.6197,High,29.8,0.0,0.0,0.0
1307,0.6196,High,29.9667,0.0,0.0,0.0
10,0.6194,High,30.0,0.0,0.0,0.0
3435,0.6192,High,0.0,0.0,0.5,0.0
1015,0.6192,High,0.0,0.0,0.5,0.0
2277,0.6192,High,0.0,0.0,0.5,0.0
3185,0.6192,High,0.0,0.0,0.5,0.0
4107,0.6192,High,0.0,0.0,0.5,0.0
635,0.6192,High,0.0,0.0,0.5,0.0
2288,0.6192,High,0.0,0.0,0.5,0.0
2204,0.6192,High,0.0,0.0,0.5,0.0
1801,0.6192,High,0.0,0.0,0.5,0.0
4913,0.6192,High,0.0,0.0,0.5,0.0
2258,0.6192,High,0.0,0.0,0.5,0.0
3587,0.6192,High,0.0,0.0,0.5,0.0
1132,0.6192,High,0.0,0.0,0.5,0.0
789,0.6192,High,0.0,0.0,0.5,0.0
335,0.6192,High,0.0,0.0,0.5,0.0
1109,0.6192,High,0.0,0.0,0.5,0.0
3369,0.6192,High,0.0,0.0,0.5,0.0
2616,0.6192,High,0.0,0.0,0.5,0.0
1161,0.6192,High,0.0,0.0,0.5,0.0
1083,0.6192,High,0.0,0.0,0.5,0.0
897,0.6192,High,0.0,0.0,0.5,0.0
1039,0.6192,High,0.0,0.0,0.5,0.0
4579,0.6192,High,0.0,0.0,0.5,0.0
1672,0.6192,High,0.0,0.0,0.5,0.0
3360,0.6192,High,0.0,0.0,0.5,0.0
1904,0.6192,High,0.0,0.0,0.5,0.0
3643,0.6192,High,0.0,0.0,0.5,0.0
3912,0.6192,High,0.0,0.0,0.5,0.0
542,0.6192,High,0.0,0.0,0.5,0.0
781,0.6192,High,0.0,0.0,0.5,0.0
3223,0.6192,High,0.0,0.0,0.5,0.0
88,0.6192,High,0.0,0.0,0.5,0.0
856,0.6192,High,0.0,0.0,0.5,0.0
1636,0.6192,High,0.0,0.0,0.5,0.0
3960,0.6192,High,0.0,0.0,0.5,0.0
1700,0.6192,High,0.0,0.0,0.5,0.0
1987,0.6192,High,0.0,0.0,0.5,0.0
4487,0.6192,High,0.0,0.0,0.5,0.0
3236,0.6192,High,0.0,0.0,0.5,0.0
2692,0.6192,High,0.0,0.0,0.5,0.0
882,0.6192,High,0.0,0.0,0.5,0.0
4466,0.6192,High,0.0,0.0,0.5,0.0
579,0.6192,High,0.0,0.0,0.5,0.0
1117,0.6192,High,0.0,0.0,0.5,0.0
2372,0.6192,High,0.0,0.0,0.5,0.0
343,0.6192,High,0.0,0.0,0.5,0.0
1158,0.6192,High,0.0,0.0,0.5,0.0
657,0.6192,High,0.0,0.0,0.5,0.0
2350,0.6192,High,0.0,0.0,0.5,0.0
124,0.6192,High,0.0,0.0,0.5,0.0
2248,0.6192,High,0.0,0.0,0.5,0.0
297,0.6192,High,0.0,0.0,0.5,0.0
1095,0.6192,High,0.0,0.0,0.5,0.0
3409,0.6192,High,0.0,0.0,0.5,0.0
2643,0.6192,High,0.0,0.0,0.5,0.0
1138,0.6192,High,0.0,0.0,0.5,0.0
2192,0.6192,High,0.0,0.0,0.5,0.0
3184,0.6192,High,0.0,0.0,0.5,0.0
1823,0.6192,High,0.0,0.0,0.5,0.0
1184,0.6192,High,0.0,0.0,0.5,0.0
1863,0.6192,High,0.0,0.0,0.5,0.0
3079,0.6192,High,0.0,0.0,0.5,0.0
3035,0.6192,High,0.0,0.0,0.5,0.0
4472,0.6192,High,0.0,0.0,0.5,0.0
3012,0.6192,High,0.0,0.0,0.5,0.0
883,0.6192,High,0.0,0.0,0.5,0.0
2956,0.6192,High,0.0,0.0,0.5,0.0
1220,0.6192,High,0.0,0.0,0.5,0.0
4022,0.6192,High,0.0,0.0,0.5,0.0
2184,0.6192,High,0.0,0.0,0.5,0.0
4427,0.6192,High,0.0,0.0,0.5,0.0
4484,0.6192,High,0.0,0.0,0.5,0.0
4938,0.6192,High,0.0,0.0,0.5,0.0
49,0.6192,High,0.0,0.0,0.5,0.0
4359,0.6192,High,0.0,0.0,0.5,0.0
1053,0.6192,High,0.0,0.0,0.5,0.0
2446,0.6192,High,0.0,0.0,0.5,0.0
1358,0.6192,High,0.0,0.0,0.5,0.0
4324,0.6192,High,0.0,0.0,0.5,0.0
226,0.6192,High,0.0,0.0,0.5,0.0
4765,0.6192,High,0.0,0.0,0.5,0.0
2186,0.6192,High,0.0,0.0,0.5,0.0
1096,0.6192,High,0.0,0.0,0.5,0.0
2584,0.6192,High,0.0,0.0,0.5,0.0
1023,0.6192,High,0.0,0.0,0.5,0.0
1547,0.6192,High,0.0,0.0,0.5,0.0
4947,0.6192,High,0.0,0.0,0.5,0.0
964,0.6192,High,0.0,0.0,0.5,0.0
3947,0.6192,High,0.0,0.0,0.5,0.0
4225,0.6192,High,0.0,0.0,0.5,0.0
145,0.6192,High,0.0,0.0,0.5,0.0
4180,0.6192,High,0.0,0.0,0.5,0.0
348,0.6192,High,0.0,0.0,0.5,0.0
681,0.6192,High,0.0,0.0,0.5,0.0
2748,0.6192,High,0.0,0.0,0.5,0.0
1577,0.6192,High,0.0,0.0,0.5,0.0
4441,0.6192,High,0.0,0.0,0.5,0.0
2071,0.6192,High,0.0,0.0,0.5,0.0
2958,0.6192,High,0.0,0.0,0.5,0.0
4817,0.6192,High,0.0,0.0,0.5,0.0
17,0.6192,High,0.0,0.0,0.5,0.0
2588,0.6192,High,0.0,0.0,0.5,0.0
139,0.6192,High,0.0,0.0,0.5,0.0
1084,0.6192,High,0.0,0.0,0.5,0.0
4547,0.6192,High,0.0,0.0,0.5,0.0
4662,0.6192,High,0.0,0.0,0.5,0.0
393,0.6192,High,0.0,0.0,0.5,0.0
1752,0.6192,High,0.0,0.0,0.5,0.0
3473,0.6192,High,0.0,0.0,0.5,0.0
1407,0.6192,High,0.0,0.0,0.5,0.0
1870,0.6192,High,0.0,0.0,0.5,0.0
3790,0.6192,High,0.0,0.0,0.5,0.0
2674,0.6192,High,0.0,0.0,0.5,0.0
4820,0.6192,High,0.0,0.0,0.5,0.0
446,0.6192,High,0.0,0.0,0.5,0.0
3470,0.6192,High,0.0,0.0,0.5,0.0
3737,0.6192,High,0.0,0.0,0.5,0.0
4507,0.6192,High,0.0,0.0,0.5,0.0
2279,0.6192,High,0.0,0.0,0.5,0.0
3420,0.6192,High,0.0,0.0,0.5,0.0
1013,0.6192,High,0.0,0.0,0.5,0.0
2341,0.6192,High,0.0,0.0,0.5,0.0
733,0.6192,High,0.0,0.0,0.5,0.0
2396,0.6192,High,0.0,0.0,0.5,0.0
4059,0.6192,High,0.0,0.0,0.5,0.0
1600,0.6192,High,0.0,0.0,0.5,0.0
4223,0.6192,High,0.0,0.0,0.5,0.0
2338,0.6192,High,0.0,0.0,0.5,0.0
3555,0.6192,High,0.0,0.0,0.5,0.0
3975,0.6192,High,0.0,0.0,0.5,0.0
4452,0.6192,High,0.0,0.0,0.5,0.0
501,0.6192,High,0.0,0.0,0.5,0.0
3111,0.6192,High,0.0,0.0,0.5,0.0
773,0.6192,High,0.0,0.0,0.5,0.0
1731,0.6192,High,0.0,0.0,0.5,0.0
3280,0.6192,High,0.0,0.0,0.5,0.0
1370,0.6192,High,0.0,0.0,0.5,0.0
4703,0.6192,High,0.0,0.0,0.5,0.0
938,0.6192,High,0.0,0.0,0.5,0.0
141,0.6192,High,0.0,0.0,0.5,0.0
3789,0.6192,High,0.0,0.0,0.5,0.0
1351,0.6192,High,0.0,0.0,0.5,0.0
4949,0.6192,High,0.0,0.0,0.5,0.0
2587,0.6192,High,0.0,0.0,0.5,0.0
1831,0.6192,High,0.0,0.0,0.5,0.0
478,0.6192,High,0.0,0.0,0.5,0.0
630,0.6192,High,0.0,0.0,0.5,0.0
270,0.6192,High,0.0,0.0,0.5,0.0
4864,0.6192,High,0.0,0.0,0.5,0.0
4423,0.6192,High,0.0,0.0,0.5,0.0
119,0.6192,High,0.0,0.0,0.5,0.0
3711,0.6192,High,0.0,0.0,0.5,0.0
1474,0.6192,High,0.0,0.0,0.5,0.0
4764,0.6192,High,0.0,0.0,0.5,0.0
797,0.6192,High,0.0,0.0,0.5,0.0
3270,0.6192,High,0.0,0.0,0.5,0.0
3754,0.6192,High,0.0,0.0,0.5,0.0
3328,0.6192,High,0.0,0.0,0.5,0.0
4956,0.6192,High,0.0,0.0,0.5,0.0
2684,0.6192,High,0.0,0.0,0.5,0.0
266,0.6192,High,0.0,0.0,0.5,0.0
4189,0.6192,High,0.0,0.0,0.5,0.0
1717,0.6192,High,0.0,0.0,0.5,0.0
4508,0.6192,High,0.0,0.0,0.5,0.0
3614,0.6192,High,0.0,0.0,0.5,0.0
1345,0.6192,High,0.0,0.0,0.5,0.0
592,0.6192,High,0.0,0.0,0.5,0.0
3944,0.6192,High,0.0,0.0,0.5,0.0
3326,0.6192,High,0.0,0.0,0.5,0.0
1257,0.6192,High,0.0,0.0,0.5,0.0
4833,0.6192,High,0.0,0.0,0.5,0.0
3175,0.6192,High,0.0,0.0,0.5,0.0
4031,0.6192,High,0.0,0.0,0.5,0.0
526,0.6192,High,0.0,0.0,0.5,0.0
4566,0.6192,High,0.0,0.0,0.5,0.0
624,0.6192,High,0.0,0.0,0.5,0.0
3857,0.6192,High,0.0,0.0,0.5,0.0
2891,0.6192,High,0.0,0.0,0.5,0.0
4603,0.6192,High,0.0,0.0,0.5,0.0
3205,0.6192,High,0.0,0.0,0.5,0.0
1963,0.6192,High,0.0,0.0,0.5,0.0
2040,0.6192,High,0.0,0.0,0.5,0.0
2688,0.6192,High,0.0,0.0,0.5,0.0
2805,0.6192,High,0.0,0.0,0.5,0.0
1515,0.6192,High,0.0,0.0,0.5,0.0
250,0.6192,High,0.0,0.0,0.5,0.0
1451,0.6192,High,0.0,0.0,0.5,0.0
1546,0.6192,High,0.0,0.0,0.5,0.0
3291,0.6192,High,0.0,0.0,0.5,0.0
4268,0.6192,High,0.0,0.0,0.5,0.0
3807,0.6192,High,0.0,0.0,0.5,0.0
1245,0.6192,High,0.0,0.0,0.5,0.0
3508,0.6192,High,0.0,0.0,0.5,0.0
3443,0.6192,High,0.0,0.0,0.5,0.0
1459,0.6192,High,0.0,0.0,0.5,0.0
4998,0.6192,High,0.0,0.0,0.5,0.0
1796,0.6192,High,0.0,0.0,0.5,0.0
1294,0.6192,High,0.0,0.0,0.5,0.0
1430,0.6192,High,0.0,0.0,0.5,0.0
1724,0.6192,High,0.0,0.0,0.5,0.0
851,0.6192,High,0.0,0.0,0.5,0.0
3615,0.6192,High,0.0,0.0,0.5,0.0
131,0.6192,High,0.0,0.0,0.5,0.0
1399,0.6192,High,0.0,0.0,0.5,0.0
552,0.6192,High,0.0,0.0,0.5,0.0
2321,0.6192,High,0.0,0.0,0.5,0.0
3274,0.6192,High,0.0,0.0,0.5,0.0
4368,0.6192,High,0.0,0.0,0.5,0.0
2284,0.6192,High,0.0,0.0,0.5,0.0
1657,0.6192,High,0.0,0.0,0.5,0.0
4788,0.6192,High,0.0,0.0,0.5,0.0
4030,0.6192,High,0.0,0.0,0.5,0.0
1791,0.6192,High,0.0,0.0,0.5,0.0
2841,0.6192,High,0.0,0.0,0.5,0.0
2334,0.6192,High,0.0,0.0,0.5,0.0
1017,0.6192,High,0.0,0.0,0.5,0.0
402,0.6192,High,0.0,0.0,0.5,0.0
798,0.6192,High,0.0,0.0,0.5,0.0
2668,0.6192,High,0.0,0.0,0.5,0.0
2901,0.6192,High,0.0,0.0,0.5,0.0
4267,0.6192,High,0.0,0.0,0.5,0.0
652,0.6192,High,0.0,0.0,0.5,0.0
1951,0.6192,High,0.0,0.0,0.5,0.0
4422,0.6192,High,0.0,0.0,0.5,0.0
192,0.6192,High,0.0,0.0,0.5,0.0
2531,0.6192,High,0.0,0.0,0.5,0.0
4632,0.6192,High,0.0,0.0,0.5,0.0
2619,0.6192,High,0.0,0.0,0.5,0.0
3307,0.6192,High,0.0,0.0,0.5,0.0
3359,0.6192,High,0.0,0.0,0.5,0.0
2459,0.6192,High,0.0,0.0,0.5,0.0
1586,0.6192,High,0.0,0.0,0.5,0.0
4961,0.6192,High,0.0,0.0,0.5,0.0
2392,0.6192,High,0.0,0.0,0.5,0.0
2583,0.6192,High,0.0,0.0,0.5,0.0
3173,0.6192,High,0.0,0.0,0.5,0.0
3654,0.6192,High,0.0,0.0,0.5,0.0
2344,0.6192,High,0.0,0.0,0.5,0.0
3391,0.6192,High,0.0,0.0,0.5,0.0
4280,0.6192,High,0.0,0.0,0.5,0.0
4006,0.6192,High,0.0,0.0,0.5,0.0
434,0.6192,High,0.0,0.0,0.5,0.0
3865,0.6192,High,0.0,0.0,0.5,0.0
2097,0.6192,High,0.0,0.0,0.5,0.0
4177,0.6192,High,0.0,0.0,0.5,0.0
3218,0.6192,High,0.0,0.0,0.5,0.0
2770,0.6192,High,0.0,0.0,0.5,0.0
1858,0.6192,High,0.0,0.0,0.5,0.0
2454,0.6192,High,0.0,0.0,0.5,0.0
2718,0.6192,High,0.0,0.0,0.5,0.0
2053,0.6192,High,0.0,0.0,0.5,0.0
3613,0.6192,High,0.0,0.0,0.5,0.0
1273,0.6192,High,0.0,0.0,0.5,0.0
3830,0.6192,High,0.0,0.0,0.5,0.0
1255,0.6187,High,30.75,0.0,0.0,0.0
1691,0.6167,High,31.7667,0.0,0.0,0.0
45,0.6163,High,32.1,0.0,0.0,0.0
2185,0.6158,High,32.5,0.0,0.0,0.0
3,0.6153,High,0.0,0.0,0.0,1446.0
8,0.615,High,0.0,0.0,0.0,1548.0
780,0.615,High,32.8,0.0,0.0,0.0
1800,0.6145,High,33.0,0.0,0.0,0.0
756,0.6143,High,33.075,0.0,0.0,0.0
4822,0.6133,High,33.5,0.0,0.0,0.0
2922,0.6128,High,33.9,0.0,0.0,0.0
2719,0.6127,High,34.0,0.0,0.0,0.0
4686,0.6127,High,34.0,0.0,0.0,0.0
2342,0.6114,High,35.0,0.0,0.0,0.0
935,0.6108,High,35.1667,0.0,0.0,0.0
778,0.6099,High,35.6,0.0,0.0,0.0
1052,0.6093,High,35.9,0.0,0.0,0.0
822,0.609,High,36.0,0.0,0.0,0.0
1596,0.6089,High,36.05,0.0,0.0,0.0
1486,0.6063,High,37.2,0.0,0.0,0.0
764,0.6041,High,0.0,0.0,0.5263,0.0
433,0.6041,High,0.0,0.0,0.5263,0.0
3766,0.6041,High,0.0,0.0,0.5263,0.0
2632,0.6041,High,0.0,0.0,0.5263,0.0
1584,0.6041,High,0.0,0.0,0.5263,0.0
4323,0.6041,High,0.0,0.0,0.5263,0.0
2461,0.6041,High,0.0,0.0,0.5263,0.0
394,0.6041,High,0.0,0.0,0.5263,0.0
2290,0.6041,High,0.0,0.0,0.5263,0.0
1266,0.6041,High,0.0,0.0,0.5263,0.0
3410,0.6025,High,0.0,0.0,0.5294,0.0
2167,0.6025,High,0.0,0.0,0.5294,0.0
892,0.6025,High,0.0,0.0,0.5294,0.0
2426,0.6025,High,0.0,0.0,0.5294,0.0
574,0.6025,High,0.0,0.0,0.5294,0.0
2936,0.6025,High,0.0,0.0,0.5294,0.0
2528,0.6025,High,0.0,0.0,0.5294,0.0
862,0.6025,High,0.0,0.0,0.5294,0.0
3203,0.6025,High,0.0,0.0,0.5294,0.0
337,0.6025,High,0.0,0.0,0.5294,0.0
1100,0.6025,High,0.0,0.0,0.5294,0.0
2558,0.6025,High,0.0,0.0,0.5294,0.0
4854,0.6021,High,39.275,0.0,0.0,0.0
1572,0.6001,High,0.0,0.0,0.5333,0.0
4332,0.6001,High,0.0,0.0,0.5333,0.0
2586,0.6001,High,0.0,0.0,0.5333,0.0
4351,0.6001,High,0.0,0.0,0.5333,0.0
1891,0.6001,High,0.0,0.0,0.5333,0.0
836,0.6001,High,0.0,0.0,0.5333,0.0
1397,0.6001,High,0.0,0.0,0.5333,0.0
3574,0.6001,High,0.0,0.0,0.5333,0.0
4582,0.6001,High,0.0,0.0,0.5333,0.0
3505,0.6001,High,0.0,0.0,0.5333,0.0
1000,0.6001,High,0.0,0.0,0.5333,0.0
1249,0.6001,High,0.0,0.0,0.5333,0.0
4794,0.6001,High,0.0,0.0,0.5333,0.0
658,0.6001,High,0.0,0.0,0.5333,0.0
331,0.6001,High,0.0,0.0,0.5333,0.0
774,0.6001,High,0.0,0.0,0.5333,0.0
3165,0.6001,High,0.0,0.0,0.5333,0.0
3162,0.6001,High,0.0,0.0,0.5333,0.0
3356,0.6001,High,0.0,0.0,0.5333,0.0
462,0.6001,High,0.0,0.0,0.5333,0.0
725,0.6001,High,0.0,0.0,0.5333,0.0
3402,0.6001,High,0.0,0.0,0.5333,0.0
4388,0.6001,High,0.0,0.0,0.5333,0.0
3183,0.6001,High,0.0,0.0,0.5333,0.0
403,0.5978,Medium,0.0,0.0,0.5385,0.0
1246,0.5978,Medium,0.0,0.0,0.5385,0.0
3685,0.5978,Medium,0.0,0.0,0.5385,0.0
4991,0.5978,Medium,0.0,0.0,0.5385,0.0
353,0.5978,Medium,0.0,0.0,0.5385,0.0
1668,0.5978,Medium,0.0,0.0,0.5385,0.0
278,0.5978,Medium,0.0,0.0,0.5385,0.0
3747,0.5978,Medium,0.0,0.0,0.5385,0.0
4784,0.5978,Medium,0.0,0.0,0.5385,0.0
2092,0.5978,Medium,0.0,0.0,0.5385,0.0
3088,0.5978,Medium,0.0,0.0,0.5385,0.0
986,0.5978,Medium,0.0,0.0,0.5385,0.0
1824,0.5978,Medium,0.0,0.0,0.5385,0.0
2451,0.5978,Medium,0.0,0.0,0.5385,0.0
1070,0.5978,Medium,0.0,0.0,0.5385,0.0
2228,0.5978,Medium,0.0,0.0,0.5385,0.0
2705,0.5978,Medium,0.0,0.0,0.5385,0.0
1325,0.5978,Medium,0.0,0.0,0.5385,0.0
4736,0.5957,Medium,0.0,0.0,0.5455,0.0
2188,0.5957,Medium,0.0,0.0,0.5455,0.0
4155,0.5957,Medium,0.0,0.0,0.5455,0.0
3892,0.5957,Medium,0.0,0.0,0.5455,0.0
2038,0.5957,Medium,0.0,0.0,0.5455,0.0
2757,0.5957,Medium,0.0,0.0,0.5455,0.0
3416,0.5957,Medium,0.0,0.0,0.5455,0.0
2081,0.5957,Medium,0.0,0.0,0.5455,0.0
1861,0.5957,Medium,0.0,0.0,0.5455,0.0
4641,0.5957,Medium,0.0,0.0,0.5455,0.0
2677,0.5957,Medium,0.0,0.0,0.5455,0.0
2510,0.5957,Medium,0.0,0.0,0.5455,0.0
178,0.5957,Medium,0.0,0.0,0.5455,0.0
2062,0.5957,Medium,0.0,0.0,0.5455,0.0
1490,0.5957,Medium,0.0,0.0,0.5455,0.0
268,0.5957,Medium,0.0,0.0,0.5455,0.0
455,0.5957,Medium,0.0,0.0,0.5455,0.0
1076,0.5957,Medium,0.0,0.0,0.5455,0.0
90,0.5957,Medium,0.0,0.0,0.5455,0.0
799,0.5957,Medium,0.0,0.0,0.5455,0.0
3548,0.5957,Medium,0.0,0.0,0.5455,0.0
4635,0.5957,Medium,0.0,0.0,0.5455,0.0
662,0.5945,Medium,23.85,0.0,0.2,0.0
4247,0.5945,Medium,43.0,0.0,0.0,0.0
200,0.5943,Medium,0.0,0.0,0.55,0.0
1024,0.592,Medium,0.0,0.0,0.5556,0.0
4434,0.592,Medium,0.0,0.0,0.5556,0.0
4476,0.592,Medium,0.0,0.0,0.5556,0.0
2485,0.592,Medium,0.0,0.0,0.5556,0.0
318,0.592,Medium,0.0,0.0,0.5556,0.0
4406,0.592,Medium,0.0,0.0,0.5556,0.0
3637,0.592,Medium,0.0,0.0,0.5556,0.0
2132,0.592,Medium,0.0,0.0,0.5556,0.0
1618,0.592,Medium,0.0,0.0,0.5556,0.0
1538,0.592,Medium,0.0,0.0,0.5556,0.0
4074,0.592,Medium,0.0,0.0,0.5556,0.0
2710,0.592,Medium,0.0,0.0,0.5556,0.0
3372,0.592,Medium,0.0,0.0,0.5556,0.0
4796,0.592,Medium,0.0,0.0,0.5556,0.0
3620,0.592,Medium,0.0,0.0,0.5556,0.0
4671,0.592,Medium,0.0,0.0,0.5556,0.0
3362,0.592,Medium,0.0,0.0,0.5556,0.0
784,0.592,Medium,0.0,0.0,0.5556,0.0
4548,0.592,Medium,0.0,0.0,0.5556,0.0
381,0.592,Medium,0.0,0.0,0.5556,0.0
4365,0.592,Medium,0.0,0.0,0.5556,0.0
525,0.592,Medium,0.0,0.0,0.5556,0.0
3127,0.592,Medium,0.0,0.0,0.5556,0.0
1954,0.592,Medium,0.0,0.0,0.5556,0.0
3285,0.592,Medium,0.0,0.0,0.5556,0.0
4414,0.592,Medium,0.0,0.0,0.5556,0.0
3476,0.592,Medium,0.0,0.0,0.5556,0.0
4691,0.592,Medium,0.0,0.0,0.5556,0.0
1915,0.592,Medium,0.0,0.0,0.5556,0.0
1543,0.592,Medium,0.0,0.0,0.5556,0.0
63,0.592,Medium,0.0,0.0,0.5556,0.0
3305,0.592,Medium,0.0,0.0,0.5556,0.0
2093,0.592,Medium,0.0,0.0,0.5556,0.0
2971,0.592,Medium,0.0,0.0,0.5556,0.0
1355,0.592,Medium,0.0,0.0,0.5556,0.0
3744,0.592,Medium,0.0,0.0,0.5556,0.0
2164,0.592,Medium,0.0,0.0,0.5556,0.0
2797,0.592,Medium,0.0,0.0,0.5556,0.0
3028,0.592,Medium,0.0,0.0,0.5556,0.0
696,0.592,Medium,0.0,0.0,0.5556,0.0
3658,0.5909,Medium,27.475,0.0,0.2,0.0
2715,0.5886,Medium,0.0,0.0,0.5625,0.0
428,0.5886,Medium,0.0,0.0,0.5625,0.0
4504,0.5886,Medium,0.0,0.0,0.5625,0.0
1097,0.5886,Medium,0.0,0.0,0.5625,0.0
3315,0.5886,Medium,0.0,0.0,0.5625,0.0
4978,0.5886,Medium,0.0,0.0,0.5625,0.0
3131,0.5886,Medium,0.0,0.0,0.5625,0.0
3530,0.5886,Medium,0.0,0.0,0.5625,0.0
347,0.5886,Medium,0.0,0.0,0.5625,0.0
3566,0.5886,Medium,0.0,0.0,0.5625,0.0
3723,0.5886,Medium,0.0,0.0,0.5625,0.0
915,0.5886,Medium,45.2,0.0,0.0,0.0
4094,0.5886,Medium,0.0,0.0,0.5625,0.0
1301,0.5886,Medium,0.0,0.0,0.5625,0.0
1210,0.5886,Medium,0.0,0.0,0.5625,0.0
1653,0.5886,Medium,0.0,0.0,0.5625,0.0
388,0.5886,Medium,0.0,0.0,0.5625,0.0
4176,0.5886,Medium,0.0,0.0,0.5625,0.0
1060,0.5886,Medium,0.0,0.0,0.5625,0.0
1995,0.584,Medium,0.0,0.0,0.5714,0.0
2610,0.584,Medium,0.0,0.0,0.5714,0.0
1745,0.584,Medium,0.0,0.0,0.5714,0.0
1242,0.584,Medium,0.0,0.0,0.5714,0.0
1905,0.584,Medium,0.0,0.0,0.5714,0.0
1924,0.584,Medium,0.0,0.0,0.5714,0.0
2000,0.584,Medium,0.0,0.0,0.5714,0.0
2708,0.584,Medium,0.0,0.0,0.5714,0.0
2265,0.584,Medium,0.0,0.0,0.5714,0.0
1514,0.584,Medium,0.0,0.0,0.5714,0.0
1004,0.584,Medium,0.0,0.0,0.5714,0.0
1342,0.584,Medium,0.0,0.0,0.5714,0.0
309,0.584,Medium,0.0,0.0,0.5714,0.0
3833,0.584,Medium,0.0,0.0,0.5714,0.0
2065,0.584,Medium,0.0,0.0,0.5714,0.0
4948,0.584,Medium,0.0,0.0,0.5714,0.0
1929,0.584,Medium,0.0,0.0,0.5714,0.0
355,0.584,Medium,0.0,0.0,0.5714,0.0
3043,0.584,Medium,0.0,0.0,0.5714,0.0
916,0.584,Medium,0.0,0.0,0.5714,0.0
67,0.584,Medium,0.0,0.0,0.5714,0.0
3558,0.584,Medium,0.0,0.0,0.5714,0.0
3404,0.584,Medium,0.0,0.0,0.5714,0.0
2626,0.584,Medium,0.0,0.0,0.5714,0.0
2409,0.584,Medium,0.0,0.0,0.5714,0.0
3071,0.584,Medium,0.0,0.0,0.5714,0.0
4196,0.584,Medium,0.0,0.0,0.5714,0.0
578,0.584,Medium,0.0,0.0,0.5714,0.0
3142,0.584,Medium,0.0,0.0,0.5714,0.0
4967,0.584,Medium,0.0,0.0,0.5714,0.0
2988,0.584,Medium,0.0,0.0,0.5714,0.0
886,0.584,Medium,0.0,0.0,0.5714,0.0
3368,0.584,Medium,0.0,0.0,0.5714,0.0
850,0.584,Medium,0.0,0.0,0.5714,0.0
143,0.584,Medium,0.0,0.0,0.5714,0.0
2142,0.584,Medium,0.0,0.0,0.5714,0.0
312,0.584,Medium,0.0,0.0,0.5714,0.0
932,0.584,Medium,0.0,0.0,0.5714,0.0
3308,0.584,Medium,0.0,0.0,0.5714,0.0
1693,0.584,Medium,0.0,0.0,0.5714,0.0
4273,0.584,Medium,0.0,0.0,0.5714,0.0
330,0.584,Medium,0.0,0.0,0.5714,0.0
4874,0.584,Medium,0.0,0.0,0.5714,0.0
439,0.584,Medium,0.0,0.0,0.5714,0.0
2541,0.584,Medium,0.0,0.0,0.5714,0.0
1037,0.584,Medium,0.0,0.0,0.5714,0.0
1507,0.584,Medium,0.0,0.0,0.5714,0.0
3202,0.584,Medium,0.0,0.0,0.5714,0.0
307,0.584,Medium,0.0,0.0,0.5714,0.0
4456,0.584,Medium,0.0,0.0,0.5714,0.0
2513,0.584,Medium,0.0,0.0,0.5714,0.0
4636,0.584,Medium,0.0,0.0,0.5714,0.0
2178,0.584,Medium,0.0,0.0,0.5714,0.0
1590,0.584,Medium,0.0,0.0,0.5714,0.0
4358,0.584,Medium,0.0,0.0,0.5714,0.0
868,0.584,Medium,0.0,0.0,0.5714,0.0
705,0.584,Medium,0.0,0.0,0.5714,0.0
1537,0.584,Medium,0.0,0.0,0.5714,0.0
3897,0.584,Medium,0.0,0.0,0.5714,0.0
2278,0.584,Medium,0.0,0.0,0.5714,0.0
1627,0.584,Medium,0.0,0.0,0.5714,0.0
1926,0.5835,Medium,16.4,0.0,0.3333,0.0
2458,0.5819,Medium,19.75,0.0,0.3333,0.0
1789,0.5806,Medium,34.925,0.0,0.2,0.0
3489,0.5801,Medium,0.0,0.0,0.5789,0.0
3791,0.5801,Medium,0.0,0.0,0.5789,0.0
603,0.5801,Medium,0.0,0.0,0.5789,0.0
622,0.5801,Medium,0.0,0.0,0.5789,0.0
93,0.5801,Medium,0.0,0.0,0.5789,0.0
889,0.5801,Medium,0.0,0.0,0.5789,0.0
999,0.5801,Medium,0.0,0.0,0.5789,0.0
4162,0.5801,Medium,0.0,0.0,0.5789,0.0
727,0.5801,Medium,0.0,0.0,0.5789,0.0
1119,0.5785,Medium,0.0,0.0,0.5833,0.0
1077,0.5785,Medium,0.0,0.0,0.5833,0.0
2124,0.5785,Medium,0.0,0.0,0.5833,0.0
4255,0.5785,Medium,0.0,0.0,0.5833,0.0
1755,0.5785,Medium,0.0,0.0,0.5833,0.0
