StudentId,AnomalyType,AnomalyScore,QuizAttempts,AvgScore,PassRate,FailureRatio,CompletionRate,LearningVelocity,AbandonRate,LateRate,StudyConsistency,SocialIsolationScore
4135,Behavioral Outlier,-0.6007,0.0,0.0,0.0,0.0,0.875,0.0081,0.125,1.0,0.0,1.0
224,High Score / Low Completion,-0.6006,7.0,45.875,0.1429,0.8571,0.0,0.0,1.0,0.0,2.1213203435596424,0.1667
3625,Behavioral Outlier,-0.6002,4.0,12.3,0.0,1.0,0.5714,0.0058,0.3571,0.5,0.0,1.0
4145,High Score / Low Completion,-0.6,9.0,81.54,0.5556,0.4444,0.0,0.0,0.0,0.1667,0.7071067811865476,1.0
4587,High Score / Low Completion,-0.5997,6.0,47.75,0.3333,0.6667,0.0,0.0,0.0,0.3333,2.8284271247461903,1.0
1456,Behavioral Outlier,-0.5997,8.0,55.3333,0.5,0.5,0.5714,0.0059,0.0,0.5,1.4142135623730951,0.1
3430,Behavioral Outlier,-0.5996,1.0,92.0,1.0,0.0,0.3333,0.0046,0.3333,0.0,0.0,0.0
155,High Score / Low Completion,-0.5995,1.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3272,High Score / Low Completion,-0.5995,3.0,79.7,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,1.0
2255,Behavioral Outlier,-0.5992,6.0,20.975,0.0,1.0,0.75,0.0092,0.0,0.0,2.8284271247461903,0.0
2160,Behavioral Outlier,-0.5988,13.0,48.0556,0.3846,0.6154,0.3333,0.003,0.5833,0.0,1.1547005383792517,1.0
4099,Behavioral Outlier,-0.5985,3.0,0.0,0.0,1.0,0.6,0.0057,0.1,0.5,0.0,1.0
4405,Behavioral Outlier,-0.5985,7.0,57.22,0.5714,0.4286,0.6,0.0045,0.2,0.0,2.1213203435596424,1.0
73,Behavioral Outlier,-0.5985,5.0,85.8667,0.6,0.4,0.6875,0.0099,0.125,0.0,0.0,0.2
582,Behavioral Outlier,-0.5984,1.0,88.0,1.0,0.0,0.4286,0.0027,0.1429,0.0,0.0,0.125
4488,Behavioral Outlier,-0.5982,6.0,34.4333,0.1667,0.8333,0.6471,0.0087,0.2941,0.0,2.8284271247461903,1.0
4512,Behavioral Outlier,-0.5981,3.0,0.0,0.0,1.0,1.0,0.0047,0.0,0.0,0.0,0.0
322,High Score / Low Completion,-0.598,3.0,76.0,0.6667,0.3333,0.0,0.0,0.0,0.3333,0.0,0.125
2272,Behavioral Outlier,-0.5979,11.0,69.2,0.6364,0.3636,0.5333,0.0066,0.2667,0.0,2.309401076758504,0.0
3754,Behavioral Outlier,-0.5978,0.0,0.0,0.0,0.0,0.5,0.0233169999999996,0.0,0.5,0.0,1.0
4855,Behavioral Outlier,-0.5978,11.0,49.52,0.2727,0.7273,0.375,0.0025,0.25,0.2,2.309401076758504,1.0
2429,High Score / Low Completion,-0.5975,1.0,50.9,1.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0
1036,Behavioral Outlier,-0.5973,11.0,52.8333,0.1818,0.8182,0.3333,0.0017,0.6667,0.0,2.309401076758504,0.25
3579,Behavioral Outlier,-0.5972,9.0,38.45,0.0,1.0,0.4286,0.0028,0.4286,0.2,0.7071067811865476,1.0
3516,High Failure / Low Completion,-0.5971,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25,0.0,1.0
3237,Behavioral Outlier,-0.5968,13.0,56.98,0.4615,0.5385,0.5556,0.0038,0.2222,0.0,1.1547005383792517,1.0
2889,Behavioral Outlier,-0.5967,12.0,46.65,0.3333,0.6667,0.3889,0.0052,0.5,0.0,1.7320508075688772,1.0
2548,Behavioral Outlier,-0.5965,8.0,58.2667,0.25,0.75,0.5294,0.0069,0.2353,0.5,1.4142135623730951,1.0
4693,Behavioral Outlier,-0.5965,12.0,35.2167,0.1667,0.8333,0.4167,0.0039,0.4167,0.0,1.7320508075688772,1.0
779,Behavioral Outlier,-0.5965,16.0,68.7778,0.5,0.5,0.5455,0.0057,0.3636,0.0,2.0,0.0909
2115,High Score / Low Completion,-0.5964,9.0,36.775,0.3333,0.6667,0.0,0.0,0.0,0.75,0.7071067811865476,1.0
4074,Behavioral Outlier,-0.5964,1.0,0.0,0.0,1.0,0.5556,0.0118,0.2222,0.0,0.0,1.0
4003,High Failure / Low Completion,-0.5963,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.8284271247461903,1.0
3255,Behavioral Outlier,-0.5961,7.0,51.1333,0.1429,0.8571,0.6,0.0071,0.2,0.2,2.1213203435596424,1.0
3782,Behavioral Outlier,-0.5961,4.0,53.7,0.5,0.5,0.625,0.0046,0.25,0.3333,0.0,1.0
4438,Behavioral Outlier,-0.5961,7.0,84.25,0.5714,0.4286,0.5556,0.0082,0.2778,0.0,2.1213203435596424,0.0
4668,Behavioral Outlier,-0.596,1.0,0.0,0.0,1.0,0.375,0.0037,0.625,0.0,0.0,1.0
2565,Behavioral Outlier,-0.596,3.0,27.7,0.0,1.0,0.6,0.0211,0.0,0.0,0.0,0.0
2422,Behavioral Outlier,-0.5959,6.0,35.05,0.1667,0.8333,0.6,0.0024,0.2,0.0,2.8284271247461903,1.0
