StudentId,SHAP_DepartmentId,SHAP_YearId,SHAP_SquadronId,SHAP_AdmissionYear,SHAP_EnrolledCourseCount,SHAP_AvgTimePerActivity,SHAP_Submissions,SHAP_AvgGrade,SHAP_LateRate,SHAP_AvgSubmitHour,SHAP_CommentsCount,SHAP_LikesGiven,SHAP_SocialIsolationScore,SHAP_WorkloadPressure,AtRisk
3779,-0.01682,-0.02875,-0.05765,-0.03664,-0.04323,-0.12392,-0.01274,-0.02093,-0.00158,-0.02538,-0.01283,-0.02558,-0.03022,-0.02284,0
4064,-0.00716,-0.00765,-0.01643,-0.01263,-0.01964,-0.18104,-0.0145,-0.01798,-0.0185,-0.02513,-0.00448,-0.00623,-0.01772,-0.15002,0
1823,-0.00712,-0.01498,-0.03419,-0.01267,0.00501,0.09848,-0.00556,-0.0132,0.00013,-0.01413,-0.00552,-0.10073,-0.02132,-0.1633,0
1905,-0.01832,-0.01123,-0.02812,-0.02294,0.00158,0.08603,-0.04172,-0.0925,-0.0148,-0.02786,-0.0389,-0.02005,-0.02957,-0.17572,0
255,-0.0064,-0.00357,-0.01442,-0.02101,-0.04543,-0.19469,-0.00396,-0.00969,-0.00025,-0.00988,-0.0108,-0.01463,-0.01552,-0.14886,0
818,-0.00304,-0.02852,-0.03543,-0.05573,-0.05761,0.02167,-0.05025,-0.03731,-0.03705,-0.04873,-0.01963,-0.023,-0.02836,0.00389,0
2362,-0.03279,-0.05686,-0.05502,-0.10014,-0.08737,0.07067,-0.00772,-0.02316,-0.00146,-0.01735,-0.01062,-0.02532,-0.04752,-0.01944,0
3437,-0.02736,-0.02053,-0.03553,-0.02659,-0.02007,-0.09051,-0.01604,-0.01888,-0.02817,-0.0255,-0.00985,-0.01417,-0.02868,-0.00722,0
3184,-0.00822,-0.02128,-0.02927,-0.04791,-0.03675,-0.01324,-0.03189,-0.04424,-0.00244,-0.01505,-0.0105,-0.0191,-0.04502,-0.1192,0
1478,-0.0021,-0.02613,-0.02293,-0.02501,-0.01849,9e-05,-0.02225,-0.01423,-0.13808,-0.07336,-0.02621,-0.03884,-0.02542,0.00884,0
4325,-0.01224,-0.00678,-0.01255,-0.02698,-0.05028,0.05067,-0.00135,-0.00809,-9e-05,-0.00796,-0.00632,-0.02259,-0.02294,-0.10163,1
724,-0.00664,-0.00963,-0.0056,-0.01061,-0.01817,-0.22526,-0.00293,-0.00776,-0.00065,-0.00817,-0.01017,-0.01236,-0.00795,-0.17321,0
2228,-0.02427,-0.00596,-0.02101,-0.0258,-0.02281,-0.27371,-0.0073,-0.01654,0.0,-0.01678,-0.0071,-0.01714,-0.01308,-0.01262,0
706,0.01273,0.00743,0.00464,-0.02752,0.00282,0.14245,0.00927,-0.00188,0.00501,-0.00528,0.00374,0.00495,0.02172,0.08581,1
536,-0.04758,-0.03196,-0.0513,-0.01599,-0.0276,0.03964,-0.00585,-0.01735,-0.00121,-0.0188,-0.03331,-0.07201,-0.02037,0.00458,0
1708,-0.00495,-0.02864,-0.01269,-0.01068,0.00171,-0.23846,-0.00525,-0.00889,-0.00138,-0.00934,-0.02178,-0.0109,-0.01156,-0.13631,0
702,-0.006,-0.01054,-0.01884,-0.00849,-0.01375,-0.20377,-0.00357,-0.00919,-0.00038,-0.01045,-0.00857,-0.0157,-0.01284,-0.17703,0
3644,-0.00726,-0.00857,-0.01517,-0.01594,-0.01984,-0.21912,-0.00386,-0.00789,0.00021,-0.00824,-0.00336,-0.00669,-0.00736,-0.17602,0
4644,-0.00804,-0.00726,-0.01442,-0.01075,-0.02067,-0.22256,-0.00337,-0.00694,0.0002,-0.0078,-0.00358,-0.00643,-0.00691,-0.18058,0
4128,0.03501,0.00964,0.01282,0.01713,0.02134,0.02732,0.00476,-0.00319,0.0008,-0.00263,-0.003,-0.00646,-0.00663,0.08899,1
3433,-0.00528,-0.01178,-0.01694,-0.02359,-0.03274,-0.24243,-0.00346,-0.00846,-0.00021,-0.00918,-0.00261,-0.00502,-0.00625,-0.13117,0
520,-0.00519,0.02557,0.02197,0.008,0.00019,0.17306,0.00971,-0.00707,0.00214,-0.00247,-0.01687,0.02161,0.00159,0.08364,1
175,-0.02028,-0.04212,-0.01533,-0.02286,-0.00697,0.11193,-0.03775,-0.01053,-0.0081,-0.0512,-0.05514,-0.01227,-0.0265,0.02301,0
4085,-0.00997,-0.00921,-0.015,-0.00652,-0.01902,-0.19631,-0.01382,-0.01383,-0.0108,-0.01764,-0.00263,-0.00543,-0.01736,-0.16157,0
3569,-0.00696,-0.00772,-0.00624,-0.00952,-0.02096,-0.20572,-0.0102,-0.01615,-0.02202,-0.01604,-0.00509,-0.00534,-0.01604,-0.15112,0
4318,-0.00606,-0.01105,-0.01316,-0.01398,-0.02296,-0.23775,-0.00288,-0.00763,-0.00029,-0.00786,-0.00253,-0.00499,-0.00466,-0.16333,0
4622,-0.00605,-0.0015,-0.00547,-0.0092,-0.03199,-0.23397,-0.00129,-0.00698,-3e-05,-0.00678,-0.00321,-0.00457,-0.00523,-0.18284,0
4576,-0.00881,-0.02274,-0.00552,-0.0253,-0.0392,-0.28373,-0.00872,-0.01309,0.00023,-0.01714,-0.00795,-0.0241,-0.01398,-0.00405,0
2198,-0.00568,-0.00933,-0.01052,-0.01036,-0.01983,-0.18787,-0.0134,-0.02842,-0.04626,-0.00726,-0.00371,-0.00522,-0.01483,-0.13642,0
3652,-0.00943,-0.008,-0.01446,-0.01295,-0.01735,-0.22064,-0.00353,-0.00812,3e-05,-0.00841,-0.00301,-0.0058,-0.00702,-0.18042,0
3898,-0.00689,-0.01219,-0.0152,-0.01388,-0.02356,-0.23159,-0.00245,-0.00712,-0.00026,-0.00818,-0.00406,-0.00652,-0.00548,-0.16174,0
1511,-0.02713,-0.03597,-0.02896,-0.07622,0.00701,0.14879,-0.005,-0.01526,0.00098,-0.01656,-0.00544,-0.02369,-0.01495,0.06829,1
3702,-0.00123,-0.00632,-0.00926,-0.01272,-0.02194,-0.21994,-0.01023,-0.01078,-0.00647,-0.01415,-0.00302,-0.00659,-0.01549,-0.16098,0
826,-0.00916,0.00915,0.00945,-0.01842,0.00912,0.09613,0.00469,-0.00552,0.00206,-0.00651,0.01321,0.0118,0.03026,0.07963,1
3028,-0.01841,-0.03531,-0.02188,-0.04781,-0.00975,-0.00535,-0.01368,-0.01672,-0.00037,-0.01656,-0.01764,-0.02846,-0.02743,-0.16974,0
2078,-0.01408,-0.01755,-0.01115,-0.00862,-0.01249,-0.17414,-0.01587,-0.02587,-0.02399,-0.02141,-0.00423,-0.0073,-0.01625,-0.14617,0
1416,0.00286,0.0017,-0.00793,0.02058,0.00896,0.14093,0.00814,0.0036,-0.00027,-0.00183,-0.03002,-0.00587,0.01846,0.08659,1
495,-0.00088,-0.0057,-0.01256,-0.00821,-0.04209,-0.19713,-0.00998,-0.00746,-0.00079,-0.02729,-0.00682,-0.0091,-0.01272,-0.15838,0
4336,-0.00487,-0.01198,-0.01857,-0.01264,-0.02954,-0.23653,-0.00288,-0.00692,-0.00046,-0.00776,-0.00293,-0.00592,-0.00627,-0.15186,0
1863,-0.01899,-0.02404,-0.01039,-0.04874,-0.02762,0.01561,-0.01505,-0.01423,-0.00118,-0.01689,-0.04765,-0.02914,-0.02515,-0.19065,0
2715,-0.04138,-0.03779,-0.04146,-0.06188,-0.06628,0.03113,-0.00827,-0.02188,0.00013,-0.01243,-0.0109,-0.02646,-0.0452,-0.03642,0
3809,-0.00394,0.03116,0.01419,-0.00576,0.02166,0.05348,0.00578,-0.0027,0.00304,0.00325,0.00038,-0.00204,0.00344,0.09395,1
1787,-0.02579,-0.0592,-0.01691,-0.01598,-0.01656,0.06182,-0.05175,-0.04238,-0.01001,-0.04159,-0.0223,-0.04918,-0.03522,-0.08908,0
285,-0.00572,-0.00892,-0.01619,-0.00761,-0.02374,-0.21466,-0.00402,-0.00912,-0.00094,-0.00956,-0.00989,-0.00944,-0.01578,-0.16355,0
4675,-0.00385,-0.00948,-0.01559,-0.01342,-0.0277,-0.23583,-0.00275,-0.00724,-0.00038,-0.00758,-0.00269,-0.00548,-0.00621,-0.16091,0
2110,-0.04041,-0.02284,-0.01671,-0.02477,-0.09036,0.03779,-0.00146,-0.01081,-0.00021,-0.01255,-0.0085,-0.01074,-0.00962,-0.25792,0
4745,-0.04997,-0.05624,-0.02101,-0.01499,-0.03591,0.01176,-0.00454,-0.01518,-0.00145,-0.01611,-0.00442,-0.00952,-0.01357,-0.23796,0
3134,-0.03084,-0.03198,-0.05657,-0.03381,-0.05237,-0.0655,-0.00673,-0.02036,-0.00024,-0.01368,-0.00979,-0.02952,-0.04648,-0.02125,0
2257,-0.00322,-0.02577,-0.01489,-0.0123,-0.02594,-0.22628,-0.00347,-0.00831,-0.00072,-0.00941,-0.00186,-0.00537,-0.00762,-0.15395,0
3284,-0.0338,-0.01841,-0.03016,-0.02611,-0.03237,-0.04245,-0.04289,-0.03875,-0.00846,-0.11371,-0.00807,-0.01747,-0.04553,0.00906,0
1446,-0.00272,-0.00816,-0.00813,-0.01064,-0.01732,-0.20648,-0.00565,-0.00955,0.00016,-0.01061,-0.00769,-0.00905,-0.01777,-0.18051,0
2,-0.02693,-0.02718,-0.0346,-0.14928,-0.01489,0.08952,-0.0095,-0.02716,-0.00147,-0.02141,-0.08263,-0.04099,-0.06281,0.01521,0
3525,-0.01773,-0.02896,-0.08578,-0.04349,-0.02898,-0.11315,-0.00308,-0.02115,-0.00079,-0.01375,-0.0122,-0.02205,-0.02762,0.00463,0
4537,-0.01873,0.01524,-0.06618,-0.04549,-0.02627,-0.12161,-0.00639,-0.01724,0.00018,-0.01306,-0.00668,-0.01751,-0.02169,-0.0187,1
2391,-0.01168,-0.00975,-0.01298,-0.0175,-0.0179,-0.34608,-0.00742,-0.01534,-0.00106,-0.01875,-0.00735,-0.01504,-0.01392,0.01065,0
1380,-0.04868,-0.03402,-0.03805,-0.03094,-0.03232,-0.02883,-0.00748,-0.0159,-0.00048,-0.01154,-0.04868,-0.02267,-0.03795,-0.01657,0
4481,-0.01241,-0.02071,-0.044,-0.0207,0.01446,-0.09492,-0.01464,-0.02403,-0.02049,-0.00683,-0.01043,-0.02056,-0.0374,-0.09646,0
3496,-0.01593,-0.02331,-0.01988,-0.02285,-0.0469,0.06151,-0.02533,-0.02693,-0.00854,-0.04183,-0.00284,-0.01105,-0.03105,-0.22918,0
4158,-0.01015,-0.01887,-0.02836,-0.02955,-0.01283,0.08654,-0.04296,-0.05742,-0.06294,-0.02579,-0.00987,-0.01256,-0.04799,-0.18135,0
2644,-0.00886,-0.0118,-0.01861,-0.01501,0.00491,-0.22269,-0.01221,-0.01278,-0.00271,-0.03342,-0.00338,-0.00858,-0.02435,-0.12462,0
1636,-0.04425,-0.0263,-0.05212,-0.03768,-0.01466,-0.02422,-0.02662,-0.02611,0.00153,-0.06181,-0.00736,-0.0296,-0.03616,-0.01376,0
2656,-0.01796,-0.02574,-0.01551,-0.01121,-0.02457,-0.21134,-0.0036,-0.00915,-0.00068,-0.01006,-0.00273,-0.00731,-0.01071,-0.14854,0
546,-0.00824,-0.0111,-0.01063,-0.01227,-0.01606,-0.20799,-0.01596,-0.0134,-0.00063,-0.01355,-0.01223,-0.0121,-0.01226,-0.15268,0
415,-0.00746,-0.00905,-0.03393,-0.01127,-0.03008,-0.14895,-0.00854,-0.01664,-0.00273,-0.02133,-0.03943,-0.02143,-0.02471,-0.05357,0
920,-0.01036,-0.02313,-0.01365,-0.01121,-0.01455,-0.19903,-0.00356,-0.00908,-0.00149,-0.01021,-0.01409,-0.01045,-0.00935,-0.16395,0
1525,-0.00504,-0.00988,-0.01807,-0.00639,-0.02612,-0.21888,-0.00264,-0.00725,-9e-05,-0.00896,-0.00995,-0.01565,-0.00824,-0.16196,0
3431,-0.021,-0.01571,-0.02333,-0.02197,0.0137,0.12453,0.00826,-0.06454,-0.01695,-0.04044,-0.00486,-0.01139,-0.0333,-0.17711,0
2255,-0.01061,-0.0328,-0.03251,-0.03346,-0.02578,-0.15339,-0.01342,-0.01708,-0.0008,-0.02139,-0.0102,-0.02495,-0.02536,-0.02236,0
254,-0.00893,-0.01055,-0.01412,-0.03964,-0.02283,-0.18898,-0.01316,-0.01131,-0.00144,-0.01118,-0.0119,-0.00793,-0.01646,-0.14067,0
219,-0.02446,-0.0251,-0.01329,-0.0508,-0.05629,0.03303,-0.04205,-0.06544,-0.0311,-0.05075,-0.01764,-0.01891,-0.03852,-0.0578,0
3021,0.04073,0.00819,-0.01668,0.02848,0.03657,0.17957,0.00563,-0.00384,0.00316,-0.00457,-0.00076,-0.00645,-0.00696,0.06781,1
347,-0.00236,-0.0272,-0.00759,-0.04511,-0.01991,0.0616,0.0015,-0.0096,0.00028,-0.01372,-0.03772,-0.01572,-0.0288,0.04022,0
3663,-0.00581,0.00253,0.0071,-0.00048,0.02018,0.16528,-0.00023,0.00466,0.00798,0.01991,0.0001,-0.00488,-0.01084,0.06539,1
3902,-0.0069,-0.01159,-0.01601,-0.02127,-0.02255,-0.23299,-0.00334,-0.00821,-8e-05,-0.00875,-0.00338,-0.00493,-0.0046,-0.1545,0
1864,0.01081,0.00662,0.00841,0.00523,0.05169,0.13368,0.0463,0.00052,0.0016,0.00365,0.00447,0.00688,0.00144,-0.09041,1
3846,0.01471,0.02022,-0.01576,0.0065,-0.03034,0.17928,0.00501,-0.00783,0.00248,-0.00536,0.00315,-0.00752,-0.01789,0.07423,1
4589,-0.01373,-0.00765,-0.01354,-0.00989,-0.01765,-0.19594,-0.01206,-0.04304,-0.00262,-0.00517,-0.00357,-0.0071,-0.01499,-0.15214,0
273,-0.02416,-0.00817,0.00801,-0.03108,-0.04431,-0.02494,-0.01047,-0.0188,-0.00898,-0.01533,-0.01599,-0.01582,-0.00761,-0.03648,0
231,-0.01717,-0.01335,-0.02162,-0.01088,-0.03296,-0.03928,-0.00474,-0.01651,-0.00267,-0.0163,-0.05137,-0.02185,-0.03364,-0.14677,0
4245,0.00151,0.00773,0.0118,-0.02452,0.00797,0.07018,0.00301,-0.00519,0.00303,-0.00134,-0.00029,-0.00217,0.00643,0.06275,1
1230,-0.01586,-0.00347,0.02304,-0.00045,-0.02746,-0.01919,0.00184,-0.00968,0.00143,-0.00681,-0.01337,-0.00115,-0.02687,0.05389,0
3769,-0.00784,-0.02144,-0.0219,-0.0859,0.0012,-0.13703,-0.01018,-0.01096,0.00029,-0.01569,-0.00379,-0.00526,0.00206,-0.10768,0
1821,-0.01993,-0.02625,-0.03646,-0.07703,-0.0238,-0.0985,-0.01261,-0.02494,-0.00188,-0.02585,-0.02484,-0.03911,-0.02951,0.02659,0
897,-0.0349,-0.01608,-0.01917,-0.02846,-0.02845,-0.05993,-0.02986,-0.04574,-0.00599,-0.05038,-0.02103,-0.05578,-0.02153,0.01818,0
197,-0.00568,-0.00957,-0.01929,-0.01421,0.00057,-0.24343,-0.00681,-0.00985,-0.00014,-0.01163,-0.01396,-0.01144,-0.02015,-0.13352,0
129,-0.00686,-0.00696,-0.00513,-0.01484,-0.02794,-0.21454,-0.00438,-0.00947,-0.00011,-0.01047,-0.01188,-0.01365,-0.01286,-0.16004,0
1881,-0.00362,-0.00643,-0.0083,-0.01016,-0.02827,-0.22541,-0.01305,-0.01993,-0.00157,-0.00665,-0.01486,-0.0078,-0.01381,-0.13425,0
3803,-0.00492,-0.01203,-0.01855,-0.0166,-0.02435,-0.23342,-0.0029,-0.00765,-0.00021,-0.00877,-0.00239,-0.00517,-0.00597,-0.15618,0
3137,-0.00731,-0.00864,-0.01756,-0.01505,-0.01955,-0.22798,-0.00346,-0.00766,-0.00021,-0.00766,-0.00299,-0.00623,-0.00572,-0.1691,0
3731,-0.00359,-0.00609,-0.00465,-0.0121,-0.02085,-0.21104,-0.01221,-0.03783,-0.00203,-0.00793,-0.00258,-0.00624,-0.01515,-0.15682,0
4647,-0.00912,-0.00995,-0.02192,-0.01091,-0.02804,-0.2216,-0.00304,-0.00731,-0.00022,-0.00924,-0.00249,-0.00522,-0.00817,-0.16187,0
1151,-0.02369,-0.0131,-0.0229,-0.01872,-0.00553,0.03719,-0.02284,-0.03489,-0.10769,-0.01849,-0.00963,-0.01061,-0.03456,-0.17865,0
1100,-0.02608,-0.01474,-0.02829,-0.03421,-0.02388,-0.01151,-0.02303,-0.05303,-0.00607,-0.03968,-0.02905,-0.01732,-0.02651,-0.08574,0
3147,-0.00885,-0.04,-0.03006,-0.0365,-0.06327,-0.21386,-0.00835,-0.01862,-0.00287,-0.01732,-0.00413,-0.01915,-0.01464,0.00851,0
4846,-0.0191,-0.0102,-0.017,-0.01218,-0.01814,-0.21308,-0.00205,-0.00722,3e-05,-0.0088,-0.00345,-0.0066,-0.00645,-0.17485,0
1653,-0.03042,-0.01916,-0.03047,-0.03666,-0.04778,0.03282,-0.00773,-0.01694,-0.00236,-0.01671,-0.05651,-0.03807,-0.02533,-0.0988,0
2647,-0.00589,-0.00927,-0.01049,0.00653,-0.00282,0.17352,-0.00093,0.01717,0.00425,0.01521,0.00451,-0.0078,0.00867,0.08821,1
2624,-0.02643,-0.01563,-0.03529,-0.03357,-0.0185,0.04289,-0.02374,-0.15939,-0.00863,-0.05695,-0.00567,-0.00983,-0.03895,0.01057,0
675,-0.00579,-0.0108,-0.01626,-0.0522,-0.02559,-0.1893,-0.00479,-0.00954,-0.00068,-0.01101,-0.01197,-0.01571,-0.01125,-0.13421,0
2302,-0.00481,-0.00815,-0.01164,-0.02342,-0.01855,-0.17857,-0.01541,-0.0502,-0.01243,-0.00981,-0.00346,-0.00647,-0.01506,-0.14112,0
801,-0.00169,-0.00638,-0.01306,-0.01128,-0.02297,-0.21071,-0.01347,-0.00418,-0.01097,-0.02012,-0.00801,-0.00717,-0.01048,-0.15861,0
435,-0.03388,-0.01936,-0.01687,-0.04213,-0.02869,-0.14251,-0.01433,-0.02407,-0.00348,-0.01885,-0.02253,-0.05614,-0.03218,-0.01908,0
18,-0.00459,-0.00723,-0.02021,-0.00973,-0.00064,-0.23324,-0.00437,-0.00919,0.00033,-0.01018,-0.00409,-0.02509,-0.01693,-0.14894,0
4057,-0.00045,-0.01133,-0.01175,-0.00488,-0.05534,-0.19536,-0.01087,-0.01081,-0.00158,-0.01371,-0.00227,-0.00623,-0.01947,-0.15006,0
1991,0.03939,-0.00882,0.0076,-0.01318,0.00752,0.01157,0.0195,0.00931,-0.00588,0.02927,0.00041,-0.00553,0.00833,0.0614,1
1997,-0.01175,-0.0296,-0.02557,-0.04891,-0.02308,-0.01177,-0.00905,-0.01437,-0.00214,-0.01593,-0.06622,-0.01431,-0.02544,-0.03099,0
2994,-0.00852,-0.01097,-0.01251,-0.01334,0.00755,-0.22498,-0.00645,-0.02419,-0.00876,-0.0347,-0.00566,-0.00608,-0.01927,-0.12624,0
4560,-0.0124,-0.00767,-0.00971,-0.01026,-0.01717,-0.19255,-0.01144,-0.02984,-0.02031,-0.02229,-0.0045,-0.00684,-0.01445,-0.13968,0
2610,-0.01109,0.00055,-0.03134,-0.00355,-0.04252,0.10806,0.00886,-0.03796,-0.02763,-0.02826,-0.00381,-0.0053,0.00051,0.04436,0
1999,-0.01247,-0.00945,-0.01643,-0.01512,-0.01908,-0.20195,-0.0034,-0.00827,-0.00042,-0.0085,-0.02108,-0.00808,-0.01118,-0.16371,0
4261,-0.00106,0.00516,0.00155,-0.0057,-0.00046,0.06783,-0.00643,0.02031,0.00789,0.02257,6e-05,-0.00049,0.00675,0.08293,1
509,-0.01023,-0.01065,-0.01312,-0.0106,-0.01595,-0.19248,-0.01024,-0.01508,-0.0017,-0.02628,-0.00933,-0.02256,-0.01171,-0.14419,0
3002,-0.061,-0.01122,-0.0223,-0.01415,-0.01507,-0.08329,-0.00739,-0.01337,0.00076,-0.01164,-0.01019,-0.02091,-0.03109,0.01176,1
3571,-0.00584,-0.003,-0.00796,-0.02397,-0.02168,-0.22645,-0.00237,-0.00845,6e-05,-0.0077,-0.00242,-0.00481,-0.00564,-0.17886,0
2563,-0.01255,-0.0061,-0.01918,-0.01998,-0.01706,-0.19276,-0.01863,-0.02714,-0.00134,0.00171,-0.00389,-0.01917,-0.02409,-0.05893,0
778,-0.00498,-0.00803,-0.00986,-0.00874,-0.01548,-0.21948,-0.00347,-0.0082,-0.00031,-0.00909,-0.00819,-0.01215,-0.00767,-0.18344,0
802,-0.01232,-0.01701,-0.00172,-0.03349,-0.02262,-0.26576,-0.01357,-0.01682,-0.00057,-0.01942,-0.01567,-0.0123,-0.02009,0.01225,0
1915,-0.00863,-0.01012,-0.03752,-0.0134,-0.00166,0.02923,-0.01385,-0.02089,-0.00123,-0.02017,-0.01053,-0.02132,-0.04957,-0.19446,0
4899,-0.01421,-0.00967,-0.02693,-0.04749,-0.04159,0.0383,-0.03073,-0.05244,-0.04712,-0.0577,-0.00507,-0.01788,-0.02947,-0.0871,0
1243,-0.00803,-0.00885,-0.01627,-0.01231,-0.02415,-0.20477,-0.00428,-0.00956,-0.00036,-0.01185,-0.00691,-0.01298,-0.01631,-0.1625,0
3574,-0.003,-0.02823,-0.02018,-0.0283,-0.02036,-0.14343,-0.01999,-0.03295,-0.06528,-0.02573,-0.00707,-0.01495,-0.02422,-0.0504,0
2503,-0.00724,-0.00896,-0.00355,-0.00866,-0.01654,-0.20857,-0.01123,-0.03614,-0.00249,-0.00871,-0.00271,-0.00518,-0.0166,-0.16253,0
1937,0.03854,-0.00581,-0.03166,-0.02138,0.00438,0.15448,-0.00392,-0.01678,0.00196,-0.00959,-0.01234,-0.00826,-0.00082,0.04708,1
4529,-0.01307,-0.00856,-0.01523,-0.00915,-0.02782,-0.19231,-0.01474,-0.01547,-0.01417,-0.00493,-0.00418,-0.00623,-0.0133,-0.15995,0
4196,-0.01574,-0.00955,-0.03615,-0.04842,-0.02327,0.03695,-0.05603,-0.03487,-0.01844,-0.02112,-0.00495,-0.01451,-0.02555,0.03255,0
31,-0.00885,-0.02061,-0.02019,-0.00727,-0.02815,-0.23705,-0.01333,-0.01855,-0.00219,-0.01581,-0.02173,-0.02438,-0.02254,0.01153,0
541,-0.01953,-0.02424,-0.04249,-0.09959,-0.09574,0.08596,-0.01377,-0.03086,-0.00264,-0.02663,-0.02159,-0.06006,-0.03641,0.00347,0
2384,0.00636,0.00856,-0.0026,0.01521,-0.03271,0.123,0.00741,-0.00424,0.00303,-0.0034,-0.0017,-0.00677,-0.00716,0.0759,1
3170,-0.00479,-0.05784,-0.04942,-0.03232,0.01529,-0.10889,-0.01091,-0.01162,-0.00026,-0.01354,-0.01478,-0.01359,-0.00319,-0.11827,0
4094,-0.00256,-0.02823,-0.02233,-0.0509,-0.02759,0.02721,-0.03192,-0.02424,-0.07306,-0.06186,-0.00423,-0.01171,-0.02186,-0.07583,0
2849,-0.00761,-0.00271,-0.02265,0.02282,0.01538,0.17206,0.00356,-0.0025,0.00311,-0.00728,-0.00246,-0.00968,-0.01083,0.09969,1
2181,-0.00918,-0.01076,-0.01377,-0.01953,0.00352,-0.19346,-0.01648,-0.01435,-0.05576,-0.01725,-0.00614,-0.00817,-0.02339,-0.10941,0
1056,-0.00134,-0.00726,-0.01616,-0.01178,-0.02466,-0.20756,-0.01769,-0.00917,-0.00123,-0.01295,-0.007,-0.01181,-0.01148,-0.15901,0
1985,-0.00311,-0.00609,-0.01152,-0.00895,-0.01538,-0.2153,-0.00293,-0.00905,-0.00043,-0.0103,-0.00752,-0.00716,-0.01538,-0.18099,0
4505,-0.03228,-0.01258,-0.05011,-0.01539,-0.0176,0.11615,-0.03955,-0.09128,-0.01024,-0.04022,-0.00097,-0.01633,-0.03377,0.04504,0
4937,0.02023,0.00708,0.0096,0.01206,0.05658,0.07001,0.0448,0.01778,0.01083,0.02505,-0.00645,-0.00636,-0.00056,-0.07477,1
1541,-0.00691,-0.02882,-0.01567,-0.00886,-0.02562,-0.18745,-0.00442,-0.00953,-0.00112,-0.00993,-0.02653,-0.01652,-0.01761,-0.14015,0
4476,-0.01684,-0.02351,-0.03216,-0.04553,-0.03288,-0.12538,-0.02116,-0.02758,-0.03473,-0.0538,-0.0086,-0.01514,-0.02607,0.02927,0
768,-0.00828,-0.00709,-0.01325,-0.00721,-0.01662,-0.20393,-0.00493,-0.0105,-0.00035,-0.01196,-0.00696,-0.00942,-0.02268,-0.17594,0
3949,-0.0342,-0.00509,-0.00479,-0.04912,-0.05653,-0.07931,-0.00739,-0.02066,-0.00019,-0.01492,-0.00749,-0.01653,-0.02656,-0.01133,0
3507,-0.00533,-0.02925,-0.01749,-0.00914,-0.02025,-0.21832,-0.00342,-0.00702,-0.00062,-0.00815,-0.00285,-0.00723,-0.00694,-0.1631,0
3446,-0.0106,-0.0308,-0.01192,-0.00946,-0.02818,-0.20554,-0.00362,-0.00844,-0.00071,-0.00927,-0.00343,-0.00678,-0.0079,-0.16246,0
4093,-0.00565,-0.00629,-0.01437,-0.01027,-0.02614,-0.24272,-0.00286,-0.00674,3e-05,-0.00729,-0.00305,-0.00636,-0.0062,-0.16121,0
745,-0.00418,-0.00898,-0.0059,-0.0378,-0.04909,-0.1894,-0.00395,-0.00889,-0.00079,-0.00908,-0.01065,-0.01345,-0.01452,-0.14245,0
3072,0.0077,0.00813,-0.0248,0.00251,0.00789,0.19392,0.00378,-0.00627,0.00297,-0.00385,0.00422,-0.00382,-0.00568,0.06919,1
2491,-0.00405,-0.04998,-0.02135,-0.03428,0.00329,0.05771,-0.0311,-0.08537,-0.02065,-0.0502,-0.00842,-0.00908,-0.03739,-0.13324,0
2008,-0.01145,-0.00986,-0.01212,-0.0121,-0.02475,-0.21476,-0.00407,-0.00947,0.00012,-0.01021,-0.00038,-0.01712,-0.01199,-0.16095,0
1048,-0.00075,-0.00368,-0.02506,-0.03289,-0.02953,0.09123,-0.0264,-0.03214,-0.00306,-0.09349,-0.03042,-0.03244,-0.04299,-0.0025,0
1594,-0.01683,-0.01356,-0.03339,-0.0246,0.00241,-0.14339,-0.01608,-0.01708,-0.00033,-0.02568,-0.01157,-0.02165,-0.02845,-0.11393,0
2564,-0.00425,-0.01443,-0.01752,-0.01582,0.00193,-0.27027,-0.00412,-0.00698,-0.00016,-0.00779,-0.00371,-0.00593,-0.00638,-0.14367,0
2118,-0.01282,-0.02207,-0.08603,-0.03434,-0.03902,-0.05567,-0.0074,-0.01718,-0.00251,-0.01763,-0.01075,-0.02695,-0.03144,-0.09032,0
4223,-0.01171,-0.01813,-0.06391,-0.03839,-0.02308,0.03978,-0.00219,-0.0186,0.00046,-0.01384,-0.00664,-0.00776,-0.02274,-0.04236,0
339,-0.06107,-0.02597,-0.07266,-0.05053,-0.01846,0.10037,-0.04103,-0.01761,-0.00806,-0.06454,-0.02735,-0.02783,-0.01923,-0.00514,0
3392,-0.01882,-0.01021,-0.02226,-0.0126,-0.01961,-0.21068,-0.00198,-0.00722,-6e-05,-0.00914,-0.00322,-0.00643,-0.00683,-0.17005,0
4654,-0.00443,-0.03164,-0.01109,-0.02559,-0.01902,-0.22006,-0.00387,-0.00832,-0.0008,-0.00912,-0.00256,-0.00522,-0.00525,-0.15212,0
1729,-0.01325,-0.01804,-0.02272,-0.00876,0.00073,0.01701,-0.02484,-0.02096,-0.00802,-0.04088,-0.01451,-0.03419,-0.01033,-0.12535,0
3201,-0.01166,-0.02335,-0.04961,-0.02904,-0.02634,-0.2254,-0.00881,-0.01612,-0.00075,-0.02328,-0.00628,-0.01324,-0.01382,-0.03641,0
3448,-0.01427,-0.01945,-0.04991,-0.0185,-0.02559,-0.20164,-0.00912,-0.01839,-0.00124,-0.02032,-0.00673,-0.01732,-0.02009,-0.06654,0
