StudentId,DepartmentId,YearId,SquadronId,CompletionRate,AvgScore,FailureRatio,LateRate,AbandonRate,LearningVelocity,SocialIsolationScore,StudyConsistency,Dropout_Probability,Dropout_Predicted,Dropout_Actual,Dropout_OptimalPredicted,AtRisk_Probability,AtRisk_Predicted,AtRisk_Actual,AtRisk_OptimalPredicted,HighPerformer_Probability,HighPerformer_Predicted,HighPerformer_Actual,HighPerformer_OptimalPredicted,ClusterLabel,AnomalyType,IsAnomaly,DepartmentName,CombinedRiskScore
4198,3,1,2,0.5,70.3,0.7,0.0,0.5,0.0028,0.0,0.0,0.1408,0,0,0,0.075,0,0,0,0.6766,1,0,0,High Achievers,,0,Cyber Security,0.1079
3203,2,3,5,0.5294,0.0,0.0,0.2,0.2353,0.0075,1.0,0.0,0.0002,0,0,0,0.14,0,0,0,0.0009,0,0,1,Passive Learners,,0,Artificial Intelligence,0.0701
4341,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0,0,0,0.0,0,0,0,0.0011,0,0,0,At-Risk Students,,0,Cyber Security,0.0018
3851,2,2,4,0.3333,0.0,0.0,0.0,0.5333,0.0041,1.0,0.0,0.0282,0,0,0,0.67,1,1,0,0.0003,0,0,0,Passive Learners,,0,Artificial Intelligence,0.3491
4525,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0,0,0,0.0,0,0,0,0.0013,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0013
2611,1,1,3,0.3333,27.0,1.0,0.0,0.3333,0.0233,0.0,0.0,0.0019,0,0,1,0.605,1,1,0,0.8912,1,0,0,High Achievers,Behavioral Outlier,1,Computer Science,0.3034
2018,1,3,3,0.7,63.85,0.625,0.0,0.2,0.0059,0.1429,1.4142,0.0164,0,0,0,0.29,0,0,0,0.7594,1,0,0,High Achievers,,0,Computer Science,0.1532
3096,1,2,1,0.0,42.8778,0.8125,0.3333,0.0,0.0,1.0,2.0,0.9982,1,1,0,0.0,0,0,0,0.3883,0,0,0,Inconsistent Learners,,0,Computer Science,0.4991
2125,1,2,4,0.0,50.95,0.6667,0.0,0.0,0.0,0.0,2.8284,0.9988,1,1,0,0.0,0,0,0,0.7945,1,0,0,Inconsistent Learners,,0,Computer Science,0.4994
2693,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0,0,0,0.0,0,0,0,0.0011,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0018
861,1,2,4,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0016,0,0,0,0.0,0,0,0,0.0006,0,0,0,At-Risk Students,,0,Computer Science,0.0008
205,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0028,0,0,0,0.0,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Computer Science,0.0014
366,1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0032,0,0,0,0.0,0,0,0,0.0008,0,0,0,At-Risk Students,,0,Computer Science,0.0016
3355,1,2,5,0.0,0.0,0.0,0.3333,0.0,0.0,1.0,0.0,0.0026,0,0,0,0.0,0,0,0,0.0006,0,0,0,At-Risk Students,,0,Computer Science,0.0013
4656,3,2,5,0.5,4.0,1.0,0.0,0.2857,0.0067,0.0,0.0,0.0014,0,0,0,0.185,0,0,0,0.8565,1,0,1,Passive Learners,,0,Cyber Security,0.0932
2311,3,1,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0033,0,0,0,0.005,0,0,0,0.0008,0,0,0,At-Risk Students,,0,Cyber Security,0.0042
664,3,1,4,0.5833,46.1333,0.8182,0.0,0.25,0.0078,0.1667,2.3094,0.0051,0,0,0,0.435,0,0,0,0.6208,1,0,0,High Achievers,,0,Cyber Security,0.22
3414,2,3,1,0.4286,56.0429,0.6667,0.1667,0.4286,0.005,1.0,1.7321,0.0279,0,0,0,0.79,1,1,0,0.6171,1,0,0,High Achievers,Behavioral Outlier,1,Artificial Intelligence,0.409
872,1,4,2,0.0,77.6,0.5,0.0,0.0,0.0,0.0909,0.0,0.9946,1,1,0,0.005,0,0,0,0.8796,1,1,0,Inconsistent Learners,,0,Computer Science,0.4998
3811,1,1,3,0.5,63.875,0.4444,0.0,0.5,0.0023,0.0,0.7071,0.015,0,0,0,0.01,0,0,0,0.7165,1,1,0,High Achievers,,0,Computer Science,0.0125
4370,1,2,3,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,0.0,0.0028,0,0,0,0.0,0,0,0,0.0008,0,0,0,At-Risk Students,,0,Computer Science,0.0014
753,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0033,0,0,0,0.0,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Computer Science,0.0016
2216,1,1,2,0.7778,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0218,0,0,1,0.1,0,0,0,0.0011,0,0,0,Passive Learners,,0,Computer Science,0.0609
3149,1,1,3,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0031,0,0,0,0.0,0,0,0,0.0007,0,0,0,At-Risk Students,,0,Computer Science,0.0016
3008,1,1,5,0.3333,0.0,0.0,0.2,0.6667,0.0024,1.0,0.0,0.0087,0,0,0,0.235,0,1,0,0.0007,0,0,0,Passive Learners,,0,Computer Science,0.1218
1128,2,2,5,0.0,0.0,0.0,0.5,0.0,0.0,0.125,0.0,0.0028,0,0,0,0.005,0,0,0,0.0008,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0039
629,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0026,0,0,0,0.005,0,0,0,0.0007,0,0,0,At-Risk Students,,0,Computer Science,0.0038
2256,2,2,1,0.8333,0.0,0.0,0.0,0.1667,0.0054,0.0,0.0,0.0009,0,0,0,0.02,0,0,1,0.0011,0,0,1,Passive Learners,,0,Artificial Intelligence,0.0105
517,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0028,0,0,0,0.0,0,0,0,0.001,0,0,0,At-Risk Students,,0,Computer Science,0.0014
145,1,2,5,0.5,0.0,0.0,0.0,0.25,0.0037,0.2,0.0,0.0451,0,0,0,0.035,0,0,0,0.0011,0,0,0,Passive Learners,,0,Computer Science,0.04
2474,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0,0,0,0.0,0,0,0,0.0009,0,0,1,At-Risk Students,,0,Computer Science,0.0008
4110,1,1,2,0.3333,50.0,0.7273,0.0,0.3333,0.0022,0.0,2.3094,0.0388,0,0,0,0.76,1,1,0,0.7446,1,0,0,High Achievers,,0,Computer Science,0.3994
2674,1,2,3,0.5,0.0,0.0,0.0,0.5,0.0031,1.0,0.0,0.0012,0,0,0,0.235,0,0,0,0.0005,0,0,1,Passive Learners,,0,Computer Science,0.1181
4765,2,1,5,0.5,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0008,0,0,0,0.015,0,0,0,0.0012,0,0,1,At-Risk Students,,0,Artificial Intelligence,0.0079
754,1,2,3,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0015,0,0,1,0.0,0,0,0,0.0007,0,0,0,At-Risk Students,,0,Computer Science,0.0008
866,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0035,0,0,0,0.0,0,0,0,0.0011,0,0,0,At-Risk Students,,0,Computer Science,0.0018
1365,3,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.1111,0.0,0.9849,1,1,0,0.005,0,0,0,0.8457,1,0,0,At-Risk Students,,0,Cyber Security,0.495
3835,1,2,1,0.0,47.96,0.8,0.0,0.0,0.0,1.0,0.0,0.999,1,1,0,0.0,0,0,0,0.6925,1,0,0,Inconsistent Learners,,0,Computer Science,0.4995
4143,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0,0,0,0.0,0,0,1,0.0012,0,0,1,At-Risk Students,,0,Computer Science,0.0014
287,1,2,5,0.6,0.0,0.0,1.0,0.4,0.0024,0.1111,0.0,0.0297,0,0,1,0.145,0,0,0,0.001,0,0,0,Passive Learners,,0,Computer Science,0.0874
794,1,4,4,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0032,0,0,0,0.005,0,0,0,0.0009,0,0,1,At-Risk Students,,0,Computer Science,0.0041
3876,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0,0,0,0.0,0,0,0,0.001,0,0,0,At-Risk Students,,0,Computer Science,0.0017
397,1,3,2,0.6667,0.0,0.0,0.0,0.25,0.0072,0.1,0.0,0.0002,0,0,0,0.12,0,0,0,0.0007,0,0,0,Passive Learners,,0,Computer Science,0.0601
1689,1,4,4,0.7273,0.0,0.0,0.0,0.1818,0.0061,0.0909,0.0,0.0015,0,0,1,0.07,0,0,0,0.0012,0,0,0,Passive Learners,,0,Computer Science,0.0358
4917,1,3,3,0.0,48.6,0.5,0.0,0.0,0.0,0.0,0.0,0.9963,1,1,0,0.0,0,0,0,0.8566,1,0,1,Inconsistent Learners,,0,Computer Science,0.4982
4600,3,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0,0,0,0.0,0,0,0,0.001,0,0,0,At-Risk Students,,0,Cyber Security,0.0017
3998,1,1,5,0.6667,0.0,1.0,0.5,0.2,0.008,1.0,0.0,0.0008,0,0,0,0.055,0,0,0,0.9121,1,0,0,Passive Learners,Behavioral Outlier,1,Computer Science,0.0279
3352,3,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0,0,0,0.0,0,0,0,0.001,0,0,0,At-Risk Students,,0,Cyber Security,0.0016
3047,2,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0,0,1,0.0,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0016
1448,2,2,5,0.7143,0.0,0.0,0.0,0.1429,0.0079,0.2,0.0,0.0015,0,0,1,0.165,0,0,0,0.0011,0,0,0,Passive Learners,,0,Artificial Intelligence,0.0832
820,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0028,0,0,0,0.0,0,0,0,0.0012,0,0,1,At-Risk Students,,0,Cyber Security,0.0014
4660,1,1,3,1.0,69.2286,0.4444,0.0,0.0,0.0047,0.0,0.7071,0.011,0,0,0,0.125,0,0,0,0.7735,1,1,0,High Achievers,,0,Computer Science,0.068
4132,2,1,3,0.3846,0.0,0.0,0.0,0.3846,0.0051,0.0,0.0,0.0033,0,0,0,0.33,0,1,0,0.001,0,0,1,Passive Learners,,0,Artificial Intelligence,0.1667
2866,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0,0,0,0.0,0,0,0,0.001,0,0,0,At-Risk Students,,0,Computer Science,0.0016
1988,3,1,4,0.6667,0.0,0.0,0.0,0.2778,0.0094,0.1,0.0,0.0002,0,0,0,0.14,0,0,0,0.0012,0,0,0,Passive Learners,,0,Cyber Security,0.0701
4403,2,2,1,0.6667,0.0,0.0,0.0,0.1667,0.0047,0.0,0.0,0.0467,0,0,0,0.36,0,0,0,0.0012,0,0,0,Passive Learners,,0,Artificial Intelligence,0.2034
475,2,3,5,0.0,43.625,0.7143,0.0,0.0,0.0,0.2,2.1213,0.9764,1,1,0,0.0,0,0,0,0.8219,1,0,1,Inconsistent Learners,,0,Artificial Intelligence,0.4882
2442,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0015,0,0,0,0.0,0,0,0,0.0007,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0008
358,1,4,5,0.75,0.0,0.0,0.0,0.25,0.006,0.1111,0.0,0.0013,0,0,0,0.09,0,0,0,0.0009,0,0,0,Passive Learners,,0,Computer Science,0.0456
1799,1,3,4,0.5833,0.0,0.0,0.0,0.1667,0.007,0.1111,0.0,0.0006,0,0,1,0.11,0,0,0,0.0013,0,0,0,Passive Learners,,0,Computer Science,0.0553
2041,1,3,4,0.4706,71.2714,0.5,0.6667,0.4706,0.0064,0.3333,0.0,0.0063,0,0,0,0.705,1,1,0,0.7355,1,1,0,High Achievers,Behavioral Outlier,1,Computer Science,0.3556
3345,1,2,5,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,0.0,0.0027,0,0,0,0.0,0,0,0,0.0007,0,0,0,At-Risk Students,,0,Computer Science,0.0014
889,1,1,1,0.5789,0.0,0.0,0.3333,0.2632,0.0085,0.125,0.0,0.0006,0,0,1,0.06,0,0,1,0.0009,0,0,1,Passive Learners,,0,Computer Science,0.0303
2841,1,4,5,0.5,0.0,0.0,0.0,0.5,0.0064,0.0,0.0,0.0308,0,0,0,0.07,0,0,1,0.0009,0,0,1,Passive Learners,,0,Computer Science,0.0504
3090,1,1,1,0.4,84.75,0.75,0.0,0.4,0.0064,0.0,1.4142,0.0013,0,0,0,0.45,0,1,0,0.8042,1,0,0,High Achievers,,0,Computer Science,0.2256
1317,1,2,5,0.0,44.12,0.7143,0.0,0.0,0.0,0.1111,2.1213,0.9855,1,1,1,0.0,0,0,0,0.7918,1,0,0,Inconsistent Learners,,0,Computer Science,0.4928
1779,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0028,0,0,0,0.0,0,0,0,0.0009,0,0,1,At-Risk Students,,0,Artificial Intelligence,0.0014
4417,1,1,5,0.2,0.0,0.0,0.0,0.6,0.0025,1.0,0.0,0.2684,0,1,0,0.08,0,0,0,0.0008,0,0,0,Passive Learners,,0,Computer Science,0.1742
1657,1,4,3,0.5,0.0,0.0,0.2,0.5,0.0032,0.125,0.0,0.0248,0,0,0,0.12,0,0,0,0.0005,0,0,0,Passive Learners,,0,Computer Science,0.0724
952,1,2,2,0.0,55.0167,0.7692,0.0,0.0,0.0,0.1111,1.1547,0.9982,1,1,0,0.0,0,0,1,0.6227,1,0,0,Inconsistent Learners,,0,Computer Science,0.4991
1681,1,1,3,0.4444,0.0,0.0,0.0,0.4444,0.0043,0.125,0.0,0.0147,0,0,0,0.695,1,1,1,0.001,0,0,1,Passive Learners,,0,Computer Science,0.3548
3059,1,1,1,0.3333,0.0,0.0,0.0,0.4,0.0039,0.0,0.0,0.0005,0,0,1,0.7,1,1,0,0.0014,0,0,0,Passive Learners,,0,Computer Science,0.3502
1348,3,3,1,0.0,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.0016,0,0,0,0.0,0,0,0,0.0007,0,0,0,At-Risk Students,,0,Cyber Security,0.0008
2214,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0,0,0,0.0,0,0,0,0.0012,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0014
508,1,1,5,0.0,88.4,0.8571,0.0,0.0,0.0,0.1429,2.1213,0.999,1,1,0,0.0,0,0,0,0.781,1,0,0,Inconsistent Learners,,0,Computer Science,0.4995
3084,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0,0,0,0.0,0,0,0,0.001,0,0,0,At-Risk Students,,0,Computer Science,0.0016
1337,3,2,2,0.3,0.0,0.0,0.0,0.5,0.0026,0.125,0.0,0.3047,0,0,1,0.295,0,1,0,0.001,0,0,1,Passive Learners,,0,Cyber Security,0.2998
482,2,4,5,0.0,46.0,0.6,0.0,0.0,0.0,0.1429,0.0,0.9975,1,1,0,0.0,0,0,0,0.8108,1,0,0,Inconsistent Learners,,0,Artificial Intelligence,0.4988
1757,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0035,0,0,0,0.0,0,0,0,0.0011,0,0,1,At-Risk Students,,0,Computer Science,0.0018
3252,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0,0,0,0.0,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Cyber Security,0.0013
4159,1,1,5,0.0,46.1,0.6667,0.0,0.0,0.0,0.0,2.8284,0.9925,1,1,0,0.0,0,0,0,0.8341,1,0,0,Inconsistent Learners,,0,Computer Science,0.4962
4377,1,2,5,0.0,47.5,0.8,0.0,0.0,0.0,0.0,0.0,0.9965,1,1,0,0.0,0,0,0,0.7754,1,0,0,Inconsistent Learners,,0,Computer Science,0.4982
2833,2,3,1,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0034,0,0,0,0.0,0,0,0,0.0007,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0017
3348,1,2,1,1.0,0.0,0.0,0.0,0.0,0.0233,0.0,0.0,0.019,0,0,0,0.025,0,0,0,0.0013,0,0,1,Passive Learners,,0,Computer Science,0.022
3660,1,2,5,0.0,53.225,0.7143,0.0,0.0,0.0,1.0,2.1213,0.9953,1,1,0,0.0,0,0,0,0.7526,1,0,0,Inconsistent Learners,,0,Computer Science,0.4976
3408,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0,0,1,0.0,0,0,0,0.0012,0,0,1,At-Risk Students,,0,Computer Science,0.0014
199,2,4,5,0.7,60.9333,0.6667,0.0,0.2,0.0108,0.1111,2.8284,0.0001,0,0,1,0.27,0,0,0,0.8727,1,0,0,High Achievers,,0,Artificial Intelligence,0.135
1301,2,1,2,0.5625,0.0,0.0,0.6,0.375,0.0069,0.2,0.0,0.0009,0,0,0,0.06,0,0,0,0.0007,0,0,0,Passive Learners,,0,Artificial Intelligence,0.0304
3244,2,1,1,0.7143,0.0,0.0,0.0,0.1429,0.0047,0.0,0.0,0.0015,0,0,0,0.065,0,0,0,0.0011,0,0,1,Passive Learners,,0,Artificial Intelligence,0.0332
1396,2,3,3,0.5,48.15,0.8182,0.0,0.5,0.0037,0.2,2.3094,0.0014,0,0,0,0.055,0,0,0,0.7325,1,0,1,High Achievers,,0,Artificial Intelligence,0.0282
816,1,4,3,0.4444,48.8375,0.7273,0.5,0.3889,0.0073,0.1111,2.3094,0.0023,0,0,1,0.74,1,1,0,0.7011,1,0,1,High Achievers,Behavioral Outlier,1,Computer Science,0.3712
631,1,1,3,0.0,62.1727,0.5294,0.0,0.0,0.0,0.1,1.5,0.9994,1,1,0,0.0,0,0,0,0.5268,1,0,1,Inconsistent Learners,,0,Computer Science,0.4997
3511,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0,0,1,0.0,0,0,0,0.001,0,0,1,At-Risk Students,,0,Computer Science,0.0014
1,1,1,1,0.6667,54.55,0.75,0.0,0.2222,0.0063,0.125,1.4142,0.0003,0,0,0,0.295,0,0,0,0.7814,1,0,0,High Achievers,,0,Computer Science,0.1476
3514,1,1,4,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0025,0,0,0,0.0,0,0,0,0.0006,0,0,0,At-Risk Students,,0,Computer Science,0.0012
1392,3,3,3,0.0,0.0,0.0,0.25,0.0,0.0,0.0714,0.0,0.0028,0,0,1,0.01,0,0,0,0.0009,0,0,1,At-Risk Students,,0,Cyber Security,0.0064
3729,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0014,0,0,0,0.0,0,0,0,0.0006,0,0,0,At-Risk Students,,0,Computer Science,0.0007
4737,1,2,4,0.5,41.3333,0.8333,0.0,0.5,0.0028,0.0,2.8284,0.0644,0,0,1,0.115,0,0,0,0.8106,1,0,0,High Achievers,,0,Computer Science,0.0897
3379,1,1,4,0.4545,0.0,0.0,0.0,0.4545,0.004,0.0,0.0,0.0008,0,0,0,0.7,1,1,0,0.001,0,0,0,Passive Learners,,0,Computer Science,0.3504
1736,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0028,0,0,0,0.0,0,0,0,0.001,0,0,0,At-Risk Students,,0,Computer Science,0.0014
468,1,1,2,0.6667,0.0,0.0,0.0,0.0833,0.007,0.2,0.0,0.0007,0,0,0,0.095,0,0,0,0.0009,0,0,0,Passive Learners,,0,Computer Science,0.0479
3988,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0,0,0,0.0,0,0,1,0.0012,0,0,0,At-Risk Students,,0,Computer Science,0.0014
65,3,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.125,0.0,0.0026,0,0,0,0.025,0,0,0,0.0003,0,0,0,At-Risk Students,,0,Cyber Security,0.0138
1808,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0015,0,0,0,0.0,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Computer Science,0.0008
10,2,1,4,0.0,30.0,1.0,0.0,0.0,0.0,0.3333,2.1213,0.9987,1,1,0,0.0,0,0,0,0.77,1,0,0,Inconsistent Learners,,0,Artificial Intelligence,0.4994
439,1,2,4,0.5714,0.0,0.0,0.0,0.4286,0.0037,0.1429,0.0,0.0243,0,0,0,0.18,0,0,0,0.0013,0,0,1,Passive Learners,,0,Computer Science,0.1021
4078,1,4,1,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0034,0,0,0,0.0,0,0,0,0.0008,0,0,0,At-Risk Students,,0,Computer Science,0.0017
4462,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0,0,0,0.0,0,0,0,0.0013,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0014
136,1,1,1,0.4,0.0,0.0,0.0,0.2,0.0025,0.1,0.0,0.0013,0,0,0,0.69,1,1,0,0.0013,0,0,0,Passive Learners,,0,Computer Science,0.3456
3979,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0,0,0,0.0,0,0,1,0.0009,0,0,0,At-Risk Students,,0,Computer Science,0.0016
2720,1,3,4,0.4545,56.78,0.7778,0.0,0.4545,0.0044,1.0,0.7071,0.0246,0,0,0,0.775,1,1,0,0.7184,1,0,0,High Achievers,,0,Computer Science,0.3998
2804,1,2,4,0.5833,0.0,0.0,0.1667,0.0833,0.0057,1.0,0.0,0.0006,0,0,0,0.045,0,0,0,0.0009,0,0,1,Passive Learners,,0,Computer Science,0.0228
947,2,1,2,0.4706,0.0,0.0,0.0,0.4118,0.006,0.0909,0.0,0.0004,0,0,0,0.71,1,1,0,0.0015,0,0,0,Passive Learners,,0,Artificial Intelligence,0.3552
4144,2,4,5,0.0,0.0,0.0,0.3333,0.0,0.0,1.0,0.0,0.0031,0,0,0,0.0,0,0,0,0.0007,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0016
209,2,2,5,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0028,0,0,0,0.005,0,0,0,0.0006,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0039
2046,3,2,4,0.0,36.5,0.875,0.0,0.0,0.0,0.2,1.4142,0.9879,1,1,0,0.0,0,0,0,0.7815,1,0,0,Inconsistent Learners,,0,Cyber Security,0.494
1079,1,1,5,0.6667,88.1,0.5,0.5,0.2222,0.0063,0.1667,0.0,0.0002,0,0,1,0.075,0,0,0,0.8428,1,1,0,High Achievers,Behavioral Outlier,1,Computer Science,0.0376
2862,1,2,5,0.0,33.125,0.75,0.0,0.0,0.0,0.0,1.4142,0.9893,1,1,0,0.0,0,0,0,0.7427,1,0,0,Inconsistent Learners,,0,Computer Science,0.4946
3541,1,1,4,0.7857,0.0,0.0,0.0,0.1429,0.0089,0.0,0.0,0.0156,0,0,1,0.135,0,0,0,0.0013,0,0,0,Passive Learners,,0,Computer Science,0.0753
2297,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0,0,0,0.0,0,0,0,0.0013,0,0,1,At-Risk Students,,0,Computer Science,0.0013
484,2,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0031,0,0,0,0.0,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0016
4423,3,1,5,0.5,0.0,0.0,0.0,0.3889,0.0065,0.0,0.0,0.0051,0,0,0,0.13,0,0,0,0.0009,0,0,0,Passive Learners,,0,Cyber Security,0.0676
1323,1,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.9936,1,1,0,0.0,0,0,0,0.8858,1,0,0,At-Risk Students,,0,Computer Science,0.4968
3618,2,2,2,0.6,0.0,0.0,0.1667,0.2,0.0065,1.0,0.0,0.001,0,0,0,0.265,0,0,0,0.0008,0,0,0,Passive Learners,,0,Artificial Intelligence,0.133
2040,1,3,2,0.5,0.0,0.0,0.1667,0.375,0.0031,0.125,0.0,0.0017,0,0,0,0.125,0,0,0,0.0008,0,0,0,Passive Learners,,0,Computer Science,0.0634
1481,2,3,5,0.6667,0.0,0.0,0.0,0.0,0.0061,0.125,0.0,0.0389,0,0,0,0.085,0,0,0,0.0013,0,0,0,Passive Learners,,0,Artificial Intelligence,0.062
3503,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0,0,0,0.0,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0014
1406,2,1,5,0.2727,0.0,0.0,0.0,0.4545,0.0024,0.2,0.0,0.0231,0,0,0,0.82,1,1,0,0.0012,0,0,0,Passive Learners,,0,Artificial Intelligence,0.4216
4663,2,4,4,0.375,0.0,0.0,0.6,0.375,0.0032,1.0,0.0,0.0572,0,0,0,0.705,1,1,0,0.0008,0,0,0,Passive Learners,,0,Artificial Intelligence,0.3811
842,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0028,0,0,0,0.005,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Computer Science,0.0039
1196,3,3,2,0.4545,36.26,0.8571,0.3333,0.3636,0.0042,0.0909,0.5774,0.0093,0,0,0,0.68,1,1,1,0.5981,1,0,0,High Achievers,,0,Cyber Security,0.3446
1507,3,1,3,0.5714,0.0,0.0,0.5,0.2857,0.0042,0.0714,0.0,0.0012,0,0,0,0.15,0,0,1,0.0007,0,0,0,Passive Learners,,0,Cyber Security,0.0756
514,3,2,3,0.0,0.0,0.0,0.2,0.0,0.0,0.0769,0.0,0.0027,0,0,0,0.01,0,0,0,0.0009,0,0,1,At-Risk Students,,0,Cyber Security,0.0064
1704,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.0014,0,0,0,0.0,0,0,0,0.0008,0,0,0,At-Risk Students,,0,Cyber Security,0.0007
3013,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0,0,0,0.0,0,0,0,0.0012,0,0,0,At-Risk Students,,0,Computer Science,0.0012
3267,1,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0,0,0,0.0,0,0,0,0.0013,0,0,0,At-Risk Students,,0,Computer Science,0.0013
1208,3,3,4,0.0,35.3143,0.9091,0.0,0.0,0.0,0.2,2.3094,0.9971,1,1,0,0.0,0,0,0,0.7242,1,0,0,Inconsistent Learners,,0,Cyber Security,0.4986
832,2,3,5,0.6667,0.0,0.0,0.2,0.0,0.0052,0.1429,0.0,0.0012,0,0,0,0.11,0,0,0,0.0008,0,0,0,Passive Learners,,0,Artificial Intelligence,0.0556
1963,1,1,4,0.5,0.0,0.0,0.0,0.375,0.0044,0.125,0.0,0.0273,0,0,0,0.08,0,0,0,0.001,0,0,0,Passive Learners,,0,Computer Science,0.0536
410,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0018,0,0,1,0.02,0,0,0,0.0008,0,0,0,At-Risk Students,,0,Computer Science,0.0109
2939,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0028,0,0,0,0.0,0,0,0,0.0009,0,0,1,At-Risk Students,,0,Computer Science,0.0014
