StudentId,SHAP_AdmissionYear,SHAP_EnrolledCourseCount,SHAP_QuizAttempts,SHAP_AvgScore,SHAP_MinScore,SHAP_AvgAttemptsPerQuiz,SHAP_AvgTimePerQuizMin,SHAP_AvgAttemptsBeforeSuccess,SHAP_NightActivityRatio,SHAP_DaytimeActivityRatio,SHAP_FailureRatio,SHAP_DifficultyExposure,SHAP_AvgTimePerActivity,SHAP_WorkloadPressure,Dropout
1905,-0.01292,-0.00669,-0.05085,-0.01647,-0.01153,-0.05899,-0.06556,-0.06085,-0.0074,-0.02803,-0.01752,-0.00655,-0.13924,-0.01583,0
255,-0.01067,-0.00529,-0.07958,-0.0259,-0.01573,-0.09283,-0.09133,-0.09971,-0.01206,-0.04371,-0.03255,-0.01102,0.01716,0.00476,0
818,-0.0173,0.00613,-0.03538,-0.0125,-0.00622,-0.04802,-0.04008,-0.04595,-0.00522,-0.01985,-0.01368,-0.00562,-0.16206,-0.0927,0
2362,-0.00668,0.00211,0.02181,-0.00537,-0.00728,0.02456,0.02803,0.03576,-0.00306,0.00575,-0.00844,-0.0033,-0.30751,-0.26483,0
3437,-0.00065,0.00148,-0.03587,-0.01306,-0.00638,-0.04519,-0.04235,-0.0489,-0.00567,-0.02075,-0.01383,-0.00456,-0.18093,-0.07679,0
3184,-0.0105,-0.00063,-0.04421,-0.01747,-0.00981,-0.05472,-0.04912,-0.05271,-0.00664,-0.02472,-0.01455,-0.0055,-0.16795,-0.03995,0
1478,-0.00213,-0.00165,0.03028,0.0011,-0.00727,0.03313,0.02453,0.03746,-0.0084,0.00825,0.01116,-0.00442,-0.38499,-0.23051,0
4325,0.00229,0.00349,-0.03565,-0.01293,-0.00597,-0.04539,-0.03979,-0.04433,-0.0046,-0.01974,-0.01284,-0.00578,-0.17529,-0.10192,0
724,-0.00853,-0.00384,-0.07912,-0.02501,-0.01502,-0.09491,-0.09226,-0.0993,-0.01208,-0.04312,-0.03263,-0.01092,0.0173,0.00098,0
2228,-0.00328,-0.00494,-0.03457,-0.01255,-0.00586,-0.04532,-0.03832,-0.04488,-0.00541,-0.0193,-0.01278,-0.00523,-0.16563,-0.10039,0
706,-0.01756,-0.01029,-0.0371,-0.01169,-0.0066,-0.04893,-0.04493,-0.04767,-0.00501,-0.0211,-0.01512,-0.00496,-0.0953,-0.11718,0
536,-0.0013,-0.00685,-0.03928,-0.01292,-0.00723,-0.05073,-0.04832,-0.05012,-0.00483,-0.02197,-0.01665,-0.0057,-0.12184,-0.11071,0
1708,0.00252,0.00125,-0.07548,-0.02444,-0.01616,-0.09066,-0.09043,-0.09623,-0.01175,-0.04173,-0.03177,-0.00987,-0.00958,-0.00413,0
702,-0.00449,0.00172,0.07879,-0.00907,-0.0127,0.08793,0.07263,0.08541,0.00837,0.03195,0.03199,0.00671,0.07431,0.043,1
3644,0.00016,-0.00589,-0.07904,-0.02492,-0.01547,-0.09386,-0.09184,-0.09976,-0.01206,-0.04293,-0.03252,-0.01075,0.01209,-0.00166,0
4644,0.00192,-0.00549,-0.07886,-0.02499,-0.01516,-0.09393,-0.09221,-0.09915,-0.01208,-0.04318,-0.03275,-0.01091,0.01075,-0.00243,0
4128,0.00473,0.01904,-0.03304,-0.01244,-0.00556,-0.03858,-0.03598,-0.03911,-0.00485,-0.01752,-0.01132,-0.00588,-0.18786,-0.0551,0
3433,-0.01486,0.00214,-0.07955,-0.0244,-0.01522,-0.09418,-0.09227,-0.10016,-0.01203,-0.04356,-0.03269,-0.011,0.01744,0.00187,0
520,-0.01445,-0.03964,-0.04043,-0.01228,-0.00779,-0.04913,-0.04911,-0.05347,-0.00532,-0.02325,-0.01875,-0.00476,-0.10122,-0.07886,0
175,-0.02175,-0.0172,-0.04284,-0.01238,-0.00767,-0.05196,-0.04864,-0.05721,-0.00455,-0.02313,-0.0194,-0.00523,-0.08585,-0.10065,0
4085,0.00042,-0.0016,-0.07863,-0.02522,-0.01564,-0.09294,-0.09166,-0.09898,-0.01222,-0.0427,-0.03248,-0.01078,0.00904,-0.00507,0
3569,0.0012,0.00213,-0.07862,-0.02474,-0.01497,-0.09351,-0.09168,-0.09888,-0.01205,-0.04277,-0.0326,-0.01089,0.00883,-0.00991,0
4318,0.00047,0.00406,0.06856,0.0114,0.00766,0.07809,0.07099,0.08443,0.00344,0.02456,0.01804,0.00438,0.07731,0.04815,1
4622,-0.00302,-0.01042,-0.07896,-0.02535,-0.01558,-0.09416,-0.09235,-0.09889,-0.01233,-0.0431,-0.03227,-0.01098,0.0182,0.00075,0
4576,-0.00141,0.0057,-0.03419,-0.01152,-0.00509,-0.04527,-0.03777,-0.04397,-0.00582,-0.01933,-0.01362,-0.00491,-0.19984,-0.08141,0
2198,0.00056,0.00309,0.06904,0.01039,0.00542,0.07959,0.0732,0.0832,0.00789,0.02595,0.01889,0.00449,0.07355,0.04628,1
3652,0.00109,0.00012,0.07384,0.01985,0.01357,0.07206,0.0744,0.08366,-0.00415,0.03557,0.0142,0.00351,0.07225,0.04158,1
3898,-0.00238,-0.00492,-0.07891,-0.02483,-0.01537,-0.09466,-0.09207,-0.09913,-0.01214,-0.04308,-0.03249,-0.01089,0.01471,-0.00229,0
1511,-0.0079,-0.01939,-0.04042,-0.01084,-0.00701,-0.04839,-0.04689,-0.052,-0.00441,-0.02023,-0.01976,-0.00608,-0.09635,-0.10879,0
3702,-0.00211,0.00399,0.06796,0.01139,0.00743,0.0771,0.07315,0.08496,0.00817,0.02545,0.01958,0.00672,0.07427,0.04349,1
826,-0.00146,-0.00576,0.02983,-0.00273,-0.00231,0.0275,0.02802,0.0296,0.00078,0.00322,0.00569,-0.00384,-0.39167,-0.21033,0
3028,-0.00106,-0.00351,-0.04608,-0.01704,-0.00925,-0.05213,-0.05311,-0.05605,-0.00655,-0.02356,-0.01568,-0.00617,-0.21591,0.00764,0
2078,0.00187,0.00173,0.06963,0.01395,0.00816,0.07494,0.06893,0.0833,0.00747,0.02659,0.01658,0.00326,0.07641,0.04873,1
1416,-0.00215,-0.00215,0.02871,-0.00259,-0.00317,0.03363,0.01934,0.03308,-0.00352,0.006,-0.00626,0.00124,-0.3048,-0.29082,0
495,-0.00105,-0.01039,-0.07917,-0.02618,-0.01583,-0.09226,-0.09084,-0.09946,-0.01201,-0.04302,-0.0324,-0.0108,0.01519,-0.00023,0
4336,0.0012,0.00213,-0.07862,-0.02474,-0.01497,-0.09351,-0.09168,-0.09888,-0.01205,-0.04277,-0.0326,-0.01089,0.00883,-0.00991,0
1863,-0.01519,-0.00621,-0.04841,-0.01856,-0.00999,-0.05671,-0.05757,-0.05764,-0.00676,-0.0254,-0.01518,-0.00643,-0.18437,0.00996,0
2715,-0.01117,0.00822,-0.03889,-0.01236,-0.00695,-0.04921,-0.04075,-0.04615,-0.0055,-0.0207,-0.01709,-0.00546,-0.07783,-0.13462,0
3809,0.0028,0.00595,-0.03456,-0.01288,-0.00586,-0.04497,-0.03777,-0.04386,-0.005,-0.01902,-0.01268,-0.00573,-0.18151,-0.09336,0
1787,0.00385,-0.001,0.0305,-0.01102,-0.00403,0.02146,0.01562,0.03787,-0.00858,0.0125,-0.01369,0.0046,-0.28653,-0.18002,0
285,-2e-05,0.006,0.06757,0.00273,0.00364,0.07419,0.07221,0.08155,0.00992,0.02807,0.0176,0.00548,0.0746,0.043,1
4675,0.0012,0.00213,-0.07862,-0.02474,-0.01497,-0.09351,-0.09168,-0.09888,-0.01205,-0.04277,-0.0326,-0.01089,0.00883,-0.00991,0
2110,-0.02436,-0.0174,-0.04999,-0.02008,-0.01329,-0.06516,-0.06139,-0.05887,-0.00876,-0.02827,-0.01964,-0.00697,-0.07812,-0.03617,0
4745,-0.00317,-0.00554,0.02951,-0.01334,-0.01771,0.01957,0.02249,0.0239,-0.00194,0.00995,-0.01033,-0.02058,-0.33022,-0.05605,0
3134,-0.00374,0.00532,-0.03533,-0.01327,-0.00578,-0.04448,-0.03894,-0.04406,-0.00491,-0.01969,-0.01256,-0.00591,-0.18097,-0.09413,0
2257,0.00117,0.00531,0.06844,0.01514,0.00895,0.07556,0.06947,0.08441,-0.00408,0.03585,0.01247,0.00492,0.07798,0.04096,1
3284,-0.00448,-0.00278,0.02881,-0.0005,0.00184,0.03407,0.0287,0.03361,0.00075,0.00608,0.00738,0.00417,-0.37675,-0.25936,0
1446,0.00042,-0.0016,-0.07863,-0.02522,-0.01564,-0.09294,-0.09166,-0.09898,-0.01222,-0.0427,-0.03248,-0.01078,0.00904,-0.00507,0
2,-0.03479,-0.02294,-0.03866,-0.01067,-0.00679,-0.04886,-0.04662,-0.05406,-0.00638,-0.02079,-0.01802,-0.00507,-0.08168,-0.09815,0
3525,-0.00419,0.00475,-0.0332,-0.01243,-0.00581,-0.0447,-0.0377,-0.04371,-0.00527,-0.01962,-0.01239,-0.00513,-0.17739,-0.09666,0
4537,-0.00026,-0.00619,-0.03416,-0.01289,-0.00586,-0.04494,-0.03906,-0.04483,-0.00525,-0.01979,-0.01334,-0.00564,-0.16694,-0.09932,0
2391,-0.00211,-0.00202,0.02991,-0.00265,-0.00383,0.03378,0.02949,0.03587,0.00399,0.00888,0.00256,0.0036,-0.39725,-0.22867,0
1380,-0.00884,0.00252,0.0292,0.00195,4e-05,0.0242,0.02615,0.03147,0.00105,0.00604,0.00351,-0.00161,-0.38625,-0.20788,0
4481,-0.01528,-0.00691,-0.047,-0.01678,-0.00927,-0.05361,-0.05394,-0.05688,-0.00673,-0.02441,-0.01615,-0.00628,-0.19437,0.00916,0
3496,-0.00193,-0.00224,0.03943,-0.00888,-0.00318,0.033,0.01875,0.04602,0.00124,0.02313,0.00888,-0.0127,-0.32981,-0.04517,1
4158,0.00087,-0.0504,0.03004,-0.01295,-0.01845,0.01549,0.01845,0.04135,-0.0076,0.00949,-0.02083,-0.00817,-0.42178,0.02603,0
2644,-0.00377,-0.00017,-0.07557,-0.02446,-0.01591,-0.09129,-0.08998,-0.09646,-0.01189,-0.04164,-0.0315,-0.01005,0.00217,-0.00792,0
1636,-0.01253,0.0023,-0.03449,-0.01281,-0.00613,-0.04549,-0.03928,-0.04492,-0.0047,-0.0206,-0.0131,-0.00566,-0.16406,-0.09698,0
2656,0.00123,0.00644,0.06661,0.00462,0.00914,0.07512,0.072,0.08392,0.00562,0.02747,0.01553,0.00466,0.0725,0.04167,1
546,-0.00023,0.00087,0.06777,0.01581,0.01012,0.07209,0.07115,0.08269,0.00675,0.02751,0.01447,0.00209,0.07967,0.0458,1
415,0.00269,0.00375,-0.03421,-0.01204,-0.00546,-0.04451,-0.03776,-0.04369,-0.00452,-0.01907,-0.01291,-0.00567,-0.18763,-0.09742,0
920,-0.00238,-0.00492,-0.07891,-0.02483,-0.01537,-0.09466,-0.09207,-0.09913,-0.01214,-0.04308,-0.03249,-0.01089,0.01471,-0.00229,0
1525,-0.01072,0.0023,-0.07896,-0.02476,-0.01485,-0.09459,-0.09198,-0.09907,-0.01203,-0.04288,-0.03251,-0.01091,0.0165,-0.00399,0
3431,-0.00657,-0.04665,0.01557,-0.01175,-0.02479,0.00754,-0.01444,0.03398,-0.01288,0.00161,0.00015,-0.00111,-0.37333,0.03921,0
2255,-0.00273,-0.00098,0.0297,-0.00729,-0.00292,0.02444,0.02294,0.03279,-0.00438,0.00452,0.00861,-0.00147,-0.41258,-0.18909,0
254,0.00056,0.00025,-0.07842,-0.02405,-0.01476,-0.0922,-0.0911,-0.09896,-0.01226,-0.04293,-0.03169,-0.011,-0.00325,0.00136,0
219,-0.01528,0.0025,0.0295,-0.00537,-0.00394,0.02281,0.01872,0.03632,-0.00329,0.00845,0.0066,-0.009,-0.35929,-0.2072,0
3021,-0.01376,-0.00254,0.02448,-0.01015,-0.01369,0.03145,0.02365,0.02889,-0.01756,-0.00039,-0.00508,-0.00048,-0.28594,-0.25234,0
347,-0.0006,-0.00838,-0.03716,-0.01313,-0.00714,-0.04829,-0.04232,-0.04691,-0.00576,-0.0208,-0.01471,-0.00607,-0.14145,-0.10573,0
3663,0.00191,0.00239,-0.03363,-0.00998,-0.00654,-0.04536,-0.04654,-0.04749,-0.00504,-0.02134,-0.01727,-0.00406,-0.07312,-0.04738,0
3902,-0.01204,-0.00337,-0.07971,-0.02459,-0.01538,-0.09448,-0.09255,-0.10031,-0.0121,-0.04375,-0.03281,-0.011,0.01836,0.00527,0
1864,-0.03426,-0.01062,-0.05435,-0.0196,-0.01199,-0.06302,-0.0635,-0.06794,-0.00857,-0.02974,-0.01999,-0.00738,-0.09376,-0.00873,0
3846,-0.04614,0.04731,-0.03431,-0.01028,-0.00576,-0.04237,-0.04244,-0.03767,-0.00232,-0.01579,-0.01521,-0.00468,-0.05074,-0.02803,0
4589,0.00235,-0.00102,-0.07844,-0.0252,-0.01525,-0.09301,-0.09202,-0.09839,-0.01228,-0.04299,-0.03258,-0.01092,0.00804,-0.00675,0
273,-0.0082,-0.00745,-0.03865,-0.014,-0.00691,-0.0485,-0.04439,-0.05187,-0.00566,-0.02324,-0.0147,-0.00487,-0.16413,-0.06588,0
231,-0.00786,-0.00854,0.028,-0.01367,-0.00831,0.02275,0.01159,0.03349,-0.00438,0.00408,-0.01888,-0.00837,-0.27489,-0.13848,0
4245,0.00394,0.0009,-0.03502,-0.0132,-0.00616,-0.04458,-0.04139,-0.04412,-0.0049,-0.02042,-0.01252,-0.0059,-0.15926,-0.11582,0
1230,-0.01051,0.00435,-0.03511,-0.01183,-0.00484,-0.04613,-0.03805,-0.04619,-0.00588,-0.01989,-0.01385,-0.00475,-0.1794,-0.08137,0
3769,0.01512,-0.01114,-0.04563,-0.01648,-0.00864,-0.05176,-0.05416,-0.0549,-0.00679,-0.02448,-0.01549,-0.00684,-0.22461,0.00735,0
1821,-0.01352,-0.00057,-0.03482,-0.01169,-0.00554,-0.04618,-0.04079,-0.04607,-0.00596,-0.02065,-0.01468,-0.0053,-0.16675,-0.08594,1
897,-0.01375,-0.0014,-0.03478,-0.01164,-0.00562,-0.04612,-0.04063,-0.04715,-0.00591,-0.02062,-0.01458,-0.00523,-0.16735,-0.08366,0
197,-0.00171,-0.01538,0.06829,0.00369,0.00663,0.07759,0.06612,0.08213,0.00694,0.02641,0.01826,0.00643,0.08573,0.04539,1
129,0.0009,0.00318,-0.07872,-0.02465,-0.01527,-0.09326,-0.0914,-0.09923,-0.01195,-0.04255,-0.03231,-0.01071,0.01168,-0.01417,0
1881,0.0009,0.00318,-0.07872,-0.02465,-0.01527,-0.09326,-0.0914,-0.09923,-0.01195,-0.04255,-0.03231,-0.01071,0.01168,-0.01417,0
3803,0.00042,-0.0016,-0.07863,-0.02522,-0.01564,-0.09294,-0.09166,-0.09898,-0.01222,-0.0427,-0.03248,-0.01078,0.00904,-0.00507,0
3137,0.00016,-0.00589,-0.07904,-0.02492,-0.01547,-0.09386,-0.09184,-0.09976,-0.01206,-0.04293,-0.03252,-0.01075,0.01209,-0.00166,0
3731,-0.00205,0.00432,0.06761,0.00972,0.00622,0.07333,0.06925,0.08617,0.00877,0.02856,0.01734,0.00472,0.07823,0.04436,1
4647,0.0012,0.00213,-0.07862,-0.02474,-0.01497,-0.09351,-0.09168,-0.09888,-0.01205,-0.04277,-0.0326,-0.01089,0.00883,-0.00991,0
1151,-0.01907,-0.05731,0.03078,-0.03167,-0.01352,0.04567,-0.00975,0.04912,-0.00587,-0.039,0.00058,-0.0073,-0.34115,0.01004,0
1100,-0.01244,0.00235,-0.03562,-0.01303,-0.00616,-0.04633,-0.0399,-0.04488,-0.00455,-0.0206,-0.0129,-0.00574,-0.16028,-0.09838,0
3147,-0.00572,-0.01156,-0.03507,-0.01265,-0.00554,-0.04467,-0.03919,-0.04759,-0.00591,-0.0195,-0.01354,-0.00481,-0.16958,-0.08314,0
4846,-0.00402,-0.00252,-0.07862,-0.02517,-0.01556,-0.09384,-0.09207,-0.09839,-0.01232,-0.04297,-0.03226,-0.01093,0.01496,-0.00472,0
1653,-0.01358,0.0027,-0.03569,-0.01215,-0.00677,-0.04818,-0.04059,-0.0463,-0.00524,-0.02069,-0.01428,-0.00548,-0.14835,-0.10385,0
2647,-0.01576,-0.00504,0.03543,-0.0026,-0.00235,0.03894,0.02558,0.0435,-0.00798,0.00549,0.02911,-0.01213,-0.24799,-0.25267,0
2624,-0.0005,-0.0048,-0.03682,-0.01171,-0.00626,-0.04928,-0.04334,-0.04897,-0.00541,-0.02048,-0.01578,-0.00621,-0.14537,-0.10352,0
675,0.00056,0.00025,-0.07842,-0.02405,-0.01476,-0.0922,-0.0911,-0.09896,-0.01226,-0.04293,-0.03169,-0.011,-0.00325,0.00136,0
2302,-0.00796,0.00076,-0.07874,-0.02532,-0.0151,-0.09393,-0.09211,-0.09836,-0.01225,-0.04287,-0.0324,-0.01097,0.01429,-0.00351,0
801,-0.00174,0.00406,-0.07869,-0.0246,-0.01517,-0.09399,-0.09143,-0.09882,-0.0121,-0.04273,-0.03216,-0.01082,0.01245,-0.01271,0
435,0.00044,-0.00469,0.03232,0.01404,0.00756,0.03245,0.0282,0.03816,0.00488,0.01102,0.00536,0.00333,-0.38861,-0.23791,0
18,-0.00377,-0.00017,-0.07557,-0.02446,-0.01591,-0.09129,-0.08998,-0.09646,-0.01189,-0.04164,-0.0315,-0.01005,0.00217,-0.00792,0
4057,0.00011,-0.00138,0.06716,0.01127,0.00679,0.07644,0.07227,0.08305,0.00946,0.02511,0.02051,0.00461,0.0792,0.04196,1
1991,-0.00587,0.00181,0.03013,-0.00026,-0.00676,0.03423,0.03604,0.03784,-0.0101,0.00327,0.01081,-0.00428,-0.4027,-0.2126,0
1997,-0.01301,0.00259,-0.03436,-0.01215,-0.00596,-0.0452,-0.03883,-0.04447,-0.00463,-0.02039,-0.01331,-0.00571,-0.16811,-0.09491,0
2994,0.00143,-0.00947,0.06796,0.01558,0.01283,0.07685,0.07201,0.08439,0.00962,0.02711,0.01666,0.00543,0.07112,0.045,1
4560,0.0012,0.00213,-0.07862,-0.02474,-0.01497,-0.09351,-0.09168,-0.09888,-0.01205,-0.04277,-0.0326,-0.01089,0.00883,-0.00991,0
2610,-0.06543,0.00715,-0.03989,-0.01347,-0.00721,-0.05054,-0.04406,-0.04825,-0.00613,-0.02204,-0.01746,-0.00667,-0.0703,-0.10915,0
1999,-0.00796,0.00076,-0.07874,-0.02532,-0.0151,-0.09393,-0.09211,-0.09836,-0.01225,-0.04287,-0.0324,-0.01097,0.01429,-0.00351,0
4261,-0.00513,-0.0024,0.02863,0.00137,-0.0022,0.02761,0.02512,0.03092,0.00261,0.01012,0.00455,-0.00125,-0.37344,-0.24497,0
509,0.00042,-0.0016,-0.07863,-0.02522,-0.01564,-0.09294,-0.09166,-0.09898,-0.01222,-0.0427,-0.03248,-0.01078,0.00904,-0.00507,0
3002,7e-05,-0.00751,-0.03508,-0.01268,-0.00558,-0.04513,-0.03961,-0.04516,-0.00511,-0.01946,-0.01389,-0.00571,-0.16676,-0.09683,0
3571,-0.00565,0.00255,0.07032,0.00698,0.00739,0.07833,0.06994,0.0843,0.00968,0.02696,0.02084,0.00505,0.07885,0.04602,1
2563,0.00278,0.00371,-0.03418,-0.012,-0.00546,-0.04451,-0.03777,-0.04371,-0.00449,-0.01907,-0.01291,-0.00567,-0.18788,-0.09729,0
778,-0.00146,0.00319,0.06814,0.00935,0.00931,0.071,0.06985,0.08344,0.00951,0.02441,0.01859,0.00358,0.08312,0.04451,1
802,-0.0118,0.00234,-0.03435,-0.01227,-0.00595,-0.04501,-0.03876,-0.04491,-0.00533,-0.02033,-0.01349,-0.00579,-0.16665,-0.09614,0
1915,-0.0065,-0.00406,-0.04734,-0.01954,-0.01014,-0.0567,-0.05807,-0.0568,-0.00797,-0.02578,-0.01407,-0.00617,-0.19332,0.008,0
4899,-0.01915,-0.00805,-0.04927,-0.01761,-0.0123,-0.05748,-0.06043,-0.06107,-0.0061,-0.02813,-0.01773,-0.005,-0.12062,-0.03548,0
1243,-0.00662,0.00427,0.06876,0.00894,0.00372,0.07777,0.07304,0.08169,0.00712,0.02644,0.02147,0.00368,0.08105,0.04523,1
3574,-0.01249,0.00241,-0.03435,-0.01212,-0.00598,-0.04515,-0.03875,-0.04448,-0.00464,-0.0203,-0.0133,-0.00571,-0.16795,-0.09566,0
2503,0.0017,0.00181,0.08083,0.01748,0.0164,0.08035,0.07678,0.09399,0.00705,0.02489,-0.01148,-0.00515,0.06559,0.04131,1
1937,-0.00051,-0.0269,-0.0391,-0.0114,-0.00622,-0.04983,-0.048,-0.05169,-0.00497,-0.02087,-0.01966,-0.00496,-0.08433,-0.09001,0
4529,0.00111,-0.01116,-0.07906,-0.02552,-0.01543,-0.09343,-0.09248,-0.099,-0.01229,-0.04318,-0.0326,-0.01098,0.01463,0.00092,0
4196,-0.02108,0.013,-0.03329,-0.01302,-0.00518,-0.04586,-0.0374,-0.04384,-0.00517,-0.01865,-0.01238,-0.00561,-0.15922,-0.08076,0
31,-0.00113,0.00618,-0.0345,-0.01188,-0.00498,-0.04409,-0.03783,-0.04429,-0.00498,-0.01896,-0.01365,-0.00589,-0.1926,-0.08985,0
541,-0.00912,0.0006,0.02637,-0.00833,-0.00382,0.02802,0.02731,0.03233,-0.00949,0.00331,-0.01846,-0.00441,-0.29686,-0.2559,0
2384,-0.0207,0.01352,-0.04017,-0.01164,-0.0053,-0.05033,-0.04171,-0.04866,-0.00583,-0.02272,-0.01867,-0.0063,-0.06865,-0.1213,0
3170,-0.02395,-0.04096,0.03674,0.00801,-0.00041,0.03321,0.03612,0.02307,0.00335,0.01255,0.00384,-0.0061,-0.53217,0.02824,0
4094,-0.00853,0.00464,-0.03429,-0.01233,-0.00693,-0.04769,-0.03959,-0.04546,-0.00487,-0.0202,-0.01275,-0.00527,-0.15979,-0.10539,0
2849,-0.0001,-0.00405,0.02296,-0.00737,-0.01319,0.02569,0.02132,0.03377,-0.00217,0.00371,-0.0086,-0.00222,-0.30709,-0.25114,0
2181,-0.00431,-0.01614,0.09675,0.00125,0.00363,0.08399,0.07598,0.09862,0.02627,-0.01077,-0.00657,-0.00122,0.06519,0.03389,1
1056,-0.00174,0.00406,-0.07869,-0.0246,-0.01517,-0.09399,-0.09143,-0.09882,-0.0121,-0.04273,-0.03216,-0.01082,0.01245,-0.01271,0
1985,-0.00229,0.00142,0.06912,0.0152,0.00699,0.07674,0.07501,0.08457,-0.00364,0.03572,0.01691,0.00365,0.07924,0.04291,1
4505,-0.00077,-0.02154,-0.03895,-0.01205,-0.00745,-0.04827,-0.0472,-0.05117,-0.00496,-0.0205,-0.01672,-0.0057,-0.10045,-0.12271,0
4937,-0.00107,-0.00359,-0.04608,-0.01701,-0.00918,-0.05205,-0.05309,-0.05601,-0.00655,-0.02357,-0.01568,-0.00618,-0.21609,0.00769,0
1541,0.0012,0.00213,-0.07862,-0.02474,-0.01497,-0.09351,-0.09168,-0.09888,-0.01205,-0.04277,-0.0326,-0.01089,0.00883,-0.00991,0
4476,-0.01363,-0.00063,-0.03482,-0.01169,-0.00554,-0.04617,-0.04079,-0.04606,-0.00596,-0.02062,-0.01468,-0.00529,-0.16688,-0.08571,0
768,0.00192,-0.00549,-0.07886,-0.02499,-0.01516,-0.09393,-0.09221,-0.09915,-0.01208,-0.04318,-0.03275,-0.01091,0.01075,-0.00243,0
3949,-0.00332,-0.00151,0.03176,-0.0016,-0.00262,0.03144,0.02772,0.04058,-0.00054,0.00848,-0.00242,2e-05,-0.36568,-0.22077,0
3507,0.00235,-0.00102,-0.07844,-0.0252,-0.01525,-0.09301,-0.09202,-0.09839,-0.01228,-0.04299,-0.03258,-0.01092,0.00804,-0.00675,0
3446,0.00111,-0.01116,-0.07906,-0.02552,-0.01543,-0.09343,-0.09248,-0.099,-0.01229,-0.04318,-0.0326,-0.01098,0.01463,0.00092,0
4093,0.00094,0.00468,0.06441,0.00818,0.00346,0.07511,0.07,0.0805,0.00361,0.02729,0.01199,0.00597,0.07717,0.04822,1
745,0.01411,0.00217,-0.07825,-0.02547,-0.01511,-0.08895,-0.08987,-0.09862,-0.0122,-0.04303,-0.03071,-0.01086,-0.01389,0.00722,0
3072,-0.00188,-0.0259,-0.03831,-0.01186,-0.00787,-0.04877,-0.04671,-0.05141,-0.00458,-0.02009,-0.01846,-0.00583,-0.09811,-0.11867,0
2491,0.00595,-0.01821,0.08075,0.02568,0.01112,0.07329,0.05977,0.07069,0.01679,0.03345,0.03262,0.0171,-0.21414,0.05669,1
2008,-0.0004,0.00445,0.07374,0.006,0.00436,0.07814,0.07005,0.09281,-0.00298,0.03097,0.02562,-0.00563,0.07695,0.03747,1
1048,-0.0078,0.00309,0.02622,-0.00306,-0.00463,0.02914,0.02704,0.03498,-0.00147,0.01024,-0.01161,0.00097,-0.31307,-0.26848,0
1594,-0.00106,-0.00354,-0.04602,-0.01693,-0.0092,-0.052,-0.05295,-0.05592,-0.00656,-0.02352,-0.01567,-0.00618,-0.2166,0.0077,0
2564,0.00066,-0.01208,0.07974,-0.00946,-0.00827,0.09016,0.07096,0.09567,-0.00206,0.03541,0.03865,-0.00383,0.07474,0.03626,1
2118,-0.00193,0.00373,0.03268,-0.00139,0.00273,0.03317,0.02183,0.03502,-0.0028,0.00392,0.01097,0.00077,-0.41129,-0.21586,0
4223,-0.01299,0.00234,-0.03562,-0.01338,-0.00652,-0.04585,-0.0399,-0.0451,-0.00483,-0.02079,-0.01312,-0.0059,-0.1582,-0.09858,0
339,-0.02072,-0.00092,-0.04135,-0.0118,-0.00887,-0.04855,-0.04883,-0.0559,-0.00415,-0.02129,-0.01952,-0.00533,-0.11034,-0.08587,0
3392,-0.00402,-0.00252,-0.07862,-0.02517,-0.01556,-0.09384,-0.09207,-0.09839,-0.01232,-0.04297,-0.03226,-0.01093,0.01496,-0.00472,0
4654,-0.01204,-0.00337,-0.07971,-0.02459,-0.01538,-0.09448,-0.09255,-0.10031,-0.0121,-0.04375,-0.03281,-0.011,0.01836,0.00527,0
1729,-0.00757,-0.04917,0.02816,-0.0194,-0.01142,0.04011,0.0294,0.04282,-0.00036,0.00903,-0.01205,0.00091,-0.54824,0.02432,0
3201,-0.00123,-0.01158,-0.03851,-0.01565,-0.00706,-0.04827,-0.04484,-0.05212,-0.00589,-0.02269,-0.01429,-0.00503,-0.17299,-0.05832,0
3448,-0.00135,0.00226,0.02938,0.00256,-0.00334,0.0308,0.02736,0.03539,-8e-05,0.00771,0.0015,-0.00467,-0.39069,-0.23528,0
2988,-0.02175,0.00444,-0.03823,-0.01022,-0.00698,-0.04906,-0.04641,-0.05004,-0.00501,-0.01995,-0.01977,-0.00597,-0.09257,-0.11192,0
1669,-0.00727,-0.00756,0.03348,-0.00787,-0.0118,0.03513,0.02742,0.03645,-0.00142,0.01159,0.00968,-0.00438,-0.43007,-0.15184,0
3258,-0.04335,-0.00729,-0.05294,-0.01702,-0.01224,-0.05925,-0.06413,-0.06399,-0.00742,-0.0263,-0.01994,-0.00669,-0.12195,0.00406,0
406,0.00657,0.00504,-0.0377,-0.01,-0.00653,-0.04901,-0.04331,-0.04784,-0.00482,-0.0209,-0.01855,-0.00601,-0.10372,-0.11669,0
648,-0.00252,0.00142,0.06949,0.0056,0.00091,0.07625,0.07258,0.0816,0.00796,0.023,0.02016,0.0039,0.07833,0.04787,1
4994,0.09185,0.09447,-0.03225,-0.01268,-0.00789,-0.03941,-0.03817,-0.04168,-0.00373,-0.01652,-0.00924,-0.00509,0.02749,0.06439,1
4246,0.0012,0.00213,-0.07862,-0.02474,-0.01497,-0.09351,-0.09168,-0.09888,-0.01205,-0.04277,-0.0326,-0.01089,0.00883,-0.00991,0
4635,0.00593,0.00822,-0.04774,-0.0164,-0.01161,-0.05743,-0.06296,-0.06132,-0.0075,-0.02463,-0.01876,-0.00667,-0.12004,-0.00754,0
