StudentId,Cluster,ClusterLabel
3501,0,At-Risk Students
3225,0,At-Risk Students
3807,1,Passive Learners
3422,1,Passive Learners
115,1,Passive Learners
3509,3,Inconsistent Learners
2242,1,Passive Learners
29,3,Inconsistent Learners
1263,0,At-Risk Students
2857,0,At-Risk Students
1001,0,At-Risk Students
2937,1,Passive Learners
2037,1,Passive Learners
3817,3,Inconsistent Learners
1809,2,High Achievers
4657,0,At-Risk Students
1047,0,At-Risk Students
4268,1,Passive Learners
4289,3,Inconsistent Learners
3061,0,At-Risk Students
3229,1,Passive Learners
1258,0,At-Risk Students
769,0,At-Risk Students
4310,1,Passive Learners
4871,1,Passive Learners
3609,1,Passive Learners
2051,0,At-Risk Students
4402,0,At-Risk Students
15,0,At-Risk Students
817,1,Passive Learners
4252,0,At-Risk Students
2438,2,High Achievers
423,3,Inconsistent Learners
3554,1,Passive Learners
3183,1,Passive Learners
1544,0,At-Risk Students
4844,1,Passive Learners
1294,1,Passive Learners
4766,3,Inconsistent Learners
3469,3,Inconsistent Learners
2020,2,High Achievers
2632,1,Passive Learners
108,0,At-Risk Students
3819,1,Passive Learners
3482,0,At-Risk Students
3723,1,Passive Learners
4865,3,Inconsistent Learners
1686,0,At-Risk Students
1931,1,Passive Learners
4688,2,High Achievers
2655,3,Inconsistent Learners
4760,1,Passive Learners
3122,2,High Achievers
2951,1,Passive Learners
3910,2,High Achievers
3527,0,At-Risk Students
3176,2,High Achievers
2560,1,Passive Learners
2997,0,At-Risk Students
3825,3,Inconsistent Learners
652,1,Passive Learners
3774,1,Passive Learners
2001,1,Passive Learners
4069,0,At-Risk Students
1857,1,Passive Learners
4281,1,Passive Learners
4831,0,At-Risk Students
1865,3,Inconsistent Learners
990,0,At-Risk Students
3129,1,Passive Learners
1482,0,At-Risk Students
3804,0,At-Risk Students
2076,0,At-Risk Students
2351,2,High Achievers
4267,1,Passive Learners
1828,0,At-Risk Students
3442,0,At-Risk Students
3665,1,Passive Learners
4018,0,At-Risk Students
3253,2,High Achievers
1632,0,At-Risk Students
2452,1,Passive Learners
97,0,At-Risk Students
944,0,At-Risk Students
1059,1,Passive Learners
3384,1,Passive Learners
3591,2,High Achievers
851,1,Passive Learners
1693,1,Passive Learners
1720,1,Passive Learners
4164,0,At-Risk Students
3040,1,Passive Learners
2496,1,Passive Learners
1408,0,At-Risk Students
3907,0,At-Risk Students
192,1,Passive Learners
2477,1,Passive Learners
504,3,Inconsistent Learners
4422,1,Passive Learners
2291,0,At-Risk Students
3877,3,Inconsistent Learners
573,3,Inconsistent Learners
4373,3,Inconsistent Learners
2671,0,At-Risk Students
299,2,High Achievers
4371,0,At-Risk Students
1379,0,At-Risk Students
4827,1,Passive Learners
4433,0,At-Risk Students
1467,3,Inconsistent Learners
2782,0,At-Risk Students
76,3,Inconsistent Learners
500,0,At-Risk Students
3044,1,Passive Learners
2670,1,Passive Learners
3984,1,Passive Learners
1207,0,At-Risk Students
1245,1,Passive Learners
3395,1,Passive Learners
3465,2,High Achievers
240,0,At-Risk Students
2597,0,At-Risk Students
2651,3,Inconsistent Learners
3362,1,Passive Learners
2259,0,At-Risk Students
4316,0,At-Risk Students
945,0,At-Risk Students
249,1,Passive Learners
962,0,At-Risk Students
156,0,At-Risk Students
2494,1,Passive Learners
876,0,At-Risk Students
46,0,At-Risk Students
1560,3,Inconsistent Learners
1330,0,At-Risk Students
3026,3,Inconsistent Learners
3095,0,At-Risk Students
499,0,At-Risk Students
2200,0,At-Risk Students
992,0,At-Risk Students
2838,0,At-Risk Students
479,3,Inconsistent Learners
1286,0,At-Risk Students
3578,0,At-Risk Students
1743,0,At-Risk Students
2222,1,Passive Learners
3515,0,At-Risk Students
1402,1,Passive Learners
4089,3,Inconsistent Learners
3173,1,Passive Learners
3277,1,Passive Learners
4910,3,Inconsistent Learners
2897,1,Passive Learners
4235,3,Inconsistent Learners
3262,0,At-Risk Students
2418,0,At-Risk Students
4134,0,At-Risk Students
3142,1,Passive Learners
4308,1,Passive Learners
2859,2,High Achievers
1002,1,Passive Learners
3588,1,Passive Learners
1764,1,Passive Learners
4123,0,At-Risk Students
3915,2,High Achievers
3815,1,Passive Learners
669,1,Passive Learners
3740,1,Passive Learners
2268,1,Passive Learners
2015,3,Inconsistent Learners
19,1,Passive Learners
1806,1,Passive Learners
2791,1,Passive Learners
469,0,At-Risk Students
3744,1,Passive Learners
1070,1,Passive Learners
364,1,Passive Learners
4561,1,Passive Learners
2004,1,Passive Learners
2618,1,Passive Learners
4306,1,Passive Learners
2235,1,Passive Learners
4280,1,Passive Learners
4620,2,High Achievers
279,1,Passive Learners
1168,1,Passive Learners
2820,3,Inconsistent Learners
2011,2,High Achievers
4066,1,Passive Learners
4933,1,Passive Learners
1798,0,At-Risk Students
2657,0,At-Risk Students
638,3,Inconsistent Learners
311,0,At-Risk Students
3771,3,Inconsistent Learners
2932,0,At-Risk Students
2300,1,Passive Learners
3412,0,At-Risk Students
3645,0,At-Risk Students
3358,0,At-Risk Students
748,1,Passive Learners
1692,0,At-Risk Students
1195,0,At-Risk Students
4761,2,High Achievers
2459,1,Passive Learners
1335,0,At-Risk Students
4888,2,High Achievers
2191,2,High Achievers
3535,0,At-Risk Students
420,0,At-Risk Students
354,1,Passive Learners
3874,0,At-Risk Students
3288,1,Passive Learners
2067,2,High Achievers
3859,2,High Achievers
1952,1,Passive Learners
1288,3,Inconsistent Learners
1705,1,Passive Learners
4727,3,Inconsistent Learners
1768,2,High Achievers
3165,1,Passive Learners
2599,3,Inconsistent Learners
2516,0,At-Risk Students
4127,2,High Achievers
809,2,High Achievers
3359,1,Passive Learners
4526,0,At-Risk Students
1879,1,Passive Learners
4968,2,High Achievers
3728,3,Inconsistent Learners
1209,0,At-Risk Students
4296,2,High Achievers
4428,0,At-Risk Students
4735,0,At-Risk Students
3958,0,At-Risk Students
901,1,Passive Learners
2023,2,High Achievers
2540,2,High Achievers
4741,1,Passive Learners
4037,1,Passive Learners
3350,0,At-Risk Students
2567,0,At-Risk Students
2218,1,Passive Learners
659,1,Passive Learners
4511,0,At-Risk Students
4687,1,Passive Learners
1615,1,Passive Learners
4842,3,Inconsistent Learners
998,1,Passive Learners
2732,2,High Achievers
1607,3,Inconsistent Learners
1211,0,At-Risk Students
2036,0,At-Risk Students
926,0,At-Risk Students
1231,3,Inconsistent Learners
2243,0,At-Risk Students
4215,2,High Achievers
2961,3,Inconsistent Learners
223,0,At-Risk Students
3906,1,Passive Learners
1401,0,At-Risk Students
2065,1,Passive Learners
4430,2,High Achievers
1571,1,Passive Learners
3558,1,Passive Learners
1929,1,Passive Learners
2260,1,Passive Learners
930,1,Passive Learners
191,2,High Achievers
3432,1,Passive Learners
4186,2,High Achievers
3844,0,At-Risk Students
2518,1,Passive Learners
2332,2,High Achievers
3416,1,Passive Learners
4604,2,High Achievers
1876,1,Passive Learners
1355,1,Passive Learners
2765,1,Passive Learners
2645,0,At-Risk Students
3758,2,High Achievers
3209,0,At-Risk Students
701,0,At-Risk Students
1241,0,At-Risk Students
2968,3,Inconsistent Learners
2124,1,Passive Learners
54,0,At-Risk Students
1608,1,Passive Learners
1364,0,At-Risk Students
3150,1,Passive Learners
1035,0,At-Risk Students
3098,3,Inconsistent Learners
4414,1,Passive Learners
2119,2,High Achievers
1781,2,High Achievers
2019,0,At-Risk Students
858,3,Inconsistent Learners
3680,1,Passive Learners
1378,2,High Achievers
835,1,Passive Learners
4903,0,At-Risk Students
3875,3,Inconsistent Learners
557,0,At-Risk Students
4061,1,Passive Learners
1728,3,Inconsistent Learners
1943,0,At-Risk Students
4062,0,At-Risk Students
1526,1,Passive Learners
2753,0,At-Risk Students
3092,0,At-Risk Students
1519,0,At-Risk Students
3597,1,Passive Learners
3848,0,At-Risk Students
1155,3,Inconsistent Learners
2920,2,High Achievers
4492,0,At-Risk Students
1875,0,At-Risk Students
2010,2,High Achievers
3363,0,At-Risk Students
4292,2,High Achievers
1581,3,Inconsistent Learners
1197,0,At-Risk Students
3948,2,High Achievers
2658,3,Inconsistent Learners
550,0,At-Risk Students
2672,0,At-Risk Students
3718,0,At-Risk Students
1126,0,At-Risk Students
86,0,At-Risk Students
4699,0,At-Risk Students
625,3,Inconsistent Learners
1496,0,At-Risk Students
4400,0,At-Risk Students
1098,2,High Achievers
21,0,At-Risk Students
4072,2,High Achievers
39,0,At-Risk Students
3272,3,Inconsistent Learners
1709,1,Passive Learners
1762,2,High Achievers
3056,2,High Achievers
1573,1,Passive Learners
4174,0,At-Risk Students
1629,1,Passive Learners
2455,1,Passive Learners
4122,0,At-Risk Students
4549,0,At-Risk Students
2240,2,High Achievers
2542,3,Inconsistent Learners
1780,0,At-Risk Students
4713,1,Passive Learners
474,2,High Achievers
1161,1,Passive Learners
895,0,At-Risk Students
2133,1,Passive Learners
1036,2,High Achievers
490,0,At-Risk Students
3580,0,At-Risk Students
3118,2,High Achievers
44,1,Passive Learners
2633,3,Inconsistent Learners
1087,0,At-Risk Students
918,0,At-Risk Students
3914,0,At-Risk Students
2860,0,At-Risk Students
1682,0,At-Risk Students
2275,1,Passive Learners
2479,0,At-Risk Students
3094,0,At-Risk Students
4029,0,At-Risk Students
3420,1,Passive Learners
985,0,At-Risk Students
993,0,At-Risk Students
2982,1,Passive Learners
4984,1,Passive Learners
4939,0,At-Risk Students
2788,2,High Achievers
2756,3,Inconsistent Learners
3082,1,Passive Learners
3306,1,Passive Learners
2341,1,Passive Learners
1004,1,Passive Learners
2724,0,At-Risk Students
451,0,At-Risk Students
1901,1,Passive Learners
143,1,Passive Learners
1183,0,At-Risk Students
813,3,Inconsistent Learners
4004,3,Inconsistent Learners
1610,0,At-Risk Students
2942,3,Inconsistent Learners
2489,1,Passive Learners
3280,1,Passive Learners
4300,1,Passive Learners
1491,0,At-Risk Students
1789,2,High Achievers
4879,0,At-Risk Students
3291,1,Passive Learners
3485,3,Inconsistent Learners
2592,2,High Achievers
2531,1,Passive Learners
4193,0,At-Risk Students
3078,0,At-Risk Students
2952,1,Passive Learners
3241,3,Inconsistent Learners
2142,1,Passive Learners
1968,0,At-Risk Students
349,1,Passive Learners
227,2,High Achievers
2541,1,Passive Learners
4348,1,Passive Learners
45,3,Inconsistent Learners
448,0,At-Risk Students
1535,2,High Achievers
4266,2,High Achievers
4916,0,At-Risk Students
1336,2,High Achievers
1284,0,At-Risk Students
2945,3,Inconsistent Learners
4227,0,At-Risk Students
3190,0,At-Risk Students
821,0,At-Risk Students
2176,2,High Achievers
636,2,High Achievers
1104,3,Inconsistent Learners
4399,0,At-Risk Students
2532,2,High Achievers
565,1,Passive Learners
3400,2,High Achievers
2190,0,At-Risk Students
3391,1,Passive Learners
2123,0,At-Risk Students
3131,1,Passive Learners
3279,0,At-Risk Students
1031,0,At-Risk Students
1510,3,Inconsistent Learners
4591,3,Inconsistent Learners
3895,2,High Achievers
4870,0,At-Risk Students
859,1,Passive Learners
1536,0,At-Risk Students
640,2,High Achievers
2380,1,Passive Learners
884,0,At-Risk Students
401,1,Passive Learners
2344,1,Passive Learners
2868,1,Passive Learners
1153,3,Inconsistent Learners
3843,0,At-Risk Students
4251,1,Passive Learners
942,1,Passive Learners
426,0,At-Risk Students
2204,1,Passive Learners
1868,1,Passive Learners
193,2,High Achievers
4806,0,At-Risk Students
1235,0,At-Risk Students
2711,1,Passive Learners
2544,0,At-Risk Students
3494,0,At-Risk Students
2683,0,At-Risk Students
2271,1,Passive Learners
2339,0,At-Risk Students
3805,0,At-Risk Students
4027,0,At-Risk Students
3372,1,Passive Learners
580,3,Inconsistent Learners
2735,1,Passive Learners
2305,1,Passive Learners
995,0,At-Risk Students
3062,3,Inconsistent Learners
4793,0,At-Risk Students
2827,0,At-Risk Students
1737,0,At-Risk Students
1795,0,At-Risk Students
4278,2,High Achievers
2269,1,Passive Learners
1713,1,Passive Learners
1030,3,Inconsistent Learners
4298,1,Passive Learners
3053,2,High Achievers
2694,0,At-Risk Students
2734,0,At-Risk Students
4825,1,Passive Learners
1350,2,High Achievers
2420,0,At-Risk Students
4717,0,At-Risk Students
4750,0,At-Risk Students
4672,2,High Achievers
2722,1,Passive Learners
2550,1,Passive Learners
1477,0,At-Risk Students
1015,1,Passive Learners
4214,0,At-Risk Students
4136,3,Inconsistent Learners
2132,1,Passive Learners
4259,1,Passive Learners
4431,1,Passive Learners
3926,0,At-Risk Students
4562,3,Inconsistent Learners
634,2,High Achievers
2253,1,Passive Learners
1911,1,Passive Learners
3518,3,Inconsistent Learners
4784,1,Passive Learners
260,3,Inconsistent Learners
4588,1,Passive Learners
3922,0,At-Risk Students
1814,3,Inconsistent Learners
2836,1,Passive Learners
4023,0,At-Risk Students
2149,2,High Achievers
3435,1,Passive Learners
1273,1,Passive Learners
1605,1,Passive Learners
3081,2,High Achievers
1513,0,At-Risk Students
2695,0,At-Risk Students
4330,1,Passive Learners
4665,1,Passive Learners
3538,1,Passive Learners
2770,1,Passive Learners
3637,1,Passive Learners
4012,3,Inconsistent Learners
746,1,Passive Learners
810,0,At-Risk Students
946,0,At-Risk Students
4077,2,High Achievers
2406,1,Passive Learners
3971,1,Passive Learners
434,1,Passive Learners
4362,1,Passive Learners
4998,1,Passive Learners
3946,0,At-Risk Students
2992,0,At-Risk Students
271,0,At-Risk Students
583,0,At-Risk Students
762,0,At-Risk Students
4011,0,At-Risk Students
3610,0,At-Risk Students
1027,0,At-Risk Students
3992,0,At-Risk Students
2799,1,Passive Learners
1019,0,At-Risk Students
870,1,Passive Learners
2227,1,Passive Learners
3248,2,High Achievers
1299,3,Inconsistent Learners
1037,1,Passive Learners
3031,0,At-Risk Students
4454,0,At-Risk Students
3854,1,Passive Learners
1016,0,At-Risk Students
4217,3,Inconsistent Learners
3820,1,Passive Learners
1444,2,High Achievers
4082,0,At-Risk Students
2591,0,At-Risk Students
159,3,Inconsistent Learners
2415,2,High Achievers
3080,2,High Achievers
4689,0,At-Risk Students
2487,1,Passive Learners
1567,1,Passive Learners
2497,3,Inconsistent Learners
1338,3,Inconsistent Learners
1986,1,Passive Learners
4855,2,High Achievers
2781,3,Inconsistent Learners
824,1,Passive Learners
4146,1,Passive Learners
3117,1,Passive Learners
3942,3,Inconsistent Learners
2131,1,Passive Learners
961,2,High Achievers
711,2,High Achievers
552,1,Passive Learners
2471,0,At-Risk Students
1930,2,High Achievers
1259,2,High Achievers
1492,0,At-Risk Students
2906,1,Passive Learners
4922,0,At-Risk Students
2188,1,Passive Learners
1205,0,At-Risk Students
2443,0,At-Risk Students
4680,0,At-Risk Students
3386,1,Passive Learners
4929,0,At-Risk Students
1420,0,At-Risk Students
1399,1,Passive Learners
2873,0,At-Risk Students
2328,0,At-Risk Students
529,2,High Achievers
131,1,Passive Learners
1494,3,Inconsistent Learners
4787,2,High Achievers
2263,3,Inconsistent Learners
373,3,Inconsistent Learners
3127,1,Passive Learners
361,3,Inconsistent Learners
2691,0,At-Risk Students
3039,2,High Achievers
3608,1,Passive Learners
3566,1,Passive Learners
3927,0,At-Risk Students
604,0,At-Risk Students
1836,0,At-Risk Students
932,1,Passive Learners
1666,1,Passive Learners
2662,3,Inconsistent Learners
678,1,Passive Learners
2084,2,High Achievers
4269,1,Passive Learners
708,0,At-Risk Students
1540,1,Passive Learners
4046,0,At-Risk Students
577,1,Passive Learners
3325,0,At-Risk Students
1314,0,At-Risk Students
208,0,At-Risk Students
1242,1,Passive Learners
2783,0,At-Risk Students
3247,3,Inconsistent Learners
2635,1,Passive Learners
1899,0,At-Risk Students
3001,2,High Achievers
2017,0,At-Risk Students
3615,1,Passive Learners
1994,0,At-Risk Students
2880,2,High Achievers
3997,0,At-Risk Students
4130,0,At-Risk Students
4592,1,Passive Learners
4597,0,At-Risk Students
3438,2,High Achievers
151,1,Passive Learners
421,1,Passive Learners
2413,2,High Achievers
4419,1,Passive Learners
1710,1,Passive Learners
1701,1,Passive Learners
3366,1,Passive Learners
1307,3,Inconsistent Learners
1101,1,Passive Learners
1459,1,Passive Learners
3038,1,Passive Learners
3443,1,Passive Learners
2082,0,At-Risk Students
585,1,Passive Learners
4048,0,At-Risk Students
212,0,At-Risk Students
3234,1,Passive Learners
2768,1,Passive Learners
878,0,At-Risk Students
2641,1,Passive Learners
4990,3,Inconsistent Learners
3748,1,Passive Learners
342,3,Inconsistent Learners
491,3,Inconsistent Learners
1869,0,At-Risk Students
2871,3,Inconsistent Learners
3559,1,Passive Learners
4872,3,Inconsistent Learners
505,1,Passive Learners
4099,1,Passive Learners
2519,1,Passive Learners
834,3,Inconsistent Learners
2105,1,Passive Learners
3261,0,At-Risk Students
3287,0,At-Risk Students
3658,2,High Achievers
4613,3,Inconsistent Learners
3940,2,High Achievers
3508,1,Passive Learners
100,0,At-Risk Students
2729,0,At-Risk Students
597,0,At-Risk Students
1551,0,At-Risk Students
503,0,At-Risk Students
4607,1,Passive Learners
2803,1,Passive Learners
1804,1,Passive Learners
37,1,Passive Learners
4691,1,Passive Learners
4962,0,At-Risk Students
2757,1,Passive Learners
608,1,Passive Learners
3642,2,High Achievers
404,3,Inconsistent Learners
487,2,High Achievers
833,1,Passive Learners
106,1,Passive Learners
1017,1,Passive Learners
3009,0,At-Risk Students
1763,2,High Achievers
181,0,At-Risk Students
774,1,Passive Learners
3551,0,At-Risk Students
4673,1,Passive Learners
4771,1,Passive Learners
4194,3,Inconsistent Learners
213,0,At-Risk Students
1946,0,At-Risk Students
806,2,High Achievers
4003,3,Inconsistent Learners
2634,0,At-Risk Students
4499,0,At-Risk Students
1951,1,Passive Learners
2244,0,At-Risk Students
843,0,At-Risk Students
2287,0,At-Risk Students
4758,0,At-Risk Students
2774,1,Passive Learners
2571,0,At-Risk Students
4035,0,At-Risk Students
1466,0,At-Risk Students
2622,1,Passive Learners
999,1,Passive Learners
2014,0,At-Risk Students
2861,2,High Achievers
787,1,Passive Learners
2962,0,At-Risk Students
4418,0,At-Risk Students
4900,2,High Achievers
989,1,Passive Learners
1371,1,Passive Learners
4574,0,At-Risk Students
3436,1,Passive Learners
3681,1,Passive Learners
3784,0,At-Risk Students
3373,0,At-Risk Students
3968,1,Passive Learners
1291,2,High Achievers
146,1,Passive Learners
2280,0,At-Risk Students
3598,1,Passive Learners
3824,0,At-Risk Students
3338,0,At-Risk Students
1116,0,At-Risk Students
2114,1,Passive Learners
2821,1,Passive Learners
2229,0,At-Risk Students
4840,0,At-Risk Students
296,0,At-Risk Students
4157,3,Inconsistent Learners
2974,2,High Achievers
4970,0,At-Risk Students
3563,0,At-Risk Students
3933,1,Passive Learners
1227,0,At-Risk Students
3557,0,At-Risk Students
418,1,Passive Learners
743,0,At-Risk Students
1270,3,Inconsistent Learners
3175,1,Passive Learners
3463,0,At-Risk Students
4880,0,At-Risk Students
2481,3,Inconsistent Learners
2991,1,Passive Learners
4850,3,Inconsistent Learners
1484,2,High Achievers
647,0,At-Risk Students
4552,0,At-Risk Students
1747,0,At-Risk Students
3502,0,At-Risk Students
4438,2,High Achievers
4340,0,At-Risk Students
4859,2,High Achievers
2265,1,Passive Learners
2914,1,Passive Learners
3855,3,Inconsistent Learners
3029,0,At-Risk Students
2080,0,At-Risk Students
1971,3,Inconsistent Learners
1758,0,At-Risk Students
1469,2,High Achievers
4103,2,High Achievers
4930,3,Inconsistent Learners
3477,3,Inconsistent Learners
2168,0,At-Risk Students
1575,1,Passive Learners
747,1,Passive Learners
4746,0,At-Risk Students
3955,2,High Achievers
1192,1,Passive Learners
1691,3,Inconsistent Learners
1393,0,At-Risk Students
3856,0,At-Risk Students
4833,1,Passive Learners
4935,1,Passive Learners
4969,1,Passive Learners
4814,3,Inconsistent Learners
1918,2,High Achievers
782,1,Passive Learners
1257,1,Passive Learners
2545,2,High Achievers
2998,0,At-Risk Students
3326,1,Passive Learners
247,1,Passive Learners
3944,1,Passive Learners
2976,0,At-Risk Students
1486,3,Inconsistent Learners
592,1,Passive Learners
599,0,At-Risk Students
2607,2,High Achievers
1724,1,Passive Learners
27,1,Passive Learners
3936,3,Inconsistent Learners
929,2,High Achievers
4149,3,Inconsistent Learners
1430,1,Passive Learners
3505,1,Passive Learners
2285,0,At-Risk Students
2817,0,At-Risk Students
4200,1,Passive Learners
2183,1,Passive Learners
2003,3,Inconsistent Learners
2147,0,At-Risk Students
3589,3,Inconsistent Learners
4756,2,High Achievers
4469,0,At-Risk Students
125,3,Inconsistent Learners
3522,0,At-Risk Students
1426,1,Passive Learners
4026,0,At-Risk Students
3206,0,At-Risk Students
1271,2,High Achievers
1775,0,At-Risk Students
698,2,High Achievers
2586,1,Passive Learners
4780,1,Passive Learners
2030,1,Passive Learners
3250,0,At-Risk Students
1942,3,Inconsistent Learners
1256,2,High Achievers
3810,0,At-Risk Students
1697,0,At-Risk Students
1175,3,Inconsistent Learners
3842,0,At-Risk Students
3962,1,Passive Learners
1760,3,Inconsistent Learners
4290,0,At-Risk Students
207,0,At-Risk Students
2625,2,High Achievers
1409,3,Inconsistent Learners
172,0,At-Risk Students
720,0,At-Risk Students
237,3,Inconsistent Learners
3821,1,Passive Learners
516,0,At-Risk Students
1313,0,At-Risk Students
467,1,Passive Learners
1147,1,Passive Learners
3929,0,At-Risk Students
2140,1,Passive Learners
2215,0,At-Risk Students
382,0,At-Risk Students
1769,2,High Achievers
60,0,At-Risk Students
3594,3,Inconsistent Learners
166,0,At-Risk Students
4762,3,Inconsistent Learners
3813,1,Passive Learners
2520,0,At-Risk Students
164,3,Inconsistent Learners
2336,1,Passive Learners
2055,3,Inconsistent Learners
3423,3,Inconsistent Learners
4545,0,At-Risk Students
903,0,At-Risk Students
633,1,Passive Learners
4353,3,Inconsistent Learners
3626,3,Inconsistent Learners
3970,1,Passive Learners
1934,0,At-Risk Students
4807,1,Passive Learners
1125,1,Passive Learners
4605,0,At-Risk Students
771,0,At-Risk Students
2572,1,Passive Learners
1717,1,Passive Learners
362,0,At-Risk Students
4548,1,Passive Learners
4283,0,At-Risk Students
4189,1,Passive Learners
2025,0,At-Risk Students
963,0,At-Risk Students
576,3,Inconsistent Learners
4848,0,At-Risk Students
626,0,At-Risk Students
4050,0,At-Risk Students
3483,0,At-Risk Students
150,0,At-Risk Students
2981,3,Inconsistent Learners
3802,0,At-Risk Students
78,3,Inconsistent Learners
3114,0,At-Risk Students
4593,3,Inconsistent Learners
1772,1,Passive Learners
4294,0,At-Risk Students
329,1,Passive Learners
1026,0,At-Risk Students
4169,1,Passive Learners
2042,0,At-Risk Students
433,1,Passive Learners
2978,0,At-Risk Students
4734,0,At-Risk Students
281,0,At-Risk Students
908,0,At-Risk Students
4313,1,Passive Learners
2832,1,Passive Learners
3788,3,Inconsistent Learners
1843,0,At-Risk Students
4406,1,Passive Learners
601,2,High Achievers
3034,0,At-Risk Students
4188,0,At-Risk Students
2410,0,At-Risk Students
2495,0,At-Risk Students
4517,0,At-Risk Students
3196,1,Passive Learners
776,3,Inconsistent Learners
4698,0,At-Risk Students
1071,0,At-Risk Students
1637,1,Passive Learners
558,0,At-Risk Students
153,0,At-Risk Students
3493,3,Inconsistent Learners
3139,0,At-Risk Students
3356,1,Passive Learners
3795,1,Passive Learners
2517,1,Passive Learners
3647,2,High Achievers
1884,2,High Achievers
4752,0,At-Risk Students
1178,3,Inconsistent Learners
1818,0,At-Risk Students
3996,0,At-Risk Students
70,1,Passive Learners
447,0,At-Risk Students
973,0,At-Risk Students
972,0,At-Risk Students
2499,1,Passive Learners
1546,1,Passive Learners
1451,1,Passive Learners
3298,0,At-Risk Students
1454,1,Passive Learners
4031,1,Passive Learners
2120,0,At-Risk Students
3296,1,Passive Learners
4264,0,At-Risk Students
4440,2,High Achievers
3382,1,Passive Learners
3789,1,Passive Learners
3292,1,Passive Learners
2317,1,Passive Learners
3182,0,At-Risk Students
2326,3,Inconsistent Learners
1556,0,At-Risk Students
3993,0,At-Risk Students
1395,1,Passive Learners
375,1,Passive Learners
3048,1,Passive Learners
388,1,Passive Learners
4861,0,At-Risk Students
1343,3,Inconsistent Learners
4640,0,At-Risk Students
2676,1,Passive Learners
725,1,Passive Learners
3340,0,At-Risk Students
3126,0,At-Risk Students
563,0,At-Risk Students
4448,0,At-Risk Students
162,3,Inconsistent Learners
1614,1,Passive Learners
4332,1,Passive Learners
819,0,At-Risk Students
4751,0,At-Risk Students
2640,1,Passive Learners
142,1,Passive Learners
2173,1,Passive Learners
103,1,Passive Learners
4645,1,Passive Learners
80,1,Passive Learners
4203,0,At-Risk Students
3023,1,Passive Learners
3741,0,At-Risk Students
4743,1,Passive Learners
304,0,At-Risk Students
321,1,Passive Learners
4247,3,Inconsistent Learners
605,0,At-Risk Students
697,0,At-Risk Students
1385,0,At-Risk Students
4135,1,Passive Learners
310,0,At-Risk Students
1842,1,Passive Learners
4447,0,At-Risk Students
823,1,Passive Learners
3058,1,Passive Learners
3937,3,Inconsistent Learners
2746,1,Passive Learners
1345,1,Passive Learners
417,0,At-Risk Students
3934,2,High Achievers
1965,2,High Achievers
2723,0,At-Risk Students
2892,1,Passive Learners
1303,1,Passive Learners
2445,1,Passive Learners
1851,2,High Achievers
2199,0,At-Risk Students
3351,0,At-Risk Students
4150,1,Passive Learners
4639,3,Inconsistent Learners
3964,0,At-Risk Students
3204,0,At-Risk Students
1014,0,At-Risk Students
2475,0,At-Risk Students
680,0,At-Risk Students
3938,0,At-Risk Students
1880,1,Passive Learners
1334,3,Inconsistent Learners
3283,0,At-Risk Students
3318,0,At-Risk Students
4873,3,Inconsistent Learners
2739,0,At-Risk Students
2241,1,Passive Learners
4946,1,Passive Learners
4631,0,At-Risk Students
875,2,High Achievers
656,0,At-Risk Students
1130,0,At-Risk Students
4658,1,Passive Learners
2221,0,At-Risk Students
1429,0,At-Risk Students
3197,0,At-Risk Students
3923,3,Inconsistent Learners
4508,1,Passive Learners
729,1,Passive Learners
3324,2,High Achievers
4786,0,At-Risk Students
4212,1,Passive Learners
1384,1,Passive Learners
2526,1,Passive Learners
4754,0,At-Risk Students
3,0,At-Risk Students
3487,2,High Achievers
1873,0,At-Risk Students
3519,3,Inconsistent Learners
363,0,At-Risk Students
4154,0,At-Risk Students
224,2,High Achievers
1136,2,High Achievers
3981,0,At-Risk Students
461,2,High Achievers
4731,0,At-Risk Students
3370,0,At-Risk Students
864,1,Passive Learners
220,1,Passive Learners
3217,0,At-Risk Students
3975,1,Passive Learners
671,3,Inconsistent Learners
3766,1,Passive Learners
1325,1,Passive Learners
848,2,High Achievers
2703,1,Passive Learners
42,3,Inconsistent Learners
3555,1,Passive Learners
1645,0,At-Risk Students
521,0,At-Risk Students
2155,0,At-Risk Students
1092,0,At-Risk Students
1005,2,High Achievers
1292,3,Inconsistent Learners
4798,3,Inconsistent Learners
4305,1,Passive Learners
3174,0,At-Risk Students
2357,3,Inconsistent Learners
890,1,Passive Learners
3019,0,At-Risk Students
2320,1,Passive Learners
4346,1,Passive Learners
1316,3,Inconsistent Learners
1312,1,Passive Learners
2743,2,High Achievers
266,1,Passive Learners
2684,1,Passive Learners
4956,1,Passive Learners
3367,2,High Achievers
2568,0,At-Risk Students
3159,1,Passive Learners
2784,0,At-Risk Students
1148,1,Passive Learners
3328,1,Passive Learners
1862,1,Passive Learners
2135,1,Passive Learners
1398,1,Passive Learners
1950,3,Inconsistent Learners
1655,1,Passive Learners
2292,2,High Achievers
4343,3,Inconsistent Learners
584,1,Passive Learners
492,0,At-Risk Students
1661,0,At-Risk Students
4133,1,Passive Learners
815,1,Passive Learners
4202,1,Passive Learners
4532,0,At-Risk Students
3151,1,Passive Learners
3200,0,At-Risk Students
1853,2,High Achievers
1995,1,Passive Learners
1351,1,Passive Learners
2301,0,At-Risk Students
40,1,Passive Learners
1656,0,At-Risk Students
4608,1,Passive Learners
1085,0,At-Risk Students
1084,1,Passive Learners
