StudentId,AvgQuizScore,AvgGrade,CompletionRate,QuizPassRate,CourseId,CompositeScore,RankInCourse,Title
3985,68.6,9.08,0.5,0.25,136,0.5112,3,Operating Systems
163,56.6,14.0,0.6667,0.1667,8,0.511,1,Data Science
214,66.6333,0.0,0.5882,0.4615,38,0.5096,4,Database Systems
779,68.7778,0.0,0.5455,0.5,147,0.5075,3,Data Science
3389,53.4625,0.0,0.8,0.3333,143,0.5073,3,Database Systems
3389,53.4625,0.0,0.8,0.3333,32,0.5073,2,Computer Architecture
3389,53.4625,0.0,0.8,0.3333,180,0.5073,6,Discrete Mathematics
614,59.45,11.025,0.625,0.5,147,0.5068,4,Data Science
1264,63.75,0.0,0.625,0.5,86,0.5062,3,Database Systems
1456,55.3333,29.0,0.5714,0.5,115,0.5061,2,Artificial Intelligence
1456,55.3333,29.0,0.5714,0.5,30,0.5061,4,Machine Learning
1456,55.3333,29.0,0.5714,0.5,80,0.5061,4,Computer Architecture
1456,55.3333,29.0,0.5714,0.5,34,0.5061,4,Algorithms
2272,69.2,0.0,0.5333,0.6364,135,0.506,4,Data Science
2272,69.2,0.0,0.5333,0.6364,147,0.506,5,Data Science
2272,69.2,0.0,0.5333,0.6364,85,0.506,2,Artificial Intelligence
1321,55.2833,14.6333,0.6667,0.2,196,0.5057,4,Database Systems
4530,71.0667,0.0,0.5,0.4,46,0.5053,2,Mobile App Development
4620,53.12,16.0,0.6923,0.1538,159,0.5053,3,Data Science
1200,71.0,0.0,0.5,0.5,177,0.505,5,Data Science
1200,71.0,0.0,0.5,0.5,169,0.505,4,Cyber Security Fundamentals
1200,71.0,0.0,0.5,0.5,51,0.505,2,Discrete Mathematics
1200,71.0,0.0,0.5,0.5,78,0.505,3,Artificial Intelligence
4054,50.9,0.0,0.8333,1.0,123,0.5045,5,Cloud Computing
1400,63.3583,0.0,0.625,0.5294,18,0.5043,5,Computer Networks
2179,51.1333,11.55,0.75,0.2,191,0.5038,6,Data Structures
2179,51.1333,11.55,0.75,0.2,100,0.5038,4,Software Engineering
3237,56.98,26.1,0.5556,0.4615,26,0.5038,4,Mobile App Development
3237,56.98,26.1,0.5556,0.4615,108,0.5038,3,Software Engineering
3237,56.98,26.1,0.5556,0.4615,118,0.5038,5,Computer Networks
1850,55.9833,14.0,0.6471,0.3636,198,0.502,5,Machine Learning
2780,56.46,9.8,0.6667,0.375,109,0.5019,4,Artificial Intelligence
3194,66.1,0.0,0.5714,0.2,7,0.5019,2,Operating Systems
2780,56.46,9.8,0.6667,0.375,74,0.5019,7,Computer Architecture
2989,75.3,0.0,0.4167,0.6154,137,0.5015,2,Computer Networks
2989,75.3,0.0,0.4167,0.6154,63,0.5015,3,Computer Networks
4198,70.3,0.0,0.5,0.3,1,0.5015,5,Cyber Security Fundamentals
4198,70.3,0.0,0.5,0.3,197,0.5015,2,Computer Networks
2989,75.3,0.0,0.4167,0.6154,31,0.5015,4,Computer Architecture
2989,75.3,0.0,0.4167,0.6154,9,0.5015,5,Artificial Intelligence
1334,96.0,10.6333,0.0,0.2,186,0.5013,4,Algorithms
1334,96.0,10.6333,0.0,0.2,141,0.5013,4,Computer Networks
2262,55.05,0.0,0.75,0.4,2,0.5002,6,Machine Learning
2262,55.05,0.0,0.75,0.4,4,0.5002,3,Computer Networks
4892,68.2,13.8667,0.4375,0.4615,6,0.5,4,Artificial Intelligence
4892,68.2,13.8667,0.4375,0.4615,56,0.5,5,Data Science
4892,68.2,13.8667,0.4375,0.4615,7,0.5,3,Operating Systems
1159,59.9333,0.0,0.6667,0.4,50,0.4997,1,Discrete Mathematics
1159,59.9333,0.0,0.6667,0.4,11,0.4997,4,Computer Networks
1159,59.9333,0.0,0.6667,0.4,76,0.4997,2,Computer Networks
1049,65.3,11.55,0.5,0.4615,118,0.4996,6,Computer Networks
112,54.8667,0.0,0.75,0.3333,147,0.4993,6,Data Science
112,54.8667,0.0,0.75,0.3333,126,0.4993,1,Machine Learning
2846,55.375,17.0333,0.625,0.4,2,0.4984,7,Machine Learning
1851,51.625,0.0,0.8,0.3333,93,0.4981,4,Machine Learning
1851,51.625,0.0,0.8,0.3333,69,0.4981,2,Computer Networks
4315,55.9143,0.0,0.7273,0.3077,115,0.4978,3,Artificial Intelligence
4315,55.9143,0.0,0.7273,0.3077,106,0.4978,2,Software Engineering
4482,59.5333,0.0,0.6667,0.5,6,0.4977,5,Artificial Intelligence
3542,66.425,14.0,0.4545,0.375,164,0.4965,2,Data Science
3542,66.425,14.0,0.4545,0.375,119,0.4965,4,Cyber Security Fundamentals
35,55.68,8.8,0.6667,0.1818,56,0.496,6,Data Science
35,55.68,8.8,0.6667,0.1818,178,0.496,2,Algorithms
35,55.68,8.8,0.6667,0.1818,151,0.496,3,Software Engineering
35,55.68,8.8,0.6667,0.1818,74,0.496,8,Computer Architecture
35,55.68,8.8,0.6667,0.1818,107,0.496,2,Software Engineering
35,55.68,8.8,0.6667,0.1818,193,0.496,5,Operating Systems
35,55.68,8.8,0.6667,0.1818,31,0.496,5,Computer Architecture
35,55.68,8.8,0.6667,0.1818,26,0.496,5,Mobile App Development
35,55.68,8.8,0.6667,0.1818,62,0.496,4,Machine Learning
35,55.68,8.8,0.6667,0.1818,57,0.496,3,Web Development
35,55.68,8.8,0.6667,0.1818,35,0.496,4,Data Structures
4859,39.1714,0.0,1.0,0.1667,177,0.4959,6,Data Science
4859,39.1714,0.0,1.0,0.1667,33,0.4959,5,Data Science
4859,39.1714,0.0,1.0,0.1667,32,0.4959,3,Computer Architecture
4859,39.1714,0.0,1.0,0.1667,75,0.4959,4,Data Science
4843,61.35,0.0,0.625,0.4444,94,0.4942,1,Data Science
4843,61.35,0.0,0.625,0.4444,6,0.4942,6,Artificial Intelligence
2254,52.68,0.0,0.7692,0.2727,52,0.4942,2,Operating Systems
3961,33.24,13.96,1.0,0.125,3,0.4941,2,Data Structures
3961,33.24,13.96,1.0,0.125,62,0.4941,5,Machine Learning
28,38.8,0.0,1.0,0.2857,58,0.494,4,Software Engineering
28,38.8,0.0,1.0,0.2857,159,0.494,4,Data Science
3324,55.2889,33.7,0.5,0.2308,86,0.4938,4,Database Systems
2414,50.6571,0.0,0.8,0.4,96,0.4933,2,Database Systems
2414,50.6571,0.0,0.8,0.4,21,0.4933,4,Algorithms
2414,50.6571,0.0,0.8,0.4,18,0.4933,6,Computer Networks
2414,50.6571,0.0,0.8,0.4,183,0.4933,2,Computer Architecture
2414,50.6571,0.0,0.8,0.4,5,0.4933,4,Discrete Mathematics
2414,50.6571,0.0,0.8,0.4,95,0.4933,3,Software Engineering
2414,50.6571,0.0,0.8,0.4,72,0.4933,3,Artificial Intelligence
2414,50.6571,0.0,0.8,0.4,58,0.4933,5,Software Engineering
2414,50.6571,0.0,0.8,0.4,22,0.4933,2,Data Science
2414,50.6571,0.0,0.8,0.4,159,0.4933,5,Data Science
645,71.1,12.3,0.375,0.3333,131,0.4926,2,Machine Learning
4261,64.0333,15.9333,0.4667,0.5,80,0.492,5,Computer Architecture
4261,64.0333,15.9333,0.4667,0.5,29,0.492,4,Algorithms
3400,68.1333,0.0,0.5,0.6364,108,0.4907,4,Software Engineering
1046,92.5,14.0,0.0,1.0,69,0.4905,3,Computer Networks
1046,92.5,14.0,0.0,1.0,7,0.4905,4,Operating Systems
1046,92.5,14.0,0.0,1.0,91,0.4905,3,Computer Architecture
2421,64.325,0.0,0.5625,0.4286,63,0.4904,4,Computer Networks
459,60.24,94.4,0.0,0.375,35,0.49,5,Data Structures
459,60.24,94.4,0.0,0.375,69,0.49,4,Computer Networks
459,60.24,94.4,0.0,0.375,133,0.49,2,Computer Networks
2852,98.0,0.0,0.0,0.3333,20,0.49,6,Computer Architecture
3895,45.1833,18.98,0.75,0.2222,157,0.4889,5,Mobile App Development
3895,45.1833,18.98,0.75,0.2222,86,0.4889,5,Database Systems
4461,47.6667,0.0,0.8333,0.25,62,0.4883,6,Machine Learning
3751,57.0,11.52,0.6,1.0,127,0.488,5,Computer Architecture
253,54.6667,0.0,0.7143,0.3636,21,0.4876,5,Algorithms
3710,60.0,0.0,0.625,0.3333,100,0.4875,5,Software Engineering
1846,61.7125,13.7,0.5,0.4167,106,0.486,3,Software Engineering
1846,61.7125,13.7,0.5,0.4167,48,0.486,5,Data Structures
413,85.1667,29.8333,0.0,0.5,16,0.4855,2,Algorithms
413,85.1667,29.8333,0.0,0.5,135,0.4855,5,Data Science
2548,58.2667,17.65,0.5294,0.25,168,0.4855,3,Web Development
259,61.0333,0.0,0.6,0.5,196,0.4852,5,Database Systems
1380,52.0,0.0,0.75,0.2222,164,0.485,3,Data Science
1380,52.0,0.0,0.75,0.2222,117,0.485,2,Data Structures
1380,52.0,0.0,0.75,0.2222,181,0.485,3,Operating Systems
2905,53.6,0.0,0.7222,0.25,87,0.4847,4,Web Development
2905,53.6,0.0,0.7222,0.25,93,0.4847,5,Machine Learning
2905,53.6,0.0,0.7222,0.25,63,0.4847,5,Computer Networks
2905,53.6,0.0,0.7222,0.25,147,0.4847,7,Data Science
2468,36.9333,0.0,1.0,0.0,28,0.4847,2,Mobile App Development
4707,54.0333,0.0,0.7143,0.3,4,0.4845,4,Computer Networks
1854,60.12,5.65,0.5714,0.3,4,0.4833,5,Computer Networks
1854,60.12,5.65,0.5714,0.3,88,0.4833,4,Cloud Computing
3213,51.6667,0.0,0.75,0.2,186,0.4833,5,Algorithms
1854,60.12,5.65,0.5714,0.3,149,0.4833,3,Web Development
1854,60.12,5.65,0.5714,0.3,70,0.4833,2,Operating Systems
1854,60.12,5.65,0.5714,0.3,16,0.4833,3,Algorithms
1623,68.22,0.0,0.4737,0.5714,62,0.4832,7,Machine Learning
2737,56.6375,0.0,0.6667,0.2857,37,0.4832,6,Database Systems
2737,56.6375,0.0,0.6667,0.2857,187,0.4832,4,Operating Systems
1623,68.22,0.0,0.4737,0.5714,194,0.4832,6,Algorithms
1787,50.5,15.0333,0.6667,0.2,33,0.4826,6,Data Science
1787,50.5,15.0333,0.6667,0.2,100,0.4826,6,Software Engineering
2209,66.4,0.0,0.5,0.4286,189,0.482,2,Artificial Intelligence
1557,51.8375,14.0,0.6471,0.3333,33,0.4813,7,Data Science
1557,51.8375,14.0,0.6471,0.3333,194,0.4813,7,Algorithms
3910,62.0,10.5,0.5,0.4,43,0.481,2,Database Systems
3910,62.0,10.5,0.5,0.4,121,0.481,2,Mobile App Development
3910,62.0,10.5,0.5,0.4,134,0.481,6,Web Development
742,55.0,0.0,0.6842,0.3333,153,0.4803,3,Algorithms
742,55.0,0.0,0.6842,0.3333,188,0.4803,3,Web Development
742,55.0,0.0,0.6842,0.3333,50,0.4803,2,Discrete Mathematics
456,71.0,0.0,0.4167,0.75,69,0.48,5,Computer Networks
456,71.0,0.0,0.4167,0.75,137,0.48,3,Computer Networks
456,71.0,0.0,0.4167,0.75,100,0.48,7,Software Engineering
456,71.0,0.0,0.4167,0.75,70,0.48,3,Operating Systems
1956,65.7333,13.0,0.4167,0.25,159,0.4797,6,Data Science
528,55.825,24.8667,0.5,0.4,70,0.4789,4,Operating Systems
528,55.825,24.8667,0.5,0.4,182,0.4789,6,Data Structures
528,55.825,24.8667,0.5,0.4,200,0.4789,2,Algorithms
1535,56.7333,22.5,0.5,0.3571,181,0.4787,4,Operating Systems
3344,65.7,0.0,0.5,0.4,38,0.4785,5,Database Systems
3344,65.7,0.0,0.5,0.4,28,0.4785,3,Mobile App Development
3782,53.7,11.1333,0.625,0.5,53,0.4783,3,Discrete Mathematics
553,54.0,0.0,0.6923,0.6667,171,0.4777,1,Mobile App Development
1360,49.36,0.0,0.7692,0.4286,128,0.4776,3,Artificial Intelligence
1360,49.36,0.0,0.7692,0.4286,198,0.4776,6,Machine Learning
3576,48.6818,13.9,0.6875,0.4,109,0.4775,5,Artificial Intelligence
3122,59.5,0.0,0.6,1.0,121,0.4775,3,Mobile App Development
3576,48.6818,13.9,0.6875,0.4,49,0.4775,6,Data Structures
3122,59.5,0.0,0.6,1.0,127,0.4775,6,Computer Architecture
158,54.5,19.0833,0.5556,0.25,54,0.4773,3,Artificial Intelligence
158,54.5,19.0833,0.5556,0.25,81,0.4773,2,Artificial Intelligence
158,54.5,19.0833,0.5556,0.25,167,0.4773,2,Operating Systems
2405,88.8,15.74,0.0,0.1429,21,0.4755,6,Algorithms
2405,88.8,15.74,0.0,0.1429,93,0.4755,6,Machine Learning
2405,88.8,15.74,0.0,0.1429,30,0.4755,5,Machine Learning
4329,58.28,17.0,0.5,0.2857,69,0.4754,6,Computer Networks
4329,58.28,17.0,0.5,0.2857,164,0.4754,4,Data Science
4541,52.0444,0.0,0.7143,0.375,121,0.4745,4,Mobile App Development
3540,72.4,0.0,0.375,0.3333,91,0.4745,4,Computer Architecture
3540,72.4,0.0,0.375,0.3333,106,0.4745,4,Software Engineering
3540,72.4,0.0,0.375,0.3333,107,0.4745,3,Software Engineering
2895,64.7667,0.0,0.5,0.4,81,0.4738,3,Artificial Intelligence
3098,88.0,16.7,0.0,1.0,77,0.4734,4,Mobile App Development
3098,88.0,16.7,0.0,1.0,192,0.4734,5,Computer Networks
2006,49.7,22.275,0.6,0.3333,197,0.473,3,Computer Networks
1,54.55,0.0,0.6667,0.25,106,0.4728,5,Software Engineering
983,54.4333,0.0,0.6667,0.3077,48,0.4722,6,Data Structures
983,54.4333,0.0,0.6667,0.3077,157,0.4722,6,Mobile App Development
2764,43.2875,15.3667,0.75,0.25,141,0.4722,5,Computer Networks
983,54.4333,0.0,0.6667,0.3077,131,0.4722,3,Machine Learning
983,54.4333,0.0,0.6667,0.3077,123,0.4722,6,Cloud Computing
3074,51.85,10.85,0.6364,0.1667,8,0.4719,2,Data Science
3074,51.85,10.85,0.6364,0.1667,115,0.4719,4,Artificial Intelligence
2574,60.04,0.0,0.5714,0.5714,198,0.4716,7,Machine Learning
3739,85.95,20.8333,0.0,0.8,81,0.4714,4,Artificial Intelligence
1475,54.1,0.0,0.6667,0.3333,85,0.4705,3,Artificial Intelligence
1475,54.1,0.0,0.6667,0.3333,140,0.4705,5,Operating Systems
2788,61.1,14.95,0.45,0.75,51,0.4704,3,Discrete Mathematics
2788,61.1,14.95,0.45,0.75,94,0.4704,2,Data Science
3957,64.0,0.0,0.5,1.0,108,0.47,5,Software Engineering
3717,49.0,0.0,0.75,0.2,50,0.47,3,Discrete Mathematics
1458,64.0,0.0,0.5,0.25,127,0.47,7,Computer Architecture
1458,64.0,0.0,0.5,0.25,126,0.47,2,Machine Learning
873,94.0,0.0,0.0,0.5,64,0.47,6,Database Systems
1458,64.0,0.0,0.5,0.25,77,0.47,5,Mobile App Development
3717,49.0,0.0,0.75,0.2,57,0.47,4,Web Development
3717,49.0,0.0,0.75,0.2,78,0.47,4,Artificial Intelligence
3717,49.0,0.0,0.75,0.2,26,0.47,6,Mobile App Development
873,94.0,0.0,0.0,0.5,141,0.47,6,Computer Networks
3957,64.0,0.0,0.5,1.0,23,0.47,2,Data Structures
3811,63.875,0.0,0.5,0.5556,192,0.4694,6,Computer Networks
3811,63.875,0.0,0.5,0.5556,169,0.4694,5,Cyber Security Fundamentals
2815,55.3,13.925,0.55,0.3333,118,0.4694,7,Computer Networks
2815,55.3,13.925,0.55,0.3333,160,0.4694,4,Computer Architecture
564,48.3333,6.6333,0.7143,0.4,14,0.4692,2,Computer Architecture
564,48.3333,6.6333,0.7143,0.4,48,0.4692,7,Data Structures
449,61.1167,0.0,0.5455,0.4,29,0.4692,5,Algorithms
564,48.3333,6.6333,0.7143,0.4,136,0.4692,4,Operating Systems
3696,69.75,0.0,0.4,0.6667,35,0.4688,6,Data Structures
3696,69.75,0.0,0.4,0.6667,180,0.4688,7,Discrete Mathematics
2104,54.125,98.5,0.0,0.2857,28,0.4676,4,Mobile App Development
2104,54.125,98.5,0.0,0.2857,40,0.4676,3,Discrete Mathematics
2104,54.125,98.5,0.0,0.2857,21,0.4676,7,Algorithms
2104,54.125,98.5,0.0,0.2857,35,0.4676,7,Data Structures
2083,49.7,0.0,0.7273,0.2222,166,0.4667,3,Discrete Mathematics
2083,49.7,0.0,0.7273,0.2222,119,0.4667,5,Cyber Security Fundamentals
2083,49.7,0.0,0.7273,0.2222,190,0.4667,7,Computer Architecture
2210,55.2,7.575,0.5833,0.375,130,0.4661,4,Computer Architecture
1107,93.2,0.0,0.0,0.25,20,0.466,7,Computer Architecture
2415,43.1833,0.0,0.8333,0.1818,109,0.4659,6,Artificial Intelligence
2415,43.1833,0.0,0.8333,0.1818,49,0.4659,7,Data Structures
2415,43.1833,0.0,0.8333,0.1818,16,0.4659,4,Algorithms
772,88.5,11.65,0.0,0.5,49,0.4658,8,Data Structures
3948,55.7333,14.0,0.5294,0.4444,143,0.4655,4,Database Systems
3948,55.7333,14.0,0.5294,0.4444,20,0.4655,8,Computer Architecture
3948,55.7333,14.0,0.5294,0.4444,135,0.4655,6,Data Science
641,68.3769,0.0,0.4118,0.5,162,0.4654,7,Cloud Computing
641,68.3769,0.0,0.4118,0.5,72,0.4654,4,Artificial Intelligence
3825,87.0,14.9333,0.0,0.2857,85,0.4649,4,Artificial Intelligence
3825,87.0,14.9333,0.0,0.2857,26,0.4649,7,Mobile App Development
3255,51.1333,14.18,0.6,0.1429,1,0.464,6,Cyber Security Fundamentals
3255,51.1333,14.18,0.6,0.1429,96,0.464,3,Database Systems
3255,51.1333,14.18,0.6,0.1429,87,0.464,5,Web Development
3255,51.1333,14.18,0.6,0.1429,182,0.464,7,Data Structures
3255,51.1333,14.18,0.6,0.1429,76,0.464,3,Computer Networks
3255,51.1333,14.18,0.6,0.1429,189,0.464,3,Artificial Intelligence
3123,50.7333,34.2667,0.4706,0.3,77,0.4634,6,Mobile App Development
4708,83.0333,24.05,0.0,0.6,4,0.4633,6,Computer Networks
4708,83.0333,24.05,0.0,0.6,51,0.4633,4,Discrete Mathematics
4708,83.0333,24.05,0.0,0.6,108,0.4633,6,Software Engineering
902,49.75,0.0,0.7143,0.1667,61,0.463,5,Mobile App Development
902,49.75,0.0,0.7143,0.1667,191,0.463,7,Data Structures
902,49.75,0.0,0.7143,0.1667,118,0.463,8,Computer Networks
2532,67.575,0.0,0.4167,0.4444,65,0.4629,3,Algorithms
1366,49.78,16.975,0.6,0.4167,56,0.4628,7,Data Science
1366,49.78,16.975,0.6,0.4167,33,0.4628,8,Data Science
3675,52.3625,14.725,0.5714,0.3333,94,0.4627,3,Data Science
3675,52.3625,14.725,0.5714,0.3333,62,0.4627,8,Machine Learning
3675,52.3625,14.725,0.5714,0.3333,20,0.4627,9,Computer Architecture
3675,52.3625,14.725,0.5714,0.3333,151,0.4627,4,Software Engineering
1271,50.5,0.0,0.7,0.4167,56,0.4625,8,Data Science
3595,62.35,0.0,0.5,0.5,79,0.4618,3,Cyber Security Fundamentals
1350,47.14,0.0,0.75,0.2308,160,0.4607,5,Computer Architecture
1350,47.14,0.0,0.75,0.2308,110,0.4607,5,Software Engineering
1350,47.14,0.0,0.75,0.2308,33,0.4607,9,Data Science
3924,52.1333,0.0,0.6667,0.3333,95,0.4607,4,Software Engineering
3924,52.1333,0.0,0.6667,0.3333,200,0.4607,3,Algorithms
2861,62.1,0.0,0.5,0.3077,134,0.4605,7,Web Development
3725,54.1667,0.0,0.6316,0.2727,20,0.4603,10,Computer Architecture
3725,54.1667,0.0,0.6316,0.2727,28,0.4603,5,Mobile App Development
3725,54.1667,0.0,0.6316,0.2727,36,0.4603,3,Software Engineering
3725,54.1667,0.0,0.6316,0.2727,192,0.4603,7,Computer Networks
1374,68.0333,0.0,0.4,0.3333,43,0.4602,3,Database Systems
1374,68.0333,0.0,0.4,0.3333,62,0.4602,9,Machine Learning
1374,68.0333,0.0,0.4,0.3333,51,0.4602,5,Discrete Mathematics
1374,68.0333,0.0,0.4,0.3333,94,0.4602,4,Data Science
4518,66.8,13.0833,0.3333,0.3333,1,0.4602,7,Cyber Security Fundamentals
1374,68.0333,0.0,0.4,0.3333,107,0.4602,4,Software Engineering
1374,68.0333,0.0,0.4,0.3333,41,0.4602,2,Database Systems
1374,68.0333,0.0,0.4,0.3333,193,0.4602,6,Operating Systems
1374,68.0333,0.0,0.4,0.3333,168,0.4602,4,Web Development
1374,68.0333,0.0,0.4,0.3333,146,0.4602,5,Operating Systems
1374,68.0333,0.0,0.4,0.3333,33,0.4602,10,Data Science
1374,68.0333,0.0,0.4,0.3333,71,0.4602,5,Algorithms
1374,68.0333,0.0,0.4,0.3333,140,0.4602,6,Operating Systems
1374,68.0333,0.0,0.4,0.3333,192,0.4602,8,Computer Networks
1374,68.0333,0.0,0.4,0.3333,151,0.4602,5,Software Engineering
3189,42.0,0.0,0.8333,0.0,180,0.46,8,Discrete Mathematics
30,59.5,0.0,0.5385,0.25,1,0.459,8,Cyber Security Fundamentals
30,59.5,0.0,0.5385,0.25,26,0.459,8,Mobile App Development
664,46.1333,26.6,0.5833,0.1818,98,0.4589,3,Machine Learning
664,46.1333,26.6,0.5833,0.1818,79,0.4589,4,Cyber Security Fundamentals
664,46.1333,26.6,0.5833,0.1818,24,0.4589,2,Cloud Computing
664,46.1333,26.6,0.5833,0.1818,48,0.4589,8,Data Structures
4688,59.7111,26.35,0.3571,0.4286,62,0.4584,10,Machine Learning
2545,61.6333,0.0,0.5,0.5,147,0.4582,8,Data Science
2545,61.6333,0.0,0.5,0.5,149,0.4582,4,Web Development
2545,61.6333,0.0,0.5,0.5,80,0.4582,6,Computer Architecture
1855,61.6,0.0,0.5,0.2727,57,0.458,5,Web Development
1375,91.6,0.0,0.0,0.5,124,0.458,2,Discrete Mathematics
1444,61.6,0.0,0.5,0.5,5,0.458,5,Discrete Mathematics
1375,91.6,0.0,0.0,0.5,23,0.458,3,Data Structures
2057,46.6,0.0,0.75,0.3333,91,0.458,5,Computer Architecture
1855,61.6,0.0,0.5,0.2727,16,0.458,5,Algorithms
1479,91.6,0.0,0.0,0.25,135,0.458,7,Data Science
1375,91.6,0.0,0.0,0.5,50,0.458,4,Discrete Mathematics
1479,91.6,0.0,0.0,0.25,32,0.458,4,Computer Architecture
1375,91.6,0.0,0.0,0.5,69,0.458,7,Computer Networks
1444,61.6,0.0,0.5,0.5,29,0.458,6,Algorithms
1375,91.6,0.0,0.0,0.5,178,0.458,3,Algorithms
1285,61.175,75.8,0.0,0.1818,129,0.4575,5,Discrete Mathematics
1285,61.175,75.8,0.0,0.1818,187,0.4575,5,Operating Systems
4250,48.4,14.0,0.625,0.3333,158,0.4575,2,Mobile App Development
4250,48.4,14.0,0.625,0.3333,73,0.4575,3,Web Development
4250,48.4,14.0,0.625,0.3333,156,0.4575,2,Algorithms
1285,61.175,75.8,0.0,0.1818,72,0.4575,5,Artificial Intelligence
1285,61.175,75.8,0.0,0.1818,54,0.4575,4,Artificial Intelligence
1285,61.175,75.8,0.0,0.1818,96,0.4575,4,Database Systems
1285,61.175,75.8,0.0,0.1818,58,0.4575,6,Software Engineering
1285,61.175,75.8,0.0,0.1818,182,0.4575,8,Data Structures
3438,59.85,14.7667,0.4286,0.2727,56,0.4574,9,Data Science
3438,59.85,14.7667,0.4286,0.2727,98,0.4574,4,Machine Learning
3438,59.85,14.7667,0.4286,0.2727,152,0.4574,3,Operating Systems
541,61.4,0.0,0.5,0.3333,8,0.457,3,Data Science
4191,57.9333,0.0,0.5556,0.5,11,0.4563,5,Computer Networks
4191,57.9333,0.0,0.5556,0.5,87,0.4563,6,Web Development
2095,61.1333,0.0,0.5,0.6,169,0.4557,6,Cyber Security Fundamentals
2095,61.1333,0.0,0.5,0.6,23,0.4557,4,Data Structures
2095,61.1333,0.0,0.5,0.6,154,0.4557,2,Software Engineering
155,91.0,0.0,0.0,1.0,183,0.455,3,Computer Architecture
155,91.0,0.0,0.0,1.0,16,0.455,6,Algorithms
155,91.0,0.0,0.0,1.0,64,0.455,7,Database Systems
3167,51.0,0.0,0.6667,0.25,53,0.455,4,Discrete Mathematics
3167,51.0,0.0,0.6667,0.25,152,0.455,4,Operating Systems
3167,51.0,0.0,0.6667,0.25,30,0.455,6,Machine Learning
155,91.0,0.0,0.0,1.0,187,0.455,6,Operating Systems
2020,55.25,14.0,0.5,0.2857,92,0.4542,5,Web Development
1607,87.0,9.5333,0.0,0.2,131,0.4541,4,Machine Learning
1607,87.0,9.5333,0.0,0.2,64,0.4541,8,Database Systems
3073,45.75,0.0,0.75,0.2,147,0.4538,9,Data Science
3073,45.75,0.0,0.75,0.2,154,0.4538,3,Software Engineering
3073,45.75,0.0,0.75,0.2,160,0.4538,6,Computer Architecture
1115,71.0,11.55,0.25,0.5,121,0.4531,5,Mobile App Development
1115,71.0,11.55,0.25,0.5,95,0.4531,5,Software Engineering
3647,44.8375,11.4333,0.6842,0.3333,28,0.4523,6,Mobile App Development
4759,50.3333,0.0,0.6667,0.2857,180,0.4517,9,Discrete Mathematics
4759,50.3333,0.0,0.6667,0.2857,61,0.4517,6,Mobile App Development
4759,50.3333,0.0,0.6667,0.2857,46,0.4517,3,Mobile App Development
1550,49.15,27.95,0.5,0.3333,186,0.4516,6,Algorithms
1550,49.15,27.95,0.5,0.3333,4,0.4516,7,Computer Networks
1550,49.15,27.95,0.5,0.3333,28,0.4516,7,Mobile App Development
2197,45.3833,18.46,0.625,0.1667,168,0.4513,5,Web Development
4226,50.2667,0.0,0.6667,0.125,72,0.4513,6,Artificial Intelligence
2197,45.3833,18.46,0.625,0.1667,71,0.4513,6,Algorithms
1403,37.6333,0.0,0.875,0.0,149,0.4507,5,Web Development
1403,37.6333,0.0,0.875,0.0,177,0.4507,7,Data Science
1403,37.6333,0.0,0.875,0.0,143,0.4507,5,Database Systems
1403,37.6333,0.0,0.875,0.0,101,0.4507,5,Web Development
2100,82.6,0.0,0.125,0.5,64,0.4505,9,Database Systems
2100,82.6,0.0,0.125,0.5,6,0.4505,7,Artificial Intelligence
2100,82.6,0.0,0.125,0.5,130,0.4505,5,Computer Architecture
3452,49.7875,0.0,0.6667,0.2143,87,0.4489,7,Web Development
3452,49.7875,0.0,0.6667,0.2143,107,0.4489,5,Software Engineering
3452,49.7875,0.0,0.6667,0.2143,65,0.4489,4,Algorithms
3414,56.0429,19.9333,0.4286,0.3333,178,0.4487,4,Algorithms
4389,53.7333,0.0,0.6,0.2727,138,0.4487,4,Algorithms
4389,53.7333,0.0,0.6,0.2727,171,0.4487,2,Mobile App Development
4389,53.7333,0.0,0.6,0.2727,57,0.4487,6,Web Development
4389,53.7333,0.0,0.6,0.2727,21,0.4487,8,Algorithms
3414,56.0429,19.9333,0.4286,0.3333,64,0.4487,10,Database Systems
3414,56.0429,19.9333,0.4286,0.3333,58,0.4487,7,Software Engineering
1199,48.3714,27.5,0.5,0.25,192,0.4469,9,Computer Networks
3777,47.6833,29.2,0.5,0.2308,21,0.4468,9,Algorithms
3777,47.6833,29.2,0.5,0.2308,123,0.4468,7,Cloud Computing
3777,47.6833,29.2,0.5,0.2308,189,0.4468,4,Artificial Intelligence
3777,47.6833,29.2,0.5,0.2308,190,0.4468,8,Computer Architecture
1174,65.75,8.6,0.3333,0.2,69,0.4459,8,Computer Networks
1501,54.82,0.0,0.5714,0.4,72,0.4455,7,Artificial Intelligence
1501,54.82,0.0,0.5714,0.4,89,0.4455,2,Cyber Security Fundamentals
1501,54.82,0.0,0.5714,0.4,29,0.4455,7,Algorithms
4445,48.5875,0.0,0.6667,0.2308,23,0.4429,5,Data Structures
4445,48.5875,0.0,0.6667,0.2308,162,0.4429,8,Cloud Computing
1206,48.5429,0.0,0.6667,0.2308,162,0.4427,9,Cloud Computing
1206,48.5429,0.0,0.6667,0.2308,84,0.4427,1,Database Systems
1206,48.5429,0.0,0.6667,0.2308,173,0.4427,2,Mobile App Development
20,82.9,14.0,0.0,0.5,154,0.4425,4,Software Engineering
