CourseId,ActivityId,Title_x,SortOrder,StudentsReached,StudentsCompleted,AvgProgress,CompletionRate,DropoffFromPrev,Title_y
152,1626,Concurrency,14,51,28,66.51,0.549,0,Operating Systems
153,1633,Cybersecurity Fundamentals,9,59,32,71.78,0.542,0,Algorithms
153,2143,Network Protocols,12,55,35,71.782,0.636,-4,Algorithms
154,1647,Sorting Algorithms,3,61,32,69.246,0.525,0,Software Engineering
154,1651,Python for Data Science,11,44,31,82.045,0.705,-17,Software Engineering
155,1654,Untitled,4,55,30,65.764,0.545,0,Data Structures
155,2172,OOP Concepts,11,45,20,64.4,0.444,-10,Data Structures
155,1659,Web Development Basics,16,51,21,65.255,0.412,6,Data Structures
155,1661,Indexing & Performance,20,48,25,68.146,0.521,-3,Data Structures
155,1663,Data Structures Overview,24,45,23,66.978,0.511,-3,Data Structures
155,1664,REST APIs,26,52,31,73.327,0.596,7,Data Structures
155,1666,Indexing & Performance,30,61,39,79.131,0.639,9,Data Structures
156,1671,Machine Learning Basics,8,61,34,70.508,0.557,0,Algorithms
156,1677,Encryption Methods,22,51,24,62.784,0.471,-10,Algorithms
156,1678,SQL Joins,25,55,31,67.073,0.564,4,Algorithms
157,1685,Neural Networks,18,42,16,57.167,0.381,0,Mobile App Development
158,1689,Trees and Graphs,9,43,27,80.047,0.628,0,Mobile App Development
159,1696,Design Patterns,11,60,37,72.267,0.617,0,Data Science
159,1700,Search Algorithms,21,45,30,72.956,0.667,-15,Data Science
159,1703,Data Structures Overview,25,47,27,68.894,0.574,2,Data Science
159,1705,SQL Joins,27,48,26,67.729,0.542,1,Data Science
160,1718,Introduction to the Course,19,44,26,73.727,0.591,0,Computer Architecture
160,1720,Cybersecurity Fundamentals,22,48,22,68.208,0.458,4,Computer Architecture
160,1721,Big Data Overview,23,46,22,62.804,0.478,-2,Computer Architecture
160,1723,Database Normalization,27,54,31,73.648,0.574,8,Computer Architecture
161,1728,OOP Concepts,4,53,25,66.075,0.472,0,Cyber Security Fundamentals
163,1751,OOP Concepts,6,52,25,64.231,0.481,0,Data Science
164,1765,Memory Management,13,50,27,69.48,0.54,0,Data Science
164,1766,Database Normalization,16,51,26,68.176,0.51,1,Data Science
165,1769,Untitled,4,59,33,72.017,0.559,0,Computer Networks
165,1780,Encryption Methods,25,45,20,66.422,0.444,-14,Computer Networks
165,1781,OOP Concepts,27,40,22,60.55,0.55,-5,Computer Networks
166,1788,OS Scheduling,8,49,24,62.143,0.49,0,Discrete Mathematics
166,1792,Python for Data Science,20,45,26,68.067,0.578,-4,Discrete Mathematics
167,1796,Python for Data Science,5,45,24,66.889,0.533,0,Operating Systems
167,1798,Linked Lists,9,44,23,71.091,0.523,-1,Operating Systems
167,1809,Ethics in AI,31,49,23,60.041,0.469,5,Operating Systems
169,1822,Dynamic Programming,10,47,27,71.043,0.574,0,Cyber Security Fundamentals
169,1824,Computer Vision Intro,14,50,21,55.38,0.42,3,Cyber Security Fundamentals
169,1831,Big Data Overview,30,54,23,60.889,0.426,4,Cyber Security Fundamentals
169,1833,Search Algorithms,36,52,31,75.385,0.596,-2,Cyber Security Fundamentals
170,1841,Computer Vision Intro,9,51,34,75.745,0.667,0,Data Science
171,1844,OOP Concepts,3,70,40,76.957,0.571,0,Mobile App Development
171,1848,Python for Data Science,10,55,31,65.727,0.564,-15,Mobile App Development
172,1850,Web Development Basics,5,48,24,64.688,0.5,0,Database Systems
173,1857,Design Patterns,8,65,35,69.477,0.538,0,Mobile App Development
173,1861,Neural Networks,14,44,26,74.432,0.591,-21,Mobile App Development
173,1862,Memory Management,15,47,27,73.085,0.574,3,Mobile App Development
173,2202,Memory Management,22,53,38,84.491,0.717,6,Mobile App Development
174,1867,Ethics in AI,1,39,21,66.667,0.538,0,Web Development
174,1870,Python for Data Science,7,54,29,70.722,0.537,15,Web Development
174,1873,Trees and Graphs,12,56,36,75.304,0.643,2,Web Development
174,1875,Memory Management,16,54,27,66.333,0.5,-2,Web Development
175,1876,Design Patterns,2,46,24,66.348,0.522,0,Discrete Mathematics
175,1881,Cloud Architecture,10,51,26,69.471,0.51,5,Discrete Mathematics
175,1882,Neural Networks,12,57,40,80.825,0.702,6,Discrete Mathematics
176,1892,Indexing & Performance,15,59,29,71.729,0.492,0,Cyber Security Fundamentals
177,1899,Cybersecurity Fundamentals,2,46,24,70.217,0.522,0,Data Science
178,1905,Cloud Architecture,5,48,30,81.896,0.625,0,Algorithms
179,1909,OS Scheduling,3,51,35,83.608,0.686,0,Data Science
180,1914,Cybersecurity Fundamentals,5,50,32,77.52,0.64,0,Discrete Mathematics
180,1916,Trees and Graphs,9,59,35,71.508,0.593,9,Discrete Mathematics
180,1918,Sorting Algorithms,13,43,23,65.558,0.535,-16,Discrete Mathematics
180,1920,Web Development Basics,18,47,28,65.426,0.596,4,Discrete Mathematics
180,1921,Data Structures Overview,20,45,28,74.978,0.622,-2,Discrete Mathematics
181,1922,Machine Learning Basics,3,40,25,76.85,0.625,0,Operating Systems
181,1925,Encryption Methods,9,53,28,66.113,0.528,13,Operating Systems
181,1929,Linked Lists,17,53,34,77.34,0.642,0,Operating Systems
181,1930,Python for Data Science,18,37,21,73.757,0.568,-16,Operating Systems
181,1931,Memory Management,20,50,25,74.1,0.5,13,Operating Systems
181,2206,Database Normalization,24,47,32,76.468,0.681,-3,Operating Systems
181,1935,Database Normalization,27,42,25,70.405,0.595,-5,Operating Systems
181,1937,REST APIs,32,41,19,63.0,0.463,-1,Operating Systems
182,1941,Cybersecurity Fundamentals,4,46,25,67.565,0.543,0,Data Structures
183,1951,Ethics in AI,4,53,24,71.377,0.453,0,Computer Architecture
183,1958,OS Scheduling,16,46,24,66.587,0.522,-7,Computer Architecture
183,1962,Encryption Methods,26,39,26,79.436,0.667,-7,Computer Architecture
183,1964,Computer Vision Intro,32,57,29,68.368,0.509,18,Computer Architecture
183,1967,Ethics in AI,38,52,26,66.154,0.5,-5,Computer Architecture
184,1970,Untitled,8,49,32,73.286,0.653,0,Algorithms
184,1980,Linked Lists,25,52,29,68.385,0.558,3,Algorithms
185,1987,Ethics in AI,13,51,29,67.784,0.569,0,Data Science
186,1999,Ethics in AI,23,51,31,72.176,0.608,0,Algorithms
187,2007,SQL Joins,11,59,34,70.136,0.576,0,Operating Systems
188,2023,Encryption Methods,18,55,25,66.527,0.455,0,Web Development
188,2026,Computer Vision Intro,25,59,26,67.305,0.441,4,Web Development
188,2028,Web Development Basics,31,54,35,72.463,0.648,-5,Web Development
189,2035,Sorting Algorithms,8,51,33,72.49,0.647,0,Artificial Intelligence
190,2047,Data Structures Overview,24,41,20,64.537,0.488,0,Computer Architecture
191,2051,Memory Management,1,37,15,62.892,0.405,0,Data Structures
191,2061,Introduction to the Course,22,38,24,76.132,0.632,1,Data Structures
192,2065,Ethics in AI,8,45,26,72.556,0.578,0,Computer Networks
192,2066,Sorting Algorithms,9,39,24,74.231,0.615,-6,Computer Networks
193,2070,Cloud Architecture,4,56,35,69.75,0.625,0,Operating Systems
193,2071,Ethics in AI,7,62,34,66.081,0.548,6,Operating Systems
193,2073,Web Development Basics,12,41,22,75.415,0.537,-21,Operating Systems
193,2074,OOP Concepts,13,56,27,66.839,0.482,15,Operating Systems
193,2077,Untitled,16,59,32,70.254,0.542,3,Operating Systems
194,2083,OS Scheduling,10,55,30,70.309,0.545,0,Algorithms
194,2092,Untitled,29,52,26,59.058,0.5,-3,Algorithms
196,2096,Python for Data Science,2,58,31,67.793,0.534,0,Database Systems
196,2097,OS Scheduling,4,57,26,64.544,0.456,-1,Database Systems
196,2103,Big Data Overview,17,54,34,74.593,0.63,-3,Database Systems
197,2104,Sorting Algorithms,1,46,27,76.478,0.587,0,Computer Networks
197,2106,SQL Joins,7,55,31,76.945,0.564,9,Computer Networks
198,2120,Search Algorithms,29,58,26,62.759,0.448,0,Machine Learning
