Id,UserId,DepartmentId,YearId,SquadronId,AdmissionYear,CreatedAt,UpdatedAt,DepartmentId_WasNull,YearId_WasNull,SquadronId_WasNull,AdmissionYear_WasNull,CreatedAt_Year,CreatedAt_Month,CreatedAt_Weekday,AccountAgeDays,EnrolledCourseCount,TotalCreditLoad,Year_AvgCreditLoad,Year_TotalEnrollments,Squadron_AvgCreditLoad,Squadron_TotalEnrollments,DepartmentId_Enc,YearId_Enc,SquadronId_Enc,AdmissionYear_Norm,AccountAgeDays_Norm,TotalCreditLoad_Norm,RiskFlag_NoEnrollment,RiskFlag_LowCreditLoad,RiskScore,DepartmentName,YearLevelName
2602,1026.0,3,1,4,2026,2024-05-06 20:11:43,2025-03-01 20:11:43,0,0,0,0,2024,5,0,677,3,10,2.929756350440643,3858,2.9369419642857144,1792,2,0,3,1.0,0.33095890410958906,0.17543859649122806,0,0,0.0,Cyber Security,First Year
586,716.0,1,1,4,2025,2021-10-09 15:27:53,2022-06-08 15:27:53,0,0,0,0,2021,10,5,1617,2,6,2.929756350440643,3858,2.9369419642857144,1792,0,0,3,0.7999999999999545,0.8460273972602739,0.10526315789473684,0,0,0.0,Computer Science,First Year
8,1499.0,1,2,4,2022,2024-07-02 02:01:11,2025-01-06 02:01:11,0,0,0,0,2024,7,1,620,3,8,2.8799102132435466,2673,2.9369419642857144,1792,0,1,3,0.19999999999998863,0.2997260273972603,0.14035087719298245,0,0,0.0,Computer Science,Second Year
252,,2,4,4,2025,2021-04-02 21:52:57,2021-10-07 21:52:57,0,0,0,0,2021,4,4,1807,1,3,2.9029629629629627,1350,2.9369419642857144,1792,1,3,3,0.7999999999999545,0.9501369863013698,0.05263157894736842,0,0,0.0,Artificial Intelligence,Fourth Year
1624,382.0,3,2,4,2023,2023-08-31 21:51:02,2023-11-30 21:51:02,0,0,0,0,2023,8,3,926,1,2,2.8799102132435466,2673,2.9369419642857144,1792,2,1,3,0.39999999999997726,0.4673972602739726,0.03508771929824561,0,0,0.0,Cyber Security,Second Year
460,6.0,1,2,5,2024,2025-09-02 15:29:58,2026-01-14 15:29:58,0,0,0,0,2025,9,1,193,2,3,2.8799102132435466,2673,2.894755492558469,2822,0,1,4,0.5999999999999659,0.06575342465753424,0.05263157894736842,0,0,0.0,Computer Science,Second Year
1983,823.0,2,4,2,2026,2022-08-26 17:17:58,2023-04-15 17:17:58,0,0,0,0,2022,8,4,1296,2,6,2.9029629629629627,1350,2.9339622641509435,1802,1,3,1,1.0,0.6701369863013698,0.10526315789473684,0,0,0.0,Artificial Intelligence,Fourth Year
1114,503.0,1,3,4,2026,2023-12-02 05:03:23,2024-03-14 05:03:23,0,0,0,0,2023,12,5,833,4,12,2.874454677653902,2063,2.9369419642857144,1792,0,2,3,1.0,0.41643835616438357,0.21052631578947367,0,0,0.0,Computer Science,Third Year
452,1226.0,1,3,2,2023,2021-06-30 13:34:11,2021-08-07 13:34:11,0,0,0,0,2021,6,2,1718,4,16,2.874454677653902,2063,2.9339622641509435,1802,0,2,1,0.39999999999997726,0.9013698630136985,0.2807017543859649,0,0,0.0,Computer Science,Third Year
2313,1884.0,1,1,3,2023,2022-07-06 11:57:38,2022-08-11 11:57:38,1,0,0,0,2022,7,2,1347,2,5,2.929756350440643,3858,2.8538888888888887,1800,0,0,2,0.39999999999997726,0.6980821917808219,0.08771929824561403,0,0,0.0,Computer Science,First Year
2325,1638.0,2,2,4,2022,2022-03-21 21:50:47,2022-10-08 21:50:47,0,0,0,0,2022,3,0,1454,4,9,2.8799102132435466,2673,2.9369419642857144,1792,1,1,3,0.19999999999998863,0.7567123287671232,0.15789473684210525,0,0,0.0,Artificial Intelligence,Second Year
4125,,1,3,5,2024,2024-04-08 16:21:20,2024-07-03 16:21:20,0,0,0,0,2024,4,0,705,2,4,2.874454677653902,2063,2.894755492558469,2822,0,2,4,0.5999999999999659,0.3463013698630137,0.07017543859649122,0,0,0.0,Computer Science,Third Year
1970,598.0,1,1,3,2022,2021-05-31 14:11:51,2021-11-07 14:11:51,0,0,0,0,2021,5,0,1748,2,8,2.929756350440643,3858,2.8538888888888887,1800,0,0,2,0.19999999999998863,0.9178082191780821,0.14035087719298245,0,0,0.0,Computer Science,First Year
1051,1192.0,2,3,3,2024,2023-11-12 22:46:22,2023-12-23 22:46:22,0,0,0,0,2023,11,6,853,1,3,2.874454677653902,2063,2.8538888888888887,1800,1,2,2,0.5999999999999659,0.42739726027397257,0.05263157894736842,0,0,0.0,Artificial Intelligence,Third Year
2492,1393.0,1,1,5,2025,2024-05-14 11:42:55,2024-08-10 11:42:55,1,0,0,0,2024,5,1,669,2,8,2.929756350440643,3858,2.894755492558469,2822,0,0,4,0.7999999999999545,0.3265753424657534,0.14035087719298245,0,0,0.0,Computer Science,First Year
502,1804.0,2,4,3,2026,2023-07-11 19:38:57,2023-10-22 19:38:57,0,0,0,0,2023,7,1,977,1,2,2.9029629629629627,1350,2.8538888888888887,1800,1,3,2,1.0,0.4953424657534246,0.03508771929824561,0,0,0.0,Artificial Intelligence,Fourth Year
3978,358.0,3,1,4,2025,2022-12-19 08:48:31,2023-05-04 08:48:31,0,0,0,0,2022,12,0,1181,0,0,2.929756350440643,3858,2.9369419642857144,1792,2,0,3,0.7999999999999545,0.6071232876712328,0.0,1,1,1.0,Cyber Security,First Year
2824,807.0,3,4,1,2025,2025-10-26 19:05:44,2026-07-31 19:05:44,0,0,0,0,2025,10,6,139,0,0,2.9029629629629627,1350,2.8900462962962963,1728,2,3,0,0.7999999999999545,0.03616438356164384,0.0,1,1,1.0,Cyber Security,Fourth Year
880,1778.0,2,2,5,2023,2023-04-05 10:44:44,2023-12-17 10:44:44,0,0,1,0,2023,4,2,1074,1,4,2.8799102132435466,2673,2.894755492558469,2822,1,1,4,0.39999999999997726,0.5484931506849314,0.07017543859649122,0,0,0.0,Artificial Intelligence,Second Year
4790,927.0,1,2,3,2025,2021-10-23 10:03:26,2022-07-16 10:03:26,1,0,0,0,2021,10,5,1603,2,6,2.8799102132435466,2673,2.8538888888888887,1800,0,1,2,0.7999999999999545,0.8383561643835615,0.10526315789473684,0,0,0.0,Computer Science,Second Year
2127,1020.0,3,1,4,2023,2021-10-21 22:23:53,2022-05-05 22:23:53,0,0,0,0,2021,10,3,1605,4,13,2.929756350440643,3858,2.9369419642857144,1792,2,0,3,0.39999999999997726,0.8394520547945205,0.22807017543859648,0,0,0.0,Cyber Security,First Year
3792,237.0,1,1,3,2021,2025-12-06 18:55:41,2026-07-06 18:55:41,0,0,0,0,2025,12,5,98,1,2,2.929756350440643,3858,2.8538888888888887,1800,0,0,2,0.0,0.0136986301369863,0.03508771929824561,0,0,0.0,Computer Science,First Year
2943,626.0,1,1,2,2022,2024-04-11 00:08:36,2024-05-20 00:08:36,0,0,0,0,2024,4,3,702,1,3,2.929756350440643,3858,2.9339622641509435,1802,0,0,1,0.19999999999998863,0.34465753424657536,0.05263157894736842,0,0,0.0,Computer Science,First Year
741,44.0,1,3,2,2023,2023-03-02 03:42:15,2023-03-18 03:42:15,0,0,0,0,2023,3,3,1108,4,12,2.874454677653902,2063,2.9339622641509435,1802,0,2,1,0.39999999999997726,0.5671232876712328,0.21052631578947367,0,0,0.0,Computer Science,Third Year
2789,161.0,1,4,5,2026,2022-06-04 03:09:29,2022-09-04 03:09:29,0,0,0,0,2022,6,5,1379,2,6,2.9029629629629627,1350,2.894755492558469,2822,0,3,4,1.0,0.7156164383561643,0.10526315789473684,0,0,0.0,Computer Science,Fourth Year
2922,679.0,1,2,4,2022,2025-12-11 01:14:41,2026-05-08 01:14:41,0,0,0,0,2025,12,3,93,3,7,2.8799102132435466,2673,2.9369419642857144,1792,0,1,3,0.19999999999998863,0.010958904109589045,0.12280701754385964,0,0,0.0,Computer Science,Second Year
3689,996.0,1,2,5,2024,2025-10-01 21:21:25,2026-01-28 21:21:25,0,0,0,0,2025,10,2,164,2,8,2.8799102132435466,2673,2.894755492558469,2822,0,1,4,0.5999999999999659,0.04986301369863014,0.14035087719298245,0,0,0.0,Computer Science,Second Year
1248,1836.0,2,3,2,2023,2022-06-18 11:54:38,2023-03-21 11:54:38,0,0,0,0,2022,6,5,1365,1,2,2.874454677653902,2063,2.9339622641509435,1802,1,2,1,0.39999999999997726,0.7079452054794519,0.03508771929824561,0,0,0.0,Artificial Intelligence,Third Year
4213,1762.0,2,2,3,2021,2025-01-31 20:02:06,2025-02-18 20:02:06,0,0,0,0,2025,1,4,407,3,6,2.8799102132435466,2673,2.8538888888888887,1800,1,1,2,0.0,0.183013698630137,0.10526315789473684,0,0,0.0,Artificial Intelligence,Second Year
2929,345.0,1,1,4,2023,2023-04-24 01:07:35,2024-01-06 01:07:35,1,0,0,0,2023,4,0,1055,3,6,2.929756350440643,3858,2.9369419642857144,1792,0,0,3,0.39999999999997726,0.5380821917808218,0.10526315789473684,0,0,0.0,Computer Science,First Year
805,1904.0,2,2,1,2025,2022-09-01 12:00:41,2023-03-26 12:00:41,0,0,0,0,2022,9,3,1290,3,10,2.8799102132435466,2673,2.8900462962962963,1728,1,1,0,0.7999999999999545,0.6668493150684931,0.17543859649122806,0,0,0.0,Artificial Intelligence,Second Year
3834,1723.0,2,1,4,2024,2022-08-17 22:10:18,2022-11-22 22:10:18,0,0,0,0,2022,8,2,1305,1,4,2.929756350440643,3858,2.9369419642857144,1792,1,0,3,0.5999999999999659,0.6750684931506848,0.07017543859649122,0,0,0.0,Artificial Intelligence,First Year
392,429.0,3,3,3,2026,2021-08-24 13:48:38,2022-01-21 13:48:38,0,0,0,0,2021,8,1,1663,1,2,2.874454677653902,2063,2.8538888888888887,1800,2,2,2,1.0,0.8712328767123286,0.03508771929824561,0,0,0.0,Cyber Security,Third Year
1347,719.0,2,1,3,2025,2024-05-23 23:19:52,2025-01-03 23:19:52,0,0,0,0,2024,5,3,660,3,11,2.929756350440643,3858,2.8538888888888887,1800,1,0,2,0.7999999999999545,0.32164383561643833,0.19298245614035087,0,0,0.0,Artificial Intelligence,First Year
1041,,1,2,5,2022,2025-04-21 22:39:53,2025-06-09 22:39:53,0,0,0,0,2025,4,0,327,2,6,2.8799102132435466,2673,2.894755492558469,2822,0,1,4,0.19999999999998863,0.1391780821917808,0.10526315789473684,0,0,0.0,Computer Science,Second Year
3227,1402.0,3,1,2,2022,2021-02-12 11:42:13,2021-08-02 11:42:13,0,0,0,0,2021,2,4,1856,1,3,2.929756350440643,3858,2.9339622641509435,1802,2,0,1,0.19999999999998863,0.976986301369863,0.05263157894736842,0,0,0.0,Cyber Security,First Year
2630,249.0,1,1,1,2025,2022-11-09 18:36:49,2022-11-16 18:36:49,1,0,0,0,2022,11,2,1221,2,5,2.929756350440643,3858,2.8900462962962963,1728,0,0,0,0.7999999999999545,0.6290410958904109,0.08771929824561403,0,0,0.0,Computer Science,First Year
3474,175.0,1,1,2,2025,2022-11-14 07:27:54,2023-02-25 07:27:54,0,0,0,0,2022,11,0,1216,2,6,2.929756350440643,3858,2.9339622641509435,1802,0,0,1,0.7999999999999545,0.6263013698630137,0.10526315789473684,0,0,0.0,Computer Science,First Year
3694,1880.0,1,1,1,2022,2022-01-05 05:04:10,2022-09-18 05:04:10,0,0,0,0,2022,1,2,1529,0,0,2.929756350440643,3858,2.8900462962962963,1728,0,0,0,0.19999999999998863,0.7978082191780821,0.0,1,1,1.0,Computer Science,First Year
2983,1082.0,1,1,5,2022,2023-11-23 18:28:28,2024-06-29 18:28:28,0,0,1,0,2023,11,3,842,4,11,2.929756350440643,3858,2.894755492558469,2822,0,0,4,0.19999999999998863,0.4213698630136986,0.19298245614035087,0,0,0.0,Computer Science,First Year
3634,,1,3,5,2022,2025-01-14 15:17:23,2025-07-14 15:17:23,0,0,0,0,2025,1,1,424,2,6,2.874454677653902,2063,2.894755492558469,2822,0,2,4,0.19999999999998863,0.19232876712328767,0.10526315789473684,0,0,0.0,Computer Science,Third Year
3220,277.0,1,3,5,2024,2025-11-25 08:01:05,2026-07-24 08:01:05,0,0,0,0,2025,11,1,109,2,6,2.874454677653902,2063,2.894755492558469,2822,0,2,4,0.5999999999999659,0.019726027397260273,0.10526315789473684,0,0,0.0,Computer Science,Third Year
1592,1653.0,3,2,1,2022,2023-02-11 05:55:04,2023-10-18 05:55:04,0,0,0,0,2023,2,5,1127,1,2,2.8799102132435466,2673,2.8900462962962963,1728,2,1,0,0.19999999999998863,0.5775342465753424,0.03508771929824561,0,0,0.0,Cyber Security,Second Year
3764,1638.0,1,2,4,2024,2021-03-05 21:42:28,2021-06-17 21:42:28,0,0,0,0,2021,3,4,1835,2,3,2.8799102132435466,2673,2.9369419642857144,1792,0,1,3,0.5999999999999659,0.9654794520547945,0.05263157894736842,0,0,0.0,Computer Science,Second Year
442,930.0,1,2,4,2024,2022-10-14 16:57:33,2023-07-23 16:57:33,0,0,0,0,2022,10,4,1247,2,7,2.8799102132435466,2673,2.9369419642857144,1792,0,1,3,0.5999999999999659,0.6432876712328767,0.12280701754385964,0,0,0.0,Computer Science,Second Year
3911,1386.0,2,4,5,2024,2021-12-13 21:20:24,2022-07-30 21:20:24,0,0,0,1,2021,12,0,1552,2,7,2.9029629629629627,1350,2.894755492558469,2822,1,3,4,0.5999999999999659,0.8104109589041095,0.12280701754385964,0,0,0.0,Artificial Intelligence,Fourth Year
4740,996.0,2,3,5,2023,2024-04-13 05:07:48,2024-08-30 05:07:48,0,0,0,0,2024,4,5,700,3,10,2.874454677653902,2063,2.894755492558469,2822,1,2,4,0.39999999999997726,0.34356164383561644,0.17543859649122806,0,0,0.0,Artificial Intelligence,Third Year
1932,1593.0,1,2,5,2022,2024-01-10 08:50:59,2024-02-10 08:50:59,0,0,0,0,2024,1,2,794,5,11,2.8799102132435466,2673,2.894755492558469,2822,0,1,4,0.19999999999998863,0.39506849315068493,0.19298245614035087,0,0,0.0,Computer Science,Second Year
1423,1398.0,3,1,3,2024,2024-08-19 06:14:58,2025-04-18 06:14:58,0,1,0,0,2024,8,0,572,3,6,2.929756350440643,3858,2.8538888888888887,1800,2,0,2,0.5999999999999659,0.27342465753424655,0.10526315789473684,0,0,0.0,Cyber Security,First Year
3224,1944.0,2,1,3,2025,2024-03-27 20:21:05,2024-08-20 20:21:05,0,0,0,0,2024,3,2,717,1,3,2.929756350440643,3858,2.8538888888888887,1800,1,0,2,0.7999999999999545,0.3528767123287671,0.05263157894736842,0,0,0.0,Artificial Intelligence,First Year
4628,9707.0,1,2,2,2021,2021-01-14 03:05:58,2021-11-09 03:05:58,0,0,0,0,2021,1,3,1885,2,12,2.8799102132435466,2673,2.9339622641509435,1802,0,1,1,0.0,0.992876712328767,0.21052631578947367,0,0,0.0,Computer Science,Second Year
4397,386.0,2,1,3,2025,2024-10-05 19:35:53,2025-03-23 19:35:53,0,0,0,0,2024,10,5,525,3,7,2.929756350440643,3858,2.8538888888888887,1800,1,0,2,0.7999999999999545,0.24767123287671233,0.12280701754385964,0,0,0.0,Artificial Intelligence,First Year
4883,503.0,1,2,2,2025,2021-12-06 04:39:36,2022-06-12 04:39:36,0,0,0,0,2021,12,0,1559,1,3,2.8799102132435466,2673,2.9339622641509435,1802,0,1,1,0.7999999999999545,0.8142465753424657,0.05263157894736842,0,0,0.0,Computer Science,Second Year
4999,1947.0,1,4,5,2025,2024-10-08 16:01:04,2024-11-09 16:01:04,1,0,0,0,2024,10,1,522,3,7,2.9029629629629627,1350,2.894755492558469,2822,0,3,4,0.7999999999999545,0.24602739726027395,0.12280701754385964,0,0,0.0,Computer Science,Fourth Year
3995,84.0,3,2,5,2025,2021-07-08 01:08:28,2022-03-26 01:08:28,0,0,1,0,2021,7,3,1710,2,4,2.8799102132435466,2673,2.894755492558469,2822,2,1,4,0.7999999999999545,0.8969863013698629,0.07017543859649122,0,0,0.0,Cyber Security,Second Year
4714,13.0,2,2,3,2024,2023-06-23 10:27:32,2023-08-01 10:27:32,0,0,0,0,2023,6,4,995,0,0,2.8799102132435466,2673,2.8538888888888887,1800,1,1,2,0.5999999999999659,0.5052054794520547,0.0,1,1,1.0,Artificial Intelligence,Second Year
427,9189.0,1,1,4,2021,2024-06-06 20:25:43,2024-07-30 20:25:43,0,0,0,0,2024,6,3,646,1,2,2.929756350440643,3858,2.9369419642857144,1792,0,0,3,0.0,0.31397260273972605,0.03508771929824561,0,0,0.0,Computer Science,First Year
3007,1387.0,3,2,3,2023,2022-08-04 13:18:12,2022-10-20 13:18:12,0,0,0,0,2022,8,3,1318,1,3,2.8799102132435466,2673,2.8538888888888887,1800,2,1,2,0.39999999999997726,0.6821917808219177,0.05263157894736842,0,0,0.0,Cyber Security,Second Year
2322,261.0,1,3,4,2024,2024-08-14 15:20:49,2024-12-14 15:20:49,0,0,0,0,2024,8,2,577,1,4,2.874454677653902,2063,2.9369419642857144,1792,0,2,3,0.5999999999999659,0.27616438356164386,0.07017543859649122,0,0,0.0,Computer Science,Third Year
2039,914.0,1,4,5,2021,2023-07-25 10:20:38,2024-05-18 10:20:38,0,0,0,0,2023,7,1,963,3,8,2.9029629629629627,1350,2.894755492558469,2822,0,3,4,0.0,0.48767123287671227,0.14035087719298245,0,0,0.0,Computer Science,Fourth Year
905,9785.0,1,1,1,2023,2021-10-24 04:26:32,2022-07-18 04:26:32,0,0,0,0,2021,10,6,1602,1,4,2.929756350440643,3858,2.8900462962962963,1728,0,0,0,0.39999999999997726,0.8378082191780821,0.07017543859649122,0,0,0.0,Computer Science,First Year
2196,394.0,2,1,2,2024,2024-01-16 22:59:02,2024-03-15 22:59:02,0,0,0,0,2024,1,1,788,2,2,2.929756350440643,3858,2.9339622641509435,1802,1,0,1,0.5999999999999659,0.3917808219178082,0.03508771929824561,0,0,0.0,Artificial Intelligence,First Year
2904,801.0,1,1,3,2024,2025-03-07 08:29:11,2025-05-12 08:29:11,1,1,0,0,2025,3,4,372,0,0,2.929756350440643,3858,2.8538888888888887,1800,0,0,2,0.5999999999999659,0.16383561643835615,0.0,1,1,1.0,Computer Science,First Year
4677,1003.0,1,2,4,2024,2023-05-16 01:28:15,2024-01-22 01:28:15,0,0,0,0,2023,5,1,1033,0,0,2.8799102132435466,2673,2.9369419642857144,1792,0,1,3,0.5999999999999659,0.5260273972602739,0.0,1,1,1.0,Computer Science,Second Year
4393,,1,1,4,2023,2023-12-22 23:48:00,2024-03-23 23:48:00,0,0,0,0,2023,12,4,812,2,10,2.929756350440643,3858,2.9369419642857144,1792,0,0,3,0.39999999999997726,0.40493150684931506,0.17543859649122806,0,0,0.0,Computer Science,First Year
3268,610.0,2,1,1,2025,2024-03-03 23:22:39,2024-05-13 23:22:39,0,0,0,0,2024,3,6,740,2,6,2.929756350440643,3858,2.8900462962962963,1728,1,0,0,0.7999999999999545,0.3654794520547945,0.10526315789473684,0,0,0.0,Artificial Intelligence,First Year
3032,1016.0,2,2,3,2025,2022-07-17 00:17:37,2023-02-27 00:17:37,0,0,0,0,2022,7,6,1336,4,14,2.8799102132435466,2673,2.8538888888888887,1800,1,1,2,0.7999999999999545,0.6920547945205479,0.24561403508771928,0,0,0.0,Artificial Intelligence,Second Year
1674,1815.0,2,1,5,2024,2021-08-11 00:34:00,2022-03-05 00:34:00,0,0,1,0,2021,8,2,1676,2,5,2.929756350440643,3858,2.894755492558469,2822,1,0,4,0.5999999999999659,0.8783561643835616,0.08771929824561403,0,0,0.0,Artificial Intelligence,First Year
3684,1937.0,1,1,5,2022,2023-01-02 00:00:12,2023-05-09 00:00:12,0,0,0,0,2023,1,0,1167,16,50,2.929756350440643,3858,2.894755492558469,2822,0,0,4,0.19999999999998863,0.5994520547945205,0.8771929824561403,0,0,0.0,Computer Science,First Year
4878,1241.0,2,1,2,2022,2024-03-23 18:08:40,2024-08-24 18:08:40,0,0,0,0,2024,3,5,721,3,7,2.929756350440643,3858,2.9339622641509435,1802,1,0,1,0.19999999999998863,0.35506849315068495,0.12280701754385964,0,0,0.0,Artificial Intelligence,First Year
1517,632.0,1,2,4,2023,2023-04-04 12:49:39,2023-06-17 12:49:39,0,0,0,0,2023,4,1,1075,0,0,2.8799102132435466,2673,2.9369419642857144,1792,0,1,3,0.39999999999997726,0.5490410958904108,0.0,1,1,1.0,Computer Science,Second Year
3481,514.0,1,4,2,2022,2021-11-04 21:01:05,2022-08-17 21:01:05,0,0,0,0,2021,11,3,1591,2,7,2.9029629629629627,1350,2.9339622641509435,1802,0,3,1,0.19999999999998863,0.8317808219178081,0.12280701754385964,0,0,0.0,Computer Science,Fourth Year
1011,1122.0,1,2,5,2023,2022-10-03 20:34:13,2023-07-07 20:34:13,0,0,1,0,2022,10,0,1258,4,13,2.8799102132435466,2673,2.894755492558469,2822,0,1,4,0.39999999999997726,0.6493150684931506,0.22807017543859648,0,0,0.0,Computer Science,Second Year
267,360.0,1,2,4,2025,2022-07-10 04:29:08,2023-01-11 04:29:08,0,0,0,0,2022,7,6,1343,2,5,2.8799102132435466,2673,2.9369419642857144,1792,0,1,3,0.7999999999999545,0.695890410958904,0.08771929824561403,0,0,0.0,Computer Science,Second Year
2208,895.0,1,1,5,2022,2024-04-02 22:33:28,2024-04-20 22:33:28,0,0,0,0,2024,4,1,711,2,3,2.929756350440643,3858,2.894755492558469,2822,0,0,4,0.19999999999998863,0.3495890410958904,0.05263157894736842,0,0,0.0,Computer Science,First Year
4723,884.0,2,2,3,2024,2021-12-31 03:08:37,2022-08-30 03:08:37,0,0,0,0,2021,12,4,1534,0,0,2.8799102132435466,2673,2.8538888888888887,1800,1,1,2,0.5999999999999659,0.8005479452054793,0.0,1,1,1.0,Artificial Intelligence,Second Year
4565,98.0,1,1,5,2021,2021-10-18 18:35:32,2022-01-12 18:35:32,1,0,0,0,2021,10,0,1608,0,0,2.929756350440643,3858,2.894755492558469,2822,0,0,4,0.0,0.8410958904109588,0.0,1,1,1.0,Computer Science,First Year
1306,313.0,2,2,1,2025,2025-06-21 22:20:06,2025-07-16 22:20:06,0,0,0,0,2025,6,5,266,4,13,2.8799102132435466,2673,2.8900462962962963,1728,1,1,0,0.7999999999999545,0.10575342465753425,0.22807017543859648,0,0,0.0,Artificial Intelligence,Second Year
1659,563.0,2,1,1,2021,2025-11-30 05:50:04,2026-03-08 05:50:04,0,0,0,0,2025,11,6,104,0,0,2.929756350440643,3858,2.8900462962962963,1728,1,0,0,0.0,0.016986301369863017,0.0,1,1,1.0,Artificial Intelligence,First Year
2063,754.0,2,1,4,2023,2021-02-15 22:24:49,2021-09-29 22:24:49,0,0,0,0,2021,2,0,1853,5,20,2.929756350440643,3858,2.9369419642857144,1792,1,0,3,0.39999999999997726,0.9753424657534246,0.3508771929824561,0,0,0.0,Artificial Intelligence,First Year
4114,159.0,1,4,3,2023,2025-12-23 04:17:07,2026-03-02 04:17:07,0,0,0,0,2025,12,1,81,3,11,2.9029629629629627,1350,2.8538888888888887,1800,0,3,2,0.39999999999997726,0.004383561643835618,0.19298245614035087,0,0,0.0,Computer Science,Fourth Year
3409,850.0,3,3,3,2023,2022-12-17 02:09:22,2023-09-16 02:09:22,0,0,0,0,2022,12,5,1183,0,0,2.874454677653902,2063,2.8538888888888887,1800,2,2,2,0.39999999999997726,0.6082191780821917,0.0,1,1,1.0,Cyber Security,Third Year
3516,1409.0,1,3,3,2023,2024-07-21 10:50:36,2024-08-14 10:50:36,0,0,0,0,2024,7,6,601,1,1,2.874454677653902,2063,2.8538888888888887,1800,0,2,2,0.39999999999997726,0.2893150684931507,0.017543859649122806,0,1,0.5,Computer Science,Third Year
618,449.0,1,2,5,2024,2025-04-24 20:37:09,2025-04-25 20:37:09,0,0,0,0,2025,4,3,324,2,6,2.8799102132435466,2673,2.894755492558469,2822,0,1,4,0.5999999999999659,0.13753424657534247,0.10526315789473684,0,0,0.0,Computer Science,Second Year
3010,1807.0,1,1,5,2022,2022-05-04 04:34:58,2022-07-20 04:34:58,0,0,0,0,2022,5,2,1410,0,0,2.929756350440643,3858,2.894755492558469,2822,0,0,4,0.19999999999998863,0.7326027397260273,0.0,1,1,1.0,Computer Science,First Year
3478,1408.0,3,1,4,2023,2021-01-22 10:13:02,2021-09-02 10:13:02,0,0,0,0,2021,1,4,1877,3,10,2.929756350440643,3858,2.9369419642857144,1792,2,0,3,0.39999999999997726,0.9884931506849315,0.17543859649122806,0,0,0.0,Cyber Security,First Year
3341,809.0,3,1,3,2026,2021-08-17 04:13:07,2022-02-02 04:13:07,0,0,0,0,2021,8,1,1670,3,11,2.929756350440643,3858,2.8538888888888887,1800,2,0,2,1.0,0.8750684931506848,0.19298245614035087,0,0,0.0,Cyber Security,First Year
4284,865.0,3,2,2,2022,2025-08-26 22:30:23,2026-04-07 22:30:23,0,0,0,0,2025,8,1,200,1,3,2.8799102132435466,2673,2.9339622641509435,1802,2,1,1,0.19999999999998863,0.06958904109589041,0.05263157894736842,0,0,0.0,Cyber Security,Second Year
2826,760.0,1,4,5,2024,2022-10-08 02:12:56,2022-11-10 02:12:56,0,0,0,0,2022,10,5,1253,2,7,2.9029629629629627,1350,2.894755492558469,2822,0,3,4,0.5999999999999659,0.6465753424657533,0.12280701754385964,0,0,0.0,Computer Science,Fourth Year
935,1600.0,3,2,2,2024,2022-12-10 06:34:20,2023-08-14 06:34:20,0,0,0,0,2022,12,5,1190,1,3,2.8799102132435466,2673,2.9339622641509435,1802,2,1,1,0.5999999999999659,0.6120547945205479,0.05263157894736842,0,0,0.0,Cyber Security,Second Year
2343,9748.0,2,2,2,2025,2025-07-22 15:10:56,2026-02-13 15:10:56,0,0,0,0,2025,7,1,235,1,2,2.8799102132435466,2673,2.9339622641509435,1802,1,1,1,0.7999999999999545,0.08876712328767124,0.03508771929824561,0,0,0.0,Artificial Intelligence,Second Year
2605,,1,4,1,2023,2024-04-06 03:05:01,2024-05-09 03:05:01,0,0,0,0,2024,4,5,707,2,7,2.9029629629629627,1350,2.8900462962962963,1728,0,3,0,0.39999999999997726,0.3473972602739726,0.12280701754385964,0,0,0.0,Computer Science,Fourth Year
3909,2001.0,2,3,3,2025,2022-05-20 13:05:06,2023-02-02 13:05:06,0,0,0,0,2022,5,4,1394,5,13,2.874454677653902,2063,2.8538888888888887,1800,1,2,2,0.7999999999999545,0.723835616438356,0.22807017543859648,0,0,0.0,Artificial Intelligence,Third Year
4328,505.0,1,4,1,2022,2021-12-29 16:11:15,2022-09-03 16:11:15,0,0,0,0,2021,12,2,1536,1,3,2.9029629629629627,1350,2.8900462962962963,1728,0,3,0,0.19999999999998863,0.8016438356164383,0.05263157894736842,0,0,0.0,Computer Science,Fourth Year
2596,182.0,1,2,1,2022,2024-05-10 00:31:51,2024-06-30 00:31:51,0,0,0,0,2024,5,4,673,3,9,2.8799102132435466,2673,2.8900462962962963,1728,0,1,0,0.19999999999998863,0.3287671232876712,0.15789473684210525,0,0,0.0,Computer Science,Second Year
1844,354.0,1,1,4,2023,2024-06-26 18:25:18,2024-06-26 18:25:18,0,0,0,0,2024,6,2,626,1,2,2.929756350440643,3858,2.9369419642857144,1792,0,0,3,0.39999999999997726,0.303013698630137,0.03508771929824561,0,0,0.0,Computer Science,First Year
3037,1399.0,1,4,4,2021,2023-06-28 16:09:46,2023-07-24 16:09:46,0,0,0,0,2023,6,2,990,3,6,2.9029629629629627,1350,2.9369419642857144,1792,0,3,3,0.0,0.5024657534246575,0.10526315789473684,0,0,0.0,Computer Science,Fourth Year
2419,1184.0,2,2,5,2024,2025-09-24 21:52:08,2026-06-28 21:52:08,0,0,0,0,2025,9,2,171,1,4,2.8799102132435466,2673,2.894755492558469,2822,1,1,4,0.5999999999999659,0.053698630136986295,0.07017543859649122,0,0,0.0,Artificial Intelligence,Second Year
