Id,Title,Description,ImageUrl,CreditHours,EnrolledStudentsCount,DepartmentId,YearId,CreatedById,IsArchived,InstructorId,CreatedAt,UpdatedAt,CreatedAt_Year,CreatedAt_Month,ActualEnrolledCount,EnrollCountDiscrepancy,HasStudents,Dept_AvgCreditHours,Dept_TotalEnrolled,Dept_CourseCount,DepartmentName,CreditHours_Norm,ActualEnrolledCount_Norm
96,Database Systems,User authentication was completed.,/uploads/courses/3d84353b-7254-45c8-b77d-736300d28f6e.png,4,15,1,31,1,False,6,2025-02-22 14:19:20,2025-05-14 14:19:20,2025,2,55,40,1,3.2264150943396226,3399,53,Computer Science,0.6000000000000001,0.6875
97,Computer Networks,No description,/uploads/courses/26203e32-1d97-48a0-ad82-7c5a74d04fc1.png,4,161,2,18,3,False,15,2025-01-11 12:51:51,2025-01-30 12:51:51,2025,1,0,161,0,2.8383838383838382,3485,99,Artificial Intelligence,0.6000000000000001,0.0
98,Machine Learning,The system processed the request successfully.,/uploads/courses/373604a8-29bd-4752-9aef-4a5f7f281bd1.png,2,37,3,36,2,True,4,2022-02-16 07:59:51,2022-05-24 07:59:51,2022,2,57,20,1,2.625,3060,48,Cyber Security,0.2,0.7125
99,Mobile App Development,Course registration period has been updated.,/uploads/courses/d337c662-b660-4e7e-b8f0-54ba14c4ad09.png,3,33,3,17,2,True,14,2024-12-18 10:25:14,2024-12-28 10:25:14,2024,12,63,30,1,2.625,3060,48,Cyber Security,0.4000000000000001,0.7875000000000001
100,Software Engineering,Profile information was reviewed.,/uploads/courses/104011dd-943c-438d-b765-4258a45e16a1.png,3,0,1,15,1,False,4,2024-09-12 02:54:33,2024-12-15 02:54:33,2024,9,65,65,1,3.2264150943396226,3399,53,Computer Science,0.4000000000000001,0.8125
101,Web Development,Enrollment confirmed for the selected course.,/uploads/courses/7e856d80-9bec-4db0-aa53-323b57a04ec3.png,3,121,3,51,1,False,14,2025-05-05 15:01:35,2025-05-23 15:01:35,2025,5,58,63,1,2.625,3060,48,Cyber Security,0.4000000000000001,0.7250000000000001
102,Discrete Mathematics,The system processed the request successfully.,/uploads/courses/5b47250b-4d42-4b4a-a542-8167f6639aba.png,3,0,2,17,3,True,14,2025-05-05 12:45:06,2025-08-08 12:45:06,2025,5,0,0,0,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.0
103,Web Development,Password reset request was initiated.,/uploads/courses/b9136c2e-38e6-415e-98ac-c17427dd9d2a.png,4,193,2,36,3,True,15,2022-08-27 18:54:56,2022-09-10 18:54:56,2022,8,0,193,0,2.8383838383838382,3485,99,Artificial Intelligence,0.6000000000000001,0.0
104,Mobile App Development,User authentication was completed.,/uploads/courses/7b4b74f1-efc8-43c4-9ab7-9ea861f7f9b2.png,1,0,2,36,1,True,3,2022-06-15 17:45:39,2022-09-01 17:45:39,2022,6,0,0,0,2.8383838383838382,3485,99,Artificial Intelligence,0.0,0.0
105,Computer Networks,Data import finished without errors.,/uploads/courses/d80840d0-856f-438f-a635-cf5725c47b08.png,2,162,2,31,3,False,9,2023-05-28 03:56:33,2023-09-18 03:56:33,2023,5,0,162,0,2.8383838383838382,3485,99,Artificial Intelligence,0.2,0.0
106,Software Engineering,Annual academic year data was synchronized.,/uploads/courses/b3cab546-c691-4f3b-b8dc-285577a46f3c.png,4,210,2,28,1,False,14,2024-02-26 11:59:44,2024-06-22 11:59:44,2024,2,56,154,1,2.8383838383838382,3485,99,Artificial Intelligence,0.6000000000000001,0.7000000000000001
107,Software Engineering,User authentication was completed.,/uploads/courses/3e6fa49f-4ede-45d8-b706-17866b3a70d7.png,2,124,2,17,2,False,12,2025-06-21 15:16:05,2025-06-22 15:16:05,2025,6,60,64,1,2.8383838383838382,3485,99,Artificial Intelligence,0.2,0.75
108,Software Engineering,Squadron assignment updated by admin.,/uploads/courses/ce0231d9-b54c-4d4b-874d-4d35d09ee549.png,2,110,1,41,2,True,4,2025-01-21 10:59:21,2025-04-13 10:59:21,2025,1,78,32,1,3.2264150943396226,3399,53,Computer Science,0.2,0.9750000000000001
109,Artificial Intelligence,System backup was completed successfully.,/uploads/courses/0b8d0e11-0770-4532-85b3-a1f9dc2ecb2b.png,4,144,1,17,3,False,4,2025-02-05 10:14:28,2025-05-20 10:14:28,2025,2,60,84,1,3.2264150943396226,3399,53,Computer Science,0.6000000000000001,0.75
110,Software Engineering,Squadron assignment updated by admin.,/uploads/courses/95b70e05-74b5-48a6-a7b5-387551c5ed5f.png,2,69,2,17,2,True,6,2024-11-13 18:23:27,2024-11-18 18:23:27,2024,11,56,13,1,2.8383838383838382,3485,99,Artificial Intelligence,0.2,0.7000000000000001
111,Cyber Security Fundamentals,Bulk operation completed for selected records.,/uploads/courses/a855b3f1-b7e2-47f0-8063-3c81b67c2338.png,3,202,2,18,2,False,10,2024-09-08 06:50:10,2024-09-21 06:50:10,2024,9,64,138,1,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.8
112,Operating Systems,Enrollment confirmed for the selected course.,/uploads/courses/9b6fa03b-8747-47d2-94f6-24530a5085fc.png,1,110,2,51,1,True,8,2023-05-14 22:39:42,2023-07-29 22:39:42,2023,5,0,110,0,2.8383838383838382,3485,99,Artificial Intelligence,0.0,0.0
113,Database Systems,The system processed the request successfully.,/uploads/courses/f6e9254d-8344-4e01-b4d8-720de93af5aa.png,4,142,2,17,2,False,13,2023-07-09 23:04:33,2023-08-08 23:04:33,2023,7,0,142,0,2.8383838383838382,3485,99,Artificial Intelligence,0.6000000000000001,0.0
114,Mobile App Development,Record was archived by the administrator.,/uploads/courses/35992eed-6d8a-4304-b627-dc35c803df8f.png,4,240,2,41,3,True,1,2024-05-13 03:23:55,2024-06-04 03:23:55,2024,5,0,240,0,2.8383838383838382,3485,99,Artificial Intelligence,0.6000000000000001,0.0
115,Artificial Intelligence,Squadron assignment updated by admin.,/uploads/courses/be912d47-cecf-44ef-8833-f056ec696c1f.png,3,171,3,29,3,True,2,2022-08-03 00:09:15,2022-10-15 00:09:15,2022,8,65,106,1,2.625,3060,48,Cyber Security,0.4000000000000001,0.8125
116,Data Structures,User session expired and was terminated.,/uploads/courses/fe079387-f431-4e79-9ff7-462d0c1e9b4e.png,3,106,2,15,2,True,15,2025-04-17 22:28:25,2025-07-03 22:28:25,2025,4,0,106,0,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.0
117,Data Structures,New student record was added to the system.,/uploads/courses/6caa7519-b705-4de9-9f14-82ed80a6df4a.png,2,132,2,17,3,True,15,2022-01-20 03:46:17,2022-02-10 03:46:17,2022,1,66,66,1,2.8383838383838382,3485,99,Artificial Intelligence,0.2,0.8250000000000001
118,Computer Networks,Enrollment confirmed for the selected course.,/uploads/courses/f6d5278c-afe6-4a07-b20e-4b31148f4638.png,2,135,1,17,3,False,3,2023-08-23 07:04:34,2023-11-04 07:04:34,2023,8,74,61,1,3.2264150943396226,3399,53,Computer Science,0.2,0.925
119,Cyber Security Fundamentals,User session expired and was terminated.,/uploads/courses/b1f9327e-6a4e-4db5-a81b-a0290e2ebdca.png,3,203,1,17,2,True,8,2024-02-06 05:47:58,2024-02-17 05:47:58,2024,2,56,147,1,3.2264150943396226,3399,53,Computer Science,0.4000000000000001,0.7000000000000001
120,Data Science,New student record was added to the system.,/uploads/courses/c48dcf4d-de88-4061-8e8c-2bb6165839cf.png,2,169,3,17,1,True,14,2023-12-17 10:59:06,2023-12-21 10:59:06,2023,12,72,97,1,2.625,3060,48,Cyber Security,0.2,0.9
121,Mobile App Development,Access token generated for session.,/uploads/courses/8aac9b6e-50f7-4ba3-8397-3eda55672b56.png,4,16,1,17,1,False,15,2025-02-23 09:28:06,2025-05-15 09:28:06,2025,2,58,42,1,3.2264150943396226,3399,53,Computer Science,0.6000000000000001,0.7250000000000001
122,Mobile App Development,Password reset request was initiated.,/uploads/courses/8a0315ee-1346-45ad-93c5-1ccd8ba6a963.png,2,0,2,17,3,False,12,2025-02-16 00:11:27,2025-03-30 00:11:27,2025,2,0,0,0,2.8383838383838382,3485,99,Artificial Intelligence,0.2,0.0
123,Cloud Computing,User authentication was completed.,/uploads/courses/00e8665b-295b-48eb-b792-5f35bf929846.png,3,199,1,17,1,False,1,2025-02-15 15:22:22,2025-04-03 15:22:22,2025,2,70,129,1,3.2264150943396226,3399,53,Computer Science,0.4000000000000001,0.875
124,Discrete Mathematics,Course registration period has been updated.,/uploads/courses/b281e527-877f-4c18-89c6-0a82b8b02326.png,3,17,2,17,3,False,11,2023-06-03 22:28:09,2023-06-21 22:28:09,2023,6,58,41,1,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.7250000000000001
125,Operating Systems,Enrollment confirmed for the selected course.,/uploads/courses/cf5bd796-9b84-49b4-ad54-2b7266cbc1dc.png,4,78,2,7,1,True,15,2025-06-21 15:49:44,2025-07-14 15:49:44,2025,6,0,78,0,2.8383838383838382,3485,99,Artificial Intelligence,0.6000000000000001,0.0
126,Machine Learning,Profile information was reviewed.,/uploads/courses/6bbc80b2-66af-4511-860d-bf23599d1ed9.png,3,169,2,18,1,True,8,2025-02-10 18:52:10,2025-06-05 18:52:10,2025,2,65,104,1,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.8125
127,Computer Architecture,System backup was completed successfully.,/uploads/courses/c9c129f8-ecd7-41c4-977a-f8be40550973.png,2,72,1,18,3,False,5,2023-07-14 06:45:22,2023-10-27 06:45:22,2023,7,65,7,1,3.2264150943396226,3399,53,Computer Science,0.2,0.8125
128,Artificial Intelligence,Data import finished without errors.,/uploads/courses/649b39dd-e586-4734-9de2-e38677ae03c8.png,4,99,2,17,2,False,10,2025-03-16 11:14:29,2025-05-02 11:14:29,2025,3,47,52,1,2.8383838383838382,3485,99,Artificial Intelligence,0.6000000000000001,0.5875
129,Discrete Mathematics,No description,/uploads/courses/812475e3-59a6-49b4-9ec1-5fd9cb024f9e.png,4,152,1,17,3,False,2,2025-03-26 04:51:32,2025-04-13 04:51:32,2025,3,60,92,1,3.2264150943396226,3399,53,Computer Science,0.6000000000000001,0.75
130,Computer Architecture,New student record was added to the system.,/uploads/courses/442c81a2-e64a-4022-81f8-d7faf16b0ada.png,3,134,2,17,3,False,10,2023-05-11 09:40:31,2023-08-29 09:40:31,2023,5,70,64,1,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.875
131,Machine Learning,New student record was added to the system.,/uploads/courses/191c36eb-44c5-4e46-af3e-7729d22f5ece.png,3,52,2,7,1,True,12,2025-06-21 08:12:38,2025-08-12 08:12:38,2025,6,57,5,1,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.7125
132,Mobile App Development,Profile information was reviewed.,/uploads/courses/1517ca6f-886c-46a8-aa72-d1c2913d003d.png,2,90,2,17,2,True,13,2022-11-27 22:26:53,2023-02-23 22:26:53,2022,11,0,90,0,2.8383838383838382,3485,99,Artificial Intelligence,0.2,0.0
133,Computer Networks,Profile information was reviewed.,/uploads/courses/11c657dc-cee3-42ac-b556-1b13819f20d9.png,4,244,2,17,1,False,9,2024-03-05 09:41:53,2024-04-08 09:41:53,2024,3,65,179,1,2.8383838383838382,3485,99,Artificial Intelligence,0.6000000000000001,0.8125
134,Web Development,Record was archived by the administrator.,/uploads/courses/4e34d132-65d1-4ab5-8d7b-9d33fb1b51ff.png,2,194,2,28,3,True,2,2022-05-13 10:25:10,2022-06-22 10:25:10,2022,5,65,129,1,2.8383838383838382,3485,99,Artificial Intelligence,0.2,0.8125
135,Data Science,Bulk operation completed for selected records.,/uploads/courses/45aa11d4-3be5-4963-8a43-617784ce4cf9.png,4,221,2,41,3,True,1,2024-01-03 03:11:53,2024-03-07 03:11:53,2024,1,63,158,1,2.8383838383838382,3485,99,Artificial Intelligence,0.6000000000000001,0.7875000000000001
136,Operating Systems,Profile information was reviewed.,/uploads/courses/da9c7919-d9e2-4a09-a279-66f57df427b7.png,1,44,2,17,3,True,5,2025-05-30 20:14:46,2025-09-14 20:14:46,2025,5,57,13,1,2.8383838383838382,3485,99,Artificial Intelligence,0.0,0.7125
137,Computer Networks,Access token generated for session.,/uploads/courses/09028ba8-6bdc-48dd-bdbb-bb01e7d817e1.png,4,47,1,41,3,False,10,2025-02-22 05:49:50,2025-05-27 05:49:50,2025,2,63,16,1,3.2264150943396226,3399,53,Computer Science,0.6000000000000001,0.7875000000000001
138,Algorithms,Access token generated for session.,/uploads/courses/7f97bda4-799b-41d6-950c-bed304e60a69.png,4,239,1,31,1,False,14,2025-01-28 02:56:44,2025-05-18 02:56:44,2025,1,57,182,1,3.2264150943396226,3399,53,Computer Science,0.6000000000000001,0.7125
139,Artificial Intelligence,System backup was completed successfully.,/uploads/courses/3a833c5d-8963-47b0-9935-5a26cd1a8dd0.png,4,151,2,47,2,False,7,2025-03-13 21:15:14,2025-04-29 21:15:14,2025,3,0,151,0,2.8383838383838382,3485,99,Artificial Intelligence,0.6000000000000001,0.0
140,Operating Systems,Course registration period has been updated.,/uploads/courses/49272ae6-335d-4b3a-b343-40a6b65e162a.png,3,152,3,29,1,True,10,2022-09-13 15:05:52,2022-10-27 15:05:52,2022,9,66,86,1,2.625,3060,48,Cyber Security,0.4000000000000001,0.8250000000000001
141,Computer Networks,Enrollment confirmed for the selected course.,/uploads/courses/bb37746f-55d1-4e94-86be-318e7ac97122.png,4,242,3,17,3,True,1,2024-07-13 11:18:19,2024-10-25 11:18:19,2024,7,61,181,1,2.625,3060,48,Cyber Security,0.6000000000000001,0.7625000000000001
142,Algorithms,User authentication was completed.,/uploads/courses/09db16fc-a1df-4b2d-843f-8868673becba.png,3,41,2,17,1,False,10,2023-09-21 10:39:11,2023-12-23 10:39:11,2023,9,0,41,0,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.0
143,Database Systems,Password reset request was initiated.,/uploads/courses/b2f82b2e-1050-4388-a829-cf9abc01cb76.png,3,83,1,41,1,True,6,2025-02-20 21:33:03,2025-05-26 21:33:03,2025,2,61,22,1,3.2264150943396226,3399,53,Computer Science,0.4000000000000001,0.7625000000000001
144,Software Engineering,No description,/uploads/courses/fd9ba9c5-e93b-484f-bf10-60c3670ed38e.png,2,33,2,17,3,True,10,2022-04-18 09:21:21,2022-07-10 09:21:21,2022,4,0,33,0,2.8383838383838382,3485,99,Artificial Intelligence,0.2,0.0
145,Web Development,User session expired and was terminated.,/uploads/courses/7962c623-74f4-467b-9470-eac1d843b5ac.png,1,242,2,18,1,True,10,2022-12-13 06:32:51,2023-01-03 06:32:51,2022,12,51,191,1,2.8383838383838382,3485,99,Artificial Intelligence,0.0,0.6375000000000001
146,Operating Systems,Password reset request was initiated.,/uploads/courses/79f371e3-2de9-4a7c-8d20-59845ada6384.png,3,130,3,31,1,True,6,2022-02-18 05:43:43,2022-05-27 05:43:43,2022,2,64,66,1,2.625,3060,48,Cyber Security,0.4000000000000001,0.8
147,Data Science,The system processed the request successfully.,/uploads/courses/65c180c2-3beb-45c6-bc4d-e56da6b381e8.png,2,33,3,17,1,True,9,2025-04-23 17:29:10,2025-05-27 17:29:10,2025,4,71,38,1,2.625,3060,48,Cyber Security,0.2,0.8875000000000001
148,Algorithms,New student record was added to the system.,/uploads/courses/d1817475-08e2-4e19-8ff2-e896b994c296.png,2,176,2,17,3,True,5,2024-02-26 21:25:32,2024-04-29 21:25:32,2024,2,0,176,0,2.8383838383838382,3485,99,Artificial Intelligence,0.2,0.0
149,Web Development,User session expired and was terminated.,/uploads/courses/8edfa030-adf5-42c2-8948-ef4a24ad56c2.png,4,163,3,17,2,True,7,2025-06-12 04:06:11,2025-07-15 04:06:11,2025,6,69,94,1,2.625,3060,48,Cyber Security,0.6000000000000001,0.8625
150,Cyber Security Fundamentals,Enrollment confirmed for the selected course.,/uploads/courses/b7c02695-6d9f-46d9-a3c6-c3356a1c0a0e.png,2,185,3,29,2,False,9,2025-03-16 04:04:08,2025-04-04 04:04:08,2025,3,65,120,1,2.625,3060,48,Cyber Security,0.2,0.8125
151,Software Engineering,Squadron assignment updated by admin.,/uploads/courses/93440c09-fe19-4aa1-8ecd-1fffc2847cbb.png,3,0,1,17,2,False,12,2024-05-23 21:03:43,2024-06-29 21:03:43,2024,5,71,71,1,3.2264150943396226,3399,53,Computer Science,0.4000000000000001,0.8875000000000001
152,Operating Systems,User authentication was completed.,/uploads/courses/6e8a13ab-b8df-4250-b895-f52d75ae6632.png,3,142,1,18,2,False,3,2024-03-08 04:24:55,2024-06-18 04:24:55,2024,3,58,84,1,3.2264150943396226,3399,53,Computer Science,0.4000000000000001,0.7250000000000001
153,Algorithms,System backup was completed successfully.,/uploads/courses/eb208d5d-ef65-44e4-a4d3-489c56aa19c2.png,3,48,2,17,1,False,4,2022-12-03 05:27:05,2022-12-03 05:27:05,2022,12,59,11,1,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.7375
154,Software Engineering,User authentication was completed.,/uploads/courses/3e6f4f92-09d1-454a-92e1-df849c5c5268.png,4,8,3,47,1,False,11,2024-07-24 07:11:12,2024-08-17 07:11:12,2024,7,67,59,1,2.625,3060,48,Cyber Security,0.6000000000000001,0.8375
155,Data Structures,Squadron assignment updated by admin.,/uploads/courses/821ebe71-4d73-4b41-9e4b-20bed5e00bb4.png,4,160,2,17,1,True,1,2024-08-30 19:14:26,2024-12-02 19:14:26,2024,8,0,160,0,2.8383838383838382,3485,99,Artificial Intelligence,0.6000000000000001,0.0
156,Algorithms,Record was archived by the administrator.,/uploads/courses/c9ba0295-dfba-4dfc-a713-e319d576f012.png,4,212,3,17,3,True,1,2023-10-16 06:56:04,2023-10-30 06:56:04,2023,10,71,141,1,2.625,3060,48,Cyber Security,0.6000000000000001,0.8875000000000001
157,Mobile App Development,No description,/uploads/courses/02fcba00-3814-44db-9ece-9cf549d2117e.png,2,18,3,51,3,True,5,2022-05-05 08:18:31,2022-08-15 08:18:31,2022,5,69,51,1,2.625,3060,48,Cyber Security,0.2,0.8625
158,Mobile App Development,The system processed the request successfully.,/uploads/courses/312b1def-5868-4888-982b-7611b41dbba4.png,3,0,2,36,1,False,10,2022-11-06 07:47:46,2023-01-26 07:47:46,2022,11,76,76,1,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.9500000000000001
159,Data Science,Annual academic year data was synchronized.,/uploads/courses/7a0e1e9e-fe9c-4a75-93e9-58b7001be3d1.png,6,217,1,17,2,True,11,2025-05-14 14:43:58,2025-05-29 14:43:58,2025,5,66,151,1,3.2264150943396226,3399,53,Computer Science,1.0000000000000002,0.8250000000000001
160,Computer Architecture,User authentication was completed.,/uploads/courses/ffd918da-cd76-461f-bcdb-68de755944e2.png,4,124,1,17,3,False,11,2025-01-28 17:34:54,2025-03-13 17:34:54,2025,1,53,71,1,3.2264150943396226,3399,53,Computer Science,0.6000000000000001,0.6625000000000001
161,Cyber Security Fundamentals,Access token generated for session.,/uploads/courses/841e21a3-0b89-44dd-9487-1d58852bf395.png,2,20,2,36,1,False,3,2024-12-15 13:04:08,2024-12-29 13:04:08,2024,12,0,20,0,2.8383838383838382,3485,99,Artificial Intelligence,0.2,0.0
162,Cloud Computing,System backup was completed successfully.,/uploads/courses/bff2d6ba-fe1e-4dcb-b023-ac799cd555f2.png,1,151,1,17,2,True,11,2025-02-21 15:16:38,2025-06-21 15:16:38,2025,2,71,80,1,3.2264150943396226,3399,53,Computer Science,0.0,0.8875000000000001
163,Data Science,Squadron assignment updated by admin.,/uploads/courses/f39c751a-209a-4430-8b91-6727673e48e7.png,3,12,2,36,2,True,3,2025-01-05 00:03:33,2025-04-30 00:03:33,2025,1,0,12,0,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.0
164,Data Science,Record was archived by the administrator.,/uploads/courses/0007a85b-b13e-4d86-ab60-4735a9b224a8.png,4,136,2,17,1,False,10,2025-02-03 12:45:58,2025-05-23 12:45:58,2025,2,65,71,1,2.8383838383838382,3485,99,Artificial Intelligence,0.6000000000000001,0.8125
165,Computer Networks,Squadron assignment updated by admin.,/uploads/courses/28c21df9-d8eb-4cc3-8155-3a7cb92e94ab.png,3,196,2,7,2,True,9,2023-01-31 13:58:57,2023-02-18 13:58:57,2023,1,0,196,0,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.0
166,Discrete Mathematics,New student record was added to the system.,/uploads/courses/a47d4c58-f29f-4e45-93d5-8a5a7afafcfd.png,1,0,2,17,3,True,2,2023-08-17 12:01:34,2023-11-15 12:01:34,2023,8,64,64,1,2.8383838383838382,3485,99,Artificial Intelligence,0.0,0.8
167,Operating Systems,Enrollment confirmed for the selected course.,/uploads/courses/14fd2bbe-a3d3-4696-8934-e6b998ff734c.png,1,172,3,7,1,True,9,2022-01-14 14:58:12,2022-03-11 14:58:12,2022,1,69,103,1,2.625,3060,48,Cyber Security,0.0,0.8625
168,Web Development,User authentication was completed.,/uploads/courses/72e0bd29-b77d-4682-9597-78012c19feaa.png,2,0,3,47,1,True,10,2022-12-12 00:46:25,2023-02-01 00:46:25,2022,12,70,70,1,2.625,3060,48,Cyber Security,0.2,0.875
169,Cyber Security Fundamentals,Data import finished without errors.,/uploads/courses/90994705-aba8-462e-88e6-e8fc994a7a34.png,3,225,1,31,3,True,15,2022-08-07 12:37:22,2022-09-07 12:37:22,2022,8,68,157,1,3.2264150943396226,3399,53,Computer Science,0.4000000000000001,0.8500000000000001
170,Data Science,Squadron assignment updated by admin.,/uploads/courses/03ffb975-76fd-465d-9d17-937038b208d5.png,4,1042,1,29,3,True,5,2024-11-21 08:17:41,2025-01-11 08:17:41,2024,11,66,976,1,3.2264150943396226,3399,53,Computer Science,0.6000000000000001,0.8250000000000001
171,Mobile App Development,Data import finished without errors.,/uploads/courses/d7c719bf-1ff9-4d88-b796-0b2f607d8b4f.png,2,155,2,17,2,True,11,2022-01-03 02:36:42,2022-01-09 02:36:42,2022,1,67,88,1,2.8383838383838382,3485,99,Artificial Intelligence,0.2,0.8375
172,Database Systems,The system processed the request successfully.,/uploads/courses/d28dc497-1dc1-4225-b3da-c3d683a2d6d9.png,3,830,2,18,1,False,10,2024-11-27 10:08:02,2025-01-10 10:08:02,2024,11,0,830,0,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.0
173,Mobile App Development,System backup was completed successfully.,/uploads/courses/4c5f5d78-facc-4210-b2f0-ae25b4a79611.png,1,55,3,17,1,False,6,2022-02-23 07:58:08,2022-06-21 07:58:08,2022,2,64,9,1,2.625,3060,48,Cyber Security,0.0,0.8
174,Web Development,User authentication was completed.,/uploads/courses/c1df8fa5-57a9-4ece-819d-c8503caaec1b.png,2,103,2,18,3,False,14,2025-03-09 12:59:50,2025-03-23 12:59:50,2025,3,0,103,0,2.8383838383838382,3485,99,Artificial Intelligence,0.2,0.0
175,Discrete Mathematics,Annual academic year data was synchronized.,/uploads/courses/df031764-a679-4e5c-a092-7429e91ec9eb.png,4,62,2,17,1,True,7,2024-11-18 21:52:07,2024-12-10 21:52:07,2024,11,0,62,0,2.8383838383838382,3485,99,Artificial Intelligence,0.6000000000000001,0.0
176,Cyber Security Fundamentals,User authentication was completed.,/uploads/courses/4f9e70c4-865e-488d-8e61-a2fc74668af4.png,2,21,2,17,3,True,4,2025-04-28 21:32:56,2025-08-03 21:32:56,2025,4,0,21,0,2.8383838383838382,3485,99,Artificial Intelligence,0.2,0.0
177,Data Science,Record was archived by the administrator.,/uploads/courses/117691dc-1643-4083-b4bf-cedfc5c78a5d.png,1,86,1,36,2,False,10,2022-12-14 11:10:47,2022-12-27 11:10:47,2022,12,60,26,1,3.2264150943396226,3399,53,Computer Science,0.0,0.75
178,Algorithms,User session expired and was terminated.,/uploads/courses/cf58042c-e6ef-4861-ad0b-6979cdad3f23.png,2,105,3,29,2,False,1,2024-04-05 03:19:12,2024-07-31 03:19:12,2024,4,68,37,1,2.625,3060,48,Cyber Security,0.2,0.8500000000000001
179,Data Science,System backup was completed successfully.,/uploads/courses/18464343-f06e-40b8-8487-32d5265abdc9.png,2,838,1,17,3,False,10,2023-10-07 19:57:57,2023-12-06 19:57:57,2023,10,59,779,1,3.2264150943396226,3399,53,Computer Science,0.2,0.7375
180,Discrete Mathematics,Data import finished without errors.,/uploads/courses/a8cb2e44-c37e-4e6c-bbfc-c3ce73d76b98.png,2,56,2,17,2,True,15,2025-02-27 12:23:49,2025-05-26 12:23:49,2025,2,74,18,1,2.8383838383838382,3485,99,Artificial Intelligence,0.2,0.925
181,Operating Systems,Annual academic year data was synchronized.,/uploads/courses/7cf379f2-87e9-4e47-b92e-b71e2751977f.png,3,196,2,17,1,False,10,2024-01-06 06:28:20,2024-04-25 06:28:20,2024,1,65,131,1,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.8125
182,Data Structures,Record was archived by the administrator.,/uploads/courses/53ee13f6-57e2-45bc-a8c4-c387fc1ed9de.png,1,145,3,17,3,False,12,2024-08-11 11:25:41,2024-08-30 11:25:41,2024,8,64,81,1,2.625,3060,48,Cyber Security,0.0,0.8
183,Computer Architecture,Record was archived by the administrator.,/uploads/courses/e249d41f-f1e1-4532-914e-c69e1d1bad18.png,1,103,3,47,2,True,13,2022-07-13 15:08:52,2022-09-13 15:08:52,2022,7,69,34,1,2.625,3060,48,Cyber Security,0.0,0.8625
184,Algorithms,New student record was added to the system.,/uploads/courses/644d176c-3a2f-426a-9e8d-bf8068356c68.png,3,188,2,17,1,True,12,2025-02-06 22:38:36,2025-04-05 22:38:36,2025,2,0,188,0,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.0
185,Data Science,Enrollment confirmed for the selected course.,/uploads/courses/493aa56b-396f-45fd-a884-673bd5300d96.png,2,86,2,51,3,True,14,2023-05-16 15:04:10,2023-06-17 15:04:10,2023,5,0,86,0,2.8383838383838382,3485,99,Artificial Intelligence,0.2,0.0
186,Algorithms,Bulk operation completed for selected records.,/uploads/courses/cc025106-0d57-4987-9585-5b1f774517c5.png,2,32,3,18,2,True,11,2025-06-22 15:38:48,2025-07-11 15:38:48,2025,6,50,18,1,2.625,3060,48,Cyber Security,0.2,0.625
187,Operating Systems,Squadron assignment updated by admin.,/uploads/courses/c193526e-4b69-4daa-8dfa-e9bdb50c03f2.png,2,0,3,7,1,False,12,2023-03-31 16:31:01,2023-04-15 16:31:01,2023,3,61,61,1,2.625,3060,48,Cyber Security,0.2,0.7625000000000001
188,Web Development,System backup was completed successfully.,/uploads/courses/05d91b4b-f3f7-497f-9615-33fa5ff1f4d0.png,3,154,2,36,3,False,1,2023-12-17 01:29:24,2024-03-26 01:29:24,2023,12,58,96,1,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.7250000000000001
189,Artificial Intelligence,The system processed the request successfully.,/uploads/courses/4b628d96-be0f-4fa4-8036-5693c8f46c5c.png,3,160,2,17,1,False,10,2023-12-04 09:30:57,2024-01-09 09:30:57,2023,12,69,91,1,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.8625
190,Computer Architecture,Password reset request was initiated.,/uploads/courses/15591582-59b3-4b8f-b87e-106ec199149d.png,4,199,3,29,2,True,11,2024-01-29 14:53:18,2024-03-18 14:53:18,2024,1,72,127,1,2.625,3060,48,Cyber Security,0.6000000000000001,0.9
191,Data Structures,Access token generated for session.,/uploads/courses/914aa762-5334-4be8-b9b8-60925ffb4841.png,3,227,2,17,3,False,10,2023-12-25 15:57:02,2024-02-15 15:57:02,2023,12,59,168,1,2.8383838383838382,3485,99,Artificial Intelligence,0.4000000000000001,0.7375
