Id,ActivityId,UserId,Content,ParentCommentId,LikeCount,CreatedAt,UpdatedAt,IsDeleted,UserId_WasNull
2985,2101.0,584.0,I agree with this comment.,2974.0,1,2024-11-03 12:39:43,,0,0
1382,1995.0,675.0,[deleted],1372.0,2,2025-12-24 17:04:15,,1,0
750,1106.0,505.0,Could you provide more examples?,,7,2025-07-21 10:52:43,2025-07-22 09:52:43,0,0
3511,162.0,1609.0,الشرح كان واضح جداً، شكراً,,2,2022-09-05 08:37:35,,0,0
449,1160.0,140.0,[deleted],438.0,6,2023-12-02 11:39:42,2023-12-03 10:39:42,1,0
708,1691.0,1143.0,That makes sense now.,702.0,15,2022-11-01 19:31:35,,0,0
415,1894.0,732.0,This topic is challenging but interesting.,,34,2025-03-08 15:11:14,,0,0
4119,1196.0,70.0,When is the next quiz?,,43,2024-02-28 14:21:07,,0,0
4224,1517.0,1637.0,[deleted],4208.0,1,2023-01-31 06:51:38,,1,0
3485,2126.0,16.0,[deleted],,24,2023-12-25 21:59:22,,1,0
2490,1682.0,1751.0,شكراً على الرد,2480.0,6,2023-05-18 23:58:00,,0,0
3065,502.0,327.0,[deleted],,44,2025-02-16 05:08:32,2025-02-18 01:08:32,1,0
1927,1915.0,528.0,I didn't understand the second part.,,46,2024-09-05 05:12:20,,0,0
4205,1517.0,445.0,Could you provide more examples?,,3,2025-01-18 16:00:24,2025-01-20 04:00:24,0,0
3162,1774.0,715.0,[deleted],3150.0,0,2024-11-30 14:50:42,,1,0
994,1580.0,291.0,That makes sense now.,983.0,14,2024-07-12 11:08:30,,0,0
729,434.0,1585.0,Thanks for the clarification.,717.0,4,2026-01-31 13:29:59,,0,0
617,741.0,1527.0,[deleted],,17,2025-05-11 17:37:42,2025-05-12 00:37:42,1,0
936,552.0,1422.0,I agree with this comment.,932.0,0,2025-11-26 09:28:02,2025-11-27 00:28:02,0,0
2908,1863.0,203.0,شكراً على الرد,2900.0,4,2024-11-03 15:53:08,,0,0
1250,919.0,1408.0,شكراً على الرد,1239.0,0,2026-02-28 13:06:57,,0,0
703,1691.0,1397.0,[deleted],,6,2023-01-29 20:06:08,2023-01-29 22:06:08,1,0
2761,568.0,1787.0,This topic is challenging but interesting.,,34,2022-06-10 11:10:28,2022-06-11 10:10:28,0,0
3977,1511.0,1527.0,Can you elaborate further?,3969.0,11,2025-09-04 02:16:47,2025-09-04 06:16:47,0,0
3702,456.0,1977.0,[deleted],3696.0,2,2024-01-28 13:06:32,,1,0
3645,1935.0,899.0,That makes sense now.,3628.0,4,2022-06-08 06:11:19,,0,0
3381,849.0,1996.0,شكراً على الرد,3367.0,5,2025-07-11 16:34:24,,0,0
2635,1957.0,1741.0,Thanks for the clarification.,2628.0,11,2022-07-13 03:28:09,2022-07-13 10:28:09,0,0
1723,1978.0,-1.0,I agree with this comment.,1710.0,12,2023-11-04 09:39:52,2023-11-04 17:39:52,0,1
671,1765.0,28.0,Can you elaborate further?,665.0,4,2025-03-22 10:02:33,,0,0
1846,1862.0,1065.0,When is the next quiz?,,12,2024-02-28 20:51:48,2024-02-29 23:51:48,0,0
2326,765.0,1751.0,When is the next quiz?,,34,2022-09-17 23:24:15,2022-09-19 03:24:15,0,0
4375,37.0,1653.0,Can you explain this concept more?,,35,2023-07-16 04:49:40,2023-07-17 15:49:40,0,0
4173,79.0,1138.0,محتاج مزيد من التوضيح,,22,2024-07-06 23:04:17,,0,0
4097,909.0,1811.0,شكراً على الرد,4089.0,8,2025-04-10 04:41:27,,0,0
1489,1757.0,1598.0,محتاج مزيد من التوضيح,,20,2022-12-30 18:26:24,,0,0
2888,1134.0,669.0,When is the next quiz?,,30,2023-06-29 23:16:04,2023-06-30 22:16:04,0,0
2116,1003.0,554.0,I didn't understand the second part.,,44,2025-12-22 00:38:26,2025-12-23 09:38:26,0,0
3281,779.0,1589.0,That makes sense now.,3262.0,6,2023-10-17 09:33:46,,0,0
1588,407.0,-1.0,Thanks for the clarification.,1581.0,10,2025-03-19 13:04:59,,0,1
537,1652.0,136.0,[deleted],527.0,5,2022-07-30 21:30:13,2022-07-31 12:30:13,1,0
3503,2054.0,764.0,I didn't understand the second part.,,13,2023-04-06 22:45:07,,0,0
2176,884.0,207.0,[deleted],2157.0,15,2024-08-27 11:27:20,,1,0
623,741.0,371.0,I didn't understand the second part.,,29,2024-12-20 20:52:04,,0,0
1421,666.0,1717.0,"Thank you, this was very clear.",,24,2023-02-23 23:47:25,,0,0
3557,176.0,957.0,[deleted],,3,2023-04-20 06:50:42,2023-04-20 17:50:42,1,0
3930,81.0,687.0,Can you explain this concept more?,,31,2024-06-29 04:16:58,2024-06-30 07:16:58,0,0
4255,1077.0,-1.0,"Thank you, this was very clear.",,16,2025-05-08 18:28:31,,0,1
1396,2143.0,1408.0,الشرح كان واضح جداً، شكراً,,34,2023-07-25 18:36:55,2023-07-27 18:36:55,0,0
3188,331.0,270.0,Thanks for the clarification.,3177.0,1,2025-08-09 23:58:12,,0,0
2620,1957.0,195.0,[deleted],,8,2022-12-26 15:08:54,2022-12-27 01:08:54,1,0
3570,1762.0,946.0,Could you provide more examples?,,37,2023-04-19 22:38:51,2023-04-20 15:38:51,0,0
4183,79.0,238.0,[deleted],4174.0,11,2024-10-04 13:38:49,,1,0
1449,233.0,280.0,I didn't understand the second part.,,13,2022-12-15 23:33:08,2022-12-17 02:33:08,0,0
1772,295.0,326.0,[deleted],,35,2023-05-09 16:28:27,,1,0
640,741.0,1708.0,That makes sense now.,624.0,15,2025-12-01 16:38:02,,0,0
2222,803.0,1661.0,ممتاز!,,38,2024-10-08 04:53:05,2024-10-08 18:53:05,0,0
1529,875.0,1269.0,[deleted],1518.0,5,2024-07-28 04:22:58,,1,0
3212,359.0,464.0,Can you explain this concept more?,,1,2026-02-24 13:02:08,2026-02-26 01:02:08,0,0
1450,233.0,1739.0,I didn't understand the second part.,,41,2025-01-17 06:07:38,,0,0
1585,407.0,1127.0,I agree with this comment.,1577.0,9,2025-12-11 10:19:36,,0,0
4432,1981.0,1483.0,That makes sense now.,2.0,5,2024-02-24 00:25:43,,0,0
829,864.0,93.0,[deleted],,34,2025-11-30 22:43:52,2025-12-01 21:43:52,1,0
3632,1935.0,587.0,"Great lecture, very helpful!",,15,2023-02-11 12:30:14,2023-02-13 12:30:14,0,0
845,1473.0,56.0,ممتاز!,,17,2023-09-19 15:39:14,2023-09-20 09:39:14,0,0
3596,1876.0,899.0,Could you provide more examples?,,42,2023-05-15 22:09:29,2023-05-17 17:09:29,0,0
1968,2103.0,1599.0,That makes sense now.,1958.0,14,2022-08-05 12:13:58,,0,0
4078,911.0,1835.0,Thanks for the clarification.,4069.0,13,2022-07-31 02:33:46,,0,0
132,1254.0,529.0,Thanks for the clarification.,122.0,7,2023-12-02 00:11:33,,0,0
2434,2156.0,854.0,I agree with this comment.,2427.0,8,2023-11-22 14:25:29,2023-11-23 07:25:29,0,0
2007,1285.0,791.0,[deleted],,2,2022-12-14 12:28:26,,1,0
4104,1520.0,1171.0,محتاج مزيد من التوضيح,,11,2024-09-14 22:54:16,,0,0
3374,849.0,734.0,Can you elaborate further?,3364.0,15,2024-10-17 21:32:48,,0,0
2281,1613.0,538.0,I agree with this comment.,2267.0,9,2023-06-04 00:28:43,,0,0
3725,1685.0,243.0,Can you elaborate further?,3716.0,9,2022-11-11 03:05:38,,0,0
398,618.0,1005.0,"Thank you, this was very clear.",,2,2025-02-02 02:34:03,,0,0
3184,331.0,1717.0,Can you explain this concept more?,,11,2025-12-18 16:17:50,2025-12-19 02:17:50,0,0
1102,150.0,2028.0,When is the next quiz?,,10,2023-03-17 14:57:55,,0,0
3154,1774.0,693.0,Can you elaborate further?,3147.0,14,2023-05-10 16:02:51,,0,0
1591,353.0,1743.0,Can you explain this concept more?,,16,2025-09-02 15:12:02,,0,0
1735,2159.0,137.0,Thanks for the clarification.,1731.0,6,2023-10-06 12:13:06,,0,0
228,1481.0,131.0,Thanks for the clarification.,210.0,1,2025-12-19 08:07:20,2025-12-19 23:07:20,0,0
50,516.0,1953.0,Thanks for the clarification.,38.0,8,2024-12-23 03:13:41,2024-12-23 14:13:41,0,0
1307,1965.0,619.0,I didn't understand the second part.,,50,2025-07-13 19:59:32,,0,0
4141,2218.0,411.0,الشرح كان واضح جداً، شكراً,,49,2023-10-06 05:05:47,2023-10-07 09:05:47,0,0
2841,1454.0,1029.0,[deleted],,0,2025-10-25 14:14:10,,1,0
695,2152.0,1634.0,[deleted],690.0,7,2025-05-01 11:37:17,,1,0
3669,220.0,819.0,شكراً على الرد,3663.0,6,2024-06-25 15:54:25,2024-06-25 21:54:25,0,0
2626,1957.0,2034.0,[deleted],,28,2025-01-31 12:06:40,2025-02-01 15:06:40,1,0
3,1981.0,1298.0,الشرح كان واضح جداً، شكراً,,28,2023-12-20 13:49:05,2023-12-22 01:49:05,0,0
107,1148.0,1954.0,That makes sense now.,96.0,14,2024-10-25 14:08:19,2024-10-26 05:08:19,0,0
4226,792.0,1891.0,[deleted],,10,2022-07-07 00:31:41,2022-07-07 18:31:41,1,0
1145,1617.0,1585.0,When is the next quiz?,,41,2024-06-28 05:57:19,,0,0
3580,1762.0,1586.0,That makes sense now.,3569.0,13,2022-11-29 01:54:21,,0,0
1280,159.0,677.0,شكراً على الرد,1276.0,0,2022-11-21 13:05:12,,0,0
758,1106.0,12.0,[deleted],750.0,13,2023-03-04 18:55:44,,1,0
2084,289.0,208.0,Thanks for the clarification.,2079.0,5,2024-02-24 21:12:00,,0,0
4169,2218.0,2042.0,That makes sense now.,4149.0,1,2024-10-09 06:07:14,,0,0
1759,1792.0,1536.0,That makes sense now.,1746.0,11,2026-02-13 20:59:08,,0,0
158,1274.0,687.0,[deleted],148.0,0,2025-02-15 14:20:46,2025-02-16 14:20:46,1,0
2311,1640.0,-1.0,Can you elaborate further?,2296.0,8,2024-08-12 13:25:54,,0,1
1439,666.0,827.0,Can you elaborate further?,1422.0,0,2023-02-15 15:16:11,,0,0
2957,1029.0,634.0,Could you provide more examples?,,34,2025-08-12 15:03:31,,0,0
1327,1264.0,1157.0,Thanks for the clarification.,1319.0,13,2024-02-25 02:54:27,,0,0
1661,1714.0,721.0,Can you explain this concept more?,,9,2024-03-18 11:19:00,2024-03-19 16:19:00,0,0
3510,162.0,1997.0,ممتاز!,,26,2025-03-22 22:45:28,2025-03-24 21:45:28,0,0
2349,990.0,297.0,محتاج مزيد من التوضيح,,29,2024-10-02 09:00:38,,0,0
2425,1979.0,925.0,Thanks for the clarification.,2415.0,12,2024-09-05 19:40:49,,0,0
550,1206.0,332.0,This topic is challenging but interesting.,,46,2025-05-06 22:13:27,2025-05-07 00:13:27,0,0
655,257.0,1326.0,شكراً على الرد,644.0,1,2024-02-17 20:56:15,2024-02-18 03:56:15,0,0
3334,727.0,938.0,Can you elaborate further?,3319.0,10,2022-09-28 07:53:56,,0,0
1418,666.0,687.0,This topic is challenging but interesting.,,6,2023-06-17 07:54:00,,0,0
152,1274.0,514.0,الشرح كان واضح جداً، شكراً,,22,2024-03-03 12:10:03,,0,0
3077,502.0,552.0,That makes sense now.,3065.0,6,2023-03-08 06:21:36,,0,0
1222,1695.0,1390.0,[deleted],1212.0,4,2023-03-06 23:54:06,2023-03-07 12:54:06,1,0
1400,2143.0,1684.0,I agree with this comment.,1390.0,3,2023-11-21 04:17:06,,0,0
1296,1465.0,541.0,[deleted],1287.0,4,2023-04-13 13:36:56,,1,0
2189,1028.0,1593.0,I agree with this comment.,2182.0,2,2025-10-19 16:04:53,2025-10-20 13:04:53,0,0
732,434.0,1121.0,[deleted],719.0,9,2025-12-28 19:45:23,2025-12-29 04:45:23,1,0
4256,1077.0,1853.0,[deleted],4245.0,9,2025-05-03 18:20:10,,1,0
2527,384.0,1364.0,[deleted],,11,2025-10-19 05:43:44,,1,0
2980,2101.0,70.0,Can you elaborate further?,2972.0,4,2023-04-04 08:55:01,2023-04-04 16:55:01,0,0
825,864.0,1258.0,"Thank you, this was very clear.",,15,2024-10-04 20:09:48,,0,0
2923,1147.0,141.0,When is the next quiz?,,22,2024-09-20 01:41:24,2024-09-20 03:41:24,0,0
443,1160.0,448.0,"Thank you, this was very clear.",,23,2024-07-13 16:12:38,,0,0
114,1148.0,1233.0,[deleted],101.0,9,2026-03-04 02:49:07,,1,0
408,618.0,535.0,Can you elaborate further?,398.0,11,2024-11-13 17:41:05,2024-11-14 15:41:05,0,0
2737,1673.0,1344.0,"Great lecture, very helpful!",,39,2023-07-04 13:51:55,,0,0
1052,1805.0,736.0,[deleted],,33,2025-11-18 04:55:20,,1,0
528,1652.0,313.0,محتاج مزيد من التوضيح,,45,2022-10-13 11:13:34,,0,0
1857,1862.0,8.0,[deleted],1845.0,3,2022-08-03 12:48:24,,1,0
1361,1694.0,555.0,Can you elaborate further?,1354.0,15,2025-06-28 19:56:37,2025-06-28 21:56:37,0,0
2552,230.0,1525.0,Can you explain this concept more?,,23,2024-07-13 22:36:09,2024-07-13 23:36:09,0,0
1651,1112.0,908.0,شكراً على الرد,1640.0,2,2023-09-18 13:41:17,2023-09-18 21:41:17,0,0
956,839.0,1819.0,[deleted],,50,2023-06-18 01:33:55,,1,0
3895,1162.0,773.0,محتاج مزيد من التوضيح,,17,2023-11-21 10:39:08,2023-11-22 00:39:08,0,0
3642,1935.0,-1.0,I agree with this comment.,3626.0,10,2026-01-20 02:53:38,,0,1
3675,220.0,934.0,Thanks for the clarification.,3666.0,8,2024-05-17 17:56:03,2024-05-18 08:56:03,0,0
1652,1112.0,462.0,شكراً على الرد,1642.0,9,2026-02-28 20:56:07,,0,0
1246,919.0,1751.0,Can you elaborate further?,1237.0,12,2023-01-20 04:04:48,,0,0
3934,81.0,1585.0,[deleted],,17,2025-02-23 22:40:07,,1,0
2410,1979.0,703.0,When is the next quiz?,,50,2024-06-10 21:18:14,2024-06-11 18:18:14,0,0
2797,1546.0,1668.0,[deleted],2786.0,11,2022-10-23 23:22:47,,1,0
3492,2126.0,511.0,I agree with this comment.,3483.0,15,2022-10-12 21:27:47,2022-10-13 02:27:47,0,0
416,1894.0,475.0,[deleted],413.0,6,2024-01-20 13:15:39,2024-01-21 10:15:39,1,0
3845,524.0,-1.0,الشرح كان واضح جداً، شكراً,,19,2024-12-21 02:33:18,2024-12-22 01:33:18,0,1
456,1160.0,269.0,I agree with this comment.,443.0,13,2025-10-29 01:29:53,,0,0
3231,1221.0,642.0,"Thank you, this was very clear.",,37,2023-11-14 17:50:03,2023-11-15 23:50:03,0,0
4334,746.0,785.0,ممتاز!,,18,2023-04-21 01:56:50,2023-04-22 13:56:50,0,0
2206,545.0,218.0,This topic is challenging but interesting.,,14,2024-07-17 14:16:52,2024-07-18 05:16:52,0,0
73,1107.0,1628.0,محتاج مزيد من التوضيح,,20,2024-04-11 08:33:29,,0,0
4257,1077.0,281.0,شكراً على الرد,4246.0,9,2025-01-17 05:54:51,2025-01-17 06:54:51,0,0
2882,829.0,565.0,That makes sense now.,2865.0,15,2023-05-06 05:06:21,,0,0
3344,727.0,2.0,شكراً على الرد,3326.0,4,2022-11-19 14:30:27,,0,0
4067,911.0,318.0,محتاج مزيد من التوضيح,,49,2024-10-23 02:35:33,2024-10-23 03:35:33,0,0
232,1481.0,480.0,I agree with this comment.,213.0,2,2023-01-05 12:36:19,,0,0
1251,2084.0,234.0,[deleted],,44,2022-12-15 13:26:41,2022-12-16 05:26:41,1,0
167,1274.0,1093.0,[deleted],154.0,9,2025-04-06 03:35:34,,1,0
1175,680.0,438.0,This topic is challenging but interesting.,,27,2023-02-10 22:50:11,,0,0
1404,2143.0,507.0,Can you elaborate further?,1392.0,2,2025-09-15 09:49:03,,0,0
1024,1207.0,1136.0,[deleted],1013.0,0,2023-12-24 13:25:02,,1,0
874,1989.0,1296.0,That makes sense now.,871.0,11,2022-06-22 02:25:55,,0,0
1067,334.0,620.0,Could you provide more examples?,,7,2023-10-17 19:45:21,2023-10-18 03:45:21,0,0
2239,803.0,1633.0,[deleted],2224.0,7,2023-04-21 06:36:13,,1,0
495,429.0,721.0,That makes sense now.,481.0,4,2023-02-01 22:39:31,,0,0
1944,1277.0,389.0,[deleted],1939.0,1,2023-08-02 20:55:15,,1,0
3121,1212.0,1679.0,I agree with this comment.,3106.0,0,2024-03-11 06:12:22,2024-03-12 04:12:22,0,0
977,347.0,521.0,شكراً على الرد,969.0,8,2025-06-18 06:33:46,,0,0
1173,680.0,160.0,Could you provide more examples?,,21,2025-11-29 02:24:56,,0,0
3943,81.0,93.0,[deleted],3931.0,13,2026-01-09 02:17:44,2026-01-09 15:17:44,1,0
2606,1539.0,1655.0,"Thank you, this was very clear.",,2,2023-06-16 13:26:35,2023-06-17 12:26:35,0,0
2004,269.0,1201.0,شكراً على الرد,1993.0,14,2025-07-24 11:48:38,2025-07-25 07:48:38,0,0
1033,1207.0,1279.0,Thanks for the clarification.,1020.0,8,2024-03-16 05:44:24,2024-03-16 21:44:24,0,0
3178,331.0,1944.0,Could you provide more examples?,,16,2025-05-30 04:19:19,2025-05-30 05:19:19,0,0
297,1907.0,1507.0,[deleted],285.0,12,2024-09-23 05:07:02,2024-09-23 07:07:02,1,0
755,1106.0,-1.0,[deleted],748.0,2,2022-12-25 23:18:39,,1,1
3387,34.0,1266.0,Could you provide more examples?,,29,2022-10-21 05:21:45,,0,0
2910,1863.0,776.0,[deleted],2902.0,12,2025-11-27 20:43:57,,1,0
71,1107.0,1711.0,محتاج مزيد من التوضيح,,6,2025-08-14 19:59:50,,0,0
1097,150.0,1456.0,When is the next quiz?,,3,2025-04-30 06:11:46,2025-05-02 00:11:46,0,0
868,271.0,218.0,[deleted],861.0,12,2024-03-21 07:39:14,,1,0
1622,172.0,2053.0,[deleted],1609.0,10,2025-05-14 00:13:47,2025-05-14 06:13:47,1,0
4261,1077.0,1263.0,[deleted],4247.0,4,2023-12-12 07:51:57,,1,0
4127,1196.0,1888.0,Thanks for the clarification.,4117.0,14,2023-09-14 05:36:24,,0,0
1381,1995.0,421.0,I agree with this comment.,1372.0,11,2025-09-08 02:56:00,,0,0
2431,2156.0,1229.0,This topic is challenging but interesting.,,13,2024-11-18 03:16:23,2024-11-18 11:16:23,0,0
1690,1256.0,1338.0,[deleted],,43,2024-03-23 05:56:12,2024-03-24 13:56:12,1,0
2977,2101.0,1358.0,That makes sense now.,2968.0,6,2023-01-24 10:26:18,,0,0
3780,181.0,801.0,Can you elaborate further?,3770.0,7,2023-12-10 10:00:23,2023-12-10 14:00:23,0,0
2846,1454.0,2055.0,That makes sense now.,2839.0,6,2024-04-27 00:11:06,,0,0
496,429.0,1624.0,That makes sense now.,482.0,0,2023-03-10 08:22:57,2023-03-11 00:22:57,0,0
2365,990.0,1364.0,Thanks for the clarification.,2354.0,10,2023-05-24 08:02:08,,0,0
1707,1978.0,20.0,[deleted],,37,2025-11-19 07:32:07,2025-11-19 20:32:07,1,0
3191,331.0,215.0,Can you elaborate further?,3178.0,4,2022-11-10 01:19:55,,0,0
954,788.0,860.0,Can you elaborate further?,947.0,14,2024-08-08 21:16:19,2024-08-09 20:16:19,0,0
667,1765.0,724.0,شكراً على الرد,664.0,8,2024-06-28 23:05:38,,0,0
781,2204.0,1852.0,I agree with this comment.,767.0,12,2025-05-01 04:36:40,,0,0
3413,1158.0,1299.0,شكراً على الرد,3405.0,3,2023-02-25 17:38:16,2023-02-26 06:38:16,0,0
1153,1617.0,1791.0,I agree with this comment.,1140.0,10,2026-02-04 07:37:21,2026-02-04 11:37:21,0,0
564,1206.0,1785.0,That makes sense now.,551.0,0,2023-07-29 04:10:35,2023-07-29 16:10:35,0,0
2361,990.0,195.0,That makes sense now.,2352.0,9,2025-08-21 08:22:28,2025-08-22 03:22:28,0,0
2992,1175.0,1770.0,"Thank you, this was very clear.",,25,2024-05-11 21:49:34,2024-05-13 20:49:34,0,0
718,434.0,1361.0,ممتاز!,,42,2025-10-08 05:16:10,,0,0
1150,1617.0,975.0,Can you elaborate further?,1137.0,0,2022-07-07 00:49:40,,0,0
4324,1731.0,1334.0,[deleted],4305.0,7,2023-05-03 02:44:05,,1,0
864,271.0,1739.0,Can you elaborate further?,859.0,8,2025-11-09 07:52:37,,0,0
3903,820.0,1650.0,[deleted],,13,2023-11-19 18:47:05,,1,0
2557,230.0,1410.0,That makes sense now.,2551.0,15,2024-06-18 10:27:26,,0,0
3820,2121.0,2046.0,I agree with this comment.,3807.0,3,2025-07-26 19:47:15,,0,0
4238,550.0,-1.0,That makes sense now.,4233.0,7,2023-02-19 00:05:07,2023-02-19 05:05:07,0,1
2625,1957.0,766.0,This topic is challenging but interesting.,,27,2024-07-09 20:08:09,,0,0
1444,666.0,1900.0,Thanks for the clarification.,1425.0,4,2025-06-29 08:13:45,,0,0
2695,197.0,1889.0,Thanks for the clarification.,2678.0,8,2024-10-18 06:17:13,,0,0
210,1481.0,1179.0,I didn't understand the second part.,,27,2024-05-26 02:05:55,2024-05-28 00:05:55,0,0
4232,550.0,48.0,محتاج مزيد من التوضيح,,19,2024-02-01 23:04:18,,0,0
2188,1028.0,1737.0,When is the next quiz?,,46,2025-09-11 08:04:45,,0,0
1059,1805.0,496.0,[deleted],1053.0,0,2022-07-11 17:35:21,,1,0
1841,1569.0,1344.0,That makes sense now.,1823.0,8,2024-05-07 06:29:11,,0,0
3314,642.0,647.0,[deleted],3303.0,4,2025-01-29 03:05:31,,1,0
1443,666.0,1798.0,That makes sense now.,1425.0,11,2023-12-04 13:13:21,,0,0
1980,1180.0,1592.0,That makes sense now.,1975.0,4,2025-09-19 10:44:23,,0,0
2041,928.0,2044.0,When is the next quiz?,,39,2023-12-14 00:54:01,,0,0
455,1160.0,1794.0,That makes sense now.,442.0,13,2022-09-07 13:39:20,,0,0
3375,849.0,209.0,That makes sense now.,3364.0,3,2023-03-19 18:30:37,,0,0
1635,172.0,689.0,شكراً على الرد,1619.0,5,2025-04-17 11:51:42,,0,0
4389,37.0,677.0,I agree with this comment.,4377.0,12,2024-07-22 18:10:40,2024-07-23 13:10:40,0,0
743,1106.0,306.0,[deleted],,11,2024-08-05 19:14:53,,1,0
2384,636.0,1460.0,I didn't understand the second part.,,9,2025-06-26 08:54:04,2025-06-26 21:54:04,0,0
357,988.0,1717.0,[deleted],346.0,3,2024-04-12 13:50:35,,1,0
2133,344.0,1063.0,ممتاز!,,21,2025-03-17 18:31:56,2025-03-19 10:31:56,0,0
4264,1077.0,960.0,That makes sense now.,4249.0,7,2025-02-21 06:13:50,2025-02-21 17:13:50,0,0
1198,1015.0,1514.0,Could you provide more examples?,,31,2023-11-18 07:12:04,,0,0
3359,2198.0,740.0,Thanks for the clarification.,3356.0,15,2025-05-12 08:52:14,,0,0
3701,456.0,401.0,[deleted],,47,2024-04-13 16:47:02,2024-04-13 23:47:02,1,0
38,516.0,1832.0,الشرح كان واضح جداً، شكراً,,34,2025-07-01 01:24:00,,0,0
1670,1714.0,731.0,I agree with this comment.,1663.0,15,2023-01-23 19:15:15,2023-01-23 21:15:15,0,0
2438,2156.0,1957.0,I agree with this comment.,2429.0,10,2025-12-31 10:35:43,,0,0
1390,2143.0,1169.0,"Great lecture, very helpful!",,35,2023-04-18 08:21:49,,0,0
3302,642.0,1685.0,This topic is challenging but interesting.,,24,2024-11-02 15:03:57,2024-11-04 12:03:57,0,0
810,2077.0,996.0,Thanks for the clarification.,792.0,13,2024-01-14 21:47:49,,0,0
668,1765.0,307.0,شكراً على الرد,664.0,2,2024-06-06 13:27:12,,0,0
4049,1202.0,823.0,Could you provide more examples?,,29,2025-07-10 00:31:06,,0,0
1157,1617.0,67.0,[deleted],1143.0,4,2023-06-19 14:02:19,,1,0
3000,1175.0,897.0,[deleted],2989.0,10,2024-01-15 20:00:53,,1,0
1999,269.0,748.0,Can you elaborate further?,1985.0,10,2024-02-03 22:11:47,2024-02-04 19:11:47,0,0
140,1254.0,1531.0,That makes sense now.,126.0,7,2025-04-27 01:01:14,2025-04-27 18:01:14,0,0
1765,977.0,1005.0,"Great lecture, very helpful!",,39,2025-07-16 21:08:41,2025-07-17 14:08:41,0,0
731,434.0,544.0,Thanks for the clarification.,718.0,0,2024-07-05 00:30:25,,0,0
4164,2218.0,1774.0,I agree with this comment.,4146.0,15,2023-09-18 04:01:22,,0,0
4180,79.0,252.0,شكراً على الرد,4173.0,13,2024-02-05 04:55:00,,0,0
4136,1196.0,373.0,شكراً على الرد,4121.0,14,2023-02-21 18:38:46,,0,0
572,66.0,4.0,[deleted],,4,2023-11-20 17:47:54,2023-11-21 00:47:54,1,0
4340,746.0,911.0,Can you elaborate further?,4329.0,8,2025-07-02 02:51:44,,0,0
1131,1281.0,1474.0,Can you elaborate further?,1123.0,12,2023-10-30 09:47:48,,0,0
882,2069.0,623.0,This topic is challenging but interesting.,,27,2023-05-14 01:54:32,2023-05-15 04:54:32,0,0
654,257.0,1686.0,I agree with this comment.,643.0,6,2025-04-28 08:36:39,,0,0
1172,680.0,545.0,[deleted],,21,2024-02-27 00:51:22,,1,0
659,257.0,683.0,That makes sense now.,646.0,7,2022-08-22 17:49:03,,0,0
502,429.0,40.0,Can you elaborate further?,485.0,5,2024-01-07 10:22:33,,0,0
3652,1935.0,1177.0,I agree with this comment.,3632.0,7,2024-06-16 00:04:33,,0,0
1936,1915.0,1738.0,[deleted],1926.0,15,2022-07-30 20:47:22,2022-07-31 20:47:22,1,0
1261,1796.0,617.0,When is the next quiz?,,27,2025-01-07 01:21:29,,0,0
1940,1277.0,1633.0,Thanks for the clarification.,1938.0,13,2023-10-11 06:00:23,,0,0
4041,1202.0,1082.0,When is the next quiz?,,2,2025-04-09 13:12:18,,0,0
3624,1935.0,1632.0,الشرح كان واضح جداً، شكراً,,49,2022-08-20 18:50:34,,0,0
86,1107.0,683.0,I agree with this comment.,76.0,7,2023-11-08 21:20:40,,0,0
1016,1207.0,1772.0,ممتاز!,,40,2025-12-08 18:33:31,,0,0
355,988.0,539.0,[deleted],343.0,8,2024-09-27 16:32:08,,1,0
3595,1876.0,1040.0,When is the next quiz?,,26,2024-11-27 08:19:54,2024-11-28 20:19:54,0,0
772,2204.0,1700.0,[deleted],762.0,15,2025-08-22 21:07:29,2025-08-23 04:07:29,1,0
1667,1714.0,1805.0,I agree with this comment.,1661.0,4,2025-02-26 14:21:23,2025-02-26 19:21:23,0,0
4056,1202.0,701.0,شكراً على الرد,4045.0,4,2024-05-29 14:27:47,2024-05-30 13:27:47,0,0
2559,230.0,1734.0,Thanks for the clarification.,2552.0,13,2023-06-21 05:02:54,,0,0
2205,545.0,1641.0,الشرح كان واضح جداً، شكراً,,46,2023-02-15 16:07:56,2023-02-17 15:07:56,0,0
2507,1365.0,328.0,"Great lecture, very helpful!",,47,2022-07-02 09:00:13,2022-07-03 01:00:13,0,0
2602,1539.0,1363.0,محتاج مزيد من التوضيح,,48,2023-10-15 22:01:56,,0,0
1533,875.0,1634.0,شكراً على الرد,1520.0,11,2024-08-29 07:40:14,,0,0
1899,1938.0,963.0,That makes sense now.,1896.0,10,2025-10-29 15:17:18,,0,0
1462,74.0,499.0,ممتاز!,,19,2024-01-11 08:46:37,,0,0
3548,1329.0,396.0,[deleted],,16,2024-11-21 08:01:12,2024-11-21 10:01:12,1,0
650,257.0,190.0,[deleted],,31,2022-10-01 09:03:53,2022-10-02 15:03:53,1,0
797,2077.0,963.0,Can you elaborate further?,783.0,15,2025-09-03 02:52:55,,0,0
3660,855.0,1899.0,That makes sense now.,3654.0,3,2023-05-07 20:33:01,2023-05-08 20:33:01,0,0
4019,1749.0,1974.0,محتاج مزيد من التوضيح,,38,2025-03-27 07:47:15,2025-03-28 18:47:15,0,0
3722,1685.0,925.0,Thanks for the clarification.,3715.0,1,2026-02-16 13:34:43,,0,0
