Id,QuestionId,OptionText,OptionTextAr,IsCorrect,SortOrder
11892,3989,A memory overflow,خيار: A memory overflow,0,2
3764,1263,False,خطأ,0,2
4289,1440,Tree,خيار: Tree,0,1
923,312,True,صح,1,1
4828,1622,False,خطأ,1,2
6675,2251,Data Link,خيار: Data Link,0,1
10293,3443,True,صح,0,1
3052,1017,SSH,خيار: SSH,0,4
12878,4320,Session,,0,2
5913,2000,Queue,,0,1
14461,4872,8,,1,3
11137,3730,Transport,خيار: Transport,0,3
6297,2128,Indexing data,خيار: Indexing data,0,1
8244,2771,O(n²),خيار: O(n²),0,2
351,118,HTTP,خيار: HTTP,1,3
1208,405,Transport,خيار: Transport,0,2
6388,2160,Transport,,0,2
137,45,Model underfits,,0,1
6062,2050,Bubble Sort,خيار: Bubble Sort,1,4
3154,1051,Heap,خيار: Heap,0,4
3074,1025,False,خطأ,1,2
10942,3667,Session,,0,2
12871,4318,O(n),,0,3
11620,3897,A key for encryption,,0,2
3810,1278,A system crash,خيار: A system crash,0,2
9268,3087,Object Output Process,,0,2
5718,1931,False,خطأ,1,2
12930,4340,16,,0,2
8086,2719,O(log n),خيار: O(log n),1,4
6261,2116,Heap Sort,خيار: Heap Sort,0,3
6215,2102,8,,1,3
6848,2306,Queue,,0,2
1046,351,False,خطأ,0,2
2859,954,Session,خيار: Session,0,3
6519,2203,Structured Query Language,,1,1
8798,2943,Application Process Interface,خيار: Application Process ,0,2
8943,2990,Model is too simple,,0,3
3752,1258,Standard Query Logic,,0,2
577,192,True,صح,1,1
13273,4450,16,خيار: 16,0,1
12852,4313,O(n),,0,4
2423,818,Public Key Cryptography,,1,1
6833,2301,True,صح,0,1
13927,4685,A CPU spike,,0,3
5830,1967,Heap,خيار: Heap,0,4
14512,4892,A CPU spike,,0,2
4588,1541,FTP,,0,2
14277,4813,O(n),خيار: O(n),0,1
8903,2975,Public Key Cryptography,خيار: Public Key Cryptogra,1,3
5867,1981,Hashing,خيار: Hashing,0,3
8166,2744,Data Link,خيار: Data Link,0,4
12455,4184,Applied Program Index,خيار: Applied Program Inde,0,3
5086,1708,Simple Query Language,,0,4
12674,4252,TCP,,0,2
2290,776,Ordered Object Program,,0,2
14770,4975,False,خطأ,1,2
3543,1186,Decision Tree,,0,1
3807,1277,True,صح,0,1
1567,535,HTTP,خيار: HTTP,1,1
5860,1978,False,خطأ,0,2
11810,3964,FTP,,0,4
4874,1636,6,,0,4
9978,3340,A system crash,خيار: A system crash,0,4
3494,1171,Model is too simple,خيار: Model is too simple,0,4
12703,4263,HTTP,,1,1
15016,5055,Too few parameters,,0,2
9733,3245,Open Object Programming,,0,1
14245,4801,True,صح,0,1
195,62,TCP,خيار: TCP,0,1
455,154,Merge Sort,خيار: Merge Sort,0,1
14174,4773,False,خطأ,0,2
11899,3991,O(n),خيار: O(n),0,1
10986,3680,False,خطأ,1,2
3979,1336,Encrypting data,خيار: Encrypting data,0,1
9091,3035,True,صح,0,1
404,135,Sequential Query Language,خيار: Sequential Query Lan,0,4
202,63,References a primary key in another table,,1,4
7767,2611,Object Oriented Programming,,1,1
7583,2541,True,صح,0,1
426,143,Bubble Sort,,1,4
4699,1577,Open Object Programming,خيار: Open Object Programm,0,1
2426,818,Symmetric key,,0,4
7407,2490,Too few parameters,خيار: Too few parameters,0,1
9479,3163,A key for encryption,,0,1
1168,392,False,خطأ,0,2
8274,2779,K-Means,,1,2
73,25,Stack,خيار: Stack,1,1
6299,2128,Backing up data,,0,3
5427,1830,True,صح,0,1
14564,4907,16,خيار: 16,0,4
6002,2030,Indexing data,,0,2
1899,648,FTP,,0,1
13077,4382,Model is too simple,خيار: Model is too simple,0,1
10025,3355,True,صح,1,1
40,14,False,خطأ,0,2
11879,3986,Bubble Sort,,1,1
10630,3557,TCP,خيار: TCP,0,2
7710,2592,Public Key Cryptography,خيار: Public Key Cryptogra,1,2
6271,2120,True,صح,0,1
14342,4837,False,خطأ,1,2
8067,2714,Encrypting data,خيار: Encrypting data,0,1
12909,4331,Structured Query Language,,1,1
12320,4135,Bubble Sort,,1,4
5932,2005,Backing up data,خيار: Backing up data,0,4
13556,4555,FTP,خيار: FTP,0,2
9967,3338,An index key,خيار: An index key,0,1
5875,1986,A composite key,خيار: A composite key,0,3
14553,4904,SVM,,0,1
12398,4167,"Good on training, poor on test data","خيار: Good on training, po",1,4
14487,4880,True,صح,1,1
7925,2668,Object Oriented Programming,خيار: Object Oriented Prog,1,3
2950,982,Indexing data,خيار: Indexing data,0,2
5357,1798,Quick Sort,,0,3
14721,4959,SVM,خيار: SVM,0,1
14125,4756,True,صح,1,1
8373,2809,An index key,,0,3
12980,4352,Structured Query Language,خيار: Structured Query Lan,1,4
9477,3162,True,صح,1,1
8973,3000,True,صح,0,1
14383,4851,Tree,خيار: Tree,0,1
4527,1521,Application Process Interface,,0,1
13434,4509,False,خطأ,1,2
8284,2783,Symmetric key,خيار: Symmetric key,0,2
5959,2013,Quick Sort,خيار: Quick Sort,0,3
15653,5271,Indexing data,,0,3
13602,4571,K-Means,,1,4
8762,2934,A key for encryption,,0,2
11159,3738,Standard Query Logic,,0,1
5044,1695,Encrypting data,خيار: Encrypting data,0,2
11348,3801,Two processes waiting for each other,خيار: Two processes waitin,1,4
5526,1862,References a primary key in another table,خيار: References a primary,1,2
11077,3711,Public Key Cryptography,خيار: Public Key Cryptogra,1,1
6063,2051,True,صح,1,1
10241,3428,Transport,,0,3
1701,580,True,صح,0,1
6015,2034,Stack,,1,3
11089,3714,"Good on training, poor on test data",,1,1
9927,3321,A composite key,,0,3
5660,1911,Model is too simple,خيار: Model is too simple,0,2
1005,337,True,صح,0,1
7983,2688,Heap Sort,,0,1
10071,3371,Ordered Object Program,,0,1
9741,3250,Automated Process Integrator,خيار: Automated Process In,0,1
9363,3120,6,خيار: 6,0,1
8045,2704,Backing up data,,0,3
9710,3238,SSH,خيار: SSH,0,4
15156,5097,False,خطأ,1,2
15632,5264,False,خطأ,1,2
10839,3631,Model underfits,خيار: Model underfits,0,1
8177,2748,Data Link,خيار: Data Link,0,1
7201,2419,HTTP,,1,3
13182,4413,Application Process Interface,,0,4
5669,1914,A composite key,خيار: A composite key,0,3
15107,5082,Backing up data,,0,3
15481,5207,Heap,خيار: Heap,0,3
11468,3844,Ordered Object Program,خيار: Ordered Object Progr,0,2
2521,850,SSH,,0,3
10411,3487,Data Link,خيار: Data Link,0,1
6401,2165,Steganography,,0,1
4213,1414,16,,0,3
10077,3372,Symmetric key,خيار: Symmetric key,0,3
12861,4316,Model is too simple,,0,1
7053,2372,Sequential Query Language,,0,3
4084,1370,A composite key,خيار: A composite key,0,2
9442,3149,Hashing,,0,2
6150,2081,Network Layer,خيار: Network Layer,1,4
5677,1918,True,صح,0,1
9811,3278,K-Means,خيار: K-Means,1,1
846,282,False,خطأ,0,2
2011,685,A system crash,خيار: A system crash,0,1
3961,1329,Reducing data redundancy,,1,1
2717,909,Standard Query Logic,,0,3
10908,3655,FTP,خيار: FTP,0,2
14618,4925,"Good on training, poor on test data","خيار: Good on training, po",1,4
10225,3423,True,صح,0,1
9525,3177,Standard Query Logic,,0,1
3728,1246,False,خطأ,1,2
10486,3512,False,خطأ,0,2
8037,2702,9,,0,3
9068,3027,False,خطأ,0,2
3342,1122,O(n),خيار: O(n),0,2
5494,1853,A memory overflow,,0,2
1007,338,Heap,,0,1
7480,2510,Two processes waiting for each other,خيار: Two processes waitin,1,2
11639,3906,Sequential Query Language,خيار: Sequential Query Lan,0,1
1178,396,Structured Query Language,خيار: Structured Query Lan,1,2
1767,603,A key for encryption,,0,3
14660,4937,Application Programming Interface,خيار: Application Programm,1,4
15223,5120,SVM,,0,1
7353,2475,Backing up data,,0,3
11592,3889,Symmetric key,خيار: Symmetric key,0,2
11139,3731,Application Process Interface,,0,1
540,179,HTTP,خيار: HTTP,1,2
806,269,Bubble Sort,,1,4
12359,4152,Simple Query Language,خيار: Simple Query Languag,0,1
44,15,Standard Query Logic,,0,4
3075,1026,True,صح,0,1
9760,3257,False,خطأ,0,2
13008,4360,False,خطأ,0,2
10372,3471,Decision Tree,خيار: Decision Tree,0,4
568,188,Standard Query Logic,,0,2
13968,4701,O(1),خيار: O(1),0,2
11152,3734,False,خطأ,0,2
14181,4776,Application Programming Interface,خيار: Application Programm,1,3
9743,3250,Application Programming Interface,خيار: Application Programm,1,3
13828,4652,O(log n),,1,4
3747,1257,Open Object Programming,خيار: Open Object Programm,0,1
1033,346,True,صح,1,1
9531,3178,Symmetric key,,0,3
11194,3749,Ordered Object Program,,0,4
9706,3236,SSH,,0,4
5548,1867,Indexing data,,0,4
1447,494,A composite key,خيار: A composite key,0,3
7260,2440,Encrypting data,,0,2
592,199,Applied Program Index,خيار: Applied Program Inde,0,2
11563,3880,True,صح,0,1
9046,3021,SSH,خيار: SSH,0,2
14846,5001,False,خطأ,1,2
2206,750,Hashing,خيار: Hashing,0,4
6098,2062,9,,0,4
14395,4854,Structured Query Language,,1,1
5802,1959,A system crash,خيار: A system crash,0,2
9029,3017,Model is too simple,خيار: Model is too simple,0,1
12369,4156,6,خيار: 6,0,1
7451,2502,References a primary key in another table,خيار: References a primary,1,1
1867,637,Heap Sort,,0,1
15592,5249,A CPU spike,,0,2
14821,4989,A memory overflow,,0,1
10597,3546,Naive Bayes,خيار: Naive Bayes,0,1
1188,399,Automated Process Integrator,,0,4
2761,921,A system crash,,0,3
11306,3788,A composite key,,0,4
14107,4750,True,صح,0,1
1654,565,9,,0,2
3216,1074,False,خطأ,1,2
4675,1567,Applied Program Index,خيار: Applied Program Inde,0,1
13299,4459,Standard Query Logic,,0,3
9289,3094,Sequential Query Language,خيار: Sequential Query Lan,0,1
14868,5008,False,خطأ,1,2
3503,1174,Public Key Cryptography,,1,3
6392,2161,False,خطأ,0,2
11717,3929,HTTP,خيار: HTTP,1,1
6441,2179,Standard Query Logic,,0,1
9283,3092,SSH,,0,3
14941,5032,SVM,,0,1
5892,1993,HTTP,خيار: HTTP,1,2
15515,5219,O(n),,0,3
8418,2823,Backing up data,خيار: Backing up data,0,2
9581,3194,Indexing data,خيار: Indexing data,0,1
12929,4340,9,,0,1
2558,860,False,خطأ,0,2
10239,3428,Session,خيار: Session,0,1
12667,4250,O(n²),,0,3
7464,2505,Data Link,,0,2
14981,5045,FTP,,0,1
10284,3440,A CPU spike,,0,2
2770,924,Quick Sort,خيار: Quick Sort,0,4
48,17,6,,0,2
7924,2668,Ordered Object Program,,0,2
6741,2274,True,صح,0,1
6086,2059,A CPU spike,خيار: A CPU spike,0,4
14822,4989,A system crash,,0,2
7826,2632,Stack,,1,2
14368,4846,Simple Query Language,خيار: Simple Query Languag,0,2
8813,2951,O(n),,0,1
944,318,False,خطأ,1,2
14096,4745,False,خطأ,0,2
7193,2417,O(1),خيار: O(1),0,3
1063,358,Transport,,0,1
4785,1608,Stack,خيار: Stack,1,1
5342,1794,Public Key Cryptography,خيار: Public Key Cryptogra,1,2
9884,3307,References a primary key in another table,خيار: References a primary,1,2
5994,2028,9,خيار: 9,0,2
11387,3815,Transport,,0,3
1620,552,Sequential Query Language,خيار: Sequential Query Lan,0,2
8552,2861,Decision Tree,,0,2
11383,3814,Two processes waiting for each other,,1,3
13707,4611,A memory overflow,,0,3
9911,3317,True,صح,0,1
12179,4090,HTTP,,1,1
2938,978,6,خيار: 6,0,4
8012,2695,"Good on training, poor on test data","خيار: Good on training, po",1,4
12568,4221,Indexing data,,0,2
779,262,Reducing data redundancy,,1,1
10727,3586,Automated Process Integrator,خيار: Automated Process In,0,3
15498,5212,O(1),,0,4
7029,2365,Stack,خيار: Stack,1,3
2019,687,O(1),,0,1
4154,1397,Stack,,1,2
7092,2386,Application Programming Interface,خيار: Application Programm,1,4
4354,1463,Decision Tree,,0,4
2575,867,O(n²),خيار: O(n²),0,1
5511,1857,TCP,,0,3
1834,624,False,خطأ,0,2
6278,2122,K-Means,خيار: K-Means,1,4
15133,5090,True,صح,1,1
7815,2627,Merge Sort,,0,3
5981,2023,Data Link,,0,1
6289,2126,A CPU spike,خيار: A CPU spike,0,1
14684,4945,Two processes waiting for each other,خيار: Two processes waitin,1,4
385,130,Ordered Object Program,,0,3
2344,794,16,خيار: 16,0,2
11218,3756,Symmetric key,خيار: Symmetric key,0,2
12494,4197,False,خطأ,0,2
5414,1825,Public Key Cryptography,خيار: Public Key Cryptogra,1,4
8818,2952,Open Object Programming,خيار: Open Object Programm,0,2
7130,2398,Heap,,0,2
3867,1297,SSH,خيار: SSH,0,3
6761,2280,A key for encryption,خيار: A key for encryption,0,1
5324,1783,O(1),,0,2
14549,4903,Public Key Cryptography,,1,1
14098,4746,Indexing data,,0,2
5436,1832,A composite key,خيار: A composite key,0,4
3736,1254,Stack,,1,2
12119,4072,K-Means,,1,3
742,249,Automated Process Integrator,,0,2
14640,4931,Session,,0,4
1473,503,HTTP,خيار: HTTP,1,3
8765,2935,Open Object Programming,خيار: Open Object Programm,0,1
6791,2290,Decision Tree,,0,3
1279,436,True,صح,0,1
2966,988,Bubble Sort,,1,2
10325,3456,References a primary key in another table,,1,1
2460,829,Applied Program Index,,0,2
9018,3012,An index key,خيار: An index key,0,4
1078,362,HTTP,,1,4
9582,3194,Encrypting data,,0,2
12993,4356,Model is too simple,,0,1
629,210,16,,0,3
1269,432,Sequential Query Language,خيار: Sequential Query Lan,0,3
7820,2629,Bubble Sort,,1,4
1230,419,Decision Tree,خيار: Decision Tree,0,2
6813,2296,Indexing data,خيار: Indexing data,0,1
14589,4915,Application Process Interface,خيار: Application Process ,0,3
3401,1141,Too few parameters,خيار: Too few parameters,0,3
2842,950,A system crash,خيار: A system crash,0,2
14620,4926,False,خطأ,1,2
309,105,K-Means,,1,1
11612,3895,TCP,خيار: TCP,0,2
2279,772,O(n),,0,3
4382,1475,Standard Query Logic,,0,4
311,105,Decision Tree,خيار: Decision Tree,0,3
7709,2592,Steganography,خيار: Steganography,0,1
8985,3003,References a primary key in another table,,1,3
10875,3643,TCP,خيار: TCP,0,3
6905,2323,Structured Query Language,خيار: Structured Query Lan,1,3
11949,4012,Backing up data,,0,3
9244,3081,Backing up data,,0,2
3766,1265,Model is too simple,,0,2
13292,4455,False,خطأ,0,2
777,261,True,صح,1,1
8110,2727,Public Key Cryptography,خيار: Public Key Cryptogra,1,2
13369,4483,True,صح,1,1
1050,353,Too few parameters,خيار: Too few parameters,0,4
6461,2185,Indexing data,خيار: Indexing data,0,1
13618,4577,Simple Query Language,خيار: Simple Query Languag,0,2
3262,1088,Application Process Interface,خيار: Application Process ,0,4
7809,2624,True,صح,1,1
4108,1380,A system crash,,0,4
8324,2793,Automated Process Integrator,خيار: Automated Process In,0,2
1671,571,Transport,,0,1
13022,4364,Reducing data redundancy,,1,2
2438,823,Ordered Object Program,خيار: Ordered Object Progr,0,2
11217,3756,Steganography,,0,1
14497,4884,True,صح,0,1
8,3,Model is too simple,خيار: Model is too simple,0,2
13701,4610,Sequential Query Language,,0,1
3193,1067,True,صح,0,1
479,160,Open Object Programming,,0,1
5567,1874,An index key,خيار: An index key,0,3
9247,3082,Model underfits,خيار: Model underfits,0,1
14268,4808,References a primary key in another table,,1,4
15332,5157,HTTP,,1,2
10295,3444,True,صح,1,1
9946,3328,Hashing,خيار: Hashing,0,4
5811,1963,HTTP,خيار: HTTP,1,1
3779,1268,Reducing data redundancy,خيار: Reducing data redund,1,3
5021,1687,6,خيار: 6,0,1
6620,2234,Standard Query Logic,,0,4
8734,2921,Ordered Object Program,,0,4
9501,3168,Symmetric key,,0,3
14817,4988,Two processes waiting for each other,خيار: Two processes waitin,1,1
5644,1901,9,خيار: 9,0,2
14091,4743,Heap Sort,خيار: Heap Sort,0,3
6016,2034,Tree,خيار: Tree,0,4
8030,2700,Session,,0,2
3294,1102,9,خيار: 9,0,4
9716,3240,Symmetric key,,0,2
4677,1567,Application Process Interface,,0,3
8440,2829,Transport,,0,4
163,53,K-Means,,1,1
6801,2293,Data Link,,0,1
13561,4556,6,خيار: 6,0,3
3528,1182,O(n),خيار: O(n),0,2
2413,814,Simple Query Language,,0,1
13523,4543,Session,,0,3
9953,3331,SVM,,0,3
15115,5085,Application Programming Interface,,1,1
8888,2971,Public Key Cryptography,خيار: Public Key Cryptogra,1,4
12024,4040,Symmetric key,,0,2
7272,2443,Sequential Query Language,خيار: Sequential Query Lan,0,2
14642,4932,Ordered Object Program,,0,2
7219,2424,Naive Bayes,خيار: Naive Bayes,0,3
6209,2101,Sequential Query Language,خيار: Sequential Query Lan,0,1
4909,1646,SSH,خيار: SSH,0,1
10652,3563,An index key,خيار: An index key,0,4
3805,1276,Sequential Query Language,خيار: Sequential Query Lan,0,3
12040,4046,A composite key,خيار: A composite key,0,2
14308,4823,A system crash,,0,2
7665,2572,Queue,,0,3
2325,789,HTTP,,1,1
5456,1838,SSH,خيار: SSH,0,2
12812,4298,A composite key,خيار: A composite key,0,4
2149,729,A CPU spike,خيار: A CPU spike,0,1
13153,4403,Encrypting data,خيار: Encrypting data,0,3
7838,2638,False,خطأ,0,2
8863,2965,Stack,خيار: Stack,1,3
10874,3643,HTTP,,1,2
9041,3020,Bubble Sort,خيار: Bubble Sort,1,1
8680,2904,Encrypting data,خيار: Encrypting data,0,4
14998,5049,Standard Query Logic,خيار: Standard Query Logic,0,2
3135,1045,O(log n),خيار: O(log n),1,3
977,328,A system crash,خيار: A system crash,0,3
5352,1797,O(log n),,1,2
262,86,Transport,خيار: Transport,0,4
2864,955,Object Output Process,,0,4
2981,992,8,,1,3
13492,4534,Network Layer,,1,2
2794,936,Model is too simple,,0,2
12435,4179,A CPU spike,خيار: A CPU spike,0,3
7395,2487,Network Layer,,1,1
11378,3813,FTP,,0,2
2583,869,Object Oriented Programming,,1,3
12047,4048,Symmetric key,,0,3
12741,4274,Data Link,خيار: Data Link,0,3
13645,4588,O(n),خيار: O(n),0,3
5150,1729,Hashing,,0,4
2640,887,Application Process Interface,,0,4
9993,3344,Symmetric key,,0,3
3341,1122,O(1),خيار: O(1),0,1
3099,1034,Quick Sort,خيار: Quick Sort,0,3
13015,4362,A composite key,,0,3
5459,1841,Transport,,0,1
8826,2954,A memory overflow,,0,2
572,189,False,خطأ,1,2
14108,4750,False,خطأ,1,2
2224,756,References a primary key in another table,خيار: References a primary,1,2
13438,4512,False,خطأ,1,2
11937,4007,True,صح,0,1
14520,4894,Automated Process Integrator,,0,4
7590,2543,False,خطأ,1,2
12643,4243,True,صح,1,1
917,309,True,صح,1,1
1136,383,Structured Query Language,خيار: Structured Query Lan,1,4
14250,4802,Applied Program Index,خيار: Applied Program Inde,0,4
1648,562,Network Layer,خيار: Network Layer,1,2
13596,4568,Object Oriented Programming,,1,4
8816,2951,O(n²),,0,4
5637,1898,Object Output Process,خيار: Object Output Proces,0,3
1685,575,An index key,خيار: An index key,0,1
11056,3702,Session,خيار: Session,0,4
8833,2957,True,صح,0,1
14652,4935,Hashing,خيار: Hashing,0,4
9894,3312,Simple Query Language,خيار: Simple Query Languag,0,2
10166,3401,Application Process Interface,خيار: Application Process ,0,2
15581,5245,A key for encryption,خيار: A key for encryption,0,3
14669,4942,Indexing data,خيار: Indexing data,0,1
12230,4105,Decision Tree,,0,4
3740,1255,A CPU spike,,0,2
7323,2464,6,خيار: 6,0,1
10713,3582,O(n),,0,1
3749,1257,Ordered Object Program,,0,3
14252,4803,False,خطأ,0,2
13990,4708,Application Process Interface,,0,2
6385,2159,Encrypting data,,0,3
6504,2198,O(1),خيار: O(1),0,4
8865,2966,Object Output Process,,0,1
8380,2811,A key for encryption,خيار: A key for encryption,0,2
1573,536,Sequential Query Language,خيار: Sequential Query Lan,0,3
13286,4453,16,,0,4
13086,4384,Object Output Process,,0,2
3507,1175,Application Programming Interface,خيار: Application Programm,1,3
2772,925,False,خطأ,0,2
11985,4027,Too few parameters,خيار: Too few parameters,0,1
15349,5161,Too few parameters,,0,3
497,165,FTP,خيار: FTP,0,3
13799,4644,True,صح,0,1
4020,1348,Naive Bayes,,0,2
12248,4111,Steganography,,0,2
13024,4364,Backing up data,,0,4
3433,1151,Structured Query Language,خيار: Structured Query Lan,1,1
1023,342,Heap,,0,3
10594,3545,Model is too simple,خيار: Model is too simple,0,2
15286,5141,O(n),خيار: O(n),0,4
3417,1146,True,صح,1,1
4546,1526,A key for encryption,,0,2
8909,2977,Object Output Process,,0,1
8403,2818,Public Key Cryptography,خيار: Public Key Cryptogra,1,3
6844,2305,Bubble Sort,خيار: Bubble Sort,1,2
11331,3795,Structured Query Language,,1,3
11145,3732,Session,,0,3
10294,3443,False,خطأ,1,2
3115,1038,Applied Program Index,خيار: Applied Program Inde,0,3
8753,2932,Steganography,,0,1
13489,4533,True,صح,0,1
13589,4567,Decision Tree,,0,1
2675,898,Model is too simple,خيار: Model is too simple,0,1
10792,3615,Object Output Process,خيار: Object Output Proces,0,2
8172,2746,Object Oriented Programming,,1,2
10806,3618,A memory overflow,,0,4
4551,1527,Steganography,خيار: Steganography,0,3
11148,3733,Application Process Interface,خيار: Application Process ,0,2
1361,463,Object Oriented Programming,,1,1
6375,2155,A memory overflow,خيار: A memory overflow,0,1
7315,2458,16,خيار: 16,0,3
9310,3099,O(1),,0,4
2983,993,True,صح,0,1
13629,4583,True,صح,1,1
2714,907,Standard Query Logic,,0,4
1596,545,A memory overflow,خيار: A memory overflow,0,2
9928,3321,A key for encryption,خيار: A key for encryption,0,4
9050,3022,O(n²),خيار: O(n²),0,2
13062,4377,Object Output Process,,0,2
554,183,A key for encryption,,0,2
10866,3639,Model underfits,خيار: Model underfits,0,2
3654,1222,O(n²),خيار: O(n²),0,2
8729,2920,An index key,,0,3
11023,3692,"Good on training, poor on test data","خيار: Good on training, po",1,1
12194,4094,Heap,,0,2
10277,3438,Tree,خيار: Tree,0,3
1529,522,Session,,0,3
11948,4012,Indexing data,خيار: Indexing data,0,2
11898,3990,"Good on training, poor on test data","خيار: Good on training, po",1,4
11470,3844,Object Oriented Programming,,1,4
5430,1831,Simple Query Language,,0,2
2172,737,Heap Sort,خيار: Heap Sort,0,4
5035,1691,FTP,خيار: FTP,0,1
7692,2583,False,خطأ,1,2
5516,1858,Simple Query Language,خيار: Simple Query Languag,0,4
11930,4004,Application Programming Interface,خيار: Application Programm,1,4
5049,1696,6,خيار: 6,0,3
12276,4122,A system crash,,0,4
505,168,A composite key,,0,3
13064,4377,Open Object Programming,,0,4
15434,5188,9,خيار: 9,0,4
9463,3157,SVM,,0,3
11079,3711,Hashing,خيار: Hashing,0,3
10318,3452,O(n),خيار: O(n),0,2
7134,2399,O(n²),,0,2
338,113,False,خطأ,1,2
307,104,Backing up data,,0,3
15370,5166,Heap Sort,خيار: Heap Sort,0,4
7845,2640,Heap Sort,خيار: Heap Sort,0,3
14376,4848,Automated Process Integrator,,0,2
6277,2122,SVM,خيار: SVM,0,3
14291,4816,Application Process Interface,,0,3
11045,3698,True,صح,1,1
454,153,O(n²),,0,4
5529,1863,Encrypting data,خيار: Encrypting data,0,1
4353,1463,K-Means,,1,3
5495,1853,A CPU spike,,0,3
545,181,16,خيار: 16,0,1
12915,4334,O(log n),خيار: O(log n),1,3
8548,2859,Indexing data,,0,4
15272,5136,Hashing,,0,4
8785,2940,A composite key,,0,1
13461,4520,8,خيار: 8,1,1
13278,4451,Hashing,,0,2
9115,3043,Reducing data redundancy,,1,1
15486,5208,Network Layer,,1,4
4085,1370,References a primary key in another table,,1,3
2371,802,"Good on training, poor on test data","خيار: Good on training, po",1,1
13529,4546,Tree,,0,3
1796,613,Heap,خيار: Heap,0,2
2475,836,Session,,0,3
6407,2167,"Good on training, poor on test data",,1,3
8582,2871,Open Object Programming,خيار: Open Object Programm,0,4
7102,2390,Tree,,0,2
13995,4711,Model underfits,,0,3
635,213,Object Oriented Programming,,1,1
12331,4140,Sequential Query Language,خيار: Sequential Query Lan,0,3
8033,2701,True,صح,0,1
7380,2483,An index key,,0,2
1497,510,Hashing,خيار: Hashing,0,3
9465,3158,True,صح,1,1
11560,3878,An index key,,0,2
9033,3018,Model underfits,خيار: Model underfits,0,1
9300,3096,Quick Sort,,0,4
12796,4292,Hashing,,0,2
3949,1326,Decision Tree,خيار: Decision Tree,0,1
3408,1143,Tree,,0,4
12218,4102,A system crash,خيار: A system crash,0,4
11403,3822,Model underfits,,0,1
7035,2368,Ordered Object Program,,0,1
108,36,O(log n),,1,4
13380,4488,Merge Sort,خيار: Merge Sort,0,2
4047,1357,Indexing data,,0,3
6406,2167,Too few parameters,خيار: Too few parameters,0,2
8742,2926,Standard Query Logic,خيار: Standard Query Logic,0,2
14432,4863,A composite key,,0,2
2263,768,Heap Sort,خيار: Heap Sort,0,3
822,274,O(1),خيار: O(1),0,4
10688,3574,O(n),خيار: O(n),0,4
1883,643,Tree,,0,1
11839,3972,Two processes waiting for each other,خيار: Two processes waitin,1,3
5814,1963,FTP,,0,4
15464,5199,False,خطأ,1,2
2178,739,A composite key,,0,4
13997,4712,8,خيار: 8,1,1
4229,1420,Backing up data,,0,1
1893,646,Encrypting data,خيار: Encrypting data,0,3
3514,1178,Model is too simple,خيار: Model is too simple,0,2
4308,1445,Merge Sort,,0,4
10222,3422,References a primary key in another table,,1,2
698,232,Encrypting data,خيار: Encrypting data,0,4
9435,3147,O(n),خيار: O(n),0,3
10331,3458,Transport,,0,1
1951,663,Quick Sort,خيار: Quick Sort,0,1
2058,700,A composite key,,0,4
172,55,A CPU spike,خيار: A CPU spike,0,2
3587,1199,Object Output Process,خيار: Object Output Proces,0,3
10028,3356,Symmetric key,خيار: Symmetric key,0,2
2353,796,Simple Query Language,,0,3
9339,3111,Reducing data redundancy,خيار: Reducing data redund,1,1
9805,3276,Object Output Process,خيار: Object Output Proces,0,3
2103,714,Applied Program Index,خيار: Applied Program Inde,0,1
2903,968,Decision Tree,خيار: Decision Tree,0,3
5531,1863,Indexing data,,0,3
2956,983,SSH,خيار: SSH,0,4
5217,1750,Standard Query Logic,,0,1
11630,3901,Backing up data,خيار: Backing up data,0,4
15572,5243,Backing up data,خيار: Backing up data,0,2
11076,3710,K-Means,خيار: K-Means,1,4
15137,5091,A system crash,خيار: A system crash,0,3
2047,697,Steganography,خيار: Steganography,0,3
6808,2294,6,,0,4
5003,1680,True,صح,1,1
11589,3888,Too few parameters,,0,3
11355,3803,O(n),,0,3
1582,538,O(log n),خيار: O(log n),1,4
11946,4010,Two processes waiting for each other,خيار: Two processes waitin,1,4
7399,2488,SSH,,0,1
7696,2585,Steganography,,0,4
7173,2412,Stack,,1,3
1534,523,Model is too simple,,0,4
12090,4061,Too few parameters,,0,4
8683,2905,Model underfits,خيار: Model underfits,0,3
12761,4280,True,صح,0,1
15182,5105,Decision Tree,,0,4
5184,1741,9,خيار: 9,0,4
9607,3204,Open Object Programming,,0,1
5246,1759,Structured Query Language,,1,2
13607,4573,True,صح,1,1
11029,3693,O(log n),خيار: O(log n),1,3
1311,447,Sequential Query Language,,0,1
5191,1743,6,خيار: 6,0,3
820,274,O(log n),,1,2
14574,4911,SSH,خيار: SSH,0,2
4623,1551,Session,,0,1
14983,5045,TCP,,0,3
6827,2299,SVM,خيار: SVM,0,3
8730,2920,References a primary key in another table,,1,4
10717,3583,16,خيار: 16,0,1
9273,3088,Session,خيار: Session,0,3
4275,1433,Ordered Object Program,خيار: Ordered Object Progr,0,3
2350,795,Model underfits,خيار: Model underfits,0,4
6329,2140,A composite key,خيار: A composite key,0,1
1015,340,Network Layer,,1,1
5082,1706,False,خطأ,1,2
12638,4241,Object Oriented Programming,خيار: Object Oriented Prog,1,4
5506,1856,HTTP,,1,2
446,151,Bubble Sort,خيار: Bubble Sort,1,4
12375,4157,Object Oriented Programming,,1,3
12236,4107,False,خطأ,1,2
11845,3974,Ordered Object Program,,0,1
