Id,UserId,Title,Body,Type,IsRead,ReadAt,EmailSent,EmailSentAt,ReferenceActivityId,CreatedAt,UserId_WasNull
11687,1584.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,0,,1562.0,2024-10-11 16:05:04,0
6563,647.0,Notification: AssignmentDue,No details,AssignmentDue,1,,1,2024-09-30 22:18:00,,2024-09-30 22:15:00,0
3232,98.0,Notification: AssignmentDue,No details,AssignmentDue,0,,1,2025-06-16 22:03:25,763.0,2025-06-16 21:44:25,0
5719,258.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,,1,2022-10-27 12:17:29,441.0,2022-10-27 12:00:29,0
10979,931.0,Notification: Reminder,You have a new reminder available.,Reminder,0,,1,2025-06-15 02:46:53,2136.0,2025-06-15 02:17:53,0
11959,132.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,2024-11-23 05:29:47,1,2024-11-22 07:55:47,1192.0,2024-11-22 07:29:47,0
13135,980.0,Notification: SystemAlert,You have a new systemalert available.,SystemAlert,0,,1,2025-02-04 00:49:26,1052.0,2025-02-04 00:38:26,0
11495,902.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,1,2023-02-09 08:50:34,0,,,2023-02-08 12:50:34,0
3727,772.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,0,,1,2025-09-02 21:54:24,776.0,2025-09-02 21:51:24,0
5539,1829.0,Notification: GradeReleased,No details,GradeReleased,1,2023-01-23 14:57:39,1,2023-01-22 11:21:39,548.0,2023-01-22 10:57:39,0
5357,966.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,2025-03-19 07:21:08,1,,,2025-03-19 06:21:08,0
5524,1725.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,0,,1,2024-09-23 04:09:04,,2024-09-23 03:56:04,0
7662,524.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,2022-06-11 06:34:21,1,2022-06-09 06:40:21,901.0,2022-06-09 06:34:21,0
8696,779.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,,0,2024-04-04 05:45:35,1743.0,2024-04-04 05:39:35,0
11481,1294.0,Notification: SystemAlert,You have a new systemalert available.,SystemAlert,1,,1,2026-01-13 16:03:32,1109.0,2026-01-13 15:38:32,0
9549,567.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,1,,1,2025-05-18 04:40:01,275.0,2025-05-18 04:16:01,0
1294,891.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,2024-01-27 19:20:28,1,,1025.0,2024-01-27 14:20:28,0
597,835.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,,1,2024-07-13 20:03:06,1410.0,2024-07-13 19:46:06,0
1548,1671.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,0,,1,2022-03-18 07:35:00,2187.0,2022-03-18 07:16:00,0
2164,1676.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,0,,1,2023-06-06 11:13:35,104.0,2023-06-06 11:12:35,0
9400,890.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,2023-10-04 12:13:52,1,2023-10-04 06:24:52,,2023-10-04 06:13:52,0
3138,476.0,Notification: SystemAlert,You have a new systemalert available.,SystemAlert,1,,0,,2044.0,2025-02-21 05:43:36,0
2839,1824.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,0,,1,2024-08-11 13:32:36,1050.0,2024-08-11 13:18:36,0
9570,1922.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,1,2025-10-21 09:16:22,1,2025-10-19 23:42:22,144.0,2025-10-19 23:16:22,0
4350,2040.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,2025-09-07 00:23:01,1,2025-09-06 21:49:01,,2025-09-06 21:23:01,0
1016,1234.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,2024-08-08 22:11:30,1,,,2024-08-07 13:11:30,0
2859,593.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,0,,1,,,2024-11-05 17:28:48,0
9849,850.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,2024-11-27 08:52:58,1,2024-11-25 17:15:58,58.0,2024-11-25 16:52:58,0
11331,573.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,2025-02-17 00:28:10,1,2025-02-15 13:54:10,1068.0,2025-02-15 13:28:10,0
8051,1831.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,,1,2023-02-18 20:52:26,1687.0,2023-02-18 20:31:26,0
13813,1382.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,2025-07-13 00:53:16,1,2025-07-11 10:03:16,736.0,2025-07-11 09:53:16,0
13100,1949.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,0,,1,2023-06-09 02:43:14,,2023-06-09 02:33:14,0
11075,1108.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,,1,2022-11-26 05:56:02,268.0,2022-11-26 05:29:02,0
2588,1245.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,0,,0,,1125.0,2022-08-16 19:16:37,0
3381,1551.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,,0,2025-10-28 23:25:52,2064.0,2025-10-28 23:13:52,0
10237,885.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,2022-06-14 13:19:13,1,2022-06-12 18:32:13,1031.0,2022-06-12 18:19:13,0
6895,1351.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,0,,1,,,2024-09-18 11:28:02,0
4711,1189.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,0,,1,2023-10-02 21:31:51,1499.0,2023-10-02 21:29:51,0
1997,429.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,2025-02-18 13:30:39,829.0,2025-02-18 13:29:39,0
5530,1829.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,2025-05-06 11:35:39,1,2025-05-05 22:52:39,2133.0,2025-05-05 22:35:39,0
5285,984.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,2022-06-27 15:30:31,1,2022-06-26 03:00:31,,2022-06-26 02:30:31,0
8744,1027.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,2022-08-20 00:12:39,1498.0,2022-08-19 23:47:39,0
3983,1958.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,0,,0,2024-05-02 05:32:16,278.0,2024-05-02 05:16:16,0
8403,688.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,2025-10-16 20:03:14,1,2025-10-15 16:17:14,,2025-10-15 16:03:14,0
12006,575.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,2025-11-17 04:39:42,1,2025-11-16 03:04:42,931.0,2025-11-16 02:39:42,0
3597,1352.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,0,2022-10-26 06:00:47,129.0,2022-10-26 05:58:47,0
4740,929.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,0,,0,,,2024-10-16 17:30:33,0
13987,1062.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,2024-02-26 08:14:52,0,2024-02-24 12:31:52,2075.0,2024-02-24 12:14:52,0
8907,115.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,0,2026-02-23 05:35:36,2136.0,2026-02-23 05:10:36,0
13275,1637.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,,,2025-02-18 06:13:11,0
11273,120.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,0,,1,2024-11-07 12:43:36,785.0,2024-11-07 12:32:36,0
8663,873.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,0,,1,2026-01-14 22:01:33,550.0,2026-01-14 21:33:33,0
6736,1473.0,Notification: QuizAvailable,No details,QuizAvailable,1,2024-02-25 23:02:47,1,2024-02-25 14:18:47,504.0,2024-02-25 14:02:47,0
1394,1077.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,0,,1,2024-04-11 04:22:58,,2024-04-11 03:58:58,0
6664,1128.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,0,,1,2024-12-25 22:30:38,1919.0,2024-12-25 22:05:38,0
12893,755.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,0,2026-03-06 13:47:50,,2026-03-06 13:22:50,0
619,1329.0,Notification: Reminder,You have a new reminder available.,Reminder,1,2024-07-30 14:00:58,1,2024-07-30 13:10:58,,2024-07-30 13:00:58,0
4821,644.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,,0,2024-08-12 12:40:25,875.0,2024-08-12 12:24:25,0
5633,409.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,2025-01-05 12:00:19,1,,392.0,2025-01-03 08:00:19,0
14114,1265.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,0,,1,2024-08-09 17:27:05,948.0,2024-08-09 17:09:05,0
13644,667.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,1,2023-02-23 20:16:03,0,2023-02-21 06:44:03,,2023-02-21 06:16:03,0
13307,344.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,,0,2023-09-02 00:40:02,626.0,2023-09-02 00:30:02,0
10344,1187.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,2023-01-17 13:40:00,0,2023-01-16 06:09:00,823.0,2023-01-16 05:40:00,0
9857,1497.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,0,,1,2022-06-18 19:58:03,,2022-06-18 19:55:03,0
13223,558.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,2022-10-30 06:49:10,1,2022-10-28 12:10:10,,2022-10-28 11:49:10,0
13628,482.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,2025-12-06 02:03:51,1757.0,2025-12-06 01:35:51,0
7809,1040.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,2024-01-02 03:00:00,1,2023-12-30 13:19:00,468.0,2023-12-30 13:00:00,0
11236,2023.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,0,,1,,,2025-03-30 16:23:07,0
13359,183.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,1,2024-10-13 18:41:37,,2024-10-13 18:27:37,0
10301,1712.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,1,2023-10-24 05:19:27,1166.0,2023-10-24 05:09:27,0
12816,388.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,0,,1,,358.0,2023-03-08 11:50:37,0
9142,2030.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,,1,2025-01-31 23:14:14,893.0,2025-01-31 22:51:14,0
14103,652.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,2024-04-03 05:43:53,0,2024-04-01 03:12:53,,2024-04-01 02:43:53,0
6960,1816.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,,1,2025-07-02 17:04:22,,2025-07-02 17:00:22,0
8554,1201.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,0,,1,2023-11-23 13:52:19,1812.0,2023-11-23 13:26:19,0
3184,1665.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,0,,1,2025-11-19 09:47:38,984.0,2025-11-19 09:44:38,0
8309,385.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,2024-02-26 08:39:10,0,2024-02-24 09:03:10,,2024-02-24 08:39:10,0
9842,1672.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,0,,0,,,2026-02-24 17:04:52,0
894,128.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,2022-04-17 16:42:31,1,2022-04-16 13:44:31,,2022-04-16 13:42:31,0
1504,1478.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,0,,,2022-05-14 19:58:22,0
2968,1867.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,2022-04-02 02:30:42,1,2022-03-30 03:33:42,1583.0,2022-03-30 03:30:42,0
8173,9.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,0,,1,2026-01-29 12:04:56,263.0,2026-01-29 11:45:56,0
12866,201.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,0,,0,2026-02-03 18:10:49,141.0,2026-02-03 17:56:49,0
7834,756.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,0,,1,2023-01-09 02:14:27,1050.0,2023-01-09 01:52:27,0
8104,405.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,0,,1,2024-08-20 01:44:25,,2024-08-20 01:24:25,0
7257,44.0,Notification: SystemAlert,You have a new systemalert available.,SystemAlert,1,,1,2024-12-02 14:45:23,,2024-12-02 14:31:23,0
9088,1727.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,2024-09-26 06:06:12,0,2024-09-25 14:07:12,1429.0,2024-09-25 14:06:12,0
10128,1718.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,2022-05-16 00:22:35,,2022-05-16 00:03:35,0
4256,1115.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,2023-11-30 20:54:52,1,2023-11-30 07:14:52,,2023-11-30 06:54:52,0
5317,812.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,2023-04-18 00:06:23,1,2023-04-17 22:27:23,601.0,2023-04-17 22:06:23,0
7650,1081.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,0,,1,2022-09-18 11:14:38,262.0,2022-09-18 10:49:38,0
3638,297.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,2022-12-23 12:23:44,1,,1557.0,2022-12-21 06:23:44,0
3517,1938.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,2024-09-20 04:40:07,1,2024-09-17 06:52:07,33.0,2024-09-17 06:40:07,0
62,1891.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,0,,1,,658.0,2024-04-29 09:05:29,0
11594,712.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,2025-05-15 17:10:43,1,2025-05-15 13:30:43,389.0,2025-05-15 13:10:43,0
13502,550.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,0,,1,2023-11-02 06:40:50,,2023-11-02 06:21:50,0
5034,1591.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,,1,2026-02-10 06:51:21,,2026-02-10 06:30:21,0
9476,342.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,2025-03-10 05:09:17,1,2025-03-08 09:12:17,1354.0,2025-03-08 09:09:17,0
7799,1284.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,2025-03-09 00:27:03,393.0,2025-03-09 00:13:03,0
60,1891.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,2023-12-10 00:22:03,,2023-12-09 23:53:03,0
13695,1977.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,1,2023-02-23 15:49:08,1505.0,2023-02-23 15:19:08,0
11746,1337.0,Notification: SystemAlert,You have a new systemalert available.,SystemAlert,1,,1,,,2024-02-26 11:09:32,0
6087,1737.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,0,,1,2024-08-31 08:22:04,1642.0,2024-08-31 08:02:04,0
9575,1922.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,,0,2025-10-15 09:54:28,,2025-10-15 09:45:28,0
13461,806.0,Notification: Reminder,You have a new reminder available.,Reminder,1,,1,2023-10-22 03:40:54,847.0,2023-10-22 03:39:54,0
7021,1283.0,Notification: SystemAlert,You have a new systemalert available.,SystemAlert,1,,1,,1154.0,2022-10-03 22:50:35,0
10380,277.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,1,2022-09-21 19:36:56,,2022-09-21 19:26:56,0
8091,1729.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,1,2023-06-07 10:41:08,515.0,2023-06-07 10:20:08,0
12667,1507.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,0,2024-05-29 15:42:16,1750.0,2024-05-29 15:38:16,0
13003,1631.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,2024-10-20 09:27:52,1,2024-10-19 05:35:52,1182.0,2024-10-19 05:27:52,0
9611,423.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,0,,1,,,2026-01-18 11:07:29,0
2178,1463.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,1,2022-05-23 02:09:05,,2022-05-23 01:51:05,0
13687,1123.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,,1,2023-08-27 05:25:51,1688.0,2023-08-27 05:00:51,0
2569,1450.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,2022-05-28 11:53:18,0,2022-05-27 03:00:18,1679.0,2022-05-27 02:53:18,0
8199,948.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,1,,,2024-03-31 14:27:47,0
7432,332.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,2023-05-02 06:06:03,52.0,2023-05-02 05:53:03,0
13130,980.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,0,,1,,,2022-01-20 08:27:31,0
436,1226.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,,1,2025-12-20 08:03:23,1657.0,2025-12-20 07:33:23,0
3964,1073.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,2025-01-06 03:03:20,1,2025-01-04 14:11:20,,2025-01-04 14:03:20,0
8762,439.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,1,2022-05-05 02:24:30,1,,,2022-05-03 17:24:30,0
2179,1508.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,0,,1,2024-12-26 21:04:21,,2024-12-26 20:38:21,0
8186,1188.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,0,,0,2023-04-18 10:03:50,898.0,2023-04-18 09:42:50,0
6676,1128.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,1,,512.0,2025-12-19 16:20:54,0
3915,266.0,Notification: QuizAvailable,No details,QuizAvailable,1,,0,2024-11-29 07:34:33,,2024-11-29 07:18:33,0
3806,540.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,,1,2022-08-22 12:56:28,1057.0,2022-08-22 12:53:28,0
9666,447.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,2024-12-19 20:59:21,0,2024-12-18 18:26:21,503.0,2024-12-18 17:59:21,0
11194,1258.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,2023-06-11 07:38:54,1,2023-06-09 17:00:54,,2023-06-09 16:38:54,0
2461,1826.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,0,,1,2025-07-18 02:53:52,86.0,2025-07-18 02:30:52,0
3249,379.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,1,2025-07-23 07:44:03,36.0,2025-07-23 07:31:03,0
7984,1377.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,0,,1,2022-08-05 08:36:30,,2022-08-05 08:32:30,0
4556,108.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,,0,2025-06-15 08:19:13,1338.0,2025-06-15 07:49:13,0
5430,325.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,2022-07-27 17:53:55,0,2022-07-25 14:16:55,,2022-07-25 13:53:55,0
12892,755.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,2022-08-24 07:01:48,1,2022-08-21 23:19:48,18.0,2022-08-21 23:01:48,0
4248,1653.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,0,2024-02-07 17:13:10,,2024-02-07 16:57:10,0
10852,1296.0,Notification: CourseEnrollment,No details,CourseEnrollment,0,,1,2022-12-18 13:59:46,,2022-12-18 13:56:46,0
5850,832.0,Notification: Reminder,You have a new reminder available.,Reminder,1,2024-02-09 23:48:05,1,2024-02-07 17:53:05,2122.0,2024-02-07 17:48:05,0
8402,688.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,0,,0,,1475.0,2025-05-18 20:53:16,0
7654,1081.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,0,,1,2024-02-24 14:02:09,684.0,2024-02-24 13:32:09,0
12974,2022.0,Notification: CourseEnrollment,No details,CourseEnrollment,0,,1,2024-06-10 21:54:55,1267.0,2024-06-10 21:24:55,0
11085,1108.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,1,2024-01-03 07:50:22,,2024-01-03 07:20:22,0
8088,1729.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,0,,0,,674.0,2025-04-13 06:55:33,0
13481,1704.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,0,2024-06-19 22:01:39,,2024-06-19 21:40:39,0
10545,512.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,0,,1,,495.0,2022-02-09 03:04:32,0
2612,1210.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,,1,2024-09-14 03:33:27,183.0,2024-09-14 03:13:27,0
7075,339.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,,0,2024-04-20 02:52:47,604.0,2024-04-20 02:26:47,0
3488,1111.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,0,,,2022-11-16 21:01:43,0
5877,1138.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,1,2023-11-11 05:27:57,,2023-11-11 05:26:57,0
5057,1303.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,2025-08-07 15:57:06,0,,,2025-08-04 15:57:06,0
10210,1651.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,2023-11-18 18:23:23,0,2023-11-16 04:38:23,,2023-11-16 04:23:23,0
9222,1694.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,1,2024-10-21 13:46:24,109.0,2024-10-21 13:34:24,0
1225,879.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,1,2022-07-07 06:40:10,,2022-07-07 06:29:10,0
1208,903.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,0,,0,2023-11-01 05:21:18,1782.0,2023-11-01 04:53:18,0
13978,1486.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,2025-07-20 23:30:02,1,2025-07-19 06:56:02,2034.0,2025-07-19 06:30:02,0
2963,1348.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,2025-10-21 12:27:35,,2025-10-21 12:10:35,0
4351,2040.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,0,2024-06-07 05:10:15,604.0,2024-06-07 04:42:15,0
11534,1178.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,2022-06-30 19:25:00,1462.0,2022-06-30 19:13:00,0
5341,838.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,2025-08-31 15:43:17,540.0,2025-08-31 15:42:17,0
10579,97.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,2022-06-05 12:22:21,,2022-06-05 12:20:21,0
5663,1360.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,0,,0,,,2024-08-11 08:22:05,0
9104,1231.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,0,2023-11-16 07:59:06,1829.0,2023-11-16 07:33:06,0
12831,265.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,1,,1,2024-09-11 23:15:41,,2024-09-11 22:55:41,0
8485,926.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,1,2025-11-23 07:58:25,1,2025-11-23 02:21:25,45.0,2025-11-23 01:58:25,0
6327,1542.0,Notification: NewLecture,No details,NewLecture,0,,0,2023-06-19 17:18:39,,2023-06-19 16:48:39,0
8447,1092.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,2025-04-12 20:30:35,1666.0,2025-04-12 20:22:35,0
9858,1497.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,1,,1,2025-07-18 11:15:02,1629.0,2025-07-18 10:58:02,0
274,645.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,2024-10-10 17:23:15,0,2024-10-08 17:27:15,2134.0,2024-10-08 17:23:15,0
13875,1254.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,0,,1,2025-07-02 07:07:53,1379.0,2025-07-02 06:53:53,0
125,1282.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,0,,0,2023-03-08 06:35:06,1073.0,2023-03-08 06:30:06,0
2189,1806.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,2025-11-14 13:42:22,1,2025-11-13 03:50:22,,2025-11-13 03:42:22,0
11280,1453.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,1,2025-01-25 09:00:33,0,2025-01-24 18:20:33,1854.0,2025-01-24 18:00:33,0
10728,1730.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,0,,0,2025-02-19 05:39:33,,2025-02-19 05:26:33,0
2460,1826.0,Notification: SystemAlert,You have a new systemalert available.,SystemAlert,1,2023-12-30 17:35:58,1,2023-12-28 21:04:58,1150.0,2023-12-28 20:35:58,0
6868,1907.0,Notification: AssignmentDue,You have a new assignmentdue available.,AssignmentDue,0,,0,2022-06-11 03:59:02,416.0,2022-06-11 03:51:02,0
3426,813.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,2025-05-24 11:03:18,1796.0,2025-05-24 10:42:18,0
9668,733.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,2022-04-30 12:42:14,1175.0,2022-04-30 12:19:14,0
9113,1578.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,,1,2022-03-30 02:37:25,290.0,2022-03-30 02:17:25,0
6412,872.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,0,,1,2022-06-23 18:02:13,,2022-06-23 17:35:13,0
6490,403.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,0,,1,2023-07-21 09:24:44,1849.0,2023-07-21 09:03:44,0
2206,893.0,Notification: CourseEnrollment,You have a new courseenrollment available.,CourseEnrollment,1,2023-01-29 22:48:33,1,2023-01-28 11:49:33,,2023-01-28 11:48:33,0
12424,367.0,Notification: QuizAvailable,You have a new quizavailable available.,QuizAvailable,1,,0,,1104.0,2026-02-22 04:04:19,0
7375,1139.0,Notification: NewLecture,You have a new newlecture available.,NewLecture,1,,1,2024-12-06 06:36:16,968.0,2024-12-06 06:11:16,0
11237,2023.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,0,,1,2024-07-11 22:03:50,1930.0,2024-07-11 21:54:50,0
6465,102.0,Notification: SystemAlert,You have a new systemalert available.,SystemAlert,1,,1,2024-09-23 10:17:12,509.0,2024-09-23 10:11:12,0
11146,1595.0,Notification: SystemAlert,You have a new systemalert available.,SystemAlert,1,,0,2022-09-05 19:30:42,737.0,2022-09-05 19:05:42,0
1009,30.0,Notification: GradeReleased,You have a new gradereleased available.,GradeReleased,1,,0,2022-08-21 07:35:40,37.0,2022-08-21 07:30:40,0
