Id,QuizId,StudentId,AttemptNumber,StartedAt,SubmittedAt,Score,MaxScore,ScorePercent,Status,IsGraded,GradedById,GradedAt,TimeSpentSeconds,Score_WasNull,TimeSpentSeconds_WasNull,StartedAt_Hour,StartedAt_Weekday,StartedAt_Month,IsNightAttempt,TimeSpentMinutes,TimeSpent_Norm,PassRatePct,Passed,IsFirstAttempt,IsRetry
639,138,3976,1,2023-03-02 00:17:52,2023-03-02 00:46:41,10.5,100,10.5,Completed,1,-1.0,2023-03-03 03:46:41,1729.0,0,0,0,3,3,1,28.8,0.2961845607808341,10.5,0,1,0
9156,871,755,1,2025-03-27 22:00:12,2025-03-27 23:15:58,33.6,100,33.6,Completed,0,-1.0,2025-03-28 20:15:58,4546.0,0,0,22,3,3,0,75.8,0.7960958296362023,33.6,0,1,0
10001,939,214,2,2023-10-17 14:04:44,2023-10-17 15:33:13,3.6,10,36.0,Completed,0,5.0,2023-10-19 03:33:13,5309.0,0,0,14,1,10,0,88.5,0.9314995563442768,36.0,0,0,1
3491,21,627,1,2024-03-13 03:42:06,2024-03-13 03:54:36,72.9,100,72.9,Completed,1,4.0,2024-03-15 02:54:36,750.0,0,0,3,2,3,1,12.5,0.12244897959183673,72.9,1,1,0
803,863,4804,1,2022-12-16 07:46:24,2022-12-16 07:55:39,11.8,25,47.2,Completed,0,-1.0,2022-12-17 01:55:39,555.0,0,0,7,4,12,0,9.2,0.08784383318544808,47.2,0,1,0
1086,2003,2532,1,2025-06-03 18:12:05,2025-06-03 18:58:43,,25,,Abandoned,0,6.0,2025-06-05 00:58:43,2798.0,1,0,18,1,6,0,46.6,0.4858917480035493,,0,1,0
6377,510,3594,1,2026-01-20 05:26:29,2026-01-20 05:41:02,,50,,Abandoned,0,4.0,,873.0,1,0,5,1,1,1,14.6,0.1442768411712511,,0,1,0
4669,1371,2648,2,2025-02-08 20:28:13,2025-02-08 21:13:20,,50,,InProgress,0,3.0,2025-02-10 12:13:20,2707.0,1,0,20,5,2,0,45.1,0.46974267968056793,,0,0,1
10889,1938,4127,2,2022-10-04 14:04:52,2022-10-04 14:33:40,,10,,Abandoned,0,14.0,2022-10-06 07:33:40,1728.0,1,0,14,1,10,0,28.8,0.2960070984915706,,0,0,1
6268,510,2261,2,2025-12-16 23:17:42,2025-12-16 23:27:52,41.0,50,82.0,Completed,1,11.0,2025-12-18 17:27:52,610.0,0,0,23,1,12,0,10.2,0.09760425909494233,82.0,1,0,1
4025,1811,3763,1,2023-02-02 01:19:47,2023-02-02 01:37:38,16.4,20,82.0,Completed,1,1.0,,1071.0,0,0,1,3,2,1,17.8,0.17941437444543035,82.0,1,1,0
5653,636,1279,2,2024-09-19 02:38:58,2024-09-19 03:31:54,,10,,Abandoned,0,-1.0,2024-09-19 12:31:54,3176.0,1,0,2,3,9,1,52.9,0.5529724933451642,,0,0,1
10941,311,785,1,2024-07-04 02:41:43,2024-07-04 02:49:56,,10,,InProgress,0,-1.0,,493.0,1,0,2,3,7,1,8.2,0.07684117125110915,,0,1,0
6689,1150,4976,2,2023-12-27 12:38:16,2023-12-27 13:03:34,,50,,InProgress,0,12.0,2023-12-28 04:03:34,1518.0,1,0,12,2,12,0,25.3,0.25874001774622896,,0,0,1
6299,1398,1607,2,2023-01-11 01:31:50,2023-01-11 02:03:28,,100,,InProgress,0,10.0,,1898.0,1,0,1,2,1,1,31.6,0.32617568766637095,,0,0,1
5914,446,3055,1,2024-06-09 07:24:33,2024-06-09 08:06:46,,100,,Abandoned,0,-1.0,,2533.0,1,0,7,6,6,0,42.2,0.43886424134871344,,0,1,0
8547,565,223,1,2023-04-18 17:05:59,2023-04-18 17:21:02,2.5,10,25.0,Completed,1,-1.0,,903.0,0,0,17,1,4,0,15.0,0.14960070984915705,25.0,0,1,0
10924,2212,2031,2,2022-11-30 20:50:48,2022-11-30 20:54:08,-5.0,-5,66.0,Completed,1,6.0,2022-12-01 23:54:08,200.0,0,0,20,2,11,0,3.3,0.024844720496894408,,1,0,1
6014,1885,1865,2,2023-07-14 20:29:03,2023-07-14 21:11:50,,100,,Abandoned,0,14.0,,2567.0,1,0,20,4,7,0,42.8,0.44489795918367353,,0,0,1
9934,888,2023,3,2022-11-09 09:01:13,2022-11-09 09:24:47,,10,,InProgress,0,5.0,2022-11-10 20:24:47,1414.0,1,0,9,2,11,0,23.6,0.24028393966282166,,0,0,1
4092,1314,3195,2,2024-12-09 03:50:31,2024-12-09 04:25:59,46.7,50,93.4,Completed,0,-1.0,,2128.0,0,0,3,0,12,1,35.5,0.3669920141969832,93.4,1,0,1
4296,1938,1785,1,2023-05-13 23:46:17,2023-05-14 00:09:55,,10,,InProgress,0,-1.0,2023-05-14 13:09:55,1418.0,1,0,23,5,5,0,23.6,0.2409937888198758,,0,1,0
11072,909,1169,1,2025-12-19 09:22:11,2025-12-19 09:39:11,79.2,100,79.2,Completed,1,-1.0,,1020.0,0,0,9,4,12,0,17.0,0.17036379769299023,79.2,1,1,0
10682,87,987,1,2025-03-04 08:14:00,2025-03-04 08:20:42,,25,,InProgress,0,-1.0,,402.0,1,0,8,1,3,0,6.7,0.060692102928127774,,0,1,0
9560,2047,3949,1,2025-08-21 05:32:06,,,50,,InProgress,0,12.0,,1025.0,1,0,5,3,8,1,17.1,0.17125110913930788,,0,1,0
9593,795,3211,2,2024-05-04 18:33:53,2024-05-04 19:15:58,,20,,Abandoned,0,12.0,,2525.0,1,0,18,5,5,0,42.1,0.43744454303460517,,0,0,1
10880,1665,298,1,2026-01-09 17:46:34,2026-01-09 17:58:28,8.3,10,83.0,Completed,0,12.0,2026-01-10 12:58:28,714.0,0,0,17,4,1,0,11.9,0.1160603371783496,83.0,1,1,0
1364,1890,10,2,2022-09-28 02:20:17,2022-09-28 02:43:01,,50,,InProgress,0,5.0,2022-09-28 21:43:01,1364.0,1,0,2,2,9,1,22.7,0.23141082519964506,,0,0,1
6120,1036,2139,1,2022-09-08 14:09:51,2022-09-08 14:25:07,,25,,InProgress,0,-1.0,,916.0,1,0,14,3,9,0,15.3,0.15190771960958296,,0,1,0
5119,1095,4790,1,2024-06-18 00:57:25,2024-06-18 00:59:54,30.1,50,60.2,Completed,1,12.0,,149.0,0,0,0,1,6,1,2.5,0.015794143744454304,60.2,1,1,0
10473,1095,1850,1,2024-02-29 20:23:58,2024-02-29 20:46:19,35.7,50,71.4,Completed,0,8.0,,1341.0,0,0,20,3,2,0,22.4,0.22732919254658385,71.4,1,1,0
10909,1932,2031,1,2023-10-12 07:13:06,2023-10-12 07:25:03,47.5,50,95.0,Completed,1,14.0,2023-10-13 08:25:03,717.0,0,0,7,3,10,0,12.0,0.11659272404614018,95.0,1,1,0
2543,1080,3660,3,2023-03-24 13:06:31,2023-03-24 13:22:14,25.6,100,25.6,Completed,1,8.0,,943.0,0,0,13,4,3,0,15.7,0.15669920141969831,25.6,0,0,1
7079,435,4523,1,2025-03-16 02:10:40,2025-03-16 03:12:02,3.8,10,38.0,Completed,1,3.0,2025-03-17 12:12:02,3682.0,0,0,2,6,3,1,61.4,0.6427684117125111,38.0,0,1,0
3831,196,3881,2,2022-09-09 16:04:53,2022-09-09 16:35:14,14.3,25,57.2,Completed,0,-1.0,,1821.0,0,0,16,4,9,0,30.4,0.312511091393079,57.2,1,0,1
1662,1659,2880,2,2024-04-04 21:38:58,2024-04-04 21:54:04,,25,,InProgress,0,7.0,2024-04-05 04:54:04,906.0,1,0,21,3,4,0,15.1,0.15013309671694763,,0,0,1
246,2124,4003,2,2024-07-25 11:40:09,2024-07-25 11:48:40,,10,,Abandoned,0,-1.0,,511.0,1,0,11,3,7,0,8.5,0.08003549245785271,,0,0,1
88,776,2801,2,2023-08-02 04:46:18,,,100,,InProgress,0,7.0,,429.0,1,0,4,2,8,1,7.2,0.06548358473824312,,0,0,1
7941,727,3764,1,2024-07-04 06:44:36,2024-07-04 07:21:39,23.4,25,93.6,Completed,0,10.0,2024-07-05 00:21:39,2223.0,0,0,6,3,7,0,37.0,0.38385093167701867,93.6,1,1,0
8097,1891,2369,1,2024-04-25 21:12:17,2024-04-25 22:07:26,11.9,25,47.6,Completed,1,11.0,2024-04-27 21:07:26,3309.0,0,0,21,3,4,0,55.2,0.5765749778172138,47.6,0,1,0
1683,1344,1237,3,2023-08-23 19:25:35,2023-08-23 19:41:10,43.9,50,87.8,Completed,1,-1.0,,935.0,0,0,19,2,8,0,15.6,0.15527950310559005,87.8,1,0,1
9449,518,4329,2,2025-12-12 08:58:57,2025-12-12 09:15:57,,25,,Abandoned,0,12.0,,1020.0,1,0,8,4,12,0,17.0,0.17036379769299023,,0,0,1
3404,939,2611,3,2025-10-27 20:11:10,2025-10-27 21:23:26,,10,,Abandoned,0,-1.0,,4336.0,1,0,20,0,10,0,72.3,0.7588287488908607,,0,0,1
5656,535,2609,1,2024-02-15 17:22:18,2024-02-15 17:53:12,19.5,25,78.0,Completed,1,-1.0,2024-02-17 04:53:12,1854.0,0,0,17,3,2,0,30.9,0.31836734693877555,78.0,1,1,0
2856,1972,4873,1,2024-09-13 09:42:47,2024-09-13 10:55:44,49.4,100,49.4,Completed,1,5.0,2024-09-13 22:55:44,4377.0,0,0,9,4,9,0,73.0,0.7661047027506654,49.4,0,1,0
4904,1505,4618,2,2025-03-30 05:15:53,2025-03-30 05:23:38,,100,,InProgress,0,-1.0,,465.0,1,0,5,6,3,1,7.8,0.07187222715173025,,0,0,1
7529,1972,3249,1,2025-04-17 20:27:13,2025-04-17 20:33:26,52.2,100,52.2,Completed,1,11.0,2025-04-19 16:33:26,373.0,0,0,20,3,4,0,6.2,0.05554569653948536,52.2,1,1,0
5899,1885,4835,2,2025-04-20 19:34:51,2025-04-20 19:58:35,,100,,Abandoned,0,-1.0,,1424.0,1,0,19,6,4,0,23.7,0.24205856255545696,,0,0,1
276,623,1202,1,2025-01-22 21:38:59,,,25,,InProgress,0,1.0,,1653.0,1,0,21,2,1,0,27.6,0.2826974267968057,,0,1,0
3412,1246,1559,1,2022-12-31 21:26:35,2022-12-31 21:37:08,11.0,50,22.0,Completed,1,13.0,,633.0,0,0,21,5,12,0,10.6,0.10168589174800355,22.0,0,1,0
4177,887,3468,2,2024-02-05 19:49:20,2024-02-05 20:38:26,9.4,20,47.0,Completed,0,-1.0,,2946.0,0,0,19,0,2,0,49.1,0.5121561668145519,47.0,0,0,1
4571,1999,1076,1,2022-08-14 03:59:27,2022-08-14 04:08:43,,10,,Abandoned,0,8.0,,1131.0,1,1,3,6,8,1,18.8,0.19006211180124225,,0,1,0
7856,1841,71,2,2024-07-26 16:45:41,2024-07-26 16:50:39,46.4,50,92.8,Completed,0,-1.0,,298.0,0,0,16,4,7,0,5.0,0.0422360248447205,92.8,1,0,1
4163,752,4461,1,2023-03-09 15:19:18,2023-03-09 15:56:54,-5.0,-5,32.0,Completed,1,14.0,,2256.0,0,0,15,3,3,0,37.6,0.3897071872227152,,0,1,0
7096,537,3051,1,2023-05-13 16:08:04,2023-05-13 16:16:35,,50,,InProgress,0,-1.0,2023-05-14 01:16:35,511.0,1,0,16,5,5,0,8.5,0.08003549245785271,,0,1,0
4277,789,2324,2,2026-01-11 09:06:07,2026-01-11 09:57:18,17.3,50,34.6,Completed,0,14.0,,3071.0,0,0,9,6,1,0,51.2,0.5343389529724933,34.6,0,0,1
3844,1677,4217,1,2023-02-11 06:03:16,2023-02-11 06:34:39,2.9,10,29.0,Completed,1,-1.0,2023-02-11 22:34:39,1883.0,0,0,6,5,2,0,31.4,0.32351375332741794,29.0,0,1,0
10220,1978,614,1,2022-09-07 23:57:55,,,20,,InProgress,0,7.0,,261.0,1,0,23,2,9,0,4.4,0.03566992014196983,,0,1,0
8885,2124,2620,1,2025-08-03 16:19:28,2025-08-03 16:52:21,4.8,10,48.0,Completed,1,-1.0,,1131.0,0,1,16,6,8,0,18.8,0.19006211180124225,48.0,0,1,0
10957,1841,3124,1,2025-03-05 14:21:31,2025-03-05 14:53:21,3.5,50,7.0,Completed,0,6.0,,1910.0,0,0,14,2,3,0,31.8,0.3283052351375333,7.0,0,1,0
547,1079,1409,2,2024-12-25 23:18:52,2024-12-25 23:39:30,1.7,10,17.0,Completed,1,-1.0,2024-12-26 14:39:30,1238.0,0,0,23,2,12,0,20.6,0.2090505767524401,17.0,0,0,1
10355,2155,2656,2,2024-07-09 22:27:07,2024-07-09 22:28:42,80.4,100,80.4,Completed,1,14.0,,95.0,0,0,22,1,7,0,1.6,0.0062111801242236,80.4,1,0,1
6501,2192,2197,2,2023-02-07 12:34:45,2023-02-07 12:51:23,,20,,Abandoned,0,9.0,2023-02-08 18:51:23,998.0,1,0,12,1,2,0,16.6,0.16645962732919253,,0,0,1
3668,1890,730,1,2024-01-03 22:26:47,2024-01-03 22:48:30,19.3,50,38.6,Completed,1,-1.0,2024-01-05 16:48:30,1303.0,0,0,22,2,1,0,21.7,0.22058562555456965,38.6,0,1,0
7906,1008,361,1,2024-07-22 13:23:24,2024-07-22 13:44:20,,10,,InProgress,0,3.0,,1256.0,1,0,13,0,7,0,20.9,0.21224489795918366,,0,1,0
7739,1217,3875,1,2022-09-04 20:55:26,2022-09-04 21:53:29,,25,,InProgress,0,10.0,2022-09-05 03:53:29,3483.0,1,0,20,6,9,0,58.0,0.6074534161490683,,0,1,0
59,1869,3841,1,2024-06-14 04:22:52,2024-06-14 04:31:55,,100,,InProgress,0,-1.0,2024-06-15 16:31:55,543.0,1,0,4,4,6,1,9.0,0.08571428571428572,,0,1,0
8181,742,572,1,2024-05-20 06:26:31,2024-05-20 07:13:50,,100,,InProgress,0,-1.0,2024-05-21 08:13:50,2839.0,1,0,6,0,5,0,47.3,0.49316770186335407,,0,1,0
10529,1653,4309,1,2025-10-20 19:25:09,2025-10-20 19:28:32,28.4,50,56.8,Completed,0,7.0,2025-10-21 18:28:32,203.0,0,0,19,0,10,0,3.4,0.025377107364685007,56.8,1,1,0
1962,53,128,1,2023-02-14 15:28:19,2023-02-14 16:02:03,,20,,InProgress,0,-1.0,,2024.0,1,0,15,1,2,0,33.7,0.3485359361135759,,0,1,0
1950,1489,665,2,2026-01-19 16:31:27,2026-01-19 16:49:39,,20,,InProgress,0,3.0,,1092.0,1,0,16,0,1,0,18.2,0.1831410825199645,,0,0,1
2783,2056,3839,3,2023-10-31 11:13:52,2023-10-31 11:19:06,3.8,100,3.8,Completed,1,4.0,,314.0,0,0,11,1,10,0,5.2,0.045075421472937,3.8,0,0,1
5571,411,4707,1,2023-06-17 12:23:03,2023-06-17 12:29:46,19.4,20,97.0,Completed,0,15.0,2023-06-17 20:29:46,403.0,0,0,12,5,6,0,6.7,0.06086956521739131,97.0,1,1,0
4682,1978,921,3,2022-10-10 22:41:52,2022-10-10 23:01:18,17.8,20,89.0,Completed,1,8.0,2022-10-12 03:01:18,1166.0,0,0,22,0,10,0,19.4,0.19627329192546583,89.0,1,0,1
10636,1115,1853,2,2023-04-25 03:26:46,2023-04-25 03:48:51,10.0,10,100.0,Completed,1,-1.0,,1325.0,0,0,3,1,4,1,22.1,0.22448979591836735,100.0,1,0,1
3019,587,4038,2,2024-07-14 13:32:23,2024-07-14 13:48:21,0.2,20,1.0,Completed,0,12.0,,958.0,0,0,13,6,7,0,16.0,0.1593611357586513,1.0,0,0,1
10723,1095,1786,1,2024-01-29 11:32:41,2024-01-29 12:05:04,,50,,Abandoned,0,11.0,,1943.0,1,0,11,0,1,0,32.4,0.33416149068322987,,0,1,0
2581,863,1706,1,2025-12-18 12:30:29,2025-12-18 13:19:32,1.3,25,5.2,Completed,0,-1.0,,1131.0,0,1,12,3,12,0,18.8,0.19006211180124225,5.2,0,1,0
9585,1669,3316,1,2024-01-22 08:26:00,2024-01-22 08:34:15,,100,,InProgress,0,7.0,,495.0,1,0,8,0,1,0,8.2,0.07719609582963621,,0,1,0
10374,143,1063,1,2025-07-27 01:36:10,2025-07-27 02:06:32,,50,,InProgress,0,10.0,2025-07-29 01:06:32,1822.0,1,0,1,6,7,1,30.4,0.31268855368234255,,0,1,0
436,328,3027,1,2023-02-06 19:44:58,2023-02-06 20:21:22,13.5,20,67.5,Completed,1,-1.0,2023-02-07 15:21:22,2184.0,0,0,19,0,2,0,36.4,0.3769299023957409,67.5,1,1,0
3555,1008,4945,1,2024-02-17 16:20:22,2024-02-17 16:55:04,,10,,InProgress,0,-1.0,2024-02-19 09:55:04,2082.0,1,0,16,5,2,0,34.7,0.35882874889086075,,0,1,0
6037,939,3847,1,2022-06-24 04:34:38,2022-06-24 05:36:42,,10,,Abandoned,0,4.0,2022-06-25 17:36:42,3724.0,1,0,4,4,6,1,62.1,0.6502218278615794,,0,1,0
3320,87,4876,2,2023-11-03 14:53:08,2023-11-03 15:10:31,12.6,25,50.4,Completed,1,8.0,2023-11-05 01:10:31,1043.0,0,0,14,4,11,0,17.4,0.17444543034605145,50.4,1,0,1
10091,2140,2491,1,2024-03-17 03:36:45,2024-03-17 03:50:42,2.7,10,27.0,Completed,1,12.0,,837.0,0,0,3,6,3,1,14.0,0.13788819875776398,27.0,0,1,0
1304,1858,541,2,2023-11-01 02:33:36,2023-11-01 02:46:44,44.8,50,89.6,Completed,1,-1.0,2023-11-02 10:46:44,788.0,0,0,2,2,11,1,13.1,0.12919254658385093,89.6,1,0,1
4229,21,3053,1,2024-01-04 08:55:51,2024-01-04 08:59:52,59.9,100,59.9,Completed,0,12.0,2024-01-05 15:59:52,241.0,0,0,8,3,1,0,4.0,0.0321206743566992,59.9,1,1,0
2461,1589,757,1,2025-08-03 04:39:08,2025-08-03 04:41:56,20.0,20,100.0,Completed,0,2.0,,168.0,0,0,4,6,8,1,2.8,0.0191659272404614,100.0,1,1,0
5255,32,1971,2,2022-10-29 20:58:50,2022-10-29 22:24:31,,50,,InProgress,0,13.0,2022-10-30 15:24:31,5141.0,1,0,20,5,10,0,85.7,0.9016858917480035,,0,0,1
2055,1932,475,2,2024-07-08 05:07:42,2024-07-08 05:26:16,,50,,Abandoned,0,-1.0,2024-07-08 10:26:16,1131.0,1,1,5,0,7,1,18.8,0.19006211180124225,,0,0,1
2911,2079,1942,1,2022-10-25 07:53:24,2022-10-25 07:56:51,18.7,20,93.5,Completed,0,4.0,2022-10-26 11:56:51,207.0,0,0,7,1,10,0,3.4,0.026086956521739132,93.5,1,1,0
5225,422,1321,1,2022-08-11 13:14:08,2022-08-11 13:21:59,39.8,100,39.8,Completed,1,-1.0,2022-08-11 20:21:59,471.0,0,0,13,3,8,0,7.8,0.07293700088731145,39.8,0,1,0
734,2003,1264,1,2024-11-12 08:04:07,2024-11-12 08:53:22,,25,,InProgress,0,9.0,,2955.0,1,0,8,1,11,0,49.2,0.5137533274179237,,0,1,0
4157,893,3850,1,2022-12-27 13:38:13,2022-12-27 13:50:24,2.5,10,25.0,Completed,1,5.0,2022-12-27 23:50:24,731.0,0,0,13,1,12,0,12.2,0.11907719609582965,25.0,0,1,0
2732,2155,3593,1,2025-04-26 15:29:30,2025-04-26 15:46:02,,100,,InProgress,0,8.0,2025-04-27 09:46:02,992.0,1,0,15,5,4,0,16.5,0.16539485359361136,,0,1,0
6305,176,224,1,2023-02-16 08:56:24,2023-02-16 09:24:35,,10,,InProgress,0,-1.0,2023-02-17 11:24:35,1691.0,1,0,8,3,2,0,28.2,0.28944099378881993,,0,1,0
2676,1546,4909,2,2022-10-04 04:47:40,2022-10-04 04:51:11,1.5,10,15.0,Completed,1,-1.0,2022-10-04 16:51:11,211.0,0,0,4,1,10,1,3.5,0.026796805678793258,15.0,0,0,1
9711,2056,203,3,2022-10-13 16:53:15,2022-10-13 17:12:00,88.4,100,88.4,Completed,0,5.0,,1125.0,0,0,16,3,10,0,18.8,0.18899733806566105,88.4,1,0,1
5576,1705,4707,1,2025-04-11 15:30:41,2025-04-11 15:59:45,,50,,Abandoned,0,-1.0,2025-04-12 11:59:45,1744.0,1,0,15,4,4,0,29.1,0.29884649511978706,,0,1,0
10706,1190,3429,1,2025-04-17 22:30:07,2025-04-17 22:35:27,0.6,10,6.0,Completed,1,15.0,2025-04-18 20:35:27,320.0,0,0,22,3,4,0,5.3,0.04614019520851819,6.0,0,1,0
4185,1150,4496,2,2022-06-05 03:59:49,,,50,,InProgress,0,-1.0,,1217.0,1,0,3,6,6,1,20.3,0.20532386867790595,,0,0,1
7697,682,756,1,2023-01-09 02:17:23,2023-01-09 02:28:38,8.4,20,42.0,Completed,1,2.0,2023-01-10 11:28:38,675.0,0,0,2,0,1,1,11.2,0.10913930789707188,42.0,0,1,0
6255,982,2274,1,2024-08-08 06:25:44,2024-08-08 07:18:21,,100,,InProgress,0,-1.0,2024-08-09 04:18:21,3157.0,1,0,6,3,8,0,52.6,0.549600709849157,,0,1,0
11062,1570,601,1,2024-04-16 10:35:46,2024-04-16 10:51:09,,100,,Abandoned,0,3.0,2024-04-18 07:51:09,923.0,1,0,10,1,4,0,15.4,0.15314995563442768,,0,1,0
7501,716,2232,1,2024-08-06 13:53:10,2024-08-06 14:09:47,14.1,20,70.5,Completed,1,9.0,,997.0,0,0,13,1,8,0,16.6,0.16628216503992901,70.5,1,1,0
10887,410,4127,1,2024-11-03 01:11:24,2024-11-03 01:20:01,20.0,20,100.0,Completed,1,1.0,,517.0,0,0,1,6,11,1,8.6,0.08110026619343388,100.0,1,1,0
3934,1189,1974,1,2025-10-10 21:13:52,2025-10-10 21:15:25,6.8,25,27.2,Completed,1,8.0,2025-10-12 04:15:25,93.0,0,0,21,4,10,0,1.6,0.005856255545696538,27.2,0,1,0
4958,878,2210,2,2023-06-01 20:02:55,2023-06-01 20:34:53,21.8,50,43.6,Completed,1,-1.0,2023-06-03 19:34:53,1918.0,0,0,20,3,6,0,32.0,0.32972493345164156,43.6,0,0,1
8036,1864,4999,2,2025-05-12 08:45:50,2025-05-12 08:59:05,66.4,100,66.4,Completed,1,-1.0,,795.0,0,0,8,0,5,0,13.2,0.13043478260869565,66.4,1,0,1
2374,1150,2864,3,2025-10-09 13:35:26,2025-10-09 14:06:34,,50,,Abandoned,0,6.0,,1868.0,1,0,13,3,10,0,31.1,0.320851818988465,,0,0,1
9828,954,813,1,2024-01-14 22:59:51,2024-01-14 23:03:20,,10,,InProgress,0,-1.0,,209.0,1,0,22,6,1,0,3.5,0.02644188110026619,,0,1,0
5010,1932,2977,1,2024-07-26 04:03:45,2024-07-26 04:16:39,1.4,50,2.8,Completed,1,9.0,2024-07-26 19:16:39,774.0,0,0,4,4,7,1,12.9,0.1267080745341615,2.8,0,1,0
6914,2056,3787,2,2025-05-18 13:45:14,2025-05-18 13:57:25,,100,,InProgress,0,5.0,2025-05-18 16:57:25,731.0,1,0,13,6,5,0,12.2,0.11907719609582965,,0,0,1
5062,1225,1142,1,2022-09-16 15:35:54,2022-09-16 16:14:41,15.3,100,15.3,Completed,1,-1.0,,2327.0,0,0,15,4,9,0,38.8,0.40230700976042594,15.3,0,1,0
2231,1675,4779,1,2023-04-29 08:01:18,2023-04-29 08:25:37,,25,,InProgress,0,-1.0,2023-04-30 19:25:37,1131.0,1,1,8,5,4,0,18.8,0.19006211180124225,,0,1,0
8278,351,3655,1,2022-07-19 12:53:33,2022-07-19 13:02:01,,50,,Abandoned,0,5.0,2022-07-20 17:02:01,508.0,1,0,12,1,7,0,8.5,0.0795031055900621,,0,1,0
6473,909,2331,1,2024-09-22 09:23:48,2024-09-22 09:42:40,,100,,InProgress,0,10.0,,1132.0,1,0,9,6,9,0,18.9,0.19023957409050576,,0,1,0
1893,1890,1659,2,2025-03-31 17:27:06,2025-03-31 17:32:57,24.6,50,49.2,Completed,1,-1.0,,351.0,0,0,17,0,3,0,5.8,0.051641526175687666,49.2,0,0,1
7111,1999,2466,2,2024-04-09 06:02:13,2024-04-09 06:17:26,1.3,10,13.0,Completed,1,8.0,,913.0,0,0,6,1,4,0,15.2,0.15137533274179238,13.0,0,0,1
8630,1070,564,2,2025-11-20 07:12:14,2025-11-20 07:34:27,,25,,Abandoned,0,4.0,2025-11-22 00:34:27,1333.0,1,0,7,3,11,0,22.2,0.2259094942324756,,0,0,1
2288,985,779,1,2025-08-27 06:18:30,2025-08-27 06:34:39,17.0,25,68.0,Completed,1,13.0,,969.0,0,0,6,2,8,0,16.2,0.16131322094055014,68.0,1,1,0
710,1916,1375,1,2024-03-16 01:23:25,2024-03-16 01:26:29,,20,,InProgress,0,-1.0,,184.0,1,0,1,5,3,1,3.1,0.022005323868677908,,0,1,0
296,1508,59,2,2023-07-26 05:07:59,2023-07-26 05:33:33,3.6,50,7.2,Completed,0,-1.0,,1534.0,0,0,5,2,7,1,25.6,0.2615794143744455,7.2,0,0,1
4794,1665,4941,2,2024-11-30 22:52:15,2024-11-30 23:43:13,,10,,InProgress,0,9.0,2024-12-01 18:43:13,1131.0,1,1,22,5,11,0,18.8,0.19006211180124225,,0,0,1
1888,1732,2943,3,2025-11-03 17:24:46,2025-11-03 17:38:11,-5.0,-5,86.0,Completed,1,4.0,,1131.0,0,1,17,0,11,0,18.8,0.19006211180124225,,1,0,1
1289,1189,1587,1,2024-03-24 23:13:52,2024-03-24 23:33:31,21.3,25,85.2,Completed,1,15.0,,1131.0,0,1,23,6,3,0,18.8,0.19006211180124225,85.2,1,1,0
9899,1656,666,2,2024-08-06 03:50:08,2024-08-06 04:53:25,2.8,10,28.0,Completed,1,5.0,,3797.0,0,0,3,1,8,1,63.3,0.6631765749778172,28.0,0,0,1
9230,1201,2743,1,2024-02-25 13:06:16,2024-02-25 13:28:13,,100,,InProgress,0,2.0,2024-02-25 22:28:13,1317.0,1,0,13,6,2,0,22.0,0.22307009760425908,,0,1,0
3976,1564,259,1,2024-03-17 07:44:49,2024-03-17 08:01:36,6.7,10,67.0,Completed,0,15.0,2024-03-18 12:01:36,1007.0,0,0,7,6,3,0,16.8,0.16805678793256432,67.0,1,1,0
8338,1675,1380,1,2022-06-22 22:25:04,2022-06-22 22:27:13,,25,,InProgress,0,-1.0,2022-06-24 12:27:13,129.0,1,0,22,2,6,0,2.2,0.012244897959183675,,0,1,0
10717,726,1786,2,2022-12-19 14:55:29,2022-12-19 15:08:52,7.7,20,38.5,Completed,1,13.0,2022-12-21 11:08:52,803.0,0,0,14,0,12,0,13.4,0.1318544809228039,38.5,0,0,1
7107,1685,2116,1,2024-02-11 06:50:42,,,10,,InProgress,0,-1.0,,1897.0,1,0,6,6,2,0,31.6,0.3259982253771074,,0,1,0
8600,909,1809,1,2024-04-01 13:36:00,2024-04-01 13:53:03,70.6,100,70.6,Completed,1,-1.0,,1023.0,0,0,13,0,4,0,17.0,0.17089618456078084,70.6,1,1,0
10731,510,3870,2,2025-09-07 18:30:23,2025-09-07 18:44:15,13.7,50,27.4,Completed,1,10.0,2025-09-08 12:44:15,832.0,0,0,18,6,9,0,13.9,0.1370008873114463,27.4,0,0,1
735,1095,1264,1,2024-09-28 13:07:59,2024-09-28 13:14:47,46.9,50,93.8,Completed,0,7.0,2024-09-29 00:14:47,408.0,0,0,13,5,9,0,6.8,0.06175687666370896,93.8,1,1,0
10695,1869,788,1,2022-11-29 05:35:32,2022-11-29 05:54:53,,100,,InProgress,0,-1.0,2022-11-30 22:54:53,1161.0,1,0,5,1,11,1,19.4,0.19538598047914818,,0,1,0
11011,1858,2769,1,2025-05-24 21:11:41,2025-05-24 21:19:48,18.3,50,36.6,Completed,0,5.0,2025-05-25 16:19:48,487.0,0,0,21,5,5,0,8.1,0.07577639751552795,36.6,0,1,0
9028,176,78,1,2022-07-03 21:59:05,2022-07-03 22:08:34,9.9,10,99.0,Completed,1,7.0,,569.0,0,0,21,6,7,0,9.5,0.09032830523513755,99.0,1,1,0
9683,2056,3918,1,2024-11-28 04:17:06,,,100,,InProgress,0,-1.0,,358.0,1,0,4,3,11,1,6.0,0.05288376220053239,,0,1,0
