Id,ActivityId,StudentId,Status,ProgressPercent,FirstAccessedAt,LastAccessedAt,TotalTimeSpentSeconds,CompletedAt,TotalTimeSpentSeconds_WasNull,LearningSpanDays,TotalTimeSpentMinutes,TimeSpent_Norm,ProgressPercent_Norm,IsCompleted,IsInProgress,Status_Enc
26010,404,2857,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
17532,2035,1259,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
9490,370,1096,Completed,100,2023-02-07 15:26:52,2023-04-23 15:26:52,5343.0,2023-04-23 15:26:52,0,75.0,89.0,0.7399159663865545,1.0,1,0,0
22206,1844,2154,Completed,100,2023-02-12 09:05:06,2023-04-20 09:05:06,5833.0,2023-04-20 09:05:06,0,67.0,97.2,0.8085434173669468,1.0,1,0,0
2801,1892,828,InProgress,8,2025-11-17 04:22:58,2025-12-08 04:22:58,1993.0,,0,21.0,33.2,0.2707282913165266,0.08,0,1,1
24417,1689,2232,InProgress,50,2025-08-08 03:35:31,,783.0,,0,0.0,13.0,0.1012605042016806,0.5,0,1,1
2891,1611,1853,Completed,100,2024-05-04 02:40:26,2024-07-09 02:40:26,5568.0,2024-07-09 02:40:26,0,66.0,92.8,0.7714285714285714,1.0,1,0,0
13375,174,856,Completed,100,2025-09-23 20:45:30,2025-09-25 20:45:30,1549.0,2025-09-25 20:45:30,0,2.0,25.8,0.2085434173669467,1.0,1,0,0
13536,1181,353,Completed,100,2022-11-20 14:19:07,2022-11-29 14:19:07,2347.0,2022-11-29 14:19:07,0,9.0,39.1,0.3203081232492997,1.0,1,0,0
8133,1244,4794,Completed,100,2023-05-25 12:21:04,2023-06-30 12:21:04,6496.0,2023-06-30 12:21:04,0,36.0,108.3,0.9014005602240897,1.0,1,0,0
15898,445,2437,Completed,100,2024-01-12 01:42:03,2024-01-16 01:42:03,2780.0,2024-01-16 01:42:03,1,4.0,46.3,0.3809523809523809,1.0,1,0,0
15723,1522,3763,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
3498,754,2227,Completed,100,2024-06-23 23:25:08,2024-07-16 23:25:08,3220.0,2024-07-16 23:25:08,0,23.0,53.7,0.4425770308123248,1.0,1,0,0
8165,439,4782,Completed,100,2026-01-28 20:00:58,2026-03-27 20:00:58,4193.0,2026-03-27 20:00:58,0,58.0,69.9,0.5788515406162464,1.0,1,0,0
14363,748,1862,Completed,100,2025-11-28 14:41:07,2026-03-19 14:41:07,2137.0,2026-03-19 14:41:07,0,111.0,35.6,0.2908963585434173,1.0,1,0,0
821,1575,887,Completed,100,2022-09-27 20:11:10,2022-11-28 20:11:10,5940.0,2022-11-28 20:11:10,0,62.0,99.0,0.8235294117647058,1.0,1,0,0
17012,1929,1441,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
766,299,119,Completed,100,2023-05-24 13:09:43,2023-09-16 13:09:43,4309.0,2023-09-16 13:09:43,0,115.0,71.8,0.5950980392156863,1.0,1,0,0
12063,1931,658,InProgress,86,2025-08-12 23:45:03,2025-11-04 23:45:03,2524.0,,0,84.0,42.1,0.3450980392156862,0.86,0,1,1
27108,2061,131,Completed,100,2023-05-06 13:17:26,2023-05-29 13:17:26,6483.0,2023-05-29 13:17:26,0,23.0,108.0,0.899579831932773,1.0,1,0,0
16643,345,1562,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
10109,1970,3039,Completed,100,2024-01-07 07:36:27,2024-04-01 07:36:27,5118.0,2024-04-01 07:36:27,0,85.0,85.3,0.7084033613445377,1.0,1,0,0
18561,331,1437,InProgress,58,2023-05-23 13:24:10,2023-07-15 13:24:10,3147.0,,0,53.0,52.4,0.4323529411764705,0.58,0,1,1
3883,1666,1327,Completed,100,2025-03-25 20:36:05,2025-04-24 20:36:05,2378.0,2025-04-24 20:36:05,0,30.0,39.6,0.3246498599439775,1.0,1,0,0
210,983,1045,Completed,100,2022-12-02 21:09:07,2023-01-29 21:09:07,954.0,2023-01-29 21:09:07,0,58.0,15.9,0.1252100840336134,1.0,1,0,0
15124,931,3865,Completed,100,2023-03-25 23:27:32,2023-06-14 23:27:32,7191.0,2023-06-14 23:27:32,0,81.0,119.8,0.9987394957983192,1.0,1,0,0
17715,1361,2135,InProgress,20,2023-04-01 11:59:55,2023-06-08 11:59:55,1303.0,,0,68.0,21.7,0.1740896358543417,0.2,0,1,1
24683,1173,3101,Completed,100,2024-03-30 23:02:45,2024-04-28 23:02:45,1723.0,2024-04-28 23:02:45,0,29.0,28.7,0.2329131652661064,1.0,1,0,0
6349,342,1144,Completed,100,2025-09-05 14:55:21,2025-09-15 14:55:21,5370.0,2025-09-15 14:55:21,0,10.0,89.5,0.7436974789915967,1.0,1,0,0
23556,1873,381,Completed,100,2024-02-07 05:05:44,2024-05-06 05:05:44,2306.0,2024-05-06 05:05:44,0,89.0,38.4,0.3145658263305321,1.0,1,0,0
18961,1705,1013,Completed,100,2025-03-19 20:27:47,2025-06-11 20:27:47,6769.0,2025-06-11 20:27:47,0,84.0,112.8,0.9396358543417368,1.0,1,0,0
9838,1476,3655,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
14808,492,2399,InProgress,92,2025-03-30 07:24:41,,2551.0,,0,0.0,42.5,0.3488795518207282,0.92,0,1,1
17800,363,4245,InProgress,50,2025-09-07 22:19:40,2025-09-24 22:19:40,1419.0,,0,17.0,23.6,0.1903361344537815,0.5,0,1,1
11708,2047,3597,Completed,100,2023-09-02 08:10:50,2023-09-21 08:10:50,6460.0,2023-09-21 08:10:50,0,19.0,107.7,0.8963585434173669,1.0,1,0,0
7247,1356,3726,Completed,100,2022-08-08 02:02:29,,2148.0,2022-08-13 02:02:29,0,0.0,35.8,0.2924369747899159,1.0,1,0,0
14769,1303,1911,Completed,100,2025-04-16 04:11:49,,5722.0,2025-05-05 04:11:49,0,0.0,95.4,0.7929971988795518,1.0,1,0,0
2346,1951,3624,Completed,100,2024-01-17 14:31:13,2024-03-21 14:31:13,2918.0,2024-03-21 14:31:13,0,64.0,48.6,0.4002801120448179,1.0,1,0,0
12760,748,3234,InProgress,49,2023-01-05 21:25:03,2023-04-02 21:25:03,3174.0,,0,87.0,52.9,0.4361344537815125,0.49,0,1,1
19809,2206,4791,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
23241,314,2785,Completed,100,2023-09-04 19:40:37,2023-11-22 19:40:37,4848.0,2023-11-22 19:40:37,0,79.0,80.8,0.6705882352941176,1.0,1,0,0
20102,1249,633,Completed,100,2023-09-18 15:27:33,,6533.0,2023-10-16 15:27:33,0,0.0,108.9,0.9065826330532212,1.0,1,0,0
11871,1052,4792,Completed,100,2022-10-07 22:39:44,2022-11-10 22:39:44,4033.0,2022-11-10 22:39:44,0,34.0,67.2,0.5564425770308123,1.0,1,0,0
21349,1053,1586,Completed,100,2024-02-09 22:28:42,2024-04-12 22:28:42,6904.0,2024-04-12 22:28:42,0,63.0,115.1,0.9585434173669468,1.0,1,0,0
19166,1059,2720,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
13583,121,3058,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
2267,721,1878,Completed,100,2025-01-23 16:05:32,2025-03-04 16:05:32,4739.0,2025-03-04 16:05:32,0,40.0,79.0,0.6553221288515406,1.0,1,0,0
9319,2077,3071,Completed,100,2022-11-16 21:06:22,2022-12-23 21:06:22,5605.0,2022-12-23 21:06:22,0,37.0,93.4,0.7766106442577031,1.0,1,0,0
8987,1343,2465,InProgress,92,2024-06-19 23:53:20,2024-06-30 23:53:20,2796.0,,0,11.0,46.6,0.3831932773109243,0.92,0,1,1
10540,755,3007,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
2024,306,4779,Completed,100,2025-07-22 17:41:58,,2780.0,2025-08-14 17:41:58,1,0.0,46.3,0.3809523809523809,1.0,1,0,0
18052,307,1039,InProgress,48,2024-06-13 17:35:46,2024-06-23 17:35:46,2780.0,,1,10.0,46.3,0.3809523809523809,0.48,0,1,1
18939,174,3935,InProgress,67,2023-06-29 18:22:37,,1395.0,,0,0.0,23.2,0.1869747899159664,0.67,0,1,1
10870,1443,201,Completed,100,2025-03-29 13:50:59,2025-06-12 13:50:59,2780.0,2025-06-12 13:50:59,1,75.0,46.3,0.3809523809523809,1.0,1,0,0
26837,1173,4931,Completed,100,2026-01-18 20:40:00,2026-01-26 20:40:00,6977.0,2026-01-26 20:40:00,0,8.0,116.3,0.9687675070028012,1.0,1,0,0
1132,1689,4825,Completed,100,2025-01-08 23:49:54,2025-03-10 23:49:54,1578.0,2025-03-10 23:49:54,0,61.0,26.3,0.2126050420168067,1.0,1,0,0
7048,1611,6,InProgress,24,2025-10-23 13:48:01,2025-12-31 13:48:01,1857.0,,0,69.0,31.0,0.2516806722689075,0.24,0,1,1
22006,2077,1246,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
14744,812,1451,Completed,100,2024-06-04 19:13:41,2024-08-30 19:13:41,6541.0,2024-08-30 19:13:41,0,87.0,109.0,0.907703081232493,1.0,1,0,0
5918,409,3210,Completed,100,2023-10-27 07:26:35,2023-12-26 07:26:35,5485.0,2023-12-26 07:26:35,0,60.0,91.4,0.7598039215686274,1.0,1,0,0
10436,663,3402,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
13778,1247,2676,Completed,100,2022-10-11 16:14:33,2022-11-14 16:14:33,4883.0,2022-11-14 16:14:33,0,34.0,81.4,0.6754901960784313,1.0,1,0,0
20481,38,2389,Completed,100,2022-06-20 20:00:39,,5434.0,2022-07-05 20:00:39,0,0.0,90.6,0.7526610644257703,1.0,1,0,0
4844,2209,3328,Completed,100,2022-07-10 13:02:59,2022-09-03 13:02:59,2780.0,2022-09-03 13:02:59,1,55.0,46.3,0.3809523809523809,1.0,1,0,0
23864,815,2018,Completed,100,2025-11-08 03:48:09,2026-02-18 03:48:09,2831.0,2026-02-18 03:48:09,0,102.0,47.2,0.388095238095238,1.0,1,0,0
12739,959,2799,InProgress,38,2024-03-24 09:48:09,2024-06-27 09:48:09,123.0,,0,95.0,2.0,0.0088235294117647,0.38,0,1,1
4429,1833,4802,Completed,100,2022-09-25 21:23:24,2022-10-24 21:23:24,1091.0,2022-10-24 21:23:24,0,29.0,18.2,0.1443977591036414,1.0,1,0,0
14291,1612,3933,Completed,100,2022-09-26 16:24:03,2022-11-25 16:24:03,4741.0,2022-11-25 16:24:03,0,60.0,79.0,0.6556022408963585,1.0,1,0,0
18553,2097,1389,Completed,100,2023-04-02 02:50:21,2023-06-13 02:50:21,3609.0,2023-06-13 02:50:21,0,72.0,60.2,0.4970588235294117,1.0,1,0,0
25987,2035,3012,Completed,100,2025-02-18 20:38:09,2025-06-10 20:38:09,5453.0,2025-06-10 20:38:09,0,112.0,90.9,0.7553221288515406,1.0,1,0,0
16493,1188,606,Completed,100,2025-12-21 12:35:08,2026-02-16 12:35:08,4734.0,2026-02-16 12:35:08,0,57.0,78.9,0.6546218487394958,1.0,1,0,0
3547,346,2338,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
17326,364,270,Completed,100,2023-07-10 22:50:51,,7149.0,2023-08-01 22:50:51,0,0.0,119.2,0.9928571428571428,1.0,1,0,0
12908,289,3573,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
20841,1728,1523,Completed,100,2023-11-20 21:07:21,2024-01-20 21:07:21,4409.0,2024-01-20 21:07:21,0,61.0,73.5,0.6091036414565826,1.0,1,0,0
12531,477,4894,Completed,100,2023-02-21 02:55:17,2023-04-03 02:55:17,1288.0,2023-04-03 02:55:17,0,41.0,21.5,0.1719887955182072,1.0,1,0,0
10965,303,1807,Completed,100,2022-11-13 03:50:38,2022-12-20 03:50:38,5887.0,2022-12-20 03:50:38,0,37.0,98.1,0.8161064425770308,1.0,1,0,0
14806,991,2399,Completed,100,2023-12-21 03:24:29,2024-02-28 03:24:29,5835.0,2024-02-28 03:24:29,0,69.0,97.2,0.8088235294117647,1.0,1,0,0
988,327,1694,Completed,100,2024-03-02 21:17:48,2024-06-25 21:17:48,3727.0,2024-06-25 21:17:48,0,115.0,62.1,0.5135854341736694,1.0,1,0,0
20963,484,3199,InProgress,29,2025-07-18 17:46:41,,1497.0,,0,0.0,25.0,0.2012605042016806,0.29,0,1,1
6988,1407,2088,InProgress,14,2022-11-18 15:43:15,2022-11-30 15:43:15,2060.0,,0,12.0,34.3,0.2801120448179271,0.14,0,1,1
24453,2051,3512,InProgress,16,2024-11-14 08:54:11,2025-01-24 08:54:11,417.0,,0,71.0,7.0,0.0499999999999999,0.16,0,1,1
15383,2070,279,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
494,183,2312,InProgress,18,2025-08-24 12:49:59,,1370.0,,0,0.0,22.8,0.1834733893557422,0.18,0,1,1
24601,30,3570,Completed,100,2025-03-15 17:38:58,2025-05-28 17:38:58,2313.0,2025-05-28 17:38:58,0,74.0,38.6,0.3155462184873949,1.0,1,0,0
20128,1980,3410,InProgress,95,2023-10-09 23:37:46,,2780.0,,1,0.0,46.3,0.3809523809523809,0.95,0,1,1
26743,2209,727,InProgress,61,2024-04-21 15:34:47,2024-07-07 15:34:47,2104.0,,0,77.0,35.1,0.2862745098039215,0.61,0,1,1
25995,84,3012,Completed,100,2024-09-15 05:49:34,2024-10-16 05:49:34,2101.0,2024-10-16 05:49:34,0,31.0,35.0,0.2858543417366946,1.0,1,0,0
23761,966,2512,Completed,100,2024-04-26 03:55:23,2024-05-27 03:55:23,2230.0,2024-05-27 03:55:23,0,31.0,37.2,0.3039215686274509,1.0,1,0,0
17520,950,790,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
16705,1922,3213,Completed,100,2022-12-16 23:58:30,2023-01-03 23:58:30,5354.0,2023-01-03 23:58:30,0,18.0,89.2,0.7414565826330533,1.0,1,0,0
16221,1173,3830,Completed,100,2024-06-26 10:09:15,2024-07-15 10:09:15,505.0,2024-07-15 10:09:15,0,19.0,8.4,0.0623249299719887,1.0,1,0,0
16596,1921,1606,Completed,100,2025-12-15 18:12:01,,2780.0,2026-01-09 18:12:01,1,0.0,46.3,0.3809523809523809,1.0,1,0,0
3120,1536,3118,InProgress,27,2023-03-11 12:39:55,2023-06-03 12:39:55,1918.0,,0,84.0,32.0,0.2602240896358543,0.27,0,1,1
24719,177,2383,InProgress,36,2025-04-26 17:43:59,,2543.0,,0,0.0,42.4,0.3477591036414565,0.36,0,1,1
22418,172,4701,InProgress,81,2023-07-24 10:40:36,2023-09-27 10:40:36,2780.0,,1,65.0,46.3,0.3809523809523809,0.81,0,1,1
9606,921,3466,Completed,100,2024-04-08 13:41:56,2024-05-28 13:41:56,5665.0,2024-05-28 13:41:56,0,50.0,94.4,0.7850140056022409,1.0,1,0,0
13646,1831,537,Completed,100,2022-09-09 14:09:19,2022-10-05 14:09:19,2604.0,2022-10-05 14:09:19,0,26.0,43.4,0.3563025210084033,1.0,1,0,0
23264,1432,3248,Completed,100,2022-12-21 09:23:34,,1300.0,2023-01-06 09:23:34,0,0.0,21.7,0.1736694677871148,1.0,1,0,0
15857,1361,1944,Completed,100,2025-03-04 15:12:49,2025-06-13 15:12:49,2483.0,2025-06-13 15:12:49,0,101.0,41.4,0.3393557422969187,1.0,1,0,0
3872,31,3292,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
24870,1574,742,Completed,100,2023-04-12 00:03:57,2023-08-05 00:03:57,2780.0,2023-08-05 00:03:57,1,115.0,46.3,0.3809523809523809,1.0,1,0,0
27171,980,2036,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
11297,1677,2835,Completed,100,2025-10-03 14:38:07,2025-12-18 14:38:07,2118.0,2025-12-18 14:38:07,0,76.0,35.3,0.288235294117647,1.0,1,0,0
1498,228,1100,Completed,100,2023-03-01 23:56:36,2023-06-27 23:56:36,3103.0,2023-06-27 23:56:36,0,118.0,51.7,0.4261904761904761,1.0,1,0,0
2358,1918,90,Completed,100,2024-06-01 13:08:57,2024-06-07 13:08:57,4258.0,2024-06-07 13:08:57,0,6.0,71.0,0.5879551820728292,1.0,1,0,0
17753,270,347,Completed,100,2023-06-12 05:30:44,2023-08-26 05:30:44,2683.0,2023-08-26 05:30:44,0,75.0,44.7,0.3673669467787114,1.0,1,0,0
11377,2120,3131,Completed,100,2023-10-04 19:30:16,2023-11-07 19:30:16,2899.0,2023-11-07 19:30:16,0,34.0,48.3,0.3976190476190475,1.0,1,0,0
13532,108,353,Completed,100,2022-07-18 11:40:52,2022-09-22 11:40:52,1027.0,2022-09-22 11:40:52,0,66.0,17.1,0.1354341736694677,1.0,1,0,0
17498,471,4219,Completed,100,2024-03-13 03:26:35,2024-06-22 03:26:35,2780.0,2024-06-22 03:26:35,1,101.0,46.3,0.3809523809523809,1.0,1,0,0
2737,1311,1484,Completed,100,2023-06-30 05:23:58,2023-10-27 05:23:58,6181.0,2023-10-27 05:23:58,0,119.0,103.0,0.8572829131652661,1.0,1,0,0
26480,143,4688,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
5292,1424,1008,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
23036,1766,2974,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
2269,1041,1878,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
24878,246,742,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
20877,1471,3486,InProgress,16,2022-07-30 10:25:43,2022-11-18 10:25:43,2520.0,,0,111.0,42.0,0.3445378151260503,0.16,0,1,1
8895,72,3783,InProgress,48,2022-06-25 08:01:47,2022-09-05 08:01:47,1499.0,,0,72.0,25.0,0.2015406162464985,0.48,0,1,1
13879,781,1734,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
23226,642,4670,InProgress,64,2022-12-17 09:05:15,2022-12-23 09:05:15,2348.0,,0,6.0,39.1,0.3204481792717086,0.64,0,1,1
7114,1212,1079,InProgress,85,2023-10-04 14:06:50,2023-11-30 14:06:50,3291.0,,0,57.0,54.8,0.4525210084033613,0.85,0,1,1
16076,2073,1537,Completed,100,2022-07-02 22:37:44,2022-08-05 22:37:44,6016.0,2022-08-05 22:37:44,0,34.0,100.3,0.834173669467787,1.0,1,0,0
16773,1490,4276,Completed,100,2025-11-19 10:36:55,2026-02-01 10:36:55,6044.0,2026-02-01 10:36:55,0,74.0,100.7,0.8380952380952381,1.0,1,0,0
5202,1153,4104,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
11179,1239,1931,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
20549,222,2275,Completed,100,2023-01-01 19:36:17,2023-01-18 19:36:17,5357.0,2023-01-18 19:36:17,0,17.0,89.3,0.7418767507002801,1.0,1,0,0
26674,1469,334,Completed,100,2022-12-29 19:27:28,2023-01-16 19:27:28,2221.0,2023-01-16 19:27:28,0,18.0,37.0,0.3026610644257703,1.0,1,0,0
6648,904,4199,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
20634,331,592,Completed,100,2024-09-14 03:50:40,2024-12-01 03:50:40,3814.0,2024-12-01 03:50:40,0,78.0,63.6,0.5257703081232493,1.0,1,0,0
12029,1892,930,Completed,100,2025-05-17 16:15:17,2025-07-22 16:15:17,4499.0,2025-07-22 16:15:17,0,66.0,75.0,0.6217086834733894,1.0,1,0,0
20910,1536,519,Completed,100,2023-07-19 23:58:17,2023-10-25 23:58:17,7072.0,2023-10-25 23:58:17,0,98.0,117.9,0.9820728291316526,1.0,1,0,0
11956,1259,1145,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
2800,72,828,Completed,100,2025-05-20 01:35:20,2025-09-15 01:35:20,2660.0,2025-09-15 01:35:20,0,118.0,44.3,0.3641456582633052,1.0,1,0,0
22851,166,4604,InProgress,5,2022-11-12 13:04:21,,2712.0,,0,0.0,45.2,0.3714285714285714,0.05,0,1,1
22672,865,1423,InProgress,84,2023-11-24 17:32:01,2024-01-07 17:32:01,2132.0,,0,44.0,35.5,0.2901960784313725,0.84,0,1,1
2858,1848,1717,InProgress,8,2024-09-07 22:31:54,2024-11-04 22:31:54,3399.0,,0,58.0,56.6,0.4676470588235293,0.08,0,1,1
9281,1399,3311,Completed,100,2023-06-02 10:20:00,2023-06-03 10:20:00,1173.0,2023-06-03 10:20:00,0,1.0,19.6,0.1558823529411764,1.0,1,0,0
21912,364,4548,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
7484,280,483,Completed,100,2025-01-19 07:53:09,2025-05-02 07:53:09,2334.0,2025-05-02 07:53:09,0,103.0,38.9,0.3184873949579831,1.0,1,0,0
21989,1167,1720,Completed,100,2023-09-06 08:31:41,2023-10-03 08:31:41,6290.0,2023-10-03 08:31:41,0,27.0,104.8,0.8725490196078431,1.0,1,0,0
8733,965,4438,InProgress,87,2024-01-08 05:09:18,2024-02-10 05:09:18,989.0,,0,33.0,16.5,0.1301120448179271,0.87,0,1,1
14772,921,3159,InProgress,100,2023-10-10 12:47:45,2023-12-18 12:47:45,3500.0,,0,69.0,58.3,0.4817927170868347,1.0,0,1,1
16598,1980,2909,InProgress,79,2022-12-17 14:21:25,2023-03-01 14:21:25,3523.0,,0,74.0,58.7,0.4850140056022408,0.79,0,1,1
7001,2202,1698,Completed,100,2023-04-20 06:54:20,2023-05-23 06:54:20,1942.0,2023-05-23 06:54:20,0,33.0,32.4,0.2635854341736694,1.0,1,0,0
23274,1870,80,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
5003,723,1608,InProgress,63,2024-11-08 08:02:43,2025-01-23 08:02:43,1434.0,,0,76.0,23.9,0.1924369747899159,0.63,0,1,1
7795,1096,2412,Completed,100,2022-12-06 01:58:58,2023-03-19 01:58:58,4108.0,2023-03-19 01:58:58,0,103.0,68.5,0.5669467787114846,1.0,1,0,0
20198,750,2049,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
26178,1664,693,InProgress,78,2023-02-08 08:40:27,2023-03-21 08:40:27,1312.0,,0,41.0,21.9,0.1753501400560224,0.78,0,1,1
10424,1862,175,Completed,100,2023-02-21 13:37:45,2023-04-25 13:37:45,1053.0,2023-04-25 13:37:45,0,63.0,17.6,0.1390756302521008,1.0,1,0,0
6083,2065,1533,Completed,100,2023-03-02 06:50:16,2023-06-08 06:50:16,6947.0,2023-06-08 06:50:16,0,98.0,115.8,0.9645658263305322,1.0,1,0,0
4199,2202,4815,Completed,100,2024-09-05 17:00:31,2024-10-16 17:00:31,7131.0,2024-10-16 17:00:31,0,41.0,118.8,0.9903361344537814,1.0,1,0,0
16788,31,2277,Completed,100,2024-07-29 07:34:44,2024-11-03 07:34:44,2780.0,2024-11-03 07:34:44,1,97.0,46.3,0.3809523809523809,1.0,1,0,0
6252,1792,1199,Completed,100,2025-04-08 10:09:30,2025-06-12 10:09:30,4545.0,2025-06-12 10:09:30,0,65.0,75.8,0.6281512605042017,1.0,1,0,0
17522,1569,2931,InProgress,16,2024-04-11 00:30:16,,2780.0,,1,0.0,46.3,0.3809523809523809,0.16,0,1,1
23304,998,2317,Completed,100,2025-01-18 16:28:35,2025-04-07 16:28:35,7184.0,2025-04-07 16:28:35,0,79.0,119.7,0.9977591036414566,1.0,1,0,0
6804,2206,2826,Completed,100,2023-02-14 01:58:53,2023-03-06 01:58:53,2271.0,2023-03-06 01:58:53,0,20.0,37.8,0.3096638655462184,1.0,1,0,0
11176,675,1931,Completed,100,2025-03-07 08:35:31,2025-04-08 08:35:31,4445.0,2025-04-08 08:35:31,0,32.0,74.1,0.6141456582633054,1.0,1,0,0
3299,1096,2791,Completed,100,2024-07-11 21:45:22,2024-07-14 21:45:22,3915.0,2024-07-14 21:45:22,0,3.0,65.2,0.5399159663865546,1.0,1,0,0
10268,1277,1264,Completed,100,2025-08-19 09:21:43,2025-09-30 09:21:43,1927.0,2025-09-30 09:21:43,0,42.0,32.1,0.261484593837535,1.0,1,0,0
9927,1617,1550,InProgress,22,2023-09-27 00:56:05,2023-11-02 00:56:05,238.0,,0,36.0,4.0,0.0249299719887955,0.22,0,1,1
4801,1178,1224,InProgress,41,2023-11-08 11:35:44,2024-01-11 11:35:44,2780.0,,1,64.0,46.3,0.3809523809523809,0.41,0,1,1
14317,444,1091,InProgress,75,2022-07-20 19:07:55,2022-09-21 19:07:55,489.0,,0,63.0,8.2,0.0600840336134453,0.75,0,1,1
9254,307,933,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
10694,1516,1744,Completed,100,2023-07-22 18:21:18,,3494.0,2023-07-23 18:21:18,0,0.0,58.2,0.4809523809523809,1.0,1,0,0
5312,1230,1884,Completed,100,2023-04-23 09:45:17,2023-05-15 09:45:17,3401.0,2023-05-15 09:45:17,0,22.0,56.7,0.4679271708683473,1.0,1,0,0
25664,1303,3245,InProgress,20,2024-06-22 13:00:34,2024-09-16 13:00:34,887.0,,0,86.0,14.8,0.1158263305322128,0.2,0,1,1
11941,1434,947,InProgress,81,2024-02-14 10:10:19,2024-02-23 10:10:19,2780.0,,1,9.0,46.3,0.3809523809523809,0.81,0,1,1
17801,1096,4245,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
10334,943,3461,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
11227,1043,706,InProgress,85,2023-03-30 21:35:19,2023-06-16 21:35:19,518.0,,0,78.0,8.6,0.0641456582633053,0.85,0,1,1
18611,1085,3751,Completed,100,2023-10-10 21:28:53,2023-11-22 21:28:53,4280.0,2023-11-22 21:28:53,0,43.0,71.3,0.5910364145658263,1.0,1,0,0
14012,2184,696,Completed,100,2023-01-26 18:42:48,,1074.0,2023-02-11 18:42:48,0,0.0,17.9,0.142016806722689,1.0,1,0,0
10402,31,170,InProgress,14,2023-08-07 17:58:38,2023-08-31 17:58:38,2780.0,,1,24.0,46.3,0.3809523809523809,0.14,0,1,1
17156,1456,4981,Completed,100,2023-11-03 11:01:19,2024-02-05 11:01:19,6833.0,2024-02-05 11:01:19,0,94.0,113.9,0.9485994397759104,1.0,1,0,0
21607,1935,4488,Completed,100,2024-11-22 04:12:18,2025-02-20 04:12:18,856.0,2025-02-20 04:12:18,0,90.0,14.3,0.111484593837535,1.0,1,0,0
7998,1873,1339,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
16500,379,3598,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
22434,346,3293,Completed,100,2022-11-24 06:48:19,2022-12-15 06:48:19,5363.0,2022-12-15 06:48:19,0,21.0,89.4,0.7427170868347339,1.0,1,0,0
1208,74,807,Completed,100,2025-03-25 12:28:22,2025-03-30 12:28:22,6733.0,2025-03-30 12:28:22,0,5.0,112.2,0.934593837535014,1.0,1,0,0
