StudentId,DepartmentId,DepartmentName,YearId,SquadronId,TotalCreditLoad
1800,2,Artificial Intelligence,4,5,9
4322,1,Computer Science,2,5,9
1792,3,Cyber Security,1,1,4
704,2,Artificial Intelligence,2,4,3
4932,2,Artificial Intelligence,3,1,7
2761,1,Computer Science,1,4,7
1887,3,Cyber Security,1,4,9
4092,3,Cyber Security,1,2,1
1753,1,Computer Science,1,2,11
437,1,Computer Science,3,4,3
4993,1,Computer Science,1,3,4
2393,2,Artificial Intelligence,4,4,6
3699,1,Computer Science,1,4,0
3767,2,Artificial Intelligence,1,5,11
2187,1,Computer Science,1,4,2
1463,3,Cyber Security,2,4,4
3701,1,Computer Science,1,5,3
3935,1,Computer Science,1,3,5
1093,1,Computer Science,2,5,0
3231,1,Computer Science,1,1,4
4797,2,Artificial Intelligence,1,5,5
3889,1,Computer Science,2,3,11
2323,1,Computer Science,2,1,7
327,1,Computer Science,3,2,5
2559,1,Computer Science,2,1,0
879,1,Computer Science,1,4,12
3302,2,Artificial Intelligence,4,4,0
2468,3,Cyber Security,3,2,4
3101,2,Artificial Intelligence,2,5,0
1531,1,Computer Science,2,5,11
751,2,Artificial Intelligence,1,4,5
3335,2,Artificial Intelligence,2,2,5
2182,3,Cyber Security,3,4,2
3806,3,Cyber Security,4,1,8
3630,1,Computer Science,2,1,8
2370,1,Computer Science,1,4,7
1119,1,Computer Science,2,3,3
3534,1,Computer Science,2,2,3
2368,2,Artificial Intelligence,2,2,0
2928,2,Artificial Intelligence,3,4,10
1822,1,Computer Science,3,5,13
4739,1,Computer Science,4,3,10
4567,1,Computer Science,1,3,4
3776,1,Computer Science,2,1,5
2346,3,Cyber Security,1,5,3
3240,1,Computer Science,4,1,0
4084,2,Artificial Intelligence,1,4,7
3864,1,Computer Science,1,1,6
3581,1,Computer Science,4,3,3
4372,2,Artificial Intelligence,1,1,0
2480,2,Artificial Intelligence,3,2,8
425,1,Computer Science,2,4,1
877,1,Computer Science,1,5,13
2511,1,Computer Science,1,2,9
1922,1,Computer Science,1,3,3
2404,3,Cyber Security,1,4,0
4554,2,Artificial Intelligence,3,5,9
3388,1,Computer Science,3,1,0
957,2,Artificial Intelligence,1,1,9
2444,1,Computer Science,3,3,13
2111,1,Computer Science,4,4,4
365,1,Computer Science,4,4,3
2525,1,Computer Science,2,3,9
1561,3,Cyber Security,1,2,10
3128,2,Artificial Intelligence,2,2,0
2602,3,Cyber Security,1,4,10
586,1,Computer Science,1,4,6
8,1,Computer Science,2,4,8
252,2,Artificial Intelligence,4,4,3
1624,3,Cyber Security,2,4,2
460,1,Computer Science,2,5,3
1983,2,Artificial Intelligence,4,2,6
1114,1,Computer Science,3,4,12
452,1,Computer Science,3,2,16
2313,1,Computer Science,1,3,5
2325,2,Artificial Intelligence,2,4,9
4125,1,Computer Science,3,5,4
1970,1,Computer Science,1,3,8
1051,2,Artificial Intelligence,3,3,3
2492,1,Computer Science,1,5,8
502,2,Artificial Intelligence,4,3,2
3978,3,Cyber Security,1,4,0
2824,3,Cyber Security,4,1,0
880,2,Artificial Intelligence,2,5,4
4790,1,Computer Science,2,3,6
2127,3,Cyber Security,1,4,13
3792,1,Computer Science,1,3,2
2943,1,Computer Science,1,2,3
741,1,Computer Science,3,2,12
2789,1,Computer Science,4,5,6
2922,1,Computer Science,2,4,7
3689,1,Computer Science,2,5,8
1248,2,Artificial Intelligence,3,2,2
4213,2,Artificial Intelligence,2,3,6
2929,1,Computer Science,1,4,6
805,2,Artificial Intelligence,2,1,10
3834,2,Artificial Intelligence,1,4,4
392,3,Cyber Security,3,3,2
1347,2,Artificial Intelligence,1,3,11
1041,1,Computer Science,2,5,6
3227,3,Cyber Security,1,2,3
2630,1,Computer Science,1,1,5
3474,1,Computer Science,1,2,6
3694,1,Computer Science,1,1,0
2983,1,Computer Science,1,5,11
3634,1,Computer Science,3,5,6
3220,1,Computer Science,3,5,6
1592,3,Cyber Security,2,1,2
3764,1,Computer Science,2,4,3
442,1,Computer Science,2,4,7
3911,2,Artificial Intelligence,4,5,7
4740,2,Artificial Intelligence,3,5,10
1932,1,Computer Science,2,5,11
1423,3,Cyber Security,1,3,6
3224,2,Artificial Intelligence,1,3,3
4628,1,Computer Science,2,2,12
4397,2,Artificial Intelligence,1,3,7
4883,1,Computer Science,2,2,3
4999,1,Computer Science,4,5,7
3995,3,Cyber Security,2,5,4
4714,2,Artificial Intelligence,2,3,0
427,1,Computer Science,1,4,2
3007,3,Cyber Security,2,3,3
2322,1,Computer Science,3,4,4
2039,1,Computer Science,4,5,8
905,1,Computer Science,1,1,4
2196,2,Artificial Intelligence,1,2,2
2904,1,Computer Science,1,3,0
4677,1,Computer Science,2,4,0
4393,1,Computer Science,1,4,10
3268,2,Artificial Intelligence,1,1,6
3032,2,Artificial Intelligence,2,3,14
1674,2,Artificial Intelligence,1,5,5
3684,1,Computer Science,1,5,50
4878,2,Artificial Intelligence,1,2,7
1517,1,Computer Science,2,4,0
3481,1,Computer Science,4,2,7
1011,1,Computer Science,2,5,13
267,1,Computer Science,2,4,5
2208,1,Computer Science,1,5,3
4723,2,Artificial Intelligence,2,3,0
4565,1,Computer Science,1,5,0
1306,2,Artificial Intelligence,2,1,13
1659,2,Artificial Intelligence,1,1,0
2063,2,Artificial Intelligence,1,4,20
4114,1,Computer Science,4,3,11
3409,3,Cyber Security,3,3,0
3516,1,Computer Science,3,3,1
618,1,Computer Science,2,5,6
3010,1,Computer Science,1,5,0
3478,3,Cyber Security,1,4,10
3341,3,Cyber Security,1,3,11
4284,3,Cyber Security,2,2,3
2826,1,Computer Science,4,5,7
935,3,Cyber Security,2,2,3
2343,2,Artificial Intelligence,2,2,2
2605,1,Computer Science,4,1,7
3909,2,Artificial Intelligence,3,3,13
4328,1,Computer Science,4,1,3
2596,1,Computer Science,2,1,9
1844,1,Computer Science,1,4,2
3037,1,Computer Science,4,4,6
2419,2,Artificial Intelligence,2,5,4
857,1,Computer Science,3,4,4
4007,2,Artificial Intelligence,3,2,0
1518,1,Computer Science,3,4,2
59,1,Computer Science,4,5,0
2972,1,Computer Science,2,2,3
1641,1,Computer Science,1,5,48
4944,3,Cyber Security,1,3,5
4291,1,Computer Science,1,5,3
2358,1,Computer Science,1,5,3
3380,2,Artificial Intelligence,3,5,2
352,1,Computer Science,1,5,1
3016,2,Artificial Intelligence,2,4,12
1493,2,Artificial Intelligence,4,2,2
4832,1,Computer Science,1,2,5
4228,1,Computer Science,3,2,11
2902,1,Computer Science,1,1,6
49,2,Artificial Intelligence,2,3,2
2792,1,Computer Science,3,5,10
2747,3,Cyber Security,1,4,2
3547,1,Computer Science,3,1,8
1311,1,Computer Science,2,4,5
4489,3,Cyber Security,2,2,8
3467,2,Artificial Intelligence,1,3,6
2910,3,Cyber Security,3,1,3
3425,1,Computer Science,1,2,7
4464,1,Computer Science,3,3,7
1327,2,Artificial Intelligence,1,3,0
4071,3,Cyber Security,1,5,2
4927,2,Artificial Intelligence,1,5,0
4770,1,Computer Science,1,5,0
2296,1,Computer Science,1,2,12
1383,1,Computer Science,1,3,0
66,1,Computer Science,2,5,15
4568,1,Computer Science,1,1,6
3715,1,Computer Science,2,1,2
1802,1,Computer Science,3,2,5
1889,3,Cyber Security,3,1,5
3497,1,Computer Science,4,5,9
765,1,Computer Science,2,4,8
4594,2,Artificial Intelligence,1,3,15
348,1,Computer Science,1,5,5
1159,1,Computer Science,1,1,8
1388,2,Artificial Intelligence,3,3,9
4034,1,Computer Science,2,2,5
1549,1,Computer Science,2,4,4
295,1,Computer Science,1,5,14
723,1,Computer Science,1,1,4
20,1,Computer Science,1,1,7
3022,1,Computer Science,1,3,6
3148,1,Computer Science,4,5,4
1938,3,Cyber Security,3,3,5
3928,3,Cyber Security,1,2,3
3787,1,Computer Science,4,5,5
3870,1,Computer Science,2,5,28
3254,1,Computer Science,2,3,3
1626,1,Computer Science,4,3,3
4242,2,Artificial Intelligence,3,1,0
4385,1,Computer Science,1,4,0
2064,3,Cyber Security,2,4,8
3354,3,Cyber Security,3,5,2
1034,2,Artificial Intelligence,2,3,0
780,1,Computer Science,3,4,0
2026,1,Computer Science,1,2,6
1577,1,Computer Science,3,1,45
64,3,Cyber Security,1,5,5
2959,2,Artificial Intelligence,4,5,4
2458,1,Computer Science,2,1,0
2763,3,Cyber Security,2,5,4
2473,1,Computer Science,1,1,5
3529,2,Artificial Intelligence,3,2,0
2885,3,Cyber Security,3,5,6
715,3,Cyber Security,3,1,12
1498,3,Cyber Security,2,3,5
3799,1,Computer Science,2,1,2
2825,2,Artificial Intelligence,4,2,7
4463,2,Artificial Intelligence,3,4,9
863,1,Computer Science,4,3,7
233,3,Cyber Security,2,3,0
2754,1,Computer Science,2,2,5
3526,1,Computer Science,3,1,0
3005,2,Artificial Intelligence,2,3,3
2748,2,Artificial Intelligence,1,2,0
1165,1,Computer Science,1,5,2
649,1,Computer Science,1,3,0
1431,1,Computer Science,1,5,1
1222,1,Computer Science,3,3,0
265,1,Computer Science,3,5,6
4887,1,Computer Science,1,3,9
4882,2,Artificial Intelligence,1,2,6
229,2,Artificial Intelligence,1,1,8
493,2,Artificial Intelligence,4,1,5
1333,1,Computer Science,1,4,1
3329,2,Artificial Intelligence,4,1,7
256,1,Computer Science,4,2,5
2048,2,Artificial Intelligence,1,5,0
1077,1,Computer Science,4,2,0
684,1,Computer Science,4,4,0
2237,3,Cyber Security,4,1,4
4533,1,Computer Science,2,4,9
3539,1,Computer Science,3,5,4
4337,1,Computer Science,1,1,5
2815,3,Cyber Security,3,5,6
253,1,Computer Science,3,1,3
2054,2,Artificial Intelligence,3,5,9
756,1,Computer Science,2,1,0
4942,1,Computer Science,2,3,5
2448,1,Computer Science,2,5,2
619,1,Computer Science,2,5,3
2911,1,Computer Science,3,5,2
3712,1,Computer Science,4,2,4
2085,2,Artificial Intelligence,1,3,0
3215,2,Artificial Intelligence,1,5,7
4156,1,Computer Science,2,1,10
1599,1,Computer Science,1,1,13
3745,1,Computer Science,1,1,3
3641,1,Computer Science,2,2,10
1676,3,Cyber Security,2,5,3
3111,2,Artificial Intelligence,1,5,5
202,1,Computer Science,2,5,2
2717,1,Computer Science,1,4,0
4623,1,Computer Science,2,4,2
3278,1,Computer Science,1,5,2
2058,2,Artificial Intelligence,3,3,4
1449,1,Computer Science,4,3,1
501,1,Computer Science,1,1,3
2515,1,Computer Science,2,1,12
1329,2,Artificial Intelligence,4,2,0
4483,1,Computer Science,4,5,5
3249,1,Computer Science,3,1,9
1121,1,Computer Science,3,2,8
4452,1,Computer Science,1,5,0
2086,1,Computer Science,3,1,1
582,3,Cyber Security,4,5,0
4500,1,Computer Science,2,2,0
4112,1,Computer Science,4,4,3
1182,3,Cyber Security,2,4,2
2388,2,Artificial Intelligence,1,5,3
3504,1,Computer Science,1,3,8
2121,1,Computer Science,1,5,16
722,2,Artificial Intelligence,2,2,2
1267,1,Computer Science,3,1,14
750,2,Artificial Intelligence,3,2,4
1945,1,Computer Science,1,5,2
1229,1,Computer Science,2,1,2
478,1,Computer Science,1,1,6
1746,1,Computer Science,4,2,8
4702,3,Cyber Security,1,4,1
3885,3,Cyber Security,1,5,0
904,1,Computer Science,1,5,4
1382,3,Cyber Security,2,1,14
481,1,Computer Science,2,3,11
4045,3,Cyber Security,2,5,7
4582,2,Artificial Intelligence,1,5,5
3531,3,Cyber Security,1,1,14
1568,1,Computer Science,3,1,4
1831,1,Computer Science,3,4,4
1298,2,Artificial Intelligence,1,2,1
4444,2,Artificial Intelligence,1,2,12
55,3,Cyber Security,1,1,9
1949,1,Computer Science,2,4,0
3181,1,Computer Science,1,1,8
2587,1,Computer Science,3,4,2
4949,1,Computer Science,3,1,9
1339,2,Artificial Intelligence,1,3,4
2710,3,Cyber Security,2,4,0
4413,2,Artificial Intelligence,1,3,0
4725,1,Computer Science,3,1,2
322,2,Artificial Intelligence,3,2,4
3887,1,Computer Science,3,4,2
3951,1,Computer Science,3,4,6
1874,2,Artificial Intelligence,2,3,6
4479,2,Artificial Intelligence,4,5,4
4053,1,Computer Science,1,3,5
888,1,Computer Science,2,1,6
1765,2,Artificial Intelligence,1,5,0
3614,1,Computer Science,4,5,6
3006,1,Computer Science,4,4,2
2298,2,Artificial Intelligence,1,4,3
4435,1,Computer Science,3,2,0
3237,1,Computer Science,1,4,10
721,1,Computer Science,1,5,10
607,1,Computer Science,1,4,6
2158,1,Computer Science,4,5,6
4151,2,Artificial Intelligence,1,2,0
2469,1,Computer Science,4,4,6
3501,2,Artificial Intelligence,2,2,4
3225,1,Computer Science,2,5,9
3807,1,Computer Science,1,2,4
3422,1,Computer Science,2,3,1
115,3,Cyber Security,1,5,7
3509,2,Artificial Intelligence,4,1,7
2242,2,Artificial Intelligence,2,5,0
29,2,Artificial Intelligence,2,5,13
1263,1,Computer Science,2,1,6
2857,1,Computer Science,3,1,2
1001,3,Cyber Security,3,2,9
2937,1,Computer Science,1,5,4
2037,3,Cyber Security,1,3,4
3817,1,Computer Science,2,3,2
1809,1,Computer Science,2,5,4
4657,2,Artificial Intelligence,3,2,15
1047,2,Artificial Intelligence,2,4,9
4268,2,Artificial Intelligence,2,5,15
4289,1,Computer Science,4,5,11
3061,1,Computer Science,1,2,4
3229,2,Artificial Intelligence,1,2,2
1258,1,Computer Science,4,1,11
769,1,Computer Science,3,4,4
4310,1,Computer Science,2,5,3
4871,1,Computer Science,2,5,10
3609,1,Computer Science,1,3,7
2051,1,Computer Science,1,2,7
4402,1,Computer Science,2,5,0
15,1,Computer Science,4,5,4
817,2,Artificial Intelligence,1,5,5
4252,2,Artificial Intelligence,4,3,8
2438,1,Computer Science,1,2,0
423,1,Computer Science,1,5,11
3554,1,Computer Science,4,1,12
3183,1,Computer Science,3,3,0
1544,3,Cyber Security,2,3,2
4844,3,Cyber Security,2,4,2
1294,1,Computer Science,3,5,2
4766,1,Computer Science,2,4,3
3469,1,Computer Science,2,1,10
2020,2,Artificial Intelligence,2,4,4
2632,1,Computer Science,1,4,2
108,1,Computer Science,2,3,6
3819,1,Computer Science,1,2,0
3482,1,Computer Science,4,5,6
3723,3,Cyber Security,2,1,0
4865,2,Artificial Intelligence,1,2,7
1686,2,Artificial Intelligence,3,2,8
1931,1,Computer Science,2,5,4
4688,2,Artificial Intelligence,2,3,4
2655,1,Computer Science,1,3,4
4760,1,Computer Science,1,2,0
3122,2,Artificial Intelligence,1,5,6
2951,2,Artificial Intelligence,4,2,6
3910,1,Computer Science,1,5,8
3527,1,Computer Science,1,2,3
3176,3,Cyber Security,3,3,0
2560,1,Computer Science,1,2,1
2997,1,Computer Science,1,4,5
3825,2,Artificial Intelligence,3,4,7
652,2,Artificial Intelligence,3,5,0
3774,2,Artificial Intelligence,1,1,6
2001,2,Artificial Intelligence,3,4,5
4069,2,Artificial Intelligence,3,2,6
1857,2,Artificial Intelligence,1,2,3
4281,2,Artificial Intelligence,4,1,8
4831,1,Computer Science,3,5,6
1865,1,Computer Science,3,5,2
990,2,Artificial Intelligence,3,3,3
3129,2,Artificial Intelligence,3,3,8
1482,1,Computer Science,3,2,7
3804,1,Computer Science,1,4,2
2076,1,Computer Science,4,1,4
2351,2,Artificial Intelligence,3,5,6
4267,1,Computer Science,2,3,7
1828,2,Artificial Intelligence,2,3,0
3442,2,Artificial Intelligence,2,4,11
3665,1,Computer Science,1,4,5
4018,1,Computer Science,1,5,4
3253,3,Cyber Security,3,4,7
1632,1,Computer Science,4,4,7
2452,1,Computer Science,1,5,17
97,1,Computer Science,2,5,4
944,1,Computer Science,1,1,3
1059,2,Artificial Intelligence,2,4,5
3384,2,Artificial Intelligence,1,1,6
3591,1,Computer Science,2,1,6
851,1,Computer Science,3,1,0
1693,1,Computer Science,1,5,8
1720,1,Computer Science,4,3,4
4164,1,Computer Science,1,1,4
3040,1,Computer Science,4,5,9
2496,1,Computer Science,1,5,5
1408,2,Artificial Intelligence,3,3,0
3907,1,Computer Science,2,1,0
192,1,Computer Science,1,1,4
2477,1,Computer Science,1,4,8
504,1,Computer Science,3,4,5
4422,1,Computer Science,3,2,4
2291,2,Artificial Intelligence,2,5,2
3877,3,Cyber Security,1,2,0
573,1,Computer Science,1,4,4
4373,3,Cyber Security,3,5,7
2671,2,Artificial Intelligence,2,4,13
299,2,Artificial Intelligence,1,5,1
4371,1,Computer Science,1,5,0
1379,1,Computer Science,1,2,7
4827,2,Artificial Intelligence,1,1,6
4433,1,Computer Science,1,4,2
1467,1,Computer Science,2,3,0
2782,2,Artificial Intelligence,2,1,10
76,1,Computer Science,1,5,16
500,1,Computer Science,1,2,11
3044,1,Computer Science,2,1,1
2670,2,Artificial Intelligence,3,4,7
3984,1,Computer Science,3,2,4
1207,2,Artificial Intelligence,1,1,12
1245,2,Artificial Intelligence,1,2,4
3395,1,Computer Science,1,3,6
3465,1,Computer Science,1,5,8
240,1,Computer Science,2,4,0
2597,1,Computer Science,1,1,4
2651,2,Artificial Intelligence,2,1,3
3362,3,Cyber Security,2,1,13
2259,1,Computer Science,4,4,10
4316,1,Computer Science,3,5,3
945,2,Artificial Intelligence,3,2,6
249,1,Computer Science,4,5,3
962,1,Computer Science,2,3,5
156,1,Computer Science,2,1,2
2494,1,Computer Science,1,1,4
876,2,Artificial Intelligence,3,1,9
46,3,Cyber Security,1,3,0
1560,1,Computer Science,1,2,0
1330,2,Artificial Intelligence,1,5,8
3026,1,Computer Science,1,3,3
3095,1,Computer Science,2,2,3
499,1,Computer Science,3,5,8
2200,1,Computer Science,2,3,8
992,2,Artificial Intelligence,1,3,9
2838,2,Artificial Intelligence,1,4,6
479,3,Cyber Security,1,3,14
1286,1,Computer Science,1,3,3
3578,1,Computer Science,4,3,3
1743,1,Computer Science,2,3,8
2222,1,Computer Science,4,5,3
3515,3,Cyber Security,1,3,8
1402,2,Artificial Intelligence,1,5,4
4089,1,Computer Science,4,5,2
3173,1,Computer Science,4,3,4
3277,1,Computer Science,1,4,0
4910,1,Computer Science,4,1,6
2897,1,Computer Science,2,5,0
4235,1,Computer Science,2,5,8
3262,1,Computer Science,3,1,1
2418,1,Computer Science,3,5,12
4134,2,Artificial Intelligence,1,5,8
3142,2,Artificial Intelligence,2,1,11
4308,1,Computer Science,3,1,2
2859,1,Computer Science,1,1,9
1002,1,Computer Science,1,3,2
3588,1,Computer Science,4,2,11
1764,2,Artificial Intelligence,3,5,7
4123,1,Computer Science,1,1,9
3915,2,Artificial Intelligence,1,1,6
3815,2,Artificial Intelligence,3,4,11
669,1,Computer Science,2,3,4
3740,2,Artificial Intelligence,1,1,1
2268,1,Computer Science,2,4,2
2015,1,Computer Science,3,4,7
19,1,Computer Science,1,3,6
1806,1,Computer Science,2,2,2
2791,1,Computer Science,1,1,11
469,1,Computer Science,3,3,6
3744,1,Computer Science,1,2,19
1070,3,Cyber Security,2,3,0
364,2,Artificial Intelligence,1,1,2
4561,1,Computer Science,1,1,4
2004,1,Computer Science,1,1,4
2618,1,Computer Science,4,4,4
4306,1,Computer Science,4,1,0
2235,1,Computer Science,1,5,7
4280,1,Computer Science,3,5,14
4620,2,Artificial Intelligence,1,1,6
279,3,Cyber Security,4,3,0
1168,1,Computer Science,4,2,12
2820,3,Cyber Security,2,2,9
2011,1,Computer Science,4,3,9
4066,1,Computer Science,3,1,17
4933,3,Cyber Security,3,3,5
1798,1,Computer Science,3,5,4
2657,1,Computer Science,2,3,2
638,2,Artificial Intelligence,1,5,12
311,1,Computer Science,1,4,0
3771,1,Computer Science,1,5,11
2932,1,Computer Science,4,3,2
2300,1,Computer Science,3,2,9
3412,1,Computer Science,2,5,3
3645,2,Artificial Intelligence,1,5,0
3358,1,Computer Science,4,5,0
748,1,Computer Science,2,5,12
1692,2,Artificial Intelligence,2,3,13
1195,2,Artificial Intelligence,1,4,4
4761,1,Computer Science,4,5,0
2459,2,Artificial Intelligence,4,5,4
1335,3,Cyber Security,2,5,16
4888,2,Artificial Intelligence,1,3,0
2191,3,Cyber Security,2,5,10
3535,1,Computer Science,3,2,2
420,3,Cyber Security,1,5,9
354,1,Computer Science,1,1,2
3874,2,Artificial Intelligence,3,2,6
3288,1,Computer Science,1,3,4
2067,3,Cyber Security,1,3,3
3859,1,Computer Science,3,5,9
1952,2,Artificial Intelligence,2,5,10
1288,1,Computer Science,1,5,4
1705,1,Computer Science,3,4,0
4727,1,Computer Science,2,1,3
1768,2,Artificial Intelligence,4,1,3
3165,2,Artificial Intelligence,2,5,9
2599,1,Computer Science,1,2,0
2516,1,Computer Science,2,3,0
4127,1,Computer Science,3,1,8
809,1,Computer Science,1,3,7
3359,3,Cyber Security,3,5,4
4526,2,Artificial Intelligence,3,5,42
1879,1,Computer Science,1,5,10
4968,1,Computer Science,2,5,3
3728,1,Computer Science,1,1,9
1209,3,Cyber Security,1,1,3
4296,1,Computer Science,3,5,11
4428,1,Computer Science,4,1,4
4735,1,Computer Science,2,5,4
3958,3,Cyber Security,1,3,11
901,1,Computer Science,2,4,18
2023,2,Artificial Intelligence,1,2,0
2540,1,Computer Science,2,5,8
4741,1,Computer Science,3,3,6
4037,1,Computer Science,2,4,2
3350,1,Computer Science,4,5,14
2567,1,Computer Science,2,3,5
2218,1,Computer Science,1,2,0
659,1,Computer Science,4,1,6
4511,3,Cyber Security,3,2,6
4687,1,Computer Science,2,5,10
1615,2,Artificial Intelligence,2,4,7
4842,1,Computer Science,1,1,10
998,1,Computer Science,1,4,7
2732,1,Computer Science,1,2,9
1607,1,Computer Science,4,3,6
1211,1,Computer Science,4,1,6
2036,1,Computer Science,2,4,5
926,2,Artificial Intelligence,3,2,2
1231,3,Cyber Security,1,4,0
2243,1,Computer Science,4,5,7
4215,1,Computer Science,1,2,4
2961,3,Cyber Security,1,5,2
223,1,Computer Science,1,5,11
3906,1,Computer Science,4,5,1
1401,1,Computer Science,2,4,10
2065,2,Artificial Intelligence,1,5,11
4430,1,Computer Science,4,2,9
1571,2,Artificial Intelligence,4,5,2
3558,1,Computer Science,1,4,9
1929,1,Computer Science,3,4,8
2260,2,Artificial Intelligence,3,2,1
930,1,Computer Science,1,4,5
191,2,Artificial Intelligence,3,5,3
3432,3,Cyber Security,1,5,2
4186,2,Artificial Intelligence,3,1,4
3844,1,Computer Science,2,4,13
2518,1,Computer Science,4,4,7
2332,1,Computer Science,2,5,0
3416,1,Computer Science,1,2,5
4604,1,Computer Science,3,3,7
1876,1,Computer Science,3,5,4
1355,1,Computer Science,2,2,12
2765,1,Computer Science,2,2,5
2645,1,Computer Science,1,2,1
3758,2,Artificial Intelligence,1,5,3
3209,1,Computer Science,1,4,0
701,2,Artificial Intelligence,3,3,4
1241,3,Cyber Security,1,5,12
2968,1,Computer Science,1,2,20
2124,1,Computer Science,2,4,6
54,3,Cyber Security,3,3,2
1608,1,Computer Science,4,1,7
1364,2,Artificial Intelligence,4,2,4
3150,2,Artificial Intelligence,1,1,0
1035,1,Computer Science,2,2,4
3098,2,Artificial Intelligence,1,4,5
4414,1,Computer Science,1,1,3
2119,1,Computer Science,1,3,7
1781,2,Artificial Intelligence,1,5,6
2019,2,Artificial Intelligence,2,5,18
858,1,Computer Science,2,5,7
3680,1,Computer Science,1,5,1
1378,3,Cyber Security,3,3,0
835,1,Computer Science,3,5,7
4903,1,Computer Science,2,2,7
3875,1,Computer Science,2,1,4
557,2,Artificial Intelligence,3,4,4
4061,3,Cyber Security,1,3,18
1728,1,Computer Science,3,5,5
1943,2,Artificial Intelligence,3,2,0
4062,2,Artificial Intelligence,4,5,2
1526,2,Artificial Intelligence,1,5,3
2753,1,Computer Science,3,1,0
3092,3,Cyber Security,2,1,3
1519,1,Computer Science,2,1,39
3597,2,Artificial Intelligence,4,3,12
3848,1,Computer Science,3,5,4
1155,1,Computer Science,3,3,9
2920,2,Artificial Intelligence,1,2,13
4492,3,Cyber Security,2,5,7
1875,1,Computer Science,4,3,6
2010,1,Computer Science,1,5,11
3363,1,Computer Science,3,5,3
4292,1,Computer Science,1,2,2
1581,1,Computer Science,1,3,14
1197,2,Artificial Intelligence,3,1,5
3948,1,Computer Science,2,2,13
2658,1,Computer Science,3,3,3
550,2,Artificial Intelligence,1,5,8
2672,1,Computer Science,1,5,6
3718,1,Computer Science,1,4,9
1126,3,Cyber Security,4,2,7
86,1,Computer Science,3,3,6
4699,1,Computer Science,1,1,14
625,1,Computer Science,3,5,15
1496,1,Computer Science,1,2,8
4400,1,Computer Science,1,5,0
1098,1,Computer Science,4,5,6
21,1,Computer Science,1,5,0
4072,3,Cyber Security,3,5,13
39,1,Computer Science,1,5,0
3272,3,Cyber Security,2,4,6
1709,3,Cyber Security,1,5,10
1762,2,Artificial Intelligence,3,4,11
3056,2,Artificial Intelligence,4,5,4
1573,1,Computer Science,1,1,2
4174,1,Computer Science,1,3,6
1629,1,Computer Science,1,3,6
2455,1,Computer Science,2,1,10
4122,1,Computer Science,3,4,7
4549,1,Computer Science,4,1,3
2240,1,Computer Science,4,1,0
2542,1,Computer Science,2,4,1
1780,2,Artificial Intelligence,1,2,3
4713,2,Artificial Intelligence,1,2,4
474,2,Artificial Intelligence,1,2,0
1161,2,Artificial Intelligence,3,1,0
895,2,Artificial Intelligence,1,1,4
2133,1,Computer Science,1,5,3
1036,1,Computer Science,4,2,10
490,2,Artificial Intelligence,4,1,0
3580,3,Cyber Security,3,5,0
3118,1,Computer Science,1,2,6
44,3,Cyber Security,4,3,4
2633,2,Artificial Intelligence,2,2,4
1087,1,Computer Science,3,4,2
918,2,Artificial Intelligence,1,2,0
3914,1,Computer Science,4,2,6
2860,1,Computer Science,2,3,0
1682,2,Artificial Intelligence,2,3,4
2275,1,Computer Science,3,3,2
2479,1,Computer Science,4,3,3
3094,1,Computer Science,3,1,5
4029,3,Cyber Security,4,1,19
3420,2,Artificial Intelligence,3,2,0
985,1,Computer Science,1,3,0
993,1,Computer Science,3,2,7
2982,2,Artificial Intelligence,1,2,9
4984,2,Artificial Intelligence,3,4,0
4939,1,Computer Science,4,5,6
2788,1,Computer Science,1,1,6
2756,1,Computer Science,1,4,12
3082,1,Computer Science,3,1,1
3306,1,Computer Science,1,5,11
2341,1,Computer Science,4,5,12
1004,1,Computer Science,4,4,0
2724,2,Artificial Intelligence,2,2,10
451,2,Artificial Intelligence,3,5,6
1901,1,Computer Science,2,5,11
143,2,Artificial Intelligence,2,4,7
1183,2,Artificial Intelligence,4,4,6
813,1,Computer Science,4,4,4
4004,2,Artificial Intelligence,2,4,2
1610,2,Artificial Intelligence,1,5,0
2942,1,Computer Science,1,3,3
2489,2,Artificial Intelligence,4,4,7
3280,1,Computer Science,2,5,0
4300,2,Artificial Intelligence,3,2,7
1491,1,Computer Science,1,5,5
1789,1,Computer Science,3,3,12
4879,3,Cyber Security,3,5,12
3291,1,Computer Science,1,5,5
3485,1,Computer Science,4,5,6
2592,2,Artificial Intelligence,2,2,12
2531,1,Computer Science,1,5,7
4193,1,Computer Science,3,2,5
3078,1,Computer Science,2,2,6
2952,1,Computer Science,1,3,14
3241,1,Computer Science,2,3,0
2142,1,Computer Science,2,1,4
1968,1,Computer Science,1,5,6
349,1,Computer Science,1,4,12
227,2,Artificial Intelligence,3,2,0
2541,1,Computer Science,1,2,5
4348,1,Computer Science,1,5,7
45,2,Artificial Intelligence,1,2,0
448,1,Computer Science,1,3,0
1535,1,Computer Science,2,4,3
4266,2,Artificial Intelligence,1,5,11
4916,3,Cyber Security,2,5,5
1336,1,Computer Science,1,3,1
1284,2,Artificial Intelligence,3,1,6
2945,1,Computer Science,1,2,0
4227,1,Computer Science,2,5,6
3190,2,Artificial Intelligence,1,5,11
821,3,Cyber Security,3,2,6
2176,3,Cyber Security,2,2,5
636,1,Computer Science,3,4,7
1104,2,Artificial Intelligence,1,2,11
4399,1,Computer Science,1,2,6
